"","Municipal","County","State","Region","Five.year.average","Population","Never_Married","Now_Married","Separated","Widowed","Divorced","Never_Married_Pct","Now_Married_Pct","Separated_Pct","Widowed_Pct","Divorced_Pct","Year"
"826","Sandisfield","Berkshire","MA","N/A","2006-2010",679,136,468,7,44,24,20.0294550810015,68.9248895434462,1.03092783505155,6.48011782032401,3.53460972017673,"2010"
"827","Sandisfield","Berkshire","MA","N/A","2007-2011",836,194,511,11,67,53,23.2057416267943,61.1244019138756,1.31578947368421,8.01435406698565,6.33971291866029,"2011"
"828","Sandisfield","Berkshire","MA","N/A","2008-2012",764,202,420,10,72,60,26.4397905759162,54.9738219895288,1.30890052356021,9.42408376963351,7.85340314136126,"2012"
"829","Sandwich","Barnstable","MA","N/A","2006-2010",16213,3610,10283,144,755,1421,22.2660827730833,63.4244125084808,0.888176154937396,4.65675692345649,8.76457164004194,"2010"
"830","Sandwich","Barnstable","MA","N/A","2007-2011",16567,3748,10564,104,750,1401,22.6232872578017,63.7653165932275,0.627753968733023,4.52707188990161,8.45657029033621,"2011"
"831","Sandwich","Barnstable","MA","N/A","2008-2012",16288,3721,10279,118,713,1457,22.8450392927308,63.1078094302554,0.724459724950884,4.3774557956778,8.94523575638507,"2012"
"832","Saugus","Essex","MA","N/A","2006-2010",22033,6268,11480,311,1946,2028,28.4482367358054,52.1036626877865,1.41151908500885,8.8322062361004,9.20437525529887,"2010"
"833","Saugus","Essex","MA","N/A","2007-2011",22111,6058,11861,298,1854,2040,27.3981276287821,53.6429831305685,1.34774546605762,8.38496675862693,9.2261770159649,"2011"
"834","Saugus","Essex","MA","N/A","2008-2012",22603,6416,11787,324,1839,2237,28.3856125293103,52.147944963058,1.43343803919834,8.13608812989426,9.89691633853913,"2012"
"835","Savoy","Berkshire","MA","N/A","2006-2010",643,151,375,6,23,88,23.4836702954899,58.3203732503888,0.933125972006221,3.57698289269051,13.6858475894246,"2010"
"836","Savoy","Berkshire","MA","N/A","2007-2011",604,151,312,7,21,113,25,51.6556291390729,1.15894039735099,3.47682119205298,18.7086092715232,"2011"
"837","Savoy","Berkshire","MA","N/A","2008-2012",567,133,299,15,26,94,23.4567901234568,52.7336860670194,2.64550264550265,4.58553791887125,16.5784832451499,"2012"
"838","Scituate","Plymouth","MA","N/A","2006-2010",14130,2936,8349,167,1244,1434,20.7784854918613,59.0870488322718,1.18188251946214,8.80396319886766,10.1486199575372,"2010"
"839","Scituate","Plymouth","MA","N/A","2007-2011",14181,3017,8209,148,1218,1589,21.2749453494112,57.8873140117058,1.04364995416402,8.58895705521472,11.2051336295043,"2011"
"840","Scituate","Plymouth","MA","N/A","2008-2012",14216,3214,8148,146,1201,1507,22.6083286437817,57.3157006190208,1.02701181767023,8.44822734946539,10.6007315700619,"2012"
"841","Seekonk","Bristol","MA","N/A","2006-2010",11068,2916,6409,163,710,870,26.3462233465848,57.9056740151789,1.47271413082761,6.41488977231659,7.86049873509216,"2010"
"842","Seekonk","Bristol","MA","N/A","2007-2011",11197,2991,6460,198,643,905,26.712512280075,57.6940251853175,1.76833080289363,5.74260962757882,8.08252210413504,"2011"
"843","Seekonk","Bristol","MA","N/A","2008-2012",11343,3130,6433,173,615,992,27.5941109054042,56.7133915189985,1.52516970819007,5.4218460724676,8.74548179493961,"2012"
"844","Sharon","Norfolk","MA","N/A","2006-2010",13461,2794,9215,115,641,696,20.7562588217814,68.4570239952455,0.854319887081198,4.76190476190476,5.17049253398707,"2010"
"845","Sharon","Norfolk","MA","N/A","2007-2011",13505,2621,9393,90,579,822,19.4076268048871,69.5520177711958,0.666419844502036,4.28730099962977,6.08663457978526,"2011"
"846","Sharon","Norfolk","MA","N/A","2008-2012",13529,2837,8973,87,603,1029,20.9697686451327,66.3241924754232,0.643063049744992,4.45709217237046,7.6058836573287,"2012"
"847","Sheffield","Berkshire","MA","N/A","2006-2010",2750,815,1242,20,210,463,29.6363636363636,45.1636363636364,0.727272727272727,7.63636363636364,16.8363636363636,"2010"
"848","Sheffield","Berkshire","MA","N/A","2007-2011",2733,755,1433,0,196,349,27.6253201609952,52.4332235638493,0,7.17160629345042,12.7698499817051,"2011"
"849","Sheffield","Berkshire","MA","N/A","2008-2012",2762,787,1514,8,155,298,28.4938450398262,54.8153511947864,0.289645184648805,5.6118754525706,10.789283128168,"2012"
"850","Shelburne","Franklin","MA","N/A","2006-2010",1758,416,1017,12,131,182,23.6632536973834,57.8498293515358,0.68259385665529,7.45164960182025,10.3526734926052,"2010"
"851","Shelburne","Franklin","MA","N/A","2007-2011",1731,418,991,9,112,201,24.1478913922588,57.2501444251878,0.519930675909879,6.47024841132293,11.6117850953206,"2011"
"852","Shelburne","Franklin","MA","N/A","2008-2012",1734,408,1002,13,119,192,23.5294117647059,57.7854671280277,0.749711649365629,6.86274509803922,11.0726643598616,"2012"
"853","Sherborn","Middlesex","MA","N/A","2006-2010",3187,540,2236,36,150,225,16.9438343269532,70.1600251019768,1.12958895513022,4.7066206463759,7.05993096956385,"2010"
"854","Sherborn","Middlesex","MA","N/A","2007-2011",3164,574,2179,36,114,261,18.141592920354,68.8685208596713,1.1378002528445,3.60303413400759,8.24905183312263,"2011"
"855","Sherborn","Middlesex","MA","N/A","2008-2012",3133,568,2225,21,100,219,18.1295882540696,71.0181934248324,0.670284072773699,3.19182891797,6.99010533035429,"2012"
"856","Shirley","Middlesex","MA","N/A","2006-2010",6008,1941,3125,57,187,698,32.3069241011984,52.0139813581891,0.948735019973369,3.11251664447403,11.6178428761651,"2010"
"857","Shirley","Middlesex","MA","N/A","2007-2011",6177,2192,2955,90,206,734,35.4864821110571,47.838756677999,1.4570179698883,3.33495224218876,11.8827909988668,"2011"
"858","Shirley","Middlesex","MA","N/A","2008-2012",6248,2316,2840,91,200,801,37.067861715749,45.4545454545455,1.45646606914213,3.20102432778489,12.8201024327785,"2012"
"859","Shrewsbury","Worcester","MA","N/A","2006-2010",27097,6589,16898,137,1639,1834,24.3163449828394,62.3611469904417,0.505591024836698,6.04864007085655,6.76827693102558,"2010"
"860","Shrewsbury","Worcester","MA","N/A","2007-2011",27433,6708,17069,120,1602,1934,24.4523019720774,62.2206831188714,0.437429373382423,5.83968213465534,7.04990340101338,"2011"
"861","Shrewsbury","Worcester","MA","N/A","2008-2012",27972,7104,16986,155,1510,2217,25.3968253968254,60.7250107250107,0.554125554125554,5.3982553982554,7.92578292578293,"2012"
"862","Shutesbury","Franklin","MA","N/A","2006-2010",1518,440,799,24,45,210,28.9855072463768,52.635046113307,1.58102766798419,2.96442687747036,13.8339920948617,"2010"
"863","Shutesbury","Franklin","MA","N/A","2007-2011",1477,406,776,29,61,205,27.4881516587678,52.5389302640487,1.9634394041977,4.1299932295193,13.8794854434665,"2011"
"864","Shutesbury","Franklin","MA","N/A","2008-2012",1458,401,762,32,61,202,27.5034293552812,52.2633744855967,2.19478737997257,4.1838134430727,13.8545953360768,"2012"
"865","Somerset","Bristol","MA","N/A","2006-2010",15424,3573,8217,156,1819,1659,23.1651970954357,53.2741182572614,1.01141078838174,11.7933091286307,10.7559647302905,"2010"
"866","Somerset","Bristol","MA","N/A","2007-2011",15476,4052,8008,158,1645,1613,26.1824760920134,51.744636857069,1.02093564228483,10.6293615921427,10.42258981649,"2011"
"867","Somerset","Bristol","MA","N/A","2008-2012",15611,4346,7887,180,1600,1598,27.8393440522708,50.5220677727244,1.15303311767344,10.2491832682083,10.2363717891231,"2012"
"868","Somerville","Middlesex","MA","N/A","2006-2010",67384,37101,22073,1124,2807,4279,55.0590644663422,32.7570343108156,1.6680517630298,4.16567731212157,6.35017214769085,"2010"
"869","Somerville","Middlesex","MA","N/A","2007-2011",67377,37490,21982,981,2622,4302,55.6421330721166,32.625376612197,1.4559864642237,3.89153568725233,6.38496816421034,"2011"
"870","Somerville","Middlesex","MA","N/A","2008-2012",67146,37263,21959,1076,2588,4260,55.4954874452685,32.7033628213147,1.60247818187234,3.8542876716409,6.34438387990349,"2012"
"871","South Hadley","Hampshire","MA","N/A","2006-2010",15009,5484,6825,176,1197,1327,36.5380771537078,45.4727163701779,1.17262975548005,7.97521487107735,8.84136184955693,"2010"
"872","South Hadley","Hampshire","MA","N/A","2007-2011",15004,5768,6640,140,1125,1331,38.4430818448414,44.2548653692349,0.933084510797121,7.49800053319115,8.87096774193548,"2011"
"873","South Hadley","Hampshire","MA","N/A","2008-2012",15372,5831,6710,193,1181,1457,37.9326047358834,43.6507936507937,1.25552953421806,7.68279989591465,9.47827218319022,"2012"
"874","Southampton","Hampshire","MA","N/A","2006-2010",4703,942,3247,94,169,251,20.0297682330427,69.0410376355518,1.99872421858388,3.5934509887306,5.33701892409101,"2010"
"875","Southampton","Hampshire","MA","N/A","2007-2011",4706,933,3056,124,273,320,19.8257543561411,64.9383765405865,2.63493412664683,5.80110497237569,6.79983000424989,"2011"
"876","Southampton","Hampshire","MA","N/A","2008-2012",4814,1005,3020,113,317,359,20.8766098878272,62.7336933942667,2.34732031574574,6.5849605317823,7.45741587037806,"2012"
"877","Southborough","Worcester","MA","N/A","2006-2010",7168,1340,5093,78,215,442,18.6941964285714,71.0518973214286,1.08816964285714,2.99944196428571,6.16629464285714,"2010"
"878","Southborough","Worcester","MA","N/A","2007-2011",7368,1468,5133,94,231,442,19.9239956568947,69.6661237785016,1.27578718783931,3.13517915309446,5.99891422366992,"2011"
"879","Southborough","Worcester","MA","N/A","2008-2012",7570,1641,5006,115,330,478,21.6776750330251,66.1294583883752,1.51915455746367,4.35931307793923,6.31439894319683,"2012"
"880","Southbridge","Worcester","MA","N/A","2006-2010",13057,4532,5844,297,809,1575,34.709351305813,44.7576012866662,2.27464195450716,6.19591023971816,12.0624952132956,"2010"
"881","Southbridge","Worcester","MA","N/A","2007-2011",13233,4669,5473,397,1039,1655,35.2830046096879,41.3587244011184,3.00007556865412,7.85158316330386,12.5066122572357,"2011"
"882","Southbridge","Worcester","MA","N/A","2008-2012",13277,4891,5539,293,1044,1510,36.8381411463433,41.7187617684718,2.20682383068464,7.86322211342924,11.373051141071,"2012"
"883","Southwick","Hampden","MA","N/A","2006-2010",7501,1621,4586,121,676,497,21.6104519397414,61.1385148646847,1.61311825089988,9.01213171577123,6.62578322890281,"2010"
"884","Southwick","Hampden","MA","N/A","2007-2011",7752,2100,4438,129,543,542,27.0897832817337,57.249742002064,1.6640866873065,7.0046439628483,6.99174406604747,"2011"
"885","Southwick","Hampden","MA","N/A","2008-2012",7821,2109,4370,120,692,530,26.9658611430763,55.875207773942,1.5343306482547,8.84797340493543,6.77662702979159,"2012"
"886","Spencer","Worcester","MA","N/A","2006-2010",9728,2922,5100,143,659,904,30.0370065789474,52.4259868421053,1.46998355263158,6.77425986842105,9.29276315789474,"2010"
"887","Spencer","Worcester","MA","N/A","2007-2011",9771,3082,4844,194,583,1068,31.5423191075632,49.5752737693174,1.98546719885375,5.96663596356565,10.9303039607,"2011"
"888","Spencer","Worcester","MA","N/A","2008-2012",9545,2898,4772,195,680,1000,30.3614457831325,49.9947616553169,2.04295442640126,7.124148768989,10.4766893661603,"2012"
"889","Springfield","Hampden","MA","N/A","2006-2010",119131,53752,40314,4994,6749,13322,45.1200778974406,33.8400584230805,4.19202390645592,5.66519209945354,11.1826476735694,"2010"
"890","Springfield","Hampden","MA","N/A","2007-2011",119725,53795,40496,5048,6836,13550,44.9321361453331,33.8241804134475,4.21632908749217,5.70975151388599,11.3176028398413,"2011"
"891","Springfield","Hampden","MA","N/A","2008-2012",119457,54406,39263,4954,6915,13919,45.5444218421692,32.8678938865031,4.14709895610973,5.7886938396243,11.6518914755937,"2012"
"892","Sterling","Worcester","MA","N/A","2006-2010",6196,1200,4168,14,311,503,19.3673337637185,67.2692059393157,0.225952227243383,5.01936733376372,8.11814073595868,"2010"
"893","Sterling","Worcester","MA","N/A","2007-2011",6272,1300,4042,0,328,602,20.7270408163265,64.4451530612245,0,5.22959183673469,9.59821428571429,"2011"
"894","Sterling","Worcester","MA","N/A","2008-2012",6219,1301,3983,0,345,590,20.9197620196173,64.0456665058691,0,5.5475156777617,9.48705579675189,"2012"
"895","Stockbridge","Berkshire","MA","N/A","2006-2010",1387,370,615,78,154,170,26.676279740447,44.3403028118241,5.62364816149964,11.1031002162942,12.2566690699351,"2010"
"896","Stockbridge","Berkshire","MA","N/A","2007-2011",1488,463,601,55,155,214,31.1155913978495,40.3897849462366,3.69623655913978,10.4166666666667,14.3817204301075,"2011"
"897","Stockbridge","Berkshire","MA","N/A","2008-2012",1642,534,632,60,156,260,32.5213154689403,38.489646772229,3.65408038976857,9.50060901339829,15.8343483556638,"2012"
"898","Stoneham","Middlesex","MA","N/A","2006-2010",17796,5035,9276,253,1564,1668,28.2928748033266,52.124072825354,1.42166779051472,8.78849179590919,9.37289278489548,"2010"
"899","Stoneham","Middlesex","MA","N/A","2007-2011",18003,5197,9216,265,1429,1896,28.8674109870577,51.1914680886519,1.4719768927401,7.93756596122868,10.5315780703216,"2011"
"900","Stoneham","Middlesex","MA","N/A","2008-2012",18123,5316,9187,205,1429,1986,29.3328919053137,50.6924902058158,1.13115930033659,7.88500800088286,10.9584505876511,"2012"
"901","Stoughton","Norfolk","MA","N/A","2006-2010",22286,6501,11519,298,1833,2135,29.1707798617966,51.6871578569505,1.33716234407251,8.22489455263394,9.58000538454635,"2010"
"902","Stoughton","Norfolk","MA","N/A","2007-2011",22514,6701,11494,315,1821,2183,29.7637025850582,51.0526783334814,1.39912943057653,8.08830061295194,9.69618903793195,"2011"
"903","Stoughton","Norfolk","MA","N/A","2008-2012",22820,6712,11870,225,1656,2357,29.4127957931639,52.0157756354075,0.985977212971078,7.25679228746713,10.3286590709904,"2012"
"904","Stow","Middlesex","MA","N/A","2006-2010",4936,1079,3210,43,134,470,21.8598055105348,65.032414910859,0.871150729335494,2.71474878444084,9.52188006482982,"2010"
"905","Stow","Middlesex","MA","N/A","2007-2011",5026,1098,3189,75,226,438,21.8463987266216,63.450059689614,1.49224035017907,4.49661758853959,8.71468364504576,"2011"
"906","Stow","Middlesex","MA","N/A","2008-2012",4942,891,3278,92,254,427,18.0291380008094,66.3294212869284,1.8615944961554,5.13961958721166,8.64022662889519,"2012"
"907","Sturbridge","Worcester","MA","N/A","2006-2010",7227,1768,4236,61,466,696,24.4638162446382,58.6135325861353,0.84405700844057,6.44804206448042,9.63055209630552,"2010"
"908","Sturbridge","Worcester","MA","N/A","2007-2011",7354,1970,4317,74,387,606,26.7881425074789,58.7027468044602,1.00625509926571,5.262442208322,8.24041338047321,"2011"
"909","Sturbridge","Worcester","MA","N/A","2008-2012",7268,1825,4427,75,414,527,25.1100715465052,60.9108420473308,1.03192074848652,5.69620253164557,7.25096312603192,"2012"
"910","Sudbury","Middlesex","MA","N/A","2006-2010",12911,2783,8804,50,662,612,21.5552629540702,68.1899155758655,0.387266671830222,5.12741073503214,4.74014406320192,"2010"
"911","Sudbury","Middlesex","MA","N/A","2007-2011",12925,2684,9005,59,560,617,20.7659574468085,69.6711798839458,0.456479690522244,4.33268858800774,4.77369439071567,"2011"
"912","Sudbury","Middlesex","MA","N/A","2008-2012",13172,2626,9314,88,607,537,19.9362283631947,70.7105982386881,0.66808381415123,4.6082599453386,4.07682963862739,"2012"
"913","Sunderland","Franklin","MA","N/A","2006-2010",3221,1455,1275,13,162,316,45.1723067370382,39.5839801303943,0.403601366035393,5.02949394597951,9.81061782055262,"2010"
"914","Sunderland","Franklin","MA","N/A","2007-2011",3263,1497,1304,13,116,333,45.878026356114,39.963224026969,0.398406374501992,3.55501072632547,10.2053325160895,"2011"
"915","Sunderland","Franklin","MA","N/A","2008-2012",3243,1650,1201,14,98,280,50.8788159111933,37.0336108541474,0.431699044094974,3.02189330866482,8.63398088189948,"2012"
"916","Sutton","Worcester","MA","N/A","2006-2010",6838,1552,4602,31,266,387,22.6966949400409,67.3003802281369,0.453348932436385,3.8900263234864,5.65954957589939,"2010"
"917","Sutton","Worcester","MA","N/A","2007-2011",7087,1799,4648,43,247,350,25.3845068435163,65.5848737124312,0.606744743897277,3.48525469168901,4.93862000846621,"2011"
"918","Sutton","Worcester","MA","N/A","2008-2012",7076,1786,4608,44,187,451,25.240248728095,65.1215375918598,0.621820237422272,2.64273600904466,6.37365743357829,"2012"
"919","Swampscott","Essex","MA","N/A","2006-2010",11379,2594,6498,151,1094,1042,22.7963792951929,57.1051937780121,1.32700588803937,9.61420159943756,9.15721943931804,"2010"
"920","Swampscott","Essex","MA","N/A","2007-2011",11220,2661,6530,185,855,989,23.716577540107,58.1996434937611,1.64884135472371,7.62032085561497,8.81461675579323,"2011"
"921","Swampscott","Essex","MA","N/A","2008-2012",11139,2644,6593,168,835,899,23.7364215818296,59.1884370230721,1.50821438190143,7.49618457671245,8.07074243648442,"2012"
"922","Swansea","Bristol","MA","N/A","2006-2010",13640,3057,8265,142,953,1223,22.4120234604106,60.5938416422287,1.04105571847507,6.98680351906158,8.96627565982405,"2010"
"923","Swansea","Bristol","MA","N/A","2007-2011",13660,3109,8021,122,961,1447,22.7598828696925,58.7188872620791,0.89311859443631,7.03513909224012,10.592972181552,"2011"
"924","Swansea","Bristol","MA","N/A","2008-2012",13598,3218,7891,112,979,1398,23.6652448889543,58.0305927342256,0.823650536843654,7.19958817473158,10.2809236652449,"2012"
"925","Taunton","Bristol","MA","N/A","2006-2010",45366,14786,21782,1244,2915,4639,32.5926905612132,48.0139311378565,2.74214169201605,6.42551690693471,10.2257197019795,"2010"
"926","Taunton","Bristol","MA","N/A","2007-2011",45413,14974,21440,1331,2807,4861,32.9729372646599,47.2111509920067,2.93087882324445,6.18104947922401,10.703983440865,"2011"
"927","Taunton","Bristol","MA","N/A","2008-2012",46180,15345,21155,1325,3027,5328,33.2286704200953,45.8098744045041,2.86920744911217,6.55478562148116,11.5374621048073,"2012"
"928","Templeton","Worcester","MA","N/A","2006-2010",6299,1793,3482,69,271,684,28.4648356882045,55.2786156532783,1.09541197015399,4.3022702016193,10.8588664867439,"2010"
"929","Templeton","Worcester","MA","N/A","2007-2011",6496,1899,3527,39,231,800,29.2333743842365,54.2949507389163,0.600369458128079,3.55603448275862,12.3152709359606,"2011"
"930","Templeton","Worcester","MA","N/A","2008-2012",6362,1773,3515,83,285,706,27.8685947815152,55.2499214083621,1.30462118830556,4.47972335743477,11.0971392643823,"2012"
"931","Tewksbury","Middlesex","MA","N/A","2006-2010",23269,5908,13712,202,1964,1483,25.390003867807,58.9281877175641,0.868107782887103,8.44041428510035,6.37328634664145,"2010"
"932","Tewksbury","Middlesex","MA","N/A","2007-2011",23537,6052,13755,171,1856,1703,25.7127076517823,58.4399031312402,0.726515698687173,7.88545694013681,7.23541657815355,"2011"
"933","Tewksbury","Middlesex","MA","N/A","2008-2012",23996,6135,14017,228,1890,1726,25.5667611268545,58.4139023170528,0.950158359726621,7.87631271878646,7.1928654775796,"2012"
"934","Tisbury","Dukes","MA","N/A","2006-2010",3321,1192,1500,22,202,405,35.8928033724782,45.16711833785,0.662451068955134,6.08250526949714,12.1951219512195,"2010"
"935","Tisbury","Dukes","MA","N/A","2007-2011",3284,1083,1506,18,183,494,32.9780755176614,45.8587088915956,0.548112058465286,5.57247259439708,15.0426309378806,"2011"
"936","Tisbury","Dukes","MA","N/A","2008-2012",3215,1222,1395,17,182,399,38.0093312597201,43.3903576982893,0.528771384136858,5.66096423017107,12.4105754276827,"2012"
"937","Tolland","Hampden","MA","N/A","2006-2010",412,84,252,0,21,55,20.3883495145631,61.1650485436893,0,5.09708737864078,13.3495145631068,"2010"
"938","Tolland","Hampden","MA","N/A","2007-2011",353,69,236,2,17,29,19.5467422096317,66.8555240793201,0.56657223796034,4.81586402266289,8.21529745042493,"2011"
"939","Tolland","Hampden","MA","N/A","2008-2012",412,89,269,2,25,27,21.6019417475728,65.2912621359223,0.485436893203884,6.06796116504854,6.55339805825243,"2012"
"940","Topsfield","Essex","MA","N/A","2006-2010",4649,846,3246,28,380,149,18.1974618197462,69.8214669821467,0.602280060228006,8.17380081738008,3.20499032049903,"2010"
"941","Topsfield","Essex","MA","N/A","2007-2011",4590,727,3341,17,349,156,15.838779956427,72.7886710239651,0.37037037037037,7.60348583877996,3.39869281045752,"2011"
"942","Topsfield","Essex","MA","N/A","2008-2012",4783,957,3169,18,441,198,20.0083629521221,66.2554881873301,0.37633284549446,9.22015471461426,4.13966130043906,"2012"
"943","Townsend","Middlesex","MA","N/A","2006-2010",6845,1731,4246,64,252,552,25.2885317750183,62.0306793279766,0.934989043097151,3.68151935719503,8.06428049671293,"2010"
"944","Townsend","Middlesex","MA","N/A","2007-2011",6915,1897,4052,76,295,595,27.4331164135936,58.5972523499638,1.09906001446132,4.26608821402748,8.60448300795372,"2011"
"945","Townsend","Middlesex","MA","N/A","2008-2012",7005,1677,4212,127,340,649,23.9400428265525,60.1284796573876,1.81299072091363,4.85367594575303,9.26481084939329,"2012"
"946","Truro","Barnstable","MA","N/A","2006-2010",1664,513,808,70,95,178,30.8293269230769,48.5576923076923,4.20673076923077,5.70913461538461,10.6971153846154,"2010"
"947","Truro","Barnstable","MA","N/A","2007-2011",1754,675,750,68,69,192,38.4834663625998,42.7594070695553,3.87685290763968,3.93386545039909,10.9464082098062,"2011"
"948","Truro","Barnstable","MA","N/A","2008-2012",1596,609,690,52,67,178,38.1578947368421,43.2330827067669,3.25814536340852,4.19799498746867,11.1528822055138,"2012"
"949","Tyngsborough","Middlesex","MA","N/A","2006-2010",8720,2235,5194,113,498,680,25.6307339449541,59.5642201834862,1.29587155963303,5.71100917431193,7.79816513761468,"2010"
"950","Tyngsborough","Middlesex","MA","N/A","2007-2011",8985,2367,5271,95,498,754,26.3439065108514,58.6644407345576,1.05731775180857,5.54257095158598,8.39176405119644,"2011"
"951","Tyngsborough","Middlesex","MA","N/A","2008-2012",9375,2536,5349,102,536,852,27.0506666666667,57.056,1.088,5.71733333333333,9.088,"2012"
"952","Tyringham","Berkshire","MA","N/A","2006-2010",387,118,214,10,21,24,30.4909560723514,55.297157622739,2.58397932816537,5.42635658914729,6.2015503875969,"2010"
"953","Tyringham","Berkshire","MA","N/A","2007-2011",336,84,201,10,14,27,25,59.8214285714286,2.97619047619048,4.16666666666667,8.03571428571429,"2011"
"954","Tyringham","Berkshire","MA","N/A","2008-2012",339,81,213,10,14,21,23.8938053097345,62.8318584070796,2.94985250737463,4.12979351032448,6.19469026548673,"2012"
"955","Upton","Worcester","MA","N/A","2006-2010",5418,1176,3550,48,152,492,21.7054263565891,65.5223329641934,0.8859357696567,2.80546327057955,9.08084163898117,"2010"
"956","Upton","Worcester","MA","N/A","2007-2011",5613,1238,3728,48,203,396,22.0559415642259,66.4172456796722,0.85515766969535,3.61660431141992,7.05505077498664,"2011"
"957","Upton","Worcester","MA","N/A","2008-2012",5832,1392,3752,65,179,444,23.8683127572016,64.3347050754458,1.11454046639232,3.06927297668038,7.61316872427984,"2012"
"958","Uxbridge","Worcester","MA","N/A","2006-2010",10467,2590,6341,98,455,983,24.7444348906086,60.5808732205981,0.936275914779784,4.34699531862043,9.39142065539314,"2010"
"959","Uxbridge","Worcester","MA","N/A","2007-2011",10587,2624,6301,114,433,1115,24.7851138188344,59.5163880230471,1.07679229243412,4.08992160196467,10.5317842637197,"2011"
"960","Uxbridge","Worcester","MA","N/A","2008-2012",10827,2875,5978,204,535,1235,26.5539854068532,55.2138173085804,1.88417844278193,4.94135032788399,11.4066685139004,"2012"
"961","Wakefield","Middlesex","MA","N/A","2006-2010",20500,5752,11175,315,1393,1865,28.0585365853659,54.5121951219512,1.53658536585366,6.79512195121951,9.09756097560976,"2010"
"962","Wakefield","Middlesex","MA","N/A","2007-2011",20590,5709,11079,286,1475,2041,27.7270519669743,53.8076736279747,1.38902379796017,7.16367168528412,9.9125789218067,"2011"
"963","Wakefield","Middlesex","MA","N/A","2008-2012",20580,5754,10991,348,1382,2105,27.9591836734694,53.4062196307094,1.69096209912536,6.71525753158406,10.2283770651118,"2012"
"964","Wales","Hampden","MA","N/A","2006-2010",1588,377,919,12,69,211,23.7405541561713,57.8715365239295,0.755667506297229,4.34508816120907,13.2871536523929,"2010"
"965","Wales","Hampden","MA","N/A","2007-2011",1609,371,929,11,62,236,23.0577998756992,57.7377252952144,0.683654443753884,3.8533250466128,14.6674953387197,"2011"
"966","Wales","Hampden","MA","N/A","2008-2012",1650,399,930,15,63,243,24.1818181818182,56.3636363636364,0.909090909090909,3.81818181818182,14.7272727272727,"2012"
"967","Walpole","Norfolk","MA","N/A","2006-2010",18583,4866,10909,262,1249,1297,26.1852230533283,58.704192003444,1.40989076037238,6.72119679276758,6.97949739008771,"2010"
"968","Walpole","Norfolk","MA","N/A","2007-2011",19133,5149,11160,235,1178,1411,26.9116186693148,58.3285423090995,1.22824439450165,6.15690168818272,7.37469293890137,"2011"
"969","Walpole","Norfolk","MA","N/A","2008-2012",19373,5235,11124,226,1349,1439,27.022144221339,57.4201207866618,1.16657203324214,6.96329943736128,7.42786352139576,"2012"
"970","Waltham","Middlesex","MA","N/A","2006-2010",53202,24812,21115,917,2319,4039,46.6373444607346,39.6883575805421,1.72361941280403,4.35885868952295,7.59181985639638,"2010"
"971","Waltham","Middlesex","MA","N/A","2007-2011",53450,23970,22325,797,2426,3932,44.8456501403181,41.7680074836296,1.4911131898971,4.53882132834425,7.35640785781104,"2011"
"972","Waltham","Middlesex","MA","N/A","2008-2012",53764,24386,22071,814,2506,3987,45.3574882821219,41.0516330630161,1.51402425414776,4.66111152444015,7.41574287627409,"2012"
"973","Ware","Hampshire","MA","N/A","2006-2010",8194,2119,4104,136,802,1033,25.8603856480351,50.0854283622163,1.6597510373444,9.78764949963388,12.6067854527703,"2010"
"974","Ware","Hampshire","MA","N/A","2007-2011",8017,2175,3946,123,737,1036,27.1298490707247,49.2204066358987,1.53423974055133,9.19296494948235,12.9225396033429,"2011"
"975","Ware","Hampshire","MA","N/A","2008-2012",8030,2372,3895,156,552,1055,29.5392278953923,48.505603985056,1.94271481942715,6.87422166874222,13.1382316313823,"2012"
"976","Wareham","Plymouth","MA","N/A","2006-2010",18095,5139,8961,261,1501,2233,28.4001105277701,49.5219673943078,1.44238739983421,8.29510914617298,12.3404255319149,"2010"
"977","Wareham","Plymouth","MA","N/A","2007-2011",18279,5326,8529,311,1464,2649,29.1372613381476,46.6601017561136,1.70140598501012,8.00919087477433,14.4920400459544,"2011"
"978","Wareham","Plymouth","MA","N/A","2008-2012",18434,5638,8514,359,1567,2356,30.5847889768905,46.1863947054356,1.94748833676901,8.50059672344581,12.780731257459,"2012"
"979","Warren","Worcester","MA","N/A","2006-2010",4200,1299,2043,84,323,451,30.9285714285714,48.6428571428571,2,7.69047619047619,10.7380952380952,"2010"
"980","Warren","Worcester","MA","N/A","2007-2011",4122,1271,1902,82,295,572,30.8345463367297,46.1426491994178,1.9893255701116,7.15672003881611,13.8767588549248,"2011"
"981","Warren","Worcester","MA","N/A","2008-2012",4202,1188,1898,118,310,688,28.2722513089005,45.168967158496,2.80818657782009,7.37743931461209,16.3731556401713,"2012"
"982","Warwick","Franklin","MA","N/A","2006-2010",504,115,303,3,13,70,22.8174603174603,60.1190476190476,0.595238095238095,2.57936507936508,13.8888888888889,"2010"
"983","Warwick","Franklin","MA","N/A","2007-2011",544,138,322,5,24,55,25.3676470588235,59.1911764705882,0.919117647058823,4.41176470588235,10.1102941176471,"2011"
"984","Warwick","Franklin","MA","N/A","2008-2012",579,123,340,7,27,82,21.2435233160622,58.7219343696028,1.20898100172712,4.66321243523316,14.1623488773748,"2012"
"985","Washington","Berkshire","MA","N/A","2006-2010",519,113,331,4,18,53,21.7726396917148,63.776493256262,0.770712909441233,3.46820809248555,10.2119460500963,"2010"
