"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Total_Buildings_Reported","Total_Units_Reported","Total_Valuation_Reported","Average_Valuation_PerUnits_Reported","Region","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation"
"Bolton","Worcester","MA","2007","  0","Bolton town",20,20,2885478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2885478,144273.9,0,0,0,NA,"Bolton",3130367,0,0,0,3130367,156518.35
"Bolton","Worcester","MA","2008"," 12","Bolton town",6,6,1750000,0,0,0,0,0,0,0,0,0,6,6,1750000,0,0,0,0,0,0,0,0,0,6,6,1750000,291666.666666667,6,6,1750000,291666.666666667,"Bolton",1828322,0,0,0,1828322,304720.333333333
"Bolton","Worcester","MA","2009"," 12","Bolton town",41,41,5545000,0,0,0,0,0,0,0,0,0,41,41,5545000,0,0,0,0,0,0,0,0,0,41,41,5545000,135243.902439024,41,41,5545000,135243.902439024,"Bolton",5813854,0,0,0,5813854,141801.317073171
"Bolton","Worcester","MA","2010"," 12","Bolton town",19,19,4084000,0,0,0,0,0,0,0,0,0,19,19,4084000,0,0,0,0,0,0,0,0,0,19,19,4084000,214947.368421053,19,19,4084000,214947.368421053,"Bolton",4212913,0,0,0,4212913,221732.263157895
"Bolton","Worcester","MA","2011"," 12","Bolton town",10,10,2432160,0,0,0,0,0,0,0,0,0,10,10,2432160,0,0,0,0,0,0,0,0,0,10,10,2432160,243216,10,10,2432160,243216,"Bolton",2432160,0,0,0,2432160,243216
"Boston","Suffolk","MA","2000"," 12","Boston",96,96,10742844,44,88,7434300,12,39,3895000,23,344,51576000,96,96,10742844,44,88,7434300,12,39,3895000,23,344,51576000,175,567,73648144,129890.906525573,175,567,73648144,129890.906525573,"Boston",14033012,9711173,5087906,67371974,96204065,169672.072310406
"Boston","Suffolk","MA","2001"," 12","Boston",78,78,10474378,69,138,12700970,27,89,7577000,34,578,83280603,78,78,10474378,69,138,12700970,27,89,7577000,34,578,83280603,208,883,114032951,129142.6398641,208,883,114032951,129142.6398641,"Boston",13303761,16131810,9623731,105776711,144836013,164027.194790487
"Boston","Suffolk","MA","2002"," 12","Boston",71,71,10276368,40,80,6403726,21,65,4906733,14,556,37790534,71,71,10276368,40,80,6403726,21,65,4906733,14,556,37790534,146,772,59377361,76913.6800518135,146,772,59377361,76913.6800518135,"Boston",12849116,8006936,6135162,47251612,74242826,96169.4637305699
"Boston","Suffolk","MA","2003"," 12","Boston",100,100,15187231,102,204,17730236,54,174,12653691,38,1030,71610465,100,100,15187231,102,204,17730236,54,174,12653691,38,1030,71610465,294,1508,117181623,77706.6465517241,294,1508,117181623,77706.6465517241,"Boston",18566307,21675117,15469068,87543404,143253896,94995.9522546419
"Boston","Suffolk","MA","2004"," 12","Boston",102,102,16377725,81,162,13726466,30,94,7165455,21,721,46967032,102,102,16377725,81,162,13726466,30,94,7165455,21,721,46967032,234,1079,84236678,78069.2103799815,234,1079,84236678,78069.2103799815,"Boston",19502324,16345249,8532505,55927566,100307644,92963.5254865616
"Boston","Suffolk","MA","2005"," 12","Boston",97,97,16817368,81,162,14679491,25,80,6617542,49,817,63404798,89,89,15602390,71,142,12941233,20,62,5308540,46,704,55548504,252,1156,101519199,87819.3762975779,226,997,89400667,89669.6760280843,"Boston",19369595,16907271,7621829,73027198,116925893,101146.966262976
"Boston","Suffolk","MA","2006"," 12","Boston",94,94,17919673,97,194,19636970,52,164,15249857,39,1967,155055841,94,94,17919673,97,194,19636970,52,164,15249857,39,1967,155055841,282,2419,207862341,85929.0372054568,282,2419,207862341,85929.0372054568,"Boston",19994213,21910319,17015315,173006477,231926324,95876.9425382389
"Boston","Suffolk","MA","2007"," 12","Boston",48,48,9594288,41,82,7958878,28,91,8108648,33,820,68059861,48,48,9594288,41,82,7958878,28,91,8108648,33,820,68059861,150,1041,93721675,90030.4274735831,150,1041,93721675,90030.4274735831,"Boston",10408550,8634344,8796824,73836063,101675781,97671.2593659942
"Boston","Suffolk","MA","2008"," 11","Boston",23,23,4971453,25,50,6105056,9,30,6052719,22,410,65879959,20,20,4371810,22,44,5522699,7,24,5518083,20,358,61563968,79,513,83009187,161811.280701754,69,446,76976560,172593.183856502,"Boston",5193953,6378291,6323612,68828452,86724308,169053.231968811
"Boston","Suffolk","MA","2009"," 11","Boston",38,38,8526196,13,26,3513000,10,33,5426948,19,235,44349834,38,38,8526196,13,26,3513000,10,33,5426948,19,235,44349834,80,332,61815978,186192.704819277,80,332,61815978,186192.704819277,"Boston",8939596,3683331,5690078,46500172,64813177,195220.412650602
"Boston","Suffolk","MA","2010","  9","Boston",23,23,4937745,11,22,5252837,13,42,4512038,15,264,26314618,17,17,3616174,7,14,4250000,10,33,2808135,11,231,20507367,62,351,41017238,116858.227920228,45,295,31181676,105700.596610169,"Boston",5093606,5418644,4654462,27145246,42311958,120546.888888889
"Boston","Suffolk","MA","2011"," 11","Boston",33,33,7218073,15,30,5218459,9,30,3453095,17,692,155713644,31,31,6788704,14,28,4740928,8,26,3023377,15,669,153421083,74,785,171603271,218602.892993631,68,754,167974092,222777.310344828,"Boston",7218073,5218459,3453095,155713644,171603271,218602.892993631
"Bourne","Barnstable","MA","2000","  8","Bourne town",178,178,24387791,0,0,0,0,0,0,0,0,0,100,100,14634539,0,0,0,0,0,0,0,0,0,178,178,24387791,137010.061797753,100,100,14634539,146345.39,"Bourne",31856941,0,0,0,31856941,178971.578651685
"Bourne","Barnstable","MA","2001"," 12","Bourne town",107,107,19744508,0,0,0,0,0,0,0,0,0,107,107,19744508,0,0,0,0,0,0,0,0,0,107,107,19744508,184528.112149533,107,107,19744508,184528.112149533,"Bourne",25077978,0,0,0,25077978,234373.626168224
"Bourne","Barnstable","MA","2002","  1","Bourne town",132,132,23037721,0,0,0,0,0,0,0,0,0,6,6,1022650,0,0,0,0,0,0,0,0,0,132,132,23037721,174528.189393939,6,6,1022650,170441.666666667,"Bourne",28805347,0,0,0,28805347,218222.325757576
"Bourne","Barnstable","MA","2003"," 12","Bourne town",82,82,13130100,2,4,408000,15,48,5130000,0,0,0,82,82,13130100,2,4,408000,15,48,5130000,0,0,0,99,134,18668100,139314.179104478,99,134,18668100,139314.179104478,"Bourne",16051476,498778,6271397,0,22821651,170310.828358209
"Bourne","Barnstable","MA","2004"," 12","Bourne town",113,113,27868596,0,0,0,0,0,0,0,0,0,113,113,27868596,0,0,0,0,0,0,0,0,0,113,113,27868596,246624.743362832,113,113,27868596,246624.743362832,"Bourne",33185464,0,0,0,33185464,293676.672566372
"Bourne","Barnstable","MA","2005"," 12","Bourne town",89,89,18119713,0,0,0,4,14,1496250,0,0,0,31,31,5113000,0,0,0,0,0,0,0,0,0,93,103,19615963,190446.242718447,31,31,5113000,164935.483870968,"Bourne",20869586,0,1723323,0,22592909,219348.631067961
"Bourne","Barnstable","MA","2006"," 12","Bourne town",73,73,13984000,0,0,0,0,0,0,0,0,0,73,73,13984000,0,0,0,0,0,0,0,0,0,73,73,13984000,191561.643835616,73,73,13984000,191561.643835616,"Bourne",15602912,0,0,0,15602912,213738.520547945
"Bourne","Barnstable","MA","2007"," 12","Bourne town",62,62,14204000,0,0,0,1,3,250000,0,0,0,62,62,14204000,0,0,0,1,3,250000,0,0,0,63,65,14454000,222369.230769231,63,65,14454000,222369.230769231,"Bourne",15409486,0,271217,0,15680703,241241.584615385
"Bourne","Barnstable","MA","2008"," 12","Bourne town",23,23,5469200,0,0,0,0,0,0,1,28,3090000,23,23,5469200,0,0,0,0,0,0,1,28,3090000,24,51,8559200,167827.450980392,24,51,8559200,167827.450980392,"Bourne",5713977,0,0,3228295,8942272,175338.666666667
"Bourne","Barnstable","MA","2009"," 12","Bourne town",40,40,10380604,0,0,0,0,0,0,0,0,0,40,40,10380604,0,0,0,0,0,0,0,0,0,40,40,10380604,259515.1,40,40,10380604,259515.1,"Bourne",10883916,0,0,0,10883916,272097.9
"Bourne","Barnstable","MA","2010"," 12","Bourne town",27,27,8943876,0,0,0,0,0,0,0,0,0,27,27,8943876,0,0,0,0,0,0,0,0,0,27,27,8943876,331254.666666667,27,27,8943876,331254.666666667,"Bourne",9226192,0,0,0,9226192,341710.814814815
"Bourne","Barnstable","MA","2011"," 10","Bourne town",24,24,7232150,0,0,0,0,0,0,0,0,0,20,20,5907132,0,0,0,0,0,0,0,0,0,24,24,7232150,301339.583333333,20,20,5907132,295356.6,"Bourne",7232150,0,0,0,7232150,301339.583333333
"Boxborough","Middlesex","MA","2000"," 12","Boxborough town",18,18,5107594,0,0,0,0,0,0,0,0,0,18,18,5107594,0,0,0,0,0,0,0,0,0,18,18,5107594,283755.222222222,18,18,5107594,283755.222222222,"Boxborough",6671876,0,0,0,6671876,370659.777777778
"Boxborough","Middlesex","MA","2001"," 12","Boxborough town",13,13,3540000,0,0,0,0,0,0,0,0,0,13,13,3540000,0,0,0,0,0,0,0,0,0,13,13,3540000,272307.692307692,13,13,3540000,272307.692307692,"Boxborough",4496240,0,0,0,4496240,345864.615384615
"Boxborough","Middlesex","MA","2002"," 12","Boxborough town",43,43,8438900,0,0,0,0,0,0,0,0,0,43,43,8438900,0,0,0,0,0,0,0,0,0,43,43,8438900,196253.488372093,43,43,8438900,196253.488372093,"Boxborough",10551627,0,0,0,10551627,245386.674418605
"Boxborough","Middlesex","MA","2003"," 12","Boxborough town",32,32,6985592,0,0,0,0,0,0,0,0,0,32,32,6985592,0,0,0,0,0,0,0,0,0,32,32,6985592,218299.75,32,32,6985592,218299.75,"Boxborough",8539848,0,0,0,8539848,266870.25
"Boxborough","Middlesex","MA","2004"," 12","Boxborough town",27,27,5956400,0,0,0,0,0,0,0,0,0,27,27,5956400,0,0,0,0,0,0,0,0,0,27,27,5956400,220607.407407407,27,27,5956400,220607.407407407,"Boxborough",7092783,0,0,0,7092783,262695.666666667
"Boxborough","Middlesex","MA","2005"," 12","Boxborough town",16,16,4662310,0,0,0,0,0,0,0,0,0,16,16,4662310,0,0,0,0,0,0,0,0,0,16,16,4662310,291394.375,16,16,4662310,291394.375,"Boxborough",5369869,0,0,0,5369869,335616.8125
"Boxborough","Middlesex","MA","2006"," 12","Boxborough town",10,10,2515000,0,0,0,0,0,0,0,0,0,10,10,2515000,0,0,0,0,0,0,0,0,0,10,10,2515000,251500,10,10,2515000,251500,"Boxborough",2806159,0,0,0,2806159,280615.9
"Boxborough","Middlesex","MA","2007"," 12","Boxborough town",2,2,460500,0,0,0,0,0,0,0,0,0,2,2,460500,0,0,0,0,0,0,0,0,0,2,2,460500,230250,2,2,460500,230250,"Boxborough",499582,0,0,0,499582,249791
"Boxborough","Middlesex","MA","2008"," 12","Boxborough town",5,5,1410000,0,0,0,0,0,0,0,0,0,5,5,1410000,0,0,0,0,0,0,0,0,0,5,5,1410000,282000,5,5,1410000,282000,"Boxborough",1473105,0,0,0,1473105,294621
"Boxborough","Middlesex","MA","2009"," 12","Boxborough town",6,6,1590000,0,0,0,0,0,0,0,0,0,6,6,1590000,0,0,0,0,0,0,0,0,0,6,6,1590000,265000,6,6,1590000,265000,"Boxborough",1667092,0,0,0,1667092,277848.666666667
"Boxborough","Middlesex","MA","2010"," 12","Boxborough town",4,4,916400,0,0,0,0,0,0,0,0,0,4,4,916400,0,0,0,0,0,0,0,0,0,4,4,916400,229100,4,4,916400,229100,"Boxborough",945326,0,0,0,945326,236331.5
"Boxborough","Middlesex","MA","2011"," 12","Boxborough town",2,2,943000,0,0,0,0,0,0,0,0,0,2,2,943000,0,0,0,0,0,0,0,0,0,2,2,943000,471500,2,2,943000,471500,"Boxborough",943000,0,0,0,943000,471500
"Boxford","Essex","MA","2000"," 12","Boxford town",42,42,14199350,0,0,0,0,0,0,0,0,0,42,42,14199350,0,0,0,0,0,0,0,0,0,42,42,14199350,338079.761904762,42,42,14199350,338079.761904762,"Boxford",18548128,0,0,0,18548128,441622.095238095
"Boxford","Essex","MA","2001"," 12","Boxford town",22,22,8207200,0,0,0,0,0,0,0,0,0,22,22,8207200,0,0,0,0,0,0,0,0,0,22,22,8207200,373054.545454545,22,22,8207200,373054.545454545,"Boxford",10424164,0,0,0,10424164,473825.636363636
"Boxford","Essex","MA","2002"," 12","Boxford town",16,16,5570655,0,0,0,0,0,0,0,0,0,16,16,5570655,0,0,0,0,0,0,0,0,0,16,16,5570655,348165.9375,16,16,5570655,348165.9375,"Boxford",6965301,0,0,0,6965301,435331.3125
"Boxford","Essex","MA","2003"," 12","Boxford town",13,13,4728000,0,0,0,0,0,0,0,0,0,13,13,4728000,0,0,0,0,0,0,0,0,0,13,13,4728000,363692.307692308,13,13,4728000,363692.307692308,"Boxford",5779954,0,0,0,5779954,444611.846153846
"Boxford","Essex","MA","2004"," 12","Boxford town",11,11,4528500,0,0,0,0,0,0,0,0,0,11,11,4528500,0,0,0,0,0,0,0,0,0,11,11,4528500,411681.818181818,11,11,4528500,411681.818181818,"Boxford",5392463,0,0,0,5392463,490223.909090909
"Boxford","Essex","MA","2005"," 12","Boxford town",13,13,6818650,0,0,0,0,0,0,0,0,0,13,13,6818650,0,0,0,0,0,0,0,0,0,13,13,6818650,524511.538461538,13,13,6818650,524511.538461538,"Boxford",7853458,0,0,0,7853458,604112.153846154
"Boxford","Essex","MA","2006"," 12","Boxford town",10,10,4728300,0,0,0,0,0,0,0,0,0,10,10,4728300,0,0,0,0,0,0,0,0,0,10,10,4728300,472830,10,10,4728300,472830,"Boxford",5275690,0,0,0,5275690,527569
"Boxford","Essex","MA","2007"," 12","Boxford town",3,3,1312000,0,0,0,0,0,0,0,0,0,3,3,1312000,0,0,0,0,0,0,0,0,0,3,3,1312000,437333.333333333,3,3,1312000,437333.333333333,"Boxford",1423349,0,0,0,1423349,474449.666666667
"Boxford","Essex","MA","2008"," 12","Boxford town",9,9,4223003,0,0,0,0,0,0,0,0,0,9,9,4223003,0,0,0,0,0,0,0,0,0,9,9,4223003,469222.555555556,9,9,4223003,469222.555555556,"Boxford",4412006,0,0,0,4412006,490222.888888889
"Boxford","Essex","MA","2009"," 12","Boxford town",3,3,1148400,0,0,0,0,0,0,0,0,0,3,3,1148400,0,0,0,0,0,0,0,0,0,3,3,1148400,382800,3,3,1148400,382800,"Boxford",1204081,0,0,0,1204081,401360.333333333
"Boxford","Essex","MA","2010"," 12","Boxford town",4,4,2541000,0,0,0,0,0,0,0,0,0,4,4,2541000,0,0,0,0,0,0,0,0,0,4,4,2541000,635250,4,4,2541000,635250,"Boxford",2621207,0,0,0,2621207,655301.75
"Boxford","Essex","MA","2011"," 12","Boxford town",1,1,83333,0,0,0,0,0,0,0,0,0,1,1,83333,0,0,0,0,0,0,0,0,0,1,1,83333,83333,1,1,83333,83333,"Boxford",83333,0,0,0,83333,83333
"Boylston","Worcester","MA","2000"," 12","Boylston town",12,12,2612100,1,2,137000,0,0,0,0,0,0,12,12,2612100,1,2,137000,0,0,0,0,0,0,13,14,2749100,196364.285714286,13,14,2749100,196364.285714286,"Boylston",3412097,178958,0,0,3591055,256503.928571429
"Boylston","Worcester","MA","2001"," 12","Boylston town",13,13,2708764,0,0,0,0,0,0,0,0,0,13,13,2708764,0,0,0,0,0,0,0,0,0,13,13,2708764,208366.461538462,13,13,2708764,208366.461538462,"Boylston",3440467,0,0,0,3440467,264651.307692308
"Boylston","Worcester","MA","2002"," 12","Boylston town",23,23,5129805,0,0,0,0,0,0,0,0,0,23,23,5129805,0,0,0,0,0,0,0,0,0,23,23,5129805,223035,23,23,5129805,223035,"Boylston",6414081,0,0,0,6414081,278873.086956522
"Boylston","Worcester","MA","2003"," 12","Boylston town",21,21,4643160,0,0,0,0,0,0,0,0,0,21,21,4643160,0,0,0,0,0,0,0,0,0,21,21,4643160,221102.857142857,21,21,4643160,221102.857142857,"Boylston",5676238,0,0,0,5676238,270297.047619048
"Boylston","Worcester","MA","2004"," 11","Boylston town",43,43,14665854,0,0,0,0,0,0,0,0,0,41,41,14223648,0,0,0,0,0,0,0,0,0,43,43,14665854,341066.372093023,41,41,14223648,346918.243902439,"Boylston",17463857,0,0,0,17463857,406136.209302326
"Boylston","Worcester","MA","2005"," 12","Boylston town",14,14,4970000,0,0,0,0,0,0,0,0,0,14,14,4970000,0,0,0,0,0,0,0,0,0,14,14,4970000,355000,14,14,4970000,355000,"Boylston",5724254,0,0,0,5724254,408875.285714286
"Boylston","Worcester","MA","2006"," 12","Boylston town",21,21,8552200,3,6,728000,0,0,0,0,0,0,21,21,8552200,3,6,728000,0,0,0,0,0,0,24,27,9280200,343711.111111111,24,27,9280200,343711.111111111,"Boylston",9542278,812280,0,0,10354558,383502.148148148
"Boylston","Worcester","MA","2007"," 12","Boylston town",9,9,2673450,0,0,0,0,0,0,0,0,0,9,9,2673450,0,0,0,0,0,0,0,0,0,9,9,2673450,297050,9,9,2673450,297050,"Boylston",2900344,0,0,0,2900344,322260.444444444
"Boylston","Worcester","MA","2008"," 12","Boylston town",8,8,2586000,0,0,0,0,0,0,0,0,0,8,8,2586000,0,0,0,0,0,0,0,0,0,8,8,2586000,323250,8,8,2586000,323250,"Boylston",2701738,0,0,0,2701738,337717.25
"Boylston","Worcester","MA","2009"," 12","Boylston town",1,1,275000,0,0,0,0,0,0,0,0,0,1,1,275000,0,0,0,0,0,0,0,0,0,1,1,275000,275000,1,1,275000,275000,"Boylston",288334,0,0,0,288334,288334
"Boylston","Worcester","MA","2010","  0","Boylston town",1,1,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,275000,275000,0,0,0,NA,"Boylston",283680,0,0,0,283680,283680
"Boylston","Worcester","MA","2011"," 12","Boylston town",11,11,2423832,1,2,222083,0,0,0,0,0,0,11,11,2423832,1,2,222083,0,0,0,0,0,0,12,13,2645915,203531.923076923,12,13,2645915,203531.923076923,"Boylston",2423832,222083,0,0,2645915,203531.923076923
"Braintree","Norfolk","MA","2000"," 12","Braintree town",33,33,5664000,0,0,0,0,0,0,0,0,0,33,33,5664000,0,0,0,0,0,0,0,0,0,33,33,5664000,171636.363636364,33,33,5664000,171636.363636364,"Braintree",7398690,0,0,0,7398690,224202.727272727
"Braintree","Norfolk","MA","2001"," 12","Braintree town",48,48,5876000,2,4,410000,0,0,0,0,0,0,48,48,5876000,2,4,410000,0,0,0,0,0,0,50,52,6286000,120884.615384615,50,52,6286000,120884.615384615,"Braintree",7463250,520751,0,0,7984001,153538.480769231
"Braintree","Norfolk","MA","2002"," 12","Braintree town",22,22,4500000,0,0,0,1,3,250000,0,0,0,22,22,4500000,0,0,0,1,3,250000,0,0,0,23,25,4750000,190000,23,25,4750000,190000,"Braintree",5626601,0,312589,0,5939190,237567.6
"Braintree","Norfolk","MA","2003"," 12","Braintree town",22,22,4432250,0,0,0,0,0,0,3,153,13650000,22,22,4432250,0,0,0,0,0,0,3,153,13650000,25,175,18082250,103327.142857143,25,175,18082250,103327.142857143,"Braintree",5418402,0,0,16687051,22105453,126316.874285714
"Braintree","Norfolk","MA","2004"," 12","Braintree town",25,25,4557500,0,0,0,0,0,0,1,48,3750000,25,25,4557500,0,0,0,0,0,0,1,48,3750000,26,73,8307500,113801.369863014,26,73,8307500,113801.369863014,"Braintree",5426996,0,0,4465438,9892434,135512.794520548
"Braintree","Norfolk","MA","2005"," 12","Braintree town",21,21,4919100,9,18,1783750,0,0,0,6,266,27583480,19,19,4554500,9,18,1783750,0,0,0,5,258,26958480,36,305,34286330,112414.196721311,33,295,33296730,112870.271186441,"Braintree",5665629,2054454,0,31769587,39489670,129474.327868852
"Braintree","Norfolk","MA","2006","  0","Braintree town",16,16,3540116,9,18,1783746,0,0,0,10,180,18537653,0,0,0,0,0,0,0,0,0,0,0,0,35,214,23861515,111502.406542056,0,0,0,NA,"Braintree",3949951,1990248,0,20683736,26623935,124410.911214953
"Braintree","Norfolk","MA","2007"," 12","Braintree town",21,21,4253000,0,0,0,0,0,0,43,338,30830500,21,21,4253000,0,0,0,0,0,0,43,338,30830500,64,359,35083500,97725.6267409471,64,359,35083500,97725.6267409471,"Braintree",4613950,0,0,33447067,38061017,106019.545961003
"Braintree","Norfolk","MA","2008"," 11","Braintree town",10,10,3047257,0,0,0,0,0,0,1,14,1441817,9,9,2826000,0,0,0,0,0,0,0,0,0,11,24,4489074,187044.75,9,9,2826000,314000,"Braintree",3183639,0,0,1506346,4689985,195416.041666667
"Braintree","Norfolk","MA","2009"," 11","Braintree town",10,10,2611006,0,0,0,0,0,0,1,16,2279195,9,9,2306280,0,0,0,0,0,0,1,16,2279195,11,26,4890201,188084.653846154,10,25,4585475,183419,"Braintree",2737603,0,0,2389704,5127307,197204.115384615
"Braintree","Norfolk","MA","2010"," 12","Braintree Town",13,13,4347000,0,0,0,0,0,0,1,36,3020800,13,13,4347000,0,0,0,0,0,0,1,36,3020800,14,49,7367800,150363.265306122,14,49,7367800,150363.265306122,"Braintree",4484214,0,0,3116152,7600366,155109.510204082
"Braintree","Norfolk","MA","2011"," 12","Braintree Town",13,13,2735000,0,0,0,0,0,0,1,50,4767000,13,13,2735000,0,0,0,0,0,0,1,50,4767000,14,63,7502000,119079.365079365,14,63,7502000,119079.365079365,"Braintree",2735000,0,0,4767000,7502000,119079.365079365
"Brewster","Barnstable","MA","2000"," 12","Brewster town",95,95,18589620,0,0,0,0,0,0,0,0,0,95,95,18589620,0,0,0,0,0,0,0,0,0,95,95,18589620,195680.210526316,95,95,18589620,195680.210526316,"Brewster",24282988,0,0,0,24282988,255610.4
"Brewster","Barnstable","MA","2001"," 12","Brewster town",75,75,15472000,0,0,0,0,0,0,0,0,0,75,75,15472000,0,0,0,0,0,0,0,0,0,75,75,15472000,206293.333333333,75,75,15472000,206293.333333333,"Brewster",19651362,0,0,0,19651362,262018.16
"Brewster","Barnstable","MA","2002","  5","Brewster town",68,68,14715879,0,0,0,0,0,0,0,0,0,20,20,4813800,0,0,0,0,0,0,0,0,0,68,68,14715879,216409.985294118,20,20,4813800,240690,"Brewster",18400084,0,0,0,18400084,270589.470588235
"Brewster","Barnstable","MA","2003"," 12","Brewster town",51,51,16056700,0,0,0,0,0,0,0,0,0,51,51,16056700,0,0,0,0,0,0,0,0,0,51,51,16056700,314837.254901961,51,51,16056700,314837.254901961,"Brewster",19629228,0,0,0,19629228,384886.823529412
"Brewster","Barnstable","MA","2004","  8","Brewster town",47,47,12887233,0,0,0,0,0,0,0,0,0,30,30,7535000,0,0,0,0,0,0,0,0,0,47,47,12887233,274196.446808511,30,30,7535000,251166.666666667,"Brewster",15345904,0,0,0,15345904,326508.595744681
"Brewster","Barnstable","MA","2005","  0","Brewster town",49,49,13801392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,13801392,281661.06122449,0,0,0,NA,"Brewster",15895910,0,0,0,15895910,324406.326530612
"Brewster","Barnstable","MA","2006"," 12","Brewster town",38,38,6497897,0,0,0,0,0,0,0,0,0,38,38,6497897,0,0,0,0,0,0,0,0,0,38,38,6497897,170997.289473684,38,38,6497897,170997.289473684,"Brewster",7250151,0,0,0,7250151,190793.447368421
"Brewster","Barnstable","MA","2007","  1","Brewster town",31,31,6101248,0,0,0,0,0,0,0,0,0,1,1,750000,0,0,0,0,0,0,0,0,0,31,31,6101248,196814.451612903,1,1,750000,750000,"Brewster",6619058,0,0,0,6619058,213518
"Brewster","Barnstable","MA","2008","  0","Brewster town",19,19,3662022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,3662022,192738,0,0,0,NA,"Brewster",3825918,0,0,0,3825918,201364.105263158
"Brewster","Barnstable","MA","2009"," 12","Brewster town",13,13,5474117,0,0,0,0,0,0,0,0,0,13,13,5474117,0,0,0,0,0,0,0,0,0,13,13,5474117,421085.923076923,13,13,5474117,421085.923076923,"Brewster",5739534,0,0,0,5739534,441502.615384615
"Brewster","Barnstable","MA","2010","  9","Brewster town",17,17,5355228,0,0,0,0,0,0,0,0,0,13,13,3670884,0,0,0,0,0,0,0,0,0,17,17,5355228,315013.411764706,13,13,3670884,282375.692307692,"Brewster",5524267,0,0,0,5524267,324956.882352941
"Brewster","Barnstable","MA","2011","  0","Brewster town",12,12,4098375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4098375,341531.25,0,0,0,NA,"Brewster",4098375,0,0,0,4098375,341531.25
"Bridgewater","Plymouth","MA","2000"," 12","Bridgewater town",81,81,10895360,0,0,0,0,0,0,0,0,0,81,81,10895360,0,0,0,0,0,0,0,0,0,81,81,10895360,134510.617283951,81,81,10895360,134510.617283951,"Bridgewater",14232238,0,0,0,14232238,175706.641975309
"Bridgewater","Plymouth","MA","2001"," 12","Bridgewater town",91,91,15992800,0,0,0,0,0,0,0,0,0,91,91,15992800,0,0,0,0,0,0,0,0,0,91,91,15992800,175745.054945055,91,91,15992800,175745.054945055,"Bridgewater",20312843,0,0,0,20312843,223218.054945055
"Bridgewater","Plymouth","MA","2002"," 12","Bridgewater town",64,64,12711299,2,4,350000,0,0,0,0,0,0,64,64,12711299,2,4,350000,0,0,0,0,0,0,66,68,13061299,192077.926470588,66,68,13061299,192077.926470588,"Bridgewater",15893646,437625,0,0,16331271,240165.75
"Bridgewater","Plymouth","MA","2003"," 12","Bridgewater town",79,79,12489885,0,0,0,0,0,0,0,0,0,79,79,12489885,0,0,0,0,0,0,0,0,0,79,79,12489885,158099.810126582,79,79,12489885,158099.810126582,"Bridgewater",15268817,0,0,0,15268817,193276.164556962
"Bridgewater","Plymouth","MA","2004"," 12","Bridgewater town",51,51,8183186,0,0,0,1,4,316173,0,0,0,51,51,8183186,0,0,0,1,4,316173,0,0,0,52,55,8499359,154533.8,52,55,8499359,154533.8,"Bridgewater",9744403,0,376494,0,10120897,184016.309090909
"Bridgewater","Plymouth","MA","2005"," 12","Bridgewater town",76,76,11510850,0,0,0,0,0,0,0,0,0,76,76,11510850,0,0,0,0,0,0,0,0,0,76,76,11510850,151458.552631579,76,76,11510850,151458.552631579,"Bridgewater",13257753,0,0,0,13257753,174444.118421053
