"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Total_Buildings_Reported","Total_Units_Reported","Total_Valuation_Reported","Average_Valuation_PerUnits_Reported","Region","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation"
"Andover","Essex","MA","2002","  4","Andover town",44,44,17358426,0,0,0,2,6,973218,4,20,1289976,15,15,9521200,0,0,0,0,0,24000,1,5,998475,50,70,19621620,280308.857142857,16,20,10543675,527183.75,"Andover",21704208,0,1216869,1612929,24534006,350485.8
"Andover","Essex","MA","2003","  8","Andover town",35,35,11141141,0,0,0,6,23,4283702,4,86,11166717,23,23,7068553,0,0,0,5,19,3650890,3,81,11069550,45,144,26591560,184663.611111111,31,123,21788993,177146.284552846,"Andover",13619984,0,5236802,13651251,32508037,225750.256944444
"Andover","Essex","MA","2004"," 11","Andover town",67,67,25966852,1,2,316840,1,3,558744,11,118,15941350,65,65,25330215,1,2,316840,0,0,0,10,110,14902586,80,190,42783786,225177.821052632,76,177,40549641,229094.016949153,"Andover",30920898,377288,665343,18982696,50946225,268138.026315789
"Andover","Essex","MA","2005"," 12","Andover town",60,60,21711910,0,0,0,0,0,0,9,250,11741513,41,41,14348175,0,0,0,0,0,0,6,214,6878050,69,310,33453423,107914.267741935,47,255,21226225,83240.0980392157,"Andover",25006940,0,0,13523421,38530361,124291.487096774
"Andover","Essex","MA","2006"," 11","Andover town",22,22,10505905,0,0,0,5,19,3854000,1,22,1033253,19,19,9420310,0,0,0,5,19,3854000,0,0,0,28,63,15393158,244335.841269841,24,38,13274310,349323.947368421,"Andover",11722162,0,4300173,1152872,17175207,272622.333333333
"Andover","Essex","MA","2007"," 12","Andover town",21,21,7171050,0,0,0,1,3,230000,1,5,1150000,21,21,7171050,0,0,0,1,3,230000,1,5,1150000,23,29,8551050,294863.793103448,23,29,8551050,294863.793103448,"Andover",7779653,0,249520,1247600,9276773,319888.724137931
"Andover","Essex","MA","2008"," 10","Andover town",14,14,5060227,0,0,0,5,16,4083526,0,0,0,12,12,4241207,0,0,0,4,13,3475000,0,0,0,19,30,9143753,304791.766666667,16,25,7716207,308648.28,"Andover",5286700,0,4266286,0,9552986,318432.866666667
"Andover","Essex","MA","2009"," 11","Andover town",15,15,5658911,0,0,0,1,4,1060000,0,0,0,15,15,5658911,0,0,0,1,4,1060000,0,0,0,16,19,6718911,353626.894736842,16,19,6718911,353626.894736842,"Andover",5933288,0,1111395,0,7044683,370772.789473684
"Andover","Essex","MA","2010"," 11","Andover town",24,24,11462576,0,0,0,2,8,1932000,1,115,8308674,22,22,10708055,0,0,0,2,8,1932000,1,115,8308674,27,147,21703250,147641.156462585,25,145,20948729,144473.993103448,"Andover",11824395,0,1992984,8570940,22388319,152301.489795918
"Andover","Essex","MA","2011","  6","Andover town",22,22,9476824,1,2,406000,2,7,1586500,6,84,6068945,12,12,4700750,1,2,406000,1,4,862000,0,0,0,31,115,17538269,152506.686956522,14,18,5968750,331597.222222222,"Andover",9476824,406000,1586500,6068945,17538269,152506.686956522
"Aquinnah","Dukes","MA","2000"," 12","Aquinnah (Gay Head) town",5,5,1795000,0,0,0,0,0,0,0,0,0,5,5,1795000,0,0,0,0,0,0,0,0,0,5,5,1795000,359000,5,5,1795000,359000,"Aquinnah",2344747,0,0,0,2344747,468949.4
"Aquinnah","Dukes","MA","2001"," 12","Aquinnah (Gay Head) town",7,7,2766000,0,0,0,0,0,0,0,0,0,7,7,2766000,0,0,0,0,0,0,0,0,0,7,7,2766000,395142.857142857,7,7,2766000,395142.857142857,"Aquinnah",3513164,0,0,0,3513164,501880.571428571
"Aquinnah","Dukes","MA","2002"," 12","Aquinnah (Gay Head) town",5,5,2230000,0,0,0,0,0,0,0,0,0,5,5,2230000,0,0,0,0,0,0,0,0,0,5,5,2230000,446000,5,5,2230000,446000,"Aquinnah",2788293,0,0,0,2788293,557658.6
"Aquinnah","Dukes","MA","2003"," 12","Aquinnah (Gay Head) town",9,9,4850000,0,0,0,0,0,0,0,0,0,9,9,4850000,0,0,0,0,0,0,0,0,0,9,9,4850000,538888.888888889,9,9,4850000,538888.888888889,"Aquinnah",5929099,0,0,0,5929099,658788.777777778
"Aquinnah","Dukes","MA","2004"," 12","Aquinnah (Gay Head) town",6,6,3038000,0,0,0,0,0,0,0,0,0,6,6,3038000,0,0,0,0,0,0,0,0,0,6,6,3038000,506333.333333333,6,6,3038000,506333.333333333,"Aquinnah",3617600,0,0,0,3617600,602933.333333333
"Aquinnah","Dukes","MA","2005"," 12","Aquinnah (Gay Head) town",7,7,1390000,0,0,0,0,0,0,0,0,0,7,7,1390000,0,0,0,0,0,0,0,0,0,7,7,1390000,198571.428571429,7,7,1390000,198571.428571429,"Aquinnah",1600948,0,0,0,1600948,228706.857142857
"Aquinnah","Dukes","MA","2006"," 12","Aquinnah (Gay Head) town",6,6,1565000,0,0,0,0,0,0,0,0,0,6,6,1565000,0,0,0,0,0,0,0,0,0,6,6,1565000,260833.333333333,6,6,1565000,260833.333333333,"Aquinnah",1746178,0,0,0,1746178,291029.666666667
"Aquinnah","Dukes","MA","2007"," 12","Aquinnah town",9,9,2915000,0,0,0,0,0,0,0,0,0,9,9,2915000,0,0,0,0,0,0,0,0,0,9,9,2915000,323888.888888889,9,9,2915000,323888.888888889,"Aquinnah",3162394,0,0,0,3162394,351377.111111111
"Aquinnah","Dukes","MA","2008"," 12","Aquinnah town",7,7,3200000,0,0,0,0,0,0,0,0,0,7,7,3200000,0,0,0,0,0,0,0,0,0,7,7,3200000,457142.857142857,7,7,3200000,457142.857142857,"Aquinnah",3343218,0,0,0,3343218,477602.571428571
"Aquinnah","Dukes","MA","2009"," 12","Aquinnah town",4,4,1175000,0,0,0,0,0,0,0,0,0,4,4,1175000,0,0,0,0,0,0,0,0,0,4,4,1175000,293750,4,4,1175000,293750,"Aquinnah",1231971,0,0,0,1231971,307992.75
"Aquinnah","Dukes","MA","2010"," 12","Aquinnah town",2,2,5e+05,0,0,0,0,0,0,0,0,0,2,2,5e+05,0,0,0,0,0,0,0,0,0,2,2,5e+05,250000,2,2,5e+05,250000,"Aquinnah",515783,0,0,0,515783,257891.5
"Aquinnah","Dukes","MA","2011"," 12","Aquinnah town",1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,250000,1,1,250000,250000,"Aquinnah",250000,0,0,0,250000,250000
"Arlington","Middlesex","MA","2000","  0","Arlington town",8,8,847336,3,6,660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,1507336,107666.857142857,0,0,0,NA,"Arlington",1106846,862136,0,0,1968982,140641.571428571
"Arlington","Middlesex","MA","2001"," 12","Arlington town",8,8,1125000,0,0,0,0,0,0,0,0,0,8,8,1125000,0,0,0,0,0,0,0,0,0,8,8,1125000,140625,8,8,1125000,140625,"Arlington",1428890,0,0,0,1428890,178611.25
"Arlington","Middlesex","MA","2002"," 12","Arlington town",20,20,3380000,6,12,1225000,0,0,0,2,12,840000,20,20,3380000,6,12,1225000,0,0,0,2,12,840000,28,44,5445000,123750,28,44,5445000,123750,"Arlington",4226202,1531686,0,1050299,6808187,154731.522727273
"Arlington","Middlesex","MA","2003","  7","Arlington town",12,12,1986000,17,34,3692134,1,4,406000,4,20,1400000,3,3,465000,15,30,3283800,1,4,406000,0,0,0,34,70,7484134,106916.2,19,37,4154800,112291.891891892,"Arlington",2427874,4513614,496333,1711492,9149313,130704.471428571
"Arlington","Middlesex","MA","2004","  3","Arlington town",13,13,2185000,16,32,3474950,1,3,304500,4,20,1400000,3,3,530000,0,0,0,0,0,0,0,0,0,34,68,7364450,108300.735294118,3,3,530000,176666.666666667,"Arlington",2601862,4137913,362594,1667097,8769466,128962.735294118
"Arlington","Middlesex","MA","2005","  0","Arlington town",12,12,2009193,17,34,3692133,0,0,0,5,25,1750000,0,0,0,0,0,0,0,0,0,0,0,0,34,71,7451326,104948.253521127,0,0,0,NA,"Arlington",2314111,4252456,0,2015582,8582149,120875.338028169
"Arlington","Middlesex","MA","2006","  0","Arlington town",11,11,1843695,14,28,3040578,0,0,0,6,30,2100000,0,0,0,0,0,0,0,0,0,0,0,0,31,69,6984273,101221.347826087,0,0,0,NA,"Arlington",2057137,3392582,0,2343115,7792834,112939.623188406
"Arlington","Middlesex","MA","2007","  0","Arlington town",10,10,1675914,9,18,1954656,0,0,0,4,20,1400000,0,0,0,0,0,0,0,0,0,0,0,0,23,48,5030570,104803.541666667,0,0,0,NA,"Arlington",1818148,2120547,0,1518817,5457512,113698.166666667
"Arlington","Middlesex","MA","2008","  0","Arlington town",3,3,502791,4,8,868736,0,0,0,7,41,2870000,0,0,0,0,0,0,0,0,0,0,0,0,14,52,4241527,81567.8269230769,0,0,0,NA,"Arlington",525294,907617,0,2998448,4431359,85218.4423076923
"Arlington","Middlesex","MA","2009","  0","Arlington town",2,2,335188,3,6,651552,0,0,0,5,25,1750000,0,0,0,0,0,0,0,0,0,0,0,0,10,33,2736740,82931.5151515152,0,0,0,NA,"Arlington",351440,683143,0,1834850,2869433,86952.5151515152
"Arlington","Middlesex","MA","2010","  0","Arlington town",1,1,167597,6,12,1303104,0,0,0,8,40,2800000,0,0,0,0,0,0,0,0,0,0,0,0,15,53,4270701,80579.2641509434,0,0,0,NA,"Arlington",172887,1344237,0,2888383,4405507,83122.7735849057
"Arlington","Middlesex","MA","2011","  0","Arlington town",0,0,0,3,6,651552,0,0,0,10,54,3780000,0,0,0,0,0,0,0,0,0,0,0,0,13,60,4431552,73859.2,0,0,0,NA,"Arlington",0,651552,0,3780000,4431552,73859.2
"Ashburnham","Worcester","MA","2000"," 12","Ashburnham town",32,32,3437440,0,0,0,0,0,0,0,0,0,32,32,3437440,0,0,0,0,0,0,0,0,0,32,32,3437440,107420,32,32,3437440,107420,"Ashburnham",4490211,0,0,0,4490211,140319.09375
"Ashburnham","Worcester","MA","2001"," 12","Ashburnham town",28,28,3311800,0,0,0,0,0,0,0,0,0,28,28,3311800,0,0,0,0,0,0,0,0,0,28,28,3311800,118278.571428571,28,28,3311800,118278.571428571,"Ashburnham",4206397,0,0,0,4206397,150228.464285714
"Ashburnham","Worcester","MA","2002"," 12","Ashburnham town",47,47,5427700,0,0,0,0,0,0,0,0,0,47,47,5427700,0,0,0,0,0,0,0,0,0,47,47,5427700,115482.978723404,47,47,5427700,115482.978723404,"Ashburnham",6786556,0,0,0,6786556,144394.808510638
"Ashburnham","Worcester","MA","2003"," 12","Ashburnham town",37,37,4776830,0,0,0,0,0,0,0,0,0,37,37,4776830,0,0,0,0,0,0,0,0,0,37,37,4776830,129103.513513514,37,37,4776830,129103.513513514,"Ashburnham",5839649,0,0,0,5839649,157828.351351351
"Ashburnham","Worcester","MA","2004"," 12","Ashburnham town",49,49,9405000,0,0,0,0,0,0,0,0,0,49,49,9405000,0,0,0,0,0,0,0,0,0,49,49,9405000,191938.775510204,49,49,9405000,191938.775510204,"Ashburnham",11199319,0,0,0,11199319,228557.530612245
"Ashburnham","Worcester","MA","2005"," 12","Ashburnham town",28,28,10760550,0,0,0,0,0,0,0,0,0,28,28,10760550,0,0,0,0,0,0,0,0,0,28,28,10760550,384305.357142857,28,28,10760550,384305.357142857,"Ashburnham",12393586,0,0,0,12393586,442628.071428571
"Ashburnham","Worcester","MA","2006"," 12","Ashburnham town",17,17,5654400,0,0,0,0,0,0,0,0,0,17,17,5654400,0,0,0,0,0,0,0,0,0,17,17,5654400,332611.764705882,17,17,5654400,332611.764705882,"Ashburnham",6309003,0,0,0,6309003,371117.823529412
"Ashburnham","Worcester","MA","2007"," 12","Ashburnham town",21,21,6390600,0,0,0,0,0,0,0,0,0,21,21,6390600,0,0,0,0,0,0,0,0,0,21,21,6390600,304314.285714286,21,21,6390600,304314.285714286,"Ashburnham",6932967,0,0,0,6932967,330141.285714286
"Ashburnham","Worcester","MA","2008"," 12","Ashburnham town",18,18,4924500,0,0,0,0,0,0,1,6,1282500,18,18,4924500,0,0,0,0,0,0,1,6,1282500,19,24,6207000,258625,19,24,6207000,258625,"Ashburnham",5144899,0,0,1339899,6484798,270199.916666667
"Ashburnham","Worcester","MA","2009"," 12","Ashburnham town",12,12,2591825,0,0,0,0,0,0,0,0,0,12,12,2591825,0,0,0,0,0,0,0,0,0,12,12,2591825,215985.416666667,12,12,2591825,215985.416666667,"Ashburnham",2717492,0,0,0,2717492,226457.666666667
"Ashburnham","Worcester","MA","2010"," 12","Ashburnham town",11,11,1489000,0,0,0,0,0,0,0,0,0,11,11,1489000,0,0,0,0,0,0,0,0,0,11,11,1489000,135363.636363636,11,11,1489000,135363.636363636,"Ashburnham",1536001,0,0,0,1536001,139636.454545455
"Ashburnham","Worcester","MA","2011","  0","Ashburnham town",8,8,1082909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1082909,135363.625,0,0,0,NA,"Ashburnham",1082909,0,0,0,1082909,135363.625
"Ashby","Middlesex","MA","2000","  0","Ashby town",13,13,1167679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1167679,89821.4615384615,0,0,0,NA,"Ashby",1525299,0,0,0,1525299,117330.692307692
"Ashby","Middlesex","MA","2001","  0","Ashby town",12,12,1077882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1077882,89823.5,0,0,0,NA,"Ashby",1369044,0,0,0,1369044,114087
"Ashby","Middlesex","MA","2002","  0","Ashby town",14,14,1257525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,1257525,89823.2142857143,0,0,0,NA,"Ashby",1572354,0,0,0,1572354,112311
"Ashby","Middlesex","MA","2003","  0","Ashby town",13,13,1167702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1167702,89823.2307692308,0,0,0,NA,"Ashby",1427509,0,0,0,1427509,109808.384615385
"Ashby","Middlesex","MA","2004","  0","Ashby town",13,13,1167699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1167699,89823,0,0,0,NA,"Ashby",1390477,0,0,0,1390477,106959.769230769
"Ashby","Middlesex","MA","2005","  0","Ashby town",12,12,1077876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1077876,89823,0,0,0,NA,"Ashby",1241456,0,0,0,1241456,103454.666666667
"Ashby","Middlesex","MA","2006","  0","Ashby town",7,7,628761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,628761,89823,0,0,0,NA,"Ashby",701552,0,0,0,701552,100221.714285714
"Ashby","Middlesex","MA","2007","  0","Ashby town",7,7,628761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,628761,89823,0,0,0,NA,"Ashby",682124,0,0,0,682124,97446.2857142857
"Ashby","Middlesex","MA","2008","  0","Ashby town",6,6,538938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,538938,89823,0,0,0,NA,"Ashby",563058,0,0,0,563058,93843
"Ashby","Middlesex","MA","2009"," 12","Ashby town",2,2,278000,0,0,0,0,0,0,0,0,0,2,2,278000,0,0,0,0,0,0,0,0,0,2,2,278000,139000,2,2,278000,139000,"Ashby",291479,0,0,0,291479,145739.5
"Ashby","Middlesex","MA","2010"," 12","Ashby town",2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,155000,2,2,310000,155000,"Ashby",319785,0,0,0,319785,159892.5
"Ashby","Middlesex","MA","2011"," 12","Ashby town",4,4,595000,0,0,0,0,0,0,0,0,0,4,4,595000,0,0,0,0,0,0,0,0,0,4,4,595000,148750,4,4,595000,148750,"Ashby",595000,0,0,0,595000,148750
"Ashfield","Franklin","MA","2000"," 12","Ashfield town",3,3,716390,0,0,0,0,0,0,0,0,0,3,3,716390,0,0,0,0,0,0,0,0,0,3,3,716390,238796.666666667,3,3,716390,238796.666666667,"Ashfield",935796,0,0,0,935796,311932
"Ashfield","Franklin","MA","2001"," 12","Ashfield town",8,8,941394,0,0,0,0,0,0,0,0,0,8,8,941394,0,0,0,0,0,0,0,0,0,8,8,941394,117674.25,8,8,941394,117674.25,"Ashfield",1195687,0,0,0,1195687,149460.875
"Ashfield","Franklin","MA","2002"," 12","Ashfield town",7,7,1045090,1,2,128180,0,0,0,0,0,0,7,7,1045090,1,2,128180,0,0,0,0,0,0,8,9,1173270,130363.333333333,8,9,1173270,130363.333333333,"Ashfield",1306734,160271,0,0,1467005,163000.555555556
"Ashfield","Franklin","MA","2003"," 12","Ashfield town",5,5,991480,0,0,0,0,0,0,0,0,0,5,5,991480,0,0,0,0,0,0,0,0,0,5,5,991480,198296,5,5,991480,198296,"Ashfield",1212079,0,0,0,1212079,242415.8
"Ashfield","Franklin","MA","2004"," 12","Ashfield town",6,6,1333460,1,2,218920,0,0,0,0,0,0,6,6,1333460,1,2,218920,0,0,0,0,0,0,7,8,1552380,194047.5,7,8,1552380,194047.5,"Ashfield",1587862,260686,0,0,1848548,231068.5
"Ashfield","Franklin","MA","2005"," 12","Ashfield town",7,7,1756900,0,0,0,0,0,0,0,0,0,7,7,1756900,0,0,0,0,0,0,0,0,0,7,7,1756900,250985.714285714,7,7,1756900,250985.714285714,"Ashfield",2023530,0,0,0,2023530,289075.714285714
"Ashfield","Franklin","MA","2006"," 12","Ashfield town",6,6,1142090,0,0,0,0,0,0,0,0,0,6,6,1142090,0,0,0,0,0,0,0,0,0,6,6,1142090,190348.333333333,6,6,1142090,190348.333333333,"Ashfield",1274308,0,0,0,1274308,212384.666666667
"Ashfield","Franklin","MA","2007"," 12","Ashfield town",5,5,1564810,0,0,0,0,0,0,0,0,0,5,5,1564810,0,0,0,0,0,0,0,0,0,5,5,1564810,312962,5,5,1564810,312962,"Ashfield",1697615,0,0,0,1697615,339523
"Ashfield","Franklin","MA","2008"," 12","Ashfield town",3,3,561360,0,0,0,0,0,0,0,0,0,3,3,561360,0,0,0,0,0,0,0,0,0,3,3,561360,187120,3,3,561360,187120,"Ashfield",586484,0,0,0,586484,195494.666666667
"Ashfield","Franklin","MA","2009"," 12","Ashfield town",2,2,530610,0,0,0,0,0,0,0,0,0,2,2,530610,0,0,0,0,0,0,0,0,0,2,2,530610,265305,2,2,530610,265305,"Ashfield",556337,0,0,0,556337,278168.5
"Ashfield","Franklin","MA","2010"," 12","Ashfield town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Ashfield",0,0,0,0,0,NA
"Ashfield","Franklin","MA","2011"," 12","Ashfield town",2,2,636360,0,0,0,0,0,0,0,0,0,2,2,636360,0,0,0,0,0,0,0,0,0,2,2,636360,318180,2,2,636360,318180,"Ashfield",636360,0,0,0,636360,318180
"Ashland","Middlesex","MA","2000"," 12","Ashland town",98,98,17653300,0,0,0,19,76,9126664,0,0,0,98,98,17653300,0,0,0,19,76,9126664,0,0,0,117,174,26779964,153907.83908046,117,174,26779964,153907.83908046,"Ashland",23059905,0,11921851,0,34981756,201044.574712644
"Ashland","Middlesex","MA","2001"," 12","Ashland town",95,95,17413400,0,0,0,2,8,746200,0,0,0,95,95,17413400,0,0,0,2,8,746200,0,0,0,97,103,18159600,176306.796116505,97,103,18159600,176306.796116505,"Ashland",22117181,0,947767,0,23064948,223931.533980583
"Ashland","Middlesex","MA","2002"," 12","Ashland town",73,73,13215847,0,0,0,0,0,0,0,0,0,73,73,13215847,0,0,0,0,0,0,0,0,0,73,73,13215847,181039,73,73,13215847,181039,"Ashland",16524510,0,0,0,16524510,226363.150684932
"Ashland","Middlesex","MA","2003"," 12","Ashland town",63,63,11210300,0,0,0,6,24,3164800,0,0,0,63,63,11210300,0,0,0,6,24,3164800,0,0,0,69,87,14375100,165231.034482759,69,87,14375100,165231.034482759,"Ashland",13704531,0,3868951,0,17573482,201994.045977011
"Ashland","Middlesex","MA","2004"," 12","Ashland town",45,45,8505000,0,0,0,7,28,3616500,0,0,0,45,45,8505000,0,0,0,7,28,3616500,0,0,0,52,73,12121500,166047.945205479,52,73,12121500,166047.945205479,"Ashland",10127614,0,4306468,0,14434082,197727.150684932
"Ashland","Middlesex","MA","2005"," 12","Ashland town",67,67,10831700,0,0,0,6,24,2994600,0,0,0,67,67,10831700,0,0,0,6,24,2994600,0,0,0,73,91,13826300,151937.362637363,73,91,13826300,151937.362637363,"Ashland",12475534,0,3449065,0,15924599,174995.593406593
"Ashland","Middlesex","MA","2006"," 12","Ashland town",36,36,6582300,0,0,0,4,16,1407600,0,0,0,36,36,6582300,0,0,0,4,16,1407600,0,0,0,40,52,7989900,153651.923076923,40,52,7989900,153651.923076923,"Ashland",7344325,0,1570556,0,8914881,171440.019230769
"Ashland","Middlesex","MA","2007"," 12","Ashland town",21,21,4087013,0,0,0,6,24,2960608,0,0,0,21,21,4087013,0,0,0,6,24,2960608,0,0,0,27,45,7047621,156613.8,27,45,7047621,156613.8,"Ashland",4433876,0,3211873,0,7645749,169905.533333333
"Ashland","Middlesex","MA","2008"," 12","Ashland town",22,22,3718148,0,0,0,1,4,553600,1,12,1001640,22,22,3718148,0,0,0,1,4,553600,1,12,1001640,24,38,5273388,138773.368421053,24,38,5273388,138773.368421053,"Ashland",3884556,0,578377,1046469,5509402,144984.263157895
"Ashland","Middlesex","MA","2009"," 12","Ashland town",13,13,2521644,0,0,0,0,0,0,0,0,0,13,13,2521644,0,0,0,0,0,0,0,0,0,13,13,2521644,193972.615384615,13,13,2521644,193972.615384615,"Ashland",2643908,0,0,0,2643908,203377.538461538
"Ashland","Middlesex","MA","2010"," 12","Ashland town",16,16,2777388,0,0,0,1,4,700960,0,0,0,16,16,2777388,0,0,0,1,4,700960,0,0,0,17,20,3478348,173917.4,17,20,3478348,173917.4,"Ashland",2865057,0,723086,0,3588143,179407.15
"Ashland","Middlesex","MA","2011"," 12","Ashland town",14,14,3005388,0,0,0,2,8,1440036,0,0,0,14,14,3005388,0,0,0,2,8,1440036,0,0,0,16,22,4445424,202064.727272727,16,22,4445424,202064.727272727,"Ashland",3005388,0,1440036,0,4445424,202064.727272727
"Athol","Worcester","MA","2000"," 12","Athol town",13,13,1378780,1,2,110560,0,0,0,0,0,0,13,13,1378780,1,2,110560,0,0,0,0,0,0,14,15,1489340,99289.3333333333,14,15,1489340,99289.3333333333,"Athol",1801053,144421,0,0,1945474,129698.266666667
"Athol","Worcester","MA","2001"," 12","Athol town",35,35,4476127,0,0,0,0,0,0,0,0,0,35,35,4476127,0,0,0,0,0,0,0,0,0,35,35,4476127,127889.342857143,35,35,4476127,127889.342857143,"Athol",5685237,0,0,0,5685237,162435.342857143
"Athol","Worcester","MA","2002"," 12","Athol town",43,43,4897220,0,0,0,0,0,0,2,20,3e+05,43,43,4897220,0,0,0,0,0,0,2,20,3e+05,45,63,5197220,82495.5555555556,45,63,5197220,82495.5555555556,"Athol",6123267,0,0,375107,6498374,103148.793650794
"Athol","Worcester","MA","2003"," 12","Athol town",44,44,5857195,0,0,0,3,9,750000,3,28,1200000,44,44,5857195,0,0,0,3,9,750000,3,28,1200000,50,81,7807195,96385.1234567901,50,81,7807195,96385.1234567901,"Athol",7160389,0,916871,1466993,9544253,117830.283950617
"Athol","Worcester","MA","2004"," 12","Athol town",40,40,5435763,0,0,0,3,9,780000,0,0,0,40,40,5435763,0,0,0,3,9,780000,0,0,0,43,49,6215763,126852.306122449,43,49,6215763,126852.306122449,"Athol",6472817,0,928811,0,7401628,151053.632653061
"Athol","Worcester","MA","2005"," 12","Athol town",34,34,4241322,0,0,0,0,0,0,0,0,0,34,34,4241322,0,0,0,0,0,0,0,0,0,34,34,4241322,124744.764705882,34,34,4241322,124744.764705882,"Athol",4884991,0,0,0,4884991,143676.205882353
"Athol","Worcester","MA","2006"," 12","Athol town",43,43,5185289,1,2,223000,0,0,0,0,0,0,43,43,5185289,1,2,223000,0,0,0,0,0,0,44,45,5408289,120184.2,44,45,5408289,120184.2,"Athol",5785584,248816,0,0,6034400,134097.777777778
"Athol","Worcester","MA","2007"," 12","Athol town",22,22,2690367,0,0,0,0,0,0,0,0,0,22,22,2690367,0,0,0,0,0,0,0,0,0,22,22,2690367,122289.409090909,22,22,2690367,122289.409090909,"Athol",2918697,0,0,0,2918697,132668.045454545
"Athol","Worcester","MA","2008"," 12","Athol town",14,14,2086600,0,0,0,0,0,0,0,0,0,14,14,2086600,0,0,0,0,0,0,0,0,0,14,14,2086600,149042.857142857,14,14,2086600,149042.857142857,"Athol",2179987,0,0,0,2179987,155713.357142857
"Athol","Worcester","MA","2009"," 12","Athol town",10,10,1287000,0,0,0,0,0,0,1,50,5380000,10,10,1287000,0,0,0,0,0,0,1,50,5380000,11,60,6667000,111116.666666667,11,60,6667000,111116.666666667,"Athol",1349401,0,0,5640854,6990255,116504.25
"Athol","Worcester","MA","2010"," 12","Athol town",6,6,856050,0,0,0,0,0,0,0,0,0,6,6,856050,0,0,0,0,0,0,0,0,0,6,6,856050,142675,6,6,856050,142675,"Athol",883071,0,0,0,883071,147178.5
"Athol","Worcester","MA","2011","  0","Athol town",4,4,570700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,570700,142675,0,0,0,NA,"Athol",570700,0,0,0,570700,142675
"Attleboro","Bristol","MA","2000","  0","Attleboro",141,141,10721087,10,20,994274,0,0,0,4,20,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,155,181,12515361,69145.6408839779,0,0,0,NA,"Attleboro",14004591,1298786,0,1045013,16348390,90322.5966850829
"Attleboro","Bristol","MA","2001","  0","Attleboro",127,127,9655720,8,16,795430,0,0,0,7,35,1400000,0,0,0,0,0,0,0,0,0,0,0,0,142,178,11851150,66579.4943820225,0,0,0,NA,"Attleboro",12263964,1010295,0,1778174,15052433,84564.2303370787
