"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total Buildings- Reported plus Imputed Data","Total Units- Reported plus Imputed Data","Total Valuation- Reported plus Imputed Data","Average Valuation Per Unit- Reported plus Imputed Data","Total Buildings- Reported Data Only","Total Units- Reported Data Only","Total Valuation- Reported Data Only","Average Valuation Per Unit- Reported Data Only"
"Seekonk","Bristol","MA","2008",12,"Seekonk town",56,56,20390965,0,0,0,0,0,0,0,0,0,56,56,20390965,0,0,0,0,0,0,0,0,0,56,56,20390965,364124.375,56,56,20390965,364124.375
"Seekonk","Bristol","MA","2009",12,"Seekonk town",38,38,7224644,0,0,0,0,0,0,0,0,0,38,38,7224644,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Seekonk","Bristol","MA","2010",12,"Seekonk town",44,44,9048850,0,0,0,2,8,612000,0,0,0,44,44,9048850,0,0,0,2,8,612000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Seekonk","Bristol","MA","2011",12,"Seekonk town",22,22,7523150,0,0,0,5,20,1530000,0,0,0,22,22,7523150,0,0,0,5,20,1530000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Somerset","Bristol","MA","2000",12,"Somerset town",75,75,10314818,0,0,0,0,0,0,0,0,0,75,75,10314818,0,0,0,0,0,0,0,0,0,75,75,10314818,137530.9067,75,75,10314818,137530.9067
"Somerset","Bristol","MA","2001",12,"Somerset town",48,48,6346100,7,14,1520862,0,0,0,0,0,0,48,48,6346100,7,14,1520862,0,0,0,0,0,0,55,62,7866962,126886.4839,55,62,7866962,126886.4839
"Somerset","Bristol","MA","2002",12,"Somerset town",40,40,6525020,0,0,0,0,0,0,0,0,0,40,40,6525020,0,0,0,0,0,0,0,0,0,40,40,6525020,163125.5,40,40,6525020,163125.5
"Somerset","Bristol","MA","2003",12,"Somerset town",38,38,5653300,0,0,0,0,0,0,0,0,0,38,38,5653300,0,0,0,0,0,0,0,0,0,38,38,5653300,148771.0526,38,38,5653300,148771.0526
"Somerset","Bristol","MA","2004",11,"Somerset town",41,41,8184420,0,0,0,0,0,0,0,0,0,39,39,7886878,0,0,0,0,0,0,0,0,0,41,41,8184420,199620,39,39,7886878,202227.641
"Somerset","Bristol","MA","2005",12,"Somerset town",17,17,4156537,0,0,0,0,0,0,0,0,0,17,17,4156537,0,0,0,0,0,0,0,0,0,17,17,4156537,244502.1765,17,17,4156537,244502.1765
"Somerset","Bristol","MA","2006",12,"Somerset town",9,9,1367000,0,0,0,0,0,0,0,0,0,9,9,1367000,0,0,0,0,0,0,0,0,0,9,9,1367000,151888.8889,9,9,1367000,151888.8889
"Somerset","Bristol","MA","2007",12,"Somerset town",7,7,1223000,0,0,0,0,0,0,0,0,0,7,7,1223000,0,0,0,0,0,0,0,0,0,7,7,1223000,174714.2857,7,7,1223000,174714.2857
"Somerset","Bristol","MA","2008",12,"Somerset town",7,7,1356000,0,0,0,0,0,0,0,0,0,7,7,1356000,0,0,0,0,0,0,0,0,0,7,7,1356000,193714.2857,7,7,1356000,193714.2857
"Somerset","Bristol","MA","2009",12,"Somerset town",8,8,1875000,0,0,0,0,0,0,0,0,0,8,8,1875000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Somerset","Bristol","MA","2010",12,"Somerset town",7,7,1348000,0,0,0,0,0,0,0,0,0,7,7,1348000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Somerset","Bristol","MA","2011",12,"Somerset town",2,2,395000,0,0,0,0,0,0,0,0,0,2,2,395000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Swansea","Bristol","MA","2000",12,"Swansea town",51,51,10773270,0,0,0,0,0,0,0,0,0,51,51,10773270,0,0,0,0,0,0,0,0,0,51,51,10773270,211240.5882,51,51,10773270,211240.5882
"Swansea","Bristol","MA","2001",12,"Swansea town",35,35,4777681,0,0,0,0,0,0,0,0,0,35,35,4777681,0,0,0,0,0,0,0,0,0,35,35,4777681,136505.1714,35,35,4777681,136505.1714
"Swansea","Bristol","MA","2002",12,"Swansea town",54,54,9044056,0,0,0,0,0,0,0,0,0,54,54,9044056,0,0,0,0,0,0,0,0,0,54,54,9044056,167482.5185,54,54,9044056,167482.5185
"Swansea","Bristol","MA","2003",12,"Swansea town",50,50,6373030,0,0,0,0,0,0,0,0,0,50,50,6373030,0,0,0,0,0,0,0,0,0,50,50,6373030,127460.6,50,50,6373030,127460.6
"Swansea","Bristol","MA","2004",12,"Swansea town",50,50,6928299,0,0,0,0,0,0,0,0,0,50,50,6928299,0,0,0,0,0,0,0,0,0,50,50,6928299,138565.98,50,50,6928299,138565.98
"Swansea","Bristol","MA","2005",12,"Swansea town",52,52,7822597,0,0,0,0,0,0,0,0,0,52,52,7822597,0,0,0,0,0,0,0,0,0,52,52,7822597,150434.5577,52,52,7822597,150434.5577
"Swansea","Bristol","MA","2006",12,"Swansea town",47,47,8036873,0,0,0,0,0,0,4,24,1658359,47,47,8036873,0,0,0,0,0,0,4,24,1658359,51,71,9695232,136552.5634,51,71,9695232,136552.5634
"Swansea","Bristol","MA","2007",12,"Swansea town",32,32,5533317,0,0,0,0,0,0,0,0,0,32,32,5533317,0,0,0,0,0,0,0,0,0,32,32,5533317,172916.1562,32,32,5533317,172916.1562
"Swansea","Bristol","MA","2008",12,"Swansea town",23,23,3337800,0,0,0,0,0,0,0,0,0,23,23,3337800,0,0,0,0,0,0,0,0,0,23,23,3337800,145121.7391,23,23,3337800,145121.7391
"Swansea","Bristol","MA","2009",12,"Swansea town",25,25,3357150,0,0,0,0,0,0,0,0,0,25,25,3357150,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Swansea","Bristol","MA","2010",12,"Swansea town",33,33,4691753,0,0,0,0,0,0,0,0,0,33,33,4691753,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Swansea","Bristol","MA","2011",12,"Swansea town",25,25,3838836,0,0,0,0,0,0,0,0,0,25,25,3838836,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Taunton","Bristol","MA","2000",12,"Taunton",106,106,11328689,11,22,1225000,0,0,0,0,0,0,106,106,11328689,11,22,1225000,0,0,0,0,0,0,117,128,12553689,98075.6953,117,128,12553689,98075.6953
"Taunton","Bristol","MA","2001",12,"Taunton",69,69,7519000,7,14,828000,0,0,0,0,0,0,69,69,7519000,7,14,828000,0,0,0,0,0,0,76,83,8347000,100566.2651,76,83,8347000,100566.2651
"Taunton","Bristol","MA","2002",12,"Taunton",75,75,10753262,5,10,801800,0,0,0,0,0,0,75,75,10753262,5,10,801800,0,0,0,0,0,0,80,85,11555062,135941.9059,80,85,11555062,135941.9059
"Taunton","Bristol","MA","2003",12,"Taunton",76,76,12642000,6,12,820000,0,0,0,0,0,0,76,76,12642000,6,12,820000,0,0,0,0,0,0,82,88,13462000,152977.2727,82,88,13462000,152977.2727
"Taunton","Bristol","MA","2004",12,"Taunton",109,109,16253055,3,6,5e+05,1,3,2e+05,0,0,0,109,109,16253055,3,6,5e+05,1,3,2e+05,0,0,0,113,118,16953055,143669.9576,113,118,16953055,143669.9576
"Taunton","Bristol","MA","2005",12,"Taunton",137,137,25676991,11,22,2330000,0,0,0,0,0,0,137,137,25676991,11,22,2330000,0,0,0,0,0,0,148,159,28006991,176144.5975,148,159,28006991,176144.5975
"Taunton","Bristol","MA","2006",12,"Taunton",89,89,16874750,9,18,2054000,4,12,1365000,0,0,0,89,89,16874750,9,18,2054000,4,12,1365000,0,0,0,102,119,20293750,170535.7143,102,119,20293750,170535.7143
"Taunton","Bristol","MA","2007",12,"Taunton",68,68,13199780,10,20,2555000,4,12,1425000,0,0,0,68,68,13199780,10,20,2555000,4,12,1425000,0,0,0,82,100,17179780,171797.8,82,100,17179780,171797.8
"Taunton","Bristol","MA","2008",12,"Taunton",43,43,8303750,4,8,980000,0,0,0,0,0,0,43,43,8303750,4,8,980000,0,0,0,0,0,0,47,51,9283750,182034.3137,47,51,9283750,182034.3137
"Taunton","Bristol","MA","2009",12,"Taunton",50,50,8508781,5,10,838350,0,0,0,0,0,0,50,50,8508781,5,10,838350,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Taunton","Bristol","MA","2010",12,"Taunton",55,55,7857403,2,4,337500,0,0,0,0,0,0,55,55,7857403,2,4,337500,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Taunton","Bristol","MA","2011",12,"Taunton",29,29,3892915,1,2,168000,0,0,0,0,0,0,29,29,3892915,1,2,168000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westport","Bristol","MA","2000",12,"Westport town",73,73,12760249,0,0,0,0,0,0,0,0,0,73,73,12760249,0,0,0,0,0,0,0,0,0,73,73,12760249,174797.9315,73,73,12760249,174797.9315
"Westport","Bristol","MA","2001",12,"Westport town",67,67,13599094,0,0,0,0,0,0,0,0,0,67,67,13599094,0,0,0,0,0,0,0,0,0,67,67,13599094,202971.5522,67,67,13599094,202971.5522
"Westport","Bristol","MA","2002",11,"Westport town",38,38,7860641,0,0,0,0,0,0,0,0,0,33,33,6845783,0,0,0,0,0,0,0,0,0,38,38,7860641,206858.9737,33,33,6845783,207447.9697
"Westport","Bristol","MA","2003",12,"Westport town",49,49,11248449,0,0,0,0,0,0,1,36,1700000,49,49,11248449,0,0,0,0,0,0,1,36,1700000,50,85,12948449,152334.6941,50,85,12948449,152334.6941
"Westport","Bristol","MA","2004",12,"Westport town",111,111,25421448,15,30,3993600,0,0,0,2,84,5208000,111,111,25421448,15,30,3993600,0,0,0,2,84,5208000,128,225,34623048,153880.2133,128,225,34623048,153880.2133
"Westport","Bristol","MA","2005",12,"Westport town",95,95,14272068,0,0,0,0,0,0,0,0,0,95,95,14272068,0,0,0,0,0,0,0,0,0,95,95,14272068,150232.2947,95,95,14272068,150232.2947
"Westport","Bristol","MA","2006",2,"Westport town",67,67,10085562,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,67,67,10085562,150530.7761,0,0,20000,NA
"Westport","Bristol","MA","2007",0,"Westport town",53,53,7974250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,7974250,150457.5472,0,0,0,NA
"Westport","Bristol","MA","2008",0,"Westport town",34,34,5116216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,5116216,150476.9412,0,0,0,NA
"Westport","Bristol","MA","2009",0,"Westport town",27,27,4062802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westport","Bristol","MA","2010",0,"Westport town",28,28,4213290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westport","Bristol","MA","2011",0,"Westport town",22,22,3310437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Aquinnah","Dukes","MA","2000",12,"Aquinnah (Gay Head) town",5,5,1795000,0,0,0,0,0,0,0,0,0,5,5,1795000,0,0,0,0,0,0,0,0,0,5,5,1795000,359000,5,5,1795000,359000
"Aquinnah","Dukes","MA","2001",12,"Aquinnah (Gay Head) town",7,7,2766000,0,0,0,0,0,0,0,0,0,7,7,2766000,0,0,0,0,0,0,0,0,0,7,7,2766000,395142.8571,7,7,2766000,395142.8571
"Aquinnah","Dukes","MA","2002",12,"Aquinnah (Gay Head) town",5,5,2230000,0,0,0,0,0,0,0,0,0,5,5,2230000,0,0,0,0,0,0,0,0,0,5,5,2230000,446000,5,5,2230000,446000
"Aquinnah","Dukes","MA","2003",12,"Aquinnah (Gay Head) town",9,9,4850000,0,0,0,0,0,0,0,0,0,9,9,4850000,0,0,0,0,0,0,0,0,0,9,9,4850000,538888.8889,9,9,4850000,538888.8889
"Aquinnah","Dukes","MA","2004",12,"Aquinnah (Gay Head) town",6,6,3038000,0,0,0,0,0,0,0,0,0,6,6,3038000,0,0,0,0,0,0,0,0,0,6,6,3038000,506333.3333,6,6,3038000,506333.3333
"Aquinnah","Dukes","MA","2005",12,"Aquinnah (Gay Head) town",7,7,1390000,0,0,0,0,0,0,0,0,0,7,7,1390000,0,0,0,0,0,0,0,0,0,7,7,1390000,198571.4286,7,7,1390000,198571.4286
"Aquinnah","Dukes","MA","2006",12,"Aquinnah (Gay Head) town",6,6,1565000,0,0,0,0,0,0,0,0,0,6,6,1565000,0,0,0,0,0,0,0,0,0,6,6,1565000,260833.3333,6,6,1565000,260833.3333
"Aquinnah","Dukes","MA","2007",12,"Aquinnah town",9,9,2915000,0,0,0,0,0,0,0,0,0,9,9,2915000,0,0,0,0,0,0,0,0,0,9,9,2915000,323888.8889,9,9,2915000,323888.8889
"Aquinnah","Dukes","MA","2008",12,"Aquinnah town",7,7,3200000,0,0,0,0,0,0,0,0,0,7,7,3200000,0,0,0,0,0,0,0,0,0,7,7,3200000,457142.8571,7,7,3200000,457142.8571
"Aquinnah","Dukes","MA","2009",12,"Aquinnah town",4,4,1175000,0,0,0,0,0,0,0,0,0,4,4,1175000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Aquinnah","Dukes","MA","2010",12,"Aquinnah town",2,2,5e+05,0,0,0,0,0,0,0,0,0,2,2,5e+05,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Aquinnah","Dukes","MA","2011",12,"Aquinnah town",1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Chilmark","Dukes","MA","2000",0,"Chilmark town",36,36,4464467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,4464467,124012.9722,0,0,0,NA
"Chilmark","Dukes","MA","2001",0,"Chilmark town",40,40,4960519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,4960519,124012.975,0,0,0,NA
"Chilmark","Dukes","MA","2002",0,"Chilmark town",44,44,5456571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,5456571,124012.9773,0,0,0,NA
"Chilmark","Dukes","MA","2003",0,"Chilmark town",48,48,5952623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,5952623,124012.9792,0,0,0,NA
"Chilmark","Dukes","MA","2004",0,"Chilmark town",51,51,6324662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,6324662,124012.9804,0,0,0,NA
"Chilmark","Dukes","MA","2005",0,"Chilmark town",46,46,5704597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,5704597,124012.9783,0,0,0,NA
"Chilmark","Dukes","MA","2006",0,"Chilmark town",39,39,4836506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,4836506,124012.9744,0,0,0,NA
"Chilmark","Dukes","MA","2007",0,"Chilmark town",30,30,3720389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,3720389,124012.9667,0,0,0,NA
"Chilmark","Dukes","MA","2008",0,"Chilmark town",21,21,2604272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,2604272,124012.9524,0,0,0,NA
"Chilmark","Dukes","MA","2009",0,"Chilmark town",17,17,2108220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Chilmark","Dukes","MA","2010",0,"Chilmark town",17,17,2108220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Chilmark","Dukes","MA","2011",0,"Chilmark town",12,12,1488155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Edgartown","Dukes","MA","2000",0,"Edgartown town",58,58,6378782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,6378782,109979,0,0,0,NA
"Edgartown","Dukes","MA","2001",0,"Edgartown town",58,58,6378782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,6378782,109979,0,0,0,NA
"Edgartown","Dukes","MA","2002",0,"Edgartown town",67,67,7368593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,7368593,109979,0,0,0,NA
"Edgartown","Dukes","MA","2003",0,"Edgartown town",66,66,7258614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,7258614,109979,0,0,0,NA
"Edgartown","Dukes","MA","2004",0,"Edgartown town",87,87,9568173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,9568173,109979,0,0,0,NA
"Edgartown","Dukes","MA","2005",0,"Edgartown town",70,70,7698530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,7698530,109979,0,0,0,NA
"Edgartown","Dukes","MA","2006",0,"Edgartown town",63,63,6928677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,6928677,109979,0,0,0,NA
"Edgartown","Dukes","MA","2007",0,"Edgartown town",50,50,5498950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,5498950,109979,0,0,0,NA
"Edgartown","Dukes","MA","2008",12,"Edgartown town",30,30,16934000,1,2,250000,1,3,350000,0,0,0,30,30,16934000,1,2,250000,1,3,350000,0,0,0,32,35,17534000,500971.4286,32,35,17534000,500971.4286
"Edgartown","Dukes","MA","2009",12,"Edgartown town",41,41,29330500,0,0,0,0,0,0,0,0,0,41,41,29330500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Edgartown","Dukes","MA","2010",12,"Edgartown town",50,50,27403000,0,0,0,0,0,0,0,0,0,50,50,27403000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Edgartown","Dukes","MA","2011",12,"Edgartown town",36,36,24460225,0,0,0,0,0,0,0,0,0,36,36,24460225,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Gosnold","Dukes","MA","2000",12,"Gosnold town",1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,250000,1,1,250000,250000
"Gosnold","Dukes","MA","2001",12,"Gosnold town",2,2,525000,0,0,0,0,0,0,0,0,0,2,2,525000,0,0,0,0,0,0,0,0,0,2,2,525000,262500,2,2,525000,262500
"Gosnold","Dukes","MA","2002",0,"Gosnold town",2,2,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,525000,262500,0,0,0,NA
"Gosnold","Dukes","MA","2003",0,"Gosnold town",2,2,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,525000,262500,0,0,0,NA
"Gosnold","Dukes","MA","2004",0,"Gosnold town",2,2,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,525000,262500,0,0,0,NA
"Gosnold","Dukes","MA","2005",12,"Gosnold town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"Gosnold","Dukes","MA","2006",12,"Gosnold town",1,1,7e+05,0,0,0,0,0,0,0,0,0,1,1,7e+05,0,0,0,0,0,0,0,0,0,1,1,7e+05,7e+05,1,1,7e+05,7e+05
"Gosnold","Dukes","MA","2007",12,"Gosnold town",1,1,420000,0,0,0,0,0,0,0,0,0,1,1,420000,0,0,0,0,0,0,0,0,0,1,1,420000,420000,1,1,420000,420000
"Gosnold","Dukes","MA","2008",12,"Gosnold town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"Gosnold","Dukes","MA","2009",12,"Gosnold town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Gosnold","Dukes","MA","2010",12,"Gosnold town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Gosnold","Dukes","MA","2011",12,"Gosnold town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Dukes","MA","2000",NA,"Dukes County",219,219,30930224,0,0,0,0,0,0,2,27,2419939,125,125,20086975,0,0,0,0,0,0,2,27,2419939,221,246,33350163,135569.7683,127,152,22506914,148071.8026
NA,"Dukes","MA","2001",NA,"Dukes County",195,195,34516869,0,0,0,0,0,0,0,0,0,97,97,23177568,0,0,0,0,0,0,0,0,0,195,195,34516869,177009.5846,97,97,23177568,238944
NA,"Dukes","MA","2002",NA,"Dukes County",210,210,29716958,0,0,0,0,0,0,0,0,0,83,83,13865500,0,0,0,0,0,0,0,0,0,210,210,29716958,141509.3238,83,83,13865500,167054.2169
NA,"Dukes","MA","2003",NA,"Dukes County",237,237,48731047,1,2,290000,0,0,0,0,0,0,118,118,34489946,1,2,290000,0,0,0,0,0,0,238,239,49021047,205108.9833,119,120,34779946,289832.8833
NA,"Dukes","MA","2004",NA,"Dukes County",255,255,46814990,0,0,0,0,0,0,0,0,0,73,73,22833709,0,0,0,0,0,0,0,0,0,255,255,46814990,183588.1961,73,73,22833709,312790.5342
NA,"Dukes","MA","2005",NA,"Dukes County",237,237,40333000,0,0,0,0,0,0,0,0,0,121,121,26929873,0,0,0,0,0,0,0,0,0,237,237,40333000,170181.4346,121,121,26929873,222560.9339
NA,"Dukes","MA","2006",NA,"Dukes County",184,184,32636133,0,0,0,0,0,0,0,0,0,41,41,14480929,0,0,0,0,0,0,0,0,0,184,184,32636133,177370.288,41,41,14480929,353193.3902
NA,"Dukes","MA","2007",NA,"Dukes County",186,186,45655056,0,0,0,0,0,0,0,0,0,75,75,31604238,0,0,0,0,0,0,0,0,0,186,186,45655056,245457.2903,75,75,31604238,421389.84
NA,"Dukes","MA","2008",NA,"Dukes County",119,119,43831480,1,2,250000,1,3,350000,0,0,0,58,58,24631426,1,2,250000,1,3,350000,0,0,0,121,124,44431480,358318.3871,60,63,25231426,400498.8254
NA,"Dukes","MA","2009",NA,"Dukes County",107,107,44308240,0,0,0,0,0,0,0,0,0,73,73,39550500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Dukes","MA","2010",NA,"Dukes County",113,113,58711452,0,0,0,0,0,0,0,0,0,64,64,52622858,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Dukes","MA","2011",NA,"Dukes County",89,89,33626225,0,0,0,0,0,0,0,0,0,77,77,32138070,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Oak Bluffs","Dukes","MA","2000",12,"Oak Bluffs town",33,33,5620210,0,0,0,0,0,0,2,27,2419939,33,33,5620210,0,0,0,0,0,0,2,27,2419939,35,60,8040149,134002.4833,35,60,8040149,134002.4833
"Oak Bluffs","Dukes","MA","2001",12,"Oak Bluffs town",35,35,9504768,0,0,0,0,0,0,0,0,0,35,35,9504768,0,0,0,0,0,0,0,0,0,35,35,9504768,271564.8,35,35,9504768,271564.8
"Oak Bluffs","Dukes","MA","2002",11,"Oak Bluffs town",31,31,5216930,0,0,0,0,0,0,0,0,0,29,29,4673800,0,0,0,0,0,0,0,0,0,31,31,5216930,168288.0645,29,29,4673800,161165.5172
"Oak Bluffs","Dukes","MA","2003",11,"Oak Bluffs town",36,36,8102124,1,2,290000,0,0,0,0,0,0,33,33,7597260,1,2,290000,0,0,0,0,0,0,37,38,8392124,220845.3684,34,35,7887260,225350.2857
"Oak Bluffs","Dukes","MA","2004",8,"Oak Bluffs town",39,39,7727342,0,0,0,0,0,0,0,0,0,25,25,4803600,0,0,0,0,0,0,0,0,0,39,39,7727342,198136.9744,25,25,4803600,192144
"Oak Bluffs","Dukes","MA","2005",12,"Oak Bluffs town",49,49,10960873,0,0,0,0,0,0,0,0,0,49,49,10960873,0,0,0,0,0,0,0,0,0,49,49,10960873,223691.2857,49,49,10960873,223691.2857
"Oak Bluffs","Dukes","MA","2006",12,"Oak Bluffs town",20,20,4676929,0,0,0,0,0,0,0,0,0,20,20,4676929,0,0,0,0,0,0,0,0,0,20,20,4676929,233846.45,20,20,4676929,233846.45
"Oak Bluffs","Dukes","MA","2007",12,"Oak Bluffs town",40,40,9981750,0,0,0,0,0,0,0,0,0,40,40,9981750,0,0,0,0,0,0,0,0,0,40,40,9981750,249543.75,40,40,9981750,249543.75
"Oak Bluffs","Dukes","MA","2008",12,"Oak Bluffs town",21,21,4497426,0,0,0,0,0,0,0,0,0,21,21,4497426,0,0,0,0,0,0,0,0,0,21,21,4497426,214163.1429,21,21,4497426,214163.1429
"Oak Bluffs","Dukes","MA","2009",12,"Oak Bluffs town",14,14,1175000,0,0,0,0,0,0,0,0,0,14,14,1175000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Oak Bluffs","Dukes","MA","2010",0,"Oak Bluffs town",14,14,1175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Oak Bluffs","Dukes","MA","2011",12,"Oak Bluffs town",13,13,968000,0,0,0,0,0,0,0,0,0,13,13,968000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Tisbury","Dukes","MA","2000",12,"Tisbury town",33,33,6168857,0,0,0,0,0,0,0,0,0,33,33,6168857,0,0,0,0,0,0,0,0,0,33,33,6168857,186935.0606,33,33,6168857,186935.0606
