"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total Buildings- Reported plus Imputed Data","Total Units- Reported plus Imputed Data","Total Valuation- Reported plus Imputed Data","Average Valuation Per Unit- Reported plus Imputed Data","Total Buildings- Reported Data Only","Total Units- Reported Data Only","Total Valuation- Reported Data Only","Average Valuation Per Unit- Reported Data Only"
"Fairhaven","Bristol","MA","2007",12,"Fairhaven town",21,21,5234000,0,0,0,0,0,0,0,0,0,21,21,5234000,0,0,0,0,0,0,0,0,0,21,21,5234000,249238.0952,21,21,5234000,249238.0952
"Fairhaven","Bristol","MA","2008",12,"Fairhaven town",8,8,1265000,0,0,0,0,0,0,0,0,0,8,8,1265000,0,0,0,0,0,0,0,0,0,8,8,1265000,158125,8,8,1265000,158125
"Fairhaven","Bristol","MA","2009",12,"Fairhaven town",12,12,1975000,0,0,0,0,0,0,0,0,0,12,12,1975000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Fairhaven","Bristol","MA","2010",12,"Fairhaven town",8,8,1213000,0,0,0,0,0,0,0,0,0,8,8,1213000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Fairhaven","Bristol","MA","2011",12,"Fairhaven town",12,12,1975000,0,0,0,0,0,0,0,0,0,12,12,1975000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Fall River","Bristol","MA","2000",0,"Fall River",119,119,7050967,21,42,1580232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,161,8631199,53609.9317,0,0,0,NA
"Fall River","Bristol","MA","2001",0,"Fall River",108,108,6399216,24,48,1805979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,156,8205195,52597.4038,0,0,0,NA
"Fall River","Bristol","MA","2002",3,"Fall River",104,104,6448416,17,34,1279233,0,0,0,0,0,0,19,19,1412000,0,0,0,0,0,0,0,0,0,121,138,7727649,55997.4565,19,19,1412000,74315.7895
"Fall River","Bristol","MA","2003",3,"Fall River",103,103,6590320,15,30,1128735,0,0,0,0,0,0,23,23,1630000,0,0,0,0,0,0,0,0,0,118,133,7719055,58038.0075,23,23,1630000,70869.5652
"Fall River","Bristol","MA","2004",9,"Fall River",148,148,12705237,6,12,471245,1,3,164000,2,21,1015000,125,125,11233611,1,2,95000,1,3,164000,2,21,1015000,157,184,14355482,78018.9239,129,151,12507611,82831.8609
"Fall River","Bristol","MA","2005",12,"Fall River",203,203,19589256,2,4,230541,7,25,2288750,4,58,1920000,189,189,18387409,1,2,152000,7,25,2288750,4,58,1920000,216,290,24028547,82857.0586,201,274,22748159,83022.4781
"Fall River","Bristol","MA","2006",12,"Fall River",133,133,15206200,3,6,465000,14,42,2438000,0,0,0,133,133,15206200,3,6,465000,14,42,2438000,0,0,0,150,181,18109200,100050.8287,150,181,18109200,100050.8287
"Fall River","Bristol","MA","2007",12,"Fall River",133,133,14079851,2,4,325000,10,31,2474500,0,0,0,133,133,14079851,2,4,325000,10,31,2474500,0,0,0,145,168,16879351,100472.3274,145,168,16879351,100472.3274
"Fall River","Bristol","MA","2008",12,"Fall River",42,42,4899780,2,4,320000,1,3,114000,1,6,450000,42,42,4899780,2,4,320000,1,3,114000,1,6,450000,46,55,5783780,105159.6364,46,55,5783780,105159.6364
"Fall River","Bristol","MA","2009",8,"Fall River",46,46,4846575,0,0,0,1,3,310000,0,0,0,35,35,3563300,0,0,0,1,3,310000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Fall River","Bristol","MA","2010",4,"Fall River",48,48,4926412,0,0,0,2,6,620000,0,0,0,13,13,1238800,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Fall River","Bristol","MA","2011",0,"Fall River",39,39,4029978,0,0,0,2,6,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Freetown","Bristol","MA","2000",12,"Freetown town",43,43,6019667,1,2,230000,0,0,0,0,0,0,43,43,6019667,1,2,230000,0,0,0,0,0,0,44,45,6249667,138881.4889,44,45,6249667,138881.4889
"Freetown","Bristol","MA","2001",11,"Freetown town",31,31,4492319,0,0,0,0,0,0,0,0,0,27,27,3932350,0,0,0,0,0,0,0,0,0,31,31,4492319,144913.5161,27,27,3932350,145642.5926
"Freetown","Bristol","MA","2002",12,"Freetown town",53,53,9278038,0,0,0,0,0,0,0,0,0,53,53,9278038,0,0,0,0,0,0,0,0,0,53,53,9278038,175057.3208,53,53,9278038,175057.3208
"Freetown","Bristol","MA","2003",12,"Freetown town",57,57,9771018,0,0,0,0,0,0,0,0,0,57,57,9771018,0,0,0,0,0,0,0,0,0,57,57,9771018,171421.3684,57,57,9771018,171421.3684
"Freetown","Bristol","MA","2004",12,"Freetown town",41,41,6995584,0,0,0,0,0,0,0,0,0,41,41,6995584,0,0,0,0,0,0,0,0,0,41,41,6995584,170624,41,41,6995584,170624
"Freetown","Bristol","MA","2005",12,"Freetown town",25,25,4927105,0,0,0,0,0,0,0,0,0,25,25,4927105,0,0,0,0,0,0,0,0,0,25,25,4927105,197084.2,25,25,4927105,197084.2
"Freetown","Bristol","MA","2006",12,"Freetown town",22,22,3758800,0,0,0,0,0,0,0,0,0,22,22,3758800,0,0,0,0,0,0,0,0,0,22,22,3758800,170854.5455,22,22,3758800,170854.5455
"Freetown","Bristol","MA","2007",12,"Freetown town",18,18,3402400,0,0,0,0,0,0,0,0,0,18,18,3402400,0,0,0,0,0,0,0,0,0,18,18,3402400,189022.2222,18,18,3402400,189022.2222
"Freetown","Bristol","MA","2008",12,"Freetown town",15,15,2637423,0,0,0,0,0,0,0,0,0,15,15,2637423,0,0,0,0,0,0,0,0,0,15,15,2637423,175828.2,15,15,2637423,175828.2
"Freetown","Bristol","MA","2009",12,"Freetown town",16,16,2922450,0,0,0,0,0,0,0,0,0,16,16,2922450,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Freetown","Bristol","MA","2010",12,"Freetown town",11,11,1719189,0,0,0,0,0,0,0,0,0,11,11,1719189,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Freetown","Bristol","MA","2011",12,"Freetown town",14,14,1952300,0,0,0,0,0,0,0,0,0,14,14,1952300,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Mansfield","Bristol","MA","2000",12,"Mansfield town",59,59,17557000,3,6,180000,0,0,0,2,12,270000,59,59,17557000,3,6,180000,0,0,0,2,12,270000,64,77,18007000,233857.1429,64,77,18007000,233857.1429
"Mansfield","Bristol","MA","2001",12,"Mansfield town",42,42,14799000,0,0,0,0,0,0,0,0,0,42,42,14799000,0,0,0,0,0,0,0,0,0,42,42,14799000,352357.1429,42,42,14799000,352357.1429
"Mansfield","Bristol","MA","2002",12,"Mansfield town",44,44,14835000,1,2,3e+05,1,3,365000,5,30,3225781,44,44,14835000,1,2,3e+05,1,3,365000,5,30,3225781,51,79,18725781,237035.2025,51,79,18725781,237035.2025
"Mansfield","Bristol","MA","2003",12,"Mansfield town",25,25,9095000,1,2,3e+05,0,0,0,0,0,0,25,25,9095000,1,2,3e+05,0,0,0,0,0,0,26,27,9395000,347962.963,26,27,9395000,347962.963
"Mansfield","Bristol","MA","2004",12,"Mansfield town",33,33,9231000,0,0,0,0,0,0,4,56,2470150,33,33,9231000,0,0,0,0,0,0,4,56,2470150,37,89,11701150,131473.5955,37,89,11701150,131473.5955
"Mansfield","Bristol","MA","2005",12,"Mansfield town",28,28,9708500,0,0,0,0,0,0,6,96,7566630,28,28,9708500,0,0,0,0,0,0,6,96,7566630,34,124,17275130,139315.5645,34,124,17275130,139315.5645
"Mansfield","Bristol","MA","2006",12,"Mansfield town",18,18,5404800,0,0,0,1,4,472004,3,21,2252614,18,18,5404800,0,0,0,1,4,472004,3,21,2252614,22,43,8129418,189056.2326,22,43,8129418,189056.2326
"Mansfield","Bristol","MA","2007",12,"Mansfield town",9,9,1856500,1,2,250000,0,0,0,7,200,15310355,9,9,1856500,1,2,250000,0,0,0,7,200,15310355,17,211,17416855,82544.3365,17,211,17416855,82544.3365
"Mansfield","Bristol","MA","2008",12,"Mansfield town",5,5,1175000,3,6,555000,1,3,225000,0,0,0,5,5,1175000,3,6,555000,1,3,225000,0,0,0,9,14,1955000,139642.8571,9,14,1955000,139642.8571
"Mansfield","Bristol","MA","2009",12,"Mansfield town",11,11,3369093,0,0,0,0,0,0,0,0,0,11,11,3369093,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Mansfield","Bristol","MA","2010",11,"Mansfield town",10,10,2475262,0,0,0,0,0,0,1,7,656240,8,8,1862700,0,0,0,0,0,0,1,7,656240,NA,NA,NA,NA,NA,NA,NA,NA
"Mansfield","Bristol","MA","2011",12,"Mansfield town",11,11,2186020,0,0,0,0,0,0,2,46,3232750,11,11,2186020,0,0,0,0,0,0,2,46,3232750,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Bristol","MA","2000",NA,"Bristol County",1526,1526,205526367,46,92,4209506,0,0,0,6,32,1070000,1068,1068,166151854,15,30,1635000,0,0,0,2,12,270000,1578,1650,210805873,127761.1352,1085,1110,168056854,151402.5712
NA,"Bristol","MA","2001",NA,"Bristol County",1337,1337,192827966,48,96,5345271,2,8,320000,10,54,3140000,880,880,149533028,16,32,2743862,2,8,320000,3,19,1740000,1397,1495,201633237,134871.7304,901,939,154336890,164363.0351
NA,"Bristol","MA","2002",NA,"Bristol County",1540,1540,238725962,32,64,3652227,7,27,2119000,8,72,5722781,1222,1222,204217440,15,30,2372994,7,27,2119000,8,72,5722781,1587,1703,250219970,146928.9313,1252,1351,214432215,158721.1066
NA,"Bristol","MA","2003",NA,"Bristol County",1390,1390,210823790,27,54,3109869,1,3,180000,9,302,17342188,994,994,158740319,12,24,1981134,1,3,180000,6,284,16272045,1427,1749,231455847,132336.1046,1013,1305,177173498,135765.1326
NA,"Bristol","MA","2004",NA,"Bristol County",1500,1500,276714766,27,54,5366345,12,42,3048400,18,282,14226464,1311,1311,244298658,22,44,4990100,12,42,3048400,17,277,13929202,1557,1878,299355975,159401.4776,1362,1674,266266360,159059.9522
NA,"Bristol","MA","2005",NA,"Bristol County",1394,1394,253626190,28,56,4709041,23,75,9209750,18,292,16427630,1255,1255,229753219,27,54,4630500,23,75,9209750,17,284,16123130,1463,1817,283972611,156286.5223,1322,1668,259716599,155705.3951
NA,"Bristol","MA","2006",NA,"Bristol County",1030,1030,194027420,23,46,4978000,21,66,5179004,13,173,12760973,919,919,173020877,23,46,4978000,21,66,5179004,13,173,12760973,1087,1315,216945397,164977.4882,976,1204,195938854,162739.912
NA,"Bristol","MA","2007",NA,"Bristol County",846,846,166013559,18,36,4539000,20,65,5788500,7,200,15310355,777,777,153906157,18,36,4539000,20,65,5788500,7,200,15310355,891,1147,191651414,167089.2886,822,1078,179544012,166552.8868
NA,"Bristol","MA","2008",NA,"Bristol County",494,494,103038276,15,30,2993000,3,10,1107000,1,6,450000,458,458,97492375,15,30,2993000,3,10,1107000,1,6,450000,513,540,107588276,199237.5481,477,504,102042375,202465.0298
NA,"Bristol","MA","2009",NA,"Bristol County",454,454,88413458,8,16,1383350,2,6,626000,0,0,0,398,398,80244387,7,14,1283350,2,6,626000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Bristol","MA","2010",NA,"Bristol County",478,478,88540975,3,6,537500,4,14,1232000,1,7,656240,386,386,72875774,3,6,537500,2,8,612000,1,7,656240,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Bristol","MA","2011",NA,"Bristol County",392,392,78701124,3,6,469600,8,29,2400000,3,51,4213414,313,313,65624064,3,6,469600,6,23,1780000,3,51,4213414,NA,NA,NA,NA,NA,NA,NA,NA
"New Bedford","Bristol","MA","2000",12,"New Bedford",82,82,5242076,0,0,0,0,0,0,0,0,0,82,82,5242076,0,0,0,0,0,0,0,0,0,82,82,5242076,63927.7561,82,82,5242076,63927.7561
"New Bedford","Bristol","MA","2001",11,"New Bedford",59,59,4281197,1,2,95000,1,4,120000,0,0,0,54,54,3961558,1,2,95000,1,4,120000,0,0,0,61,65,4496197,69172.2615,56,60,4176558,69609.3
"New Bedford","Bristol","MA","2002",12,"New Bedford",66,66,5077500,1,2,81000,0,0,0,3,42,2497000,66,66,5077500,1,2,81000,0,0,0,3,42,2497000,70,110,7655500,69595.4545,70,110,7655500,69595.4545
"New Bedford","Bristol","MA","2003",7,"New Bedford",161,161,12314023,0,0,0,0,0,0,3,18,1070143,132,132,10083000,0,0,0,0,0,0,0,0,0,164,179,13384166,74771.8771,132,132,10083000,76386.3636
"New Bedford","Bristol","MA","2004",11,"New Bedford",70,70,10668693,1,2,72000,0,0,0,6,57,3097314,66,66,10360966,1,2,72000,0,0,0,5,52,2800052,77,129,13838007,107271.3721,72,120,13233018,110275.15
"New Bedford","Bristol","MA","2005",12,"New Bedford",60,60,7654859,9,18,1277000,0,0,0,4,102,4407500,60,60,7654859,9,18,1277000,0,0,0,4,102,4407500,73,180,13339359,74107.55,73,180,13339359,74107.55
"New Bedford","Bristol","MA","2006",12,"New Bedford",51,51,6905120,2,4,305000,0,0,0,4,72,6150000,51,51,6905120,2,4,305000,0,0,0,4,72,6150000,57,127,13360120,105197.7953,57,127,13360120,105197.7953
"New Bedford","Bristol","MA","2007",12,"New Bedford",93,93,11796990,2,4,3e+05,2,6,3e+05,0,0,0,93,93,11796990,2,4,3e+05,2,6,3e+05,0,0,0,97,103,12396990,120359.1262,97,103,12396990,120359.1262
"New Bedford","Bristol","MA","2008",12,"New Bedford",33,33,4206900,1,2,1e+05,0,0,0,0,0,0,33,33,4206900,1,2,1e+05,0,0,0,0,0,0,34,35,4306900,123054.2857,34,35,4306900,123054.2857
"New Bedford","Bristol","MA","2009",7,"New Bedford",33,33,4102801,1,2,1e+05,0,0,0,0,0,0,22,22,2700500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"New Bedford","Bristol","MA","2010",12,"New Bedford",16,16,2296496,0,0,0,0,0,0,0,0,0,16,16,2296496,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"New Bedford","Bristol","MA","2011",12,"New Bedford",17,17,2096300,0,0,0,0,0,0,0,0,0,17,17,2096300,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"North Attleborough","Bristol","MA","2000",12,"North Attleborough town",92,92,18549000,0,0,0,0,0,0,0,0,0,92,92,18549000,0,0,0,0,0,0,0,0,0,92,92,18549000,201619.5652,92,92,18549000,201619.5652
"North Attleborough","Bristol","MA","2001",12,"North Attleborough town",130,130,28834000,0,0,0,0,0,0,0,0,0,130,130,28834000,0,0,0,0,0,0,0,0,0,130,130,28834000,221800,130,130,28834000,221800
"North Attleborough","Bristol","MA","2002",12,"North Attleborough town",121,121,29559300,0,0,0,0,0,0,0,0,0,121,121,29559300,0,0,0,0,0,0,0,0,0,121,121,29559300,244291.7355,121,121,29559300,244291.7355
"North Attleborough","Bristol","MA","2003",6,"North Attleborough town",107,107,26061418,0,0,0,0,0,0,0,0,0,45,45,10915330,0,0,0,0,0,0,0,0,0,107,107,26061418,243564.6542,45,45,10915330,242562.8889
"North Attleborough","Bristol","MA","2004",0,"North Attleborough town",116,116,28273858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,28273858,243740.1552,0,0,0,NA
"North Attleborough","Bristol","MA","2005",12,"North Attleborough town",6,6,1132105,1,2,154500,4,14,2550000,2,12,1620000,6,6,1132105,1,2,154500,4,14,2550000,2,12,1620000,13,34,5456605,160488.3824,13,34,5456605,160488.3824
"North Attleborough","Bristol","MA","2006",12,"North Attleborough town",43,43,16929352,0,0,0,0,0,0,2,56,2700000,43,43,16929352,0,0,0,0,0,0,2,56,2700000,45,99,19629352,198276.2828,45,99,19629352,198276.2828
"North Attleborough","Bristol","MA","2007",12,"North Attleborough town",26,26,8435600,0,0,0,1,4,673000,0,0,0,26,26,8435600,0,0,0,1,4,673000,0,0,0,27,30,9108600,303620,27,30,9108600,303620
"North Attleborough","Bristol","MA","2008",12,"North Attleborough town",16,16,3528430,1,2,250000,0,0,0,0,0,0,16,16,3528430,1,2,250000,0,0,0,0,0,0,17,18,3778430,209912.7778,17,18,3778430,209912.7778
"North Attleborough","Bristol","MA","2009",12,"North Attleborough town",24,24,6054410,0,0,0,0,0,0,0,0,0,24,24,6054410,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"North Attleborough","Bristol","MA","2010",12,"North Attleborough town",19,19,4470131,0,0,0,0,0,0,0,0,0,19,19,4470131,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"North Attleborough","Bristol","MA","2011",12,"North Attleborough town",16,16,3834780,0,0,0,0,0,0,0,0,0,16,16,3834780,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Norton","Bristol","MA","2000",12,"Norton town",85,85,13503210,0,0,0,0,0,0,0,0,0,85,85,13503210,0,0,0,0,0,0,0,0,0,85,85,13503210,158861.2941,85,85,13503210,158861.2941
"Norton","Bristol","MA","2001",12,"Norton town",42,42,6521150,1,2,3e+05,0,0,0,2,11,1440000,42,42,6521150,1,2,3e+05,0,0,0,2,11,1440000,45,55,8261150,150202.7273,45,55,8261150,150202.7273
"Norton","Bristol","MA","2002",12,"Norton town",167,167,23430500,1,2,4e+05,0,0,0,0,0,0,167,167,23430500,1,2,4e+05,0,0,0,0,0,0,168,169,23830500,141008.8757,168,169,23830500,141008.8757
"Norton","Bristol","MA","2003",12,"Norton town",93,93,15545350,0,0,0,0,0,0,0,0,0,93,93,15545350,0,0,0,0,0,0,0,0,0,93,93,15545350,167154.3011,93,93,15545350,167154.3011
"Norton","Bristol","MA","2004",12,"Norton town",79,79,15432400,0,0,0,0,0,0,0,0,0,79,79,15432400,0,0,0,0,0,0,0,0,0,79,79,15432400,195346.8354,79,79,15432400,195346.8354
"Norton","Bristol","MA","2005",12,"Norton town",89,89,20142149,0,0,0,0,0,0,0,0,0,89,89,20142149,0,0,0,0,0,0,0,0,0,89,89,20142149,226316.2809,89,89,20142149,226316.2809
"Norton","Bristol","MA","2006",12,"Norton town",57,57,11847445,0,0,0,0,0,0,0,0,0,57,57,11847445,0,0,0,0,0,0,0,0,0,57,57,11847445,207849.9123,57,57,11847445,207849.9123
"Norton","Bristol","MA","2007",12,"Norton town",57,57,12246020,0,0,0,0,0,0,0,0,0,57,57,12246020,0,0,0,0,0,0,0,0,0,57,57,12246020,214842.4561,57,57,12246020,214842.4561
"Norton","Bristol","MA","2008",11,"Norton town",34,34,7342495,0,0,0,0,0,0,0,0,0,32,32,6912810,0,0,0,0,0,0,0,0,0,34,34,7342495,215955.7353,32,32,6912810,216025.3125
"Norton","Bristol","MA","2009",11,"Norton town",16,16,3298451,0,0,0,0,0,0,0,0,0,14,14,2866540,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Norton","Bristol","MA","2010",12,"Norton town",21,21,4869546,0,0,0,0,0,0,0,0,0,21,21,4869546,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Norton","Bristol","MA","2011",12,"Norton town",11,11,2841475,0,0,0,0,0,0,1,5,980664,11,11,2841475,0,0,0,0,0,0,1,5,980664,NA,NA,NA,NA,NA,NA,NA,NA
"Raynham","Bristol","MA","2000",2,"Raynham town",71,71,8984718,0,0,0,0,0,0,0,0,0,20,20,2914050,0,0,0,0,0,0,0,0,0,71,71,8984718,126545.3239,20,20,2914050,145702.5
"Raynham","Bristol","MA","2001",12,"Raynham town",79,79,11644917,0,0,0,1,4,2e+05,1,8,3e+05,79,79,11644917,0,0,0,1,4,2e+05,1,8,3e+05,81,91,12144917,133460.6264,81,91,12144917,133460.6264
"Raynham","Bristol","MA","2002",12,"Raynham town",109,109,15623822,0,0,0,0,0,0,0,0,0,109,109,15623822,0,0,0,0,0,0,0,0,0,109,109,15623822,143337.8165,109,109,15623822,143337.8165
"Raynham","Bristol","MA","2003",12,"Raynham town",78,78,10400633,0,0,0,0,0,0,4,240,13805000,78,78,10400633,0,0,0,0,0,0,4,240,13805000,82,318,24205633,76118.3428,82,318,24205633,76118.3428
"Raynham","Bristol","MA","2004",12,"Raynham town",122,122,16922205,0,0,0,0,0,0,0,0,0,122,122,16922205,0,0,0,0,0,0,0,0,0,122,122,16922205,138706.5984,122,122,16922205,138706.5984
"Raynham","Bristol","MA","2005",12,"Raynham town",111,111,18682835,0,0,0,0,0,0,0,0,0,111,111,18682835,0,0,0,0,0,0,0,0,0,111,111,18682835,168313.8288,111,111,18682835,168313.8288
"Raynham","Bristol","MA","2006",12,"Raynham town",43,43,8326330,0,0,0,0,0,0,0,0,0,43,43,8326330,0,0,0,0,0,0,0,0,0,43,43,8326330,193635.5814,43,43,8326330,193635.5814
"Raynham","Bristol","MA","2007",12,"Raynham town",29,29,6262904,0,0,0,0,0,0,0,0,0,29,29,6262904,0,0,0,0,0,0,0,0,0,29,29,6262904,215962.2069,29,29,6262904,215962.2069
"Raynham","Bristol","MA","2008",12,"Raynham town",20,20,4515900,0,0,0,0,0,0,0,0,0,20,20,4515900,0,0,0,0,0,0,0,0,0,20,20,4515900,225795,20,20,4515900,225795
"Raynham","Bristol","MA","2009",12,"Raynham town",9,9,1760962,0,0,0,0,0,0,0,0,0,9,9,1760962,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Raynham","Bristol","MA","2010",12,"Raynham town",24,24,4191605,0,0,0,0,0,0,0,0,0,24,24,4191605,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Raynham","Bristol","MA","2011",12,"Raynham town",19,19,3394700,0,0,0,0,0,0,0,0,0,19,19,3394700,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Rehoboth","Bristol","MA","2000",12,"Rehoboth town",102,102,15674152,0,0,0,0,0,0,0,0,0,102,102,15674152,0,0,0,0,0,0,0,0,0,102,102,15674152,153668.1569,102,102,15674152,153668.1569
"Rehoboth","Bristol","MA","2001",12,"Rehoboth town",63,63,11982670,0,0,0,0,0,0,0,0,0,63,63,11982670,0,0,0,0,0,0,0,0,0,63,63,11982670,190201.1111,63,63,11982670,190201.1111
"Rehoboth","Bristol","MA","2002",12,"Rehoboth town",93,93,17001116,0,0,0,0,0,0,0,0,0,93,93,17001116,0,0,0,0,0,0,0,0,0,93,93,17001116,182807.6989,93,93,17001116,182807.6989
"Rehoboth","Bristol","MA","2003",12,"Rehoboth town",81,81,16419500,0,0,0,0,0,0,0,0,0,81,81,16419500,0,0,0,0,0,0,0,0,0,81,81,16419500,202709.8765,81,81,16419500,202709.8765
"Rehoboth","Bristol","MA","2004",12,"Rehoboth town",90,90,21922650,0,0,0,0,0,0,0,0,0,90,90,21922650,0,0,0,0,0,0,0,0,0,90,90,21922650,243585,90,90,21922650,243585
"Rehoboth","Bristol","MA","2005",12,"Rehoboth town",82,82,16709966,0,0,0,0,0,0,0,0,0,82,82,16709966,0,0,0,0,0,0,0,0,0,82,82,16709966,203780.0732,82,82,16709966,203780.0732
"Rehoboth","Bristol","MA","2006",12,"Rehoboth town",81,81,15519626,0,0,0,0,0,0,0,0,0,81,81,15519626,0,0,0,0,0,0,0,0,0,81,81,15519626,191600.321,81,81,15519626,191600.321
"Rehoboth","Bristol","MA","2007",12,"Rehoboth town",46,46,9243979,0,0,0,0,0,0,0,0,0,46,46,9243979,0,0,0,0,0,0,0,0,0,46,46,9243979,200956.0652,46,46,9243979,200956.0652
"Rehoboth","Bristol","MA","2008",12,"Rehoboth town",21,21,5964187,0,0,0,0,0,0,0,0,0,21,21,5964187,0,0,0,0,0,0,0,0,0,21,21,5964187,284008.9048,21,21,5964187,284008.9048
"Rehoboth","Bristol","MA","2009",12,"Rehoboth town",28,28,9629500,0,0,0,0,0,0,0,0,0,28,28,9629500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Rehoboth","Bristol","MA","2010",12,"Rehoboth town",21,21,6917145,0,0,0,0,0,0,0,0,0,21,21,6917145,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Rehoboth","Bristol","MA","2011",12,"Rehoboth town",19,19,3878495,0,0,0,0,0,0,0,0,0,19,19,3878495,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Seekonk","Bristol","MA","2000",12,"Seekonk town",35,35,5748608,0,0,0,0,0,0,0,0,0,35,35,5748608,0,0,0,0,0,0,0,0,0,35,35,5748608,164245.9429,35,35,5748608,164245.9429
"Seekonk","Bristol","MA","2001",0,"Seekonk town",37,37,6077100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,6077100,164245.9459,0,0,0,NA
"Seekonk","Bristol","MA","2002",0,"Seekonk town",42,42,6898330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,6898330,164245.9524,0,0,0,NA
"Seekonk","Bristol","MA","2003",12,"Seekonk town",20,20,4127394,0,0,0,0,0,0,0,0,0,20,20,4127394,0,0,0,0,0,0,0,0,0,20,20,4127394,206369.7,20,20,4127394,206369.7
"Seekonk","Bristol","MA","2004",12,"Seekonk town",38,38,6795550,0,0,0,0,0,0,0,0,0,38,38,6795550,0,0,0,0,0,0,0,0,0,38,38,6795550,178830.2632,38,38,6795550,178830.2632
"Seekonk","Bristol","MA","2005",12,"Seekonk town",43,43,10051791,0,0,0,0,0,0,0,0,0,43,43,10051791,0,0,0,0,0,0,0,0,0,43,43,10051791,233762.5814,43,43,10051791,233762.5814
"Seekonk","Bristol","MA","2006",12,"Seekonk town",31,31,7162850,0,0,0,0,0,0,0,0,0,31,31,7162850,0,0,0,0,0,0,0,0,0,31,31,7162850,231059.6774,31,31,7162850,231059.6774
"Seekonk","Bristol","MA","2007",12,"Seekonk town",58,58,17016918,0,0,0,0,0,0,0,0,0,58,58,17016918,0,0,0,0,0,0,0,0,0,58,58,17016918,293395.1379,58,58,17016918,293395.1379
