"","Municipal","County","State","Region","Five_Year_Range","Pop_25","Margin_Error_Pop","Grad_Pct","Margin_Error_Grad","HS_Pct","Margin_Error_HS","Bachelors_Pct","Margin_Error_Bach","Five_Year_Range"
"287","Hull","Plymouth County","MA","Hull","2006-2010",7847,"277",11.6,2.5,95.3,1.5,35.9,4.7,2010
"654","Hull","Plymouth County","MA","Hull","2007-2011",7929,"211",12.2,2.7,94,1.7,36.7,3.5,2011
"1021","Hull","Plymouth County","MA","Hull","2008-2012",8077,"224",14.9,2.8,94.2,1.9,37.8,4.5,2012
"183","Huntington","Hampshire County","MA","Huntington","2006-2010",1537,"116",11.5,5.6,92.9,2.9,25.3,6.6,2010
"550","Huntington","Hampshire County","MA","Huntington","2007-2011",1600,"101",10.9,4.8,93.8,2.9,24.8,6.1,2011
"917","Huntington","Hampshire County","MA","Huntington","2008-2012",1582,"95",10.4,4.7,94.6,2.7,23.6,5.5,2012
"102","Ipswich","Essex County","MA","Ipswich","2006-2010",9640,"227",20.3,2.9,94.1,1.9,44,3.8,2010
"469","Ipswich","Essex County","MA","Ipswich","2007-2011",9544,"229",22.1,3.6,95.3,1.6,48.1,3.8,2011
"836","Ipswich","Essex County","MA","Ipswich","2008-2012",9848,"267",21,3.1,95.7,1.5,47.7,3.9,2012
"288","Kingston","Plymouth County","MA","Kingston","2006-2010",8495,"255",12.6,2.5,94,2.2,38.6,4.4,2010
"655","Kingston","Plymouth County","MA","Kingston","2007-2011",8607,"285",12.8,2.7,93.5,2.4,37.2,4.5,2011
"1022","Kingston","Plymouth County","MA","Kingston","2008-2012",8608,"288",14.2,3,94.2,2.4,39.1,4.5,2012
"289","Lakeville","Plymouth County","MA","Lakeville","2006-2010",6968,"245",11.7,2.9,95.4,1.8,34.7,3.9,2010
"656","Lakeville","Plymouth County","MA","Lakeville","2007-2011",6890,"228",12.7,3,94.2,2.1,35.7,5.2,2011
"1023","Lakeville","Plymouth County","MA","Lakeville","2008-2012",7151,"186",13.2,3,92,2.4,35.5,3.8,2012
"330","Lancaster","Worcester County","MA","Lancaster","2006-2010",5270,"242",13.5,3,87.2,3.2,32.8,4.7,2010
"697","Lancaster","Worcester County","MA","Lancaster","2007-2011",5369,"244",15.6,3.4,88.5,3,35.6,4.6,2011
"1064","Lancaster","Worcester County","MA","Lancaster","2008-2012",5431,"209",16.6,4.1,90,2.6,34.3,5.4,2012
"43","Lanesborough","Berkshire County","MA","Lanesborough","2006-2010",2321,"118",8,3.6,97.1,1.8,23.5,6,2010
"410","Lanesborough","Berkshire County","MA","Lanesborough","2007-2011",2188,"126",10,4.4,93.5,3,26.8,6.3,2011
"777","Lanesborough","Berkshire County","MA","Lanesborough","2008-2012",2164,"127",10.7,3.6,93.7,3,27.6,6.1,2012
"103","Lawrence","Essex County","MA","Lawrence","2006-2010",43885,"800",4.4,0.7,64.3,2.2,11.6,1.3,2010
"470","Lawrence","Essex County","MA","Lawrence","2007-2011",44799,"707",4.6,0.7,64.7,1.5,11.7,1.4,2011
"837","Lawrence","Essex County","MA","Lawrence","2008-2012",44876,"743",4,0.7,66.1,1.6,10.8,1.2,2012
"44","Lee","Berkshire County","MA","Lee","2006-2010",4122,"339",10.3,3.1,92.7,3.1,27.2,5.3,2010
"411","Lee","Berkshire County","MA","Lee","2007-2011",4232,"230",8.6,3.1,94.2,2.5,29.4,6.8,2011
"778","Lee","Berkshire County","MA","Lee","2008-2012",4178,"210",8.1,3,93.9,2.4,30.7,6.2,2012
"331","Leicester","Worcester County","MA","Leicester","2006-2010",7409,"279",9.9,3,89.3,2.5,25.3,4.9,2010
"698","Leicester","Worcester County","MA","Leicester","2007-2011",7405,"192",10,2.6,90.2,2.4,27.1,4.2,2011
"1065","Leicester","Worcester County","MA","Leicester","2008-2012",7715,"287",8.5,2.4,88.5,2.7,25.5,3.9,2012
"45","Lenox","Berkshire County","MA","Lenox","2006-2010",3517,"292",19.6,4.7,96.6,2,47.7,7.6,2010
"412","Lenox","Berkshire County","MA","Lenox","2007-2011",3463,"255",21.3,4.8,95.2,2.3,50.4,6.5,2011
"779","Lenox","Berkshire County","MA","Lenox","2008-2012",3555,"292",21.6,4.6,94.2,2.9,46.2,6.5,2012
"332","Leominster","Worcester County","MA","Leominster","2006-2010",27959,"586",7.2,1,85.6,1.9,23.5,1.7,2010
"699","Leominster","Worcester County","MA","Leominster","2007-2011",28149,"587",7,1,85.1,1.7,23.2,1.6,2011
"1066","Leominster","Worcester County","MA","Leominster","2008-2012",28618,"638",7.1,1,86,1.6,24.7,2.2,2012
"137","Leverett","Franklin County","MA","Leverett","2006-2010",1280,"194",36.2,7.4,89.1,9.6,58,9.8,2010
"504","Leverett","Franklin County","MA","Leverett","2007-2011",1252,"104",38.5,4.9,93.9,3.1,60.9,5.4,2011
"871","Leverett","Franklin County","MA","Leverett","2008-2012",1357,"102",39.2,4.4,93.6,3,60.5,5.1,2012
"216","Lexington","Middlesex County","MA","Lexington","2006-2010",21479,"329",50.3,2.1,97.2,0.8,77.3,2.3,2010
"583","Lexington","Middlesex County","MA","Lexington","2007-2011",21583,"299",50.7,2.4,97.4,0.7,77.7,1.9,2011
"950","Lexington","Middlesex County","MA","Lexington","2008-2012",21885,"344",50.1,2.3,97.2,0.7,77.1,2.3,2012
"138","Leyden","Franklin County","MA","Leyden","2006-2010",491,"78",15.7,5.9,95.9,3.1,41.1,9.3,2010
"505","Leyden","Franklin County","MA","Leyden","2007-2011",473,"68",17.5,5.7,93.9,3.9,43.8,8.3,2011
"872","Leyden","Franklin County","MA","Leyden","2008-2012",530,"62",17.5,5.2,94.9,2.9,41.5,7.4,2012
"217","Lincoln","Middlesex County","MA","Lincoln","2006-2010",4074,"221",44.8,5.4,99.8,0.3,76.4,3.8,2010
"584","Lincoln","Middlesex County","MA","Lincoln","2007-2011",4051,"211",44.6,6.5,98.7,1,76.7,4.8,2011
"951","Lincoln","Middlesex County","MA","Lincoln","2008-2012",4168,"204",46.1,4.9,99,0.8,77.5,4.2,2012
"218","Littleton","Middlesex County","MA","Littleton","2006-2010",5985,"190",23.4,3.6,96,1.9,51.2,4.4,2010
"585","Littleton","Middlesex County","MA","Littleton","2007-2011",5966,"150",24.7,3.7,95.8,2.4,52.2,5.5,2011
"952","Littleton","Middlesex County","MA","Littleton","2008-2012",6075,"167",25.9,4,96.5,1.6,56.4,4.7,2012
"161","Longmeadow","Hampden County","MA","Longmeadow","2006-2010",10253,"375",31.6,2.8,95.8,1.9,62.9,3.5,2010
"528","Longmeadow","Hampden County","MA","Longmeadow","2007-2011",10537,"294",33.7,3.4,95.1,1.6,63.4,2.9,2011
"895","Longmeadow","Hampden County","MA","Longmeadow","2008-2012",10812,"266",33.2,3.2,93.9,2.2,62.1,2.9,2012
"219","Lowell","Middlesex County","MA","Lowell","2006-2010",66575,"1143",7.8,0.8,77.7,1.4,22.7,1.3,2010
"586","Lowell","Middlesex County","MA","Lowell","2007-2011",68335,"1156",7.6,0.8,78.3,1.4,23.3,1.2,2011
"953","Lowell","Middlesex County","MA","Lowell","2008-2012",69445,"961",7.7,0.8,78.3,1.3,22.1,1.3,2012
"162","Ludlow","Hampden County","MA","Ludlow","2006-2010",15234,"352",7.7,1.5,81.2,2.6,20.1,2.5,2010
"529","Ludlow","Hampden County","MA","Ludlow","2007-2011",15301,"274",8.1,1.5,81.2,2.5,21.1,2.8,2011
"896","Ludlow","Hampden County","MA","Ludlow","2008-2012",15450,"339",8.1,1.5,82,2.2,20.4,2.1,2012
"333","Lunenburg","Worcester County","MA","Lunenburg","2006-2010",7059,"219",12.3,2.8,91.8,2.3,33.6,4.9,2010
"700","Lunenburg","Worcester County","MA","Lunenburg","2007-2011",7048,"220",11.5,2.1,92.5,2.3,31.7,3.9,2011
"1067","Lunenburg","Worcester County","MA","Lunenburg","2008-2012",7449,"234",11.6,2.6,93,2.1,34.6,4.4,2012
"104","Lynn","Essex County","MA","Lynn","2006-2010",58064,"853",6.8,0.9,77.9,1.5,18,1.3,2010
"471","Lynn","Essex County","MA","Lynn","2007-2011",58246,"888",6.2,0.7,78.7,1.5,17.2,1.2,2011
"838","Lynn","Essex County","MA","Lynn","2008-2012",58240,"827",6.4,0.8,79.4,1.5,18.1,1.1,2012
"105","Lynnfield","Essex County","MA","Lynnfield","2006-2010",7853,"196",21.5,3.6,96.9,1.3,49.7,4.8,2010
"472","Lynnfield","Essex County","MA","Lynnfield","2007-2011",7841,"191",21,3,97.2,1.1,50.9,4,2011
"839","Lynnfield","Essex County","MA","Lynnfield","2008-2012",8127,"238",18.9,2.9,96.9,1.1,47,4.1,2012
"2",NA,"NA County","MA","MA","2006-2010",4382378,"675",16.4,0.1,88.7,0.1,38.3,0.2,2010
"369",NA,"NA County","MA","MA","2007-2011",4419291,"629",16.6,0.1,88.9,0.1,38.7,0.2,2011
"736",NA,"NA County","MA","MA","2008-2012",4465898,"555",16.8,0.1,89.1,0.1,39,0.2,2012
"220","Malden","Middlesex County","MA","Malden","2006-2010",40813,"712",12.1,1.3,85,1.5,30.5,2.2,2010
"587","Malden","Middlesex County","MA","Malden","2007-2011",41155,"886",12.2,1.2,83.7,1.6,30.2,1.8,2011
"954","Malden","Middlesex County","MA","Malden","2008-2012",41011,"840",12.9,1.4,84.5,1.5,31.2,2.1,2012
"106","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2006-2010",3561,"157",22.7,5.2,95.9,2.5,65.2,6.8,2010
"473","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2007-2011",3552,"155",23.8,5,98.5,1.2,68.6,7.1,2011
"840","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2008-2012",3621,"167",27.5,5.6,98.3,1.1,69,6.6,2012
"73","Mansfield","Bristol County","MA","Mansfield","2006-2010",14570,"277",15.1,1.9,94.6,1.8,47.7,3.3,2010
"440","Mansfield","Bristol County","MA","Mansfield","2007-2011",14493,"368",15.9,1.9,96.1,1.1,48.9,3.1,2011
"807","Mansfield","Bristol County","MA","Mansfield","2008-2012",14900,"336",16.9,2.6,96,1.4,49.1,3.7,2012
"107","Marblehead","Essex County","MA","Marblehead","2006-2010",13880,"226",30.5,2.8,98.4,0.6,67.9,3,2010
"474","Marblehead","Essex County","MA","Marblehead","2007-2011",13835,"215",31,2.6,98.3,0.7,66.8,3.3,2011
"841","Marblehead","Essex County","MA","Marblehead","2008-2012",13707,"288",30.7,2.6,98.3,0.7,67.3,2.6,2012
"290","Marion","Plymouth County","MA","Marion","2006-2010",3608,"178",22.1,4.7,93.4,3,47.9,5.7,2010
"657","Marion","Plymouth County","MA","Marion","2007-2011",3667,"161",20.3,4.7,94.9,2.2,47,6.5,2011
"1024","Marion","Plymouth County","MA","Marion","2008-2012",3618,"144",20.6,4.9,94.7,3.2,46.8,5.2,2012
"221","Marlborough","Middlesex County","MA","Marlborough","2006-2010",27515,"499",14.6,1.7,88.4,2.2,38.9,2.6,2010
"588","Marlborough","Middlesex County","MA","Marlborough","2007-2011",27519,"601",14.4,1.8,88.9,2,38.1,2.8,2011
"955","Marlborough","Middlesex County","MA","Marlborough","2008-2012",27383,"588",15.9,1.6,89.7,1.9,38.8,2.6,2012
"291","Marshfield","Plymouth County","MA","Marshfield","2006-2010",17281,"341",16.6,1.9,97.3,1,47.6,3.1,2010
"658","Marshfield","Plymouth County","MA","Marshfield","2007-2011",17136,"350",16.4,2.1,98,0.7,49.9,3.1,2011
"1025","Marshfield","Plymouth County","MA","Marshfield","2008-2012",17649,"367",17.4,2.2,98,0.7,50.8,3.4,2012
"25","Mashpee","Barnstable County","MA","Mashpee","2006-2010",10165,"283",13.1,2,95.9,1.5,34.1,3.1,2010
"392","Mashpee","Barnstable County","MA","Mashpee","2007-2011",10066,"294",12.7,1.9,95.2,1.6,33.5,3.1,2011
"759","Mashpee","Barnstable County","MA","Mashpee","2008-2012",10089,"224",11.8,1.9,95.5,1.3,32.8,3,2012
"292","Mattapoisett","Plymouth County","MA","Mattapoisett","2006-2010",4474,"148",21.3,4.1,92.9,2.8,44.6,4.9,2010
"659","Mattapoisett","Plymouth County","MA","Mattapoisett","2007-2011",4414,"120",21.8,4.1,93.9,2.4,47.1,5.5,2011
"1026","Mattapoisett","Plymouth County","MA","Mattapoisett","2008-2012",4343,"234",23.6,4.7,92.9,3,48.3,5.2,2012
"222","Maynard","Middlesex County","MA","Maynard","2006-2010",7083,"222",19.3,3.3,92.1,2.4,44.1,4.5,2010
"589","Maynard","Middlesex County","MA","Maynard","2007-2011",7189,"228",17.7,3.4,92.1,3.1,46,4.2,2011
"956","Maynard","Middlesex County","MA","Maynard","2008-2012",7409,"215",20.3,3.8,92.2,3,48.7,4.8,2012
"260","Medfield","Norfolk County","MA","Medfield","2006-2010",7505,"205",33.5,3.7,98.4,0.7,69.2,3.3,2010
"627","Medfield","Norfolk County","MA","Medfield","2007-2011",7695,"157",31.5,3.7,97.7,1.2,66.4,3.4,2011
"994","Medfield","Norfolk County","MA","Medfield","2008-2012",7823,"159",32,3.8,97.5,1.2,66.2,3.4,2012
"223","Medford","Middlesex County","MA","Medford","2006-2010",40213,"711",16.6,1.4,89.1,1.3,40.6,2.3,2010
"590","Medford","Middlesex County","MA","Medford","2007-2011",40495,"843",17.5,1.6,89.2,1.2,41.7,2.1,2011
"957","Medford","Middlesex County","MA","Medford","2008-2012",41003,"704",18.1,1.5,89.8,1.1,43.2,2.2,2012
"261","Medway","Norfolk County","MA","Medway","2006-2010",8276,"203",17.1,2.6,95.6,1.3,49.2,3.9,2010
"628","Medway","Norfolk County","MA","Medway","2007-2011",8371,"194",18.5,3.1,96,1.5,51.7,4.3,2011
"995","Medway","Norfolk County","MA","Medway","2008-2012",8455,"192",17.6,2.6,95.5,1.4,50,3.8,2012
"224","Melrose","Middlesex County","MA","Melrose","2006-2010",19232,"397",20.1,2.3,95.8,1.1,48.6,2.7,2010
"591","Melrose","Middlesex County","MA","Melrose","2007-2011",19300,"389",21.7,2.1,95.7,1.2,50.6,2.9,2011
"958","Melrose","Middlesex County","MA","Melrose","2008-2012",19731,"382",21.8,2.1,95.7,1.3,51.4,2.6,2012
"334","Mendon","Worcester County","MA","Mendon","2006-2010",3713,"157",13.4,3.7,95.5,2.1,43.2,5.1,2010
"701","Mendon","Worcester County","MA","Mendon","2007-2011",3883,"126",15.3,4.5,95.6,2.4,46.5,6,2011
"1068","Mendon","Worcester County","MA","Mendon","2008-2012",3918,"144",16.3,4.5,96.7,2,46,6.3,2012
"108","Merrimac","Essex County","MA","Merrimac","2006-2010",4374,"142",14.6,4.5,88.8,2.7,34.8,4.9,2010
"475","Merrimac","Essex County","MA","Merrimac","2007-2011",4418,"122",17.3,5,90.2,3.9,37.5,5.3,2011
"842","Merrimac","Essex County","MA","Merrimac","2008-2012",4348,"163",19.7,5.7,91.9,3.2,38.8,6.3,2012
"109","Methuen","Essex County","MA","Methuen","2006-2010",30956,"479",9.8,1,86.3,1.4,27.1,1.9,2010
"476","Methuen","Essex County","MA","Methuen","2007-2011",31685,"534",9.9,1.2,88.6,1.2,27.8,1.7,2011
"843","Methuen","Essex County","MA","Methuen","2008-2012",32109,"502",10.1,1,88,1.2,28,1.8,2012
"293","Middleborough","Plymouth County","MA","Middleborough","2006-2010",14553,"1057",6.7,1.6,90.9,2.3,21.6,2.9,2010
"660","Middleborough","Plymouth County","MA","Middleborough","2007-2011",15728,"323",7.6,1.7,90.8,2.1,23.9,3.2,2011
"1027","Middleborough","Plymouth County","MA","Middleborough","2008-2012",16122,"385",6.8,1.4,91.9,1.9,24.1,2.4,2012
"184","Middlefield","Hampshire County","MA","Middlefield","2006-2010",330,"70",6.7,5.1,92.4,5.8,16.7,8.4,2010
"551","Middlefield","Hampshire County","MA","Middlefield","2007-2011",342,"71",5,4.8,94.4,4.4,18.7,8.2,2011
"918","Middlefield","Hampshire County","MA","Middlefield","2008-2012",318,"73",10.1,7.5,96.2,2.8,17.3,7.9,2012
"11",NA,"Middlesex County","MA","Middlesex County","2006-2010",1019083,"152",23.7,0.3,91.6,0.2,49.3,0.4,2010
"378",NA,"Middlesex County","MA","Middlesex County","2007-2011",1030224,"138",24.1,0.3,91.8,0.2,49.8,0.4,2011
"745",NA,"Middlesex County","MA","Middlesex County","2008-2012",1043896,"124",24.5,0.3,91.9,0.2,50.2,0.4,2012
"110","Middleton","Essex County","MA","Middleton","2006-2010",6089,"256",15.1,3.7,87.8,2.4,38.4,5.1,2010
"477","Middleton","Essex County","MA","Middleton","2007-2011",6200,"314",10.4,2.9,90.1,3.2,35.5,6.1,2011
"844","Middleton","Essex County","MA","Middleton","2008-2012",6328,"252",11,3.7,91.4,3.1,35.9,6.2,2012
"335","Milford","Worcester County","MA","Milford","2006-2010",19118,"439",10,1.4,88.8,2,32.8,3.1,2010
"702","Milford","Worcester County","MA","Milford","2007-2011",19258,"476",10.8,1.5,88.9,1.9,34.4,2.7,2011
"1069","Milford","Worcester County","MA","Milford","2008-2012",19245,"515",12.2,1.7,90.1,1.6,36.4,2.5,2012
"336","Millbury","Worcester County","MA","Millbury","2006-2010",9735,"241",8.2,2.1,89.4,2.1,24.2,3.6,2010
"703","Millbury","Worcester County","MA","Millbury","2007-2011",9584,"249",9.1,2.1,89.6,2.3,26.6,3.7,2011
"1070","Millbury","Worcester County","MA","Millbury","2008-2012",9529,"272",9.4,2.2,91.3,2,28.6,3.4,2012
"262","Millis","Norfolk County","MA","Millis","2006-2010",5454,"156",18.7,3.3,96.2,2.8,44.9,4.7,2010
"629","Millis","Norfolk County","MA","Millis","2007-2011",5598,"152",18.9,3.3,95.6,2.9,45.4,4.2,2011
"996","Millis","Norfolk County","MA","Millis","2008-2012",5717,"157",18.3,3.6,96,2.9,45.3,4.5,2012
"337","Millville","Worcester County","MA","Millville","2006-2010",2020,"100",9.6,3,84.1,4.2,27.7,5.5,2010
"704","Millville","Worcester County","MA","Millville","2007-2011",2031,"84",9.7,3,83.8,4.5,24.7,4.6,2011
"1071","Millville","Worcester County","MA","Millville","2008-2012",1992,"83",8,2.4,85.7,4.1,23,4.9,2012
"263","Milton","Norfolk County","MA","Milton","2006-2010",17675,"495",25.9,2.5,94.6,1.4,56.2,3.2,2010
"630","Milton","Norfolk County","MA","Milton","2007-2011",17199,"746",27.5,2.6,95.7,1.2,58.2,2.7,2011
"997","Milton","Norfolk County","MA","Milton","2008-2012",17154,"489",28,2.8,96.4,1.1,59.4,2.7,2012
"139","Monroe","Franklin County","MA","Monroe","2006-2010",80,"29",3.8,4.7,90,12.1,23.8,17.2,2010
"506","Monroe","Franklin County","MA","Monroe","2007-2011",94,"33",3.2,4.4,89.4,10,21.3,14.7,2011
"873","Monroe","Franklin County","MA","Monroe","2008-2012",84,"26",2.4,4.4,86.9,11.5,23.8,12.5,2012
"163","Monson","Hampden County","MA","Monson","2006-2010",5956,"207",8.5,2.4,88.4,4,27.2,4.9,2010
"530","Monson","Hampden County","MA","Monson","2007-2011",5915,"189",9.5,2.5,91.9,2.4,28.9,4.4,2011
"897","Monson","Hampden County","MA","Monson","2008-2012",6111,"179",10.5,2.9,90.8,2.7,30,4.4,2012
"140","Montague","Franklin County","MA","Montague","2006-2010",5875,"244",10.9,2.9,85.9,3.3,26.4,4.2,2010
"507","Montague","Franklin County","MA","Montague","2007-2011",5923,"236",9.3,2.3,86.8,3.1,23.9,3.7,2011
"874","Montague","Franklin County","MA","Montague","2008-2012",6087,"229",10.1,2.3,88.8,2.9,26.5,3.5,2012
"46","Monterey","Berkshire County","MA","Monterey","2006-2010",629,"210",23.5,9.9,83.6,15,46.3,17.4,2010
"413","Monterey","Berkshire County","MA","Monterey","2007-2011",632,"147",31.2,17.9,93.7,4.7,60.4,10.3,2011
"780","Monterey","Berkshire County","MA","Monterey","2008-2012",624,"203",21.5,10,97,1.7,42.5,16.7,2012
"164","Montgomery","Hampden County","MA","Montgomery","2006-2010",559,"82",12.7,5.1,98.2,1.5,42,6.1,2010
"531","Montgomery","Hampden County","MA","Montgomery","2007-2011",558,"83",14.7,5.6,98,1.9,42.3,6.5,2011
"898","Montgomery","Hampden County","MA","Montgomery","2008-2012",628,"84",16.1,4.9,99.2,0.9,41.1,5.1,2012
"47","Mount Washington","Berkshire County","MA","Mount Washington","2006-2010",107,"30",37.4,13.1,95.3,5.1,57,13.1,2010
"414","Mount Washington","Berkshire County","MA","Mount Washington","2007-2011",118,"27",34.7,13,96.6,4.7,50.8,13.8,2011
"781","Mount Washington","Berkshire County","MA","Mount Washington","2008-2012",125,"24",32,9.8,98.4,2.4,51.2,11.5,2012
"111","Nahant","Essex County","MA","Nahant","2006-2010",2522,"168",24.8,5.2,96.5,2,47.9,6.1,2010
"478","Nahant","Essex County","MA","Nahant","2007-2011",2563,"120",23.4,5.2,96,2.3,47.8,6,2011
"845","Nahant","Essex County","MA","Nahant","2008-2012",2563,"145",22.3,4.2,97,1.9,46.7,5.3,2012
"248","Nantucket","Nantucket County","MA","Nantucket","2006-2010",7303,"143",15.2,2.7,93.4,2.5,40.2,5.6,2010
"615","Nantucket","Nantucket County","MA","Nantucket","2007-2011",7312,"195",14,3.2,93.1,2.3,42.1,4.9,2011
"982","Nantucket","Nantucket County","MA","Nantucket","2008-2012",7346,"310",15,2.5,93.2,1.9,43.6,4.4,2012
"12",NA,"Nantucket County","MA","Nantucket County","2006-2010",7303,"143",15.2,2.7,93.4,2.5,40.2,5.6,2010
"379",NA,"Nantucket County","MA","Nantucket County","2007-2011",7312,"195",14,3.2,93.1,2.3,42.1,4.9,2011
"746",NA,"Nantucket County","MA","Nantucket County","2008-2012",7346,"310",15,2.5,93.2,1.9,43.6,4.4,2012
"225","Natick","Middlesex County","MA","Natick","2006-2010",23041,"402",26.1,2,96.2,1,60.3,2.2,2010
"592","Natick","Middlesex County","MA","Natick","2007-2011",23063,"407",26.1,2.1,96.2,0.8,61.5,2.4,2011
"959","Natick","Middlesex County","MA","Natick","2008-2012",23129,"501",27.4,2.2,96.5,0.8,62.6,2.2,2012
"264","Needham","Norfolk County","MA","Needham","2006-2010",18969,"349",39.1,2.2,97,0.7,70.9,2.3,2010
"631","Needham","Norfolk County","MA","Needham","2007-2011",19009,"314",39.7,2.5,96.9,0.9,72.1,2.5,2011
"998","Needham","Norfolk County","MA","Needham","2008-2012",19345,"318",39.9,2.7,97.6,0.6,72.5,2.4,2012
"48","New Ashford","Berkshire County","MA","New Ashford","2006-2010",194,"48",13.9,7.6,91.2,8.5,34.5,9.4,2010
"415","New Ashford","Berkshire County","MA","New Ashford","2007-2011",188,"39",21.3,10,88.3,8.3,41.5,13.3,2011
"782","New Ashford","Berkshire County","MA","New Ashford","2008-2012",185,"34",24.3,10.3,91.4,8,44.3,11.2,2012
"74","New Bedford","Bristol County","MA","New Bedford","2006-2010",62554,"864",4.3,0.6,65.9,1.4,13.7,1,2010
"441","New Bedford","Bristol County","MA","New Bedford","2007-2011",63370,"841",4.6,0.6,67.3,1.4,14.6,1,2011
"808","New Bedford","Bristol County","MA","New Bedford","2008-2012",64045,"883",4.7,0.5,68.8,1.3,14.8,1,2012
"338","New Braintree","Worcester County","MA","New Braintree","2006-2010",685,"114",12.4,4.7,94.6,2.9,28.8,7.6,2010
"705","New Braintree","Worcester County","MA","New Braintree","2007-2011",740,"101",11.4,4.5,94.5,3.2,28.6,7.2,2011
"1072","New Braintree","Worcester County","MA","New Braintree","2008-2012",737,"87",12.2,3.5,94,3.1,31.6,6.5,2012
"49","New Marlborough","Berkshire County","MA","New Marlborough","2006-2010",1175,"155",17.6,4.7,87.2,6,34,6.2,2010
"416","New Marlborough","Berkshire County","MA","New Marlborough","2007-2011",1132,"126",18,5.1,87.5,6.6,37.2,6.6,2011
"783","New Marlborough","Berkshire County","MA","New Marlborough","2008-2012",1134,"131",20.7,5.5,91.4,4.1,38.4,6.5,2012
"141","New Salem","Franklin County","MA","New Salem","2006-2010",677,"69",19.2,5.1,91.6,3.6,38.3,5.8,2010
"508","New Salem","Franklin County","MA","New Salem","2007-2011",705,"75",18.7,4.6,94.8,2.7,37.2,6.3,2011
"875","New Salem","Franklin County","MA","New Salem","2008-2012",697,"80",19.7,5.5,97.3,1.5,38.2,7.3,2012
"112","Newbury","Essex County","MA","Newbury","2006-2010",4616,"195",19.5,5,95.5,2.1,46.2,6.6,2010
"479","Newbury","Essex County","MA","Newbury","2007-2011",4573,"215",22,4.6,95.6,1.9,50.1,4.5,2011
"846","Newbury","Essex County","MA","Newbury","2008-2012",4767,"232",24.4,5.4,95.9,1.7,53.7,6.2,2012
"113","Newburyport","Essex County","MA","Newburyport","2006-2010",12920,"259",20.5,2.4,95.7,1.2,52.4,3.7,2010
"480","Newburyport","Essex County","MA","Newburyport","2007-2011",13075,"241",21.8,2.7,96.9,0.8,53.9,3.1,2011
"847","Newburyport","Essex County","MA","Newburyport","2008-2012",13200,"292",23.6,2.3,96.9,1.1,55.9,2.9,2012
"226","Newton","Middlesex County","MA","Newton","2006-2010",52518,"1218",45.2,1.4,96.1,0.5,72.8,1.3,2010
"593","Newton","Middlesex County","MA","Newton","2007-2011",55127,"784",45.9,1.4,96.5,0.5,74.1,1.2,2011
"960","Newton","Middlesex County","MA","Newton","2008-2012",55800,"711",47.8,1.5,96.5,0.6,75,1.3,2012
"265","Norfolk","Norfolk County","MA","Norfolk","2006-2010",7952,"381",13.5,3.6,90.4,3.4,43.1,7.5,2010
"632","Norfolk","Norfolk County","MA","Norfolk","2007-2011",7849,"190",16.5,2.6,91.2,2.2,47.8,3.8,2011
"999","Norfolk","Norfolk County","MA","Norfolk","2008-2012",8131,"166",17.9,2.9,90.7,1.6,48.5,3.4,2012
"13",NA,"Norfolk County","MA","Norfolk County","2006-2010",456151,"103",20.9,0.5,93.1,0.3,47.4,0.6,2010
"380",NA,"Norfolk County","MA","Norfolk County","2007-2011",460421,"58",21.2,0.5,93.5,0.3,48.2,0.5,2011
"747",NA,"Norfolk County","MA","Norfolk County","2008-2012",465774,"132",21.3,0.4,93.6,0.3,48.3,0.6,2012
"50","North Adams","Berkshire County","MA","North Adams","2006-2010",8645,"375",5.9,1.6,81.9,2.6,19.8,2.7,2010
"417","North Adams","Berkshire County","MA","North Adams","2007-2011",8987,"380",6.4,1.9,84,2.8,20,2.8,2011
"784","North Adams","Berkshire County","MA","North Adams","2008-2012",9108,"395",6.3,1.8,85.6,2.7,19.3,2.6,2012
"114","North Andover","Essex County","MA","North Andover","2006-2010",17865,"456",24.8,2.1,95.1,1.1,55.6,2.5,2010
"481","North Andover","Essex County","MA","North Andover","2007-2011",18294,"377",25.5,1.9,95.5,1.1,56,2.2,2011
"848","North Andover","Essex County","MA","North Andover","2008-2012",18358,"333",26.2,2.3,95.6,1.1,55.3,2.7,2012
"75","North Attleborough","Bristol County","MA","North Attleborough","2006-2010",18780,"339",13.9,1.7,93.3,1.4,40.2,2.9,2010
"442","North Attleborough","Bristol County","MA","North Attleborough","2007-2011",18543,"434",15.5,2.2,93.4,1.1,41.4,3.2,2011
"809","North Attleborough","Bristol County","MA","North Attleborough","2008-2012",18332,"392",16.3,2.1,94.2,1.3,42.6,3.3,2012
"341","North Brookfield","Worcester County","MA","North Brookfield","2006-2010",3166,"162",9,3.3,89.3,3.8,20,4.9,2010
"708","North Brookfield","Worcester County","MA","North Brookfield","2007-2011",3165,"195",9.2,3.7,89.4,4.6,20.5,5.5,2011
"1075","North Brookfield","Worcester County","MA","North Brookfield","2008-2012",3221,"163",9.4,3.6,88.8,4,20.9,4.6,2012
"227","North Reading","Middlesex County","MA","North Reading","2006-2010",9884,"257",15.6,2.7,94.4,1.7,44.1,3.9,2010
"594","North Reading","Middlesex County","MA","North Reading","2007-2011",10077,"242",17.2,2.8,95.3,1.5,47.2,3.9,2011
