"","Municipal","State","C_year","AP003_001","AP003_002","AP003_003","AP003_004","AP003_005"
"264082","Halifax","MA",2010,119,"Halifax","10","Total, All Industries",1260
"264118","Hamilton","MA",2010,416,"Hamilton","10","Total, All Industries",1346
"264179","Hampden","MA",2010,438,"Hampden","10","Total, All Industries",844
"264219","Hancock","MA",2010,378,"Hancock","10","Total, All Industries",477
"264224","Hanover","MA",2010,120,"Hanover","10","Total, All Industries",6580
"264352","Hanson","MA",2010,122,"Hanson","10","Total, All Industries",1522
"264409","Hardwick","MA",2010,3,"Hardwick","10","Total, All Industries",392
"264432","Harvard","MA",2010,169,"Harvard","10","Total, All Industries",892
"264486","Harwich","MA",2010,38,"Harwich","10","Total, All Industries",3725
"264575","Hatfield","MA",2010,352,"Hatfield","10","Total, All Industries",2126
"264618","Haverhill","MA",2010,211,"Haverhill","10","Total, All Industries",18379
"264786","Hawley","MA",2010,192,"Hawley","10","Total, All Industries",22
"264792","Heath","MA",2010,193,"Heath","10","Total, All Industries",64
"264797","Hingham","MA",2010,404,"Hingham","10","Total, All Industries",12825
"264941","Hinsdale","MA",2010,379,"Hinsdale","10","Total, All Industries",315
"264961","Holbrook","MA",2010,123,"Holbrook","10","Total, All Industries",2424
"265042","Holden","MA",2010,507,"Holden","10","Total, All Industries",3478
"265121","Holland","MA",2010,439,"Holland","10","Total, All Industries",133
"265130","Holliston","MA",2010,285,"Holliston","10","Total, All Industries",5343
"265228","Holyoke","MA",2010,221,"Holyoke","10","Total, All Industries",21716
"265386","Hopedale","MA",2010,286,"Hopedale","10","Total, All Industries",1584
"265438","Hopkinton","MA",2010,287,"Hopkinton","10","Total, All Industries",9104
"265524","Hubbardston","MA",2010,4,"Hubbardston","10","Total, All Industries",477
"265546","Hudson","MA",2010,266,"Hudson","10","Total, All Industries",9684
"265657","Hull","MA",2010,405,"Hull","10","Total, All Industries",1316
"265708","Huntington","MA",2010,353,"Huntington","10","Total, All Industries",423
"265728","Ipswich","MA",2010,323,"Ipswich","10","Total, All Industries",4988
"265829","Kingston","MA",2010,124,"Kingston","10","Total, All Industries",4932
"265924","Lakeville","MA",2010,309,"Lakeville","10","Total, All Industries",2864
"266011","Lancaster","MA",2010,170,"Lancaster","10","Total, All Industries",2172
"266068","Lanesborough","MA",2010,380,"Lanesborough","10","Total, All Industries",1735
"266119","Lawrence","MA",2010,231,"Lawrence","10","Total, All Industries",24103
"266294","Lee","MA",2010,382,"Lee","10","Total, All Industries",3846
"266375","Leicester","MA",2010,508,"Leicester","10","Total, All Industries",2180
"266431","Lenox","MA",2010,383,"Lenox","10","Total, All Industries",3889
"266507","Leominster","MA",2010,172,"Leominster","10","Total, All Industries",17514
"266672","Leverett","MA",2010,194,"Leverett","10","Total, All Industries",208
"266688","Lexington","MA",2010,476,"Lexington","10","Total, All Industries",19281
"266822","Leyden","MA",2010,195,"Leyden","10","Total, All Industries",51
"266824","Lincoln","MA",2010,477,"Lincoln","10","Total, All Industries",2004
"266876","Littleton","MA",2010,246,"Littleton","10","Total, All Industries",4803
"266967","Longmeadow","MA",2010,440,"Longmeadow","10","Total, All Industries",3386
"267034","Lowell","MA",2010,241,"Lowell","10","Total, All Industries",33668
"267205","Ludlow","MA",2010,442,"Ludlow","10","Total, All Industries",6412
"267299","Lunenburg","MA",2010,173,"Lunenburg","10","Total, All Industries",2211
"267359","Lynn","MA",2010,251,"Lynn","10","Total, All Industries",22522
"267511","Lynnfield","MA",2010,252,"Lynnfield","10","Total, All Industries",5676
"267580","Malden","MA",2010,71,"Malden","10","Total, All Industries",13798
"267728","Manchester-by-the-Sea","MA",2010,417,"Manchester-by-the- Sea","10","Total, All Industries",1677
"267792","Mansfield","MA",2010,23,"Mansfield","10","Total, All Industries",10568
"267912","Marblehead","MA",2010,418,"Marblehead","10","Total, All Industries",4810
"268018","Marion","MA",2010,310,"Marion","10","Total, All Industries",2127
"268087","Marlborough","MA",2010,261,"Marlborough","10","Total, All Industries",28835
"268262","Marshfield","MA",2010,125,"Marshfield","10","Total, All Industries",5438
"268369","Mashpee","MA",2010,39,"Mashpee","10","Total, All Industries",4498
"268459","Mattapoisett","MA",2010,312,"Mattapoisett","10","Total, All Industries",1649
"268518","Maynard","MA",2010,267,"Maynard","10","Total, All Industries",4012
"268590","Medfield","MA",2010,365,"Medfield","10","Total, All Industries",2779
"268662","Medford","MA",2010,81,"Medford","10","Total, All Industries",17190
"268813","Medway","MA",2010,288,"Medway","10","Total, All Industries",3869
"268900","Melrose","MA",2010,73,"Melrose","10","Total, All Industries",5815
"268998","Mendon","MA",2010,289,"Mendon","10","Total, All Industries",1333
"269045","Merrimac","MA",2010,215,"Merrimac","10","Total, All Industries",751
"269086","Methuen","MA",2010,233,"Methuen","10","Total, All Industries",15049
"269236","Middleborough","MA",2010,126,"Middleborough","10","Total, All Industries",8224
"269359","Middlefield","MA",2010,354,"Middlefield","10","Total, All Industries",51
"269365","Middleton","MA",2010,419,"Middleton","10","Total, All Industries",4550
"269446","Milford","MA",2010,281,"Milford","10","Total, All Industries",14958
"269586","Millbury","MA",2010,509,"Millbury","10","Total, All Industries",4997
"269671","Millis","MA",2010,366,"Millis","10","Total, All Industries",1730
"269732","Millville","MA",2010,290,"Millville","10","Total, All Industries",289
"269750","Milton","MA",2010,406,"Milton","10","Total, All Industries",5400
"269836","Monroe","MA",2010,335,"Monroe","10","Total, All Industries",26
"269838","Monson","MA",2010,443,"Monson","10","Total, All Industries",1301
"269880","Montague","MA",2010,196,"Montague","10","Total, All Industries",2690
"269935","Monterey","MA",2010,384,"Monterey","10","Total, All Industries",143
"269950","Montgomery","MA",2010,444,"Montgomery","10","Total, All Industries",34
"269956","Nahant","MA",2010,253,"Nahant","10","Total, All Industries",450
"269986","Nantucket","MA",2010,313,"Nantucket","10","Total, All Industries",5699
"270108","Natick","MA",2010,268,"Natick","10","Total, All Industries",23727
"270261","Needham","MA",2010,92,"Needham","10","Total, All Industries",18352
"270411","New Ashford","MA",2010,336,"New Ashford","10","Total, All Industries",38
"270413","New Bedford","MA",2010,301,"New Bedford","10","Total, All Industries",35791
"270624","New Braintree","MA",2010,510,"New Braintree","10","Total, All Industries",240
"270633","New Marlborough","MA",2010,386,"New Marlborough","10","Total, All Industries",431
"270655","New Salem","MA",2010,5,"New Salem","10","Total, All Industries",149
"270667","Newbury","MA",2010,324,"Newbury","10","Total, All Industries",1346
"270707","Newburyport","MA",2010,321,"Newburyport","10","Total, All Industries",10607
"270844","Newton","MA",2010,91,"Newton","10","Total, All Industries",53789
"271043","Norfolk","MA",2010,367,"Norfolk","10","Total, All Industries",2975
"271114","North Adams","MA",2010,331,"North Adams","10","Total, All Industries",6025
"271212","North Andover","MA",2010,234,"North Andover","10","Total, All Industries",13531
"271345","North Attleborough","MA",2010,24,"North Attleborough","10","Total, All Industries",11372
"271482","North Brookfield","MA",2010,512,"North Brookfield","10","Total, All Industries",899
"271513","North Reading","MA",2010,493,"North Reading","10","Total, All Industries",6742
"271611","Northampton","MA",2010,341,"Northampton","10","Total, All Industries",18040
"271776","Northborough","MA",2010,269,"Northborough","10","Total, All Industries",6014
"271882","Northbridge","MA",2010,292,"Northbridge","10","Total, All Industries",5154
"271959","Northfield","MA",2010,197,"Northfield","10","Total, All Industries",890
"271986","Norton","MA",2010,25,"Norton","10","Total, All Industries",5715
"272072","Norwell","MA",2010,407,"Norwell","10","Total, All Industries",7931
"272171","Norwood","MA",2010,361,"Norwood","10","Total, All Industries",23594
"272338","Oak Bluffs","MA",2010,314,"Oak Bluffs","10","Total, All Industries",1619
"272393","Oakham","MA",2010,513,"Oakham","10","Total, All Industries",209
"272403","Orange","MA",2010,6,"Orange","10","Total, All Industries",1932
"272462","Orleans","MA",2010,40,"Orleans","10","Total, All Industries",4007
"272570","Otis","MA",2010,387,"Otis","10","Total, All Industries",335
"272588","Oxford","MA",2010,485,"Oxford","10","Total, All Industries",4158
"272671","Palmer","MA",2010,445,"Palmer","10","Total, All Industries",4862
"272771","Paxton","MA",2010,514,"Paxton","10","Total, All Industries",813
"272807","Peabody","MA",2010,420,"Peabody","10","Total, All Industries",23584
"272992","Pelham","MA",2010,355,"Pelham","10","Total, All Industries",121
"273004","Pembroke","MA",2010,127,"Pembroke","10","Total, All Industries",5544
"273108","Pepperell","MA",2010,174,"Pepperell","10","Total, All Industries",1413
"273171","Peru","MA",2010,388,"Peru","10","Total, All Industries",33
"273172","Petersham","MA",2010,7,"Petersham","10","Total, All Industries",124
"273187","Phillipston","MA",2010,8,"Phillipston","10","Total, All Industries",170
"273195","Pittsfield","MA",2010,371,"Pittsfield","10","Total, All Industries",25132
"273376","Plainfield","MA",2010,356,"Plainfield","10","Total, All Industries",48
"273382","Plainville","MA",2010,26,"Plainville","10","Total, All Industries",3968
"273466","Plymouth","MA",2010,128,"Plymouth","10","Total, All Industries",22695
"273654","Plympton","MA",2010,129,"Plympton","10","Total, All Industries",343
"273677","Princeton","MA",2010,175,"Princeton","10","Total, All Industries",771
"273709","Provincetown","MA",2010,42,"Provincetown","10","Total, All Industries",2459
"273790","Quincy","MA",2010,401,"Quincy","10","Total, All Industries",45773
"273968","Randolph","MA",2010,130,"Randolph","10","Total, All Industries",8067
"274082","Raynham","MA",2010,464,"Raynham","10","Total, All Industries",9093
"274196","Reading","MA",2010,494,"Reading","10","Total, All Industries",6486
"274284","Rehoboth","MA",2010,465,"Rehoboth","10","Total, All Industries",1522
"274357","Revere","MA",2010,142,"Revere","10","Total, All Industries",9163
"274476","Richmond","MA",2010,389,"Richmond","10","Total, All Industries",235
"274489","Rochester","MA",2010,315,"Rochester","10","Total, All Industries",708
"274524","Rockland","MA",2010,132,"Rockland","10","Total, All Industries",7156
"274636","Rockport","MA",2010,422,"Rockport","10","Total, All Industries",1258
"274696","Rowe","MA",2010,198,"Rowe","10","Total, All Industries",160
"274700","Rowley","MA",2010,325,"Rowley","10","Total, All Industries",2587
"274766","Royalston","MA",2010,9,"Royalston","10","Total, All Industries",125
"274772","Russell","MA",2010,446,"Russell","10","Total, All Industries",195
"274785","Rutland","MA",2010,515,"Rutland","10","Total, All Industries",1064
"274827","Salem","MA",2010,411,"Salem","10","Total, All Industries",19261
"274988","Salisbury","MA",2010,326,"Salisbury","10","Total, All Industries",2789
"275074","Sandisfield","MA",2010,390,"Sandisfield","10","Total, All Industries",150
"275087","Sandwich","MA",2010,43,"Sandwich","10","Total, All Industries",5288
"275195","Saugus","MA",2010,254,"Saugus","10","Total, All Industries",10343
"275318","Scituate","MA",2010,408,"Scituate","10","Total, All Industries",3226
"275411","Seekonk","MA",2010,466,"Seekonk","10","Total, All Industries",7315
"275529","Sharon","MA",2010,368,"Sharon","10","Total, All Industries",3493
"275616","Sheffield","MA",2010,392,"Sheffield","10","Total, All Industries",1504
"275665","Shelburne","MA",2010,199,"Shelburne","10","Total, All Industries",769
"275702","Sherborn","MA",2010,270,"Sherborn","10","Total, All Industries",624
"275745","Shirley","MA",2010,176,"Shirley","10","Total, All Industries",2387
"275794","Shrewsbury","MA",2010,516,"Shrewsbury","10","Total, All Industries",12898
"275914","Shutesbury","MA",2010,200,"Shutesbury","10","Total, All Industries",152
"275924","Somerset","MA",2010,153,"Somerset","10","Total, All Industries",4629
"276006","Somerville","MA",2010,101,"Somerville","10","Total, All Industries",21258
"276179","South Hadley","MA",2010,223,"South Hadley","10","Total, All Industries",4447
"276265","Southampton","MA",2010,357,"Southampton","10","Total, All Industries",1039
"276303","Southborough","MA",2010,272,"Southborough","10","Total, All Industries",7256
"276396","Southbridge","MA",2010,486,"Southbridge","10","Total, All Industries",5706
"276491","Southwick","MA",2010,447,"Southwick","10","Total, All Industries",2539
"276565","Spencer","MA",2010,517,"Spencer","10","Total, All Industries",3012
"276623","Springfield","MA",2010,431,"Springfield","10","Total, All Industries",74409
"276861","Sterling","MA",2010,177,"Sterling","10","Total, All Industries",2338
"276930","Stockbridge","MA",2010,393,"Stockbridge","10","Total, All Industries",1553
"276959","Stoneham","MA",2010,495,"Stoneham","10","Total, All Industries",7015
"277070","Stoughton","MA",2010,133,"Stoughton","10","Total, All Industries",12667
"277214","Stow","MA",2010,273,"Stow","10","Total, All Industries",1890
"277271","Sturbridge","MA",2010,487,"Sturbridge","10","Total, All Industries",4596
"277353","Sudbury","MA",2010,274,"Sudbury","10","Total, All Industries",8107
"277466","Sunderland","MA",2010,202,"Sunderland","10","Total, All Industries",811
"277499","Sutton","MA",2010,488,"Sutton","10","Total, All Industries",2163
"277560","Swampscott","MA",2010,255,"Swampscott","10","Total, All Industries",3365
"277635","Swansea","MA",2010,154,"Swansea","10","Total, All Industries",4845
"277738","Taunton","MA",2010,461,"Taunton","10","Total, All Industries",23529
"277906","Templeton","MA",2010,10,"Templeton","10","Total, All Industries",1674
"277933","Tewksbury","MA",2010,247,"Tewksbury","10","Total, All Industries",15083
"278063","Tisbury","MA",2010,316,"Tisbury","10","Total, All Industries",2552
"278154","Tolland","MA",2010,448,"Tolland","10","Total, All Industries",40
"278156","Topsfield","MA",2010,423,"Topsfield","10","Total, All Industries",2437
"278240","Townsend","MA",2010,178,"Townsend","10","Total, All Industries",2030
"278294","Truro","MA",2010,44,"Truro","10","Total, All Industries",505
"278328","Tyngsborough","MA",2010,248,"Tyngsborough","10","Total, All Industries",4227
"278412","Upton","MA",2010,293,"Upton","10","Total, All Industries",1063
"278464","Uxbridge","MA",2010,294,"Uxbridge","10","Total, All Industries",3154
"278542","Wakefield","MA",2010,74,"Wakefield","10","Total, All Industries",13493
"278691","Wales","MA",2010,449,"Wales","10","Total, All Industries",157
"278700","Walpole","MA",2010,369,"Walpole","10","Total, All Industries",10407
"278837","Waltham","MA",2010,471,"Waltham","10","Total, All Industries",53520
"279050","Ware","MA",2010,450,"Ware","10","Total, All Industries",2677
"279121","Wareham","MA",2010,317,"Wareham","10","Total, All Industries",8559
"279248","Warren","MA",2010,452,"Warren","10","Total, All Industries",574
"279266","Warwick","MA",2010,12,"Warwick","10","Total, All Industries",55
"279272","Washington","MA",2010,395,"Washington","10","Total, All Industries",74
"279282","Watertown","MA",2010,93,"Watertown","10","Total, All Industries",18895
"279431","Wayland","MA",2010,478,"Wayland","10","Total, All Industries",3216
"279508","Webster","MA",2010,481,"Webster","10","Total, All Industries",6563
"279604","Wellesley","MA",2010,94,"Wellesley","10","Total, All Industries",16213
"279742","Wellfleet","MA",2010,45,"Wellfleet","10","Total, All Industries",1050
"279787","Wendell","MA",2010,203,"Wendell","10","Total, All Industries",91
"279792","Wenham","MA",2010,424,"Wenham","10","Total, All Industries",941
"279823","West Boylston","MA",2010,519,"West Boylston","10","Total, All Industries",3722
"279902","West Bridgewater","MA",2010,134,"West Bridgewater","10","Total, All Industries",5773
"279988","West Brookfield","MA",2010,520,"West Brookfield","10","Total, All Industries",851
"280019","West Newbury","MA",2010,327,"West Newbury","10","Total, All Industries",695
"280050","West Springfield","MA",2010,454,"West Springfield","10","Total, All Industries",16764
"280206","West Stockbridge","MA",2010,396,"West Stockbridge","10","Total, All Industries",252
"280236","West Tisbury","MA",2010,318,"West Tisbury","10","Total, All Industries",766
"280276","Westborough","MA",2010,518,"Westborough","10","Total, All Industries",23829
"280426","Westfield","MA",2010,453,"Westfield","10","Total, All Industries",16624
"280581","Westford","MA",2010,249,"Westford","10","Total, All Industries",11714
"280678","Westhampton","MA",2010,358,"Westhampton","10","Total, All Industries",312
"280691","Westminster","MA",2010,179,"Westminster","10","Total, All Industries",2514
"280744","Weston","MA",2010,479,"Weston","10","Total, All Industries",4356
"280807","Westport","MA",2010,155,"Westport","10","Total, All Industries",3346
"280903","Westwood","MA",2010,370,"Westwood","10","Total, All Industries",8876
"280990","Weymouth","MA",2010,409,"Weymouth","10","Total, All Industries",17663
"281148","Whately","MA",2010,204,"Whately","10","Total, All Industries",935
"281162","Whitman","MA",2010,135,"Whitman","10","Total, All Industries",3146
"281233","Wilbraham","MA",2010,455,"Wilbraham","10","Total, All Industries",4479
"281318","Williamsburg","MA",2010,359,"Williamsburg","10","Total, All Industries",567
"281352","Williamstown","MA",2010,338,"Williamstown","10","Total, All Industries",3926
"281422","Wilmington","MA",2010,496,"Wilmington","10","Total, All Industries",18419
"281563","Winchendon","MA",2010,180,"Winchendon","10","Total, All Industries",1613
"281619","Winchester","MA",2010,497,"Winchester","10","Total, All Industries",8447
"281721","Windsor","MA",2010,397,"Windsor","10","Total, All Industries",50
"281728","Winthrop","MA",2010,143,"Winthrop","10","Total, All Industries",1771
"281805","Woburn","MA",2010,491,"Woburn","10","Total, All Industries",39443
"282016","Worcester","MA",2010,501,"Worcester","10","Total, All Industries",95825
"282263","Worthington","MA",2010,360,"Worthington","10","Total, All Industries",172
"282278","Wrentham","MA",2010,27,"Wrentham","10","Total, All Industries",6177
"282367","Yarmouth","MA",2010,46,"Yarmouth","10","Total, All Industries",8436
"282488","Abington","MA",2011,112,"Abington","10","Total, All Industries",3823
"282559","Acton","MA",2011,472,"Acton","10","Total, All Industries",9489
"282692","Acushnet","MA",2011,302,"Acushnet","10","Total, All Industries",1130
"282738","Adams","MA",2011,332,"Adams","10","Total, All Industries",1759
"282805","Agawam","MA",2011,432,"Agawam","10","Total, All Industries",11823
"282928","Amesbury","MA",2011,322,"Amesbury","10","Total, All Industries",4730
"283024","Amherst","MA",2011,342,"Amherst","10","Total, All Industries",15207
"283145","Andover","MA",2011,232,"Andover","10","Total, All Industries",32326
"283281","Aquinnah","MA",2011,307,"Aquinnah","10","Total, All Industries",92
"283290","Arlington","MA",2011,62,"Arlington","10","Total, All Industries",8166
"283412","Ashburnham","MA",2011,162,"Ashburnham","10","Total, All Industries",984
"283453","Ashby","MA",2011,163,"Ashby","10","Total, All Industries",280
"283480","Ashfield","MA",2011,182,"Ashfield","10","Total, All Industries",224
"283501","Ashland","MA",2011,262,"Ashland","10","Total, All Industries",4678
"283587","Athol","MA",2011,1,"Athol","10","Total, All Industries",3409
"283662","Attleboro","MA",2011,21,"Attleborough","10","Total, All Industries",16169
"283808","Auburn","MA",2011,502,"Auburn","10","Total, All Industries",10327
"283936","Avon","MA",2011,113,"Avon","10","Total, All Industries",5312
"284011","Ayer","MA",2011,164,"Ayer","10","Total, All Industries",7628
"284110","Barnstable","MA",2011,31,"Barnstable","10","Total, All Industries",26013
"284311","Barre","MA",2011,2,"Barre","10","Total, All Industries",1217
"284349","Becket","MA",2011,373,"Becket","10","Total, All Industries",434
"284373","Bedford","MA",2011,473,"Bedford","10","Total, All Industries",19818
"284489","Belchertown","MA",2011,343,"Belchertown","10","Total, All Industries",2640
"284554","Bellingham","MA",2011,282,"Bellingham","10","Total, All Industries",5633
"284645","Belmont","MA",2011,63,"Belmont","10","Total, All Industries",6716
"284747","Berkley","MA",2011,462,"Berkley","10","Total, All Industries",549
"284778","Berlin","MA",2011,263,"Berlin","10","Total, All Industries",471
"284812","Bernardston","MA",2011,183,"Bernardston","10","Total, All Industries",371
"284828","Beverly","MA",2011,412,"Beverly","10","Total, All Industries",21365
"284993","Billerica","MA",2011,242,"Billerica","10","Total, All Industries",20304
"285147","Blackstone","MA",2011,283,"Blackstone","10","Total, All Industries",1097
"285193","Blandford","MA",2011,433,"Blandford","10","Total, All Industries",219
"285202","Bolton","MA",2011,264,"Bolton","10","Total, All Industries",1289
"285249","Boston","MA",2011,51,"Boston","10","Total, All Industries",561126
"285551","Bourne","MA",2011,32,"Bourne","10","Total, All Industries",7169
"285681","Boxborough","MA",2011,165,"Boxborough","10","Total, All Industries",4160
"285733","Boxford","MA",2011,212,"Boxford","10","Total, All Industries",785
"285776","Boylston","MA",2011,503,"Boylston","10","Total, All Industries",1693
"285825","Braintree","MA",2011,402,"Braintree","10","Total, All Industries",26325
"285996","Brewster","MA",2011,33,"Brewster","10","Total, All Industries",2549
"286071","Bridgewater","MA",2011,114,"Bridgewater","10","Total, All Industries",7862
"286163","Brimfield","MA",2011,434,"Brimfield","10","Total, All Industries",498
"286201","Brockton","MA",2011,111,"Brockton","10","Total, All Industries",37051
"286391","Brookfield","MA",2011,504,"Brookfield","10","Total, All Industries",521
"286416","Brookline","MA",2011,52,"Brookline","10","Total, All Industries",15924
"286559","Buckland","MA",2011,184,"Buckland","10","Total, All Industries",361
"286573","Burlington","MA",2011,492,"Burlington","10","Total, All Industries",40027
"286733","Cambridge","MA",2011,61,"Cambridge","10","Total, All Industries",105628
"286932","Canton","MA",2011,362,"Canton","10","Total, All Industries",20274
"287087","Carlisle","MA",2011,474,"Carlisle","10","Total, All Industries",697
"287124","Carver","MA",2011,115,"Carver","10","Total, All Industries",2793
"287193","Charlemont","MA",2011,185,"Charlemont","10","Total, All Industries",405
"287211","Charlton","MA",2011,482,"Charlton","10","Total, All Industries",3844
"287285","Chatham","MA",2011,34,"Chatham","10","Total, All Industries",2848
"287375","Chelmsford","MA",2011,243,"Chelmsford","10","Total, All Industries",21549
"287532","Chelsea","MA",2011,141,"Chelsea","10","Total, All Industries",13889
"287650","Cheshire","MA",2011,374,"Cheshire","10","Total, All Industries",569
"287672","Chester","MA",2011,344,"Chester","10","Total, All Industries",106
"287680","Chesterfield","MA",2011,345,"Chesterfield","10","Total, All Industries",150
"287692","Chicopee","MA",2011,435,"Chicopee","10","Total, All Industries",18861
"287857","Chilmark","MA",2011,303,"Chilmark","10","Total, All Industries",253
"287878","Clarksburg","MA",2011,333,"Clarksburg","10","Total, All Industries",180
"287889","Clinton","MA",2011,166,"Clinton","10","Total, All Industries",4434
"287972","Cohasset","MA",2011,403,"Cohasset","10","Total, All Industries",2573
"288048","Colrain","MA",2011,186,"Colrain","10","Total, All Industries",174
"288060","Concord","MA",2011,475,"Concord","10","Total, All Industries",11738
"288201","Conway","MA",2011,187,"Conway","10","Total, All Industries",202
"288214","Cummington","MA",2011,346,"Cummington","10","Total, All Industries",197
"288227","Dalton","MA",2011,375,"Dalton","10","Total, All Industries",1847
"288271","Danvers","MA",2011,413,"Danvers","10","Total, All Industries",25121
"288433","Dartmouth","MA",2011,304,"Dartmouth","10","Total, All Industries",15407
"288576","Dedham","MA",2011,363,"Dedham","10","Total, All Industries",15825
"288708","Deerfield","MA",2011,188,"Deerfield","10","Total, All Industries",4524
"288774","Dennis","MA",2011,35,"Dennis","10","Total, All Industries",4695
"288875","Dighton","MA",2011,463,"Dighton","10","Total, All Industries",1757
"288920","Douglas","MA",2011,483,"Douglas","10","Total, All Industries",850
"288965","Dover","MA",2011,364,"Dover","10","Total, All Industries",783
"289008","Dracut","MA",2011,244,"Dracut","10","Total, All Industries",5124
"289110","Dudley","MA",2011,484,"Dudley","10","Total, All Industries",2811
"289167","Dunstable","MA",2011,245,"Dunstable","10","Total, All Industries",218
"289187","Duxbury","MA",2011,116,"Duxbury","10","Total, All Industries",2735
"289269","East Bridgewater","MA",2011,117,"East Bridgewater","10","Total, All Industries",2655
"289341","East Brookfield","MA",2011,505,"East Brookfield","10","Total, All Industries",444
"289364","East Longmeadow","MA",2011,436,"East Longmeadow","10","Total, All Industries",7792
"289474","Eastham","MA",2011,36,"Eastham","10","Total, All Industries",1092
"289517","Easthampton","MA",2011,347,"Easthampton","10","Total, All Industries",4536
"289616","Easton","MA",2011,118,"Easton","10","Total, All Industries",9918
"289741","Edgartown","MA",2011,305,"Edgartown","10","Total, All Industries",2442
"289814","Egremont","MA",2011,376,"Egremont","10","Total, All Industries",192
"289830","Erving","MA",2011,189,"Erving","10","Total, All Industries",253
"289838","Essex","MA",2011,414,"Essex","10","Total, All Industries",1266
"289892","Everett","MA",2011,72,"Everett","10","Total, All Industries",11983
"290010","Fairhaven","MA",2011,306,"Fairhaven","10","Total, All Industries",6688
"290109","Fall River","MA",2011,151,"Fall River","10","Total, All Industries",33887
"290316","Falmouth","MA",2011,37,"Falmouth","10","Total, All Industries",14280
"290460","Fitchburg","MA",2011,161,"Fitchburg","10","Total, All Industries",12430
"290615","Florida","MA",2011,334,"Florida","10","Total, All Industries",79
"290620","Foxborough","MA",2011,22,"Foxborough","10","Total, All Industries",12310
"290742","Framingham","MA",2011,265,"Framingham","10","Total, All Industries",45330
"290928","Franklin","MA",2011,284,"Franklin","10","Total, All Industries",14777
"291083","Freetown","MA",2011,152,"Freetown","10","Total, All Industries",3752
"291150","Gardner","MA",2011,167,"Gardner","10","Total, All Industries",8053
"291258","Georgetown","MA",2011,213,"Georgetown","10","Total, All Industries",2095
"291317","Gill","MA",2011,190,"Gill","10","Total, All Industries",277
"291328","Gloucester","MA",2011,415,"Gloucester","10","Total, All Industries",10801
"291476","Goshen","MA",2011,348,"Goshen","10","Total, All Industries",172
"291486","Gosnold","MA",2011,308,"Gosnold","10","Total, All Industries",41
"291488","Grafton","MA",2011,506,"Grafton","10","Total, All Industries",4012
"291567","Granby","MA",2011,349,"Granby","10","Total, All Industries",799
"291604","Granville","MA",2011,437,"Granville","10","Total, All Industries",165
"291616","Great Barrington","MA",2011,377,"Great Barrington","10","Total, All Industries",4887
"291730","Greenfield","MA",2011,181,"Greenfield","10","Total, All Industries",9961
"291867","Groton","MA",2011,168,"Groton","10","Total, All Industries",3083
"291934","Groveland","MA",2011,214,"Groveland","10","Total, All Industries",1115
"291971","Hadley","MA",2011,350,"Hadley","10","Total, All Industries",5640
"292067","Halifax","MA",2011,119,"Halifax","10","Total, All Industries",1256
"292105","Hamilton","MA",2011,416,"Hamilton","10","Total, All Industries",1368
"292165","Hampden","MA",2011,438,"Hampden","10","Total, All Industries",849
"292205","Hancock","MA",2011,378,"Hancock","10","Total, All Industries",463
"292210","Hanover","MA",2011,120,"Hanover","10","Total, All Industries",6577
"292332","Hanson","MA",2011,122,"Hanson","10","Total, All Industries",1476
"292384","Hardwick","MA",2011,3,"Hardwick","10","Total, All Industries",386
"292407","Harvard","MA",2011,169,"Harvard","10","Total, All Industries",912
"292463","Harwich","MA",2011,38,"Harwich","10","Total, All Industries",3754
"292547","Hatfield","MA",2011,352,"Hatfield","10","Total, All Industries",2334
"292589","Haverhill","MA",2011,211,"Haverhill","10","Total, All Industries",18871
"292756","Hawley","MA",2011,192,"Hawley","10","Total, All Industries",26
"292762","Heath","MA",2011,193,"Heath","10","Total, All Industries",55
"292767","Hingham","MA",2011,404,"Hingham","10","Total, All Industries",13155
"292909","Hinsdale","MA",2011,379,"Hinsdale","10","Total, All Industries",301
"292931","Holbrook","MA",2011,123,"Holbrook","10","Total, All Industries",2415
"293010","Holden","MA",2011,507,"Holden","10","Total, All Industries",3526
"293087","Holland","MA",2011,439,"Holland","10","Total, All Industries",132
"293096","Holliston","MA",2011,285,"Holliston","10","Total, All Industries",5674
"293196","Holyoke","MA",2011,221,"Holyoke","10","Total, All Industries",21920
"293350","Hopedale","MA",2011,286,"Hopedale","10","Total, All Industries",1601
"293399","Hopkinton","MA",2011,287,"Hopkinton","10","Total, All Industries",9309
"293483","Hubbardston","MA",2011,4,"Hubbardston","10","Total, All Industries",500
"293511","Hudson","MA",2011,266,"Hudson","10","Total, All Industries",9828
"293626","Hull","MA",2011,405,"Hull","10","Total, All Industries",1262
"293673","Huntington","MA",2011,353,"Huntington","10","Total, All Industries",426
"293692","Ipswich","MA",2011,323,"Ipswich","10","Total, All Industries",5133
"293791","Kingston","MA",2011,124,"Kingston","10","Total, All Industries",4948
"293887","Lakeville","MA",2011,309,"Lakeville","10","Total, All Industries",2837
"293974","Lancaster","MA",2011,170,"Lancaster","10","Total, All Industries",2176
"294033","Lanesborough","MA",2011,380,"Lanesborough","10","Total, All Industries",1644
"294085","Lawrence","MA",2011,231,"Lawrence","10","Total, All Industries",24645
"294258","Lee","MA",2011,382,"Lee","10","Total, All Industries",3928
"294336","Leicester","MA",2011,508,"Leicester","10","Total, All Industries",2195
"294387","Lenox","MA",2011,383,"Lenox","10","Total, All Industries",3947
