"","Municipal","State","C_year","AP003_001","AP003_002","AP003_003","AP003_004","AP003_005"
"156068","Montague","MA",2006,196,"Montague","10","Total, All Industries",2999
"156128","Monterey","MA",2006,384,"Monterey","10","Total, All Industries",135
"156143","Montgomery","MA",2006,444,"Montgomery","10","Total, All Industries",53
"156146","Mount Washington","MA",2006,385,"Mount Washington","10","Total, All Industries",13
"156150","Nahant","MA",2006,253,"Nahant","10","Total, All Industries",430
"156182","Nantucket","MA",2006,313,"Nantucket","10","Total, All Industries",6424
"156301","Natick","MA",2006,268,"Natick","10","Total, All Industries",23579
"156460","Needham","MA",2006,92,"Needham","10","Total, All Industries",19477
"156608","New Ashford","MA",2006,336,"New Ashford","10","Total, All Industries",48
"156610","New Bedford","MA",2006,301,"New Bedford","10","Total, All Industries",37223
"156829","New Marlborough","MA",2006,386,"New Marlborough","10","Total, All Industries",421
"156853","New Salem","MA",2006,5,"New Salem","10","Total, All Industries",147
"156866","Newbury","MA",2006,324,"Newbury","10","Total, All Industries",1525
"156914","Newburyport","MA",2006,321,"Newburyport","10","Total, All Industries",10067
"157064","Newton","MA",2006,91,"Newton","10","Total, All Industries",45913
"157266","Norfolk","MA",2006,367,"Norfolk","10","Total, All Industries",2958
"157335","North Adams","MA",2006,331,"North Adams","10","Total, All Industries",5876
"157442","North Andover","MA",2006,234,"North Andover","10","Total, All Industries",13711
"157570","North Attleborough","MA",2006,24,"North Attleborough","10","Total, All Industries",12397
"157711","North Brookfield","MA",2006,512,"North Brookfield","10","Total, All Industries",1049
"157749","North Reading","MA",2006,493,"North Reading","10","Total, All Industries",6700
"157843","Northampton","MA",2006,341,"Northampton","10","Total, All Industries",18065
"158014","Northborough","MA",2006,269,"Northborough","10","Total, All Industries",6757
"158122","Northbridge","MA",2006,292,"Northbridge","10","Total, All Industries",4611
"158195","Northfield","MA",2006,197,"Northfield","10","Total, All Industries",1078
"158214","Norton","MA",2006,25,"Norton","10","Total, All Industries",6017
"158310","Norwell","MA",2006,407,"Norwell","10","Total, All Industries",8369
"158416","Norwood","MA",2006,361,"Norwood","10","Total, All Industries",24293
"158579","Oak Bluffs","MA",2006,314,"Oak Bluffs","10","Total, All Industries",1615
"158637","Oakham","MA",2006,513,"Oakham","10","Total, All Industries",191
"158648","Orange","MA",2006,6,"Orange","10","Total, All Industries",2097
"158702","Orleans","MA",2006,40,"Orleans","10","Total, All Industries",4390
"158813","Otis","MA",2006,387,"Otis","10","Total, All Industries",327
"158833","Oxford","MA",2006,485,"Oxford","10","Total, All Industries",3809
"158917","Palmer","MA",2006,445,"Palmer","10","Total, All Industries",5062
"159027","Paxton","MA",2006,514,"Paxton","10","Total, All Industries",722
"159058","Peabody","MA",2006,420,"Peabody","10","Total, All Industries",24881
"159238","Pelham","MA",2006,355,"Pelham","10","Total, All Industries",132
"159252","Pembroke","MA",2006,127,"Pembroke","10","Total, All Industries",6078
"159368","Pepperell","MA",2006,174,"Pepperell","10","Total, All Industries",1438
"159433","Peru","MA",2006,388,"Peru","10","Total, All Industries",43
"159440","Petersham","MA",2006,7,"Petersham","10","Total, All Industries",131
"159454","Phillipston","MA",2006,8,"Phillipston","10","Total, All Industries",154
"159461","Pittsfield","MA",2006,371,"Pittsfield","10","Total, All Industries",26230
"159645","Plainfield","MA",2006,356,"Plainfield","10","Total, All Industries",56
"159653","Plainville","MA",2006,26,"Plainville","10","Total, All Industries",3895
"159736","Plymouth","MA",2006,128,"Plymouth","10","Total, All Industries",22533
"159921","Plympton","MA",2006,129,"Plympton","10","Total, All Industries",354
"159949","Princeton","MA",2006,175,"Princeton","10","Total, All Industries",676
"159977","Provincetown","MA",2006,42,"Provincetown","10","Total, All Industries",2559
"160052","Quincy","MA",2006,401,"Quincy","10","Total, All Industries",46096
"160232","Randolph","MA",2006,130,"Randolph","10","Total, All Industries",8209
"160350","Raynham","MA",2006,464,"Raynham","10","Total, All Industries",8788
"160480","Reading","MA",2006,494,"Reading","10","Total, All Industries",6294
"160585","Rehoboth","MA",2006,465,"Rehoboth","10","Total, All Industries",1854
"160658","Revere","MA",2006,142,"Revere","10","Total, All Industries",9346
"160791","Richmond","MA",2006,389,"Richmond","10","Total, All Industries",241
"160809","Rochester","MA",2006,315,"Rochester","10","Total, All Industries",735
"160856","Rockland","MA",2006,132,"Rockland","10","Total, All Industries",8349
"160971","Rockport","MA",2006,422,"Rockport","10","Total, All Industries",1453
"161033","Rowe","MA",2006,198,"Rowe","10","Total, All Industries",128
"161037","Rowley","MA",2006,325,"Rowley","10","Total, All Industries",2546
"161104","Royalston","MA",2006,9,"Royalston","10","Total, All Industries",113
"161113","Russell","MA",2006,446,"Russell","10","Total, All Industries",192
"161125","Rutland","MA",2006,515,"Rutland","10","Total, All Industries",1100
"161171","Salem","MA",2006,411,"Salem","10","Total, All Industries",18347
"161342","Salisbury","MA",2006,326,"Salisbury","10","Total, All Industries",2751
"161432","Sandisfield","MA",2006,390,"Sandisfield","10","Total, All Industries",109
"161441","Sandwich","MA",2006,43,"Sandwich","10","Total, All Industries",5381
"161556","Saugus","MA",2006,254,"Saugus","10","Total, All Industries",10543
"161681","Scituate","MA",2006,408,"Scituate","10","Total, All Industries",3228
"161772","Seekonk","MA",2006,466,"Seekonk","10","Total, All Industries",8855
"161891","Sharon","MA",2006,368,"Sharon","10","Total, All Industries",3709
"161978","Sheffield","MA",2006,392,"Sheffield","10","Total, All Industries",1455
"162024","Shelburne","MA",2006,199,"Shelburne","10","Total, All Industries",789
"162074","Sherborn","MA",2006,270,"Sherborn","10","Total, All Industries",629
"162115","Shirley","MA",2006,176,"Shirley","10","Total, All Industries",2237
"162161","Shrewsbury","MA",2006,516,"Shrewsbury","10","Total, All Industries",12722
"162293","Shutesbury","MA",2006,200,"Shutesbury","10","Total, All Industries",170
"162301","Somerset","MA",2006,153,"Somerset","10","Total, All Industries",4451
"162388","Somerville","MA",2006,101,"Somerville","10","Total, All Industries",21102
"162561","South Hadley","MA",2006,223,"South Hadley","10","Total, All Industries",4661
"162636","Southampton","MA",2006,357,"Southampton","10","Total, All Industries",1125
"162676","Southborough","MA",2006,272,"Southborough","10","Total, All Industries",6678
"162768","Southbridge","MA",2006,486,"Southbridge","10","Total, All Industries",6072
"162870","Southwick","MA",2006,447,"Southwick","10","Total, All Industries",2700
"162947","Spencer","MA",2006,517,"Spencer","10","Total, All Industries",3463
"163020","Springfield","MA",2006,431,"Springfield","10","Total, All Industries",75822
"163249","Sterling","MA",2006,177,"Sterling","10","Total, All Industries",2533
"163313","Stockbridge","MA",2006,393,"Stockbridge","10","Total, All Industries",1362
"163351","Stoneham","MA",2006,495,"Stoneham","10","Total, All Industries",7846
"163466","Stoughton","MA",2006,133,"Stoughton","10","Total, All Industries",12826
"163619","Stow","MA",2006,273,"Stow","10","Total, All Industries",2263
"163672","Sturbridge","MA",2006,487,"Sturbridge","10","Total, All Industries",4646
"163757","Sudbury","MA",2006,274,"Sudbury","10","Total, All Industries",7954
"163861","Sunderland","MA",2006,202,"Sunderland","10","Total, All Industries",794
"163891","Sutton","MA",2006,488,"Sutton","10","Total, All Industries",1828
"163947","Swampscott","MA",2006,255,"Swampscott","10","Total, All Industries",3438
"164028","Swansea","MA",2006,154,"Swansea","10","Total, All Industries",5876
"164138","Taunton","MA",2006,461,"Taunton","10","Total, All Industries",25653
"164320","Templeton","MA",2006,10,"Templeton","10","Total, All Industries",1847
"164358","Tewksbury","MA",2006,247,"Tewksbury","10","Total, All Industries",15299
"164486","Tisbury","MA",2006,316,"Tisbury","10","Total, All Industries",2482
"164584","Tolland","MA",2006,448,"Tolland","10","Total, All Industries",29
"164587","Topsfield","MA",2006,423,"Topsfield","10","Total, All Industries",2332
"164672","Townsend","MA",2006,178,"Townsend","10","Total, All Industries",2227
"164722","Truro","MA",2006,44,"Truro","10","Total, All Industries",547
"164756","Tyngsborough","MA",2006,248,"Tyngsborough","10","Total, All Industries",4655
"164838","Tyringham","MA",2006,394,"Tyringham","10","Total, All Industries",27
"164844","Upton","MA",2006,293,"Upton","10","Total, All Industries",1052
"164901","Uxbridge","MA",2006,294,"Uxbridge","10","Total, All Industries",3307
"164987","Wakefield","MA",2006,74,"Wakefield","10","Total, All Industries",13877
"165138","Wales","MA",2006,449,"Wales","10","Total, All Industries",166
"165147","Walpole","MA",2006,369,"Walpole","10","Total, All Industries",10142
"165288","Waltham","MA",2006,471,"Waltham","10","Total, All Industries",53385
"165505","Ware","MA",2006,450,"Ware","10","Total, All Industries",2654
"165574","Wareham","MA",2006,317,"Wareham","10","Total, All Industries",8366
"165703","Warren","MA",2006,452,"Warren","10","Total, All Industries",1086
"165732","Warwick","MA",2006,12,"Warwick","10","Total, All Industries",66
"165734","Washington","MA",2006,395,"Washington","10","Total, All Industries",78
"165741","Watertown","MA",2006,93,"Watertown","10","Total, All Industries",18862
"165888","Wayland","MA",2006,478,"Wayland","10","Total, All Industries",3327
"165966","Webster","MA",2006,481,"Webster","10","Total, All Industries",7051
"166071","Wellesley","MA",2006,94,"Wellesley","10","Total, All Industries",16554
"166211","Wellfleet","MA",2006,45,"Wellfleet","10","Total, All Industries",1039
"166259","Wendell","MA",2006,203,"Wendell","10","Total, All Industries",210
"166268","Wenham","MA",2006,424,"Wenham","10","Total, All Industries",1403
"166296","West Boylston","MA",2006,519,"West Boylston","10","Total, All Industries",3913
"166374","West Bridgewater","MA",2006,134,"West Bridgewater","10","Total, All Industries",5794
"166469","West Brookfield","MA",2006,520,"West Brookfield","10","Total, All Industries",857
"166500","West Newbury","MA",2006,327,"West Newbury","10","Total, All Industries",772
"166532","West Springfield","MA",2006,454,"West Springfield","10","Total, All Industries",17564
"166690","West Stockbridge","MA",2006,396,"West Stockbridge","10","Total, All Industries",274
"166718","West Tisbury","MA",2006,318,"West Tisbury","10","Total, All Industries",758
"166754","Westborough","MA",2006,518,"Westborough","10","Total, All Industries",25107
"166907","Westfield","MA",2006,453,"Westfield","10","Total, All Industries",16596
"167067","Westford","MA",2006,249,"Westford","10","Total, All Industries",11414
"167180","Westhampton","MA",2006,358,"Westhampton","10","Total, All Industries",274
"167191","Westminster","MA",2006,179,"Westminster","10","Total, All Industries",2524
"167246","Weston","MA",2006,479,"Weston","10","Total, All Industries",3498
"167315","Westport","MA",2006,155,"Westport","10","Total, All Industries",3378
"167406","Westwood","MA",2006,370,"Westwood","10","Total, All Industries",9384
"167503","Weymouth","MA",2006,409,"Weymouth","10","Total, All Industries",18430
"167666","Whately","MA",2006,204,"Whately","10","Total, All Industries",1290
"167680","Whitman","MA",2006,135,"Whitman","10","Total, All Industries",3319
"167757","Wilbraham","MA",2006,455,"Wilbraham","10","Total, All Industries",4391
"167844","Williamsburg","MA",2006,359,"Williamsburg","10","Total, All Industries",516
"167880","Williamstown","MA",2006,338,"Williamstown","10","Total, All Industries",4150
"167952","Wilmington","MA",2006,496,"Wilmington","10","Total, All Industries",18583
"168096","Winchendon","MA",2006,180,"Winchendon","10","Total, All Industries",1731
"168150","Winchester","MA",2006,497,"Winchester","10","Total, All Industries",8277
"168255","Windsor","MA",2006,397,"Windsor","10","Total, All Industries",64
"168261","Winthrop","MA",2006,143,"Winthrop","10","Total, All Industries",2032
"168340","Woburn","MA",2006,491,"Woburn","10","Total, All Industries",38594
"168549","Worcester","MA",2006,501,"Worcester","10","Total, All Industries",98955
"168798","Worthington","MA",2006,360,"Worthington","10","Total, All Industries",237
"168811","Wrentham","MA",2006,27,"Wrentham","10","Total, All Industries",6164
"168904","Yarmouth","MA",2006,46,"Yarmouth","10","Total, All Industries",9090
"169028","Abington","MA",2007,112,"Abington","10","Total, All Industries",4023
"169097","Acton","MA",2007,472,"Acton","10","Total, All Industries",10089
"169242","Acushnet","MA",2007,302,"Acushnet","10","Total, All Industries",1436
"169298","Adams","MA",2007,332,"Adams","10","Total, All Industries",1833
"169367","Agawam","MA",2007,432,"Agawam","10","Total, All Industries",12020
"169492","Alford","MA",2007,372,"Alford","10","Total, All Industries",38
"169498","Amesbury","MA",2007,322,"Amesbury","10","Total, All Industries",4709
"169597","Amherst","MA",2007,342,"Amherst","10","Total, All Industries",14617
"169723","Andover","MA",2007,232,"Andover","10","Total, All Industries",32440
"169864","Aquinnah","MA",2007,307,"Aquinnah","10","Total, All Industries",73
"169866","Arlington","MA",2007,62,"Arlington","10","Total, All Industries",7997
"169999","Ashburnham","MA",2007,162,"Ashburnham","10","Total, All Industries",1089
"170036","Ashby","MA",2007,163,"Ashby","10","Total, All Industries",308
"170067","Ashfield","MA",2007,182,"Ashfield","10","Total, All Industries",245
"170086","Ashland","MA",2007,262,"Ashland","10","Total, All Industries",4994
"170176","Athol","MA",2007,1,"Athol","10","Total, All Industries",3382
"170248","Attleboro","MA",2007,21,"Attleborough","10","Total, All Industries",18664
"170400","Auburn","MA",2007,502,"Auburn","10","Total, All Industries",10696
"170535","Avon","MA",2007,113,"Avon","10","Total, All Industries",5420
"170608","Ayer","MA",2007,164,"Ayer","10","Total, All Industries",7433
"170701","Barnstable","MA",2007,31,"Barnstable","10","Total, All Industries",27565
"170906","Barre","MA",2007,2,"Barre","10","Total, All Industries",1242
"170951","Becket","MA",2007,373,"Becket","10","Total, All Industries",417
"170967","Bedford","MA",2007,473,"Bedford","10","Total, All Industries",18135
"171087","Belchertown","MA",2007,343,"Belchertown","10","Total, All Industries",2433
"171153","Bellingham","MA",2007,282,"Bellingham","10","Total, All Industries",5636
"171249","Belmont","MA",2007,63,"Belmont","10","Total, All Industries",6394
"171354","Berkley","MA",2007,462,"Berkley","10","Total, All Industries",619
"171383","Berlin","MA",2007,263,"Berlin","10","Total, All Industries",477
"171418","Bernardston","MA",2007,183,"Bernardston","10","Total, All Industries",376
"171436","Beverly","MA",2007,412,"Beverly","10","Total, All Industries",21129
"171613","Billerica","MA",2007,242,"Billerica","10","Total, All Industries",22867
"171769","Blackstone","MA",2007,283,"Blackstone","10","Total, All Industries",1208
"171816","Blandford","MA",2007,433,"Blandford","10","Total, All Industries",235
"171822","Bolton","MA",2007,264,"Bolton","10","Total, All Industries",1527
"171875","Boston","MA",2007,51,"Boston","10","Total, All Industries",562720
"172174","Bourne","MA",2007,32,"Bourne","10","Total, All Industries",7362
"172314","Boxborough","MA",2007,165,"Boxborough","10","Total, All Industries",3834
"172360","Boxford","MA",2007,212,"Boxford","10","Total, All Industries",947
"172403","Boylston","MA",2007,503,"Boylston","10","Total, All Industries",1665
"172450","Braintree","MA",2007,402,"Braintree","10","Total, All Industries",28204
"172623","Brewster","MA",2007,33,"Brewster","10","Total, All Industries",2612
"172696","Bridgewater","MA",2007,114,"Bridgewater","10","Total, All Industries",7757
"172788","Brimfield","MA",2007,434,"Brimfield","10","Total, All Industries",561
"172821","Brockton","MA",2007,111,"Brockton","10","Total, All Industries",38026
"173020","Brookfield","MA",2007,504,"Brookfield","10","Total, All Industries",463
"173045","Brookline","MA",2007,52,"Brookline","10","Total, All Industries",14279
"173193","Buckland","MA",2007,184,"Buckland","10","Total, All Industries",401
"173204","Burlington","MA",2007,492,"Burlington","10","Total, All Industries",38146
"173370","Cambridge","MA",2007,61,"Cambridge","10","Total, All Industries",107730
"173575","Canton","MA",2007,362,"Canton","10","Total, All Industries",23451
"173736","Carlisle","MA",2007,474,"Carlisle","10","Total, All Industries",768
"173772","Carver","MA",2007,115,"Carver","10","Total, All Industries",2777
"173837","Charlemont","MA",2007,185,"Charlemont","10","Total, All Industries",391
"173855","Charlton","MA",2007,482,"Charlton","10","Total, All Industries",3674
"173931","Chatham","MA",2007,34,"Chatham","10","Total, All Industries",3337
"174024","Chelmsford","MA",2007,243,"Chelmsford","10","Total, All Industries",21229
"174178","Chelsea","MA",2007,141,"Chelsea","10","Total, All Industries",13348
"174304","Cheshire","MA",2007,374,"Cheshire","10","Total, All Industries",443
"174324","Chester","MA",2007,344,"Chester","10","Total, All Industries",112
"174335","Chesterfield","MA",2007,345,"Chesterfield","10","Total, All Industries",124
"174347","Chicopee","MA",2007,435,"Chicopee","10","Total, All Industries",20002
"174516","Chilmark","MA",2007,303,"Chilmark","10","Total, All Industries",276
"174541","Clarksburg","MA",2007,333,"Clarksburg","10","Total, All Industries",172
"174550","Clinton","MA",2007,166,"Clinton","10","Total, All Industries",4327
"174633","Cohasset","MA",2007,403,"Cohasset","10","Total, All Industries",2499
"174707","Colrain","MA",2007,186,"Colrain","10","Total, All Industries",191
"174723","Concord","MA",2007,475,"Concord","10","Total, All Industries",12808
"174870","Conway","MA",2007,187,"Conway","10","Total, All Industries",217
"174886","Cummington","MA",2007,346,"Cummington","10","Total, All Industries",230
"174895","Dalton","MA",2007,375,"Dalton","10","Total, All Industries",2102
"174939","Danvers","MA",2007,413,"Danvers","10","Total, All Industries",25289
"175109","Dartmouth","MA",2007,304,"Dartmouth","10","Total, All Industries",15813
"175253","Dedham","MA",2007,363,"Dedham","10","Total, All Industries",14869
"175397","Deerfield","MA",2007,188,"Deerfield","10","Total, All Industries",4452
"175461","Dennis","MA",2007,35,"Dennis","10","Total, All Industries",4735
"175572","Dighton","MA",2007,463,"Dighton","10","Total, All Industries",1788
"175620","Douglas","MA",2007,483,"Douglas","10","Total, All Industries",917
"175668","Dover","MA",2007,364,"Dover","10","Total, All Industries",812
"175708","Dracut","MA",2007,244,"Dracut","10","Total, All Industries",5109
"175810","Dudley","MA",2007,484,"Dudley","10","Total, All Industries",2661
"175863","Dunstable","MA",2007,245,"Dunstable","10","Total, All Industries",290
"175881","Duxbury","MA",2007,116,"Duxbury","10","Total, All Industries",2871
"175972","East Bridgewater","MA",2007,117,"East Bridgewater","10","Total, All Industries",2720
"176043","East Brookfield","MA",2007,505,"East Brookfield","10","Total, All Industries",434
"176059","East Longmeadow","MA",2007,436,"East Longmeadow","10","Total, All Industries",8339
"176172","Eastham","MA",2007,36,"Eastham","10","Total, All Industries",1258
"176224","Easthampton","MA",2007,347,"Easthampton","10","Total, All Industries",4691
"176320","Easton","MA",2007,118,"Easton","10","Total, All Industries",9669
"176447","Edgartown","MA",2007,305,"Edgartown","10","Total, All Industries",2359
"176525","Egremont","MA",2007,376,"Egremont","10","Total, All Industries",302
"176550","Erving","MA",2007,189,"Erving","10","Total, All Industries",320
"176561","Essex","MA",2007,414,"Essex","10","Total, All Industries",1282
"176612","Everett","MA",2007,72,"Everett","10","Total, All Industries",12761
"176734","Fairhaven","MA",2007,306,"Fairhaven","10","Total, All Industries",6249
"176846","Fall River","MA",2007,151,"Fall River","10","Total, All Industries",36206
"177053","Falmouth","MA",2007,37,"Falmouth","10","Total, All Industries",14525
"177208","Fitchburg","MA",2007,161,"Fitchburg","10","Total, All Industries",13013
"177366","Florida","MA",2007,334,"Florida","10","Total, All Industries",71
"177369","Foxborough","MA",2007,22,"Foxborough","10","Total, All Industries",10333
"177484","Framingham","MA",2007,265,"Framingham","10","Total, All Industries",45646
"177674","Franklin","MA",2007,284,"Franklin","10","Total, All Industries",16227
"177826","Freetown","MA",2007,152,"Freetown","10","Total, All Industries",3861
"177900","Gardner","MA",2007,167,"Gardner","10","Total, All Industries",8671
"178020","Georgetown","MA",2007,213,"Georgetown","10","Total, All Industries",2351
"178086","Gill","MA",2007,190,"Gill","10","Total, All Industries",293
"178097","Gloucester","MA",2007,415,"Gloucester","10","Total, All Industries",10838
"178251","Goshen","MA",2007,348,"Goshen","10","Total, All Industries",149
"178259","Gosnold","MA",2007,308,"Gosnold","10","Total, All Industries",46
"178262","Grafton","MA",2007,506,"Grafton","10","Total, All Industries",4325
"178347","Granby","MA",2007,349,"Granby","10","Total, All Industries",794
"178391","Granville","MA",2007,437,"Granville","10","Total, All Industries",162
"178398","Great Barrington","MA",2007,377,"Great Barrington","10","Total, All Industries",5223
"178522","Greenfield","MA",2007,181,"Greenfield","10","Total, All Industries",10125
"178662","Groton","MA",2007,168,"Groton","10","Total, All Industries",3417
"178744","Groveland","MA",2007,214,"Groveland","10","Total, All Industries",1175
"178784","Hadley","MA",2007,350,"Hadley","10","Total, All Industries",4956
"178889","Halifax","MA",2007,119,"Halifax","10","Total, All Industries",1326
"178931","Hamilton","MA",2007,416,"Hamilton","10","Total, All Industries",1468
"178997","Hampden","MA",2007,438,"Hampden","10","Total, All Industries",884
"179035","Hancock","MA",2007,378,"Hancock","10","Total, All Industries",537
"179040","Hanover","MA",2007,120,"Hanover","10","Total, All Industries",7063
"179161","Hanson","MA",2007,122,"Hanson","10","Total, All Industries",1624
"179217","Hardwick","MA",2007,3,"Hardwick","10","Total, All Industries",401
"179242","Harvard","MA",2007,169,"Harvard","10","Total, All Industries",1064
"179297","Harwich","MA",2007,38,"Harwich","10","Total, All Industries",3846
"179387","Hatfield","MA",2007,352,"Hatfield","10","Total, All Industries",2409
"179421","Haverhill","MA",2007,211,"Haverhill","10","Total, All Industries",18207
"179597","Hawley","MA",2007,192,"Hawley","10","Total, All Industries",20
"179601","Heath","MA",2007,193,"Heath","10","Total, All Industries",83
"179608","Hingham","MA",2007,404,"Hingham","10","Total, All Industries",11955
"179749","Hinsdale","MA",2007,379,"Hinsdale","10","Total, All Industries",292
"179770","Holbrook","MA",2007,123,"Holbrook","10","Total, All Industries",2741
"179851","Holden","MA",2007,507,"Holden","10","Total, All Industries",3599
"179929","Holland","MA",2007,439,"Holland","10","Total, All Industries",147
"179935","Holliston","MA",2007,285,"Holliston","10","Total, All Industries",5337
"180031","Holyoke","MA",2007,221,"Holyoke","10","Total, All Industries",21972
"180192","Hopedale","MA",2007,286,"Hopedale","10","Total, All Industries",1668
"180244","Hopkinton","MA",2007,287,"Hopkinton","10","Total, All Industries",8934
"180326","Hubbardston","MA",2007,4,"Hubbardston","10","Total, All Industries",569
"180356","Hudson","MA",2007,266,"Hudson","10","Total, All Industries",10405
"180470","Hull","MA",2007,405,"Hull","10","Total, All Industries",1338
"180520","Huntington","MA",2007,353,"Huntington","10","Total, All Industries",448
"180538","Ipswich","MA",2007,323,"Ipswich","10","Total, All Industries",4233
"180634","Kingston","MA",2007,124,"Kingston","10","Total, All Industries",5761
"180736","Lakeville","MA",2007,309,"Lakeville","10","Total, All Industries",3341
"180827","Lancaster","MA",2007,170,"Lancaster","10","Total, All Industries",2047
"180880","Lanesborough","MA",2007,380,"Lanesborough","10","Total, All Industries",1835
"180922","Lawrence","MA",2007,231,"Lawrence","10","Total, All Industries",23274
"181094","Lee","MA",2007,382,"Lee","10","Total, All Industries",3897
"181187","Leicester","MA",2007,508,"Leicester","10","Total, All Industries",2310
"181249","Lenox","MA",2007,383,"Lenox","10","Total, All Industries",4419
"181328","Leominster","MA",2007,172,"Leominster","10","Total, All Industries",18822
"181494","Leverett","MA",2007,194,"Leverett","10","Total, All Industries",219
"181510","Lexington","MA",2007,476,"Lexington","10","Total, All Industries",19161
"181654","Leyden","MA",2007,195,"Leyden","10","Total, All Industries",70
"181656","Lincoln","MA",2007,477,"Lincoln","10","Total, All Industries",1759
"181704","Littleton","MA",2007,246,"Littleton","10","Total, All Industries",5018
"181795","Longmeadow","MA",2007,440,"Longmeadow","10","Total, All Industries",3351
"181864","Lowell","MA",2007,241,"Lowell","10","Total, All Industries",33353
"182054","Ludlow","MA",2007,442,"Ludlow","10","Total, All Industries",6467
"182147","Lunenburg","MA",2007,173,"Lunenburg","10","Total, All Industries",2450
"182211","Lynn","MA",2007,251,"Lynn","10","Total, All Industries",23024
"182366","Lynnfield","MA",2007,252,"Lynnfield","10","Total, All Industries",5757
"182437","Malden","MA",2007,71,"Malden","10","Total, All Industries",15261
"182590","Manchester-by-the-Sea","MA",2007,417,"Manchester","10","Total, All Industries",1680
"182659","Mansfield","MA",2007,23,"Mansfield","10","Total, All Industries",11193
"182776","Marblehead","MA",2007,418,"Marblehead","10","Total, All Industries",5027
"182881","Marion","MA",2007,310,"Marion","10","Total, All Industries",2121
"182945","Marlborough","MA",2007,261,"Marlborough","10","Total, All Industries",30387
"183119","Marshfield","MA",2007,125,"Marshfield","10","Total, All Industries",5518
"183225","Mashpee","MA",2007,39,"Mashpee","10","Total, All Industries",4500
"183312","Mattapoisett","MA",2007,312,"Mattapoisett","10","Total, All Industries",1811
"183379","Maynard","MA",2007,267,"Maynard","10","Total, All Industries",5130
"183456","Medfield","MA",2007,365,"Medfield","10","Total, All Industries",2896
"183538","Medford","MA",2007,81,"Medford","10","Total, All Industries",18123
"183687","Medway","MA",2007,288,"Medway","10","Total, All Industries",3429
"183779","Melrose","MA",2007,73,"Melrose","10","Total, All Industries",6278
"183885","Mendon","MA",2007,289,"Mendon","10","Total, All Industries",1243
"183940","Merrimac","MA",2007,215,"Merrimac","10","Total, All Industries",688
"183988","Methuen","MA",2007,233,"Methuen","10","Total, All Industries",15214
"184134","Middleborough","MA",2007,126,"Middleborough","10","Total, All Industries",8895
"184247","Middlefield","MA",2007,354,"Middlefield","10","Total, All Industries",47
"184249","Middleton","MA",2007,419,"Middleton","10","Total, All Industries",4601
"184331","Milford","MA",2007,281,"Milford","10","Total, All Industries",15264
"184470","Millbury","MA",2007,509,"Millbury","10","Total, All Industries",5565
"184556","Millis","MA",2007,366,"Millis","10","Total, All Industries",2216
"184627","Millville","MA",2007,290,"Millville","10","Total, All Industries",277
"184645","Milton","MA",2007,406,"Milton","10","Total, All Industries",5402
"184728","Monroe","MA",2007,335,"Monroe","10","Total, All Industries",17
"184730","Monson","MA",2007,443,"Monson","10","Total, All Industries",1427
"184774","Montague","MA",2007,196,"Montague","10","Total, All Industries",2855
"184831","Monterey","MA",2007,384,"Monterey","10","Total, All Industries",132
"184843","Montgomery","MA",2007,444,"Montgomery","10","Total, All Industries",29
"184846","Mount Washington","MA",2007,385,"Mount Washington","10","Total, All Industries",12
"184848","Nahant","MA",2007,253,"Nahant","10","Total, All Industries",508
"184876","Nantucket","MA",2007,313,"Nantucket","10","Total, All Industries",6563
"184994","Natick","MA",2007,268,"Natick","10","Total, All Industries",23588
"185151","Needham","MA",2007,92,"Needham","10","Total, All Industries",19831
"185295","New Ashford","MA",2007,336,"New Ashford","10","Total, All Industries",40
"185297","New Bedford","MA",2007,301,"New Bedford","10","Total, All Industries",36984
"185517","New Marlborough","MA",2007,386,"New Marlborough","10","Total, All Industries",438
"185535","New Salem","MA",2007,5,"New Salem","10","Total, All Industries",147
"185548","Newbury","MA",2007,324,"Newbury","10","Total, All Industries",1520
"185600","Newburyport","MA",2007,321,"Newburyport","10","Total, All Industries",10638
"185751","Newton","MA",2007,91,"Newton","10","Total, All Industries",47480
"185946","Norfolk","MA",2007,367,"Norfolk","10","Total, All Industries",2859
"186017","North Adams","MA",2007,331,"North Adams","10","Total, All Industries",5994
"186118","North Andover","MA",2007,234,"North Andover","10","Total, All Industries",13718
"186246","North Attleborough","MA",2007,24,"North Attleborough","10","Total, All Industries",12177
"186386","North Brookfield","MA",2007,512,"North Brookfield","10","Total, All Industries",1002
"186423","North Reading","MA",2007,493,"North Reading","10","Total, All Industries",7825
"186519","Northampton","MA",2007,341,"Northampton","10","Total, All Industries",18374
"186691","Northborough","MA",2007,269,"Northborough","10","Total, All Industries",6791
"186806","Northbridge","MA",2007,292,"Northbridge","10","Total, All Industries",5257
"186882","Northfield","MA",2007,197,"Northfield","10","Total, All Industries",981
"186903","Norton","MA",2007,25,"Norton","10","Total, All Industries",6211
"187004","Norwell","MA",2007,407,"Norwell","10","Total, All Industries",8433
"187116","Norwood","MA",2007,361,"Norwood","10","Total, All Industries",24803
"187293","Oak Bluffs","MA",2007,314,"Oak Bluffs","10","Total, All Industries",1649
"187353","Oakham","MA",2007,513,"Oakham","10","Total, All Industries",213
"187363","Orange","MA",2007,6,"Orange","10","Total, All Industries",2044
"187420","Orleans","MA",2007,40,"Orleans","10","Total, All Industries",4273
"187527","Otis","MA",2007,387,"Otis","10","Total, All Industries",326
