,Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
738,Medfield,Norfolk County,MA,Medfield,2006-2010,11896,189,1.6,0.9
739,Medfield,Norfolk County,MA,Medfield,2007-2011,11906,435,3.7,1.8
740,Medfield,Norfolk County,MA,Medfield,2008-2012,11982,472,3.9,1.7
1728,Medfield,Norfolk County,MA,Medfield,2009-2013,12073,516,4.3,2.2
2095,Medfield,Norfolk County,MA,Medfield,2010-2014,12198,514,4.2,1.9
2462,Medfield,Norfolk County,MA,Medfield,2011-2015,12328,461,3.7,1.9
2829,Medfield,Norfolk County,MA,Medfield,2012-2016,12470,313,2.5,1.1
3196,Medfield,Norfolk County,MA,Medfield,2013-2017,12571,274,2.2,0.9
741,Medford,Middlesex County,MA,Medford,2005-2009,53533,4624,8.6,1.4
742,Medford,Middlesex County,MA,Medford,2006-2010,53257,4436,8.3,1.2
743,Medford,Middlesex County,MA,Medford,2007-2011,53407,4683,8.8,1.3
744,Medford,Middlesex County,MA,Medford,2008-2012,53739,4781,8.9,1.2
1691,Medford,Middlesex County,MA,Medford,2009-2013,54173,5325,9.8,1.4
2058,Medford,Middlesex County,MA,Medford,2010-2014,54651,5740,10.5,1.5
2425,Medford,Middlesex County,MA,Medford,2011-2015,54868,5904,10.8,1.7
2792,Medford,Middlesex County,MA,Medford,2012-2016,54866,5753,10.5,1.5
3159,Medford,Middlesex County,MA,Medford,2013-2017,55364,5725,10.3,1.6
745,Medway,Norfolk County,MA,Medway,2005-2009,12553,440,3.5,2.1
746,Medway,Norfolk County,MA,Medway,2006-2010,12422,343,2.8,1.5
747,Medway,Norfolk County,MA,Medway,2007-2011,12560,239,1.9,1
748,Medway,Norfolk County,MA,Medway,2008-2012,12631,298,2.4,0.9
1729,Medway,Norfolk County,MA,Medway,2009-2013,12755,395,3.1,1.5
2096,Medway,Norfolk County,MA,Medway,2010-2014,12853,396,3.1,1.7
2463,Medway,Norfolk County,MA,Medway,2011-2015,12956,398,3.1,1.6
2830,Medway,Norfolk County,MA,Medway,2012-2016,13022,625,4.8,2.4
3197,Medway,Norfolk County,MA,Medway,2013-2017,13053,689,5.3,2.4
749,Melrose,Middlesex County,MA,Melrose,2005-2009,26066,1149,4.4,1.3
750,Melrose,Middlesex County,MA,Melrose,2006-2010,26300,1244,4.7,1.4
751,Melrose,Middlesex County,MA,Melrose,2007-2011,26521,1292,4.9,1.4
752,Melrose,Middlesex County,MA,Melrose,2008-2012,26698,1152,4.3,1
1692,Melrose,Middlesex County,MA,Melrose,2009-2013,26916,1110,4.1,1.1
2059,Melrose,Middlesex County,MA,Melrose,2010-2014,27262,1052,3.9,1.2
2426,Melrose,Middlesex County,MA,Melrose,2011-2015,27425,941,3.4,1
2793,Melrose,Middlesex County,MA,Melrose,2012-2016,27533,1034,3.8,1.2
3160,Melrose,Middlesex County,MA,Melrose,2013-2017,27884,1087,3.9,1.2
753,Mendon,Worcester County,MA,Mendon,2005-2009,5708,176,3.1,3.9
754,Mendon,Worcester County,MA,Mendon,2006-2010,5759,127,2.2,2.6
755,Mendon,Worcester County,MA,Mendon,2007-2011,5783,126,2.2,1.5
756,Mendon,Worcester County,MA,Mendon,2008-2012,5820,120,2.1,1.4
1802,Mendon,Worcester County,MA,Mendon,2009-2013,5839,95,1.6,1.3
2169,Mendon,Worcester County,MA,Mendon,2010-2014,5879,113,1.9,1.5
2536,Mendon,Worcester County,MA,Mendon,2011-2015,5919,101,1.7,1.2
2903,Mendon,Worcester County,MA,Mendon,2012-2016,5944,33,0.6,0.4
3270,Mendon,Worcester County,MA,Mendon,2013-2017,5977,32,0.5,0.4
757,Merrimac,Essex County,MA,Merrimac,2005-2009,6475,250,3.9,2.9
758,Merrimac,Essex County,MA,Merrimac,2006-2010,6251,238,3.8,2.8
759,Merrimac,Essex County,MA,Merrimac,2007-2011,6273,294,4.7,2.8
760,Merrimac,Essex County,MA,Merrimac,2008-2012,6344,229,3.6,2.6
1576,Merrimac,Essex County,MA,Merrimac,2009-2013,6417,184,2.9,2
1943,Merrimac,Essex County,MA,Merrimac,2010-2014,6515,306,4.7,3.1
2310,Merrimac,Essex County,MA,Merrimac,2011-2015,6578,408,6.2,3.6
2677,Merrimac,Essex County,MA,Merrimac,2012-2016,6671,371,5.6,3.7
3044,Merrimac,Essex County,MA,Merrimac,2013-2017,6728,361,5.4,4.3
761,Methuen,Essex County,MA,Methuen,2005-2009,43162,3077,7.1,1.3
762,Methuen,Essex County,MA,Methuen,2006-2010,45867,3257,7.1,1.4
763,Methuen,Essex County,MA,Methuen,2007-2011,46379,3552,7.7,1.5
764,Methuen,Essex County,MA,Methuen,2008-2012,46867,4254,9.1,1.8
1577,Methuen,Essex County,MA,Methuen,2009-2013,47320,4022,8.5,1.3
1944,Methuen,Essex County,MA,Methuen,2010-2014,47805,4344,9.1,1.5
2311,Methuen,Essex County,MA,Methuen,2011-2015,48265,4745,9.8,1.5
2678,Methuen,Essex County,MA,Methuen,2012-2016,48671,4996,10.3,1.5
3045,Methuen,Essex County,MA,Methuen,2013-2017,49185,4636,9.4,1.4
765,Middleborough,Plymouth County,MA,Middleborough,2005-2009,17778,1165,6.6,1.7
766,Middleborough,Plymouth County,MA,Middleborough,2006-2010,20502,1470,7.2,2
767,Middleborough,Plymouth County,MA,Middleborough,2007-2011,22120,1498,6.8,1.8
768,Middleborough,Plymouth County,MA,Middleborough,2008-2012,22380,1657,7.4,1.9
1761,Middleborough,Plymouth County,MA,Middleborough,2009-2013,22724,1781,7.8,1.9
2128,Middleborough,Plymouth County,MA,Middleborough,2010-2014,23042,1863,8.1,2.4
2495,Middleborough,Plymouth County,MA,Middleborough,2011-2015,23286,1646,7.1,2
2862,Middleborough,Plymouth County,MA,Middleborough,2012-2016,23591,1835,7.8,2.4
3229,Middleborough,Plymouth County,MA,Middleborough,2013-2017,23753,1867,7.9,2.5
769,Middlefield,Hampshire County,MA,Middlefield,2005-2009,386,3,0.8,1.1
770,Middlefield,Hampshire County,MA,Middlefield,2006-2010,418,3,0.7,1
771,Middlefield,Hampshire County,MA,Middlefield,2007-2011,431,2,0.5,0.7
772,Middlefield,Hampshire County,MA,Middlefield,2008-2012,403,2,0.5,0.9
1652,Middlefield,Hampshire County,MA,Middlefield,2009-2013,464,15,3.2,3.2
2019,Middlefield,Hampshire County,MA,Middlefield,2010-2014,514,27,5.3,4.7
2386,Middlefield,Hampshire County,MA,Middlefield,2011-2015,511,30,5.9,4.7
2753,Middlefield,Hampshire County,MA,Middlefield,2012-2016,497,34,6.8,4.9
3120,Middlefield,Hampshire County,MA,Middlefield,2013-2017,464,33,7.1,6
777,Middleton,Essex County,MA,Middleton,2005-2009,7703,271,3.5,3.4
778,Middleton,Essex County,MA,Middleton,2006-2010,7528,284,3.8,3.6
779,Middleton,Essex County,MA,Middleton,2007-2011,7502,301,4,3
780,Middleton,Essex County,MA,Middleton,2008-2012,7484,291,3.9,2
1578,Middleton,Essex County,MA,Middleton,2009-2013,7431,283,3.8,1.6
1945,Middleton,Essex County,MA,Middleton,2010-2014,7615,358,4.7,2
2312,Middleton,Essex County,MA,Middleton,2011-2015,7763,407,5.2,2.2
2679,Middleton,Essex County,MA,Middleton,2012-2016,8066,349,4.3,2.5
3046,Middleton,Essex County,MA,Middleton,2013-2017,8377,305,3.6,2.6
781,Milford,Worcester County,MA,Milford,2005-2009,27160,1901,7,2
782,Milford,Worcester County,MA,Milford,2006-2010,27428,2121,7.7,2.1
783,Milford,Worcester County,MA,Milford,2007-2011,27673,2718,9.8,2.5
784,Milford,Worcester County,MA,Milford,2008-2012,27791,2814,10.1,3
1803,Milford,Worcester County,MA,Milford,2009-2013,27893,2914,10.4,3.2
2170,Milford,Worcester County,MA,Milford,2010-2014,28010,3047,10.9,3.1
2537,Milford,Worcester County,MA,Milford,2011-2015,28170,3146,11.2,2.8
2904,Milford,Worcester County,MA,Milford,2012-2016,28260,2167,7.7,2
3271,Milford,Worcester County,MA,Milford,2013-2017,28426,2244,7.9,1.9
785,Millbury,Worcester County,MA,Millbury,2005-2009,13300,402,3,1.3
786,Millbury,Worcester County,MA,Millbury,2006-2010,12916,437,3.4,1.3
787,Millbury,Worcester County,MA,Millbury,2007-2011,13026,375,2.9,1.2
788,Millbury,Worcester County,MA,Millbury,2008-2012,13080,557,4.3,2.1
1804,Millbury,Worcester County,MA,Millbury,2009-2013,13113,696,5.3,2.7
2171,Millbury,Worcester County,MA,Millbury,2010-2014,13195,802,6.1,2.7
2538,Millbury,Worcester County,MA,Millbury,2011-2015,13218,938,7.1,2.5
2905,Millbury,Worcester County,MA,Millbury,2012-2016,13259,896,6.8,2.2
3272,Millbury,Worcester County,MA,Millbury,2013-2017,13330,797,6,2.3
789,Millis,Norfolk County,MA,Millis,2005-2009,7947,218,2.7,1.7
790,Millis,Norfolk County,MA,Millis,2006-2010,7808,184,2.4,1.4
791,Millis,Norfolk County,MA,Millis,2007-2011,7806,270,3.5,2
792,Millis,Norfolk County,MA,Millis,2008-2012,7859,290,3.7,2.4
1730,Millis,Norfolk County,MA,Millis,2009-2013,7902,490,6.2,3.7
2097,Millis,Norfolk County,MA,Millis,2010-2014,7955,505,6.3,3.8
2464,Millis,Norfolk County,MA,Millis,2011-2015,7998,545,6.8,3.9
2831,Millis,Norfolk County,MA,Millis,2012-2016,8055,375,4.7,3.8
3198,Millis,Norfolk County,MA,Millis,2013-2017,8106,357,4.4,3
793,Millville,Worcester County,MA,Millville,2005-2009,2938,105,3.6,2.3
794,Millville,Worcester County,MA,Millville,2006-2010,3088,99,3.2,1.9
795,Millville,Worcester County,MA,Millville,2007-2011,3134,180,5.7,3.3
796,Millville,Worcester County,MA,Millville,2008-2012,3150,275,8.7,3.3
1805,Millville,Worcester County,MA,Millville,2009-2013,3193,304,9.5,4.1
2172,Millville,Worcester County,MA,Millville,2010-2014,3205,288,9,3.7
2539,Millville,Worcester County,MA,Millville,2011-2015,3203,274,8.6,3.9
2906,Millville,Worcester County,MA,Millville,2012-2016,3214,225,7,3.3
3273,Millville,Worcester County,MA,Millville,2013-2017,3237,142,4.4,2.7
797,Milton,Norfolk County,MA,Milton,2005-2009,25554,1000,3.9,1.5
798,Milton,Norfolk County,MA,Milton,2006-2010,25893,990,3.8,1.5
799,Milton,Norfolk County,MA,Milton,2007-2011,25291,1027,4.1,1.5
800,Milton,Norfolk County,MA,Milton,2008-2012,25315,1211,4.8,1.7
1731,Milton,Norfolk County,MA,Milton,2009-2013,25393,1243,4.9,1.5
2098,Milton,Norfolk County,MA,Milton,2010-2014,25490,1121,4.4,1.5
2465,Milton,Norfolk County,MA,Milton,2011-2015,25556,1016,4,1.2
2832,Milton,Norfolk County,MA,Milton,2012-2016,25720,1076,4.2,1.2
3199,Milton,Norfolk County,MA,Milton,2013-2017,25864,1066,4.1,1.1
801,Monroe,Franklin County,MA,Monroe,2005-2009,144,12,8.3,8.2
802,Monroe,Franklin County,MA,Monroe,2006-2010,110,20,18.2,19
803,Monroe,Franklin County,MA,Monroe,2007-2011,122,18,14.8,13
804,Monroe,Franklin County,MA,Monroe,2008-2012,105,13,12.4,14
1607,Monroe,Franklin County,MA,Monroe,2009-2013,117,13,11.1,15.4
1974,Monroe,Franklin County,MA,Monroe,2010-2014,118,16,13.6,14.5
2341,Monroe,Franklin County,MA,Monroe,2011-2015,104,4,3.8,4.8
2708,Monroe,Franklin County,MA,Monroe,2012-2016,95,6,6.3,7.8
3075,Monroe,Franklin County,MA,Monroe,2013-2017,86,7,8.1,7.5
805,Monson,Hampden County,MA,Monson,2005-2009,8894,657,7.4,4.3
806,Monson,Hampden County,MA,Monson,2006-2010,8450,711,8.4,3.8
807,Monson,Hampden County,MA,Monson,2007-2011,8350,740,8.9,3.6
808,Monson,Hampden County,MA,Monson,2008-2012,8402,765,9.1,3.8
1631,Monson,Hampden County,MA,Monson,2009-2013,8458,891,10.5,4.5
1998,Monson,Hampden County,MA,Monson,2010-2014,8509,694,8.2,3.2
2365,Monson,Hampden County,MA,Monson,2011-2015,8566,741,8.7,2.8
2732,Monson,Hampden County,MA,Monson,2012-2016,8598,476,5.5,2
3099,Monson,Hampden County,MA,Monson,2013-2017,8658,482,5.6,1.8
809,Montague,Franklin County,MA,Montague,2005-2009,8135,1228,15.1,4.3
810,Montague,Franklin County,MA,Montague,2006-2010,8366,1405,16.8,4.2
811,Montague,Franklin County,MA,Montague,2007-2011,8307,1348,16.2,3.9
812,Montague,Franklin County,MA,Montague,2008-2012,8287,1324,16,4.1
1608,Montague,Franklin County,MA,Montague,2009-2013,8261,1647,19.9,4.6
1975,Montague,Franklin County,MA,Montague,2010-2014,8223,1445,17.6,5.4
2342,Montague,Franklin County,MA,Montague,2011-2015,8188,1318,16.1,4.5
2709,Montague,Franklin County,MA,Montague,2012-2016,8192,1288,15.7,4.4
3076,Montague,Franklin County,MA,Montague,2013-2017,8178,1242,15.2,4.7
813,Monterey,Berkshire County,MA,Monterey,2005-2009,855,194,22.7,22
814,Monterey,Berkshire County,MA,Monterey,2006-2010,773,148,19.1,18
815,Monterey,Berkshire County,MA,Monterey,2007-2011,793,40,5,3.9
816,Monterey,Berkshire County,MA,Monterey,2008-2012,783,131,16.7,23
1514,Monterey,Berkshire County,MA,Monterey,2009-2013,689,93,13.5,12.1
1881,Monterey,Berkshire County,MA,Monterey,2010-2014,771,106,13.7,9.5
2248,Monterey,Berkshire County,MA,Monterey,2011-2015,867,105,12.1,8
2615,Monterey,Berkshire County,MA,Monterey,2012-2016,821,109,13.3,9.3
2982,Monterey,Berkshire County,MA,Monterey,2013-2017,723,72,10,5.4
817,Montgomery,Hampden County,MA,Montgomery,2005-2009,560,25,4.5,4.4
818,Montgomery,Hampden County,MA,Montgomery,2006-2010,732,24,3.3,3.6
819,Montgomery,Hampden County,MA,Montgomery,2007-2011,742,19,2.6,3.3
820,Montgomery,Hampden County,MA,Montgomery,2008-2012,861,21,2.4,2.8
1632,Montgomery,Hampden County,MA,Montgomery,2009-2013,905,32,3.5,3
1999,Montgomery,Hampden County,MA,Montgomery,2010-2014,950,19,2,1.6
2366,Montgomery,Hampden County,MA,Montgomery,2011-2015,846,19,2.2,1.9
2733,Montgomery,Hampden County,MA,Montgomery,2012-2016,835,26,3.1,2.3
3100,Montgomery,Hampden County,MA,Montgomery,2013-2017,802,30,3.7,2.6
821,Mount Washington,Berkshire County,MA,Mount Washington,2005-2009,135,5,3.7,4.8
822,Mount Washington,Berkshire County,MA,Mount Washington,2006-2010,133,4,3,4.5
823,Mount Washington,Berkshire County,MA,Mount Washington,2007-2011,150,15,10,6.9
824,Mount Washington,Berkshire County,MA,Mount Washington,2008-2012,157,13,8.3,8.5
1515,Mount Washington,Berkshire County,MA,Mount Washington,2009-2013,129,14,10.9,8.2
1882,Mount Washington,Berkshire County,MA,Mount Washington,2010-2014,151,11,7.3,7.6
2249,Mount Washington,Berkshire County,MA,Mount Washington,2011-2015,151,7,4.6,4.4
2616,Mount Washington,Berkshire County,MA,Mount Washington,2012-2016,156,24,15.4,11.3
2983,Mount Washington,Berkshire County,MA,Mount Washington,2013-2017,140,23,16.4,11.8
1,NA,NA County,NA,United States,2005-2009,293507923,39537240,13.5,0.1
2,NA,NA County,NA,United States,2006-2010,296141149,40917513,13.8,0.1
3,NA,NA County,NA,United States,2007-2011,298787998,42739924,14.3,0.1
4,NA,NA County,NA,United States,2008-2012,301333410,44852527,14.9,0.1
5,NA,NA County,MA,MA,2005-2009,6283288,633667,10.1,0.2
6,NA,NA County,MA,MA,2006-2010,6253462,658391,10.5,0.2
7,NA,NA County,MA,MA,2007-2011,6288679,673467,10.7,0.2
8,NA,NA County,MA,MA,2008-2012,6333378,698286,11,0.1
93,NA,Barnstable County,MA,Barnstable County,2005-2009,218388,14124,6.5,0.6
94,NA,Barnstable County,MA,Barnstable County,2006-2010,213500,15284,7.2,0.6
95,NA,Barnstable County,MA,Barnstable County,2007-2011,212789,17884,8.4,0.5
96,NA,Barnstable County,MA,Barnstable County,2008-2012,212567,19204,9,0.7
125,NA,Berkshire County,MA,Berkshire County,2005-2009,124991,14274,11.4,1
126,NA,Berkshire County,MA,Berkshire County,2006-2010,126219,14598,11.6,1.1
127,NA,Berkshire County,MA,Berkshire County,2007-2011,125881,14915,11.8,0.9
128,NA,Berkshire County,MA,Berkshire County,2008-2012,125353,15533,12.4,0.9
193,NA,Bristol County,MA,Bristol County,2005-2009,530074,56875,10.7,0.5
194,NA,Bristol County,MA,Bristol County,2006-2010,531848,60215,11.3,0.6
195,NA,Bristol County,MA,Bristol County,2007-2011,534131,60607,11.3,0.5
196,NA,Bristol County,MA,Bristol County,2008-2012,534527,64191,12,0.4
345,NA,Dukes County,MA,Dukes County,2005-2009,15654,1258,8,2.6
346,NA,Dukes County,MA,Dukes County,2006-2010,16145,1395,8.6,3
347,NA,Dukes County,MA,Dukes County,2007-2011,16217,1649,10.2,2.7
348,NA,Dukes County,MA,Dukes County,2008-2012,16440,1778,10.8,2.9
397,NA,Essex County,MA,Essex County,2005-2009,720533,72181,10,0.5
398,NA,Essex County,MA,Essex County,2006-2010,722167,72705,10.1,0.4
399,NA,Essex County,MA,Essex County,2007-2011,723679,76489,10.6,0.5
400,NA,Essex County,MA,Essex County,2008-2012,728991,80049,11,0.4
437,NA,Franklin County,MA,Franklin County,2005-2009,70506,8564,12.1,1.2
438,NA,Franklin County,MA,Franklin County,2006-2010,70464,7951,11.3,1.2
439,NA,Franklin County,MA,Franklin County,2007-2011,70254,8333,11.9,1.1
440,NA,Franklin County,MA,Franklin County,2008-2012,70288,8345,11.9,1.2
513,NA,Hampden County,MA,Hampden County,2005-2009,452454,75120,16.6,0.6
514,NA,Hampden County,MA,Hampden County,2006-2010,446866,76875,17.2,0.7
515,NA,Hampden County,MA,Hampden County,2007-2011,446946,74413,16.6,0.5
516,NA,Hampden County,MA,Hampden County,2008-2012,448940,76839,17.1,0.6
517,NA,Hampshire County,MA,Hampshire County,2005-2009,133326,15281,11.5,0.9
518,NA,Hampshire County,MA,Hampshire County,2006-2010,134316,15751,11.7,0.8
519,NA,Hampshire County,MA,Hampshire County,2007-2011,134122,15842,11.8,0.9
520,NA,Hampshire County,MA,Hampshire County,2008-2012,135058,16066,11.9,1
773,NA,Middlesex County,MA,Middlesex County,2005-2009,1428959,105892,7.4,0.3
774,NA,Middlesex County,MA,Middlesex County,2006-2010,1428271,108660,7.6,0.3
775,NA,Middlesex County,MA,Middlesex County,2007-2011,1442079,111267,7.7,0.3
776,NA,Middlesex County,MA,Middlesex County,2008-2012,1455718,115308,7.9,0.3
833,NA,Nantucket County,MA,Nantucket County,2005-2009,10767,789,7.3,2.9
834,NA,Nantucket County,MA,Nantucket County,2006-2010,9967,714,7.2,3.1
835,NA,Nantucket County,MA,Nantucket County,2007-2011,9990,880,8.8,3.2
836,NA,Nantucket County,MA,Nantucket County,2008-2012,9956,883,8.9,2.4
881,NA,Norfolk County,MA,Norfolk County,2005-2009,638611,38113,6,0.3
882,NA,Norfolk County,MA,Norfolk County,2006-2010,644183,39902,6.2,0.4
883,NA,Norfolk County,MA,Norfolk County,2007-2011,648317,40857,6.3,0.4
884,NA,Norfolk County,MA,Norfolk County,2008-2012,653710,42258,6.5,0.3
1009,NA,Plymouth County,MA,Plymouth County,2005-2009,475968,31443,6.6,0.4
1010,NA,Plymouth County,MA,Plymouth County,2006-2010,477030,33604,7,0.4
1011,NA,Plymouth County,MA,Plymouth County,2007-2011,481335,34422,7.2,0.4
1012,NA,Plymouth County,MA,Plymouth County,2008-2012,484074,36251,7.5,0.4
1209,NA,Suffolk County,MA,Suffolk County,2005-2009,695288,128504,18.5,0.6
1210,NA,Suffolk County,MA,Suffolk County,2006-2010,667668,137697,20.6,0.5
1211,NA,Suffolk County,MA,Suffolk County,2007-2011,674038,140057,20.8,0.5
1212,NA,Suffolk County,MA,Suffolk County,2008-2012,684327,141698,20.7,0.6
1453,NA,Worcester County,MA,Worcester County,2005-2009,767769,71249,9.3,0.4
1454,NA,Worcester County,MA,Worcester County,2006-2010,764818,73040,9.5,0.4
1455,NA,Worcester County,MA,Worcester County,2007-2011,768901,75852,9.9,0.4
1456,NA,Worcester County,MA,Worcester County,2008-2012,773429,79883,10.3,0.4
1469,NA,NA County,NA,United States,2009-2013,303692076,46663433,15.4,0.1
1470,NA,NA County,MA,MA,2009-2013,6375042,725351,11.4,0.2
1471,NA,Barnstable County,MA,Barnstable County,2009-2013,212189,19743,9.3,0.7
1472,NA,Berkshire County,MA,Berkshire County,2009-2013,124709,16004,12.8,1
1473,NA,Bristol County,MA,Bristol County,2009-2013,534527,66529,12.4,0.5
1474,NA,Dukes County,MA,Dukes County,2009-2013,16598,1673,10.1,2.6
1475,NA,Essex County,MA,Essex County,2009-2013,734837,82656,11.2,0.4
1476,NA,Franklin County,MA,Franklin County,2009-2013,70266,8528,12.1,1.3
1477,NA,Hampden County,MA,Hampden County,2009-2013,450622,79855,17.7,0.6
1478,NA,Hampshire County,MA,Hampshire County,2009-2013,136134,17701,13,0.8
1479,NA,Middlesex County,MA,Middlesex County,2009-2013,1468535,119658,8.1,0.3
1480,NA,Nantucket County,MA,Nantucket County,2009-2013,10078,1048,10.4,3.8
1481,NA,Norfolk County,MA,Norfolk County,2009-2013,659238,43436,6.6,0.3
1482,NA,Plymouth County,MA,Plymouth County,2009-2013,485830,37069,7.6,0.5
1483,NA,Suffolk County,MA,Suffolk County,2009-2013,694265,144381,20.8,0.5
1484,NA,Worcester County,MA,Worcester County,2009-2013,777214,87070,11.2,0.4
1836,NA,NA County,NA,United States,2010-2014,306226394,47755606,15.6,0.1
1837,NA,NA County,MA,MA,2010-2014,6424688,742784,11.6,0.2
1838,NA,Barnstable County,MA,Barnstable County,2010-2014,212184,20588,9.7,0.7
1839,NA,Berkshire County,MA,Berkshire County,2010-2014,124013,15746,12.7,0.9
1840,NA,Bristol County,MA,Bristol County,2010-2014,535181,67782,12.7,0.5
1841,NA,Dukes County,MA,Dukes County,2010-2014,16786,1891,11.3,3.4
1842,NA,Essex County,MA,Essex County,2010-2014,741324,83516,11.3,0.4
1843,NA,Franklin County,MA,Franklin County,2010-2014,70131,8321,11.9,1.1
1844,NA,Hampden County,MA,Hampden County,2010-2014,452084,79997,17.7,0.6
1845,NA,Hampshire County,MA,Hampshire County,2010-2014,137392,19044,13.9,0.9
1846,NA,Middlesex County,MA,Middlesex County,2010-2014,1484479,124813,8.4,0.3
1847,NA,Nantucket County,MA,Nantucket County,2010-2014,10289,947,9.2,3
1848,NA,Norfolk County,MA,Norfolk County,2010-2014,664937,42940,6.5,0.3
1849,NA,Plymouth County,MA,Plymouth County,2010-2014,489113,37625,7.7,0.4
1850,NA,Suffolk County,MA,Suffolk County,2010-2014,705431,149227,21.2,0.6
1851,NA,Worcester County,MA,Worcester County,2010-2014,781344,90347,11.6,0.4
2203,NA,NA County,NA,United States,2011-2015,308619550,47749043,15.5,0.1
2204,NA,NA County,MA,MA,2011-2015,6471313,748905,11.6,0.1
2205,NA,Barnstable County,MA,Barnstable County,2011-2015,211827,18392,8.7,0.7
2206,NA,Berkshire County,MA,Berkshire County,2011-2015,122987,16038,13,0.9
2207,NA,Bristol County,MA,Bristol County,2011-2015,536309,68016,12.7,0.5
2208,NA,Dukes County,MA,Dukes County,2011-2015,16894,1970,11.7,2.8
2209,NA,Essex County,MA,Essex County,2011-2015,747718,85417,11.4,0.5
2210,NA,Franklin County,MA,Franklin County,2011-2015,69969,8210,11.7,1.1
2211,NA,Hampden County,MA,Hampden County,2011-2015,454023,79308,17.5,0.6
2212,NA,Hampshire County,MA,Hampshire County,2011-2015,138273,20317,14.7,1
2213,NA,Middlesex County,MA,Middlesex County,2011-2015,1500602,124958,8.3,0.3
2214,NA,Nantucket County,MA,Nantucket County,2011-2015,10409,1205,11.6,3.2
2215,NA,Norfolk County,MA,Norfolk County,2011-2015,669933,44199,6.6,0.4
2216,NA,Plymouth County,MA,Plymouth County,2011-2015,492339,40309,8.2,0.5
2217,NA,Suffolk County,MA,Suffolk County,2011-2015,715178,148278,20.7,0.6
2218,NA,Worcester County,MA,Worcester County,2011-2015,784852,92288,11.8,0.5
2570,NA,NA County,NA,United States,2012-2016,310629645,46932225,15.1,0.1
2571,NA,NA County,MA,MA,2012-2016,6506029,740836,11.4,0.2
2572,NA,Barnstable County,MA,Barnstable County,2012-2016,211875,17433,8.2,0.7
2573,NA,Berkshire County,MA,Berkshire County,2012-2016,122336,15136,12.4,0.9
2574,NA,Bristol County,MA,Bristol County,2012-2016,538921,67338,12.5,0.5
2575,NA,Dukes County,MA,Dukes County,2012-2016,16985,1544,9.1,2.8
2576,NA,Essex County,MA,Essex County,2012-2016,752929,84757,11.3,0.4
2577,NA,Franklin County,MA,Franklin County,2012-2016,69749,7881,11.3,1
2578,NA,Hampden County,MA,Hampden County,2012-2016,453966,80119,17.6,0.6
2579,NA,Hampshire County,MA,Hampshire County,2012-2016,138217,20315,14.7,0.9
2580,NA,Middlesex County,MA,Middlesex County,2012-2016,1511503,124652,8.2,0.3
2581,NA,Nantucket County,MA,Nantucket County,2012-2016,10555,1083,10.3,3.5
2582,NA,Norfolk County,MA,Norfolk County,2012-2016,673446,45372,6.7,0.3
2583,NA,Plymouth County,MA,Plymouth County,2012-2016,495308,39602,8,0.4
2584,NA,Suffolk County,MA,Suffolk County,2012-2016,723544,145744,20.1,0.5
2585,NA,Worcester County,MA,Worcester County,2012-2016,786695,89860,11.4,0.4
2937,NA,NA County,NA,United States,2013-2017,313048563,45650345,14.6,0.1
2938,NA,NA County,MA,MA,2013-2017,6552347,727546,11.1,0.1
2939,NA,Barnstable County,MA,Barnstable County,2013-2017,210968,15810,7.5,0.6
2940,NA,Berkshire County,MA,Berkshire County,2013-2017,121393,13778,11.3,0.8
2941,NA,Bristol County,MA,Bristol County,2013-2017,541142,65842,12.2,0.4
2942,NA,Dukes County,MA,Dukes County,2013-2017,17124,1438,8.4,2.6
2943,NA,Essex County,MA,Essex County,2013-2017,759365,82434,10.9,0.4
2944,NA,Franklin County,MA,Franklin County,2013-2017,69807,7635,10.9,1.1
2945,NA,Hampden County,MA,Hampden County,2013-2017,454651,78315,17.2,0.7
2946,NA,Hampshire County,MA,Hampshire County,2013-2017,138558,19052,13.8,0.9
2947,NA,Middlesex County,MA,Middlesex County,2013-2017,1526465,125491,8.2,0.2
2948,NA,Nantucket County,MA,Nantucket County,2013-2017,10751,1205,11.2,4.2
2949,NA,Norfolk County,MA,Norfolk County,2013-2017,676707,44279,6.5,0.3
2950,NA,Plymouth County,MA,Plymouth County,2013-2017,497683,39748,8,0.5
2951,NA,Suffolk County,MA,Suffolk County,2013-2017,736921,144661,19.6,0.4
2952,NA,Worcester County,MA,Worcester County,2013-2017,790812,87858,11.1,0.4
825,Nahant,Essex County,MA,Nahant,2005-2009,3602,188,5.2,4.5
826,Nahant,Essex County,MA,Nahant,2006-2010,3431,107,3.1,3.2
827,Nahant,Essex County,MA,Nahant,2007-2011,3371,62,1.8,1.5
828,Nahant,Essex County,MA,Nahant,2008-2012,3388,68,2,1.5
1579,Nahant,Essex County,MA,Nahant,2009-2013,3381,99,2.9,2.6
1946,Nahant,Essex County,MA,Nahant,2010-2014,3399,170,5,2.5
2313,Nahant,Essex County,MA,Nahant,2011-2015,3400,168,4.9,3.2
2680,Nahant,Essex County,MA,Nahant,2012-2016,3418,144,4.2,2.7
3047,Nahant,Essex County,MA,Nahant,2013-2017,3437,165,4.8,2.7
829,Nantucket,Nantucket County,MA,Nantucket,2005-2009,10767,789,7.3,2.9
830,Nantucket,Nantucket County,MA,Nantucket,2006-2010,9967,714,7.2,3.1
