"","Municipal","State","Year","Region","Industry_Title","Average_Monthly_Employment"
"3503","Barnstable","MA",2011,"Barnstable","Total, All Industries",26013
"3504","Barre","MA",2011,"Barre","Total, All Industries",1217
"3505","Becket","MA",2011,"Becket","Total, All Industries",434
"3506","Bedford","MA",2011,"Bedford","Total, All Industries",19818
"3507","Belchertown","MA",2011,"Belchertown","Total, All Industries",2640
"3508","Bellingham","MA",2011,"Bellingham","Total, All Industries",5633
"3509","Belmont","MA",2011,"Belmont","Total, All Industries",6716
"3510","Berkley","MA",2011,"Berkley","Total, All Industries",549
"3511","Berlin","MA",2011,"Berlin","Total, All Industries",471
"3512","Bernardston","MA",2011,"Bernardston","Total, All Industries",371
"3513","Beverly","MA",2011,"Beverly","Total, All Industries",21365
"3514","Billerica","MA",2011,"Billerica","Total, All Industries",20304
"3515","Blackstone","MA",2011,"Blackstone","Total, All Industries",1097
"3516","Blandford","MA",2011,"Blandford","Total, All Industries",219
"3517","Bolton","MA",2011,"Bolton","Total, All Industries",1289
"3518","Boston","MA",2011,"Boston","Total, All Industries",561126
"3519","Bourne","MA",2011,"Bourne","Total, All Industries",7169
"3520","Boxborough","MA",2011,"Boxborough","Total, All Industries",4160
"3521","Boxford","MA",2011,"Boxford","Total, All Industries",785
"3522","Boylston","MA",2011,"Boylston","Total, All Industries",1693
"3523","Braintree","MA",2011,"Braintree","Total, All Industries",26325
"3524","Brewster","MA",2011,"Brewster","Total, All Industries",2549
"3525","Bridgewater","MA",2011,"Bridgewater","Total, All Industries",7862
"3526","Brimfield","MA",2011,"Brimfield","Total, All Industries",498
"3527","Brockton","MA",2011,"Brockton","Total, All Industries",37051
"3528","Brookfield","MA",2011,"Brookfield","Total, All Industries",521
"3529","Brookline","MA",2011,"Brookline","Total, All Industries",15924
"3530","Buckland","MA",2011,"Buckland","Total, All Industries",361
"3531","Burlington","MA",2011,"Burlington","Total, All Industries",40027
"3532","Cambridge","MA",2011,"Cambridge","Total, All Industries",105628
"3533","Canton","MA",2011,"Canton","Total, All Industries",20274
"3534","Carlisle","MA",2011,"Carlisle","Total, All Industries",697
"3535","Carver","MA",2011,"Carver","Total, All Industries",2793
"3536","Charlemont","MA",2011,"Charlemont","Total, All Industries",405
"3537","Charlton","MA",2011,"Charlton","Total, All Industries",3844
"3538","Chatham","MA",2011,"Chatham","Total, All Industries",2848
"3539","Chelmsford","MA",2011,"Chelmsford","Total, All Industries",21549
"3540","Chelsea","MA",2011,"Chelsea","Total, All Industries",13889
"3541","Cheshire","MA",2011,"Cheshire","Total, All Industries",569
"3542","Chester","MA",2011,"Chester","Total, All Industries",106
"3543","Chesterfield","MA",2011,"Chesterfield","Total, All Industries",150
"3544","Chicopee","MA",2011,"Chicopee","Total, All Industries",18861
"3545","Chilmark","MA",2011,"Chilmark","Total, All Industries",253
"3546","Clarksburg","MA",2011,"Clarksburg","Total, All Industries",180
"3547","Clinton","MA",2011,"Clinton","Total, All Industries",4434
"3548","Cohasset","MA",2011,"Cohasset","Total, All Industries",2573
"3549","Colrain","MA",2011,"Colrain","Total, All Industries",174
"3550","Concord","MA",2011,"Concord","Total, All Industries",11738
"3551","Conway","MA",2011,"Conway","Total, All Industries",202
"3552","Cummington","MA",2011,"Cummington","Total, All Industries",197
"3553","Dalton","MA",2011,"Dalton","Total, All Industries",1847
"3554","Danvers","MA",2011,"Danvers","Total, All Industries",25121
"3555","Dartmouth","MA",2011,"Dartmouth","Total, All Industries",15407
"3556","Dedham","MA",2011,"Dedham","Total, All Industries",15825
"3557","Deerfield","MA",2011,"Deerfield","Total, All Industries",4524
"3558","Dennis","MA",2011,"Dennis","Total, All Industries",4695
"3559","Dighton","MA",2011,"Dighton","Total, All Industries",1757
"3560","Douglas","MA",2011,"Douglas","Total, All Industries",850
"3561","Dover","MA",2011,"Dover","Total, All Industries",783
"3562","Dracut","MA",2011,"Dracut","Total, All Industries",5124
"3563","Dudley","MA",2011,"Dudley","Total, All Industries",2811
"3564","Dunstable","MA",2011,"Dunstable","Total, All Industries",218
"3565","Duxbury","MA",2011,"Duxbury","Total, All Industries",2735
"3566","East Bridgewater","MA",2011,"East Bridgewater","Total, All Industries",2655
"3567","East Brookfield","MA",2011,"East Brookfield","Total, All Industries",444
"3568","East Longmeadow","MA",2011,"East Longmeadow","Total, All Industries",7792
"3569","Eastham","MA",2011,"Eastham","Total, All Industries",1092
"3570","Easthampton","MA",2011,"Easthampton","Total, All Industries",4536
"3571","Easton","MA",2011,"Easton","Total, All Industries",9918
"3572","Edgartown","MA",2011,"Edgartown","Total, All Industries",2442
"3573","Egremont","MA",2011,"Egremont","Total, All Industries",192
"3574","Erving","MA",2011,"Erving","Total, All Industries",253
"3575","Essex","MA",2011,"Essex","Total, All Industries",1266
"3576","Everett","MA",2011,"Everett","Total, All Industries",11983
"3577","Fairhaven","MA",2011,"Fairhaven","Total, All Industries",6688
"3578","Fall River","MA",2011,"Fall River","Total, All Industries",33887
"3579","Falmouth","MA",2011,"Falmouth","Total, All Industries",14280
"3580","Fitchburg","MA",2011,"Fitchburg","Total, All Industries",12430
"3581","Florida","MA",2011,"Florida","Total, All Industries",79
"3582","Foxborough","MA",2011,"Foxborough","Total, All Industries",12310
"3583","Framingham","MA",2011,"Framingham","Total, All Industries",45330
"3584","Franklin","MA",2011,"Franklin","Total, All Industries",14777
"3585","Freetown","MA",2011,"Freetown","Total, All Industries",3752
"3586","Gardner","MA",2011,"Gardner","Total, All Industries",8053
"3587","Georgetown","MA",2011,"Georgetown","Total, All Industries",2095
"3588","Gill","MA",2011,"Gill","Total, All Industries",277
"3589","Gloucester","MA",2011,"Gloucester","Total, All Industries",10801
"3590","Goshen","MA",2011,"Goshen","Total, All Industries",172
"3591","Gosnold","MA",2011,"Gosnold","Total, All Industries",41
"3592","Grafton","MA",2011,"Grafton","Total, All Industries",4012
"3593","Granby","MA",2011,"Granby","Total, All Industries",799
"3594","Granville","MA",2011,"Granville","Total, All Industries",165
"3595","Great Barrington","MA",2011,"Great Barrington","Total, All Industries",4887
"3596","Greenfield","MA",2011,"Greenfield","Total, All Industries",9961
"3597","Groton","MA",2011,"Groton","Total, All Industries",3083
"3598","Groveland","MA",2011,"Groveland","Total, All Industries",1115
"3599","Hadley","MA",2011,"Hadley","Total, All Industries",5640
"3600","Halifax","MA",2011,"Halifax","Total, All Industries",1256
"3601","Hamilton","MA",2011,"Hamilton","Total, All Industries",1368
"3602","Hampden","MA",2011,"Hampden","Total, All Industries",849
"3603","Hancock","MA",2011,"Hancock","Total, All Industries",463
"3604","Hanover","MA",2011,"Hanover","Total, All Industries",6577
"3605","Hanson","MA",2011,"Hanson","Total, All Industries",1476
"3606","Hardwick","MA",2011,"Hardwick","Total, All Industries",386
"3607","Harvard","MA",2011,"Harvard","Total, All Industries",912
"3608","Harwich","MA",2011,"Harwich","Total, All Industries",3754
"3609","Hatfield","MA",2011,"Hatfield","Total, All Industries",2334
"3610","Haverhill","MA",2011,"Haverhill","Total, All Industries",18871
"3611","Hawley","MA",2011,"Hawley","Total, All Industries",26
"3612","Heath","MA",2011,"Heath","Total, All Industries",55
"3613","Hingham","MA",2011,"Hingham","Total, All Industries",13155
"3614","Hinsdale","MA",2011,"Hinsdale","Total, All Industries",301
"3615","Holbrook","MA",2011,"Holbrook","Total, All Industries",2415
"3616","Holden","MA",2011,"Holden","Total, All Industries",3526
"3617","Holland","MA",2011,"Holland","Total, All Industries",132
"3618","Holliston","MA",2011,"Holliston","Total, All Industries",5674
"3619","Holyoke","MA",2011,"Holyoke","Total, All Industries",21920
"3620","Hopedale","MA",2011,"Hopedale","Total, All Industries",1601
"3621","Hopkinton","MA",2011,"Hopkinton","Total, All Industries",9309
"3622","Hubbardston","MA",2011,"Hubbardston","Total, All Industries",500
"3623","Hudson","MA",2011,"Hudson","Total, All Industries",9828
"3624","Hull","MA",2011,"Hull","Total, All Industries",1262
"3625","Huntington","MA",2011,"Huntington","Total, All Industries",426
"3626","Ipswich","MA",2011,"Ipswich","Total, All Industries",5133
"3627","Kingston","MA",2011,"Kingston","Total, All Industries",4948
"3628","Lakeville","MA",2011,"Lakeville","Total, All Industries",2837
"3629","Lancaster","MA",2011,"Lancaster","Total, All Industries",2176
"3630","Lanesborough","MA",2011,"Lanesborough","Total, All Industries",1644
"3631","Lawrence","MA",2011,"Lawrence","Total, All Industries",24645
"3632","Lee","MA",2011,"Lee","Total, All Industries",3928
"3633","Leicester","MA",2011,"Leicester","Total, All Industries",2195
"3634","Lenox","MA",2011,"Lenox","Total, All Industries",3947
"3635","Leominster","MA",2011,"Leominster","Total, All Industries",17621
"3636","Leverett","MA",2011,"Leverett","Total, All Industries",174
"3637","Lexington","MA",2011,"Lexington","Total, All Industries",19410
"3638","Leyden","MA",2011,"Leyden","Total, All Industries",70
"3639","Lincoln","MA",2011,"Lincoln","Total, All Industries",2116
"3640","Littleton","MA",2011,"Littleton","Total, All Industries",4634
"3641","Longmeadow","MA",2011,"Longmeadow","Total, All Industries",3530
"3642","Lowell","MA",2011,"Lowell","Total, All Industries",34093
"3643","Ludlow","MA",2011,"Ludlow","Total, All Industries",6647
"3644","Lunenburg","MA",2011,"Lunenburg","Total, All Industries",2164
"3645","Lynn","MA",2011,"Lynn","Total, All Industries",23004
"3646","Lynnfield","MA",2011,"Lynnfield","Total, All Industries",5077
"3647","Malden","MA",2011,"Malden","Total, All Industries",13340
"3648","Manchester-by-the-Sea","MA",2011,"Manchester-by-the- Sea","Total, All Industries",1683
"3649","Mansfield","MA",2011,"Mansfield","Total, All Industries",10579
"3650","Marblehead","MA",2011,"Marblehead","Total, All Industries",4594
"3651","Marion","MA",2011,"Marion","Total, All Industries",2066
"3652","Marlborough","MA",2011,"Marlborough","Total, All Industries",28700
"3653","Marshfield","MA",2011,"Marshfield","Total, All Industries",5701
"3654","Mashpee","MA",2011,"Mashpee","Total, All Industries",4568
"3655","Mattapoisett","MA",2011,"Mattapoisett","Total, All Industries",1716
"3656","Maynard","MA",2011,"Maynard","Total, All Industries",3846
"3657","Medfield","MA",2011,"Medfield","Total, All Industries",2827
"3658","Medford","MA",2011,"Medford","Total, All Industries",17506
"3659","Medway","MA",2011,"Medway","Total, All Industries",3901
"3660","Melrose","MA",2011,"Melrose","Total, All Industries",5880
"3661","Mendon","MA",2011,"Mendon","Total, All Industries",1326
"3662","Merrimac","MA",2011,"Merrimac","Total, All Industries",812
"3663","Methuen","MA",2011,"Methuen","Total, All Industries",15270
"3664","Middleborough","MA",2011,"Middleborough","Total, All Industries",8101
"3665","Middlefield","MA",2011,"Middlefield","Total, All Industries",49
"3666","Middleton","MA",2011,"Middleton","Total, All Industries",4523
"3667","Milford","MA",2011,"Milford","Total, All Industries",15447
"3668","Millbury","MA",2011,"Millbury","Total, All Industries",5177
"3669","Millis","MA",2011,"Millis","Total, All Industries",1732
"3670","Millville","MA",2011,"Millville","Total, All Industries",309
"3671","Milton","MA",2011,"Milton","Total, All Industries",5441
"3672","Monroe","MA",2011,"Monroe","Total, All Industries",44
"3673","Monson","MA",2011,"Monson","Total, All Industries",1290
"3674","Montague","MA",2011,"Montague","Total, All Industries",2728
"3675","Monterey","MA",2011,"Monterey","Total, All Industries",161
"3676","Montgomery","MA",2011,"Montgomery","Total, All Industries",35
"3677","Mount Washington","MA",2011,"Mount Washington","Total, All Industries",13
"3678","Nahant","MA",2011,"Nahant","Total, All Industries",439
"3679","Nantucket","MA",2011,"Nantucket","Total, All Industries",5721
"3680","Natick","MA",2011,"Natick","Total, All Industries",22937
"3681","Needham","MA",2011,"Needham","Total, All Industries",18514
"3682","New Ashford","MA",2011,"New Ashford","Total, All Industries",37
"3683","New Bedford","MA",2011,"New Bedford","Total, All Industries",36536
"3684","New Braintree","MA",2011,"New Braintree","Total, All Industries",260
"3685","New Marlborough","MA",2011,"New Marlborough","Total, All Industries",403
"3686","New Salem","MA",2011,"New Salem","Total, All Industries",144
"3687","Newbury","MA",2011,"Newbury","Total, All Industries",1390
"3688","Newburyport","MA",2011,"Newburyport","Total, All Industries",10603
"3689","Newton","MA",2011,"Newton","Total, All Industries",53795
"3690","Norfolk","MA",2011,"Norfolk","Total, All Industries",3035
"3691","North Adams","MA",2011,"North Adams","Total, All Industries",6092
"3692","North Andover","MA",2011,"North Andover","Total, All Industries",13758
"3693","North Attleborough","MA",2011,"North Attleborough","Total, All Industries",11641
"3694","North Brookfield","MA",2011,"North Brookfield","Total, All Industries",906
"3695","North Reading","MA",2011,"North Reading","Total, All Industries",7282
"3696","Northampton","MA",2011,"Northampton","Total, All Industries",18016
"3697","Northborough","MA",2011,"Northborough","Total, All Industries",6906
"3698","Northbridge","MA",2011,"Northbridge","Total, All Industries",5276
"3699","Northfield","MA",2011,"Northfield","Total, All Industries",901
"3700","Norton","MA",2011,"Norton","Total, All Industries",6245
"3701","Norwell","MA",2011,"Norwell","Total, All Industries",7946
"3702","Norwood","MA",2011,"Norwood","Total, All Industries",24691
"3703","Oak Bluffs","MA",2011,"Oak Bluffs","Total, All Industries",1682
"3704","Oakham","MA",2011,"Oakham","Total, All Industries",190
"3705","Orange","MA",2011,"Orange","Total, All Industries",1926
"3706","Orleans","MA",2011,"Orleans","Total, All Industries",4008
"3707","Otis","MA",2011,"Otis","Total, All Industries",343
"3708","Oxford","MA",2011,"Oxford","Total, All Industries",4299
"3709","Palmer","MA",2011,"Palmer","Total, All Industries",5076
"3710","Paxton","MA",2011,"Paxton","Total, All Industries",800
"3711","Peabody","MA",2011,"Peabody","Total, All Industries",24117
"3712","Pelham","MA",2011,"Pelham","Total, All Industries",116
"3713","Pembroke","MA",2011,"Pembroke","Total, All Industries",5387
"3714","Pepperell","MA",2011,"Pepperell","Total, All Industries",1432
"3715","Petersham","MA",2011,"Petersham","Total, All Industries",125
"3716","Phillipston","MA",2011,"Phillipston","Total, All Industries",168
"3717","Pittsfield","MA",2011,"Pittsfield","Total, All Industries",25259
"3718","Plainfield","MA",2011,"Plainfield","Total, All Industries",51
"3719","Plainville","MA",2011,"Plainville","Total, All Industries",3971
"3720","Plymouth","MA",2011,"Plymouth","Total, All Industries",23076
"3721","Plympton","MA",2011,"Plympton","Total, All Industries",360
"3722","Princeton","MA",2011,"Princeton","Total, All Industries",863
"3723","Provincetown","MA",2011,"Provincetown","Total, All Industries",2488
"3724","Quincy","MA",2011,"Quincy","Total, All Industries",45824
"3725","Randolph","MA",2011,"Randolph","Total, All Industries",8024
"3726","Raynham","MA",2011,"Raynham","Total, All Industries",9125
"3727","Reading","MA",2011,"Reading","Total, All Industries",7037
"3728","Rehoboth","MA",2011,"Rehoboth","Total, All Industries",1514
"3729","Revere","MA",2011,"Revere","Total, All Industries",8891
"3730","Richmond","MA",2011,"Richmond","Total, All Industries",226
