"","Org.Name","Org.Code","Address.1","Address.2","Town","Zip","query","lon","lat","loc"
"409","Chelsea: Edgar A Hooks Elementary","00570030","300 Crescent Avenue","","Chelsea","02150","300 Crescent Avenue, , Chelsea, 02150, Massachusetts",-71.0191305,42.39942,"-71.0191305 42.39942"
"410","Chelsea: Eugene Wright Science and Technology Academy","00570045","180 Walnut Street","","Chelsea","02150","180 Walnut Street, , Chelsea, 02150, Massachusetts",-71.0368576,42.3938764,"-71.0368576 42.3938764"
"411","Chelsea: Frank M Sokolowski Elementary","00570040","300 Crescent Avenue","","Chelsea","02150","300 Crescent Avenue, , Chelsea, 02150, Massachusetts",-71.0191305,42.39942,"-71.0191305 42.39942"
"412","Chelsea: George F. Kelly Elementary","00570035","300 Crescent Avenue","","Chelsea","02150","300 Crescent Avenue, , Chelsea, 02150, Massachusetts",-71.0191305,42.39942,"-71.0191305 42.39942"
"413","Chelsea: Joseph A. Browne School","00570055","180 Walnut Street","","Chelsea","02150","180 Walnut Street, , Chelsea, 02150, Massachusetts",-71.0368576,42.3938764,"-71.0368576 42.3938764"
"414","Chelsea: Shurtleff Early Childhood","00570003","99 Hawthorn Street","","Chelsea","02150","99 Hawthorn Street, , Chelsea, 02150, Massachusetts",-71.0353452,42.3897545,"-71.0353452 42.3897545"
"415","Chelsea: William A Berkowitz Elementary","00570025","300 Crescent Avenue","","Chelsea","02150","300 Crescent Avenue, , Chelsea, 02150, Massachusetts",-71.0191305,42.39942,"-71.0191305 42.39942"
"416","Chesterfield-Goshen: New Hingham Regional Elementary","06320025","30 Smith Rd","","Chesterfield","01012","30 Smith Rd, , Chesterfield, 01012, Massachusetts",-72.8632075,42.394594,"-72.8632075 42.394594"
"417","Chicopee: Barry","00610003","44 Connell Street","","Chicopee","01020","44 Connell Street, , Chicopee, 01020, Massachusetts",-72.5878769,42.1662194,"-72.5878769 42.1662194"
"418","Chicopee: Belcher","00610010","125 Montgomery St.","","Chicopee","01020","125 Montgomery St., , Chicopee, 01020, Massachusetts",-72.5836941,42.1632157,"-72.5836941 42.1632157"
"419","Chicopee: Bellamy Middle","00610305","314 Pendleton Avenue","","Chicopee","01020","314 Pendleton Avenue, , Chicopee, 01020, Massachusetts",-72.5875592,42.1905146,"-72.5875592 42.1905146"
"420","Chicopee: Bowe","00610015","115 Hampden Street","","Chicopee","01013","115 Hampden Street, , Chicopee, 01013, Massachusetts",-72.6086085,42.1406644,"-72.6086085 42.1406644"
"421","Chicopee: Bowie","00610020","80 D.A.R.E. Way","","Chicopee","01022","80 D.A.R.E. Way, , Chicopee, 01022, Massachusetts",-72.6072841,42.0939118,"-72.6072841 42.0939118"
"422","Chicopee: Chicopee Academy","00610021","12 DARE Way","","Chicopee","01020","12 DARE Way, , Chicopee, 01020, Massachusetts",-72.5614154,42.1982717,"-72.5614154 42.1982717"
"423","Chicopee: Chicopee Comprehensive High School","00610510","617 Montgomery Street","","Chicopee","01020","617 Montgomery Street, , Chicopee, 01020, Massachusetts",-72.5922296,42.1767696,"-72.5922296 42.1767696"
"424","Chicopee: Chicopee High","00610505","820 Front Street","","Chicopee","01020","820 Front Street, , Chicopee, 01020, Massachusetts",-72.5857556,42.1489259,"-72.5857556 42.1489259"
"425","Chicopee: Dupont Middle","00610310","650 Front Street","","Chicopee","01013","650 Front Street, , Chicopee, 01013, Massachusetts",-72.5924411,42.1466122,"-72.5924411 42.1466122"
"426","Chicopee: Fairview Elementary","00610050","26 Memorial Ave.","","Chicopee","01020","26 Memorial Ave., , Chicopee, 01020, Massachusetts",-72.5820007,42.1612762,"-72.5820007 42.1612762"
"427","Chicopee: Gen John J Stefanik","00610090","720 Meadow Street","","Chicopee","01013","720 Meadow Street, , Chicopee, 01013, Massachusetts",-72.6155532,42.1669909,"-72.6155532 42.1669909"
"428","Chicopee: Lambert-Lavoie","00610040","99 Kendall Street","","Chicopee","01020","99 Kendall Street, , Chicopee, 01020, Massachusetts",-72.5951934,42.1763007,"-72.5951934 42.1763007"
"429","Chicopee: Litwin","00610022","135 Litwin Lane","","Chicopee","01020","135 Litwin Lane, , Chicopee, 01020, Massachusetts",-72.5239017,42.1753027,"-72.5239017 42.1753027"
"430","Chicopee: Streiber Memorial School","00610065","40 Streiber Drive","","Chicopee","01020","40 Streiber Drive, , Chicopee, 01020, Massachusetts",-72.5763218,42.1951228,"-72.5763218 42.1951228"
"431","Chicopee: Szetela Early Childhood Center","00610001","66 Macek Drive","","Chicopee","01013","66 Macek Drive, , Chicopee, 01013, Massachusetts",-72.602158,42.1597223,"-72.602158 42.1597223"
"432","Christa McAuliffe Charter Public (District): Christa McAuliffe Charter Public School","04180305","139 Newbury St","","Framingham","01701","139 Newbury St, , Framingham, 01701, Massachusetts",-71.3950009,42.307738,"-71.3950009 42.307738"
"433","City on a Hill Charter Public School Circuit Street (District): City on a Hill Charter Public School Circuit Street","04370505","58 Circuit Street","","Roxbury","02119","58 Circuit Street, , Roxbury, 02119, Massachusetts",-71.0875567,42.3239675,"-71.0875567 42.3239675"
"434","City on a Hill Charter Public School Dudley Square (District): City on a Hill Charter Public School Dudley Square","35040505","2181 Washington Street","","Roxbury","02119","2181 Washington Street, , Roxbury, 02119, Massachusetts",-71.0827405,42.3315366,"-71.0827405 42.3315366"
"435","City on a Hill Charter Public School New Bedford (District): City on a Hill Charter Public School New Bedford","35070505","384 Acushnet Ave","","New Bedford","02740","384 Acushnet Ave, , New Bedford, 02740, Massachusetts",-70.924939,41.635816,"-70.924939 41.635816"
"436","Clarksburg: Clarksburg Elementary","00630010","777 W Crossroad","","Clarksburg","01247","777 W Crossroad, , Clarksburg, 01247, Massachusetts",-73.0999033,42.7208449,"-73.0999033 42.7208449"
"437","Clinton: Clinton Elementary","00640050","100 Church Street","","Clinton","01510","100 Church Street, , Clinton, 01510, Massachusetts",-71.686564,42.4185556,"-71.686564 42.4185556"
"438","Clinton: Clinton Middle School","00640305","100 West Boylston Street","","Clinton","01510","100 West Boylston Street, , Clinton, 01510, Massachusetts",-71.7021932,42.4086861,"-71.7021932 42.4086861"
"439","Clinton: Clinton Senior High","00640505","200 West Boylston Street","","Clinton","01510","200 West Boylston Street, , Clinton, 01510, Massachusetts",-71.7058081,42.4091588,"-71.7058081 42.4091588"
"440","Codman Academy Charter Public (District): Codman Academy Charter Public School","04380505","637 Washington Street","","Dorchester","02124","637 Washington Street, , Dorchester, 02124, Massachusetts",-71.0720545,42.2894145,"-71.0720545 42.2894145"
"441","Cohasset: Cohasset Middle/High School","00650505","143 Pond Street","","Cohasset","02025","143 Pond Street, , Cohasset, 02025, Massachusetts",-70.80931,42.232615,"-70.80931 42.232615"
"442","Cohasset: Deer Hill","00650005","208 Sohier St","","Cohasset","02025","208 Sohier St, , Cohasset, 02025, Massachusetts",-70.816459,42.2375803,"-70.816459 42.2375803"
"443","Cohasset: Joseph Osgood","00650010","210 Sohier St","","Cohasset","02025","210 Sohier St, , Cohasset, 02025, Massachusetts",-70.812873,42.237278,"-70.812873 42.237278"
"444","Community Charter School of Cambridge (District): Community Charter School of Cambridge","04360305","245 Bent Street","","Cambridge","02141","245 Bent Street, , Cambridge, 02141, Massachusetts",-71.0851986,42.3676978,"-71.0851986 42.3676978"
"445","Community Day Charter Public School - Gateway (District): Community Day Charter Public School - Gateway","04260205","50 Pleasant Street","","Lawrence","01841","50 Pleasant Street, , Lawrence, 01841, Massachusetts",-71.1449186,42.7123503,"-71.1449186 42.7123503"
"446","Community Day Charter Public School - Prospect (District): Community Day Charter Public School - Prospect","04400205","190 Hampshire Street","","Lawrence","01840","190 Hampshire Street, , Lawrence, 01840, Massachusetts",-71.1677224,42.7095045,"-71.1677224 42.7095045"
"447","Community Day Charter Public School - R. Kingman Webster (District): Community Day Charter Public School - R. Kingman Webster","04310205","50 Pleasant Street","","Lawrence","01841","50 Pleasant Street, , Lawrence, 01841, Massachusetts",-71.1449186,42.7123503,"-71.1449186 42.7123503"
"448","Concord: Alcott","00670005","93 Laurel Street","","Concord","01742","93 Laurel Street, , Concord, 01742, Massachusetts",-71.3461829,42.4532612,"-71.3461829 42.4532612"
"449","Concord: Concord Middle","00670305","835 Old Marlboro Rd","","Concord","01742","835 Old Marlboro Rd, , Concord, 01742, Massachusetts",-71.395613,42.439537,"-71.395613 42.439537"
"450","Concord: Thoreau","00670020","29 Prairie Street","","Concord","01742","29 Prairie Street, , Concord, 01742, Massachusetts",-71.3974336,42.4516552,"-71.3974336 42.4516552"
"451","Concord: Willard","00670030","185 Powder Mill Rd","","Concord","01742","185 Powder Mill Rd, , Concord, 01742, Massachusetts",-71.382042,42.429251,"-71.382042 42.429251"
"452","Concord-Carlisle: Concord Carlisle High","06400505","500 Walden Street","","Concord","01742","500 Walden Street, , Concord, 01742, Massachusetts",-71.347501,42.447243,"-71.347501 42.447243"
"453","Conservatory Lab Charter (District): Conservatory Lab Charter School","04390050","2120 Dorchester Avenue","","Dorchester","02124","2120 Dorchester Avenue, , Dorchester, 02124, Massachusetts",-71.0666578,42.2773331,"-71.0666578 42.2773331"
"454","Conway: Conway Grammar","00680005","24 Fournier Rd.","","Conway","01341","24 Fournier Rd., , Conway, 01341, Massachusetts",-72.6753232,42.5084138,"-72.6753232 42.5084138"
"455","Danvers: Danvers High","00710505","60 Cabot Road","","Danvers","01923","60 Cabot Road, , Danvers, 01923, Massachusetts",-70.9317256,42.5826398,"-70.9317256 42.5826398"
"456","Danvers: Great Oak","00710015","76 Pickering Street","","Danvers","01923","76 Pickering Street, , Danvers, 01923, Massachusetts",-70.9486897,42.5698369,"-70.9486897 42.5698369"
"457","Danvers: Highlands","00710010","190 Hobart","","Danvers","01923","190 Hobart, , Danvers, 01923, Massachusetts",-70.9593193,42.564421,"-70.9593193 42.564421"
"458","Danvers: Holten Richmond Middle School","00710305","55 Conant Street","","Danvers","01923","55 Conant Street, , Danvers, 01923, Massachusetts",-70.9295556,42.5675706,"-70.9295556 42.5675706"
"459","Danvers: Ivan G Smith","00710032","15 Lobao Drive","","Danvers","01923","15 Lobao Drive, , Danvers, 01923, Massachusetts",-70.9539064,42.5876438,"-70.9539064 42.5876438"
"460","Danvers: Riverside","00710030","95 Liberty Street","","Danvers","01923","95 Liberty Street, , Danvers, 01923, Massachusetts",-70.9235744,42.5601388,"-70.9235744 42.5601388"
"461","Danvers: Willis E Thorpe","00710045","1 Avon Rd","","Danvers","01923","1 Avon Rd, , Danvers, 01923, Massachusetts",-70.9228986,42.5734194,"-70.9228986 42.5734194"
"462","Dartmouth: Andrew B. Cushman School","00720005","746 Dartmouth Street","","Dartmouth","02748","746 Dartmouth Street, , Dartmouth, 02748, Massachusetts",-70.941047,41.597796,"-70.941047 41.597796"
"463","Dartmouth: Dartmouth High","00720505","555 Bakerville Road","","Dartmouth","02748","555 Bakerville Road, , Dartmouth, 02748, Massachusetts",-70.9780713,41.5940391,"-70.9780713 41.5940391"
"464","Dartmouth: Dartmouth Middle","00720050","366 Slocum Road","","North Dartmouth","02747","366 Slocum Road, , North Dartmouth, 02747, Massachusetts",-70.964868,41.6274803,"-70.964868 41.6274803"
"465","Dartmouth: George H Potter","00720030","185 Cross Rd","","North Dartmouth","02747","185 Cross Rd, , North Dartmouth, 02747, Massachusetts",-71.008818,41.645281,"-71.008818 41.645281"
"466","Dartmouth: James M. Quinn School","00720040","529 Hawthorn Street","","Dartmouth","02747","529 Hawthorn Street, , Dartmouth, 02747, Massachusetts",-70.960174,41.6276393,"-70.960174 41.6276393"
"467","Dartmouth: Joseph Demello","00720015","654 Dartmouth Street","","South Dartmouth","02748","654 Dartmouth Street, , South Dartmouth, 02748, Massachusetts",-70.9398462,41.6051827,"-70.9398462 41.6051827"
"468","Dedham: Avery","00730010","336 High Street","","Dedham","02026","336 High Street, , Dedham, 02026, Massachusetts",-71.1617774,42.2471126,"-71.1617774 42.2471126"
"469","Dedham: Dedham High","00730505","140 Whiting Avenue","","Dedham","02026","140 Whiting Avenue, , Dedham, 02026, Massachusetts",-71.1620287,42.2459247,"-71.1620287 42.2459247"
"470","Dedham: Dedham Middle School","00730305","70 Whiting Avenue","","Dedham","02026","70 Whiting Avenue, , Dedham, 02026, Massachusetts",-71.1647084,42.2444621,"-71.1647084 42.2444621"
"471","Dedham: Early Childhood Center","00730005","322 Sprague Street","","Dedham","02026","322 Sprague Street, , Dedham, 02026, Massachusetts",-71.146965,42.231403,"-71.146965 42.231403"
"472","Dedham: Greenlodge","00730025","191 Greenlodge Street","","Dedham","02026","191 Greenlodge Street, , Dedham, 02026, Massachusetts",-71.155309,42.2245034,"-71.155309 42.2245034"
"473","Dedham: Oakdale","00730030","147 Cedar Street","","Dedham","02026","147 Cedar Street, , Dedham, 02026, Massachusetts",-71.1533848,42.2390191,"-71.1533848 42.2390191"
"474","Dedham: Riverdale","00730045","143 Needham Street","","Dedham","02026","143 Needham Street, , Dedham, 02026, Massachusetts",-71.1803159,42.2701592,"-71.1803159 42.2701592"
"475","Deerfield: Deerfield Elementary","00740015","21 Pleasant Street","","South Deerfield","01373","21 Pleasant Street, , South Deerfield, 01373, Massachusetts",-72.60839,42.480992,"-72.60839 42.480992"
"476","Dennis-Yarmouth: Dennis-Yarmouth Regional High","06450505","210 Station Avenue","","South Yarmouth","02664","210 Station Avenue, , South Yarmouth, 02664, Massachusetts",-70.1932971,41.6775776,"-70.1932971 41.6775776"
"477","Dennis-Yarmouth: Ezra H Baker Innovation School","06450005","810 Route 28","","West Dennis","02670","810 Route 28, , West Dennis, 02670, Massachusetts",-70.1527037,41.6686693,"-70.1527037 41.6686693"
"478","Dennis-Yarmouth: Marguerite E Small Elementary","06450015","440 Higgins Crowell Rd","","West Yarmouth","02673","440 Higgins Crowell Rd, , West Yarmouth, 02673, Massachusetts",-70.2460958,41.6736244,"-70.2460958 41.6736244"
"479","Dennis-Yarmouth: Mattacheese Middle School","06450305","400 Higgins Crowell Rd","","West Yarmouth","02673","400 Higgins Crowell Rd, , West Yarmouth, 02673, Massachusetts",-70.2470396,41.6724793,"-70.2470396 41.6724793"
"480","Dennis-Yarmouth: N H Wixon Innovation School","06450050","901 Route 134/Drwr R","","South Dennis","02660","901 Route 134/Drwr R, , South Dennis, 02660, Massachusetts",-70.1515342,41.7020781,"-70.1515342 41.7020781"
"481","Dennis-Yarmouth: Station Avenue Elementary","06450025","276 Station Avenue","","South Yarmouth","02664","276 Station Avenue, , South Yarmouth, 02664, Massachusetts",-70.1976812,41.6802119,"-70.1976812 41.6802119"
"482","Dighton-Rehoboth: Dighton Elementary","06500005","1250 Somerset Avenue","","Dighton","02715","1250 Somerset Avenue, , Dighton, 02715, Massachusetts",-71.121908,41.835463,"-71.121908 41.835463"
"483","Dighton-Rehoboth: Dighton Middle School","06500305","1250R Somerset Avenue","","Dighton","02715","1250R Somerset Avenue, , Dighton, 02715, Massachusetts",-71.121908,41.835463,"-71.121908 41.835463"
"484","Dighton-Rehoboth: Dighton-Rehoboth Regional High School","06500505","2700 Regional Rd","","North Dighton","02764","2700 Regional Rd, , North Dighton, 02764, Massachusetts",-71.196678,41.853402,"-71.196678 41.853402"
"485","Dighton-Rehoboth: Dorothy L Beckwith","06500310","330R Winthrop Street","","Rehoboth","02769","330R Winthrop Street, , Rehoboth, 02769, Massachusetts",-71.250207,41.848296,"-71.250207 41.848296"
"486","Dighton-Rehoboth: Palmer River","06500010","326 Winthrop Street","","Rehoboth","02769","326 Winthrop Street, , Rehoboth, 02769, Massachusetts",-71.2525847,41.8484596,"-71.2525847 41.8484596"
"487","Dorchester Collegiate Academy Charter (District): Dorchester Collegiate Academy Charter","04750505","131 HANCOCK ST","","DORCHESTER","02125","131 HANCOCK ST, , DORCHESTER, 02125, Massachusetts",-71.063545,42.3112489,"-71.063545 42.3112489"
"488","Douglas: Douglas Elementary School","00770015","19 Davis Street","","Douglas","01516","19 Davis Street, , Douglas, 01516, Massachusetts",-71.7029709,42.0715579,"-71.7029709 42.0715579"
"489","Douglas: Douglas High School","00770505","33 Davis Street","","Douglas","01516","33 Davis Street, , Douglas, 01516, Massachusetts",-71.7018733,42.0706549,"-71.7018733 42.0706549"
"490","Douglas: Douglas Middle School","00770305","19 Davis Street","","Douglas","01516","19 Davis Street, , Douglas, 01516, Massachusetts",-71.7029709,42.0715579,"-71.7029709 42.0715579"
"491","Douglas: Douglas Primary School","00770005","17 Gleason Court","","Douglas","01516","17 Gleason Court, , Douglas, 01516, Massachusetts",-71.7088774,42.0706114,"-71.7088774 42.0706114"
"492","Dover: Chickering","00780005","29 Cross Street","","Dover","02030","29 Cross Street, , Dover, 02030, Massachusetts",-71.2716498,42.2509642,"-71.2716498 42.2509642"
"493","Dover-Sherborn: Dover-Sherborn Regional High","06550505","9 Junction Street","","Dover","02030","9 Junction Street, , Dover, 02030, Massachusetts",-71.3238699,42.2184631,"-71.3238699 42.2184631"
"494","Dover-Sherborn: Dover-Sherborn Regional Middle School","06550405","155 Farm Street","","Dover","02030","155 Farm Street, , Dover, 02030, Massachusetts",-71.3231071,42.2191892,"-71.3231071 42.2191892"
"495","Dracut: Brookside Elementary","00790035","1560 Lakeview Avenue","","Dracut","01826","1560 Lakeview Avenue, , Dracut, 01826, Massachusetts",-71.3418868,42.67307,"-71.3418868 42.67307"
"496","Dracut: Dracut Senior High","00790505","1540 Lakeview Avenue","","Dracut","01826","1540 Lakeview Avenue, , Dracut, 01826, Massachusetts",-71.3364292,42.674608,"-71.3364292 42.674608"
"497","Dracut: George H. Englesby Elementary School","00790045","1580 Lakeview Ave","","Dracut","01826","1580 Lakeview Ave, , Dracut, 01826, Massachusetts",-71.3380371,42.676328,"-71.3380371 42.676328"
"498","Dracut: Greenmont Avenue","00790030","37 Greenmont Avenue","","Dracut","01826","37 Greenmont Avenue, , Dracut, 01826, Massachusetts",-71.3081331,42.6691409,"-71.3081331 42.6691409"
"499","Dracut: Joseph A Campbell Elementary","00790020","1021 Methuen Street","","Dracut","01826","1021 Methuen Street, , Dracut, 01826, Massachusetts",-71.2641119,42.6633565,"-71.2641119 42.6633565"
"500","Dracut: Justus C. Richardson Middle School","00790410","1570 Lakeview Ave","","Dracut","01826","1570 Lakeview Ave, , Dracut, 01826, Massachusetts",-71.3400382,42.6752281,"-71.3400382 42.6752281"
"501","Dudley Street Neighborhood Charter School (District): Dudley Street Neighborhood Charter School","04070405","6 Shirley Street","","Boston","02119","6 Shirley Street, , Boston, 02119, Massachusetts",-71.073134,42.32364,"-71.073134 42.32364"
"502","Dudley-Charlton Reg: Charlton Elementary","06580020","9 Burlingame Road","","Charlton","01507","9 Burlingame Road, , Charlton, 01507, Massachusetts",-71.9710955,42.132128,"-71.9710955 42.132128"
"503","Dudley-Charlton Reg: Charlton Middle School","06580310","2 Oxford Road","","Charlton","01507","2 Oxford Road, , Charlton, 01507, Massachusetts",-71.9415859,42.1344528,"-71.9415859 42.1344528"
"504","Dudley-Charlton Reg: Dudley Elementary","06580005","16 School Street","","Dudley","01571","16 School Street, , Dudley, 01571, Massachusetts",-71.8874511,42.0557689,"-71.8874511 42.0557689"
"505","Dudley-Charlton Reg: Dudley Middle School","06580305","70 Dudley-Oxford Road","","Dudley","01571","70 Dudley-Oxford Road, , Dudley, 01571, Massachusetts",-71.914208,42.054296,"-71.914208 42.054296"
"506","Dudley-Charlton Reg: Heritage School","06580030","34 Oxford Rd","","Charlton","01507","34 Oxford Rd, , Charlton, 01507, Massachusetts",-71.9364158,42.1324361,"-71.9364158 42.1324361"
"507","Dudley-Charlton Reg: Mason Road School","06580010","20 Mason Road","","Dudley","01571","20 Mason Road, , Dudley, 01571, Massachusetts",-71.905267,42.0461943,"-71.905267 42.0461943"
"508","Dudley-Charlton Reg: Shepherd Hill Regional High","06580505","68 Dudley Oxford Road","","Dudley","01571","68 Dudley Oxford Road, , Dudley, 01571, Massachusetts",-71.9185921,42.0541405,"-71.9185921 42.0541405"
"509","Duxbury: Alden School","00820004","75 Alden Street","","Duxbury","02332","75 Alden Street, , Duxbury, 02332, Massachusetts",-70.6834649,42.0471723,"-70.6834649 42.0471723"
"510","Duxbury: Chandler Elementary","00820006","93 Chandler Street","","Duxbury","02332","93 Chandler Street, , Duxbury, 02332, Massachusetts",-70.7380667,42.0353718,"-70.7380667 42.0353718"
"511","Duxbury: Duxbury High","00820505","130 St. George Street","","Duxbury","02332","130 St. George Street, , Duxbury, 02332, Massachusetts",-70.6797031,42.0472962,"-70.6797031 42.0472962"
"512","Duxbury: Duxbury Middle","00820305","71 Alden Street","","Duxbury","02332","71 Alden Street, , Duxbury, 02332, Massachusetts",-70.6790706,42.0463205,"-70.6790706 42.0463205"
"513","East Bridgewater: Central","00830005","107 Central Street","","East Bridgewater","02333","107 Central Street, , East Bridgewater, 02333, Massachusetts",-70.9573413,42.0308961,"-70.9573413 42.0308961"
"514","East Bridgewater: East Bridgewater JR./SR. High School","00830505","143 Plymouth Street","","East Bridgewater","02333","143 Plymouth Street, , East Bridgewater, 02333, Massachusetts",-70.9548268,42.0283809,"-70.9548268 42.0283809"
"515","East Bridgewater: Gordon W Mitchell","00830010","435 Central Street","","East Bridgewater","02333","435 Central Street, , East Bridgewater, 02333, Massachusetts",-70.9451404,42.0285469,"-70.9451404 42.0285469"
"516","East Longmeadow: Birchland Park","00870305","50 Hanward Hill","","East Longmeadow","01028","50 Hanward Hill, , East Longmeadow, 01028, Massachusetts",-72.5076787,42.0713456,"-72.5076787 42.0713456"
"517","East Longmeadow: East Longmeadow High","00870505","180 Maple Street","","East Longmeadow","01028","180 Maple Street, , East Longmeadow, 01028, Massachusetts",-72.525001,42.058645,"-72.525001 42.058645"
"518","East Longmeadow: Mapleshade","00870010","175 Mapleshade Avenue","","East Longmeadow","01028","175 Mapleshade Avenue, , East Longmeadow, 01028, Massachusetts",-72.5068973,42.0728282,"-72.5068973 42.0728282"
"519","East Longmeadow: Meadow Brook","00870013","607 Parker Street","","East Longmeadow","01028","607 Parker Street, , East Longmeadow, 01028, Massachusetts",-72.4841469,42.0784499,"-72.4841469 42.0784499"
"520","East Longmeadow: Mountain View","00870015","77 Hampden Rd","","East Longmeadow","01028","77 Hampden Rd, , East Longmeadow, 01028, Massachusetts",-72.4833957,42.0517514,"-72.4833957 42.0517514"
"521","Eastham: Eastham Elementary","00850005","200 Schoolhouse Road","","Eastham","02642","200 Schoolhouse Road, , Eastham, 02642, Massachusetts",-69.9737795,41.8410628,"-69.9737795 41.8410628"
"522","Easthampton: Center School","00860005","9 School Street","","Easthampton","01027","9 School Street, , Easthampton, 01027, Massachusetts",-72.672234,42.268559,"-72.672234 42.268559"
"523","Easthampton: Easthampton High","00860505","70 Williston Avenue","","Easthampton","01027","70 Williston Avenue, , Easthampton, 01027, Massachusetts",-72.671048,42.260141,"-72.671048 42.260141"
"524","Easthampton: Maple","00860010","7 Chapel Street","","Easthampton","01027","7 Chapel Street, , Easthampton, 01027, Massachusetts",-72.663619,42.264761,"-72.663619 42.264761"
"525","Easthampton: Neil A Pepin","00860020","4 Park Street","","Easthampton","01027","4 Park Street, , Easthampton, 01027, Massachusetts",-72.6733859,42.268528,"-72.6733859 42.268528"
"526","Easthampton: White Brook Middle School","00860305","200 Park Street","","Easthampton","01027","200 Park Street, , Easthampton, 01027, Massachusetts",-72.6724031,42.2528419,"-72.6724031 42.2528419"
"527","Easton: Center School","00880003","388 Depot Street","","South Easton","02375","388 Depot Street, , South Easton, 02375, Massachusetts",-71.0994395,42.0345906,"-71.0994395 42.0345906"
"528","Easton: Easton Middle School","00880405","98 Columbus Avenue","","North Easton","02356","98 Columbus Avenue, , North Easton, 02356, Massachusetts",-71.1102435,42.0594004,"-71.1102435 42.0594004"
"529","Easton: Moreau Hall","00880020","360 Washington Street","","North Easton","02356","360 Washington Street, , North Easton, 02356, Massachusetts",-71.086228,42.061629,"-71.086228 42.061629"
"530","Easton: Oliver Ames High","00880505","100 Lothrop Street","","North Easton","02356","100 Lothrop Street, , North Easton, 02356, Massachusetts",-71.110721,42.053728,"-71.110721 42.053728"
"531","Easton: Parkview Elementary","00880015","50 Spooner Street","","North Easton","02356","50 Spooner Street, , North Easton, 02356, Massachusetts",-71.108209,42.058158,"-71.108209 42.058158"
"532","Easton: Richardson Olmsted School","00880025","101 Lothrop Street","","North Easton","02356","101 Lothrop Street, , North Easton, 02356, Massachusetts",-71.111183,42.057977,"-71.111183 42.057977"
"533","Edgartown: Edgartown Elementary","00890005","35 Robinson Road","","Edgartown","02539","35 Robinson Road, , Edgartown, 02539, Massachusetts",-70.5227285,41.3899419,"-70.5227285 41.3899419"
"534","Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District): Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School)","04520505","360 Huntington Avenue","c/o 102 Cahners Hall","Boston","02115","360 Huntington Avenue, c/o 102 Cahners Hall, Boston, 02115, Massachusetts",-71.0898892,42.339904,"-71.0898892 42.339904"
"535","Erving: Erving Elementary","00910030","28 Northfield Road","","Erving","01344","28 Northfield Road, , Erving, 01344, Massachusetts",-72.4845298,42.58814,"-72.4845298 42.58814"
"536","Essex North Shore Agricultural and Technical School District: Essex Technical High School","08170505","P.O. Box 346","","Hathorne","01937","P.O. Box 346, , Hathorne, 01937, Massachusetts",-70.972043,42.5867857,"-70.972043 42.5867857"
"537","Everett: Adams School","00930003","78 Tileston Street","","Everett","02149","78 Tileston Street, , Everett, 02149, Massachusetts",-71.0654488,42.4049523,"-71.0654488 42.4049523"
"538","Everett: Devens School","00930030","22 Church Street","","Everett","02149","22 Church Street, , Everett, 02149, Massachusetts",-71.05584,42.408377,"-71.05584 42.408377"
"539","Everett: Everett High","00930505","100 Elm Street","","Everett","02149","100 Elm Street, , Everett, 02149, Massachusetts",-71.0437089,42.4144322,"-71.0437089 42.4144322"
"540","Everett: George Keverian School","00930028","20 Nichols Street","","Everett","02149","20 Nichols Street, , Everett, 02149, Massachusetts",-71.0448144,42.4089217,"-71.0448144 42.4089217"
"541","Everett: Lafayette School","00930038","117 Edith Street","","Everett","02149","117 Edith Street, , Everett, 02149, Massachusetts",-71.0510472,42.4219255,"-71.0510472 42.4219255"
"542","Everett: Madeline English School","00930018","105 Woodville Street","","Everett","02149","105 Woodville Street, , Everett, 02149, Massachusetts",-71.0691208,42.4134724,"-71.0691208 42.4134724"
"543","Everett: Parlin School","00930058","587 Broadway Street","","Everett","02149","587 Broadway Street, , Everett, 02149, Massachusetts",-71.0506129,42.410812,"-71.0506129 42.410812"
"544","Everett: Sumner G. Whittier School","00930010","337 Broadway","","Everett","02149","337 Broadway, , Everett, 02149, Massachusetts",-71.057718,42.40386,"-71.057718 42.40386"
"545","Everett: Webster School","00930015","30 Darmouth Street","","Everett","02149","30 Darmouth Street, , Everett, 02149, Massachusetts",-71.0389068,42.4124632,"-71.0389068 42.4124632"
"546","Excel Academy Charter (District): Excel Academy Charter School","04100205","58 Moore Street","","East Boston","02128","58 Moore Street, , East Boston, 02128, Massachusetts",-71.018783,42.382702,"-71.018783 42.382702"
"547","Fairhaven: East Fairhaven","00940010","2 New Boston Road","","Fairhaven","02719","2 New Boston Road, , Fairhaven, 02719, Massachusetts",-70.861237,41.6488487,"-70.861237 41.6488487"
"548","Fairhaven: Fairhaven High","00940505","12 Huttleston Avenue","","Fairhaven","02719","12 Huttleston Avenue, , Fairhaven, 02719, Massachusetts",-70.9054384,41.6435601,"-70.9054384 41.6435601"
"549","Fairhaven: Hastings Middle","00940305","30 School Street","","Fairhaven","02719","30 School Street, , Fairhaven, 02719, Massachusetts",-70.901,41.6462539,"-70.901 41.6462539"
"550","Fairhaven: Leroy Wood","00940030","60 Sconticut Neck Road","","Fairhaven","02719","60 Sconticut Neck Road, , Fairhaven, 02719, Massachusetts",-70.8803414,41.636698,"-70.8803414 41.636698"
