"","Org.Name","Org.Code","Address.1","Address.2","Town","Zip","query","lon","lat","loc"
"1687","Wellesley: Hunnewell","03170025","28 Cameron Street","","Wellesley","02482","28 Cameron Street, , Wellesley, 02482, Massachusetts",NA,NA,"NA NA"
"1688","Wellesley: John D Hardy","03170020","293 Weston Rd","","Wellesley","02482","293 Weston Rd, , Wellesley, 02482, Massachusetts",NA,NA,"NA NA"
"1689","Wellesley: Joseph E Fiske","03170015","45 Hastings Street","","Wellesley","02481","45 Hastings Street, , Wellesley, 02481, Massachusetts",NA,NA,"NA NA"
"1690","Wellesley: Katharine Lee Bates","03170005","116 Elmwood Rd","","Wellesley","02481","116 Elmwood Rd, , Wellesley, 02481, Massachusetts",NA,NA,"NA NA"
"1691","Wellesley: Schofield","03170045","27 Cedar Street","","Wellesley","02481","27 Cedar Street, , Wellesley, 02481, Massachusetts",NA,NA,"NA NA"
"1692","Wellesley: Sprague Elementary School","03170048","401 School Street","","Wellesley","02482","401 School Street, , Wellesley, 02482, Massachusetts",NA,NA,"NA NA"
"1693","Wellesley: Wellesley Middle","03170305","50 Kingsbury Street","","Wellesley","02481","50 Kingsbury Street, , Wellesley, 02481, Massachusetts",NA,NA,"NA NA"
"1694","Wellesley: Wellesley Sr High","03170505","50 Rice Street","","Wellesley","02481","50 Rice Street, , Wellesley, 02481, Massachusetts",NA,NA,"NA NA"
"1695","Wellfleet: Wellfleet Elementary","03180005","100 Lawrence Road","","Wellfleet","02667","100 Lawrence Road, , Wellfleet, 02667, Massachusetts",NA,NA,"NA NA"
"1696","West Boylston: Major Edwards Elementary","03220005","70 Crescent Street","","West Boylston","01583","70 Crescent Street, , West Boylston, 01583, Massachusetts",NA,NA,"NA NA"
"1697","West Boylston: West Boylston Junior/Senior High","03220505","125 Crescent Street","","West Boylston","01583","125 Crescent Street, , West Boylston, 01583, Massachusetts",NA,NA,"NA NA"
"1698","West Bridgewater: Howard School","03230305","70 Howard Street","","West Bridgewater","02379","70 Howard Street, , West Bridgewater, 02379, Massachusetts",NA,NA,"NA NA"
"1699","West Bridgewater: Rose L Macdonald","03230003","1 Stepping Stone Dr","","West Bridgewater","02379","1 Stepping Stone Dr, , West Bridgewater, 02379, Massachusetts",NA,NA,"NA NA"
"1700","West Bridgewater: Spring Street School","03230005","2 Spring Street","","West Bridgewater","02379","2 Spring Street, , West Bridgewater, 02379, Massachusetts",NA,NA,"NA NA"
"1701","West Bridgewater: West Bridgewater Junior/Senior","03230505","155 West Center","","West Bridgewater","02379","155 West Center, , West Bridgewater, 02379, Massachusetts",NA,NA,"NA NA"
"1702","West Springfield: 21st Century Skills Academy","03320515","174 Brush Hill Avenue","","West Springfield","01089","174 Brush Hill Avenue, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1703","West Springfield: Cowing Early Childhood","03320001","160 Park Street","","West Springfield","01089","160 Park Street, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1704","West Springfield: John Ashley","03320005","88 Massasoit Avenue","","West Springfield","01089","88 Massasoit Avenue, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1705","West Springfield: John R Fausey","03320010","784 Amostown Rd","","West Springfield","01089","784 Amostown Rd, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1706","West Springfield: Memorial","03320025","201 Norman Street","","West Springfield","01089","201 Norman Street, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1707","West Springfield: Mittineague","03320030","26 Second Street","","West Springfield","01089","26 Second Street, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1708","West Springfield: Philip G Coburn","03320007","115 Southworth Street","","West Springfield","01089","115 Southworth Street, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1709","West Springfield: Tatham","03320040","61 Laurel Rd","","West Springfield","01089","61 Laurel Rd, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1710","West Springfield: West Springfield High","03320505","425 Piper Road","","West Springfield","01089","425 Piper Road, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1711","West Springfield: West Springfield Middle","03320305","31 Middle School Dr","","West Springfield","01089","31 Middle School Dr, , West Springfield, 01089, Massachusetts",NA,NA,"NA NA"
"1712","Westborough: Annie E Fales","03210010","50 Eli Whitney Street","","Westborough","01581","50 Eli Whitney Street, , Westborough, 01581, Massachusetts",NA,NA,"NA NA"
"1713","Westborough: Elsie A Hastings Elementary","03210025","111 East Main Street","","Westborough","01581","111 East Main Street, , Westborough, 01581, Massachusetts",NA,NA,"NA NA"
"1714","Westborough: J Harding Armstrong","03210005","18 Fisher Street","","Westborough","01581","18 Fisher Street, , Westborough, 01581, Massachusetts",NA,NA,"NA NA"
"1715","Westborough: Mill Pond School","03210045","6 Olde Hickory Path","","Westborough","01581","6 Olde Hickory Path, , Westborough, 01581, Massachusetts",NA,NA,"NA NA"
"1716","Westborough: Sarah W Gibbons Middle","03210305","20 Fisher Street","","Westborough","01581","20 Fisher Street, , Westborough, 01581, Massachusetts",NA,NA,"NA NA"
"1717","Westborough: Westborough High","03210505","90 West Main Street","","Westborough","01581","90 West Main Street, , Westborough, 01581, Massachusetts",NA,NA,"NA NA"
"1718","Westfield: Abner Gibbs","03250020","50 West Silver Street","","Westfield","01085","50 West Silver Street, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1719","Westfield: Fort Meadow Early Childhood Center","03250003","35 White Street","","Westfield","01085","35 White Street, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1720","Westfield: Franklin Ave","03250015","22 Franklin Avenue","","Westfield","01085","22 Franklin Avenue, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1721","Westfield: Highland","03250025","34 Western Avenue","","Westfield","01085","34 Western Avenue, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1722","Westfield: Munger Hill","03250033","33 Mallard Lane","","Westfield","01085","33 Mallard Lane, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1723","Westfield: North Middle School","03250305","350 Southampton Road","","Westfield","01085","350 Southampton Road, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1724","Westfield: Paper Mill","03250036","148 Paper Mill Rd","","Westfield","01085","148 Paper Mill Rd, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1725","Westfield: Russell Elementary School","03250055","155 Highland Avenue","","Russell","01071","155 Highland Avenue, , Russell, 01071, Massachusetts",NA,NA,"NA NA"
"1726","Westfield: South Middle School","03250310","30 West Silver Street","","Westfield","01085","30 West Silver Street, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1727","Westfield: Southampton Road","03250040","330 Southampton Rd","","Westfield","01085","330 Southampton Rd, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1728","Westfield: Westfield High","03250505","177 Montgomery Rd","","Westfield","01085","177 Montgomery Rd, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1729","Westfield: Westfield Technical Academy","03250605","33 Smith Avenue","","Westfield","01085","33 Smith Avenue, , Westfield, 01085, Massachusetts",NA,NA,"NA NA"
"1730","Westford: Abbot Elementary","03260004","25 Depot Street","","Westford","01886","25 Depot Street, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1731","Westford: Blanchard Middle","03260310","14 West Street","","Westford","01886","14 West Street, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1732","Westford: Col John Robinson","03260025","60 Robinson/Concord Rds","","Westford","01886","60 Robinson/Concord Rds, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1733","Westford: Day Elementary","03260007","75 East Prescott Street","","Westford","01886","75 East Prescott Street, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1734","Westford: John A. Crisafulli Elementary School","03260045","13 Robinson Road","","Westford","01886","13 Robinson Road, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1735","Westford: Millennium Elementary","03260013","23 Depot Street","","Westford","01886","23 Depot Street, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1736","Westford: Nabnasset","03260015","99 Plain Rd","","Westford","01886","99 Plain Rd, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1737","Westford: Rita E. Miller Elementary School","03260055","1 Mitchell Way","","Westford","01886","1 Mitchell Way, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1738","Westford: Stony Brook School","03260330","9 Farmer Way","","Westford","01886","9 Farmer Way, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1739","Westford: Westford Academy","03260505","30 Patten Road","","Westford","01886","30 Patten Road, , Westford, 01886, Massachusetts",NA,NA,"NA NA"
"1740","Westhampton: Westhampton Elementary School","03270005","37 Kings Highway","","Westhampton","01027","37 Kings Highway, , Westhampton, 01027, Massachusetts",NA,NA,"NA NA"
"1741","Weston: Country","03300010","2 Alphabet Lane","","Weston","02493","2 Alphabet Lane, , Weston, 02493, Massachusetts",NA,NA,"NA NA"
"1742","Weston: Field Elementary School","03300012","16 Alphabet Lane","","Weston","02493","16 Alphabet Lane, , Weston, 02493, Massachusetts",NA,NA,"NA NA"
"1743","Weston: Weston High","03300505","444 Wellesley Street","","Weston","02493","444 Wellesley Street, , Weston, 02493, Massachusetts",NA,NA,"NA NA"
"1744","Weston: Weston Middle","03300305","456 Wellesley Street","","Weston","02493","456 Wellesley Street, , Weston, 02493, Massachusetts",NA,NA,"NA NA"
"1745","Weston: Woodland","03300015","10 Alphabet Lane","","Weston","02493","10 Alphabet Lane, , Weston, 02493, Massachusetts",NA,NA,"NA NA"
"1746","Westport: Alice A Macomber","03310015","154 Gifford Road","","Westport","02790","154 Gifford Road, , Westport, 02790, Massachusetts",NA,NA,"NA NA"
"1747","Westport: Westport Elementary","03310030","380 Old County Rd","","Westport","02790","380 Old County Rd, , Westport, 02790, Massachusetts",NA,NA,"NA NA"
"1748","Westport: Westport Junior High School","03310305","19B Main Road","","Westport","02790","19B Main Road, , Westport, 02790, Massachusetts",NA,NA,"NA NA"
"1749","Westport: Westport Senior High School","03310505","19A Main Rd","","Westport","02790","19A Main Rd, , Westport, 02790, Massachusetts",NA,NA,"NA NA"
"1750","Westwood: Deerfield School","03350010","72 Deerfield Avenue","","Westwood","02090","72 Deerfield Avenue, , Westwood, 02090, Massachusetts",NA,NA,"NA NA"
"1751","Westwood: Downey","03350012","250 Downey Street","","Westwood","02090","250 Downey Street, , Westwood, 02090, Massachusetts",NA,NA,"NA NA"
"1752","Westwood: E W Thurston Middle","03350305","850 High Street","","Westwood","02090","850 High Street, , Westwood, 02090, Massachusetts",NA,NA,"NA NA"
"1753","Westwood: Martha Jones","03350017","80 Martha Jones Rd","","Westwood","02090","80 Martha Jones Rd, , Westwood, 02090, Massachusetts",NA,NA,"NA NA"
"1754","Westwood: Paul Hanlon","03350015","790 Gay Street","","Westwood","02090","790 Gay Street, , Westwood, 02090, Massachusetts",NA,NA,"NA NA"
"1755","Westwood: Westwood High","03350505","200 Nahatan Street","","Westwood","02090","200 Nahatan Street, , Westwood, 02090, Massachusetts",NA,NA,"NA NA"
"1756","Westwood: Westwood Integrated Preschool","03350050","200 Nahatan Street","","Westwood","02090","200 Nahatan Street, , Westwood, 02090, Massachusetts",NA,NA,"NA NA"
"1757","Westwood: William E Sheehan","03350025","549 Pond St","","Westwood","02090","549 Pond St, , Westwood, 02090, Massachusetts",NA,NA,"NA NA"
"1758","Weymouth: Abigail Adams Middle School","03360310","89 Middle Street","","East Weymouth","02189","89 Middle Street, , East Weymouth, 02189, Massachusetts",NA,NA,"NA NA"
"1759","Weymouth: Academy Avenue","03360005","94 Academy Avenue","","Weymouth","02189","94 Academy Avenue, , Weymouth, 02189, Massachusetts",NA,NA,"NA NA"
"1760","Weymouth: Frederick C Murphy","03360050","417 Front Street","","Weymouth","02188","417 Front Street, , Weymouth, 02188, Massachusetts",NA,NA,"NA NA"
"1761","Weymouth: Johnson Early Childhood Center","03360003","70 Pearl Street","","Weymouth","02191","70 Pearl Street, , Weymouth, 02191, Massachusetts",NA,NA,"NA NA"
"1762","Weymouth: Lawrence W Pingree","03360065","1250 Commercial Street","","Weymouth","02189","1250 Commercial Street, , Weymouth, 02189, Massachusetts",NA,NA,"NA NA"
"1763","Weymouth: Maria Weston Chapman Middle School","03360020","1051 Commercial Street","","Weymouth","02189","1051 Commercial Street, , Weymouth, 02189, Massachusetts",NA,NA,"NA NA"
"1764","Weymouth: Ralph Talbot","03360085","277 Ralph Talbot Street","","South Weymouth","02190","277 Ralph Talbot Street, , South Weymouth, 02190, Massachusetts",NA,NA,"NA NA"
"1765","Weymouth: Thomas V Nash","03360060","1003 Front Street","","Weymouth","02190","1003 Front Street, , Weymouth, 02190, Massachusetts",NA,NA,"NA NA"
"1766","Weymouth: Thomas W. Hamilton Primary School","03360105","400 Union Street","","South Weymouth","02190","400 Union Street, , South Weymouth, 02190, Massachusetts",NA,NA,"NA NA"
"1767","Weymouth: Wessagusset","03360110","75 Pilgrim Road","","North Weymouth","02191","75 Pilgrim Road, , North Weymouth, 02191, Massachusetts",NA,NA,"NA NA"
"1768","Weymouth: Weymouth High School","03360505","1 Wildcat Way","","Weymouth","02190","1 Wildcat Way, , Weymouth, 02190, Massachusetts",NA,NA,"NA NA"
"1769","Weymouth: William Seach","03360080","770 Middle Street","","Weymouth","02188","770 Middle Street, , Weymouth, 02188, Massachusetts",NA,NA,"NA NA"
"1770","Whately: Whately Elementary","03370005","273 Long Plain Rd.","","Whately","01093","273 Long Plain Rd., , Whately, 01093, Massachusetts",NA,NA,"NA NA"
"1771","Whitman-Hanson: Hanson Middle School","07800315","111 Liberty Street","","Hanson","02341","111 Liberty Street, , Hanson, 02341, Massachusetts",NA,NA,"NA NA"
"1772","Whitman-Hanson: Indian Head","07800035","720 Indian Head Street","","Hanson","02341","720 Indian Head Street, , Hanson, 02341, Massachusetts",NA,NA,"NA NA"
"1773","Whitman-Hanson: John H Duval","07800030","60 Regal Street","","Whitman","02382","60 Regal Street, , Whitman, 02382, Massachusetts",NA,NA,"NA NA"
"1774","Whitman-Hanson: Louise A Conley","07800010","100 Forest Street","","Whitman","02382","100 Forest Street, , Whitman, 02382, Massachusetts",NA,NA,"NA NA"
"1775","Whitman-Hanson: Maquan Elementary","07800025","38 School Street","","Hanson","02341","38 School Street, , Hanson, 02341, Massachusetts",NA,NA,"NA NA"
"1776","Whitman-Hanson: Whitman Hanson Regional","07800505","600 Franklin Street","","Whitman","02382","600 Franklin Street, , Whitman, 02382, Massachusetts",NA,NA,"NA NA"
"1777","Whitman-Hanson: Whitman Middle","07800310","101 Corthell Avenue","","Whitman","02382","101 Corthell Avenue, , Whitman, 02382, Massachusetts",NA,NA,"NA NA"
"1778","Whittier Regional Vocational Technical: Whittier Regional Vocational","08850605","115 Amesbury Line Rd","","Haverhill","01830","115 Amesbury Line Rd, , Haverhill, 01830, Massachusetts",NA,NA,"NA NA"
"1779","Williamsburg: Anne T. Dunphy School","03400020","1 Petticoat Hill","","Williamsburg","01096","1 Petticoat Hill, , Williamsburg, 01096, Massachusetts",NA,NA,"NA NA"
"1780","Williamstown: Williamstown Elementary","03410010","115 Church Street","","Williamstown","01267","115 Church Street, , Williamstown, 01267, Massachusetts",NA,NA,"NA NA"
"1781","Wilmington: Boutwell","03420005","17 Boutwell Street","","Wilmington","01887","17 Boutwell Street, , Wilmington, 01887, Massachusetts",NA,NA,"NA NA"
"1782","Wilmington: North Intermediate","03420060","320 Salem Street","","Wilmington","01887","320 Salem Street, , Wilmington, 01887, Massachusetts",NA,NA,"NA NA"
"1783","Wilmington: Shawsheen Elementary","03420025","298 Shawsheen Avenue","","Wilmington","01887","298 Shawsheen Avenue, , Wilmington, 01887, Massachusetts",NA,NA,"NA NA"
"1784","Wilmington: West Intermediate","03420080","22 Carter Lane","","Wilmington","01887","22 Carter Lane, , Wilmington, 01887, Massachusetts",NA,NA,"NA NA"
"1785","Wilmington: Wildwood","03420015","182 Wildwood Street","","Wilmington","01887","182 Wildwood Street, , Wilmington, 01887, Massachusetts",NA,NA,"NA NA"
"1786","Wilmington: Wilmington High","03420505","159 Church Street","","Wilmington","01887","159 Church Street, , Wilmington, 01887, Massachusetts",NA,NA,"NA NA"
"1787","Wilmington: Wilmington Middle School","03420330","25 Carter Lane","","Wilmington","01887","25 Carter Lane, , Wilmington, 01887, Massachusetts",NA,NA,"NA NA"
"1788","Wilmington: Woburn Street","03420020","227 Woburn Street","","Wilmington","01887","227 Woburn Street, , Wilmington, 01887, Massachusetts",NA,NA,"NA NA"
"1789","Winchendon: Memorial","03430040","32 Elmwood Rd","","Winchendon","01475","32 Elmwood Rd, , Winchendon, 01475, Massachusetts",NA,NA,"NA NA"
"1790","Winchendon: Murdock Academy for Success","03430405","3 Memorial Drive","","Winchendon","01475","3 Memorial Drive, , Winchendon, 01475, Massachusetts",NA,NA,"NA NA"
