"","school","org.code","lon","lat"
"794","Francis M Leahy School Lawrence MA","01490040",-71.175823,42.718064
"795","Frost Middle School School Lawrence MA","01490525",-71.152801,42.70916
"796","Gerard A. Guilmette School Lawrence MA","01490022",-71.178075,42.698063
"797","Guilmette Middle School School Lawrence MA","01490025",-71.152801,42.70916
"798","Health & Human Services High School School Lawrence MA","01490531",-93.94298,35.78925
"799","Henry K Oliver School Lawrence MA","01490050",-71.172308,42.70701
"800","High School Learning Center School Lawrence MA","01490536",-71.170256,42.720189
"801","Humanities & Leadership Development High School School Lawrence MA","01490532",NA,NA
"802","International High School School Lawrence MA","01490534",-71.179758,42.689589
"803","James F Hennessey School Lawrence MA","01490020",-71.175041,42.681194
"804","James F Leonard School Lawrence MA","01490045",-71.174899,42.698554
"805","John Breen School School Lawrence MA","01490003",-71.178075,42.698063
"806","John K Tarbox School Lawrence MA","01490075",-71.141939,42.71447
"807","Lawlor Early Childhood Center School Lawrence MA","01490002",-71.170876,42.720175
"808","Math, Science & Technology High School School Lawrence MA","01490533",NA,NA
"809","Parthum Middle School School Lawrence MA","01490027",-71.152801,42.70916
"810","Performing & Fine Arts High School School Lawrence MA","01490535",NA,NA
"811","Phoenix Academy Lawrence School Lawrence MA","01490540",-71.161797,42.708469
"812","Robert Frost School Lawrence MA","01490018",-71.172878,42.680461
"813","Rollins Early Childhood Center School Lawrence MA","01490001",-71.144544,42.718337
"814","School for Exceptional Studies School Lawrence MA","01490537",-71.178075,42.698063
"815","South Lawrence East 5th Grade Academy School Lawrence MA","01490085",-71.161797,42.708469
"816","South Lawrence East Elementary School School Lawrence MA","01490004",-71.161797,42.708469
"817","South Lawrence East Middle School School Lawrence MA","01490016",-71.161797,42.708469
"818","UP Academy Lawrence School Lawrence MA","01490090",-71.161797,42.708469
"819","Lee Elementary School Lee MA","01500025",-73.251477,42.309219
"820","Lee Middle/High School School Lee MA","01500505",-73.251477,42.309219
"821","Leicester High School Leicester MA","01510505",-71.907789,42.242671
"822","Leicester Memorial Elementary School Leicester MA","01510005",-71.912305,42.224942
"823","Leicester Middle School Leicester MA","01510015",-71.888845,42.163415
"824","Leicester Primary School School Leicester MA","01510010",-71.888845,42.163415
"825","Lenox Memorial High School Lenox MA","01520505",-73.28483,42.35648
"826","Morris School Lenox MA","01520015",-73.28483,42.35648
"827","Bennett School Leominster MA","01530003",-71.764029,42.52155
"828","Center For Technical Education Innovation School Leominster MA","01530605",-70.327038,41.638463
"829","Fall Brook School Leominster MA","01530007",-71.773894,42.515527
"830","Johnny Appleseed School Leominster MA","01530025",-71.726073,42.513424
"831","Leominster Center for Excellence School Leominster MA","01530515",-71.751801,42.498297
"832","Leominster High School School Leominster MA","01530505",-71.751801,42.498297
"833","Lincoln School School Leominster MA","01530005",-71.742514,42.554179
"834","Northwest School Leominster MA","01530030",-71.761594,42.528559
"835","Priest Street School Leominster MA","01530040",-71.747174,42.536269
"836","Samoset School School Leominster MA","01530045",-71.761594,42.528559
"837","Sky View Middle School School Leominster MA","01530320",-71.755529,42.524508
"838","Southeast School School Leominster MA","01530010",-71.761594,42.528559
"839","Leverett Elementary School Leverett MA","01540005",-72.498168,42.510134
"840","Bowman School Lexington MA","01550008",-71.2245,42.44732
"841","Bridge School Lexington MA","01550006",-71.2245,42.44732
"842","Fiske School Lexington MA","01550015",-71.2245,42.44732
"843","Harrington School Lexington MA","01550030",-71.2245,42.44732
"844","Jonas Clarke Middle School Lexington MA","01550305",-71.2245,42.44732
"845","Joseph Estabrook School Lexington MA","01550010",-70.912596,42.001852
"846","Lexington High School Lexington MA","01550505",-71.2245,42.44732
"847","Maria Hastings School Lexington MA","01550035",-73.362837,42.26748
"848","Wm Diamond Middle School Lexington MA","01550310",-71.2245,42.44732
"849","Lincoln-Sudbury Regional High School Sudbury MA","06950505",-71.364794,42.396263
"850","Hanscom Middle School Lincoln MA","01570305",-71.289275,42.455918
"851","Hanscom Primary School Lincoln MA","01570006",-71.289275,42.455918
"852","Lincoln School School Lincoln MA","01570025",-71.281722,42.407609
"853","Littleton High School School Littleton MA","01580505",-71.55872,42.49787
"854","Littleton Middle School School Littleton MA","01580305",-71.460178,42.530026
"855","Russell St Elementary School Littleton MA","01580015",-71.487656,42.541587
"856","Shaker Lane Elementary School Littleton MA","01580005",-71.449683,42.533993
"857","Blueberry Hill School Longmeadow MA","01590005",-72.556998,42.066489
"858","Center School Longmeadow MA","01590010",-72.044907,42.077984
"859","Glenbrook Middle School Longmeadow MA","01590017",-72.557623,42.047059
"860","Longmeadow High School Longmeadow MA","01590505",-72.580702,42.070806
"861","Williams Middle School Longmeadow MA","01590305",-72.582173,42.050414
"862","Wolf Swamp Road School Longmeadow MA","01590025",-72.562045,42.037161
"863","Lowell Collegiate Charter School School Lowell MA","35030205",-71.576195,42.612331
"864","Lowell Community Charter Public School School Lowell MA","04560050",-71.576195,42.612331
"865","Lowell Middlesex Academy Charter School School Lowell MA","04580505",-71.348005,42.6366
"866","Abraham Lincoln School Lowell MA","01600020",-71.281722,42.407609
"867","B.F.Butler Middle School School Lowell MA","01600310",-71.30936,42.641666
"868","Bartlett Community Partnership School Lowell MA","01600090",-71.302596,42.645339
"869","Charles W Morey School Lowell MA","01600030",-71.308865,42.639525
"870","Charlotte M Murkland Elementary School Lowell MA","01600080",-71.278943,42.648894
"871","Dr An Wang School School Lowell MA","01600345",-71.576195,42.612331
"872","Dr Gertrude Bailey School Lowell MA","01600002",-71.343042,42.632376
"873","Greenhalge School Lowell MA","01600015",-71.576195,42.612331
"874","Henry J Robinson Middle School Lowell MA","01600330",-71.311505,42.632694
"875","James S Daley Middle School School Lowell MA","01600315",-71.30936,42.641666
"876","James Sullivan Middle School School Lowell MA","01600340",-71.30936,42.641666
"877","John J Shaughnessy School Lowell MA","01600050",-71.30046,42.617095
"878","Joseph McAvinnue School Lowell MA","01600010",-71.576195,42.612331
"879","Kathryn P. Stoklosa Middle School School Lowell MA","01600360",-71.30936,42.641666
"880","Laura Lee Therapeutic Day School School Lowell MA","01600085",-71.576195,42.612331
"881","Leblanc Therapeutic Day School School Lowell MA","01600320",-71.576195,42.612331
"882","Lowell High School Lowell MA","01600505",-71.286315,42.617446
"883","Moody Elementary School Lowell MA","01600027",-71.314765,42.646958
"884","Pawtucketville Memorial School Lowell MA","01600036",-71.576195,42.612331
"885","Peter W Reilly School Lowell MA","01600040",-71.302982,42.623629
"886","Pyne Arts School Lowell MA","01600018",-71.324868,42.639359
"887","Rogers Early Learning Center School Lowell MA","01600005",-71.296324,42.636527
"888","S Christa McAuliffe Elementary School Lowell MA","01600075",-71.28867,42.617667
"889","Washington School Lowell MA","01600055",-73.084588,42.331613
"890","Chapin Street Elementary School School Ludlow MA","01610020",-72.425308,42.158259
"891","East Street Elementary School School Ludlow MA","01610010",-72.604669,42.0996
"892","Ludlow Senior High School Ludlow MA","01610505",-72.410845,42.237781
"893","Paul R Baird Middle School Ludlow MA","01610305",-72.483824,42.18211
"894","Veterans Park Elementary School Ludlow MA","01610023",-72.484569,42.158345
"895","Lunenburg High School Lunenburg MA","01620505",-71.725309,42.594702
"896","Lunenburg Primary School School Lunenburg MA","01620010",-71.725309,42.594702
"897","Turkey Hill Middle School Lunenburg MA","01620020",-71.958288,42.345748
"898","A Drewicz Elementary School Lynn MA","01630016",-70.942106,42.466468
"899","Aborn School Lynn MA","01630011",-70.957901,42.460323
"900","Breed Middle School School Lynn MA","01630405",-70.942106,42.466468
"901","Brickett Elementary School Lynn MA","01630020",-70.942106,42.466468
"902","Capt William G Shoemaker School Lynn MA","01630090",-70.965926,42.486512
"903","Classical High School Lynn MA","01630505",-70.943555,42.466269
"904","Cobbet Elementary School Lynn MA","01630035",-70.954632,42.465489
"905","E J Harrington School Lynn MA","01630045",-70.942106,42.466468
"906","Edward A Sisson School Lynn MA","01630095",-70.967507,42.461056
"907","Fecteau-Leary Junior/Senior High School School Lynn MA","01630525",-70.933238,42.463817
"908","Hood School Lynn MA","01630055",-70.968149,42.461828
"909","Ingalls School Lynn MA","01630060",-70.933138,42.474902
"910","Julia F Callahan School Lynn MA","01630030",-70.985017,42.499361
"911","Lincoln-Thomson School Lynn MA","01630070",-71.281722,42.407609
"912","Lynn English High School Lynn MA","01630510",-70.943555,42.466269
"913","Lynn Vocational Technical Institute School Lynn MA","01630605",-70.942106,42.466468
"914","Lynn Woods School Lynn MA","01630075",-70.942106,42.466468
"915","Pickering Middle School Lynn MA","01630420",-70.959642,42.487916
"916","Robert L Ford School Lynn MA","01630050",-73.245556,42.310753
"917","Sewell-Anderson School Lynn MA","01630085",-70.942106,42.466468
"918","Thurgood Marshall Mid School Lynn MA","01630305",-70.940009,42.477951
"919","Tracy School Lynn MA","01630100",-70.93997,42.47575
"920","Washington Elementary School School Lynn MA","01630005",-73.143473,42.366009
"921","William R Fallon School Lynn MA","01630080",-71.803643,42.577715
"922","Wm P Connery School Lynn MA","01630040",-70.942106,42.466468
"923","Huckleberry Hill School Lynnfield MA","01640010",-71.021695,42.520936
"924","Lynnfield High School Lynnfield MA","01640505",-70.988376,42.509487
"925","Lynnfield Middle School School Lynnfield MA","01640405",-70.988376,42.509487
"926","Lynnfield Preschool School Lynnfield MA","01640005",-70.988376,42.509487
"927","Summer Street School Lynnfield MA","01640020",-71.049019,42.539863
"928","MATCH Charter Public School School Boston MA","04690505",-71.05286,42.365828
"929","MATCH Community Day Charter Public School School Boston MA","04650105",-71.05286,42.365828
"930","Ma Academy for Math and Science School School Worcester MA","04680505",-71.814788,42.279692
"931","Beebe School Malden MA","01650003",-71.079867,42.42001
"932","Ferryway School Malden MA","01650013",-71.079867,42.42001
"933","Forestdale School Malden MA","01650027",-70.5093,41.675328
"934","Linden School Malden MA","01650047",-71.069723,42.429169
"935","Malden Early Learning Center School Malden MA","01650049",-72.008224,42.067091
"936","Malden High School Malden MA","01650505",-71.077655,42.419529
"937","Salemwood School Malden MA","01650057",-71.079867,42.42001
"938","Essex Elementary School Essex MA","06980020",-70.86792,42.63887
"939","Manchester Essex Regional High School School Manchester-by-the-Sea MA","06980510",-70.770828,42.576879
"940","Manchester Essex Regional Middle School School Manchester-by-the-Sea MA","06980030",-70.77588,42.585174
"941","Manchester Memorial Elementary School Manchester-by-the-Sea MA","06980010",-70.770828,42.576879
"942","Everett W Robinson School Mansfield MA","01670007",-71.265396,42.012155
"943","Harold L Qualters Middle School Mansfield MA","01670035",-71.231203,42.014976
"944","Jordan/Jackson Elementary School Mansfield MA","01670014",-71.22379,42.023423
"945","Mansfield High School Mansfield MA","01670505",-71.219098,42.033689
"946","Roland Green School School Mansfield MA","01670003",-71.231203,42.014976
"947","Marblehead Community Charter Public School School Marblehead MA","04640305",-70.871828,42.48476
"948","Dr Samuel C Eveleth School Marblehead MA","01680025",-70.855599,42.501442
"949","Elbridge Gerry School Marblehead MA","01680015",-70.860683,42.497686
"950","Glover School Marblehead MA","01680020",-70.846879,42.504543
"951","L H Coffin School Marblehead MA","01680010",-70.855599,42.501442
"952","Malcolm L Bell School Marblehead MA","01680005",-70.855599,42.501442
"953","Marblehead High School Marblehead MA","01680505",-70.849131,42.506732
"954","Marblehead Veterans Middle School School Marblehead MA","01680300",-70.855599,42.501442
"955","Village School School Marblehead MA","01680016",-70.859696,42.499281
"956","Sippican School Marion MA","01690005",-70.734256,41.699391
"957","1 LT Charles W. Whitcomb School School Marlborough MA","01700045",-71.556414,42.342779
"958","Charles Jaworek School School Marlborough MA","01700030",-71.556414,42.342779
"959","Early Childhood Center School Marlborough MA","01700006",-70.994356,42.724185
"960","Francis J Kane School Marlborough MA","01700008",-71.541972,42.350256
"961","Marlborough High School Marlborough MA","01700505",-70.967103,42.717355
"962","Richer School Marlborough MA","01700025",-70.994356,42.724185
"963","Daniel Webster School Marshfield MA","01710015",-71.83263,42.24059
"964","Eames Way School School Marshfield MA","01710005",-70.72726,42.138572
"965","Furnace Brook Middle School Marshfield MA","01710310",-70.716639,42.111635
"966","Gov Edward Winslow School Marshfield MA","01710020",-70.676343,42.101892
"967","Marshfield High School Marshfield MA","01710505",-70.692276,42.13802
"968","Martinson Elementary School Marshfield MA","01710025",-70.742211,42.118224
"969","South River School Marshfield MA","01710010",-70.742211,42.118224
"970","Martha's Vineyard Charter School School West Tisbury MA","04660550",-70.607678,41.438624
"971","Marthas Vineyard Regional High School Oak Bluffs MA","07000505",-70.607678,41.438624
"972","Martin Luther King Jr. Charter School of Excellence School Springfield MA","04920005",-72.574378,42.108114
"973","Masconomet Regional High School School Topsfield MA","07050505",-70.949456,42.639677
"974","Masconomet Regional Middle School School Topsfield MA","07050405",-70.949456,42.639677
"975","Kenneth Coombs School School Mashpee MA","01720005",-70.485253,41.639108
"976","Mashpee High School Mashpee MA","01720505",-70.286181,41.649874
"977","Mashpee Middle School School Mashpee MA","01720020",-70.448781,41.613602
"978","Quashnet School School Mashpee MA","01720035",-70.484124,41.642254
"979","Center School Mattapoisett MA","01730005",-70.761338,41.66897
"980","Old Hammondtown School Mattapoisett MA","01730010",-70.809191,42.07244
"981","Fowler School School Maynard MA","01740305",-71.450651,42.429162
"982","Green Meadow School Maynard MA","01740010",-71.455841,42.425366
"983","Maynard High School Maynard MA","01740505",-71.463256,42.428495
"984","Dale Street School Medfield MA","01750005",-71.311439,42.191241
"985","Medfield Senior High School Medfield MA","01750505",-71.008579,42.030297
"986","Memorial School School Medfield MA","01750003",-71.31709,42.19976
"987","Ralph Wheelock School School Medfield MA","01750007",-71.31709,42.19976
"988","Thomas Blake Middle School Medfield MA","01750305",-70.989207,42.045946
"989","Brooks School School Medford MA","01760130",-71.283313,41.939569
"990","Christopher Columbus School Medford MA","01760140",-71.079571,42.472388
"991","Curtis-Tufts School Medford MA","01760510",-71.062221,42.375192
"992","John J McGlynn Elementary School School Medford MA","01760068",-71.130836,42.429454
"993","John J. McGlynn Middle School School Medford MA","01760320",-71.081212,42.405823
"994","Madeleine Dugger Andrews School Medford MA","01760315",-71.09722,42.433985
"995","Medford High School Medford MA","01760505",-71.105933,42.401798
"996","Medford Vocational Technical High School Medford MA","01760605",-71.105933,42.401798
"997","Milton Fuller Roberts School Medford MA","01760150",-71.134267,42.427476
"998","Francis J Burke Elementary School Medway MA","01770010",-71.395479,42.14186
"999","John D Mc Govern Elementary School Medway MA","01770013",-71.39648,42.139739
"1000","Medway High School Medway MA","01770505",-71.42819,42.141819
"1001","Medway Middle School Medway MA","01770305",-71.395479,42.14186
"1002","Memorial Elementary School Medway MA","01770015",-71.395479,42.14186
"1003","Early Childhood Center School Melrose MA","01780003",-71.051924,42.458475
"1004","Herbert Clark Hoover School Melrose MA","01780017",-71.067514,42.453875
"1005","Horace Mann School Melrose MA","01780025",-71.068086,42.445777
"1006","Lincoln School Melrose MA","01780020",-71.281722,42.407609
"1007","Melrose High School Melrose MA","01780505",-71.06192,42.463209
"1008","Melrose Middle School Melrose MA","01780305",-71.06192,42.463209
"1009","Roosevelt School Melrose MA","01780035",-71.051924,42.458475
"1010","Winthrop School Melrose MA","01780050",-70.981062,42.371621
"1011","Henry P Clough School Mendon MA","07100179",-71.420864,42.281109
"1012","Memorial School School Upton MA","07100001",-71.60601,42.172363
"1013","Miscoe Hill School School Mendon MA","07100015",-72.875119,42.627848
"1014","Nipmuc Regional High School Upton MA","07100510",-71.610533,42.176451
"1015","Comprehensive Grammar School School Methuen MA","01810050",-71.196856,42.724108
"1016","Donald P Timony Grammar School Methuen MA","01810060",-71.131798,42.740914
"1017","Marsh Grammar School School Methuen MA","01810030",-71.196856,42.724108
"1018","Methuen High School Methuen MA","01810505",-71.168666,42.742218
"1019","Pleasant Valley School School Methuen MA","01810004",-70.078581,41.715593
"1020","Tenney Grammar School School Methuen MA","01810055",-71.196856,42.724108
"1021","Henry B. Burkland Elementary School School Middleborough MA","01820008",-70.910764,41.892981
"1022","John T. Nichols Middle School Middleborough MA","01820305",-70.934507,41.893827
"1023","Mary K. Goode Elementary School School Middleborough MA","01820010",-70.910764,41.892981
"1024","Memorial Early Childhood Center School Middleborough MA","01820011",-70.990088,41.920097
"1025","Middleborough High School Middleborough MA","01820505",-70.910764,41.892981
"1026","Fuller Meadow School Middleton MA","01840003",-71.011128,42.585094
"1027","Howe-Manning School Middleton MA","01840005",-71.026175,42.60758
"1028","Brookside School Milford MA","01850065",-71.532124,42.144041
"1029","Memorial School Milford MA","01850010",-71.519358,42.141933
"1030","Milford High School Milford MA","01850505",-71.526528,42.13932
"1031","Milford Middle East School Milford MA","01850310",-71.519358,42.141933
"1032","Shining Star Early Childhood Center School Milford MA","01850075",-71.7149,42.174979
"1033","Stacy Middle School Milford MA","01850305",-71.519358,42.141933
"1034","Woodland School Milford MA","01850090",-71.835193,42.227211
"1035","Elmwood Street School Millbury MA","01860017",-71.766539,42.187571
"1036","Millbury Junior/Senior High School Millbury MA","01860505",-71.76127,42.224804
"1037","Raymond E. Shaw Elementary School Millbury MA","01860025",-71.740567,42.230516
"1038","Clyde F Brown School Millis MA","01870005",-70.612128,41.547633
"1039","Millis High School School Millis MA","01870505",-71.35739,42.16994
"1040","Millis Middle School Millis MA","01870020",-71.371259,42.188379
"1041","Charles S Pierce Middle School Milton MA","01890410",-71.06768,42.424113
"1042","Collicot School Milton MA","01890005",-71.07431,42.26851
"1043","Cunningham School School Milton MA","01890007",-71.05484,42.24737
"1044","Glover School Milton MA","01890010",-71.08424,42.25074
"1045","Milton High School Milton MA","01890505",-71.06327,42.263839
"1046","Tucker School Milton MA","01890020",-71.09915,42.26105
"1047","Minuteman Regional High School Lexington MA","08300605",-71.2245,42.44732
"1048","Buckland-Shelburne Regional School Shelburne MA","07170005",-72.759703,42.599153
"1049","Colrain Central School Colrain MA","07170010",-72.785701,42.679624
"1050","Heath Elementary School Charlemont MA","07170015",-72.852594,42.643333
"1051","Mohawk Trail Regional High School Buckland MA","07170505",-72.79176,42.59231
"1052","Sanderson Academy School Ashfield MA","07170020",-72.008224,42.067091
"1053","Chatham Elementary School School Chatham MA","07120001",-69.951428,41.675922
"1054","Chatham High School School Chatham MA","07120505",-69.951428,41.675922
"1055","Chatham Middle School School Chatham MA","07120305",-69.951428,41.675922
"1056","Harwich Elementary School School Harwich MA","07120002",-69.991002,41.752086
"1057","Harwich High School School Harwich MA","07120510",-70.286181,41.649874
"1058","Harwich Middle School School Harwich MA","07120310",-69.991002,41.752086
"1059","Granite Valley Middle School Monson MA","01910310",-71.446071,42.58255
"1060","Monson Innovation High School School Monson MA","01910505",-72.392102,42.080603
"1061","Quarry Hill Community School School Monson MA","01910025",-70.846308,42.263563
"1062","Montachusett Regional Vocational Technical School Fitchburg MA","08320605",-71.808066,42.587092
"1063","Mt Greylock Regional High School Williamstown MA","07150505",-73.219235,42.600133
"1064","Mystic Valley Regional Charter School School Malden MA","04700105",-71.082991,42.267807
"1065","Johnson School Nahant MA","01960010",-70.990882,42.548444
"1066","Cyrus Peirce School Nantucket MA","01970010",-70.09946,41.28346
"1067","Nantucket Elementary School Nantucket MA","01970005",-70.09946,41.28346
"1068","Nantucket High School Nantucket MA","01970505",-70.09946,41.27262
"1069","Baldwinville Elementary School Templeton MA","07200005",-72.073488,42.587348
"1070","Narragansett Middle School Templeton MA","07200305",-71.460178,42.530026
"1071","Narragansett Regional High School Templeton MA","07200505",-71.941718,42.60886
"1072","Phillipston Memorial School Phillipston MA","07200003",-72.228376,42.593137
"1073","Templeton Center School Templeton MA","07200020",-71.7149,42.174979
"1074","Nashoba Valley Technical High School School Westford MA","08520605",-71.064208,42.40822
"1075","Center School School Stow MA","07250020",-72.044907,42.077984
"1076","Florence Sawyer School School Bolton MA","07250025",-72.676891,42.323749
"1077","Hale School Stow MA","07250310",-71.491174,42.398113
"1078","Luther Burbank Middle School School Lancaster MA","07250305",-71.666595,42.46733
"1079","Mary Rowlandson Elementary School Lancaster MA","07250010",-71.793196,42.342119
"1080","Nashoba Regional School Bolton MA","07250505",-71.477243,42.491364
"1081","Bennett-Hemenway School Natick MA","01980005",-71.3495,42.28343
"1082","Brown School Natick MA","01980010",-70.497024,41.755987
"1083","J F Kennedy Middle School School Natick MA","01980305",-71.3495,42.28343
"1084","Johnson School Natick MA","01980031",-71.3495,42.28343
"1085","Lilja Elementary School Natick MA","01980035",-71.3495,42.28343
"1086","Memorial School Natick MA","01980043",-71.3495,42.28343
"1087","Natick High School Natick MA","01980505",-71.3495,42.28343
"1088","Wilson Middle School Natick MA","01980310",-71.3495,42.28343
"1089","Nauset Regional High School Eastham MA","06600505",-69.969006,41.838473
"1090","Nauset Regional Middle School Orleans MA","06600305",-69.941175,41.794073
"1091","Broadmeadow School Needham MA","01990005",-71.205209,42.281919
"1092","High Rock School School Needham MA","01990410",-71.23196,42.26808
"1093","Hillside Elementary School Needham MA","01990035",-71.234,42.3009
"1094","John Eliot School Needham MA","01990020",-71.24389,42.293589
"1095","Needham High School Needham MA","01990505",-71.23191,42.29307
"1096","Newman Elementary School Needham MA","01990050",-71.23221,42.27747
"1097","Pollard Middle School Needham MA","01990405",-71.23221,42.27747
"1098","William Mitchell School Needham MA","01990040",-71.834955,42.580396
"1099","Neighborhood House Charter School School Boston MA","04440205",-71.05286,42.365828
"1100","Abraham Lincoln School New Bedford MA","02010095",-70.934056,41.633398
"1101","Alfred J Gomes School New Bedford MA","02010063",-70.932223,41.677288
"1102","Betsey B Winslow School New Bedford MA","02010140",-70.954574,41.637511
"1103","Carlos Pacheco School New Bedford MA","02010105",-70.923307,41.633012
"1104","Casimir Pulaski School New Bedford MA","02010123",-70.923307,41.633012
"1105","Charles S Ashley School New Bedford MA","02010010",-70.906674,41.604153
"1106","Elizabeth Carter Brooks School New Bedford MA","02010015",-70.939701,41.62678
"1107","Ellen R Hathaway School New Bedford MA","02010075",-70.920436,41.666069
"1108","Elwyn G Campbell School New Bedford MA","02010020",-70.927303,41.642719
"1109","Hayden/McFadden School New Bedford MA","02010078",-71.278753,42.511347
"1110","Horatio A Kempton School New Bedford MA","02010085",-70.927594,41.638003
"1111","James B Congdon School New Bedford MA","02010040",-70.941344,41.629757
"1112","Jireh Swift School New Bedford MA","02010130",-70.919668,41.68312
"1113","John Avery Parker School New Bedford MA","02010115",-70.931243,41.644112
"1114","John B Devalles School New Bedford MA","02010050",-70.947208,41.620768
"1115","John Hannigan School New Bedford MA","02010070",-70.947208,41.620768
"1116","Keith Middle School School New Bedford MA","02010405",-70.923852,41.63298
"1117","New Bedford High School New Bedford MA","02010505",-70.93387,41.627283
"1118","Normandin Middle School School New Bedford MA","02010410",-70.923852,41.63298
"1119","Roosevelt Middle School School New Bedford MA","02010415",-70.914813,41.616532
"1120","Sgt Wm H Carney Academy School New Bedford MA","02010045",-70.92869,41.626791
"1121","Thomas R Rodman School New Bedford MA","02010125",-70.922977,41.635863
"1122","Trinity Day Academy School New Bedford MA","02010510",-70.93727,41.648928
"1123","Whaling City Junior/Senior High School School New Bedford MA","02010515",-71.284511,42.524777
"1124","William H Taylor School New Bedford MA","02010135",-70.922947,41.635708
"1125","Swift River School New Salem MA","07280015",-72.858927,42.446284
"1126","Edward G. Molin Elementary School School Newburyport MA","02040030",-70.866272,42.808371
"1127","Francis T Bresnahan Elementary School Newburyport MA","02040005",-70.915933,42.805348
"1128","George W Brown School Newburyport MA","02040010",-70.873851,42.811071
"1129","Newburyport High School Newburyport MA","02040505",-70.875642,42.799273
"1130","Rupert A Nock Middle School Newburyport MA","02040305",-70.869793,42.81086
"1131","A E Angier School Newton MA","02070005",-71.189156,42.358947
"1132","Bigelow Middle School Newton MA","02070305",-71.186565,42.359597
"1133","Bowen School Newton MA","02070015",-71.189156,42.358947
"1134","C C Burr School Newton MA","02070020",-72.09816,42.408155
"1135","Cabot School Newton MA","02070025",-71.18918,42.34704
"1136","Charles E Brown Middle School Newton MA","02070310",-71.180115,42.359052
"1137","Countryside School Newton MA","02070040",-71.189156,42.358947
"1138","F A Day Middle School Newton MA","02070315",-71.196805,42.357955
"1139","Franklin School Newton MA","02070055",-70.998097,42.405705
"1140","Horace Mann School Newton MA","02070075",-70.404508,41.652328
"1141","John Ward School Newton MA","02070120",-71.189156,42.358947
"1142","Lincoln-Eliot School Newton MA","02070070",-71.281722,42.407609
"1143","Mason-Rice School Newton MA","02070080",-71.189156,42.358947
"1144","Memorial Spaulding School Newton MA","02070105",-71.189156,42.358947
"1145","Newton Early Childhood Center School Newton MA","02070108",-70.439875,41.676171
"1146","Newton North High School Newton MA","02070505",-70.439875,41.676171
"1147","Newton South High School Newton MA","02070510",-70.439875,41.676171
"1148","Oak Hill Middle School Newton MA","02070320",-71.196805,42.357955
"1149","Peirce School Newton MA","02070100",-71.189156,42.358947
"1150","Underwood School Newton MA","02070115",-71.189317,42.358409
"1151","Williams School Newton MA","02070125",-71.183267,42.359323
"1152","Zervas School Newton MA","02070130",-71.189156,42.358947
"1153","Norfolk County Agricultural School Walpole MA","09150705",-71.26091,42.13531
"1154","Freeman-Kennedy School School Norfolk MA","02080005",-71.396234,42.321368
"1155","H Olive Day School Norfolk MA","02080015",-71.317489,42.14862
"1156","Brayton School North Adams MA","02090035",-73.085606,42.704308
"1157","Drury High School North Adams MA","02090505",-73.115607,42.700223
"1158","Greylock School North Adams MA","02090015",-73.14652,42.699666
"1159","J S Sullivan School North Adams MA","02090008",-73.144764,42.696092
"1160","Annie L Sargent School School North Andover MA","02110018",-71.133853,42.703736
"1161","Atkinson School North Andover MA","02110001",-71.130888,42.702816
"1162","Franklin School North Andover MA","02110010",-71.121102,42.694281
"1163","Kittredge School North Andover MA","02110015",-71.086309,42.679316
"1164","North Andover High School North Andover MA","02110505",-71.112775,42.683848
"1165","North Andover Middle School North Andover MA","02110305",-71.116159,42.657556
"1166","Thomson School North Andover MA","02110020",-71.130888,42.702816
"1167","Allen Avenue School North Attleborough MA","02120005",-71.341881,41.939495
"1168","Amvet Boulevard School North Attleborough MA","02120007",-71.341642,41.979575
"1169","Community School North Attleborough MA","02120030",-71.330727,41.991367
"1170","Falls School North Attleborough MA","02120010",-71.330727,41.991367
"1171","Joseph W Martin Jr Elementary School North Attleborough MA","02120013",-71.330727,41.991367
"1172","North Attleboro High School North Attleborough MA","02120505",-71.330727,41.991367
"1173","North Attleborough Early Learning Center School North Attleborough MA","02120020",-71.330727,41.991367
"1174","North Attleborough Middle School North Attleborough MA","02120305",-72.588815,42.33443
"1175","Roosevelt Avenue School North Attleborough MA","02120015",-71.343726,41.982093
"1176","North Brookfield Elementary School North Brookfield MA","02150015",-72.08905,42.249533
"1177","North Brookfield High School North Brookfield MA","02150505",-72.08905,42.249533
"1178","North Central Charter Essential School School Fitchburg MA","04740505",-71.84953,42.568041
"1179","Ashby Elementary School Ashby MA","07350010",-71.907754,42.64259
"1180","Hawthorne Brook School Townsend MA","07350030",-71.30282,41.934613
"1181","Nissitissit Middle School School Pepperell MA","07350310",-71.562426,42.686934
"1182","North Middlesex Regional School Townsend MA","07350505",-70.910764,41.892981
"1183","Peter Fitzpatrick School School Pepperell MA","07350515",-71.934394,42.60832
"1184","Spaulding Memorial School Townsend MA","07350005",-71.668899,42.65584
"1185","Squannacook Early Childhood Center School Townsend MA","07350002",-71.709735,42.668724
"1186","Varnum Brook School Pepperell MA","07350035",-71.27663,41.943962
"1187","E Ethel Little School School North Reading MA","02170003",-71.108983,42.524318
"1188","J Turner Hood School North Reading MA","02170010",-71.062484,42.581092
"1189","L D Batchelder School North Reading MA","02170005",-71.12185,42.598448
"1190","North Reading High School North Reading MA","02170505",-71.10313,42.538705
"1191","North Reading Middle School North Reading MA","02170305",-71.10313,42.538705
"1192","North Shore Regional Vocational School Middleton MA","08540605",-71.026175,42.60758
"1193","Smith Vocational and Agricultural High School Northampton MA","04060705",-72.635568,42.314545
