"","school","org.code","lon","lat"
"1585","Edmund Hatch Bennett School Taunton MA","02930007",-71.086423,41.906859
"1586","Edward F Leddy School Taunton MA","02930056",-71.112827,41.911566
"1587","Elizabeth Pole School Taunton MA","02930027",-71.123903,41.937456
"1588","H H Galligan School Taunton MA","02930057",-71.091873,41.902744
"1589","Hopewell School Taunton MA","02930035",-71.09794,41.917823
"1590","John F Parker Middle School Taunton MA","02930305",-71.103051,41.93193
"1591","Joseph C Chamberlain School Taunton MA","02930008",-71.103394,41.916384
"1592","Joseph H Martin School Taunton MA","02930042",-71.103394,41.916384
"1593","Mulcahey Elementary School School Taunton MA","02930015",-71.091873,41.902744
"1594","Taunton Alternative High School School Taunton MA","02930525",-71.158771,41.935769
"1595","Taunton High School Taunton MA","02930505",-71.158771,41.935769
"1596","Heath-Brook School Tewksbury MA","02950010",-71.193604,42.571871
"1597","John F. Ryan School Tewksbury MA","02950023",-71.23084,42.599803
"1598","John W. Wynn Middle School Tewksbury MA","02950305",-71.221707,42.583259
"1599","L F Dewing School Tewksbury MA","02950001",-71.228154,42.61133
"1600","Louise Davy Trahan School Tewksbury MA","02950025",-71.232305,42.630628
"1601","North Street School Tewksbury MA","02950020",-71.092051,42.140229
"1602","Tewksbury Memorial High School Tewksbury MA","02950505",-71.195695,42.598725
"1603","Tisbury Elementary School Tisbury MA","02960005",-70.61746,41.47272
"1604","Proctor Elementary School Topsfield MA","02980005",-70.927824,42.633898
"1605","Steward Elementary School Topsfield MA","02980010",-70.949456,42.639677
"1606","Tri County Regional Vocational Technical School Franklin MA","08780605",-71.008736,42.40888
"1607","Newbury Elementary School Newbury MA","07730020",-70.866272,42.808371
"1608","Pine Grove School Rowley MA","07730025",-72.644009,42.307925
"1609","Salisbury Elementary School Salisbury MA","07730015",-70.862098,42.839499
"1610","Triton Regional High School School Newbury MA","07730505",-70.863057,42.801418
"1611","Triton Regional Middle School School Newbury MA","07730405",-70.880394,42.788939
"1612","Truro Central School Truro MA","03000005",-70.04758,41.99089
"1613","Tyngsborough Elementary School Tyngsborough MA","03010020",-71.448748,42.683581
"1614","Tyngsborough High School School Tyngsborough MA","03010505",-71.448748,42.683581
"1615","Tyngsborough Middle School Tyngsborough MA","03010305",-71.448748,42.683581
"1616","UP Academy Charter School of Boston School Boston MA","04800405",-71.097331,42.321067
"1617","UP Academy Charter School of Dorchester School Boston MA","35050405",-71.062343,42.292728
"1618","Chilmark Elementary School Chilmark MA","07740010",-70.708322,41.40349
"1619","West Tisbury Elementary School West Tisbury MA","07740020",-70.70259,41.408093
"1620","Upper Cape Cod Vocational Technical School Bourne MA","08790605",-70.604591,41.759585
"1621","McCloskey Middle School School Uxbridge MA","03040015",-71.62951,42.07732
"1622","Taft Early Learning Center School Uxbridge MA","03040005",-72.008224,42.067091
"1623","Uxbridge High School Uxbridge MA","03040505",-71.62951,42.07732
"1624","Whitin Elementary School School Uxbridge MA","03040020",-71.62951,42.07732
"1625","Veritas Preparatory Charter School School Springfield MA","04980405",-72.574378,42.108114
"1626","Central Tree Middle School Rutland MA","07750310",-71.935068,42.377607
"1627","Chocksett Middle School School Sterling MA","07750315",-71.746768,42.452377
"1628","Davis Hill Elementary School Holden MA","07750018",-71.864076,42.348984
"1629","Dawson School Holden MA","07750020",-71.850217,42.338828
"1630","Early Childhood Center School Holden MA","07750001",-72.044907,42.077984
"1631","Glenwood Elementary School School Rutland MA","07750060",-71.093318,42.414729
"1632","Houghton Elementary School Sterling MA","07750027",-71.761302,42.437264
"1633","Leroy E.Mayo School Holden MA","07750032",-71.755245,42.294554
"1634","Mountview Middle School Holden MA","07750305",-71.821777,42.332761
"1635","Naquag Elementary School School Rutland MA","07750005",-71.935068,42.377607
"1636","Paxton Center School Paxton MA","07750040",-72.044907,42.077984
"1637","Thomas Prince School Princeton MA","07750045",-71.742055,42.552439
"1638","Wachusett Regional High School Holden MA","07750505",-71.844617,42.566281
"1639","Dolbeare School Wakefield MA","03050005",-71.234132,42.712573
"1640","Galvin Middle School School Wakefield MA","03050310",-71.062831,42.498201
"1641","Greenwood School Wakefield MA","03050020",-71.066805,42.48193
"1642","Wakefield Memorial High School Wakefield MA","03050505",-71.066271,42.502682
"1643","Walton School Wakefield MA","03050040",-71.039326,42.512004
"1644","Woodville School School Wakefield MA","03050015",-71.050885,42.499193
"1645","Wales Elementary School Wales MA","03060005",-72.308522,42.086428
"1646","Bird Middle School Walpole MA","03070305",-71.265419,42.127811
"1647","Boyden School Walpole MA","03070010",-71.247298,42.150425
"1648","Daniel Feeney Preschool Center School Walpole MA","03070002",-72.008224,42.067091
"1649","Eleanor N Johnson Middle School Walpole MA","03070310",-71.24192,42.125609
"1650","Elm Street School School Walpole MA","03070005",-70.846308,42.263563
"1651","Fisher School Walpole MA","03070015",-71.23713,42.165679
"1652","Old Post Road School Walpole MA","03070018",-71.221449,42.143229
"1653","Walpole High School Walpole MA","03070505",-71.252659,42.161829
"1654","Douglas MacArthur Elementary School School Waltham MA","03080032",-71.21417,42.373118
"1655","Henry Whittemore Elementary School School Waltham MA","03080065",-71.232998,42.377917
"1656","James Fitzgerald Elementary School School Waltham MA","03080060",-71.232998,42.377917
"1657","John F Kennedy Middle School Waltham MA","03080404",-71.236927,42.37722
"1658","John W. McDevitt Middle School School Waltham MA","03080415",-71.224288,42.380683
"1659","Northeast Elementary School School Waltham MA","03080040",-71.092051,42.140229
"1660","Thomas R Plympton Elementary School School Waltham MA","03080050",-71.244447,42.381722
"1661","Waltham Sr High School Waltham MA","03080505",-71.237524,42.367633
"1662","William F. Stanley Elementary School School Waltham MA","03080005",-71.803643,42.577715
"1663","Stanley M Koziol Elementary School School Ware MA","03090020",-72.237946,42.265608
"1664","Ware Junior/Senior High School School Ware MA","03090505",-72.237878,42.262139
"1665","Ware Middle School School Ware MA","03090305",-72.237946,42.265608
"1666","East Wareham School School Wareham MA","03100025",-70.721668,41.742118
"1667","John William Decas School Wareham MA","03100003",-71.803643,42.577715
"1668","Minot Forest School Wareham MA","03100017",-70.701131,41.754003
"1669","Wareham Cooperative Junior/Senior High School School Wareham MA","03100315",-70.712657,41.754121
"1670","Wareham Middle School Wareham MA","03100305",-70.721668,41.742118
"1671","Wareham Senior High School Wareham MA","03100505",-70.721668,41.742118
"1672","West Wareham Academy School Wareham MA","03100310",-70.739539,41.823338
"1673","Cunniff School Watertown MA","03140015",-71.153641,42.373346
"1674","Hosmer School Watertown MA","03140020",-71.168425,42.366803
"1675","James Russell Lowell School Watertown MA","03140025",-71.176465,42.3684
"1676","Watertown High School Watertown MA","03140505",-71.18758,42.364422
"1677","Watertown Middle School Watertown MA","03140305",-71.18758,42.364422
"1678","Claypit Hill School School Wayland MA","03150005",-71.359029,42.375991
"1679","Happy Hollow School School Wayland MA","03150015",-71.361966,42.336974
"1680","Loker School School Wayland MA","03150020",-71.355905,42.323837
"1681","Wayland High School School Wayland MA","03150505",-71.339385,42.329543
"1682","Wayland Middle School School Wayland MA","03150305",-71.355905,42.323837
"1683","Bartlett Jr Sr High School School Webster MA","03160505",-71.879195,42.051804
"1684","Park Avenue Elementary School Webster MA","03160015",-71.870149,42.05731
"1685","Webster Middle School School Webster MA","03160305",-71.83263,42.24059
"1686","Ernest F Upham School Wellesley MA","03170050",-71.066046,42.315335
"1687","Hunnewell School Wellesley MA","03170025",-71.29903,42.30458
"1688","John D Hardy School Wellesley MA","03170020",-71.310929,42.303499
"1689","Joseph E Fiske School Wellesley MA","03170015",-71.29903,42.30458
"1690","Katharine Lee Bates School Wellesley MA","03170005",-71.29903,42.30458
"1691","Schofield School Wellesley MA","03170045",-71.29903,42.30458
"1692","Sprague Elementary School School Wellesley MA","03170048",-71.295147,42.308591
"1693","Wellesley Middle School Wellesley MA","03170305",-71.289339,42.297709
"1694","Wellesley Sr High School Wellesley MA","03170505",-71.289339,42.297709
"1695","Wellfleet Elementary School Wellfleet MA","03180005",-70.031099,41.955667
"1696","Major Edwards Elementary School West Boylston MA","03220005",-71.791225,42.341677
"1697","West Boylston Junior/Senior High School West Boylston MA","03220505",-71.781632,42.363049
"1698","Howard School School West Bridgewater MA","03230305",-71.009314,42.022041
"1699","Rose L Macdonald School West Bridgewater MA","03230003",-71.612432,42.27492
"1700","Spring Street School School West Bridgewater MA","03230005",-71.013947,42.020084
"1701","West Bridgewater Junior/Senior School West Bridgewater MA","03230505",-70.976384,41.988712
"1702","Cowing Early Childhood School West Springfield MA","03320001",-72.604669,42.0996
"1703","John Ashley School West Springfield MA","03320005",-72.638764,42.101461
"1704","John R Fausey School West Springfield MA","03320010",-72.603595,42.110639
"1705","Memorial School West Springfield MA","03320025",-72.597616,42.097117
"1706","Mittineague School West Springfield MA","03320030",-72.604669,42.0996
"1707","Philip G Coburn School West Springfield MA","03320007",-72.581017,42.140681
"1708","Tatham School West Springfield MA","03320040",-72.604669,42.0996
"1709","West Springfield High School West Springfield MA","03320505",-72.600209,42.132553
"1710","West Springfield Middle School West Springfield MA","03320305",-72.600209,42.132553
"1711","Annie E Fales School Westborough MA","03210010",-70.085718,41.732168
"1712","Elsie A Hastings Elementary School Westborough MA","03210025",-71.020305,42.016912
"1713","J Harding Armstrong School Westborough MA","03210005",-71.634305,42.247842
"1714","Mill Pond School School Westborough MA","03210045",-70.107108,41.737642
"1715","Sarah W Gibbons Middle School Westborough MA","03210305",-71.615706,42.267013
"1716","Westborough High School Westborough MA","03210505",-71.66664,42.251596
"1717","Abner Gibbs School Westfield MA","03250020",-72.753903,42.12222
"1718","Fort Meadow Early Childhood Center School Westfield MA","03250003",-72.736321,42.113614
"1719","Franklin Ave School Westfield MA","03250015",-72.757342,42.126554
"1720","Highland School Westfield MA","03250025",-72.77439,42.122544
"1721","Juniper Park School Westfield MA","03250055",-72.726391,42.151648
"1722","Munger Hill School Westfield MA","03250033",-72.7341,42.1002
"1723","North Middle School School Westfield MA","03250305",-70.910764,41.892981
"1724","Paper Mill School Westfield MA","03250036",-72.698998,42.133117
"1725","South Middle School School Westfield MA","03250310",-70.910764,41.892981
"1726","Southampton Road School Westfield MA","03250040",-72.741721,42.265702
"1727","Westfield High School Westfield MA","03250505",-72.731845,42.141162
"1728","Westfield Vocational Technical High School Westfield MA","03250605",-72.731845,42.141162
"1729","Abbot Elementary School Westford MA","03260004",-71.478698,42.581604
"1730","Blanchard Middle School Westford MA","03260310",-71.04766,42.414513
"1731","Col John Robinson School Westford MA","03260025",-71.454484,42.572635
"1732","Day Elementary School Westford MA","03260007",-72.623986,42.329288
"1733","John A. Crisafulli Elementary School School Westford MA","03260045",-71.060707,42.40329
"1734","Millennium Elementary School Westford MA","03260013",-71.465823,42.593784
"1735","Nabnasset School Westford MA","03260015",-71.411001,42.617228
"1736","Rita E. Miller Elementary School School Westford MA","03260055",-71.039013,42.422064
"1737","Stony Brook School School Westford MA","03260330",-71.306057,41.931709
"1738","Westford Academy School Westford MA","03260505",-71.432824,42.588004
"1739","Westhampton Elementary School School Westhampton MA","03270005",-72.67106,42.268501
"1740","Country School Weston MA","03300010",-71.324233,42.339143
"1741","Field Elementary School School Weston MA","03300012",-71.297366,42.368055
"1742","Weston High School Weston MA","03300505",-71.297366,42.368055
"1743","Weston Middle School Weston MA","03300305",-71.327159,42.347426
"1744","Woodland School Weston MA","03300015",-71.835193,42.227211
"1745","Alice A Macomber School Westport MA","03310015",-71.098201,41.508424
"1746","Westport Elementary School Westport MA","03310030",-71.08856,41.638474
"1747","Westport High School Westport MA","03310505",-71.08856,41.638474
"1748","Westport Middle School Westport MA","03310305",-71.08856,41.638474
"1749","Deerfield School School Westwood MA","03350010",-71.21938,42.22421
"1750","Downey School Westwood MA","03350012",-71.17033,42.220839
"1751","E W Thurston Middle School Westwood MA","03350305",-71.19022,42.21861
"1752","Martha Jones School Westwood MA","03350017",-71.23134,42.20158
"1753","Paul Hanlon School Westwood MA","03350015",-71.19022,42.21861
"1754","Westwood High School Westwood MA","03350505",-71.218396,42.228638
"1755","Westwood Integrated Preschool School Westwood MA","03350050",-71.218396,42.228638
"1756","William E Sheehan School Westwood MA","03350025",-71.803643,42.577715
"1757","Abigail Adams Middle School School Weymouth MA","03360310",-70.944409,42.23101
"1758","Academy Avenue School Weymouth MA","03360005",-70.93894,42.222339
"1759","Frederick C Murphy School Weymouth MA","03360050",-70.92237,42.21535
"1760","Johnson Early Childhood Center School Weymouth MA","03360003",-70.955379,42.242689
"1761","Lawrence W Pingree School Weymouth MA","03360065",-71.161797,42.708469
"1762","Maria Weston Chapman Middle School School Weymouth MA","03360020",-70.93066,42.19988
"1763","Ralph Talbot School Weymouth MA","03360085",-70.948259,42.17536
"1764","Thomas V Nash School Weymouth MA","03360060",-70.95931,42.157889
"1765","Thomas W. Hamilton Primary School School Weymouth MA","03360105",-70.92237,42.21535
"1766","Wessagusset School Weymouth MA","03360110",-70.95116,42.24492
"1767","Weymouth High School School Weymouth MA","03360505",-70.94117,42.22153
"1768","William Seach School Weymouth MA","03360080",-71.803643,42.577715
"1769","Whately Elementary School Whately MA","03370005",-72.608779,42.18851
"1770","Hanson Middle School School Hanson MA","07800315",-70.858688,42.06006
"1771","Indian Head School Hanson MA","07800035",-70.854151,42.04277
"1772","John H Duval School Whitman MA","07800030",-70.936751,42.078956
"1773","Louise A Conley School Whitman MA","07800010",-70.936751,42.078956
"1774","Maquan Elementary School Hanson MA","07800025",-70.86134,42.06416
"1775","Whitman Hanson Regional School Whitman MA","07800505",-70.937525,42.081286
"1776","Whitman Middle School Whitman MA","07800310",-70.937525,42.081286
"1777","Whittier Regional Vocational School Haverhill MA","08850605",-71.092669,42.785059
"1778","Williamsburg Schools School Williamsburg MA","03400020",-72.764594,42.4751
"1779","Williamstown Elementary School Williamstown MA","03410010",-73.249554,42.577133
"1780","Boutwell School Wilmington MA","03420005",-71.188002,42.545047
"1781","North Intermediate School Wilmington MA","03420060",-71.130888,42.702816
"1782","Shawsheen Elementary School Wilmington MA","03420025",-71.181078,42.552436
"1783","West Intermediate School Wilmington MA","03420080",-71.169528,42.55778
"1784","Wildwood School Wilmington MA","03420015",-71.163839,42.558281
"1785","Wilmington High School Wilmington MA","03420505",-71.154485,42.572507
"1786","Wilmington Middle School School Wilmington MA","03420330",-71.169528,42.55778
"1787","Woburn Street School Wilmington MA","03420020",-71.148236,42.582659
"1788","Memorial School Winchendon MA","03430040",-72.025927,42.697994
"1789","Murdock Middle/High School Winchendon MA","03430505",-72.046804,42.676206
"1790","Toy Town Elementary School Winchendon MA","03430050",-72.018314,42.656135
"1791","Winchendon PreSchool Program School Winchendon MA","03430010",-72.114606,42.683046
"1792","Ambrose Elementary School Winchester MA","03440045",-71.140283,42.450829
"1793","Lincoln Elementary School Winchester MA","03440005",-71.134592,42.444887
"1794","Lynch Elementary School Winchester MA","03440020",-71.140283,42.450829
"1795","McCall Middle School Winchester MA","03440305",-71.153917,42.441193
"1796","Muraco Elementary School Winchester MA","03440040",-71.140283,42.450829
"1797","Vinson-Owen Elementary School Winchester MA","03440025",-71.140283,42.450829
"1798","Winchester High School School Winchester MA","03440505",-71.136166,42.453461
"1799","Arthur T. Cummings Elementary School School Winthrop MA","03460020",-70.98518,42.377807
"1800","William P. Gorman/Fort Banks Elementary School Winthrop MA","03460015",-70.985154,42.381867
"1801","Winthrop Middle School School Winthrop MA","03460305",-70.967741,42.369938
"1802","Winthrop Sr High School Winthrop MA","03460505",-70.967741,42.369938
"1803","Clyde Reeves School Woburn MA","03470040",-71.181226,42.461583
"1804","Daniel L Joyce Middle School School Woburn MA","03470410",-71.156191,42.483129
"1805","Daniel P Hurld School Woburn MA","03470020",-71.155144,42.5102
"1806","Goodyear Elementary School School Woburn MA","03470005",-71.160519,42.508244
"1807","John F Kennedy Middle School School Woburn MA","03470405",-71.156191,42.483129
"1808","Linscott-Rumford School Woburn MA","03470025",-71.140901,42.504892
"1809","Malcolm White School Woburn MA","03470055",-71.155942,42.478003
"1810","Mary D Altavesta School Woburn MA","03470065",-71.161033,42.51199
"1811","Shamrock School Woburn MA","03470043",-71.160519,42.508244
"1812","Woburn High School Woburn MA","03470505",-71.160159,42.473582
"1813","Wyman School Woburn MA","03470060",-71.155951,42.491932
"1814","Belmont Street Community School Worcester MA","03480020",-71.798628,42.271412
"1815","Burncoat Middle School School Worcester MA","03480405",-71.790483,42.291489
"1816","Burncoat Senior High School Worcester MA","03480503",-71.790483,42.291489
"1817","Burncoat Street School Worcester MA","03480035",-71.79078,42.286316
"1818","Canterbury School Worcester MA","03480045",-71.810152,42.251477
"1819","Chandler Elementary Community School Worcester MA","03480050",-71.807236,42.260258
"1820","Chandler Magnet School Worcester MA","03480052",-71.807236,42.260258
"1821","City View School Worcester MA","03480053",-71.800272,42.268938
"1822","Claremont Academy School Worcester MA","03480350",-71.817033,42.254241
"1823","Clark St Community School Worcester MA","03480055",-71.791983,42.255497
"1824","Columbus Park School Worcester MA","03480060",-71.832723,42.253451
"1825","Doherty Memorial High School Worcester MA","03480512",-71.804341,42.262048
"1826","Elm Park Community School Worcester MA","03480095",-71.784405,42.267421
"1827","Flagg Street School Worcester MA","03480090",-71.838804,42.277356
"1828","Forest Grove Middle School Worcester MA","03480415",-71.813713,42.281592
"1829","Francis J McGrath Elementary School Worcester MA","03480177",-71.799564,42.26092
"1830","Gates Lane School Worcester MA","03480110",-71.844822,42.242415
"1831","Goddard School/Science Technical School Worcester MA","03480100",-71.798127,42.258828
"1832","Grafton Street School Worcester MA","03480115",-71.794058,42.261261
"1833","Head Start School Worcester MA","03480002",-71.795444,42.31179
"1834","Heard Street School Worcester MA","03480136",-71.842818,42.225535
"1835","Jacob Hiatt Magnet School Worcester MA","03480140",-71.795444,42.31179
"1836","Lake View School Worcester MA","03480145",-71.758928,42.274149
"1837","Lincoln Street School Worcester MA","03480160",-71.798703,42.272608
"1838","May Street School Worcester MA","03480175",-71.815919,42.255269
"1839","Midland Street School Worcester MA","03480185",-71.824947,42.270804
"1840","Nelson Place School Worcester MA","03480200",-71.818083,42.296222
"1841","Norrback Avenue School Worcester MA","03480202",-71.796996,42.327368
"1842","North High School Worcester MA","03480515",-71.804341,42.262048
"1843","Quinsigamond School Worcester MA","03480210",-71.805655,42.252082
"1844","Rice Square School Worcester MA","03480215",-71.780906,42.323724
"1845","Roosevelt School Worcester MA","03480220",-71.800272,42.268938
"1846","South High Community School Worcester MA","03480520",-71.804341,42.262048
"1847","Sullivan Middle School Worcester MA","03480423",-71.848125,42.241686
"1848","Tatnuck School Worcester MA","03480230",-71.852075,42.277442
"1849","Thorndyke Road School Worcester MA","03480235",-71.789558,42.30229
"1850","Union Hill School School Worcester MA","03480240",-71.800272,42.268938
"1851","University Pk Campus School School Worcester MA","03480285",-71.800272,42.268938
"1852","Vernon Hill School School Worcester MA","03480280",-71.796855,42.253494
"1853","Wawecus Road School School Worcester MA","03480026",-71.790557,42.291897
"1854","West Tatnuck School Worcester MA","03480260",-71.852075,42.277442
"1855","Woodland Academy School Worcester MA","03480030",-71.835193,42.227211
"1856","Worcester Arts Magnet School School Worcester MA","03480225",-71.798811,42.271399
"1857","Worcester East Middle School Worcester MA","03480420",-71.798811,42.271399
"1858","Worcester Technical High School Worcester MA","03480605",-71.798811,42.271399
"1859","Charles E Roderick School Wrentham MA","03500010",-71.34016,42.080369
"1860","Delaney School Wrentham MA","03500003",-71.260449,42.172497
