Municipal,County,State,Region,Year,Five_Year_Average,Median_Annual_Household_Income,Margin_Error_Median
Hatfield,Hampshire County,MA,Hatfield,2009-2013,2011,58839,8496
Hatfield,Hampshire County,MA,Hatfield,2011-2015,2013,65451,6621
Hatfield,Hampshire County,MA,Hatfield,2013-2017,2015,65087,4882
Hatfield,Hampshire County,MA,Hatfield,2008-2012,2010,53750,17930
Hatfield,Hampshire County,MA,Hatfield,2007-2011,2009,53485,13763
Hatfield,Hampshire County,MA,Hatfield,2010-2014,2012,60033,8405
Haverhill,Essex County,MA,Haverhill,2012-2016,2014,62751,2535
Haverhill,Essex County,MA,Haverhill,2013-2017,2015,65926,2726
Haverhill,Essex County,MA,Haverhill,2006-2010,2008,61956,2237
Haverhill,Essex County,MA,Haverhill,2014-2018,2016,67579,2706
Haverhill,Essex County,MA,Haverhill,2011-2015,2013,60888,2418
Haverhill,Essex County,MA,Haverhill,2007-2011,2009,60611,2253
Haverhill,Essex County,MA,Haverhill,2008-2012,2010,60271,2228
Haverhill,Essex County,MA,Haverhill,2009-2013,2011,60429,2411
Haverhill,Essex County,MA,Haverhill,2010-2014,2012,61208,1970
Hawley,Franklin County,MA,Hawley,2011-2015,2013,68750,17169
Hawley,Franklin County,MA,Hawley,2010-2014,2012,68000,18744
Hawley,Franklin County,MA,Hawley,2007-2011,2009,63750,10167
Hawley,Franklin County,MA,Hawley,2008-2012,2010,65833,13398
Hawley,Franklin County,MA,Hawley,2006-2010,2008,65313,15177
Hawley,Franklin County,MA,Hawley,2009-2013,2011,63750,13679
Hawley,Franklin County,MA,Hawley,2012-2016,2014,65417,16797
Hawley,Franklin County,MA,Hawley,2014-2018,2016,59107,15966
Hawley,Franklin County,MA,Hawley,2013-2017,2015,66250,19782
Heath,Franklin County,MA,Heath,2010-2014,2012,56458,8589
Heath,Franklin County,MA,Heath,2009-2013,2011,53750,16679
Heath,Franklin County,MA,Heath,2011-2015,2013,51625,5212
Heath,Franklin County,MA,Heath,2008-2012,2010,54286,23950
Heath,Franklin County,MA,Heath,2007-2011,2009,63333,27097
Heath,Franklin County,MA,Heath,2006-2010,2008,68875,10075
Heath,Franklin County,MA,Heath,2013-2017,2015,57386,8069
Heath,Franklin County,MA,Heath,2014-2018,2016,63393,11098
Heath,Franklin County,MA,Heath,2012-2016,2014,52875,5803
Hingham,Plymouth County,MA,Hingham,2008-2012,2010,101268,7678
Hingham,Plymouth County,MA,Hingham,2010-2014,2012,103350,8323
Hingham,Plymouth County,MA,Hingham,2013-2017,2015,125144,10876
Hingham,Plymouth County,MA,Hingham,2014-2018,2016,133596,10479
Hingham,Plymouth County,MA,Hingham,2012-2016,2014,118148,13567
Hingham,Plymouth County,MA,Hingham,2009-2013,2011,106854,7847
Hingham,Plymouth County,MA,Hingham,2006-2010,2008,98890,5797
Hingham,Plymouth County,MA,Hingham,2007-2011,2009,99318,8155
Hingham,Plymouth County,MA,Hingham,2011-2015,2013,116187,11901
Hinsdale,Berkshire County,MA,Hinsdale,2012-2016,2014,60511,6519
Hinsdale,Berkshire County,MA,Hinsdale,2010-2014,2012,63953,4954
Hinsdale,Berkshire County,MA,Hinsdale,2011-2015,2013,63555,6259
Hinsdale,Berkshire County,MA,Hinsdale,2014-2018,2016,65820,5353
Hinsdale,Berkshire County,MA,Hinsdale,2009-2013,2011,64766,3142
Hinsdale,Berkshire County,MA,Hinsdale,2007-2011,2009,62596,4792
Hinsdale,Berkshire County,MA,Hinsdale,2006-2010,2008,60766,6857
Hinsdale,Berkshire County,MA,Hinsdale,2008-2012,2010,63158,5036
Hinsdale,Berkshire County,MA,Hinsdale,2013-2017,2015,62250,5374
Holbrook,Norfolk County,MA,Holbrook,2006-2010,2008,62623,6284
Holbrook,Norfolk County,MA,Holbrook,2013-2017,2015,68023,7225
Holbrook,Norfolk County,MA,Holbrook,2008-2012,2010,62299,8706
Holbrook,Norfolk County,MA,Holbrook,2009-2013,2011,62897,7980
Holbrook,Norfolk County,MA,Holbrook,2007-2011,2009,63790,5936
Holbrook,Norfolk County,MA,Holbrook,2014-2018,2016,70364,7972
Holbrook,Norfolk County,MA,Holbrook,2010-2014,2012,63297,7166
Holbrook,Norfolk County,MA,Holbrook,2011-2015,2013,66370,3607
Holbrook,Norfolk County,MA,Holbrook,2012-2016,2014,67508,6237
Holden,Worcester County,MA,Holden,2010-2014,2012,97972,4429
Holden,Worcester County,MA,Holden,2006-2010,2008,88405,6216
Holden,Worcester County,MA,Holden,2012-2016,2014,100599,3607
Holden,Worcester County,MA,Holden,2009-2013,2011,95244,4654
Holden,Worcester County,MA,Holden,2007-2011,2009,89660,4535
Holden,Worcester County,MA,Holden,2014-2018,2016,105000,5716
Holden,Worcester County,MA,Holden,2013-2017,2015,101827,5736
Holden,Worcester County,MA,Holden,2008-2012,2010,93860,5744
Holden,Worcester County,MA,Holden,2011-2015,2013,98630,3727
Holland,Hampden County,MA,Holland,2014-2018,2016,81680,5256
Holland,Hampden County,MA,Holland,2012-2016,2014,75658,6557
Holland,Hampden County,MA,Holland,2010-2014,2012,64868,11740
Holland,Hampden County,MA,Holland,2011-2015,2013,75000,10506
Holland,Hampden County,MA,Holland,2013-2017,2015,78348,6164
Holland,Hampden County,MA,Holland,2009-2013,2011,67684,15621
Holland,Hampden County,MA,Holland,2006-2010,2008,67596,9901
Holland,Hampden County,MA,Holland,2008-2012,2010,69097,10817
Holland,Hampden County,MA,Holland,2007-2011,2009,69565,9100
Holliston,Middlesex County,MA,Holliston,2010-2014,2012,108350,4871
Holliston,Middlesex County,MA,Holliston,2014-2018,2016,125625,13680
Holliston,Middlesex County,MA,Holliston,2011-2015,2013,108869,3655
Holliston,Middlesex County,MA,Holliston,2013-2017,2015,118933,8218
Holliston,Middlesex County,MA,Holliston,2006-2010,2008,103600,8913
Holliston,Middlesex County,MA,Holliston,2008-2012,2010,107192,7298
Holliston,Middlesex County,MA,Holliston,2012-2016,2014,110295,5398
Holliston,Middlesex County,MA,Holliston,2009-2013,2011,110323,5824
Holliston,Middlesex County,MA,Holliston,2007-2011,2009,107374,7583
Holyoke,Hampden County,MA,Holyoke,2014-2018,2016,40656,2831
Holyoke,Hampden County,MA,Holyoke,2011-2015,2013,36608,2486
Holyoke,Hampden County,MA,Holyoke,2010-2014,2012,35550,2700
Holyoke,Hampden County,MA,Holyoke,2013-2017,2015,37954,3616
Holyoke,Hampden County,MA,Holyoke,2009-2013,2011,31628,2074
Holyoke,Hampden County,MA,Holyoke,2012-2016,2014,38829,2888
Holyoke,Hampden County,MA,Holyoke,2006-2010,2008,31948,3594
Holyoke,Hampden County,MA,Holyoke,2007-2011,2009,33915,3024
Holyoke,Hampden County,MA,Holyoke,2008-2012,2010,34961,2621
Hopedale,Worcester County,MA,Hopedale,2006-2010,2008,97227,8863
Hopedale,Worcester County,MA,Hopedale,2013-2017,2015,101761,6983
Hopedale,Worcester County,MA,Hopedale,2009-2013,2011,89408,14986
Hopedale,Worcester County,MA,Hopedale,2011-2015,2013,95268,17418
Hopedale,Worcester County,MA,Hopedale,2010-2014,2012,99886,15378
Hopedale,Worcester County,MA,Hopedale,2007-2011,2009,98220,9710
Hopedale,Worcester County,MA,Hopedale,2014-2018,2016,107550,4379
Hopedale,Worcester County,MA,Hopedale,2008-2012,2010,98902,7943
Hopedale,Worcester County,MA,Hopedale,2012-2016,2014,99792,16478
Hopkinton,Middlesex County,MA,Hopkinton,2011-2015,2013,138551,8418
Hopkinton,Middlesex County,MA,Hopkinton,2010-2014,2012,128267,10288
Hopkinton,Middlesex County,MA,Hopkinton,2008-2012,2010,127821,7792
Hopkinton,Middlesex County,MA,Hopkinton,2013-2017,2015,151357,15525
Hopkinton,Middlesex County,MA,Hopkinton,2014-2018,2016,166156,12590
Hopkinton,Middlesex County,MA,Hopkinton,2009-2013,2011,129578,6714
Hopkinton,Middlesex County,MA,Hopkinton,2012-2016,2014,143190,8920
Hopkinton,Middlesex County,MA,Hopkinton,2007-2011,2009,126350,7554
Hopkinton,Middlesex County,MA,Hopkinton,2006-2010,2008,120240,12200
Hubbardston,Worcester County,MA,Hubbardston,2013-2017,2015,93387,10593
Hubbardston,Worcester County,MA,Hubbardston,2010-2014,2012,83438,13867
Hubbardston,Worcester County,MA,Hubbardston,2011-2015,2013,81757,8834
Hubbardston,Worcester County,MA,Hubbardston,2006-2010,2008,82443,10333
Hubbardston,Worcester County,MA,Hubbardston,2012-2016,2014,84803,7281
Hubbardston,Worcester County,MA,Hubbardston,2009-2013,2011,86979,13257
Hubbardston,Worcester County,MA,Hubbardston,2008-2012,2010,77694,6675
Hubbardston,Worcester County,MA,Hubbardston,2014-2018,2016,95530,10783
Hubbardston,Worcester County,MA,Hubbardston,2007-2011,2009,83333,14679
Hudson,Middlesex County,MA,Hudson,2010-2014,2012,74082,4900
Hudson,Middlesex County,MA,Hudson,2012-2016,2014,80574,6345
Hudson,Middlesex County,MA,Hudson,2009-2013,2011,71971,4661
Hudson,Middlesex County,MA,Hudson,2013-2017,2015,83765,7053
Hudson,Middlesex County,MA,Hudson,2008-2012,2010,70192,4050
Hudson,Middlesex County,MA,Hudson,2007-2011,2009,76714,6891
Hudson,Middlesex County,MA,Hudson,2014-2018,2016,87806,6449
Hudson,Middlesex County,MA,Hudson,2011-2015,2013,75985,5171
Hudson,Middlesex County,MA,Hudson,2006-2010,2008,74983,6055
Hull,Plymouth County,MA,Hull,2006-2010,2008,72166,7274
Hull,Plymouth County,MA,Hull,2011-2015,2013,74391,6550
Hull,Plymouth County,MA,Hull,2012-2016,2014,78114,7514
Hull,Plymouth County,MA,Hull,2014-2018,2016,85573,7603
Hull,Plymouth County,MA,Hull,2008-2012,2010,73396,7161
Hull,Plymouth County,MA,Hull,2013-2017,2015,80584,5928
Hull,Plymouth County,MA,Hull,2010-2014,2012,77440,6951
Hull,Plymouth County,MA,Hull,2007-2011,2009,72036,7340
Hull,Plymouth County,MA,Hull,2009-2013,2011,75551,6164
Huntington,Hampshire County,MA,Huntington,2013-2017,2015,66713,10190
Huntington,Hampshire County,MA,Huntington,2006-2010,2008,61912,16482
Huntington,Hampshire County,MA,Huntington,2009-2013,2011,55526,12842
Huntington,Hampshire County,MA,Huntington,2012-2016,2014,68958,13504
Huntington,Hampshire County,MA,Huntington,2011-2015,2013,62976,7476
Huntington,Hampshire County,MA,Huntington,2010-2014,2012,52275,12272
Huntington,Hampshire County,MA,Huntington,2008-2012,2010,62500,15584
Huntington,Hampshire County,MA,Huntington,2007-2011,2009,55917,16782
Huntington,Hampshire County,MA,Huntington,2014-2018,2016,59881,10257
Ipswich,Essex County,MA,Ipswich,2011-2015,2013,76458,7232
Ipswich,Essex County,MA,Ipswich,2012-2016,2014,77788,6831
Ipswich,Essex County,MA,Ipswich,2006-2010,2008,80816,8665
Ipswich,Essex County,MA,Ipswich,2014-2018,2016,90557,7259
Ipswich,Essex County,MA,Ipswich,2010-2014,2012,77901,5769
Ipswich,Essex County,MA,Ipswich,2007-2011,2009,84609,6305
Ipswich,Essex County,MA,Ipswich,2009-2013,2011,77087,9519
Ipswich,Essex County,MA,Ipswich,2013-2017,2015,80829,7831
Ipswich,Essex County,MA,Ipswich,2008-2012,2010,82847,8415
Kingston,Plymouth County,MA,Kingston,2006-2010,2008,77656,6286
Kingston,Plymouth County,MA,Kingston,2014-2018,2016,106654,16270
Kingston,Plymouth County,MA,Kingston,2007-2011,2009,77288,8366
Kingston,Plymouth County,MA,Kingston,2010-2014,2012,86339,6312
Kingston,Plymouth County,MA,Kingston,2009-2013,2011,82661,10229
Kingston,Plymouth County,MA,Kingston,2011-2015,2013,85384,8864
Kingston,Plymouth County,MA,Kingston,2008-2012,2010,80172,13401
Kingston,Plymouth County,MA,Kingston,2012-2016,2014,88694,11510
Kingston,Plymouth County,MA,Kingston,2013-2017,2015,89796,9027
Lakeville,Plymouth County,MA,Lakeville,2007-2011,2009,93260,5883
Lakeville,Plymouth County,MA,Lakeville,2011-2015,2013,90876,6363
Lakeville,Plymouth County,MA,Lakeville,2014-2018,2016,106775,9171
Lakeville,Plymouth County,MA,Lakeville,2006-2010,2008,92033,5876
Lakeville,Plymouth County,MA,Lakeville,2010-2014,2012,82418,9615
Lakeville,Plymouth County,MA,Lakeville,2013-2017,2015,98015,7025
Lakeville,Plymouth County,MA,Lakeville,2008-2012,2010,91782,7464
Lakeville,Plymouth County,MA,Lakeville,2012-2016,2014,93691,4922
Lakeville,Plymouth County,MA,Lakeville,2009-2013,2011,87900,6491
Lancaster,Worcester County,MA,Lancaster,2013-2017,2015,104331,5333
Lancaster,Worcester County,MA,Lancaster,2009-2013,2011,77575,9723
Lancaster,Worcester County,MA,Lancaster,2007-2011,2009,87962,6651
Lancaster,Worcester County,MA,Lancaster,2008-2012,2010,77321,10391
Lancaster,Worcester County,MA,Lancaster,2012-2016,2014,93750,17838
Lancaster,Worcester County,MA,Lancaster,2010-2014,2012,81833,20582
Lancaster,Worcester County,MA,Lancaster,2006-2010,2008,80938,8790
Lancaster,Worcester County,MA,Lancaster,2011-2015,2013,96813,16557
Lancaster,Worcester County,MA,Lancaster,2014-2018,2016,103071,15990
Lanesborough,Berkshire County,MA,Lanesborough,2007-2011,2009,66071,6805
Lanesborough,Berkshire County,MA,Lanesborough,2012-2016,2014,74519,7600
Lanesborough,Berkshire County,MA,Lanesborough,2011-2015,2013,68036,7187
Lanesborough,Berkshire County,MA,Lanesborough,2008-2012,2010,65509,5658
Lanesborough,Berkshire County,MA,Lanesborough,2014-2018,2016,76818,9937
Lanesborough,Berkshire County,MA,Lanesborough,2013-2017,2015,76016,8291
Lanesborough,Berkshire County,MA,Lanesborough,2006-2010,2008,66458,12184
Lanesborough,Berkshire County,MA,Lanesborough,2010-2014,2012,72708,11457
Lanesborough,Berkshire County,MA,Lanesborough,2009-2013,2011,69651,10134
Lawrence,Essex County,MA,Lawrence,2012-2016,2014,36754,2416
Lawrence,Essex County,MA,Lawrence,2011-2015,2013,34852,2136
Lawrence,Essex County,MA,Lawrence,2006-2010,2008,31631,1943
Lawrence,Essex County,MA,Lawrence,2008-2012,2010,31931,1080
Lawrence,Essex County,MA,Lawrence,2014-2018,2016,41583,2378
Lawrence,Essex County,MA,Lawrence,2010-2014,2012,34496,1481
Lawrence,Essex County,MA,Lawrence,2013-2017,2015,39627,1674
Lawrence,Essex County,MA,Lawrence,2007-2011,2009,31478,1281
Lawrence,Essex County,MA,Lawrence,2009-2013,2011,32851,1835
Lee,Berkshire County,MA,Lee,2013-2017,2015,66599,12133
Lee,Berkshire County,MA,Lee,2008-2012,2010,53467,8231
Lee,Berkshire County,MA,Lee,2009-2013,2011,57683,10490
Lee,Berkshire County,MA,Lee,2006-2010,2008,50599,5487
Lee,Berkshire County,MA,Lee,2012-2016,2014,61507,8372
Lee,Berkshire County,MA,Lee,2014-2018,2016,71369,14237
Lee,Berkshire County,MA,Lee,2007-2011,2009,51835,8662
Lee,Berkshire County,MA,Lee,2011-2015,2013,58790,8049
Lee,Berkshire County,MA,Lee,2010-2014,2012,59019,9594
Leicester,Worcester County,MA,Leicester,2013-2017,2015,76738,14924
Leicester,Worcester County,MA,Leicester,2011-2015,2013,69099,8177
Leicester,Worcester County,MA,Leicester,2012-2016,2014,72637,11214
Leicester,Worcester County,MA,Leicester,2009-2013,2011,71062,4264
Leicester,Worcester County,MA,Leicester,2014-2018,2016,82229,10571
Leicester,Worcester County,MA,Leicester,2010-2014,2012,68790,7537
Leicester,Worcester County,MA,Leicester,2006-2010,2008,70362,2811
Leicester,Worcester County,MA,Leicester,2008-2012,2010,72000,3563
Leicester,Worcester County,MA,Leicester,2007-2011,2009,72471,3435
Lenox,Berkshire County,MA,Lenox,2013-2017,2015,68492,10058
Lenox,Berkshire County,MA,Lenox,2006-2010,2008,60604,7836
Lenox,Berkshire County,MA,Lenox,2014-2018,2016,72411,13529
Lenox,Berkshire County,MA,Lenox,2012-2016,2014,55777,8372
Lenox,Berkshire County,MA,Lenox,2011-2015,2013,49634,5105
Lenox,Berkshire County,MA,Lenox,2010-2014,2012,51201,11749
Lenox,Berkshire County,MA,Lenox,2007-2011,2009,54622,5368
Lenox,Berkshire County,MA,Lenox,2008-2012,2010,51266,6665
Lenox,Berkshire County,MA,Lenox,2009-2013,2011,51089,7485
Leominster,Worcester County,MA,Leominster,2012-2016,2014,56510,4143
Leominster,Worcester County,MA,Leominster,2006-2010,2008,55695,2949
Leominster,Worcester County,MA,Leominster,2007-2011,2009,58585,3765
Leominster,Worcester County,MA,Leominster,2013-2017,2015,57610,3408
Leominster,Worcester County,MA,Leominster,2014-2018,2016,58205,3442
Leominster,Worcester County,MA,Leominster,2011-2015,2013,58955,3381
Leominster,Worcester County,MA,Leominster,2009-2013,2011,58846,1953
Leominster,Worcester County,MA,Leominster,2008-2012,2010,59604,2396
Leominster,Worcester County,MA,Leominster,2010-2014,2012,59263,2748
Leverett,Franklin County,MA,Leverett,2010-2014,2012,78125,9534
Leverett,Franklin County,MA,Leverett,2009-2013,2011,73000,5395
Leverett,Franklin County,MA,Leverett,2013-2017,2015,87174,9243
Leverett,Franklin County,MA,Leverett,2007-2011,2009,74500,7320
Leverett,Franklin County,MA,Leverett,2008-2012,2010,76875,8834
Leverett,Franklin County,MA,Leverett,2011-2015,2013,83333,9110
Leverett,Franklin County,MA,Leverett,2006-2010,2008,69702,7735
Leverett,Franklin County,MA,Leverett,2014-2018,2016,91500,8386
Leverett,Franklin County,MA,Leverett,2012-2016,2014,86771,8268
Lexington,Middlesex County,MA,Lexington,2010-2014,2012,137456,7545
Lexington,Middlesex County,MA,Lexington,2006-2010,2008,130637,7653
Lexington,Middlesex County,MA,Lexington,2007-2011,2009,136610,8352
Lexington,Middlesex County,MA,Lexington,2009-2013,2011,139561,10340
Lexington,Middlesex County,MA,Lexington,2008-2012,2010,138095,8102
Lexington,Middlesex County,MA,Lexington,2011-2015,2013,149306,6869
Lexington,Middlesex County,MA,Lexington,2014-2018,2016,172750,10208
Lexington,Middlesex County,MA,Lexington,2012-2016,2014,152872,8841
Lexington,Middlesex County,MA,Lexington,2013-2017,2015,162083,8040
Leyden,Franklin County,MA,Leyden,2010-2014,2012,74375,7526
Leyden,Franklin County,MA,Leyden,2008-2012,2010,64583,14823
Leyden,Franklin County,MA,Leyden,2013-2017,2015,76771,6487
Leyden,Franklin County,MA,Leyden,2007-2011,2009,72500,12643
Leyden,Franklin County,MA,Leyden,2014-2018,2016,78594,4260
Leyden,Franklin County,MA,Leyden,2011-2015,2013,76250,6945
Leyden,Franklin County,MA,Leyden,2006-2010,2008,74531,9663
Leyden,Franklin County,MA,Leyden,2009-2013,2011,75156,10755
Leyden,Franklin County,MA,Leyden,2012-2016,2014,73942,8231
Lincoln,Middlesex County,MA,Lincoln,2010-2014,2012,127763,10018
Lincoln,Middlesex County,MA,Lincoln,2009-2013,2011,126395,8476
Lincoln,Middlesex County,MA,Lincoln,2008-2012,2010,119205,13291
Lincoln,Middlesex County,MA,Lincoln,2007-2011,2009,130523,16758
Lincoln,Middlesex County,MA,Lincoln,2014-2018,2016,122778,14404
Lincoln,Middlesex County,MA,Lincoln,2012-2016,2014,130870,13693
Lincoln,Middlesex County,MA,Lincoln,2006-2010,2008,121104,10395
Lincoln,Middlesex County,MA,Lincoln,2013-2017,2015,134211,17081
Lincoln,Middlesex County,MA,Lincoln,2011-2015,2013,128934,11928
Littleton,Middlesex County,MA,Littleton,2013-2017,2015,119177,4518
Littleton,Middlesex County,MA,Littleton,2009-2013,2011,105455,8489
Littleton,Middlesex County,MA,Littleton,2008-2012,2010,107518,9581
Littleton,Middlesex County,MA,Littleton,2007-2011,2009,103438,6662
Littleton,Middlesex County,MA,Littleton,2010-2014,2012,111652,8130
Littleton,Middlesex County,MA,Littleton,2014-2018,2016,120638,9237
Littleton,Middlesex County,MA,Littleton,2006-2010,2008,103616,5063
Littleton,Middlesex County,MA,Littleton,2011-2015,2013,111680,8959
Littleton,Middlesex County,MA,Littleton,2012-2016,2014,108704,10643
Longmeadow,Hampden County,MA,Longmeadow,2014-2018,2016,114271,8648
Longmeadow,Hampden County,MA,Longmeadow,2010-2014,2012,108835,9198
Longmeadow,Hampden County,MA,Longmeadow,2011-2015,2013,111081,6195
Longmeadow,Hampden County,MA,Longmeadow,2008-2012,2010,99089,10916
Longmeadow,Hampden County,MA,Longmeadow,2012-2016,2014,107976,8707
Longmeadow,Hampden County,MA,Longmeadow,2009-2013,2011,106173,7900
Longmeadow,Hampden County,MA,Longmeadow,2007-2011,2009,100092,8492
Longmeadow,Hampden County,MA,Longmeadow,2006-2010,2008,92862,7720
Longmeadow,Hampden County,MA,Longmeadow,2013-2017,2015,112831,9064
Lowell,Middlesex County,MA,Lowell,2007-2011,2009,51471,1536
Lowell,Middlesex County,MA,Lowell,2006-2010,2008,50192,1996
Lowell,Middlesex County,MA,Lowell,2008-2012,2010,51714,1319
Lowell,Middlesex County,MA,Lowell,2014-2018,2016,51987,2059
Lowell,Middlesex County,MA,Lowell,2012-2016,2014,46972,1988
Lowell,Middlesex County,MA,Lowell,2009-2013,2011,49452,2548
Lowell,Middlesex County,MA,Lowell,2011-2015,2013,48002,1866
Lowell,Middlesex County,MA,Lowell,2013-2017,2015,48581,2861
Lowell,Middlesex County,MA,Lowell,2010-2014,2012,49164,1810
Ludlow,Hampden County,MA,Ludlow,2008-2012,2010,60774,3821
Ludlow,Hampden County,MA,Ludlow,2007-2011,2009,60694,4090
Ludlow,Hampden County,MA,Ludlow,2011-2015,2013,63548,4289
Ludlow,Hampden County,MA,Ludlow,2006-2010,2008,61008,3623
Ludlow,Hampden County,MA,Ludlow,2010-2014,2012,61410,4384
Ludlow,Hampden County,MA,Ludlow,2009-2013,2011,61073,4063
Ludlow,Hampden County,MA,Ludlow,2014-2018,2016,72040,5869
Ludlow,Hampden County,MA,Ludlow,2012-2016,2014,64537,5694
Ludlow,Hampden County,MA,Ludlow,2013-2017,2015,67715,5145
