Municipal,County,State,Region,Year,Five_Year_Average,Median_Annual_Household_Income,Margin_Error_Median
Duxbury,Plymouth County,MA,Duxbury,2009-2013,2011,118272,5811
Duxbury,Plymouth County,MA,Duxbury,2007-2011,2009,122396,11209
Duxbury,Plymouth County,MA,Duxbury,2011-2015,2013,120267,4982
Duxbury,Plymouth County,MA,Duxbury,2008-2012,2010,117197,7302
Duxbury,Plymouth County,MA,Duxbury,2010-2014,2012,120253,5485
Duxbury,Plymouth County,MA,Duxbury,2014-2018,2016,128333,11634
Duxbury,Plymouth County,MA,Duxbury,2006-2010,2008,114565,7994
East Bridgewater,Plymouth County,MA,East Bridgewater,2011-2015,2013,84118,9091
East Bridgewater,Plymouth County,MA,East Bridgewater,2010-2014,2012,88534,7346
East Bridgewater,Plymouth County,MA,East Bridgewater,2012-2016,2014,82823,8312
East Bridgewater,Plymouth County,MA,East Bridgewater,2009-2013,2011,85912,5752
East Bridgewater,Plymouth County,MA,East Bridgewater,2014-2018,2016,86922,7851
East Bridgewater,Plymouth County,MA,East Bridgewater,2008-2012,2010,80169,7471
East Bridgewater,Plymouth County,MA,East Bridgewater,2007-2011,2009,79676,4004
East Bridgewater,Plymouth County,MA,East Bridgewater,2006-2010,2008,78492,6107
East Bridgewater,Plymouth County,MA,East Bridgewater,2013-2017,2015,86568,6736
East Brookfield,Worcester County,MA,East Brookfield,2013-2017,2015,80234,9317
East Brookfield,Worcester County,MA,East Brookfield,2012-2016,2014,80714,11236
East Brookfield,Worcester County,MA,East Brookfield,2009-2013,2011,66042,12716
East Brookfield,Worcester County,MA,East Brookfield,2011-2015,2013,72375,8264
East Brookfield,Worcester County,MA,East Brookfield,2014-2018,2016,84444,6391
East Brookfield,Worcester County,MA,East Brookfield,2006-2010,2008,71964,22129
East Brookfield,Worcester County,MA,East Brookfield,2010-2014,2012,71020,8961
East Brookfield,Worcester County,MA,East Brookfield,2007-2011,2009,62350,13589
East Brookfield,Worcester County,MA,East Brookfield,2008-2012,2010,62202,14025
East Longmeadow,Hampden County,MA,East Longmeadow,2012-2016,2014,83003,5394
East Longmeadow,Hampden County,MA,East Longmeadow,2008-2012,2010,82451,6000
East Longmeadow,Hampden County,MA,East Longmeadow,2011-2015,2013,81655,5229
East Longmeadow,Hampden County,MA,East Longmeadow,2010-2014,2012,84173,7593
East Longmeadow,Hampden County,MA,East Longmeadow,2013-2017,2015,85221,3581
East Longmeadow,Hampden County,MA,East Longmeadow,2007-2011,2009,76517,5854
East Longmeadow,Hampden County,MA,East Longmeadow,2006-2010,2008,77956,6201
East Longmeadow,Hampden County,MA,East Longmeadow,2009-2013,2011,80469,7801
East Longmeadow,Hampden County,MA,East Longmeadow,2014-2018,2016,88442,2952
Eastham,Barnstable County,MA,Eastham,2007-2011,2009,56029,17629
Eastham,Barnstable County,MA,Eastham,2011-2015,2013,60760,6523
Eastham,Barnstable County,MA,Eastham,2010-2014,2012,62452,7701
Eastham,Barnstable County,MA,Eastham,2008-2012,2010,57703,14245
Eastham,Barnstable County,MA,Eastham,2012-2016,2014,57989,8076
Eastham,Barnstable County,MA,Eastham,2014-2018,2016,68161,7180
Eastham,Barnstable County,MA,Eastham,2009-2013,2011,58356,12726
Eastham,Barnstable County,MA,Eastham,2013-2017,2015,62143,5453
Eastham,Barnstable County,MA,Eastham,2006-2010,2008,58750,18582
Easthampton,Hampshire County,MA,Easthampton,2011-2015,2013,56527,3147
Easthampton,Hampshire County,MA,Easthampton,2012-2016,2014,58552,5833
Easthampton,Hampshire County,MA,Easthampton,2007-2011,2009,53185,6182
Easthampton,Hampshire County,MA,Easthampton,2008-2012,2010,55621,3697
Easthampton,Hampshire County,MA,Easthampton,2009-2013,2011,57617,4715
Easthampton,Hampshire County,MA,Easthampton,2013-2017,2015,61004,6167
Easthampton,Hampshire County,MA,Easthampton,2006-2010,2008,54657,5195
Easthampton,Hampshire County,MA,Easthampton,2010-2014,2012,56927,4114
Easthampton,Hampshire County,MA,Easthampton,2014-2018,2016,59604,4697
Easton,Bristol County,MA,Easton,2008-2012,2010,95523,9666
Easton,Bristol County,MA,Easton,2009-2013,2011,93922,7615
Easton,Bristol County,MA,Easton,2013-2017,2015,105380,5423
Easton,Bristol County,MA,Easton,2007-2011,2009,89714,7259
Easton,Bristol County,MA,Easton,2012-2016,2014,100028,6208
Easton,Bristol County,MA,Easton,2010-2014,2012,95372,9993
Easton,Bristol County,MA,Easton,2014-2018,2016,109719,6446
Easton,Bristol County,MA,Easton,2006-2010,2008,86050,7711
Easton,Bristol County,MA,Easton,2011-2015,2013,96059,6329
Edgartown,Dukes County,MA,Edgartown,2007-2011,2009,74214,13548
Edgartown,Dukes County,MA,Edgartown,2008-2012,2010,63378,13280
Edgartown,Dukes County,MA,Edgartown,2014-2018,2016,64810,17563
Edgartown,Dukes County,MA,Edgartown,2013-2017,2015,75404,21626
Edgartown,Dukes County,MA,Edgartown,2006-2010,2008,67625,18878
Edgartown,Dukes County,MA,Edgartown,2011-2015,2013,60714,12223
Edgartown,Dukes County,MA,Edgartown,2012-2016,2014,70556,12833
Edgartown,Dukes County,MA,Edgartown,2009-2013,2011,66711,13001
Edgartown,Dukes County,MA,Edgartown,2010-2014,2012,56911,11532
Egremont,Berkshire County,MA,Egremont,2012-2016,2014,66081,4805
Egremont,Berkshire County,MA,Egremont,2011-2015,2013,64044,8961
Egremont,Berkshire County,MA,Egremont,2009-2013,2011,55388,5006
Egremont,Berkshire County,MA,Egremont,2013-2017,2015,61927,12387
Egremont,Berkshire County,MA,Egremont,2010-2014,2012,54556,5766
Egremont,Berkshire County,MA,Egremont,2008-2012,2010,53015,7762
Egremont,Berkshire County,MA,Egremont,2007-2011,2009,50848,7847
Egremont,Berkshire County,MA,Egremont,2014-2018,2016,68125,7376
Egremont,Berkshire County,MA,Egremont,2006-2010,2008,51856,3511
Erving,Franklin County,MA,Erving,2011-2015,2013,60769,9414
Erving,Franklin County,MA,Erving,2014-2018,2016,62750,14731
Erving,Franklin County,MA,Erving,2010-2014,2012,61083,8096
Erving,Franklin County,MA,Erving,2013-2017,2015,70870,8641
Erving,Franklin County,MA,Erving,2012-2016,2014,62171,12416
Erving,Franklin County,MA,Erving,2006-2010,2008,51458,4919
Erving,Franklin County,MA,Erving,2009-2013,2011,54735,9924
Erving,Franklin County,MA,Erving,2007-2011,2009,53661,6387
Erving,Franklin County,MA,Erving,2008-2012,2010,52875,8241
Essex,Essex County,MA,Essex,2008-2012,2010,82009,14442
Essex,Essex County,MA,Essex,2007-2011,2009,79492,17642
Essex,Essex County,MA,Essex,2010-2014,2012,89185,12494
Essex,Essex County,MA,Essex,2009-2013,2011,74211,19177
Essex,Essex County,MA,Essex,2012-2016,2014,103750,14701
Essex,Essex County,MA,Essex,2006-2010,2008,76989,10722
Essex,Essex County,MA,Essex,2014-2018,2016,113469,11215
Essex,Essex County,MA,Essex,2011-2015,2013,92396,16098
Essex,Essex County,MA,Essex,2013-2017,2015,109327,14276
Everett,Middlesex County,MA,Everett,2012-2016,2014,52457,3167
Everett,Middlesex County,MA,Everett,2011-2015,2013,50762,2629
Everett,Middlesex County,MA,Everett,2008-2012,2010,49702,3111
Everett,Middlesex County,MA,Everett,2014-2018,2016,60482,4984
Everett,Middlesex County,MA,Everett,2007-2011,2009,48319,4217
Everett,Middlesex County,MA,Everett,2013-2017,2015,57254,3644
Everett,Middlesex County,MA,Everett,2006-2010,2008,49737,3697
Everett,Middlesex County,MA,Everett,2010-2014,2012,51056,3707
Everett,Middlesex County,MA,Everett,2009-2013,2011,49368,3116
Fairhaven,Bristol County,MA,Fairhaven,2008-2012,2010,59933,4297
Fairhaven,Bristol County,MA,Fairhaven,2007-2011,2009,60179,7876
Fairhaven,Bristol County,MA,Fairhaven,2006-2010,2008,54144,5281
Fairhaven,Bristol County,MA,Fairhaven,2013-2017,2015,62090,3405
Fairhaven,Bristol County,MA,Fairhaven,2009-2013,2011,60326,3673
Fairhaven,Bristol County,MA,Fairhaven,2011-2015,2013,61274,2912
Fairhaven,Bristol County,MA,Fairhaven,2014-2018,2016,65763,4598
Fairhaven,Bristol County,MA,Fairhaven,2010-2014,2012,60445,3305
Fairhaven,Bristol County,MA,Fairhaven,2012-2016,2014,60407,3196
Fall River,Bristol County,MA,Fall River,2008-2012,2010,34437,1635
Fall River,Bristol County,MA,Fall River,2010-2014,2012,33763,1433
Fall River,Bristol County,MA,Fall River,2013-2017,2015,39328,1951
Fall River,Bristol County,MA,Fall River,2007-2011,2009,34789,1647
Fall River,Bristol County,MA,Fall River,2012-2016,2014,36798,1307
Fall River,Bristol County,MA,Fall River,2006-2010,2008,34236,1564
Fall River,Bristol County,MA,Fall River,2014-2018,2016,41585,2143
Fall River,Bristol County,MA,Fall River,2009-2013,2011,33211,1330
Fall River,Bristol County,MA,Fall River,2011-2015,2013,35213,1365
Falmouth,Barnstable County,MA,Falmouth,2008-2012,2010,61173,4284
Falmouth,Barnstable County,MA,Falmouth,2013-2017,2015,70918,5531
Falmouth,Barnstable County,MA,Falmouth,2011-2015,2013,66670,4648
Falmouth,Barnstable County,MA,Falmouth,2009-2013,2011,61685,2467
Falmouth,Barnstable County,MA,Falmouth,2007-2011,2009,61244,4007
Falmouth,Barnstable County,MA,Falmouth,2014-2018,2016,73201,4434
Falmouth,Barnstable County,MA,Falmouth,2010-2014,2012,64070,3897
Falmouth,Barnstable County,MA,Falmouth,2012-2016,2014,68444,4546
Falmouth,Barnstable County,MA,Falmouth,2006-2010,2008,62392,3499
Fitchburg,Worcester County,MA,Fitchburg,2011-2015,2013,48724,3864
Fitchburg,Worcester County,MA,Fitchburg,2014-2018,2016,55277,4398
Fitchburg,Worcester County,MA,Fitchburg,2009-2013,2011,45363,3360
Fitchburg,Worcester County,MA,Fitchburg,2012-2016,2014,50617,3746
Fitchburg,Worcester County,MA,Fitchburg,2010-2014,2012,46628,3236
Fitchburg,Worcester County,MA,Fitchburg,2013-2017,2015,51412,3541
Fitchburg,Worcester County,MA,Fitchburg,2007-2011,2009,48064,3056
Fitchburg,Worcester County,MA,Fitchburg,2006-2010,2008,47019,2796
Fitchburg,Worcester County,MA,Fitchburg,2008-2012,2010,47442,2889
Florida,Berkshire County,MA,Florida,2014-2018,2016,65417,17372
Florida,Berkshire County,MA,Florida,2011-2015,2013,53438,10783
Florida,Berkshire County,MA,Florida,2009-2013,2011,54375,13698
Florida,Berkshire County,MA,Florida,2012-2016,2014,61000,9380
Florida,Berkshire County,MA,Florida,2013-2017,2015,58125,11802
Florida,Berkshire County,MA,Florida,2008-2012,2010,49191,12224
Florida,Berkshire County,MA,Florida,2007-2011,2009,46458,10555
Florida,Berkshire County,MA,Florida,2010-2014,2012,52313,12267
Florida,Berkshire County,MA,Florida,2006-2010,2008,53333,16194
Foxborough,Norfolk County,MA,Foxborough,2010-2014,2012,94538,6434
Foxborough,Norfolk County,MA,Foxborough,2009-2013,2011,91601,11926
Foxborough,Norfolk County,MA,Foxborough,2012-2016,2014,95665,4635
Foxborough,Norfolk County,MA,Foxborough,2011-2015,2013,88766,7821
Foxborough,Norfolk County,MA,Foxborough,2014-2018,2016,98374,6328
Foxborough,Norfolk County,MA,Foxborough,2013-2017,2015,98199,5945
Foxborough,Norfolk County,MA,Foxborough,2006-2010,2008,93397,5496
Foxborough,Norfolk County,MA,Foxborough,2008-2012,2010,90914,9866
Foxborough,Norfolk County,MA,Foxborough,2007-2011,2009,92370,6973
Framingham,Middlesex County,MA,Framingham,2007-2011,2009,66047,3120
Framingham,Middlesex County,MA,Framingham,2008-2012,2010,68906,3469
Framingham,Middlesex County,MA,Framingham,2014-2018,2016,79136,4970
Framingham,Middlesex County,MA,Framingham,2011-2015,2013,68219,4368
Framingham,Middlesex County,MA,Framingham,2012-2016,2014,70706,2788
Framingham,Middlesex County,MA,Framingham,2013-2017,2015,73182,3165
Framingham,Middlesex County,MA,Framingham,2006-2010,2008,64061,2526
Framingham,Middlesex County,MA,Framingham,2010-2014,2012,68881,5171
Framingham,Middlesex County,MA,Framingham,2009-2013,2011,67915,3894
Franklin,Norfolk County,MA,Franklin,2006-2010,2008,89330,6169
Franklin,Norfolk County,MA,Franklin,2007-2011,2009,92066,4838
Franklin,Norfolk County,MA,Franklin,2008-2012,2010,97267,6585
Franklin,Norfolk County,MA,Franklin,2010-2014,2012,101980,6900
Franklin,Norfolk County,MA,Franklin,2013-2017,2015,111935,6527
Franklin,Norfolk County,MA,Franklin,2012-2016,2014,108815,6951
Franklin,Norfolk County,MA,Franklin,2009-2013,2011,99194,5791
Franklin,Norfolk County,MA,Franklin,2011-2015,2013,108272,6881
Franklin,Norfolk County,MA,Franklin,2014-2018,2016,115355,6428
Freetown,Bristol County,MA,Freetown,2013-2017,2015,85040,9055
Freetown,Bristol County,MA,Freetown,2012-2016,2014,91618,8269
Freetown,Bristol County,MA,Freetown,2014-2018,2016,86469,10055
Freetown,Bristol County,MA,Freetown,2007-2011,2009,82208,10335
Freetown,Bristol County,MA,Freetown,2009-2013,2011,85393,7884
Freetown,Bristol County,MA,Freetown,2011-2015,2013,87921,8855
Freetown,Bristol County,MA,Freetown,2006-2010,2008,82308,11734
Freetown,Bristol County,MA,Freetown,2008-2012,2010,88036,9168
Freetown,Bristol County,MA,Freetown,2010-2014,2012,87830,9005
Gardner,Worcester County,MA,Gardner,2012-2016,2014,46410,2348
Gardner,Worcester County,MA,Gardner,2010-2014,2012,46589,5123
Gardner,Worcester County,MA,Gardner,2009-2013,2011,48843,5011
Gardner,Worcester County,MA,Gardner,2011-2015,2013,43905,3010
Gardner,Worcester County,MA,Gardner,2008-2012,2010,48934,4513
Gardner,Worcester County,MA,Gardner,2014-2018,2016,50239,4856
Gardner,Worcester County,MA,Gardner,2006-2010,2008,48333,4912
Gardner,Worcester County,MA,Gardner,2007-2011,2009,48108,5209
Gardner,Worcester County,MA,Gardner,2013-2017,2015,48915,4311
Georgetown,Essex County,MA,Georgetown,2007-2011,2009,106765,7921
Georgetown,Essex County,MA,Georgetown,2012-2016,2014,106016,11766
Georgetown,Essex County,MA,Georgetown,2006-2010,2008,101875,9552
Georgetown,Essex County,MA,Georgetown,2010-2014,2012,106898,8804
Georgetown,Essex County,MA,Georgetown,2011-2015,2013,107683,7184
Georgetown,Essex County,MA,Georgetown,2014-2018,2016,128885,15741
Georgetown,Essex County,MA,Georgetown,2008-2012,2010,104902,7353
Georgetown,Essex County,MA,Georgetown,2013-2017,2015,113417,10118
Georgetown,Essex County,MA,Georgetown,2009-2013,2011,107775,6249
Gill,Franklin County,MA,Gill,2012-2016,2014,74167,10952
Gill,Franklin County,MA,Gill,2011-2015,2013,73750,7296
Gill,Franklin County,MA,Gill,2010-2014,2012,75776,5024
Gill,Franklin County,MA,Gill,2009-2013,2011,74583,6315
Gill,Franklin County,MA,Gill,2013-2017,2015,69226,6186
Gill,Franklin County,MA,Gill,2008-2012,2010,67375,6609
Gill,Franklin County,MA,Gill,2014-2018,2016,67083,9959
Gill,Franklin County,MA,Gill,2007-2011,2009,59800,7448
Gill,Franklin County,MA,Gill,2006-2010,2008,58487,6748
Gloucester,Essex County,MA,Gloucester,2009-2013,2011,61449,4050
Gloucester,Essex County,MA,Gloucester,2012-2016,2014,63917,4457
Gloucester,Essex County,MA,Gloucester,2013-2017,2015,65348,5296
Gloucester,Essex County,MA,Gloucester,2007-2011,2009,59061,4914
Gloucester,Essex County,MA,Gloucester,2011-2015,2013,61505,2793
Gloucester,Essex County,MA,Gloucester,2014-2018,2016,65377,4497
Gloucester,Essex County,MA,Gloucester,2006-2010,2008,60506,3662
Gloucester,Essex County,MA,Gloucester,2010-2014,2012,60229,3072
Gloucester,Essex County,MA,Gloucester,2008-2012,2010,62059,3968
Goshen,Hampshire County,MA,Goshen,2010-2014,2012,69219,7334
Goshen,Hampshire County,MA,Goshen,2013-2017,2015,79519,6816
Goshen,Hampshire County,MA,Goshen,2014-2018,2016,80982,8439
Goshen,Hampshire County,MA,Goshen,2008-2012,2010,69881,6679
Goshen,Hampshire County,MA,Goshen,2009-2013,2011,68750,5938
Goshen,Hampshire County,MA,Goshen,2012-2016,2014,74432,6917
Goshen,Hampshire County,MA,Goshen,2007-2011,2009,77917,17085
Goshen,Hampshire County,MA,Goshen,2011-2015,2013,71118,8421
Goshen,Hampshire County,MA,Goshen,2006-2010,2008,70625,15681
Gosnold,Dukes County,MA,Gosnold,2007-2011,2009,52813,34444
Gosnold,Dukes County,MA,Gosnold,2012-2016,2014,38750,18312
Gosnold,Dukes County,MA,Gosnold,2006-2010,2008,46250,25313
Gosnold,Dukes County,MA,Gosnold,2014-2018,2016,126250,59419
Gosnold,Dukes County,MA,Gosnold,2008-2012,2010,28750,5248
Gosnold,Dukes County,MA,Gosnold,2011-2015,2013,32292,14717
Gosnold,Dukes County,MA,Gosnold,2013-2017,2015,NA,NA
Gosnold,Dukes County,MA,Gosnold,2010-2014,2012,31406,6376
Gosnold,Dukes County,MA,Gosnold,2009-2013,2011,30833,6019
Grafton,Worcester County,MA,Grafton,2014-2018,2016,102737,5152
Grafton,Worcester County,MA,Grafton,2007-2011,2009,89950,6837
Grafton,Worcester County,MA,Grafton,2011-2015,2013,88712,8248
Grafton,Worcester County,MA,Grafton,2008-2012,2010,90269,6648
Grafton,Worcester County,MA,Grafton,2012-2016,2014,96277,5067
Grafton,Worcester County,MA,Grafton,2006-2010,2008,91743,6462
Grafton,Worcester County,MA,Grafton,2010-2014,2012,81250,8320
Grafton,Worcester County,MA,Grafton,2013-2017,2015,100605,6424
Grafton,Worcester County,MA,Grafton,2009-2013,2011,87077,6801
Granby,Hampshire County,MA,Granby,2010-2014,2012,78261,7827
Granby,Hampshire County,MA,Granby,2013-2017,2015,89752,9013
Granby,Hampshire County,MA,Granby,2009-2013,2011,73231,5658
Granby,Hampshire County,MA,Granby,2006-2010,2008,66726,6281
Granby,Hampshire County,MA,Granby,2014-2018,2016,95987,13215
Granby,Hampshire County,MA,Granby,2007-2011,2009,70362,4894
Granby,Hampshire County,MA,Granby,2012-2016,2014,86692,5770
Granby,Hampshire County,MA,Granby,2008-2012,2010,72431,5616
Granby,Hampshire County,MA,Granby,2011-2015,2013,86910,6203
Granville,Hampden County,MA,Granville,2013-2017,2015,86000,8833
Granville,Hampden County,MA,Granville,2007-2011,2009,71667,6746
Granville,Hampden County,MA,Granville,2011-2015,2013,79464,6378
Granville,Hampden County,MA,Granville,2012-2016,2014,78958,8715
Granville,Hampden County,MA,Granville,2009-2013,2011,73795,6157
Granville,Hampden County,MA,Granville,2010-2014,2012,75208,7065
Granville,Hampden County,MA,Granville,2014-2018,2016,82273,9090
Granville,Hampden County,MA,Granville,2006-2010,2008,69125,4481
Granville,Hampden County,MA,Granville,2008-2012,2010,65455,9716
Great Barrington,Berkshire County,MA,Great Barrington,2008-2012,2010,50882,9580
Great Barrington,Berkshire County,MA,Great Barrington,2012-2016,2014,56431,6780
Great Barrington,Berkshire County,MA,Great Barrington,2009-2013,2011,50137,6016
Great Barrington,Berkshire County,MA,Great Barrington,2013-2017,2015,56124,6294
Great Barrington,Berkshire County,MA,Great Barrington,2010-2014,2012,52026,4337
Great Barrington,Berkshire County,MA,Great Barrington,2006-2010,2008,52843,11169
Great Barrington,Berkshire County,MA,Great Barrington,2011-2015,2013,55588,5847
Great Barrington,Berkshire County,MA,Great Barrington,2014-2018,2016,56622,16012
Great Barrington,Berkshire County,MA,Great Barrington,2007-2011,2009,48561,8359
Greenfield,Franklin County,MA,Greenfield,2011-2015,2013,49612,2562
Greenfield,Franklin County,MA,Greenfield,2010-2014,2012,48493,2750
Greenfield,Franklin County,MA,Greenfield,2006-2010,2008,45261,2731
Greenfield,Franklin County,MA,Greenfield,2007-2011,2009,46018,2571
Greenfield,Franklin County,MA,Greenfield,2014-2018,2016,48653,4273
Greenfield,Franklin County,MA,Greenfield,2012-2016,2014,48724,3501
Greenfield,Franklin County,MA,Greenfield,2013-2017,2015,47821,4027
Greenfield,Franklin County,MA,Greenfield,2009-2013,2011,48230,2577
Greenfield,Franklin County,MA,Greenfield,2008-2012,2010,48370,2747
Groton,Middlesex County,MA,Groton,2011-2015,2013,116642,7621
Groton,Middlesex County,MA,Groton,2007-2011,2009,117903,13954
Groton,Middlesex County,MA,Groton,2009-2013,2011,117127,9235
Groton,Middlesex County,MA,Groton,2010-2014,2012,116686,6766
Groton,Middlesex County,MA,Groton,2008-2012,2010,117037,12421
Groton,Middlesex County,MA,Groton,2013-2017,2015,123918,7787
Groton,Middlesex County,MA,Groton,2014-2018,2016,126883,12248
Groton,Middlesex County,MA,Groton,2006-2010,2008,123853,7895
Groton,Middlesex County,MA,Groton,2012-2016,2014,117500,7614
Groveland,Essex County,MA,Groveland,2007-2011,2009,91080,9399
Groveland,Essex County,MA,Groveland,2008-2012,2010,94517,7071
Groveland,Essex County,MA,Groveland,2013-2017,2015,95031,27408
Groveland,Essex County,MA,Groveland,2011-2015,2013,95208,10524
Groveland,Essex County,MA,Groveland,2012-2016,2014,96512,5329
Groveland,Essex County,MA,Groveland,2014-2018,2016,97109,25237
Groveland,Essex County,MA,Groveland,2006-2010,2008,84232,6083
Groveland,Essex County,MA,Groveland,2010-2014,2012,92898,6384
Groveland,Essex County,MA,Groveland,2009-2013,2011,97463,11210
Hadley,Hampshire County,MA,Hadley,2006-2010,2008,69911,14615
Hadley,Hampshire County,MA,Hadley,2008-2012,2010,77891,9092
Hadley,Hampshire County,MA,Hadley,2007-2011,2009,75313,7859
Hadley,Hampshire County,MA,Hadley,2013-2017,2015,58953,5771
Hadley,Hampshire County,MA,Hadley,2010-2014,2012,74737,9919
Hadley,Hampshire County,MA,Hadley,2009-2013,2011,73250,14433
Hadley,Hampshire County,MA,Hadley,2012-2016,2014,62634,8903
Hadley,Hampshire County,MA,Hadley,2014-2018,2016,64276,11982
Hadley,Hampshire County,MA,Hadley,2011-2015,2013,65625,9359
Halifax,Plymouth County,MA,Halifax,2010-2014,2012,69917,15869
Halifax,Plymouth County,MA,Halifax,2008-2012,2010,77905,11520
Halifax,Plymouth County,MA,Halifax,2014-2018,2016,92111,16154
Halifax,Plymouth County,MA,Halifax,2009-2013,2011,67760,12566
Halifax,Plymouth County,MA,Halifax,2013-2017,2015,77993,16487
Halifax,Plymouth County,MA,Halifax,2011-2015,2013,64013,7517
Halifax,Plymouth County,MA,Halifax,2012-2016,2014,73119,13146
Halifax,Plymouth County,MA,Halifax,2006-2010,2008,81855,5892
Halifax,Plymouth County,MA,Halifax,2007-2011,2009,83522,5460
Hamilton,Essex County,MA,Hamilton,2014-2018,2016,133333,25431
Hamilton,Essex County,MA,Hamilton,2012-2016,2014,114907,15957
Hamilton,Essex County,MA,Hamilton,2008-2012,2010,105100,17878
Hamilton,Essex County,MA,Hamilton,2006-2010,2008,99732,20831
Hamilton,Essex County,MA,Hamilton,2011-2015,2013,109500,20596
Hamilton,Essex County,MA,Hamilton,2013-2017,2015,112250,23465
Hamilton,Essex County,MA,Hamilton,2009-2013,2011,105865,15818
Hamilton,Essex County,MA,Hamilton,2010-2014,2012,108558,17023
Hamilton,Essex County,MA,Hamilton,2007-2011,2009,103774,17995
Hampden,Hampden County,MA,Hampden,2011-2015,2013,81018,6660
Hampden,Hampden County,MA,Hampden,2014-2018,2016,85943,6684
Hampden,Hampden County,MA,Hampden,2010-2014,2012,78722,6611
Hampden,Hampden County,MA,Hampden,2009-2013,2011,80582,5309
Hampden,Hampden County,MA,Hampden,2012-2016,2014,80375,11277
Hampden,Hampden County,MA,Hampden,2006-2010,2008,78869,9873
Hampden,Hampden County,MA,Hampden,2008-2012,2010,80917,6587
Hampden,Hampden County,MA,Hampden,2013-2017,2015,81304,9699
Hampden,Hampden County,MA,Hampden,2007-2011,2009,79773,9669
Hancock,Berkshire County,MA,Hancock,2014-2018,2016,64583,18900
Hancock,Berkshire County,MA,Hancock,2008-2012,2010,75536,6323
Hancock,Berkshire County,MA,Hancock,2009-2013,2011,79438,4138
Hancock,Berkshire County,MA,Hancock,2011-2015,2013,74554,12094
Hancock,Berkshire County,MA,Hancock,2012-2016,2014,72778,13162
Hancock,Berkshire County,MA,Hancock,2010-2014,2012,80395,10298
Hancock,Berkshire County,MA,Hancock,2007-2011,2009,78571,5650
Hancock,Berkshire County,MA,Hancock,2006-2010,2008,74205,9298
Hancock,Berkshire County,MA,Hancock,2013-2017,2015,71875,13047
Hanover,Plymouth County,MA,Hanover,2013-2017,2015,111311,7985
Hanover,Plymouth County,MA,Hanover,2009-2013,2011,99250,10460
Hanover,Plymouth County,MA,Hanover,2010-2014,2012,98750,8927
Hanover,Plymouth County,MA,Hanover,2008-2012,2010,99856,11603
Hanover,Plymouth County,MA,Hanover,2007-2011,2009,100982,10513
Hanover,Plymouth County,MA,Hanover,2006-2010,2008,100233,6897
Hanover,Plymouth County,MA,Hanover,2011-2015,2013,101823,10397
Hanover,Plymouth County,MA,Hanover,2012-2016,2014,105635,9240
Hanover,Plymouth County,MA,Hanover,2014-2018,2016,120000,10527
Hanson,Plymouth County,MA,Hanson,2010-2014,2012,93771,6684
Hanson,Plymouth County,MA,Hanson,2009-2013,2011,92560,5824
Hanson,Plymouth County,MA,Hanson,2011-2015,2013,91384,6591
Hanson,Plymouth County,MA,Hanson,2008-2012,2010,92736,8639
Hanson,Plymouth County,MA,Hanson,2014-2018,2016,98537,9169
Hanson,Plymouth County,MA,Hanson,2012-2016,2014,93517,6569
Hanson,Plymouth County,MA,Hanson,2013-2017,2015,96389,6718
Hanson,Plymouth County,MA,Hanson,2006-2010,2008,81964,2997
Hanson,Plymouth County,MA,Hanson,2007-2011,2009,89000,8661
Hardwick,Worcester County,MA,Hardwick,2009-2013,2011,58073,11672
Hardwick,Worcester County,MA,Hardwick,2014-2018,2016,58924,8188
Hardwick,Worcester County,MA,Hardwick,2008-2012,2010,59432,8971
Hardwick,Worcester County,MA,Hardwick,2006-2010,2008,57866,7505
Hardwick,Worcester County,MA,Hardwick,2010-2014,2012,59148,7926
Hardwick,Worcester County,MA,Hardwick,2013-2017,2015,57813,10997
Hardwick,Worcester County,MA,Hardwick,2012-2016,2014,56216,6282
Hardwick,Worcester County,MA,Hardwick,2011-2015,2013,56278,5091
Hardwick,Worcester County,MA,Hardwick,2007-2011,2009,61298,10761
Harvard,Worcester County,MA,Harvard,2010-2014,2012,131563,15697
Harvard,Worcester County,MA,Harvard,2009-2013,2011,137500,19146
Harvard,Worcester County,MA,Harvard,2011-2015,2013,126061,8457
Harvard,Worcester County,MA,Harvard,2007-2011,2009,142411,13506
Harvard,Worcester County,MA,Harvard,2006-2010,2008,141274,11505
Harvard,Worcester County,MA,Harvard,2012-2016,2014,131719,16261
Harvard,Worcester County,MA,Harvard,2013-2017,2015,134355,15338
Harvard,Worcester County,MA,Harvard,2014-2018,2016,148625,17056
Harvard,Worcester County,MA,Harvard,2008-2012,2010,144143,11910
Harwich,Barnstable County,MA,Harwich,2011-2015,2013,68267,4746
Harwich,Barnstable County,MA,Harwich,2013-2017,2015,73468,7849
Harwich,Barnstable County,MA,Harwich,2010-2014,2012,67332,3716
Harwich,Barnstable County,MA,Harwich,2008-2012,2010,60651,4896
Harwich,Barnstable County,MA,Harwich,2007-2011,2009,57455,5135
Harwich,Barnstable County,MA,Harwich,2012-2016,2014,69730,5608
Harwich,Barnstable County,MA,Harwich,2009-2013,2011,62927,5010
Harwich,Barnstable County,MA,Harwich,2014-2018,2016,75352,5068
Harwich,Barnstable County,MA,Harwich,2006-2010,2008,54958,4290
Hatfield,Hampshire County,MA,Hatfield,2012-2016,2014,64427,6209
Hatfield,Hampshire County,MA,Hatfield,2006-2010,2008,53939,8409
Hatfield,Hampshire County,MA,Hatfield,2014-2018,2016,64619,4825
