Municipal,County,State,Region,Five_Year_Range,Civililan_Pop,Vet_Pop,Percent_Vet,Margin_Error_Percent
New Braintree,Worcester County,MA,New Braintree,2012-2016,854,81,9.5,2.7
New Braintree,Worcester County,MA,New Braintree,2007-2011,825,79,9.6,3.8
New Braintree,Worcester County,MA,New Braintree,2009-2013,767,89,11.6,3.2
New Marlborough,Berkshire County,MA,New Marlborough,2013-2017,1181,116,9.8,2.9
New Marlborough,Berkshire County,MA,New Marlborough,2012-2016,1206,130,10.8,3
New Marlborough,Berkshire County,MA,New Marlborough,2014-2018,1127,106,9.4,3.3
New Marlborough,Berkshire County,MA,New Marlborough,2011-2015,1236,130,10.5,2.9
New Marlborough,Berkshire County,MA,New Marlborough,2010-2014,1243,140,11.3,3.5
New Marlborough,Berkshire County,MA,New Marlborough,2007-2011,1215,118,9.7,3.6
New Marlborough,Berkshire County,MA,New Marlborough,2008-2012,1227,125,10.2,3.8
New Marlborough,Berkshire County,MA,New Marlborough,2009-2013,1258,147,11.7,3.7
New Marlborough,Berkshire County,MA,New Marlborough,2006-2010,1269,121,9.5,2.9
New Salem,Franklin County,MA,New Salem,2008-2012,776,89,11.5,3.6
New Salem,Franklin County,MA,New Salem,2007-2011,766,83,10.8,3.3
New Salem,Franklin County,MA,New Salem,2014-2018,859,121,14.1,4
New Salem,Franklin County,MA,New Salem,2011-2015,835,103,12.3,3.4
New Salem,Franklin County,MA,New Salem,2013-2017,820,107,13,4
New Salem,Franklin County,MA,New Salem,2012-2016,818,114,13.9,3.1
New Salem,Franklin County,MA,New Salem,2006-2010,753,95,12.6,3.3
New Salem,Franklin County,MA,New Salem,2009-2013,853,87,10.2,3.2
New Salem,Franklin County,MA,New Salem,2010-2014,877,100,11.4,3.2
Newbury,Essex County,MA,Newbury,2006-2010,5104,477,9.3,2.6
Newbury,Essex County,MA,Newbury,2013-2017,5597,363,6.5,2.2
Newbury,Essex County,MA,Newbury,2008-2012,5151,455,8.8,2.2
Newbury,Essex County,MA,Newbury,2014-2018,5636,375,6.7,2.1
Newbury,Essex County,MA,Newbury,2011-2015,5504,391,7.1,2.2
Newbury,Essex County,MA,Newbury,2009-2013,5211,403,7.7,2.1
Newbury,Essex County,MA,Newbury,2012-2016,5592,361,6.5,1.9
Newbury,Essex County,MA,Newbury,2007-2011,5062,426,8.4,2.3
Newbury,Essex County,MA,Newbury,2010-2014,5431,440,8.1,2.2
Newburyport,Essex County,MA,Newburyport,2006-2010,13670,1416,10.4,1.6
Newburyport,Essex County,MA,Newburyport,2012-2016,14317,970,6.8,1.3
Newburyport,Essex County,MA,Newburyport,2014-2018,14441,864,6,1.2
Newburyport,Essex County,MA,Newburyport,2011-2015,14191,1066,7.5,1.6
Newburyport,Essex County,MA,Newburyport,2010-2014,14045,1043,7.4,1.4
Newburyport,Essex County,MA,Newburyport,2013-2017,14326,829,5.8,1.2
Newburyport,Essex County,MA,Newburyport,2008-2012,13997,1301,9.3,1.5
Newburyport,Essex County,MA,Newburyport,2009-2013,14003,1154,8.2,1.4
Newburyport,Essex County,MA,Newburyport,2007-2011,13875,1358,9.8,1.6
Newton,Middlesex County,MA,Newton,2012-2016,68453,2529,3.7,0.5
Newton,Middlesex County,MA,Newton,2010-2014,67650,2984,4.4,0.5
Newton,Middlesex County,MA,Newton,2011-2015,68144,2682,3.9,0.4
Newton,Middlesex County,MA,Newton,2009-2013,67355,3222,4.8,0.4
Newton,Middlesex County,MA,Newton,2013-2017,68815,2495,3.6,0.4
Newton,Middlesex County,MA,Newton,2008-2012,66535,3485,5.2,0.5
Newton,Middlesex County,MA,Newton,2007-2011,66139,3549,5.4,0.5
Newton,Middlesex County,MA,Newton,2014-2018,69071,2566,3.7,0.3
Newton,Middlesex County,MA,Newton,2006-2010,66191,3361,5.1,0.6
Norfolk,Norfolk County,MA,Norfolk,2012-2016,9060,556,6.1,1.1
Norfolk,Norfolk County,MA,Norfolk,2010-2014,9005,518,5.8,1.2
Norfolk,Norfolk County,MA,Norfolk,2011-2015,9102,581,6.4,1.3
Norfolk,Norfolk County,MA,Norfolk,2014-2018,9208,557,6,1.3
Norfolk,Norfolk County,MA,Norfolk,2008-2012,8801,705,8,1.6
Norfolk,Norfolk County,MA,Norfolk,2006-2010,8577,734,8.6,1.4
Norfolk,Norfolk County,MA,Norfolk,2013-2017,9069,553,6.1,1.1
Norfolk,Norfolk County,MA,Norfolk,2009-2013,8895,689,7.7,1.5
Norfolk,Norfolk County,MA,Norfolk,2007-2011,8541,635,7.4,1.8
North Adams,Berkshire County,MA,North Adams,2014-2018,10768,811,7.5,1.6
North Adams,Berkshire County,MA,North Adams,2010-2014,11276,1167,10.3,1.7
North Adams,Berkshire County,MA,North Adams,2012-2016,11198,1046,9.3,1.9
North Adams,Berkshire County,MA,North Adams,2009-2013,11443,1072,9.4,1.5
North Adams,Berkshire County,MA,North Adams,2013-2017,11072,875,7.9,1.6
North Adams,Berkshire County,MA,North Adams,2007-2011,11422,1029,9,1.5
North Adams,Berkshire County,MA,North Adams,2011-2015,11277,1100,9.8,1.9
North Adams,Berkshire County,MA,North Adams,2008-2012,11435,1078,9.4,1.5
North Adams,Berkshire County,MA,North Adams,2006-2010,11494,1056,9.2,1.7
North Andover,Essex County,MA,North Andover,2014-2018,23400,1292,5.5,0.9
North Andover,Essex County,MA,North Andover,2006-2010,20672,1576,7.6,1
North Andover,Essex County,MA,North Andover,2008-2012,21049,1570,7.5,1.2
North Andover,Essex County,MA,North Andover,2011-2015,22360,1472,6.6,1.2
North Andover,Essex County,MA,North Andover,2013-2017,22957,1233,5.4,1.1
North Andover,Essex County,MA,North Andover,2012-2016,22770,1376,6,1
North Andover,Essex County,MA,North Andover,2007-2011,21013,1629,7.8,0.9
North Andover,Essex County,MA,North Andover,2010-2014,22139,1426,6.4,0.9
North Andover,Essex County,MA,North Andover,2009-2013,21709,1572,7.2,1
North Attleborough,Bristol County,MA,North Attleborough,2014-2018,21921,1435,6.5,1
North Attleborough,Bristol County,MA,North Attleborough,2011-2015,21295,1697,8,1.1
North Attleborough,Bristol County,MA,North Attleborough,2013-2017,21973,1496,6.8,0.9
North Attleborough,Bristol County,MA,North Attleborough,2012-2016,21705,1556,7.2,0.9
North Attleborough,Bristol County,MA,North Attleborough,2007-2011,20783,2247,10.8,1.6
North Attleborough,Bristol County,MA,North Attleborough,2009-2013,20941,1853,8.8,1.3
North Attleborough,Bristol County,MA,North Attleborough,2010-2014,21016,1710,8.1,1.4
North Attleborough,Bristol County,MA,North Attleborough,2006-2010,20868,2460,11.8,1.7
North Attleborough,Bristol County,MA,North Attleborough,2008-2012,20590,2230,10.8,1.5
North Brookfield,Worcester County,MA,North Brookfield,2010-2014,3634,338,9.3,3.3
North Brookfield,Worcester County,MA,North Brookfield,2013-2017,3790,290,7.7,2.3
North Brookfield,Worcester County,MA,North Brookfield,2011-2015,3731,291,7.8,2.6
North Brookfield,Worcester County,MA,North Brookfield,2014-2018,3819,362,9.5,2.7
North Brookfield,Worcester County,MA,North Brookfield,2009-2013,3637,311,8.6,3.1
North Brookfield,Worcester County,MA,North Brookfield,2007-2011,3544,420,11.9,3.9
North Brookfield,Worcester County,MA,North Brookfield,2012-2016,3796,300,7.9,2.5
North Brookfield,Worcester County,MA,North Brookfield,2008-2012,3623,382,10.5,3.8
North Brookfield,Worcester County,MA,North Brookfield,2006-2010,3561,425,11.9,3.6
North Reading,Middlesex County,MA,North Reading,2012-2016,12023,736,6.1,1.4
North Reading,Middlesex County,MA,North Reading,2010-2014,11713,632,5.4,1.2
North Reading,Middlesex County,MA,North Reading,2009-2013,11415,757,6.6,1.5
North Reading,Middlesex County,MA,North Reading,2014-2018,12212,633,5.2,1.3
North Reading,Middlesex County,MA,North Reading,2011-2015,11992,632,5.3,1.3
North Reading,Middlesex County,MA,North Reading,2013-2017,12197,654,5.4,1.4
North Reading,Middlesex County,MA,North Reading,2008-2012,11243,856,7.6,1.6
North Reading,Middlesex County,MA,North Reading,2006-2010,10602,912,8.6,1.8
North Reading,Middlesex County,MA,North Reading,2007-2011,10972,827,7.5,1.7
Northampton,Hampshire County,MA,Northampton,2010-2014,23874,1729,7.2,1
Northampton,Hampshire County,MA,Northampton,2007-2011,23815,1910,8,1
Northampton,Hampshire County,MA,Northampton,2012-2016,23813,1445,6.1,1.1
Northampton,Hampshire County,MA,Northampton,2014-2018,23788,1169,4.9,0.8
Northampton,Hampshire County,MA,Northampton,2009-2013,23678,1730,7.3,1
Northampton,Hampshire County,MA,Northampton,2011-2015,23827,1579,6.6,1.2
Northampton,Hampshire County,MA,Northampton,2006-2010,23638,1868,7.9,1
Northampton,Hampshire County,MA,Northampton,2013-2017,23733,1335,5.6,1.1
Northampton,Hampshire County,MA,Northampton,2008-2012,23837,1713,7.2,0.9
Northborough,Worcester County,MA,Northborough,2007-2011,10330,741,7.2,1.4
Northborough,Worcester County,MA,Northborough,2010-2014,11075,872,7.9,1.3
Northborough,Worcester County,MA,Northborough,2009-2013,10789,800,7.4,1.3
Northborough,Worcester County,MA,Northborough,2011-2015,11322,807,7.1,1.3
Northborough,Worcester County,MA,Northborough,2012-2016,11343,762,6.7,1.4
Northborough,Worcester County,MA,Northborough,2013-2017,11488,787,6.9,1.4
Northborough,Worcester County,MA,Northborough,2014-2018,11482,765,6.7,1.3
Northborough,Worcester County,MA,Northborough,2008-2012,10634,707,6.6,1.2
Northborough,Worcester County,MA,Northborough,2006-2010,10136,753,7.4,1.3
Northbridge,Worcester County,MA,Northbridge,2011-2015,12315,1203,9.8,1.8
Northbridge,Worcester County,MA,Northbridge,2008-2012,11623,1330,11.4,2
Northbridge,Worcester County,MA,Northbridge,2006-2010,11229,1313,11.7,2.3
Northbridge,Worcester County,MA,Northbridge,2009-2013,11731,1341,11.4,1.9
Northbridge,Worcester County,MA,Northbridge,2007-2011,11369,1228,10.8,1.9
Northbridge,Worcester County,MA,Northbridge,2013-2017,12554,1064,8.5,1.6
Northbridge,Worcester County,MA,Northbridge,2014-2018,12657,952,7.5,1.7
Northbridge,Worcester County,MA,Northbridge,2010-2014,12000,1172,9.8,2
Northbridge,Worcester County,MA,Northbridge,2012-2016,12396,1270,10.2,1.9
Northfield,Franklin County,MA,Northfield,2008-2012,2437,247,10.1,2.3
Northfield,Franklin County,MA,Northfield,2013-2017,2343,264,11.3,3.2
Northfield,Franklin County,MA,Northfield,2012-2016,2368,279,11.8,2.8
Northfield,Franklin County,MA,Northfield,2011-2015,2353,251,10.7,2.4
Northfield,Franklin County,MA,Northfield,2006-2010,2396,274,11.4,2.4
Northfield,Franklin County,MA,Northfield,2009-2013,2417,241,10,2.4
Northfield,Franklin County,MA,Northfield,2014-2018,2403,313,13,4
Northfield,Franklin County,MA,Northfield,2007-2011,2443,275,11.3,2.8
Northfield,Franklin County,MA,Northfield,2010-2014,2362,229,9.7,2.9
Norton,Bristol County,MA,Norton,2012-2016,15501,1040,6.7,1.3
Norton,Bristol County,MA,Norton,2010-2014,15321,1060,6.9,1.3
Norton,Bristol County,MA,Norton,2011-2015,15332,1069,7,1.3
Norton,Bristol County,MA,Norton,2014-2018,16053,1022,6.4,1.2
Norton,Bristol County,MA,Norton,2009-2013,15181,1083,7.1,1.3
Norton,Bristol County,MA,Norton,2013-2017,15929,1112,7,1.3
Norton,Bristol County,MA,Norton,2006-2010,14374,1073,7.5,1.7
Norton,Bristol County,MA,Norton,2008-2012,14801,912,6.2,1.3
Norton,Bristol County,MA,Norton,2007-2011,14638,1053,7.2,1.3
Norwell,Plymouth County,MA,Norwell,2012-2016,7865,689,8.8,1.5
Norwell,Plymouth County,MA,Norwell,2011-2015,7735,651,8.4,1.5
Norwell,Plymouth County,MA,Norwell,2013-2017,7838,651,8.3,1.7
Norwell,Plymouth County,MA,Norwell,2009-2013,7650,676,8.8,1.6
Norwell,Plymouth County,MA,Norwell,2010-2014,7663,586,7.6,1.4
Norwell,Plymouth County,MA,Norwell,2006-2010,7282,721,9.9,1.9
Norwell,Plymouth County,MA,Norwell,2014-2018,7889,573,7.3,1.5
Norwell,Plymouth County,MA,Norwell,2007-2011,7344,655,8.9,1.6
Norwell,Plymouth County,MA,Norwell,2008-2012,7405,654,8.8,1.6
Norwood,Norfolk County,MA,Norwood,2011-2015,22971,1410,6.1,1
Norwood,Norfolk County,MA,Norwood,2006-2010,22501,2236,9.9,1.4
Norwood,Norfolk County,MA,Norwood,2012-2016,23229,1479,6.4,0.8
Norwood,Norfolk County,MA,Norwood,2013-2017,23273,1561,6.7,0.9
Norwood,Norfolk County,MA,Norwood,2014-2018,23438,1464,6.2,0.9
Norwood,Norfolk County,MA,Norwood,2008-2012,22690,1995,8.8,1.2
Norwood,Norfolk County,MA,Norwood,2010-2014,22716,1626,7.2,0.9
Norwood,Norfolk County,MA,Norwood,2007-2011,22663,2274,10,1.5
Norwood,Norfolk County,MA,Norwood,2009-2013,22592,1772,7.8,1
Oak Bluffs,Dukes County,MA,Oak Bluffs,2013-2017,3460,109,3.2,3.4
Oak Bluffs,Dukes County,MA,Oak Bluffs,2006-2010,3377,396,11.7,3.5
Oak Bluffs,Dukes County,MA,Oak Bluffs,2008-2012,3543,448,12.6,3.2
Oak Bluffs,Dukes County,MA,Oak Bluffs,2011-2015,3559,166,4.7,2.6
Oak Bluffs,Dukes County,MA,Oak Bluffs,2010-2014,3565,225,6.3,2.8
Oak Bluffs,Dukes County,MA,Oak Bluffs,2014-2018,3593,87,2.4,2.9
Oak Bluffs,Dukes County,MA,Oak Bluffs,2009-2013,3588,284,7.9,2.3
Oak Bluffs,Dukes County,MA,Oak Bluffs,2012-2016,3565,67,1.9,1.8
Oak Bluffs,Dukes County,MA,Oak Bluffs,2007-2011,3233,357,11,3.1
Oakham,Worcester County,MA,Oakham,2011-2015,1426,105,7.4,1.8
Oakham,Worcester County,MA,Oakham,2006-2010,1412,154,10.9,2.3
Oakham,Worcester County,MA,Oakham,2014-2018,1516,80,5.3,1.7
Oakham,Worcester County,MA,Oakham,2007-2011,1412,149,10.6,2.5
Oakham,Worcester County,MA,Oakham,2013-2017,1510,107,7.1,1.6
Oakham,Worcester County,MA,Oakham,2010-2014,1407,119,8.5,2.1
Oakham,Worcester County,MA,Oakham,2012-2016,1451,103,7.1,1.6
Oakham,Worcester County,MA,Oakham,2009-2013,1433,139,9.7,1.8
Oakham,Worcester County,MA,Oakham,2008-2012,1400,141,10.1,2
Orange,Franklin County,MA,Orange,2011-2015,6064,875,14.4,2.8
Orange,Franklin County,MA,Orange,2007-2011,5986,924,15.4,2.8
Orange,Franklin County,MA,Orange,2008-2012,5915,968,16.4,3.1
Orange,Franklin County,MA,Orange,2012-2016,6136,761,12.4,2.5
Orange,Franklin County,MA,Orange,2009-2013,5918,865,14.6,3.1
Orange,Franklin County,MA,Orange,2014-2018,6229,699,11.2,2
Orange,Franklin County,MA,Orange,2006-2010,6015,958,15.9,3
Orange,Franklin County,MA,Orange,2013-2017,6175,690,11.2,2.2
Orange,Franklin County,MA,Orange,2010-2014,6031,915,15.2,3
Orleans,Barnstable County,MA,Orleans,2008-2012,5357,859,16,2.8
Orleans,Barnstable County,MA,Orleans,2010-2014,5377,677,12.6,2.8
Orleans,Barnstable County,MA,Orleans,2013-2017,5066,445,8.8,2
Orleans,Barnstable County,MA,Orleans,2012-2016,5155,500,9.7,1.9
Orleans,Barnstable County,MA,Orleans,2009-2013,5375,712,13.2,2.9
Orleans,Barnstable County,MA,Orleans,2014-2018,5013,480,9.6,2.1
Orleans,Barnstable County,MA,Orleans,2006-2010,5339,984,18.4,3.4
Orleans,Barnstable County,MA,Orleans,2011-2015,5249,590,11.2,2.2
Orleans,Barnstable County,MA,Orleans,2007-2011,5329,860,16.1,2.9
Otis,Berkshire County,MA,Otis,2013-2017,1406,172,12.2,3.5
Otis,Berkshire County,MA,Otis,2012-2016,1330,156,11.7,3.7
Otis,Berkshire County,MA,Otis,2011-2015,1285,162,12.6,3.6
Otis,Berkshire County,MA,Otis,2010-2014,1211,152,12.6,4.2
Otis,Berkshire County,MA,Otis,2009-2013,1196,167,14,3.8
Otis,Berkshire County,MA,Otis,2008-2012,1088,139,12.8,3.6
Otis,Berkshire County,MA,Otis,2007-2011,1096,162,14.8,3.4
Otis,Berkshire County,MA,Otis,2014-2018,1256,120,9.6,3.5
Otis,Berkshire County,MA,Otis,2006-2010,1051,140,13.3,4
Oxford,Worcester County,MA,Oxford,2012-2016,10350,1102,10.6,2.3
Oxford,Worcester County,MA,Oxford,2014-2018,10798,874,8.1,2.3
Oxford,Worcester County,MA,Oxford,2009-2013,10381,957,9.2,1.8
Oxford,Worcester County,MA,Oxford,2006-2010,10427,1024,9.8,1.8
Oxford,Worcester County,MA,Oxford,2013-2017,10544,946,9,2.5
Oxford,Worcester County,MA,Oxford,2010-2014,10509,1047,10,2.1
Oxford,Worcester County,MA,Oxford,2008-2012,10407,1009,9.7,1.8
Oxford,Worcester County,MA,Oxford,2011-2015,10308,1112,10.8,2.2
Oxford,Worcester County,MA,Oxford,2007-2011,10501,1073,10.2,2
Palmer,Hampden County,MA,Palmer,2014-2018,10081,812,8.1,2
Palmer,Hampden County,MA,Palmer,2008-2012,9592,1189,12.4,2.4
Palmer,Hampden County,MA,Palmer,2007-2011,9454,1257,13.3,2.1
Palmer,Hampden County,MA,Palmer,2009-2013,9605,1227,12.8,2.4
Palmer,Hampden County,MA,Palmer,2010-2014,9602,1047,10.9,2.4
Palmer,Hampden County,MA,Palmer,2012-2016,9654,917,9.5,2.2
Palmer,Hampden County,MA,Palmer,2013-2017,10030,880,8.8,2
Palmer,Hampden County,MA,Palmer,2011-2015,9697,987,10.2,2.4
Palmer,Hampden County,MA,Palmer,2006-2010,9603,1331,13.9,2
Paxton,Worcester County,MA,Paxton,2012-2016,3895,230,5.9,1.8
Paxton,Worcester County,MA,Paxton,2013-2017,3944,221,5.6,1.9
Paxton,Worcester County,MA,Paxton,2014-2018,3970,193,4.9,1.5
Paxton,Worcester County,MA,Paxton,2010-2014,3862,222,5.7,1.8
Paxton,Worcester County,MA,Paxton,2011-2015,3880,272,7,1.9
Paxton,Worcester County,MA,Paxton,2009-2013,3805,355,9.3,2.4
Paxton,Worcester County,MA,Paxton,2008-2012,3762,364,9.7,2.3
Paxton,Worcester County,MA,Paxton,2007-2011,3701,476,12.9,3.1
Paxton,Worcester County,MA,Paxton,2006-2010,3587,483,13.5,3.1
Peabody,Essex County,MA,Peabody,2012-2016,42731,3245,7.6,0.9
Peabody,Essex County,MA,Peabody,2011-2015,42532,3441,8.1,0.9
Peabody,Essex County,MA,Peabody,2007-2011,40641,4008,9.9,0.8
Peabody,Essex County,MA,Peabody,2006-2010,40241,4186,10.4,0.9
Peabody,Essex County,MA,Peabody,2014-2018,43440,3019,6.9,0.8
Peabody,Essex County,MA,Peabody,2013-2017,43407,3007,6.9,0.8
Peabody,Essex County,MA,Peabody,2010-2014,42100,3658,8.7,1
Peabody,Essex County,MA,Peabody,2009-2013,41839,3747,9,0.9
Peabody,Essex County,MA,Peabody,2008-2012,40957,3862,9.4,0.9
Pelham,Hampshire County,MA,Pelham,2013-2017,1045,101,9.7,2.2
Pelham,Hampshire County,MA,Pelham,2011-2015,1058,102,9.6,2.6
Pelham,Hampshire County,MA,Pelham,2010-2014,1094,115,10.5,3.5
Pelham,Hampshire County,MA,Pelham,2006-2010,998,84,8.4,2.4
Pelham,Hampshire County,MA,Pelham,2014-2018,1088,85,7.8,2.4
Pelham,Hampshire County,MA,Pelham,2012-2016,1046,118,11.3,2.8
Pelham,Hampshire County,MA,Pelham,2009-2013,1081,97,9,3.1
Pelham,Hampshire County,MA,Pelham,2008-2012,1046,77,7.4,1.8
Pelham,Hampshire County,MA,Pelham,2007-2011,1036,69,6.7,1.9
Pembroke,Plymouth County,MA,Pembroke,2010-2014,13411,1089,8.1,1.4
Pembroke,Plymouth County,MA,Pembroke,2013-2017,13976,1142,8.2,1.5
Pembroke,Plymouth County,MA,Pembroke,2012-2016,13830,1131,8.2,1.6
Pembroke,Plymouth County,MA,Pembroke,2011-2015,13656,1097,8,1.6
Pembroke,Plymouth County,MA,Pembroke,2014-2018,14335,1240,8.7,1.5
Pembroke,Plymouth County,MA,Pembroke,2009-2013,13189,1069,8.1,1.5
Pembroke,Plymouth County,MA,Pembroke,2007-2011,12949,1292,10,1.6
Pembroke,Plymouth County,MA,Pembroke,2008-2012,13113,1146,8.7,1.8
Pembroke,Plymouth County,MA,Pembroke,2006-2010,12810,1311,10.2,1.5
Pepperell,Middlesex County,MA,Pepperell,2009-2013,8851,807,9.1,1.9
Pepperell,Middlesex County,MA,Pepperell,2013-2017,9169,746,8.1,1.7
Pepperell,Middlesex County,MA,Pepperell,2011-2015,8896,799,9,1.6
Pepperell,Middlesex County,MA,Pepperell,2007-2011,8597,767,8.9,1.5
Pepperell,Middlesex County,MA,Pepperell,2008-2012,8797,809,9.2,1.5
Pepperell,Middlesex County,MA,Pepperell,2012-2016,9042,812,9,1.6
Pepperell,Middlesex County,MA,Pepperell,2006-2010,8328,770,9.2,1.7
Pepperell,Middlesex County,MA,Pepperell,2014-2018,9302,777,8.4,1.4
Pepperell,Middlesex County,MA,Pepperell,2010-2014,8788,741,8.4,1.7
Peru,Berkshire County,MA,Peru,2012-2016,677,43,6.4,2.4
Peru,Berkshire County,MA,Peru,2010-2014,716,42,5.9,2.5
Peru,Berkshire County,MA,Peru,2009-2013,691,34,4.9,1.6
Peru,Berkshire County,MA,Peru,2008-2012,713,40,5.6,1.9
Peru,Berkshire County,MA,Peru,2014-2018,715,53,7.4,2.7
Peru,Berkshire County,MA,Peru,2011-2015,723,46,6.4,2.5
Peru,Berkshire County,MA,Peru,2006-2010,658,66,10,3.8
Peru,Berkshire County,MA,Peru,2007-2011,696,60,8.6,2.8
Peru,Berkshire County,MA,Peru,2013-2017,680,47,6.9,2.7
Petersham,Worcester County,MA,Petersham,2012-2016,1029,99,9.6,2.2
Petersham,Worcester County,MA,Petersham,2009-2013,1009,101,10,3
Petersham,Worcester County,MA,Petersham,2014-2018,1095,96,8.8,2.2
Petersham,Worcester County,MA,Petersham,2008-2012,1015,90,8.9,2.6
Petersham,Worcester County,MA,Petersham,2010-2014,1058,118,11.2,2.9
Petersham,Worcester County,MA,Petersham,2007-2011,1028,108,10.5,3.1
Petersham,Worcester County,MA,Petersham,2011-2015,984,108,11,2.4
Petersham,Worcester County,MA,Petersham,2013-2017,1053,96,9.1,3
Petersham,Worcester County,MA,Petersham,2006-2010,1093,98,9,2.7
Phillipston,Worcester County,MA,Phillipston,2012-2016,1292,149,11.5,2.8
Phillipston,Worcester County,MA,Phillipston,2010-2014,1305,128,9.8,2.9
Phillipston,Worcester County,MA,Phillipston,2006-2010,1361,148,10.9,2.4
Phillipston,Worcester County,MA,Phillipston,2013-2017,1336,137,10.3,2.4
Phillipston,Worcester County,MA,Phillipston,2014-2018,1378,144,10.4,3.2
Phillipston,Worcester County,MA,Phillipston,2009-2013,1360,136,10,2.4
Phillipston,Worcester County,MA,Phillipston,2011-2015,1405,141,10,2.5
Phillipston,Worcester County,MA,Phillipston,2007-2011,1445,140,9.7,2.2
Phillipston,Worcester County,MA,Phillipston,2008-2012,1468,149,10.1,2.7
Pittsfield,Berkshire County,MA,Pittsfield,2012-2016,35111,3100,8.8,1
Pittsfield,Berkshire County,MA,Pittsfield,2010-2014,35420,3131,8.8,0.9
Pittsfield,Berkshire County,MA,Pittsfield,2007-2011,35230,3412,9.7,0.9
Pittsfield,Berkshire County,MA,Pittsfield,2011-2015,35166,3183,9.1,0.9
Pittsfield,Berkshire County,MA,Pittsfield,2014-2018,34941,3034,8.7,1.1
Pittsfield,Berkshire County,MA,Pittsfield,2006-2010,35287,3726,10.6,0.9
Pittsfield,Berkshire County,MA,Pittsfield,2008-2012,35180,3389,9.6,0.9
Pittsfield,Berkshire County,MA,Pittsfield,2013-2017,35136,2957,8.4,0.9
Pittsfield,Berkshire County,MA,Pittsfield,2009-2013,35493,3084,8.7,0.9
Plainfield,Hampshire County,MA,Plainfield,2012-2016,490,33,6.7,2.4
Plainfield,Hampshire County,MA,Plainfield,2010-2014,496,51,10.3,2.8
Plainfield,Hampshire County,MA,Plainfield,2011-2015,493,46,9.3,2.4
Plainfield,Hampshire County,MA,Plainfield,2014-2018,513,40,7.8,2.6
Plainfield,Hampshire County,MA,Plainfield,2009-2013,508,53,10.4,3
Plainfield,Hampshire County,MA,Plainfield,2006-2010,516,62,12,3.8
Plainfield,Hampshire County,MA,Plainfield,2013-2017,544,38,7,3
