Municipal,County,State,Region,Five_Year_Range,Civililan_Pop,Vet_Pop,Percent_Vet,Margin_Error_Percent
Cohasset,Norfolk County,MA,Cohasset,2011-2015,6015,422,7,1.9
Cohasset,Norfolk County,MA,Cohasset,2007-2011,5329,480,9,2.2
Cohasset,Norfolk County,MA,Cohasset,2012-2016,6092,441,7.2,2
Cohasset,Norfolk County,MA,Cohasset,2009-2013,5655,499,8.8,2.3
Cohasset,Norfolk County,MA,Cohasset,2014-2018,6101,335,5.5,1.8
Cohasset,Norfolk County,MA,Cohasset,2006-2010,5204,543,10.4,2.4
Cohasset,Norfolk County,MA,Cohasset,2008-2012,5602,471,8.4,2.2
Colrain,Franklin County,MA,Colrain,2009-2013,1454,156,10.7,2
Colrain,Franklin County,MA,Colrain,2007-2011,1366,185,13.5,2.8
Colrain,Franklin County,MA,Colrain,2008-2012,1352,167,12.4,2.9
Colrain,Franklin County,MA,Colrain,2012-2016,1410,121,8.6,1.7
Colrain,Franklin County,MA,Colrain,2013-2017,1376,101,7.3,2.1
Colrain,Franklin County,MA,Colrain,2006-2010,1420,216,15.2,2.9
Colrain,Franklin County,MA,Colrain,2011-2015,1393,126,9,1.9
Colrain,Franklin County,MA,Colrain,2014-2018,1471,102,6.9,2.3
Colrain,Franklin County,MA,Colrain,2010-2014,1360,138,10.1,2.1
Concord,Middlesex County,MA,Concord,2006-2010,13331,1217,9.1,1.4
Concord,Middlesex County,MA,Concord,2009-2013,14172,1099,7.8,1.4
Concord,Middlesex County,MA,Concord,2012-2016,14881,815,5.5,1.2
Concord,Middlesex County,MA,Concord,2011-2015,14863,923,6.2,1.1
Concord,Middlesex County,MA,Concord,2008-2012,13806,1341,9.7,1.2
Concord,Middlesex County,MA,Concord,2010-2014,14584,1092,7.5,1.2
Concord,Middlesex County,MA,Concord,2013-2017,14874,727,4.9,0.9
Concord,Middlesex County,MA,Concord,2007-2011,13496,1387,10.3,1.5
Concord,Middlesex County,MA,Concord,2014-2018,14753,718,4.9,1.2
Conway,Franklin County,MA,Conway,2012-2016,1421,116,8.2,2.1
Conway,Franklin County,MA,Conway,2006-2010,1494,144,9.6,2.1
Conway,Franklin County,MA,Conway,2013-2017,1450,109,7.5,2.5
Conway,Franklin County,MA,Conway,2011-2015,1407,130,9.2,1.9
Conway,Franklin County,MA,Conway,2009-2013,1388,113,8.1,2.1
Conway,Franklin County,MA,Conway,2008-2012,1514,140,9.2,2.1
Conway,Franklin County,MA,Conway,2014-2018,1513,108,7.1,2
Conway,Franklin County,MA,Conway,2007-2011,1446,125,8.6,2
Conway,Franklin County,MA,Conway,2010-2014,1378,109,7.9,1.8
Cummington,Hampshire County,MA,Cummington,2009-2013,750,67,8.9,3.3
Cummington,Hampshire County,MA,Cummington,2010-2014,728,82,11.3,3.8
Cummington,Hampshire County,MA,Cummington,2008-2012,775,78,10.1,3
Cummington,Hampshire County,MA,Cummington,2011-2015,733,77,10.5,3.9
Cummington,Hampshire County,MA,Cummington,2012-2016,735,85,11.6,3.5
Cummington,Hampshire County,MA,Cummington,2013-2017,694,98,14.1,5.3
Cummington,Hampshire County,MA,Cummington,2007-2011,797,72,9,3.1
Cummington,Hampshire County,MA,Cummington,2014-2018,714,73,10.2,3.8
Cummington,Hampshire County,MA,Cummington,2006-2010,784,70,8.9,2.9
Dalton,Berkshire County,MA,Dalton,2010-2014,5379,591,11,3.3
Dalton,Berkshire County,MA,Dalton,2007-2011,5264,592,11.2,2.6
Dalton,Berkshire County,MA,Dalton,2013-2017,5486,571,10.4,2.8
Dalton,Berkshire County,MA,Dalton,2014-2018,5489,413,7.5,2.5
Dalton,Berkshire County,MA,Dalton,2008-2012,5366,535,10,2.6
Dalton,Berkshire County,MA,Dalton,2006-2010,5177,618,11.9,2.5
Dalton,Berkshire County,MA,Dalton,2012-2016,5512,591,10.7,2.7
Dalton,Berkshire County,MA,Dalton,2009-2013,5398,622,11.5,2.9
Dalton,Berkshire County,MA,Dalton,2011-2015,5431,567,10.4,2.9
Danvers,Essex County,MA,Danvers,2011-2015,21518,2128,9.9,1.3
Danvers,Essex County,MA,Danvers,2013-2017,21940,1719,7.8,1
Danvers,Essex County,MA,Danvers,2008-2012,20966,2112,10.1,1.3
Danvers,Essex County,MA,Danvers,2012-2016,21935,1854,8.5,1.2
Danvers,Essex County,MA,Danvers,2009-2013,20998,2040,9.7,1.2
Danvers,Essex County,MA,Danvers,2010-2014,21241,2109,9.9,1.3
Danvers,Essex County,MA,Danvers,2014-2018,22078,1621,7.3,1.2
Danvers,Essex County,MA,Danvers,2007-2011,20779,2168,10.4,1.4
Danvers,Essex County,MA,Danvers,2006-2010,20823,2155,10.3,1.5
Dartmouth,Bristol County,MA,Dartmouth,2013-2017,28902,2003,6.9,0.9
Dartmouth,Bristol County,MA,Dartmouth,2014-2018,28940,1765,6.1,0.9
Dartmouth,Bristol County,MA,Dartmouth,2012-2016,29236,1983,6.8,1.2
Dartmouth,Bristol County,MA,Dartmouth,2006-2010,27512,2441,8.9,1.2
Dartmouth,Bristol County,MA,Dartmouth,2011-2015,29021,1877,6.5,0.8
Dartmouth,Bristol County,MA,Dartmouth,2010-2014,28867,1955,6.8,0.9
Dartmouth,Bristol County,MA,Dartmouth,2008-2012,28203,2238,7.9,1
Dartmouth,Bristol County,MA,Dartmouth,2009-2013,28845,2019,7,1.1
Dartmouth,Bristol County,MA,Dartmouth,2007-2011,27557,2364,8.6,1.1
Dedham,Norfolk County,MA,Dedham,2011-2015,20070,1235,6.2,0.8
Dedham,Norfolk County,MA,Dedham,2013-2017,20458,1256,6.1,1
Dedham,Norfolk County,MA,Dedham,2010-2014,20000,1344,6.7,0.8
Dedham,Norfolk County,MA,Dedham,2008-2012,19591,1732,8.8,1.2
Dedham,Norfolk County,MA,Dedham,2012-2016,20137,1242,6.2,1
Dedham,Norfolk County,MA,Dedham,2009-2013,19878,1570,7.9,1.1
Dedham,Norfolk County,MA,Dedham,2006-2010,19300,1889,9.8,1.3
Dedham,Norfolk County,MA,Dedham,2007-2011,19376,1812,9.4,1.1
Dedham,Norfolk County,MA,Dedham,2014-2018,20495,1287,6.3,1
Deerfield,Franklin County,MA,Deerfield,2014-2018,4081,253,6.2,2.4
Deerfield,Franklin County,MA,Deerfield,2012-2016,4087,210,5.1,1.9
Deerfield,Franklin County,MA,Deerfield,2006-2010,3982,438,11,3.4
Deerfield,Franklin County,MA,Deerfield,2010-2014,4058,186,4.6,1.8
Deerfield,Franklin County,MA,Deerfield,2009-2013,4008,257,6.4,2.4
Deerfield,Franklin County,MA,Deerfield,2007-2011,4068,391,9.6,2.9
Deerfield,Franklin County,MA,Deerfield,2011-2015,4102,185,4.5,1.6
Deerfield,Franklin County,MA,Deerfield,2008-2012,4065,341,8.4,2.6
Deerfield,Franklin County,MA,Deerfield,2013-2017,4013,237,5.9,1.9
Dennis,Barnstable County,MA,Dennis,2014-2018,12172,1246,10.2,1.4
Dennis,Barnstable County,MA,Dennis,2013-2017,12313,1448,11.8,1.6
Dennis,Barnstable County,MA,Dennis,2011-2015,12407,1566,12.6,1.7
Dennis,Barnstable County,MA,Dennis,2010-2014,12163,1570,12.9,1.6
Dennis,Barnstable County,MA,Dennis,2009-2013,11936,1519,12.7,1.6
Dennis,Barnstable County,MA,Dennis,2012-2016,12561,1582,12.6,1.7
Dennis,Barnstable County,MA,Dennis,2008-2012,11730,1541,13.1,1.6
Dennis,Barnstable County,MA,Dennis,2007-2011,11875,1736,14.6,1.6
Dennis,Barnstable County,MA,Dennis,2006-2010,11937,1839,15.4,2
Dighton,Bristol County,MA,Dighton,2013-2017,5961,627,10.5,4.3
Dighton,Bristol County,MA,Dighton,2011-2015,5589,608,10.9,4.2
Dighton,Bristol County,MA,Dighton,2008-2012,5318,547,10.3,2.9
Dighton,Bristol County,MA,Dighton,2012-2016,5693,633,11.1,4.5
Dighton,Bristol County,MA,Dighton,2010-2014,5402,612,11.3,3.3
Dighton,Bristol County,MA,Dighton,2014-2018,6167,568,9.2,4
Dighton,Bristol County,MA,Dighton,2007-2011,5432,580,10.7,3.3
Dighton,Bristol County,MA,Dighton,2009-2013,5345,616,11.5,2.8
Dighton,Bristol County,MA,Dighton,2006-2010,5420,603,11.1,3.5
Douglas,Worcester County,MA,Douglas,2009-2013,6218,534,8.6,2.6
Douglas,Worcester County,MA,Douglas,2008-2012,6106,599,9.8,2.6
Douglas,Worcester County,MA,Douglas,2012-2016,6472,504,7.8,2.8
Douglas,Worcester County,MA,Douglas,2010-2014,6214,497,8,2.4
Douglas,Worcester County,MA,Douglas,2013-2017,6526,523,8,3.2
Douglas,Worcester County,MA,Douglas,2011-2015,6210,498,8,2.6
Douglas,Worcester County,MA,Douglas,2007-2011,6001,499,8.3,2.9
Douglas,Worcester County,MA,Douglas,2006-2010,5955,446,7.5,2.7
Douglas,Worcester County,MA,Douglas,2014-2018,6529,486,7.4,2.5
Dover,Norfolk County,MA,Dover,2006-2010,3881,294,7.6,2.3
Dover,Norfolk County,MA,Dover,2012-2016,4141,187,4.5,1.4
Dover,Norfolk County,MA,Dover,2011-2015,4098,214,5.2,1.4
Dover,Norfolk County,MA,Dover,2010-2014,3980,211,5.3,1.6
Dover,Norfolk County,MA,Dover,2007-2011,3903,259,6.6,1.9
Dover,Norfolk County,MA,Dover,2009-2013,3935,226,5.7,1.7
Dover,Norfolk County,MA,Dover,2014-2018,4325,207,4.8,1.9
Dover,Norfolk County,MA,Dover,2008-2012,3924,222,5.7,1.8
Dover,Norfolk County,MA,Dover,2013-2017,4290,197,4.6,1.6
Dracut,Middlesex County,MA,Dracut,2012-2016,23813,1940,8.1,1.1
Dracut,Middlesex County,MA,Dracut,2010-2014,23261,1817,7.8,1.2
Dracut,Middlesex County,MA,Dracut,2014-2018,24235,2070,8.5,1.3
Dracut,Middlesex County,MA,Dracut,2007-2011,22531,2056,9.1,1.3
Dracut,Middlesex County,MA,Dracut,2008-2012,22353,1842,8.2,1.1
Dracut,Middlesex County,MA,Dracut,2009-2013,22911,1776,7.8,1.1
Dracut,Middlesex County,MA,Dracut,2013-2017,24163,2049,8.5,1.2
Dracut,Middlesex County,MA,Dracut,2006-2010,22349,2170,9.7,1.2
Dracut,Middlesex County,MA,Dracut,2011-2015,23553,1783,7.6,1.2
Dudley,Worcester County,MA,Dudley,2014-2018,9204,460,5,1.4
Dudley,Worcester County,MA,Dudley,2013-2017,9120,514,5.6,1.7
Dudley,Worcester County,MA,Dudley,2008-2012,8647,907,10.5,2.4
Dudley,Worcester County,MA,Dudley,2010-2014,8881,720,8.1,1.9
Dudley,Worcester County,MA,Dudley,2012-2016,9115,666,7.3,2.3
Dudley,Worcester County,MA,Dudley,2011-2015,8982,704,7.8,1.7
Dudley,Worcester County,MA,Dudley,2007-2011,8416,885,10.5,2.2
Dudley,Worcester County,MA,Dudley,2006-2010,8416,1128,13.4,2.2
Dudley,Worcester County,MA,Dudley,2009-2013,8559,896,10.5,2.2
Dunstable,Middlesex County,MA,Dunstable,2013-2017,2550,156,6.1,1.9
Dunstable,Middlesex County,MA,Dunstable,2007-2011,2246,117,5.2,1.6
Dunstable,Middlesex County,MA,Dunstable,2006-2010,2170,123,5.7,2
Dunstable,Middlesex County,MA,Dunstable,2009-2013,2419,118,4.9,1.4
Dunstable,Middlesex County,MA,Dunstable,2012-2016,2497,135,5.4,1.7
Dunstable,Middlesex County,MA,Dunstable,2008-2012,2337,138,5.9,1.8
Dunstable,Middlesex County,MA,Dunstable,2010-2014,2432,145,6,1.8
Dunstable,Middlesex County,MA,Dunstable,2011-2015,2464,131,5.3,1.8
Dunstable,Middlesex County,MA,Dunstable,2014-2018,2564,206,8,2.1
Duxbury,Plymouth County,MA,Duxbury,2013-2017,11423,842,7.4,1.3
Duxbury,Plymouth County,MA,Duxbury,2012-2016,11350,734,6.5,1.1
Duxbury,Plymouth County,MA,Duxbury,2009-2013,10944,975,8.9,1.4
Duxbury,Plymouth County,MA,Duxbury,2007-2011,10393,1034,9.9,1.5
Duxbury,Plymouth County,MA,Duxbury,2011-2015,11334,792,7,1.2
Duxbury,Plymouth County,MA,Duxbury,2008-2012,10679,1137,10.6,1.5
Duxbury,Plymouth County,MA,Duxbury,2010-2014,10934,879,8,1.3
Duxbury,Plymouth County,MA,Duxbury,2014-2018,11622,928,8,1.6
Duxbury,Plymouth County,MA,Duxbury,2006-2010,10296,1097,10.7,1.3
East Bridgewater,Plymouth County,MA,East Bridgewater,2011-2015,11125,801,7.2,1.5
East Bridgewater,Plymouth County,MA,East Bridgewater,2010-2014,10897,965,8.9,1.5
East Bridgewater,Plymouth County,MA,East Bridgewater,2012-2016,11105,766,6.9,1.6
East Bridgewater,Plymouth County,MA,East Bridgewater,2009-2013,10784,987,9.2,1.7
East Bridgewater,Plymouth County,MA,East Bridgewater,2014-2018,10735,655,6.1,1.3
East Bridgewater,Plymouth County,MA,East Bridgewater,2008-2012,10606,1107,10.4,1.6
East Bridgewater,Plymouth County,MA,East Bridgewater,2007-2011,10642,1048,9.8,1.3
East Bridgewater,Plymouth County,MA,East Bridgewater,2006-2010,10353,1173,11.3,1.9
East Bridgewater,Plymouth County,MA,East Bridgewater,2013-2017,10725,619,5.8,1.2
East Brookfield,Worcester County,MA,East Brookfield,2013-2017,1696,163,9.6,2.9
East Brookfield,Worcester County,MA,East Brookfield,2012-2016,1788,197,11,2.9
East Brookfield,Worcester County,MA,East Brookfield,2009-2013,1805,178,9.9,2.9
East Brookfield,Worcester County,MA,East Brookfield,2011-2015,1799,187,10.4,2.9
East Brookfield,Worcester County,MA,East Brookfield,2014-2018,1705,183,10.7,2.9
East Brookfield,Worcester County,MA,East Brookfield,2006-2010,1564,152,9.7,3.1
East Brookfield,Worcester County,MA,East Brookfield,2010-2014,1837,157,8.5,2.5
East Brookfield,Worcester County,MA,East Brookfield,2007-2011,1586,112,7.1,2.9
East Brookfield,Worcester County,MA,East Brookfield,2008-2012,1710,152,8.9,2.8
East Longmeadow,Hampden County,MA,East Longmeadow,2012-2016,12677,1224,9.7,1.4
East Longmeadow,Hampden County,MA,East Longmeadow,2008-2012,11942,1417,11.9,1.4
East Longmeadow,Hampden County,MA,East Longmeadow,2011-2015,12583,1385,11,1.5
East Longmeadow,Hampden County,MA,East Longmeadow,2010-2014,12424,1257,10.1,1.4
East Longmeadow,Hampden County,MA,East Longmeadow,2013-2017,12795,1168,9.1,1.7
East Longmeadow,Hampden County,MA,East Longmeadow,2007-2011,11749,1334,11.4,1.5
East Longmeadow,Hampden County,MA,East Longmeadow,2006-2010,11790,1367,11.6,1.6
East Longmeadow,Hampden County,MA,East Longmeadow,2009-2013,12217,1253,10.3,1.3
East Longmeadow,Hampden County,MA,East Longmeadow,2014-2018,12746,1141,9,1.6
Eastham,Barnstable County,MA,Eastham,2007-2011,4523,626,13.8,2.6
Eastham,Barnstable County,MA,Eastham,2011-2015,4414,522,11.8,2.7
Eastham,Barnstable County,MA,Eastham,2010-2014,4439,567,12.8,2.7
Eastham,Barnstable County,MA,Eastham,2008-2012,4412,576,13.1,3.3
Eastham,Barnstable County,MA,Eastham,2012-2016,4404,575,13.1,3
Eastham,Barnstable County,MA,Eastham,2014-2018,4393,576,13.1,2.5
Eastham,Barnstable County,MA,Eastham,2009-2013,4415,575,13,3.1
Eastham,Barnstable County,MA,Eastham,2013-2017,4427,582,13.1,2.5
Eastham,Barnstable County,MA,Eastham,2006-2010,4530,758,16.7,3.6
Easthampton,Hampshire County,MA,Easthampton,2011-2015,13538,1339,9.9,1.8
Easthampton,Hampshire County,MA,Easthampton,2012-2016,13530,1387,10.3,2
Easthampton,Hampshire County,MA,Easthampton,2007-2011,13271,1359,10.2,1.7
Easthampton,Hampshire County,MA,Easthampton,2008-2012,13434,1295,9.6,1.8
Easthampton,Hampshire County,MA,Easthampton,2009-2013,13516,1467,10.9,1.6
Easthampton,Hampshire County,MA,Easthampton,2013-2017,13651,1366,10,1.8
Easthampton,Hampshire County,MA,Easthampton,2006-2010,13001,1377,10.6,1.8
Easthampton,Hampshire County,MA,Easthampton,2010-2014,13551,1167,8.6,1.6
Easthampton,Hampshire County,MA,Easthampton,2014-2018,13617,1183,8.7,1.8
Easton,Bristol County,MA,Easton,2008-2012,18086,1293,7.1,1.2
Easton,Bristol County,MA,Easton,2009-2013,18158,1270,7,1
Easton,Bristol County,MA,Easton,2013-2017,18756,1139,6.1,0.8
Easton,Bristol County,MA,Easton,2007-2011,18106,1283,7.1,1.1
Easton,Bristol County,MA,Easton,2012-2016,18483,1269,6.9,0.9
Easton,Bristol County,MA,Easton,2010-2014,18165,1193,6.6,0.9
Easton,Bristol County,MA,Easton,2014-2018,18997,1244,6.5,0.9
Easton,Bristol County,MA,Easton,2006-2010,18235,1290,7.1,1.2
Easton,Bristol County,MA,Easton,2011-2015,18271,1260,6.9,1
Edgartown,Dukes County,MA,Edgartown,2007-2011,3499,296,8.5,3.2
Edgartown,Dukes County,MA,Edgartown,2008-2012,3608,231,6.4,3
Edgartown,Dukes County,MA,Edgartown,2014-2018,3418,162,4.7,2.9
Edgartown,Dukes County,MA,Edgartown,2013-2017,3676,104,2.8,2
Edgartown,Dukes County,MA,Edgartown,2006-2010,3387,358,10.6,3.8
Edgartown,Dukes County,MA,Edgartown,2011-2015,3608,142,3.9,1.5
Edgartown,Dukes County,MA,Edgartown,2012-2016,3662,142,3.9,2.3
Edgartown,Dukes County,MA,Edgartown,2009-2013,3623,157,4.3,2.1
Edgartown,Dukes County,MA,Edgartown,2010-2014,3658,157,4.3,2.1
Egremont,Berkshire County,MA,Egremont,2012-2016,1042,151,14.5,5.3
Egremont,Berkshire County,MA,Egremont,2011-2015,985,133,13.5,5.4
Egremont,Berkshire County,MA,Egremont,2009-2013,986,88,8.9,3.2
Egremont,Berkshire County,MA,Egremont,2013-2017,1089,142,13,4.5
Egremont,Berkshire County,MA,Egremont,2010-2014,947,104,11,4.2
Egremont,Berkshire County,MA,Egremont,2008-2012,908,100,11,3
Egremont,Berkshire County,MA,Egremont,2007-2011,920,92,10,3.6
Egremont,Berkshire County,MA,Egremont,2014-2018,1190,154,12.9,4.2
Egremont,Berkshire County,MA,Egremont,2006-2010,1070,139,13,3.1
Erving,Franklin County,MA,Erving,2011-2015,1454,153,10.5,2.6
Erving,Franklin County,MA,Erving,2014-2018,1416,128,9,2
Erving,Franklin County,MA,Erving,2010-2014,1401,152,10.8,2.5
Erving,Franklin County,MA,Erving,2013-2017,1436,152,10.6,2.4
Erving,Franklin County,MA,Erving,2012-2016,1483,167,11.3,2.9
Erving,Franklin County,MA,Erving,2006-2010,1372,188,13.7,2.7
Erving,Franklin County,MA,Erving,2009-2013,1336,144,10.8,2.9
Erving,Franklin County,MA,Erving,2007-2011,1298,152,11.7,2.6
Erving,Franklin County,MA,Erving,2008-2012,1298,156,12,2.4
Essex,Essex County,MA,Essex,2008-2012,2762,230,8.3,2.8
Essex,Essex County,MA,Essex,2007-2011,2759,303,11,3.5
Essex,Essex County,MA,Essex,2010-2014,2876,189,6.6,2.6
Essex,Essex County,MA,Essex,2009-2013,2815,198,7,2.6
Essex,Essex County,MA,Essex,2012-2016,2854,180,6.3,2
Essex,Essex County,MA,Essex,2006-2010,2669,300,11.2,4.2
Essex,Essex County,MA,Essex,2014-2018,2826,203,7.2,2
Essex,Essex County,MA,Essex,2011-2015,2789,232,8.3,2.5
Essex,Essex County,MA,Essex,2013-2017,2811,216,7.7,2.4
Everett,Middlesex County,MA,Everett,2012-2016,34104,1167,3.4,0.6
Everett,Middlesex County,MA,Everett,2011-2015,33829,1347,4,0.7
Everett,Middlesex County,MA,Everett,2008-2012,32695,2005,6.1,1
Everett,Middlesex County,MA,Everett,2014-2018,34583,971,2.8,0.6
Everett,Middlesex County,MA,Everett,2007-2011,32064,2198,6.9,1.1
Everett,Middlesex County,MA,Everett,2013-2017,34466,1134,3.3,0.7
Everett,Middlesex County,MA,Everett,2006-2010,31928,2083,6.5,1.1
Everett,Middlesex County,MA,Everett,2010-2014,33128,1616,4.9,0.8
Everett,Middlesex County,MA,Everett,2009-2013,32965,1871,5.7,0.8
Fairhaven,Bristol County,MA,Fairhaven,2008-2012,13151,1375,10.5,1.4
Fairhaven,Bristol County,MA,Fairhaven,2007-2011,12904,1410,10.9,1.3
Fairhaven,Bristol County,MA,Fairhaven,2006-2010,12989,1569,12.1,1.7
Fairhaven,Bristol County,MA,Fairhaven,2013-2017,12987,1231,9.5,1.6
Fairhaven,Bristol County,MA,Fairhaven,2009-2013,13267,1276,9.6,1.5
Fairhaven,Bristol County,MA,Fairhaven,2011-2015,13237,1275,9.6,1.3
Fairhaven,Bristol County,MA,Fairhaven,2014-2018,12915,1151,8.9,1.6
Fairhaven,Bristol County,MA,Fairhaven,2010-2014,13144,1275,9.7,1.5
Fairhaven,Bristol County,MA,Fairhaven,2012-2016,13074,1264,9.7,1.6
Fall River,Bristol County,MA,Fall River,2008-2012,69687,5219,7.5,0.6
Fall River,Bristol County,MA,Fall River,2010-2014,70220,4659,6.6,0.5
Fall River,Bristol County,MA,Fall River,2013-2017,70979,4570,6.4,0.7
Fall River,Bristol County,MA,Fall River,2007-2011,70233,5391,7.7,0.6
Fall River,Bristol County,MA,Fall River,2012-2016,70898,4567,6.4,0.6
Fall River,Bristol County,MA,Fall River,2006-2010,69979,5376,7.7,0.6
Fall River,Bristol County,MA,Fall River,2014-2018,71015,4659,6.6,0.7
Fall River,Bristol County,MA,Fall River,2009-2013,69948,4770,6.8,0.6
Fall River,Bristol County,MA,Fall River,2011-2015,70728,4623,6.5,0.5
Falmouth,Barnstable County,MA,Falmouth,2008-2012,26163,3655,14,1.3
Falmouth,Barnstable County,MA,Falmouth,2013-2017,26492,2760,10.4,1.2
Falmouth,Barnstable County,MA,Falmouth,2011-2015,26027,2904,11.2,1.1
Falmouth,Barnstable County,MA,Falmouth,2009-2013,26085,3342,12.8,1.4
Falmouth,Barnstable County,MA,Falmouth,2007-2011,26133,3907,15,1.4
Falmouth,Barnstable County,MA,Falmouth,2014-2018,26051,2471,9.5,1.1
Falmouth,Barnstable County,MA,Falmouth,2010-2014,25838,3186,12.3,1.3
Falmouth,Barnstable County,MA,Falmouth,2012-2016,26246,2787,10.6,1.2
Falmouth,Barnstable County,MA,Falmouth,2006-2010,26452,4139,15.6,1.4
Fitchburg,Worcester County,MA,Fitchburg,2011-2015,31217,2361,7.6,0.8
Fitchburg,Worcester County,MA,Fitchburg,2014-2018,31578,2500,7.9,1.1
Fitchburg,Worcester County,MA,Fitchburg,2009-2013,31507,2660,8.4,1.1
Fitchburg,Worcester County,MA,Fitchburg,2012-2016,31196,2195,7,0.9
Fitchburg,Worcester County,MA,Fitchburg,2010-2014,31396,2320,7.4,1
Fitchburg,Worcester County,MA,Fitchburg,2013-2017,31402,2488,7.9,0.9
Fitchburg,Worcester County,MA,Fitchburg,2007-2011,31203,2607,8.4,1
Fitchburg,Worcester County,MA,Fitchburg,2006-2010,31196,2655,8.5,0.9
Fitchburg,Worcester County,MA,Fitchburg,2008-2012,31556,2751,8.7,1
Florida,Berkshire County,MA,Florida,2014-2018,628,53,8.4,2.8
Florida,Berkshire County,MA,Florida,2011-2015,582,36,6.2,2.5
Florida,Berkshire County,MA,Florida,2009-2013,594,53,8.9,3.3
Florida,Berkshire County,MA,Florida,2012-2016,623,50,8,2.7
Florida,Berkshire County,MA,Florida,2013-2017,655,60,9.2,3.1
Florida,Berkshire County,MA,Florida,2008-2012,563,68,12.1,4.8
Florida,Berkshire County,MA,Florida,2007-2011,575,81,14.1,5.9
Florida,Berkshire County,MA,Florida,2010-2014,626,53,8.5,3.1
Florida,Berkshire County,MA,Florida,2006-2010,605,110,18.2,5.8
Foxborough,Norfolk County,MA,Foxborough,2010-2014,13126,879,6.7,1.2
Foxborough,Norfolk County,MA,Foxborough,2009-2013,13029,896,6.9,1.1
Foxborough,Norfolk County,MA,Foxborough,2012-2016,13445,1164,8.7,1.3
Foxborough,Norfolk County,MA,Foxborough,2011-2015,13474,1113,8.3,1.5
Foxborough,Norfolk County,MA,Foxborough,2014-2018,13689,1126,8.2,1.9
Foxborough,Norfolk County,MA,Foxborough,2013-2017,13704,1089,7.9,1.7
Foxborough,Norfolk County,MA,Foxborough,2006-2010,12382,1176,9.5,1.3
Foxborough,Norfolk County,MA,Foxborough,2008-2012,12783,1046,8.2,1.4
Foxborough,Norfolk County,MA,Foxborough,2007-2011,12637,1100,8.7,1.4
Framingham,Middlesex County,MA,Framingham,2007-2011,53462,3059,5.7,0.6
Framingham,Middlesex County,MA,Framingham,2008-2012,54383,3008,5.5,0.6
Framingham,Middlesex County,MA,Framingham,2014-2018,57709,2486,4.3,0.6
Framingham,Middlesex County,MA,Framingham,2011-2015,55610,2773,5,0.6
Framingham,Middlesex County,MA,Framingham,2012-2016,56391,2762,4.9,0.5
Framingham,Middlesex County,MA,Framingham,2013-2017,56656,2739,4.8,0.5
Framingham,Middlesex County,MA,Framingham,2006-2010,53285,3218,6,0.7
Framingham,Middlesex County,MA,Framingham,2010-2014,54945,2947,5.4,0.5
Framingham,Middlesex County,MA,Framingham,2009-2013,54600,2809,5.1,0.5
Franklin,Norfolk County,MA,Franklin,2006-2010,21991,1683,7.7,1.1
Franklin,Norfolk County,MA,Franklin,2007-2011,22311,1504,6.7,0.9
Franklin,Norfolk County,MA,Franklin,2008-2012,22633,1411,6.2,0.9
Franklin,Norfolk County,MA,Franklin,2010-2014,23637,1442,6.1,1
Franklin,Norfolk County,MA,Franklin,2013-2017,24357,1532,6.3,1
Franklin,Norfolk County,MA,Franklin,2012-2016,24349,1616,6.6,0.9
Franklin,Norfolk County,MA,Franklin,2009-2013,23253,1390,6,0.9
Franklin,Norfolk County,MA,Franklin,2011-2015,24020,1623,6.8,1.1
Franklin,Norfolk County,MA,Franklin,2014-2018,24801,1435,5.8,1
Freetown,Bristol County,MA,Freetown,2013-2017,7265,550,7.6,1.6
Freetown,Bristol County,MA,Freetown,2012-2016,7078,554,7.8,1.2
Freetown,Bristol County,MA,Freetown,2014-2018,7391,580,7.8,1.6
Freetown,Bristol County,MA,Freetown,2007-2011,6879,741,10.8,2
Freetown,Bristol County,MA,Freetown,2009-2013,6834,693,10.1,1.5
Freetown,Bristol County,MA,Freetown,2011-2015,6977,650,9.3,1.7
Freetown,Bristol County,MA,Freetown,2006-2010,6865,715,10.4,2.1
Freetown,Bristol County,MA,Freetown,2008-2012,6812,734,10.8,1.8
Freetown,Bristol County,MA,Freetown,2010-2014,6949,694,10,1.6
Gardner,Worcester County,MA,Gardner,2012-2016,16097,1650,10.3,1.3
Gardner,Worcester County,MA,Gardner,2010-2014,16005,1904,11.9,1.6
Gardner,Worcester County,MA,Gardner,2009-2013,16029,1935,12.1,1.6
Gardner,Worcester County,MA,Gardner,2011-2015,16030,1843,11.5,1.2
Gardner,Worcester County,MA,Gardner,2008-2012,16070,1923,12,1.4
Gardner,Worcester County,MA,Gardner,2014-2018,16500,1548,9.4,1.3
Gardner,Worcester County,MA,Gardner,2006-2010,16111,1982,12.3,1.8
Gardner,Worcester County,MA,Gardner,2007-2011,16048,2068,12.9,1.8
Gardner,Worcester County,MA,Gardner,2013-2017,16318,1685,10.3,1.4
Georgetown,Essex County,MA,Georgetown,2007-2011,5825,508,8.7,1.5
Georgetown,Essex County,MA,Georgetown,2012-2016,6403,461,7.2,1.5
Georgetown,Essex County,MA,Georgetown,2006-2010,5682,545,9.6,1.9
Georgetown,Essex County,MA,Georgetown,2010-2014,6122,475,7.8,1.6
Georgetown,Essex County,MA,Georgetown,2011-2015,6285,467,7.4,1.6
Georgetown,Essex County,MA,Georgetown,2014-2018,6645,448,6.7,1.6
Georgetown,Essex County,MA,Georgetown,2008-2012,5921,487,8.2,1.6
