school.name,ORG.CODE,Municipal,County,State,Google_Place,Lat,Lng,Loc.Type,Address,loc
John D Mc Govern Elementary,1770013,Medway,Norfolk,Massachusetts,John D McGovern Elementary School,42.155099,-71.411859,school,"9 Lovering St, Medway, MA 02053, United States",42.1550990_-71.4118590
Memorial Elementary,1770015,Medway,Norfolk,Massachusetts,Francis J. Burke Memorial Elementary School,42.1418588,-71.4072334,school,"16 Cassidy Ln, Medway, MA 02053, United States",42.1418588_-71.4072334
Medway Middle,1770305,Medway,Norfolk,Massachusetts,Medway Middle School,42.1459705,-71.4073381,school,"45 Holliston St, Medway, MA 02053, United States",42.1459705_-71.4073381
Medway High,1770505,Medway,Norfolk,Massachusetts,Medway High School,42.1545356,-71.4385879,school,"88 Summer St, Medway, MA 02053, United States",42.1545356_-71.4385879
Early Childhood Center,1780003,Melrose,Middlesex,Massachusetts,Franklin School,42.4667023,-71.0618481,school,"16 Franklin St, Melrose, MA 02176, United States",42.4667023_-71.0618481
Herbert Clark Hoover,1780017,Melrose,Middlesex,Massachusetts,Hoover Elementary School,42.4495405,-71.0503295,school,"37 Glendower Rd, Melrose, MA 02176, United States",42.4495405_-71.0503295
Lincoln,1780020,Melrose,Middlesex,Massachusetts,Lincoln Elementary School,42.4520692,-71.0716482,school,"80 W Wyoming Ave, Melrose, MA 02176, United States",42.4520692_-71.0716482
Horace Mann,1780025,Melrose,Middlesex,Massachusetts,Horace Mann School,42.4686,-71.0565884,school,"40 Damon Ave, Melrose, MA 02176, United States",42.4686000_-71.0565884
Roosevelt,1780035,Melrose,Middlesex,Massachusetts,Roosevelt School,42.4656513,-71.071719,school,"253 Vinton St, Melrose, MA 02176, United States",42.4656513_-71.0717190
Winthrop,1780050,Melrose,Middlesex,Massachusetts,Winthrop Elementary School,42.4577617,-71.051486,school,"162 1st St, Melrose, MA 02176, United States",42.4577617_-71.0514860
Melrose Middle,1780305,Melrose,Middlesex,Massachusetts,Melrose Middle School,42.4639847,-71.0669967,school,"350 Lynn Fells Pkwy, Melrose, MA 02176, United States",42.4639847_-71.0669967
Melrose High,1780505,Melrose,Middlesex,Massachusetts,Melrose High School,42.4643134,-71.0663262,school,"360 Lynn Fells Pkwy, Melrose, MA 02176, United States",42.4643134_-71.0663262
Pleasant Valley School,1810004,Methuen,Essex,Massachusetts,Pleasant Valley School,42.7459238,-71.1320026,school,"Methuen, MA 01844, United States",42.7459238_-71.1320026
Marsh Grammar School,1810030,Methuen,Essex,Massachusetts,Marsh Grammar School,42.7291011,-71.2326694,school,"309 Pelham St, Methuen, MA 01844, United States",42.7291011_-71.2326694
Comprehensive Grammar School,1810050,Methuen,Essex,Massachusetts,Comprehensive Grammar School,42.7475361,-71.1757528,school,"100 Howe St, Methuen, MA 01844, United States",42.7475361_-71.1757528
Tenney Grammar School,1810055,Methuen,Essex,Massachusetts,Tenney Grammar School,42.7321041,-71.1774321,school,"75 Pleasant St, Methuen, MA 01844, United States",42.7321041_-71.1774321
Donald P Timony Grammar,1810060,Methuen,Essex,Massachusetts,Timony Grammar School,42.7308031,-71.1721821,school,"45 Pleasant View St, Methuen, MA 01844, United States",42.7308031_-71.1721821
Methuen High,1810505,Methuen,Essex,Massachusetts,Methuen High School,42.7329547,-71.1715207,school,"1 Ranger Rd, Methuen, MA 01844, United States",42.7329547_-71.1715207
Henry B. Burkland Elementary School,1820008,Middleborough,Plymouth,Massachusetts,Henry B. Burkland Elementary School,41.88661,-70.912325,school,"41 Mayflower Ave, Middleborough, MA 02346, United States",41.8866100_-70.9123250
Mary K. Goode Elementary School,1820010,Middleborough,Plymouth,Massachusetts,Mary K. Goode Elementary School,41.8865,-70.9125,school,"31 Mayflower Ave, Middleborough, MA 02346, United States",41.8865000_-70.9125000
Memorial Early Childhood Center,1820011,Middleborough,Plymouth,Massachusetts,Memorial Early Childhood Center,41.8952338,-70.9059019,school,"219 N Main St, Middleborough, MA 02346, United States",41.8952338_-70.9059019
Lincoln D Lynch School,1820020,Middleborough,Plymouth,Massachusetts,49 Union St,41.892386,-70.91226,street_address,"49 Union St, Middleborough, MA 02346, USA",41.8923860_-70.9122600
Mary K. Goode Elementary School,1820025,Middleborough,Plymouth,Massachusetts,Mary K. Goode Elementary School,41.8865,-70.9125,school,"31 Mayflower Ave, Middleborough, MA 02346, United States",41.8865000_-70.9125000
School Street Sch,1820035,Middleborough,Plymouth,Massachusetts,Middleborough High School,41.8803782,-70.9045121,school,"71 E Grove St, Middleborough, MA 02346, United States",41.8803782_-70.9045121
John T. Nichols Middle,1820305,Middleborough,Plymouth,Massachusetts,"John T. Nichols, Jr. Middle School",41.88877,-70.8947892,school,"112 Tiger Dr, Middleborough, MA 02346, United States",41.8887700_-70.8947892
Middleborough High,1820505,Middleborough,Plymouth,Massachusetts,Middleborough High School,41.8803782,-70.9045121,school,"71 E Grove St, Middleborough, MA 02346, United States",41.8803782_-70.9045121
Fuller Meadow,1840003,Middleton,Essex,Massachusetts,Fuller Meadow School,42.5845385,-71.0092194,school,"143 S Main St, Middleton, MA 01949, United States",42.5845385_-71.0092194
Howe-Manning,1840005,Middleton,Essex,Massachusetts,Howe-Manning Elementary School,42.5967723,-71.0152716,school,"26 Central St, Middleton, MA 01949, United States",42.5967723_-71.0152716
Memorial,1850010,Milford,Worcester,Massachusetts,Memorial Elementary School,42.145144,-71.5211959,school,"12 W Walnut St, Milford, MA 01757, United States",42.1451440_-71.5211959
Brookside,1850065,Milford,Worcester,Massachusetts,Brookside Elementary School,42.1499526,-71.5294597,school,"110 Congress St, Milford, MA 01757, United States",42.1499526_-71.5294597
Shining Star Early Childhood Center,1850075,Milford,Worcester,Massachusetts,Shining Star Early Childhood Learning Center,42.1486,-71.5355,point_of_interest,"Milford, MA 01757, United States",42.1486000_-71.5355000
Woodland,1850090,Milford,Worcester,Massachusetts,Woodland Elementary School,42.1588721,-71.5414805,school,"10 N Vine St, Milford, MA 01757, United States",42.1588721_-71.5414805
Stacy Middle,1850305,Milford,Worcester,Massachusetts,Stacy Middle School,42.1433901,-71.5201323,school,"66 School St, Milford, MA 01757, United States",42.1433901_-71.5201323
Milford Middle East,1850310,Milford,Worcester,Massachusetts,Middle School East,42.1438679,-71.5158274,school,"45 Main St, Milford, MA 01757, United States",42.1438679_-71.5158274
Milford High,1850505,Milford,Worcester,Massachusetts,Milford High School,42.149914,-71.535526,school,"31 W Fountain St, Milford, MA 01757, United States",42.1499140_-71.5355260
Elmwood Street,1860017,Millbury,Worcester,Massachusetts,Elmwood Street Elementary School,42.1875269,-71.7731881,school,"40 Elmwood St, Millbury, MA 01527, United States",42.1875269_-71.7731881
Raymond E. Shaw Elementary,1860025,Millbury,Worcester,Massachusetts,Raymond E. Shaw Elementary School,42.1929138,-71.7776788,school,"58 Elmwood St, Millbury, MA 01527, United States",42.1929138_-71.7776788
Millbury Junior/Senior High,1860505,Millbury,Worcester,Massachusetts,Millbury Jr/Sr High School,42.199584,-71.767411,school,"12 Martin St, Millbury, MA 01527, United States",42.1995840_-71.7674110
Clyde F Brown,1870005,Millis,Norfolk,Massachusetts,Clyde F Brown Elementary,42.1663451,-71.3594997,school,"5 Park Rd, Millis, MA 02054, United States",42.1663451_-71.3594997
Millis Middle,1870020,Millis,Norfolk,Massachusetts,Millis High School,42.1625067,-71.3547289,school,"245 Plain St, Millis, MA 02054, United States",42.1625067_-71.3547289
Millis High School,1870505,Millis,Norfolk,Massachusetts,Millis High School,42.1625067,-71.3547289,school,"245 Plain St, Millis, MA 02054, United States",42.1625067_-71.3547289
Collicot,1890005,Milton,Norfolk,Massachusetts,Collicot School,42.2537024,-71.052247499999993,school,"80 Edge Hill Rd, Milton, MA 02186, United States",42.2537024_-71.0522475
Cunningham School,1890007,Milton,Norfolk,Massachusetts,Cunningham Elementary School,42.2530199,-71.0532592,school,"44 Edge Hill Rd, Milton, MA 02186, United States",42.2530199_-71.0532592
Glover,1890010,Milton,Norfolk,Massachusetts,Glover School,42.261465,-71.075303,school,"255 Canton Ave, Milton, MA 02186, United States",42.2614650_-71.0753030
Tucker,1890020,Milton,Norfolk,Massachusetts,Tucker Elementary School,42.2608279,-71.0944511,school,"187 Blue Hills Pkwy, Milton, MA 02186, United States",42.2608279_-71.0944511
Charles S Pierce Middle,1890410,Milton,Norfolk,Massachusetts,Pierce Middle School,42.2582611,-71.0835755,school,"451 Central Ave, Milton, MA 02186, United States",42.2582611_-71.0835755
Milton High,1890505,Milton,Norfolk,Massachusetts,Milton High School,42.2511585,-71.0872894,school,"25 Gile Rd, Milton, MA 02186, United States",42.2511585_-71.0872894
Quarry Hill Community School,1910025,Monson,Hampden,Massachusetts,Quarry Hill Community School,42.1132981,-72.3241743,school,"43 Margaret St, Monson, MA 01057, United States",42.1132981_-72.3241743
Granite Valley Middle,1910310,Monson,Hampden,Massachusetts,Granite Valley Middle School,42.1124827,-72.3176624,school,"21 Thompson St, Monson, MA 01057, United States",42.1124827_-72.3176624
Monson Innovation High School,1910505,Monson,Hampden,Massachusetts,Monson High School,42.1153427,-72.3240665,school,"55 Margaret St, Monson, MA 01057, United States",42.1153427_-72.3240665
Johnson,1960010,Nahant,Essex,Massachusetts,Johnson School,42.4239859,-70.9322708,school,"290 Castle Rd, Nahant, MA 01908, United States",42.4239859_-70.9322708
Nantucket Elementary,1970005,Nantucket,Nantucket,Massachusetts,Nantucket Elementary School,41.269266,-70.0983995,school,"30 Surfside Rd, Nantucket, MA 02554, United States",41.2692660_-70.0983995
Cyrus Peirce,1970010,Nantucket,Nantucket,Massachusetts,Cyrus Peirce Middle School,41.2732705,-70.0989411,school,"Greensboro, NC 27405, United States",41.2732705_-70.0989411
Nantucket High,1970505,Nantucket,Nantucket,Massachusetts,Nantucket High School,41.2737788,-70.0985233,school,"10 Surfside Rd, Nantucket, MA 02554, United States",41.2737788_-70.0985233
Bennett-Hemenway,1980005,Natick,Middlesex,Massachusetts,Bennett-Hemenway Elementary School,42.30833,-71.3583144,school,"22 E Evergreen Rd, Natick, MA 01760, United States",42.3083300_-71.3583144
Brown,1980010,Natick,Middlesex,Massachusetts,Brown Elementary School,42.2927745,-71.3850832,school,"1 Jean Burke Dr, Natick, MA 01760, United States",42.2927745_-71.3850832
Johnson,1980031,Natick,Middlesex,Massachusetts,Johnson Elementary School,42.2784744,-71.3507522,school,"99 S Main St, Natick, MA 01760, United States",42.2784744_-71.3507522
Lilja Elementary,1980035,Natick,Middlesex,Massachusetts,Lilja Elementary School,42.2952077,-71.3275721,school,"41 Bacon St, Natick, MA 01760, United States",42.2952077_-71.3275721
Memorial,1980043,Natick,Middlesex,Massachusetts,Memorial Elementary School,42.270727,-71.3233863,school,"107 Eliot St, Natick, MA 01760, United States",42.2707270_-71.3233863
J F Kennedy Middle School,1980305,Natick,Middlesex,Massachusetts,J F Kennedy Middle School,42.2903345,-71.3842306,school,"165 Mill St, Natick, MA 01760, United States",42.2903345_-71.3842306
Wilson Middle,1980310,Natick,Middlesex,Massachusetts,Wilson Middle School,42.3021189,-71.3575839,school,"22 Rutledge Rd, Natick, MA 01760, United States",42.3021189_-71.3575839
Natick High,1980505,Natick,Middlesex,Massachusetts,Natick High School,42.2759414,-71.3613105,school,"15 West St, Natick, MA 01760, United States",42.2759414_-71.3613105
Broadmeadow,1990005,Needham,Norfolk,Massachusetts,Broadmeadow Elementary School,42.2793326,-71.2085731,school,"120 Broad Meadow Rd, Needham, MA 02492, United States",42.2793326_-71.2085731
John Eliot,1990020,Needham,Norfolk,Massachusetts,Eliot Elementary School,42.306122,-71.2400776,school,"135 Wellesley Ave, Needham Heights, MA 02494, United States",42.3061220_-71.2400776
Hillside Elementary,1990035,Needham,Norfolk,Massachusetts,Hillside Elementary School,42.2953856,-71.240319,school,"28 Glen Gary Rd, Needham, MA 02494, United States",42.2953856_-71.2403190
William Mitchell,1990040,Needham,Norfolk,Massachusetts,William Mitchell School,42.2889866,-71.2225549,school,"187 Brookline St, Needham, MA 02492, United States",42.2889866_-71.2225549
Newman Elementary,1990050,Needham,Norfolk,Massachusetts,Newman Elementary School,42.2821073,-71.2556404,school,"1155 Central Ave, Needham, MA 02492, United States",42.2821073_-71.2556404
Pollard Middle,1990405,Needham,Norfolk,Massachusetts,Pollard Middle School,42.2764304,-71.2266219,school,"200 Harris Ave, Needham, MA 02492, United States",42.2764304_-71.2266219
High Rock School,1990410,Needham,Norfolk,Massachusetts,Highrock School,42.2746019,-71.2438967,school,"77 Ferndale Rd, Needham, MA 02492, United States",42.2746019_-71.2438967
Needham High,1990505,Needham,Norfolk,Massachusetts,Needham High School,42.2863227,-71.2312935,school,"609 Webster St, Needham, MA 02494, United States",42.2863227_-71.2312935
Ingraham Pre-School Ctr,2010001,New Bedford,Bristol,Massachusetts,Ingraham Pre-School Center,41.6206,-70.9223,school,"New Bedford, MA 02744, United States",41.6206000_-70.9223000
Charles S Ashley,2010010,New Bedford,Bristol,Massachusetts,Charles S Ashley,41.676293,-70.9334576,school,"122 Rochambeau St, New Bedford, MA 02745, United States",41.6762930_-70.9334576
Elizabeth Carter Brooks,2010015,New Bedford,Bristol,Massachusetts,Elizabeth Carter Brooks,41.6431879,-70.9533825,school,"212 Nemasket St, New Bedford, MA 02740, United States",41.6431879_-70.9533825
Elwyn G Campbell,2010020,New Bedford,Bristol,Massachusetts,Elwyn G Campbell,41.7020477,-70.9375393,school,"New Bedford, MA 02745, United States",41.7020477_-70.9375393
James B Congdon,2010040,New Bedford,Bristol,Massachusetts,James B. Congdon,41.6217398,-70.9317366,school,"50 Hemlock St, New Bedford, MA 02740, United States",41.6217398_-70.9317366
Sgt Wm H Carney Academy,2010045,New Bedford,Bristol,Massachusetts,Sgt Wm H Carney Academy,41.6361104,-70.9327707,school,"247 Elm St, New Bedford, MA 02740, United States",41.6361104_-70.9327707
John B Devalles,2010050,New Bedford,Bristol,Massachusetts,John B Devalles,41.6184376,-70.9283713,school,"120 Catherine Ln, New Bedford, MA 02744, United States",41.6184376_-70.9283713
George H Dunbar,2010060,New Bedford,Bristol,Massachusetts,George H Dunbar,41.618538,-70.935397,school,"338 Dartmouth St, New Bedford, MA 02740, United States",41.6185380_-70.9353970
Alfred J Gomes,2010063,New Bedford,Bristol,Massachusetts,Alfred J Gomes,41.6259339,-70.922144,school,"286 S 2nd St, New Bedford, MA 02740, United States",41.6259339_-70.9221440
John Hannigan,2010070,New Bedford,Bristol,Massachusetts,John Hannigan,41.5997953,-70.9056276,school,"71 Portland St, New Bedford, MA 02744, United States",41.5997953_-70.9056276
Ellen R Hathaway,2010075,New Bedford,Bristol,Massachusetts,Ellen R Hathaway,41.6331596,-70.9400385,school,"New Bedford, MA 02740, United States",41.6331596_-70.9400385
Hayden/McFadden,2010078,New Bedford,Bristol,Massachusetts,Hayden-McFadden School,41.6547721,-70.9318165,school,"361 Cedar Grove St, New Bedford, MA 02746, United States",41.6547721_-70.9318165
Horatio A Kempton,2010085,New Bedford,Bristol,Massachusetts,Horatio A Kempton,41.6456595,-70.9397609,school,"New Bedford, MA 02740, United States",41.6456595_-70.9397609
Abraham Lincoln,2010095,New Bedford,Bristol,Massachusetts,Abraham Lincoln,41.6693022,-70.9326507,school,"New Bedford, MA 02745, United States",41.6693022_-70.9326507
Carlos Pacheco,2010105,New Bedford,Bristol,Massachusetts,Carlos Pacheco,41.6566882,-70.9404474,school,"261 Mt Pleasant St, New Bedford, MA 02746, United States",41.6566882_-70.9404474
Sarah D Ottiwell,2010110,New Bedford,Bristol,Massachusetts,Sarah D Ottiwell School,41.6653816,-70.9242051,school,"26 Madeira Ave, New Bedford, MA 02746, United States",41.6653816_-70.9242051
John Avery Parker,2010115,New Bedford,Bristol,Massachusetts,John Avery Parker,41.6444312,-70.9320947,school,"705 County St, New Bedford, MA 02740, United States",41.6444312_-70.9320947
Phillips Avenue,2010120,New Bedford,Bristol,Massachusetts,George H Dunbar,41.618538,-70.935397,school,"338 Dartmouth St, New Bedford, MA 02740, United States",41.6185380_-70.9353970
Casimir Pulaski,2010123,New Bedford,Bristol,Massachusetts,Casimir Pulaski School,41.7283758,-70.9448209,school,"1097 Braley Rd, New Bedford, MA 02745, United States",41.7283758_-70.9448209
Thomas R Rodman,2010125,New Bedford,Bristol,Massachusetts,Thomas R Rodman,41.636328,-70.948643,school,"497 Mill St, New Bedford, MA 02740, United States",41.6363280_-70.9486430
Jireh Swift,2010130,New Bedford,Bristol,Massachusetts,Jireh Swift School,41.68245,-70.922766,school,"2203 Acushnet Ave, New Bedford, MA 02745, United States",41.6824500_-70.9227660
William H Taylor,2010135,New Bedford,Bristol,Massachusetts,William H Taylor,41.609197,-70.911425,school,"620 Brock Ave, New Bedford, MA 02744, United States",41.6091970_-70.9114250
Betsey B Winslow,2010140,New Bedford,Bristol,Massachusetts,Betsey B Winslow,41.6256597,-70.9447608,school,"New Bedford, MA 02740, United States",41.6256597_-70.9447608
Keith Middle School,2010405,New Bedford,Bristol,Massachusetts,Keith Middle School,41.646054,-70.9496497,school,"225 Hathaway Blvd, New Bedford, MA 02740, United States",41.6460540_-70.9496497
Normandin Middle School,2010410,New Bedford,Bristol,Massachusetts,Normandin Middle School,41.6812853,-70.9287362,school,"81 Felton St, New Bedford, MA 02745, United States",41.6812853_-70.9287362
Roosevelt Middle School,2010415,New Bedford,Bristol,Massachusetts,Roosevelt Middle School,41.6101269,-70.9119538,school,"119 Frederick St, New Bedford, MA 02744, United States",41.6101269_-70.9119538
New Bedford High,2010505,New Bedford,Bristol,Massachusetts,New Bedford High School,41.6453018,-70.9470754,school,"230 Hathaway Blvd, New Bedford, MA 02740, United States",41.6453018_-70.9470754
Trinity Day Academy,2010510,New Bedford,Bristol,Massachusetts,Trinity Day Academy,41.6389082,-70.9369923,school,"New Bedford, MA 02740, United States",41.6389082_-70.9369923
Whaling City Junior/Senior High School,2010515,New Bedford,Bristol,Massachusetts,Whaling City Alternative School,41.634738,-70.9316404,school,"455 County St, New Bedford, MA 02740, United States",41.6347380_-70.9316404
Francis T Bresnahan Elementary,2040005,Newburyport,Essex,Massachusetts,Francis T Bresnahan Elementary School,42.8196377,-70.8968419,school,"333 High St, Newburyport, MA 01950, United States",42.8196377_-70.8968419
George W Brown,2040010,Newburyport,Essex,Massachusetts,George W Brown School,42.8060146,-70.8646367,school,"40 Milk St, Newburyport, MA 01950, United States",42.8060146_-70.8646367
Kelley,2040020,Newburyport,Essex,Massachusetts,Kelley School,42.8091291,-70.8759291,point_of_interest,"149 High St, Newburyport, MA 01950, United States",42.8091291_-70.8759291
Edward G. Molin Elementary School,2040030,Newburyport,Essex,Massachusetts,Molin Upper Elementary School,42.8088651,-70.8874225,school,"70 Low St, Newburyport, MA 01950, United States",42.8088651_-70.8874225
Rupert A Nock Middle,2040305,Newburyport,Essex,Massachusetts,Rupert A Nock Middle School,42.8088416,-70.8873505,school,"70 Low St, Newburyport, MA 01950, United States",42.8088416_-70.8873505
Newburyport High,2040505,Newburyport,Essex,Massachusetts,Newburyport High School,42.8131417,-70.8862475,school,"241 High St, Newburyport, MA 01950, United States",42.8131417_-70.8862475
A E Angier,2070005,Newton,Middlesex,Massachusetts,Albert Edgar Angier School,42.3265807,-71.232528,school,"1697 Beacon St, Waban, MA 02468, United States",42.3265807_-71.2325280
Bowen,2070015,Newton,Middlesex,Massachusetts,Bowen Elementary School,42.3216336,-71.1877913,school,"280 Cypress St, Newton, MA 02459, United States",42.3216336_-71.1877913
C C Burr,2070020,Newton,Middlesex,Massachusetts,Burr Elementary School,42.3522553,-71.2420665,school,"171 Pine St, Auburndale, MA 02466, United States",42.3522553_-71.2420665
Cabot,2070025,Newton,Middlesex,Massachusetts,Cabot Elementary School,42.3490686,-71.1987762,school,"229 Cabot St, Newton, MA 02460, United States",42.3490686_-71.1987762
Countryside,2070040,Newton,Middlesex,Massachusetts,Countryside,42.3128402,-71.2024945,school,"191 Dedham St, Newton Highlands, MA 02461, United States",42.3128402_-71.2024945
Franklin,2070055,Newton,Middlesex,Massachusetts,Franklin Elementary School,42.3584075,-71.2285842,school,"125 Derby St, West Newton, MA 02465, United States",42.3584075_-71.2285842
Lincoln-Eliot,2070070,Newton,Middlesex,Massachusetts,Lincoln Eliot School,42.3597728,-71.1940677,school,"191 Pearl St, Newton, MA 02458, United States",42.3597728_-71.1940677
Horace Mann,2070075,Newton,Middlesex,Massachusetts,Horace Mann Elementary School,42.3546429,-71.2134924,school,"687 Watertown St, Newtonville, MA 02460, United States",42.3546429_-71.2134924
Mason-Rice,2070080,Newton,Middlesex,Massachusetts,Mason-Rice Elementary School,42.3325696,-71.1995531,school,"149 Pleasant St, Newton Centre, MA 02459, United States",42.3325696_-71.1995531
Peirce,2070100,Newton,Middlesex,Massachusetts,Peirce Elementary School,42.3419924,-71.2315034,school,"170 Temple St, West Newton, MA 02465, United States",42.3419924_-71.2315034
Memorial Spaulding,2070105,Newton,Middlesex,Massachusetts,Memorial Spaulding Elementary School,42.3021295,-71.1777946,school,"250 Brookline St, Newton, MA 02459, United States",42.3021295_-71.1777946
Newton Early Childhood Center,2070108,Newton,Middlesex,Massachusetts,Newton Early Childhood Program,42.3570066,-71.2094693,school,"100 Walnut St, Newtonville, MA 02460, United States",42.3570066_-71.2094693
Underwood,2070115,Newton,Middlesex,Massachusetts,Underwood Elementary School,42.3551651,-71.1837964,school,"101 Vernon St, Newton, MA 02458, United States",42.3551651_-71.1837964
John Ward,2070120,Newton,Middlesex,Massachusetts,Ward Elementary School,42.3405171,-71.1787059,school,"10 Dolphin Rd, Newton, MA 02459, United States",42.3405171_-71.1787059
Williams,2070125,Newton,Middlesex,Massachusetts,Williams Elementary School,42.3420411,-71.2497782,school,"141 Grove St, Auburndale, MA 02466, United States",42.3420411_-71.2497782
Zervas,2070130,Newton,Middlesex,Massachusetts,Zervas Elementary School,42.3297826,-71.2179128,school,"30 Beethoven Ave, Waban, MA 02468, United States",42.3297826_-71.2179128
Bigelow Middle,2070305,Newton,Middlesex,Massachusetts,Bigelow Middle School,42.3536144,-71.1813239,school,"42 Vernon St, Newton, MA 02458, United States",42.3536144_-71.1813239
Charles E Brown Middle,2070310,Newton,Middlesex,Massachusetts,Charles E. Brown Middle School,42.3089233,-71.1899671,school,"125 Meadowbrook Rd, Newton Centre, MA 02459, United States",42.3089233_-71.1899671
F A Day Middle,2070315,Newton,Middlesex,Massachusetts,F.A. Day Middle School,42.3580861,-71.2131455,school,"21 Minot Pl, Newtonville, MA 02460, United States",42.3580861_-71.2131455
Oak Hill Middle,2070320,Newton,Middlesex,Massachusetts,Oak Hill Middle School,42.3100833,-71.1916449,school,"130 Wheeler Rd, Newton, MA 02459, United States",42.3100833_-71.1916449
Newton North High,2070505,Newton,Middlesex,Massachusetts,Newton North High School,42.3451196,-71.2074445,school,"457 Walnut St, Newton, MA 02460, United States",42.3451196_-71.2074445
Newton South High,2070510,Newton,Middlesex,Massachusetts,Newton South High School,42.313984,-71.1869516,school,"140 Brandeis Rd, Newton Centre, MA 02459, United States",42.3139840_-71.1869516
Freeman-Kennedy School,2080005,Norfolk,Norfolk,Massachusetts,Freeman-Kennedy School,42.12417,-71.32359,school,"70 Boardman St, Norfolk, MA 02056, United States",42.1241700_-71.3235900
H Olive Day,2080015,Norfolk,Norfolk,Massachusetts,H. Olive Day School,42.1203238,-71.3347466,school,"232 Main St, Norfolk, MA 02056, United States",42.1203238_-71.3347466
J S Sullivan,2090008,Clarksburg,Berkshire,Massachusetts,Sullivan School,42.6945263,-73.0989921,school,"151 Kemp Ave, North Adams, MA 01247, United States",42.6945263_-73.0989921
Greylock,2090015,Clarksburg,Berkshire,Massachusetts,Greylock,42.6972924,-73.1559702,school,"100 Phelps Ave, North Adams, MA 01247, United States",42.6972924_-73.1559702
Brayton,2090035,Clarksburg,Berkshire,Massachusetts,Brayton Elementary School,42.6966083,-73.1366893,school,"20 Barbour St, North Adams, MA 01247, United States",42.6966083_-73.1366893
Silvio O Conte Middle,2090305,Clarksburg,Berkshire,Massachusetts,Silvio O Conte Middle School,42.699532,-73.1090904,school,"24 Church St, North Adams, MA 01247, United States",42.6995320_-73.1090904
Drury High,2090505,Clarksburg,Berkshire,Massachusetts,Drury High School,42.6701136,-73.0960893,school,"1130 Church St, North Adams, MA 01247, United States",42.6701136_-73.0960893
Bridge Street,2100005,Northampton,Hampshire,Massachusetts,Bridge Street Elementary Schl,42.32354,-72.626367,school,"2 Parsons St, Northampton, MA 01060, United States",42.3235400_-72.6263670
Jackson Street,2100020,Northampton,Hampshire,Massachusetts,Jackson Street School,42.3344553,-72.6449053,school,"120 Jackson St, Northampton, MA 01060, United States",42.3344553_-72.6449053
Leeds,2100025,Northampton,Hampshire,Massachusetts,Leeds Elementary School,42.3519041,-72.6984349,school,"20 Florence St, Leeds, MA 01053, United States",42.3519041_-72.6984349
R. K. Finn Ryan Road,2100029,Northampton,Hampshire,Massachusetts,RK Finn Ryan Road School,42.317189,-72.6935718,school,"498 Ryan Rd, Florence, MA 01062, United States",42.3171890_-72.6935718
John F Kennedy Middle School,2100410,Northampton,Hampshire,Massachusetts,John F. Kennedy Middle School,42.3452647,-72.6771402,school,"100 Bridge Rd, Florence, MA 01062, United States",42.3452647_-72.6771402
Northampton High,2100505,Northampton,Hampshire,Massachusetts,Northampton High School,42.3248547,-72.6517043,school,"380 Elm St, Northampton, MA 01060, United States",42.3248547_-72.6517043
Atkinson,2110001,North Andover,Essex,Massachusetts,Atkinson Elementary School,42.6897308,-71.1230929,school,"111 Phillips Brooks Rd, North Andover, MA 01845, United States",42.6897308_-71.1230929
Bradstreet,2110005,North Andover,Essex,Massachusetts,70 Main St,42.7040901,-71.1325793,street_address,"70 Main St, North Andover, MA 01845, USA",42.7040901_-71.1325793
Franklin,2110010,North Andover,Essex,Massachusetts,Franklin Elementary School,42.6766791,-71.1197052,school,"2 Cypress Terrace, North Andover, MA 01845, United States",42.6766791_-71.1197052
Kittredge,2110015,North Andover,Essex,Massachusetts,Kittredge Elementary School,42.6921021,-71.1193626,school,"601 Main St, North Andover, MA 01845, United States",42.6921021_-71.1193626
Annie L Sargent School,2110018,North Andover,Essex,Massachusetts,Annie L Sargent Elementary School,42.6712314,-71.0972716,school,"300 Abbott St, North Andover, MA 01845, United States",42.6712314_-71.0972716
Thomson,2110020,North Andover,Essex,Massachusetts,Pvt. Albert E. Thomson Elementary School,42.6965875,-71.1350493,school,"266 Waverly Rd, North Andover, MA 01845, United States",42.6965875_-71.1350493
North Andover Middle,2110305,North Andover,Essex,Massachusetts,North Andover Middle School,42.692718,-71.1219917,school,"495 Main St, North Andover, MA 01845, United States",42.6927180_-71.1219917
North Andover High,2110505,North Andover,Essex,Massachusetts,North Andover High School,42.6999184,-71.1163794,school,"430 Osgood St, North Andover, MA 01845, United States",42.6999184_-71.1163794
Allen Avenue,2120005,North Attleborough,Bristol,Massachusetts,Allen Avenue Elementary School,41.9452037,-71.3521617,school,"290 Allen Ave, North Attleborough, MA 02760, United States",41.9452037_-71.3521617
Amvet Boulevard,2120007,North Attleborough,Bristol,Massachusetts,Amvet Boulevard School,41.9764595,-71.3427458,school,"70 Amvet Blvd, North Attleborough, MA 02760, United States",41.9764595_-71.3427458
Falls,2120010,North Attleborough,Bristol,Massachusetts,Falls Elementary School,41.9722919,-71.3144812,school,"2 Jackson St, Attleboro Falls, MA 02763, United States",41.9722919_-71.3144812
Joseph W Martin Jr Elementary,2120013,North Attleborough,Bristol,Massachusetts,Joseph W Martin School,41.9971037,-71.2958687,school,"north 02760, 37 Landry Ave, North Attleborough, MA 02760, United States",41.9971037_-71.2958687
Roosevelt Avenue,2120015,North Attleborough,Bristol,Massachusetts,Roosevelt Avenue Elem School,41.9784,-71.341058,school,"108 Roosevelt Ave, North Attleborough, MA 02760, United States",41.9784000_-71.3410580
