school.name,ORG.CODE,Municipal,County,State,Google_Place,Lat,Lng,Loc.Type,Address,loc
North Attleborough Early Learning Center,2120020,North Attleborough,Bristol,Massachusetts,Early Learning Center,41.9921,-71.3318,school,"25 School St, North Attleborough, MA 02760, United States",41.9921000_-71.3318000
Community,2120030,North Attleborough,Bristol,Massachusetts,Community Elementary School,41.9805759,-71.3350211,school,"45 S Washington St, North Attleborough, MA 02760, United States",41.9805759_-71.3350211
North Attleborough Middle,2120305,North Attleborough,Bristol,Massachusetts,North Attleborough Middle School,41.983021,-71.310453,school,"564 Landry Ave, North Attleborough, MA 02760, United States",41.9830210_-71.3104530
North Attleboro High,2120505,North Attleborough,Bristol,Massachusetts,North Attleboro High School,41.9820732,-71.3099447,school,"1 Wilson Whitty Way, North Attleborough, MA 02760, United States",41.9820732_-71.3099447
Lincoln Street,2130003,Northborough,Worcester,Massachusetts,Lincoln Street School,42.3156392,-71.6561614,school,"76 Lincoln St, Northborough, MA 01532, United States",42.3156392_-71.6561614
Marguerite E Peaslee,2130014,Northborough,Worcester,Massachusetts,Marguerite Elementary Peaslee School,42.3223937,-71.6281103,school,"31 Maple St, Northborough, MA 01532, United States",42.3223937_-71.6281103
Fannie E Proctor,2130015,Northborough,Worcester,Massachusetts,Fannie E Proctor School,42.3025937,-71.6531233,school,"Northborough, MA 01532, United States",42.3025937_-71.6531233
Marion E Zeh,2130020,Northborough,Worcester,Massachusetts,Zeh School,42.324196,-71.648235,school,"33 Howard St, Northborough, MA 01532, United States",42.3241960_-71.6482350
Robert E. Melican Middle School,2130305,Northborough,Worcester,Massachusetts,ROBERT E. MELICAN MIDDLE SCHOOL,42.3201332,-71.6593197,school,"145 Lincoln St, Northborough, MA 01532, United States",42.3201332_-71.6593197
W Edward Balmer,2140001,Northbridge,Worcester,Massachusetts,W Edward Balmer,42.1154113,-71.6799977,school,"21 Crescent St, Whitinsville, MA 01588, United States",42.1154113_-71.6799977
Northbridge Elementary,2140005,Northbridge,Worcester,Massachusetts,Northbridge Elementary School,42.110675,-71.6601167,school,"30 Cross St, Whitinsville, MA 01588, United States",42.1106750_-71.6601167
Aldrich School,2140010,Northbridge,Worcester,Massachusetts,Aldrich School,42.1109297,-71.6650671,school,"Whitinsville, MA 01588, United States",42.1109297_-71.6650671
Northbridge Primary Sch,2140020,Northbridge,Worcester,Massachusetts,Northbridge School District,42.110078,-71.6606525,political,"87 Linwood Ave, Whitinsville, MA 01588, United States",42.1100780_-71.6606525
Northbridge Middle,2140305,Northbridge,Worcester,Massachusetts,Northbridge Middle School,42.1090298,-71.6575226,school,"171 Linwood Ave, Whitinsville, MA 01588, United States",42.1090298_-71.6575226
Northbridge High,2140505,Northbridge,Worcester,Massachusetts,Northbridge High School,42.105235,-71.649642,school,"427 Linwood Ave, Whitinsville, MA 01588, United States",42.1052350_-71.6496420
North Brookfield Elementary,2150015,North Brookfield,Worcester,Massachusetts,North Brookfield Elementary,42.2784371,-72.0799618,school,"10 High School Dr, North Brookfield, MA 01535, United States",42.2784371_-72.0799618
North Brookfield High,2150505,North Brookfield,Worcester,Massachusetts,North Brookfield Elementary,42.2784371,-72.0799618,school,"10 High School Dr, North Brookfield, MA 01535, United States",42.2784371_-72.0799618
E Ethel Little School,2170003,North Reading,Middlesex,Massachusetts,Little School,42.570409,-71.121038,school,"7 Barberry Rd, North Reading, MA 01864, United States",42.5704090_-71.1210380
L D Batchelder,2170005,North Reading,Middlesex,Massachusetts,Batchelder School,42.5749401,-71.0798358,school,"175 Park St, North Reading, MA 01864, United States",42.5749401_-71.0798358
J Turner Hood,2170010,North Reading,Middlesex,Massachusetts,J.Turner Hood Elementary,42.5953976,-71.0889753,school,"298 Haverhill St, North Reading, MA 01864, United States",42.5953976_-71.0889753
North Reading Middle,2170305,North Reading,Middlesex,Massachusetts,North Reading Middle School,42.5784053,-71.0854623,school,"189 Park St, North Reading, MA 01864, United States",42.5784053_-71.0854623
North Reading High,2170505,North Reading,Middlesex,Massachusetts,North Reading High School,42.5776551,-71.0841876,school,"189 Park St, North Reading, MA 01864, United States",42.5776551_-71.0841876
L G Nourse Elementary,2180010,Norton,Bristol,Massachusetts,L G Nourse Elementary School,41.9684333,-71.1667154,school,"38 Plain St, Norton, MA 02766, United States",41.9684333_-71.1667154
J C Solmonese,2180015,Norton,Bristol,Massachusetts,Solmonese School,41.9527379,-71.2278967,school,"315 W Main St, Norton, MA 02766, United States",41.9527379_-71.2278967
Henri A. Yelle,2180060,Norton,Bristol,Massachusetts,Henri A. Yelle,41.9621367,-71.1923735,school,"64 W Main St, Norton, MA 02766, United States",41.9621367_-71.1923735
Norton Middle,2180305,Norton,Bristol,Massachusetts,Norton Middle school,41.9590657,-71.2133475,school,"215 W Main St, Norton, MA 02766, United States",41.9590657_-71.2133475
Norton High,2180505,Norton,Bristol,Massachusetts,Norton High School,41.9605843,-71.1962537,school,"66 W Main St, Norton, MA 02766, United States",41.9605843_-71.1962537
Grace Farrar Cole,2190005,Norwell,Plymouth,Massachusetts,Grace Farrar Cole,42.1672719,-70.8803038,school,"81 High St, Norwell, MA 02061, United States",42.1672719_-70.8803038
William G Vinal,2190020,Norwell,Plymouth,Massachusetts,William G.Vinal Elementary School,42.1762919,-70.796179,school,"102 Old Oaken Bucket Rd, Norwell, MA 02061, United States",42.1762919_-70.7961790
Norwell Middle School,2190405,Norwell,Plymouth,Massachusetts,Norwell Middle School,42.1574917,-70.8199742,school,"328 Main St, Norwell, MA 02061, United States",42.1574917_-70.8199742
Norwell High,2190505,Norwell,Plymouth,Massachusetts,Norwell High School,42.1562557,-70.8375102,school,"18 South St, Norwell, MA 02061, United States",42.1562557_-70.8375102
Balch,2200005,Norwood,Norfolk,Massachusetts,Balch Elementary School,42.1769574,-71.2054359,school,"1170 Washington St, Norwood, MA 02062, United States",42.1769574_-71.2054359
Cornelius M Callahan,2200010,Norwood,Norfolk,Massachusetts,Cornelius M Callahan,42.195457,-71.190771,school,"Norwood, MA 02062, United States",42.1954570_-71.1907710
F A Cleveland,2200015,Norwood,Norfolk,Massachusetts,F A Cleveland School,42.1840611,-71.2198952,school,"Norwood, MA 02062, United States",42.1840611_-71.2198952
John P Oldham,2200020,Norwood,Norfolk,Massachusetts,Oldham Elementary School,42.2040598,-71.2048119,school,"165 Prospect St, Norwood, MA 02062, United States",42.2040598_-71.2048119
Charles J Prescott,2200025,Norwood,Norfolk,Massachusetts,Prescott Elementary School,42.1755199,-71.1814491,school,"66 Richland Rd, Norwood, MA 02062, United States",42.1755199_-71.1814491
George F. Willett,2200075,Norwood,Norfolk,Massachusetts,George F. Willett Early Childhood Center,42.1936475,-71.2218106,school,"100 Westover Pkwy, Norwood, MA 02062, United States",42.1936475_-71.2218106
Dr. Philip O. Coakley Middle School,2200305,Norwood,Norfolk,Massachusetts,Dr. Philip O. Coakley Middle School,42.1721123,-71.2109562,school,"1315 Washington St, Norwood, MA 02062, United States",42.1721123_-71.2109562
Norwood High,2200505,Norwood,Norfolk,Massachusetts,Norwood High School,42.1906657,-71.2144578,school,"245 Nichols St, Norwood, MA 02062, United States",42.1906657_-71.2144578
Oak Bluffs Elementary,2210005,Oak Bluffs,Dukes,Massachusetts,Oak Bluffs Elementary School,41.446414,-70.568836,school,"50 Tradewinds Rd, Oak Bluffs, MA 02557, United States",41.4464140_-70.5688360
Butterfield,2230003,Orange,Franklin,Massachusetts,Butterfield Elementary School,42.587528,-72.310103,school,"94 S Main St, Orange, MA 01364, United States",42.5875280_-72.3101030
Dexter Park,2230010,Orange,Franklin,Massachusetts,Dexter Park School,42.5986977,-72.3092512,school,"Dexter Street Extension, Orange, MA 01364, United States",42.5986977_-72.3092512
Fisher Hill,2230015,Orange,Franklin,Massachusetts,Fisher Hill Elementary School,42.5972369,-72.3110756,school,"59 Dexter St, Orange, MA 01364, United States",42.5972369_-72.3110756
Orleans Elementary,2240005,Orleans,Barnstable,Massachusetts,Orleans Elementary School,41.781574,-69.993431,school,"46 Eldridge Park Way, Orleans, MA 02653, United States",41.7815740_-69.9934310
Clara Barton,2260005,Oxford,Worcester,Massachusetts,Clara Barton School,42.151429,-71.869248,school,"25 Depot Rd, Oxford, MA 01540, United States",42.1514290_-71.8692480
Alfred M Chaffee,2260010,Oxford,Worcester,Massachusetts,Alfred M Chafee School,42.1084288,-71.8695164,school,"9 Clover St, Oxford, MA 01540, United States",42.1084288_-71.8695164
Oxford Middle,2260405,Oxford,Worcester,Massachusetts,Oxford Middle School,42.137519,-71.868728,school,"497 Main St, Oxford, MA 01540, United States",42.1375190_-71.8687280
Oxford High,2260505,Oxford,Worcester,Massachusetts,Oxford High School,42.1366476,-71.8725835,school,"100 Carbuncle Dr, Oxford, MA 01540, United States",42.1366476_-71.8725835
Old Mill Pond,2270008,Palmer,Hampden,Massachusetts,Old Mill Pond Elementary School,42.1855118,-72.3419463,school,"4107 Main St, Palmer, MA 01069, United States",42.1855118_-72.3419463
Converse Middle,2270305,Palmer,Hampden,Massachusetts,Converse Middle School,42.1600446,-72.3264396,school,"24 Converse St, Palmer, MA 01069, United States",42.1600446_-72.3264396
Palmer High,2270505,Palmer,Hampden,Massachusetts,Palmer High School,42.1857324,-72.3394025,school,"4105 Main St, Palmer, MA 01069, United States",42.1857324_-72.3394025
Captain Samuel Brown,2290005,Peabody,Essex,Massachusetts,Captain Samuel Brown,42.5071011,-70.9506351,school,"150 Lynn St, Peabody, MA 01960, United States",42.5071011_-70.9506351
John E Burke,2290007,Peabody,Essex,Massachusetts,John E Burke School,42.562113600000004,-71.0239939,school,"127 Birch St, Peabody, MA 01960, United States",42.5621136_-71.0239939
Thomas Carroll,2290010,Peabody,Essex,Massachusetts,Thomas Carroll Elementary School,42.5322068,-70.9175901,school,"60 Northend St, Peabody, MA 01960, United States",42.5322068_-70.9175901
Center,2290015,Peabody,Essex,Massachusetts,Peabody Public Schools,42.5471924,-70.994942,school,"21 Johnson St, Peabody, MA 01960, United States",42.5471924_-70.9949420
John E. McCarthy,2290016,Peabody,Essex,Massachusetts,John E. McCarthy Elementary School,42.5392323,-71.0017027,school,"76 Lake St, Peabody, MA 01960, United States",42.5392323_-71.0017027
William A Welch Sr,2290027,Peabody,Essex,Massachusetts,William A.Welch Sr. Elementary,42.517894,-70.9303147,school,"50 Swampscott Ave, Peabody, MA 01960, United States",42.5178940_-70.9303147
Kiley Bros Memorial,2290030,Peabody,Essex,Massachusetts,Peabody Public Schools,42.5471924,-70.994942,school,"21 Johnson St, Peabody, MA 01960, United States",42.5471924_-70.9949420
South Memorial,2290035,Peabody,Essex,Massachusetts,South Memorial,42.5149713,-70.9484174,school,"16 Maple Street Ext, Peabody, MA 01960, United States",42.5149713_-70.9484174
West Memorial,2290045,Peabody,Essex,Massachusetts,West Memorial,42.548048,-71.013784,school,"Peabody, MA 01960, United States",42.5480480_-71.0137840
J Henry Higgins Middle,2290305,Peabody,Essex,Massachusetts,J. Henry Higgins Middle School,42.5258056,-70.9411266,school,"85 Perkins St, Peabody, MA 01960, United States",42.5258056_-70.9411266
Peabody Veterans Memorial High,2290510,Peabody,Essex,Massachusetts,Peabody Veterans Memorial High School,42.5445452,-70.9741513,school,"485 Lowell St, Peabody, MA 01960, United States",42.5445452_-70.9741513
Pelham Elementary,2300005,Amherst,Hampshire,Massachusetts,Pelham Elementary School,42.3781411,-72.4684998,school,"45 Amherst Rd, Pelham, MA 01002, United States",42.3781411_-72.4684998
Bryantville Elementary,2310003,Pembroke,Plymouth,Massachusetts,Bryantville Elementary School,42.0443291,-70.8236969,school,"29 Gurney Dr, Pembroke, MA 02359, United States",42.0443291_-70.8236969
Hobomock Elementary,2310010,Pembroke,Plymouth,Massachusetts,Hobomock Elementary School,42.0534354,-70.795318,school,"Pembroke, MA 02359, United States",42.0534354_-70.7953180
North Pembroke Elementary,2310015,Pembroke,Plymouth,Massachusetts,North Pembroke Elementary School,42.0973241,-70.7794849,school,"72 Pilgrim Rd, Pembroke, MA 02359, United States",42.0973241_-70.7794849
Pembroke Community Middle School,2310305,Pembroke,Plymouth,Massachusetts,Pembroke Community Middle School,42.0322164,-70.8012991,school,"559 School St, Pembroke, MA 02359, United States",42.0322164_-70.8012991
Pembroke High School,2310505,Pembroke,Plymouth,Massachusetts,Pembroke High School,42.0536,-70.798,school,"80 Learning Ln, Pembroke, MA 02359, United States",42.0536000_-70.7980000
Petersham Center,2340005,Petersham,Worcester,Massachusetts,Petersham Center,42.4856923,-72.1911092,school,"31 Spring St, Petersham, MA 01366, United States",42.4856923_-72.1911092
Allendale,2360010,Pittsfield,Berkshire,Massachusetts,Allendale Elementary School,42.4589354,-73.2201378,school,"180 Connecticut Ave, Pittsfield, MA 01201, United States",42.4589354_-73.2201378
Egremont,2360035,Pittsfield,Berkshire,Massachusetts,Egremont Elementary School,42.4373363,-73.2294248,school,"84 Egremont Ave, Pittsfield, MA 01201, United States",42.4373363_-73.2294248
Robert T. Capeless Elementary School,2360045,Pittsfield,Berkshire,Massachusetts,Robert T. Capeless Elementary School,42.4805854,-73.26112,school,"86 Brooks Ave, Pittsfield, MA 01201, United States",42.4805854_-73.2611200
Morningside Community School,2360055,Pittsfield,Berkshire,Massachusetts,Morningside Community School,42.4569217,-73.2444515,school,"100 Burbank St, Pittsfield, MA 01201, United States",42.4569217_-73.2444515
Crosby,2360065,Pittsfield,Berkshire,Massachusetts,Crosby Elementary School,42.4494881,-73.2728421,school,"517 West St, Pittsfield, MA 01201, United States",42.4494881_-73.2728421
Stearns,2360090,Pittsfield,Berkshire,Massachusetts,Stearns Elementary School,42.4370475,-73.2996708,school,"75 Lebanon Ave, Pittsfield, MA 01201, United States",42.4370475_-73.2996708
Williams,2360100,Pittsfield,Berkshire,Massachusetts,Williams Elementary School,42.4347561,-73.2089768,school,"50 Bushey Rd, Pittsfield, MA 01201, United States",42.4347561_-73.2089768
Silvio O Conte Community,2360105,Pittsfield,Berkshire,Massachusetts,Conte Community School,42.4555452,-73.2680858,school,"200 W Union St, Pittsfield, MA 01201, United States",42.4555452_-73.2680858
John T Reid Middle,2360305,Pittsfield,Berkshire,Massachusetts,John T Reid Middle School,42.4664673,-73.242812,school,"950 North St, Pittsfield, MA 01201, United States",42.4664673_-73.2428120
Theodore Herberg Middle,2360310,Pittsfield,Berkshire,Massachusetts,Herberg Middle School,42.4339066,-73.2416937,school,"Pittsfield, MA 01201, United States",42.4339066_-73.2416937
Pittsfield High,2360505,Pittsfield,Berkshire,Massachusetts,Pittsfield High School,42.4469785,-73.2482027,school,"300 East St, Pittsfield, MA 01201, United States",42.4469785_-73.2482027
Taconic High,2360510,Pittsfield,Berkshire,Massachusetts,Taconic High School,42.4596027,-73.2736785,school,"96 Valentine Rd, Pittsfield, MA 01201, United States",42.4596027_-73.2736785
Hibbard Alternative,2360515,Pittsfield,Berkshire,Massachusetts,Hibbard Alternative School,42.448742,-73.228183,school,"280 Newell St, Pittsfield, MA 01201, United States",42.4487420_-73.2281830
Beatrice H Wood Elementary,2380005,Plainville,Norfolk,Massachusetts,Beatrice H. Wood Elementary School,42.01339,-71.3011548,school,"72 Messenger St, Plainville, MA 02762, United States",42.0133900_-71.3011548
Anna Ware Jackson,2380010,Plainville,Norfolk,Massachusetts,Anna Ware Jackson,42.0125541,-71.3024084,school,"68 Messenger St, Plainville, MA 02762, United States",42.0125541_-71.3024084
Mount Pleasant,2390003,Plymouth,Plymouth,Massachusetts,Mt Pleasant Public Preschool,41.9511857,-70.6585281,school,"22 Whiting St, Plymouth, MA 02360, United States",41.9511857_-70.6585281
Cold Spring,2390005,Plymouth,Plymouth,Massachusetts,Cold Spring Elementary School,41.9626033,-70.6778135,school,"25 Alden St, Plymouth, MA 02360, United States",41.9626033_-70.6778135
Hedge,2390010,Plymouth,Plymouth,Massachusetts,Hedge Elementary School,41.9737616,-70.6871332,school,"258 Standish Ave, Plymouth, MA 02360, United States",41.9737616_-70.6871332
Federal Furnace School,2390011,Plymouth,Plymouth,Massachusetts,Federal Furnace Elementary School,41.8928713,-70.7130017,school,"860 Federal Furnace Rd, Plymouth, MA 02360, United States",41.8928713_-70.7130017
