Municipal,County,State,Region,Five_Year_Range,Pop_25,Margin_Error_Pop,HS_Pct,Margin_Error_HS,Bachelors_Pct,Margin_Error_Bach,Grad_Pct,Margin_Error_Grad
Dedham,Norfolk County,MA,Dedham,2008-2012,17674,298,94.1,1.3,45.4,3,18.5,1.8
Dedham,Norfolk County,MA,Dedham,2012-2016,18312,347,93.7,1.3,47.5,2.1,20.2,1.7
Dedham,Norfolk County,MA,Dedham,2009-2013,17929,286,94.2,1.2,45.9,2.4,18.3,1.7
Dedham,Norfolk County,MA,Dedham,2006-2010,17343,369,92.5,1.5,42.4,2.2,17,1.9
Dedham,Norfolk County,MA,Dedham,2007-2011,17442,310,93.7,1.3,44.2,2.8,18.1,1.8
Dedham,Norfolk County,MA,Dedham,2014-2018,18621,354,94.4,1.1,51.3,2.3,24.2,2.2
Deerfield,Franklin County,MA,Deerfield,2014-2018,3758,192,96.2,2.1,51.2,6.4,24.9,5.6
Deerfield,Franklin County,MA,Deerfield,2012-2016,3788,166,97.1,2,52.6,6.3,25.8,8.7
Deerfield,Franklin County,MA,Deerfield,2006-2010,3508,172,96.9,1.7,41.3,7.5,17.2,4.5
Deerfield,Franklin County,MA,Deerfield,2010-2014,3756,153,97.3,1.5,47.5,6.6,21.7,7
Deerfield,Franklin County,MA,Deerfield,2009-2013,3566,201,96.6,2,47.3,7.9,22.3,6.9
Deerfield,Franklin County,MA,Deerfield,2007-2011,3538,170,95.8,2.3,40,6.6,16.7,4
Deerfield,Franklin County,MA,Deerfield,2011-2015,3724,135,96.8,1.6,49.4,6,22.8,6.9
Deerfield,Franklin County,MA,Deerfield,2008-2012,3565,185,96.6,2,44.5,6.8,19.9,4.4
Deerfield,Franklin County,MA,Deerfield,2013-2017,3798,181,96.6,2,55,6.2,29.9,6.5
Dennis,Barnstable County,MA,Dennis,2014-2018,11474,320,95.5,1.5,39.9,3.1,17.3,2.2
Dennis,Barnstable County,MA,Dennis,2013-2017,11586,282,96.4,1.4,39.3,3,16.4,2.2
Dennis,Barnstable County,MA,Dennis,2011-2015,11509,307,95.4,1.5,38.2,2.8,14.9,2
Dennis,Barnstable County,MA,Dennis,2010-2014,11344,387,94.2,1.6,37.5,3.5,14.7,2.4
Dennis,Barnstable County,MA,Dennis,2009-2013,11088,382,94.2,1.7,39.1,3.1,14.9,2.3
Dennis,Barnstable County,MA,Dennis,2012-2016,11713,306,95.6,1.6,38.4,3,15.6,2.4
Dennis,Barnstable County,MA,Dennis,2008-2012,10948,325,94.4,1.6,37.6,3.1,13.7,2.2
Dennis,Barnstable County,MA,Dennis,2007-2011,11115,408,94.9,1.6,38.5,3.3,14.2,2.1
Dennis,Barnstable County,MA,Dennis,2006-2010,11272,336,93,2.3,36.8,3.3,13.5,2.2
Dighton,Bristol County,MA,Dighton,2013-2017,5308,213,94.3,2.1,31.1,5,14.8,3.2
Dighton,Bristol County,MA,Dighton,2011-2015,5015,198,93.3,2.9,28.1,5.4,10.6,2.7
Dighton,Bristol County,MA,Dighton,2008-2012,4642,208,90.3,3.7,33.2,6.2,10.6,3.5
Dighton,Bristol County,MA,Dighton,2012-2016,5151,211,94.2,2.2,28.4,5.9,13.2,3.8
Dighton,Bristol County,MA,Dighton,2010-2014,4768,182,94,2.7,34.6,5.4,12.7,3.3
Dighton,Bristol County,MA,Dighton,2014-2018,5404,219,94.6,2.2,29.1,5.5,15.7,3.9
Dighton,Bristol County,MA,Dighton,2007-2011,4773,212,90,3.6,34.2,5.8,10,3.7
Dighton,Bristol County,MA,Dighton,2009-2013,4751,227,90.9,3.4,35,6.3,11.1,3.6
Dighton,Bristol County,MA,Dighton,2006-2010,4821,211,91.1,3.4,33.1,5,10.3,2.9
Douglas,Worcester County,MA,Douglas,2009-2013,5660,283,95.9,1.8,37.3,6,11.4,3
Douglas,Worcester County,MA,Douglas,2008-2012,5559,316,94.7,2.2,32.6,4.6,10.2,2.7
Douglas,Worcester County,MA,Douglas,2012-2016,5766,334,96.4,1.9,33.6,4.5,9.5,2.8
Douglas,Worcester County,MA,Douglas,2010-2014,5463,300,96.2,2.1,35.4,5.4,10.7,2.8
Douglas,Worcester County,MA,Douglas,2013-2017,5755,304,96.9,1.7,34.7,5.4,9.3,3.1
Douglas,Worcester County,MA,Douglas,2011-2015,5531,373,96.7,1.8,36.7,5,9.6,2.9
Douglas,Worcester County,MA,Douglas,2007-2011,5420,241,94.3,2.5,33.5,4.9,12,2.7
Douglas,Worcester County,MA,Douglas,2006-2010,5449,214,94.5,2.1,36.2,6,14.8,3.7
Douglas,Worcester County,MA,Douglas,2014-2018,5716,278,96,2,33.4,6.1,7.2,2.1
Dover,Norfolk County,MA,Dover,2006-2010,3519,109,99,0.9,80.3,4.3,41.9,5.4
Dover,Norfolk County,MA,Dover,2012-2016,3730,131,98.5,1.4,84.5,3.7,47.5,4.2
Dover,Norfolk County,MA,Dover,2011-2015,3738,141,99,1.2,84.5,3.3,44.5,4.7
Dover,Norfolk County,MA,Dover,2010-2014,3700,133,98.9,1.1,83.7,3.3,42.4,4.8
Dover,Norfolk County,MA,Dover,2007-2011,3545,95,99,0.9,80.7,3.7,40.7,5.4
Dover,Norfolk County,MA,Dover,2009-2013,3624,139,99.1,0.9,83.5,3.4,46,4.7
Dover,Norfolk County,MA,Dover,2014-2018,3811,167,98.1,1.5,82.2,4.7,49.9,4.7
Dover,Norfolk County,MA,Dover,2008-2012,3595,129,98.5,1.1,83.1,3.7,44.4,4.9
Dover,Norfolk County,MA,Dover,2013-2017,3862,116,98.3,1.3,82.7,3.8,44.8,4.8
Dracut,Middlesex County,MA,Dracut,2012-2016,21431,574,91.4,1.9,28.3,2.7,9.9,1.5
Dracut,Middlesex County,MA,Dracut,2010-2014,21162,577,90.9,1.7,24.4,2.6,8,1.5
Dracut,Middlesex County,MA,Dracut,2014-2018,21665,426,91.5,1.2,28.6,2.7,11,1.7
Dracut,Middlesex County,MA,Dracut,2007-2011,20420,438,88.6,1.8,23.9,2.8,8,1.6
Dracut,Middlesex County,MA,Dracut,2008-2012,20436,425,89.2,1.7,25.1,2.4,8.2,1.4
Dracut,Middlesex County,MA,Dracut,2009-2013,20777,387,90.6,1.7,25.7,2.6,8.1,1.6
Dracut,Middlesex County,MA,Dracut,2013-2017,21592,419,91.3,1.7,27,2.6,9.6,1.4
Dracut,Middlesex County,MA,Dracut,2006-2010,20238,524,87.9,1.7,24.4,2.2,7.7,1.4
Dracut,Middlesex County,MA,Dracut,2011-2015,21564,526,91.1,1.6,24.8,2.6,8.2,1.3
Dudley,Worcester County,MA,Dudley,2014-2018,7433,297,92.2,2.2,30.4,4.2,11.6,2.8
Dudley,Worcester County,MA,Dudley,2013-2017,7377,333,91.7,2.3,28.8,4.1,10.9,2.5
Dudley,Worcester County,MA,Dudley,2008-2012,7037,342,91.7,2.3,28,4.4,9.1,2.7
Dudley,Worcester County,MA,Dudley,2010-2014,7168,376,90,2.7,28.8,3.5,9,2.3
Dudley,Worcester County,MA,Dudley,2012-2016,7334,265,90.6,2.3,27.6,3.9,9.8,2.3
Dudley,Worcester County,MA,Dudley,2011-2015,7391,274,91,2.5,29.9,3.9,9.9,2.5
Dudley,Worcester County,MA,Dudley,2007-2011,6959,437,91.5,2.9,29.7,4.2,10.4,2.5
Dudley,Worcester County,MA,Dudley,2006-2010,7206,359,91.5,1.9,27.7,3.7,10.2,2.5
Dudley,Worcester County,MA,Dudley,2009-2013,6949,355,91,2.5,29.5,3.4,9.6,2.5
Dunstable,Middlesex County,MA,Dunstable,2013-2017,2217,97,96.3,1.3,57.3,3.9,26.3,3.6
Dunstable,Middlesex County,MA,Dunstable,2007-2011,2064,86,96.5,1.4,45.9,5.3,16.3,3.3
Dunstable,Middlesex County,MA,Dunstable,2006-2010,2017,66,95.3,2.4,42.5,5.9,14.7,3.5
Dunstable,Middlesex County,MA,Dunstable,2009-2013,2222,71,96.7,1.6,51.2,4.8,22.6,3.7
Dunstable,Middlesex County,MA,Dunstable,2012-2016,2262,77,96.5,1.3,55.5,4.2,25.5,4
Dunstable,Middlesex County,MA,Dunstable,2008-2012,2157,73,96.3,1.5,47.7,5.3,17.5,3.4
Dunstable,Middlesex County,MA,Dunstable,2010-2014,2225,68,96.9,1.3,53.7,4.4,23.4,3.8
Dunstable,Middlesex County,MA,Dunstable,2011-2015,2235,66,97.5,1.2,56,4.4,25.3,3.8
Dunstable,Middlesex County,MA,Dunstable,2014-2018,2241,94,97.1,1.1,54.5,4.3,21,4
Duxbury,Plymouth County,MA,Duxbury,2013-2017,10413,285,98.9,0.5,68.6,3.4,29,3
Duxbury,Plymouth County,MA,Duxbury,2012-2016,10237,246,98.8,0.6,67.1,3.1,28.9,2.8
Duxbury,Plymouth County,MA,Duxbury,2009-2013,10101,222,97.8,0.9,64.1,2.4,23.5,2
Duxbury,Plymouth County,MA,Duxbury,2007-2011,9762,226,98.6,0.7,67.2,3.1,26.4,2.8
Duxbury,Plymouth County,MA,Duxbury,2011-2015,10302,210,98.4,0.6,65.3,2.8,25.8,2.4
Duxbury,Plymouth County,MA,Duxbury,2008-2012,9959,221,98,0.7,66,2.5,26.4,2.9
Duxbury,Plymouth County,MA,Duxbury,2010-2014,10061,207,98,0.8,63.9,2.9,23.1,2.6
Duxbury,Plymouth County,MA,Duxbury,2014-2018,10607,324,99,0.5,70.8,3,29.9,2.7
Duxbury,Plymouth County,MA,Duxbury,2006-2010,9617,240,99,0.6,68.2,3.4,26.1,3
East Bridgewater,Plymouth County,MA,East Bridgewater,2011-2015,9977,246,94.9,1.3,25.3,3.4,8.3,1.7
East Bridgewater,Plymouth County,MA,East Bridgewater,2010-2014,9756,294,95.2,1.4,24,3,7.2,1.5
East Bridgewater,Plymouth County,MA,East Bridgewater,2012-2016,10028,275,94.4,1.5,26,3.4,8.5,2
East Bridgewater,Plymouth County,MA,East Bridgewater,2009-2013,9589,326,94.7,1.5,24.4,2.9,8.4,2.2
East Bridgewater,Plymouth County,MA,East Bridgewater,2014-2018,9739,357,95.5,1.2,29.2,4.1,12.4,2.6
East Bridgewater,Plymouth County,MA,East Bridgewater,2008-2012,9227,410,94,1.9,25.1,3.1,9.6,2.4
East Bridgewater,Plymouth County,MA,East Bridgewater,2007-2011,9121,290,94.2,1.9,25.5,3.1,9.5,2
East Bridgewater,Plymouth County,MA,East Bridgewater,2006-2010,8958,351,93.2,2,25.4,2.8,9.7,2
East Bridgewater,Plymouth County,MA,East Bridgewater,2013-2017,9636,342,95.8,1.2,28.8,3.2,11.2,2.3
East Brookfield,Worcester County,MA,East Brookfield,2013-2017,1555,120,90.4,4.1,32.5,5.5,12.2,3.3
East Brookfield,Worcester County,MA,East Brookfield,2012-2016,1589,120,92.3,3.6,30.4,5.3,9,2.9
East Brookfield,Worcester County,MA,East Brookfield,2009-2013,1566,123,93.9,2.9,26.1,5.2,5.2,2.2
East Brookfield,Worcester County,MA,East Brookfield,2011-2015,1597,118,93.4,3.2,29.9,6,7,2.7
East Brookfield,Worcester County,MA,East Brookfield,2014-2018,1538,135,91.9,3.7,33.1,6.5,11.4,3.8
East Brookfield,Worcester County,MA,East Brookfield,2006-2010,1368,106,92.2,4,25,6.2,7.9,4
East Brookfield,Worcester County,MA,East Brookfield,2010-2014,1615,106,94.4,2.6,27.2,5.2,6.7,2.5
East Brookfield,Worcester County,MA,East Brookfield,2007-2011,1371,110,93.7,3.2,25.7,5.1,7.4,3.3
East Brookfield,Worcester County,MA,East Brookfield,2008-2012,1471,119,92.9,3.2,25.4,5.2,6.9,3
East Longmeadow,Hampden County,MA,East Longmeadow,2012-2016,11561,287,94.6,1.3,43,3.1,19.2,2.7
East Longmeadow,Hampden County,MA,East Longmeadow,2008-2012,11054,273,95.3,1.4,39.5,3,17.2,2.4
East Longmeadow,Hampden County,MA,East Longmeadow,2011-2015,11534,289,94.5,1.5,41.2,2.8,19.1,2.8
East Longmeadow,Hampden County,MA,East Longmeadow,2010-2014,11375,301,94.4,1.6,39.8,3.4,18,2.4
East Longmeadow,Hampden County,MA,East Longmeadow,2013-2017,11501,250,94.3,1.6,42.7,2.9,18.5,2.7
East Longmeadow,Hampden County,MA,East Longmeadow,2007-2011,10842,323,94,1.8,38.9,3.2,16.7,2.6
East Longmeadow,Hampden County,MA,East Longmeadow,2006-2010,11006,266,94,1.4,40.2,3.7,16.7,2.7
East Longmeadow,Hampden County,MA,East Longmeadow,2009-2013,11208,320,94.7,1.5,38,3.4,16.6,2.5
East Longmeadow,Hampden County,MA,East Longmeadow,2014-2018,11470,274,94.7,1.2,42.8,3.8,18.1,2.8
Eastham,Barnstable County,MA,Eastham,2007-2011,4080,248,97.4,1.4,43.1,6.5,21,5.6
Eastham,Barnstable County,MA,Eastham,2011-2015,3976,222,95.9,1.3,46.1,5.9,19.5,4.4
Eastham,Barnstable County,MA,Eastham,2010-2014,4083,231,96.4,1.9,42.9,5.9,20,4.6
Eastham,Barnstable County,MA,Eastham,2008-2012,3982,290,97.6,1.4,45.9,7.1,23,5.8
Eastham,Barnstable County,MA,Eastham,2012-2016,4023,203,96.4,1.3,49.1,5,20.1,4
Eastham,Barnstable County,MA,Eastham,2014-2018,3932,169,96.3,1.4,51,5.6,23.4,4.6
Eastham,Barnstable County,MA,Eastham,2009-2013,4127,213,97.6,1.4,44.7,5.7,21,5
Eastham,Barnstable County,MA,Eastham,2013-2017,4026,191,96.2,1.6,48.1,5.8,21,4.1
Eastham,Barnstable County,MA,Eastham,2006-2010,4181,212,97.2,1.5,46.2,5.2,23.5,4
Easthampton,Hampshire County,MA,Easthampton,2011-2015,12458,329,94.6,1.6,33.4,3.4,11.4,2
Easthampton,Hampshire County,MA,Easthampton,2012-2016,12424,362,94.7,1.7,34,3.7,11.6,2.2
Easthampton,Hampshire County,MA,Easthampton,2007-2011,12015,325,89.8,2.6,31.1,2.7,14.7,2.3
Easthampton,Hampshire County,MA,Easthampton,2008-2012,12241,299,91.2,1.9,30.8,3.1,12.6,2.6
Easthampton,Hampshire County,MA,Easthampton,2009-2013,12252,274,92.1,1.8,29.1,3.5,11.2,2.1
Easthampton,Hampshire County,MA,Easthampton,2013-2017,12420,325,94.9,1.6,35.3,3,12.1,2.2
Easthampton,Hampshire County,MA,Easthampton,2006-2010,11635,290,89.9,2.2,30,3.2,14.6,2.4
Easthampton,Hampshire County,MA,Easthampton,2010-2014,12436,319,92.5,1.9,30.8,3.3,10.7,2.1
Easthampton,Hampshire County,MA,Easthampton,2014-2018,12603,260,95.1,1.8,36.3,3.7,13.9,1.9
Easton,Bristol County,MA,Easton,2008-2012,14425,391,95.4,1.1,48,3.4,16.9,2
Easton,Bristol County,MA,Easton,2009-2013,14818,409,95.6,0.9,47.7,3,16.5,2
Easton,Bristol County,MA,Easton,2013-2017,15475,351,96,0.9,48.2,2.4,18.3,1.7
Easton,Bristol County,MA,Easton,2007-2011,14507,505,94.5,1.6,47.4,3,16.8,2.1
Easton,Bristol County,MA,Easton,2012-2016,15148,377,96.3,0.8,48,2.5,17.7,1.6
Easton,Bristol County,MA,Easton,2010-2014,14870,470,96.2,0.9,49.1,2.6,16.4,1.8
Easton,Bristol County,MA,Easton,2014-2018,15683,355,95.4,1.1,48.7,2.6,19,1.7
Easton,Bristol County,MA,Easton,2006-2010,14184,355,94.9,1.8,47.4,3.1,16.8,2.2
Easton,Bristol County,MA,Easton,2011-2015,14947,298,96.7,0.8,48.2,2,16.7,1.6
Edgartown,Dukes County,MA,Edgartown,2007-2011,3200,194,88.2,5.8,35.3,9.3,12,5.9
Edgartown,Dukes County,MA,Edgartown,2008-2012,3278,186,82.5,10.8,32.2,9.7,12.3,4.8
Edgartown,Dukes County,MA,Edgartown,2014-2018,2782,290,90.8,6.2,37.4,8.2,12.4,5
Edgartown,Dukes County,MA,Edgartown,2013-2017,3080,260,96.8,1.8,41.3,9,14.1,4.7
Edgartown,Dukes County,MA,Edgartown,2006-2010,2982,297,89.3,6.4,33.7,9,13.1,5.2
Edgartown,Dukes County,MA,Edgartown,2011-2015,3323,226,81.2,15.8,25.8,9.3,12.5,5.3
Edgartown,Dukes County,MA,Edgartown,2012-2016,3138,256,81.1,13.6,29.4,7.4,13.8,4.8
Edgartown,Dukes County,MA,Edgartown,2009-2013,3401,186,83.5,10.5,27.9,6.3,11.8,4.5
Edgartown,Dukes County,MA,Edgartown,2010-2014,3408,217,82,12.9,26.7,8.3,10,4.3
Egremont,Berkshire County,MA,Egremont,2012-2016,994,130,93.8,4,56.3,6.6,27,5.7
Egremont,Berkshire County,MA,Egremont,2011-2015,939,117,94.5,4.4,52.3,6.6,22.3,5.9
Egremont,Berkshire County,MA,Egremont,2009-2013,929,111,92.5,4.1,46.3,7.2,21.2,6.2
Egremont,Berkshire County,MA,Egremont,2013-2017,1022,131,94.4,3.4,52.3,6.4,26.1,5.2
Egremont,Berkshire County,MA,Egremont,2010-2014,897,115,93,4.6,44.6,6.2,19,5.3
Egremont,Berkshire County,MA,Egremont,2008-2012,884,99,92.6,4.3,44,6.9,20.6,5.4
Egremont,Berkshire County,MA,Egremont,2007-2011,869,81,94,2.9,42.1,6.7,22.2,5.8
Egremont,Berkshire County,MA,Egremont,2014-2018,1138,142,94.3,3.8,51.8,6.9,26.3,5.7
Egremont,Berkshire County,MA,Egremont,2006-2010,970,106,94.6,2.9,43.3,6.6,22.3,5.3
Erving,Franklin County,MA,Erving,2011-2015,1341,105,93,2.5,18.1,3.6,6,2.6
Erving,Franklin County,MA,Erving,2014-2018,1313,100,92.1,3.1,14.5,3,4.6,1.5
Erving,Franklin County,MA,Erving,2010-2014,1287,92,90.4,3,20.7,4.4,6.1,2.7
Erving,Franklin County,MA,Erving,2013-2017,1331,93,94.8,1.6,15.4,3.4,5.2,2
Erving,Franklin County,MA,Erving,2012-2016,1362,114,93.8,1.9,14,3.5,4.7,1.9
Erving,Franklin County,MA,Erving,2006-2010,1234,110,88.8,4,15.4,4.2,2.4,1.2
Erving,Franklin County,MA,Erving,2009-2013,1232,114,88.6,3.5,21.3,4.4,6.7,2.9
Erving,Franklin County,MA,Erving,2007-2011,1178,95,87.7,3.8,17.7,3.7,4.1,1.9
Erving,Franklin County,MA,Erving,2008-2012,1200,88,88.8,3.7,19.2,4.1,5,2.2
Essex,Essex County,MA,Essex,2008-2012,2593,107,92.8,3.9,43.4,7.3,16.1,4.2
Essex,Essex County,MA,Essex,2007-2011,2564,131,93.5,3.9,45.1,7,16.5,4.1
Essex,Essex County,MA,Essex,2010-2014,2598,133,94.5,3.5,43.5,6.4,21.1,4.5
Essex,Essex County,MA,Essex,2009-2013,2588,132,92.8,3.9,41.7,6.6,18.2,4.3
Essex,Essex County,MA,Essex,2012-2016,2650,129,97.4,1.7,53.7,6.4,24,5.3
Essex,Essex County,MA,Essex,2006-2010,2441,129,94,3.7,45.4,7,16,4.5
Essex,Essex County,MA,Essex,2014-2018,2672,137,99,0.9,59.1,6.5,26.4,5.6
Essex,Essex County,MA,Essex,2011-2015,2593,136,97.1,1.9,51.1,6.5,21.4,4.7
Essex,Essex County,MA,Essex,2013-2017,2613,151,98.2,1.4,58.4,6.6,27,6.2
Everett,Middlesex County,MA,Everett,2012-2016,29662,561,80.8,2,17.9,1.8,5.4,1
Everett,Middlesex County,MA,Everett,2011-2015,29407,750,79.8,2,16.8,1.4,4.8,0.8
Everett,Middlesex County,MA,Everett,2008-2012,28774,750,79.5,2.2,15.8,1.8,4.2,1
Everett,Middlesex County,MA,Everett,2014-2018,30402,737,81,2.5,20.3,2.2,7.2,1
Everett,Middlesex County,MA,Everett,2007-2011,28542,699,80.1,2.4,16.5,1.7,5.2,1
Everett,Middlesex County,MA,Everett,2013-2017,30476,766,79.9,2.2,19.6,2,6.6,1.1
Everett,Middlesex County,MA,Everett,2006-2010,28034,607,78.9,2.3,15.8,1.9,5.1,1
Everett,Middlesex County,MA,Everett,2010-2014,29028,675,80.8,2,16.1,1.9,4.4,1.1
Everett,Middlesex County,MA,Everett,2009-2013,29081,748,79.4,2,15.6,1.8,4,0.9
Fairhaven,Bristol County,MA,Fairhaven,2008-2012,11741,372,83.8,2.3,22.7,2.7,8.7,1.6
Fairhaven,Bristol County,MA,Fairhaven,2007-2011,11546,336,83.5,2.9,21.2,3,7.6,1.5
Fairhaven,Bristol County,MA,Fairhaven,2006-2010,11724,330,84.8,2.4,19.9,2.5,7.5,1.6
Fairhaven,Bristol County,MA,Fairhaven,2013-2017,11868,366,89.2,2.1,30,2.6,10.7,1.6
Fairhaven,Bristol County,MA,Fairhaven,2009-2013,11882,383,83.9,2.7,25.2,2.8,9.2,1.6
Fairhaven,Bristol County,MA,Fairhaven,2011-2015,12174,318,85.6,2.4,26,3.3,9,1.7
Fairhaven,Bristol County,MA,Fairhaven,2014-2018,11681,303,89.9,1.9,27.8,2.7,9.8,1.8
Fairhaven,Bristol County,MA,Fairhaven,2010-2014,12078,365,84.5,2.7,25.6,2.6,9.8,1.5
Fairhaven,Bristol County,MA,Fairhaven,2012-2016,12032,249,88.8,1.9,29.2,3.1,10.7,1.7
Fall River,Bristol County,MA,Fall River,2008-2012,61637,987,69.9,1.5,14.5,1.1,4.3,0.6
Fall River,Bristol County,MA,Fall River,2010-2014,61571,824,70.3,1.3,13.8,1,4.1,0.4
Fall River,Bristol County,MA,Fall River,2013-2017,62078,895,72.8,1.4,14.7,1,5,0.7
Fall River,Bristol County,MA,Fall River,2007-2011,61561,992,68,1.5,14.1,1,4.4,0.6
Fall River,Bristol County,MA,Fall River,2012-2016,62147,1041,72.1,1.3,14.4,0.9,4.6,0.6
Fall River,Bristol County,MA,Fall River,2006-2010,61080,818,67.6,1.3,14.1,1.2,4.5,0.5
Fall River,Bristol County,MA,Fall River,2014-2018,62447,1038,73.2,1.5,15.1,1,4.8,0.7
Fall River,Bristol County,MA,Fall River,2009-2013,61497,961,70.3,1.4,13.9,0.9,4.3,0.5
Fall River,Bristol County,MA,Fall River,2011-2015,62062,853,71.4,1.5,13.8,0.9,4.1,0.5
Falmouth,Barnstable County,MA,Falmouth,2008-2012,24163,469,93.4,1.4,43,2.5,20.3,1.8
Falmouth,Barnstable County,MA,Falmouth,2013-2017,24369,521,93.9,1.5,43.5,2.6,21.1,2
Falmouth,Barnstable County,MA,Falmouth,2011-2015,24079,464,93.9,1.3,42.4,2.6,20.5,1.7
Falmouth,Barnstable County,MA,Falmouth,2009-2013,24151,547,92.8,1.4,41.8,2.4,19.2,1.7
Falmouth,Barnstable County,MA,Falmouth,2007-2011,24103,459,93.2,1.4,42.7,2.5,20.7,1.9
Falmouth,Barnstable County,MA,Falmouth,2014-2018,24050,453,94,1.2,45.3,2.2,21.8,1.6
Falmouth,Barnstable County,MA,Falmouth,2010-2014,23842,403,94.1,1.2,44.4,2.1,20.6,1.9
Falmouth,Barnstable County,MA,Falmouth,2012-2016,24115,474,94.3,1.2,42.6,2.4,20.6,1.9
Falmouth,Barnstable County,MA,Falmouth,2006-2010,24401,395,93.2,1.4,43.5,2.8,21.2,2
Fitchburg,Worcester County,MA,Fitchburg,2011-2015,25817,642,82.2,2.1,20.7,1.8,6.5,1.1
Fitchburg,Worcester County,MA,Fitchburg,2014-2018,26362,595,82.9,2.2,21,2.2,6.9,1
Fitchburg,Worcester County,MA,Fitchburg,2009-2013,25725,819,83.1,1.7,20.1,2.2,6.5,1.1
Fitchburg,Worcester County,MA,Fitchburg,2012-2016,25562,607,82.2,1.9,20.2,1.9,7.2,1.2
Fitchburg,Worcester County,MA,Fitchburg,2010-2014,25701,801,82.7,1.7,20.6,1.8,6.7,1.1
Fitchburg,Worcester County,MA,Fitchburg,2013-2017,25936,686,82.4,2.5,20.7,1.7,7.3,1.1
Fitchburg,Worcester County,MA,Fitchburg,2007-2011,25531,673,83.7,1.8,20.2,1.8,6.1,1
Fitchburg,Worcester County,MA,Fitchburg,2006-2010,24657,717,84.4,1.8,20.7,2.2,6.7,1.2
Fitchburg,Worcester County,MA,Fitchburg,2008-2012,25872,693,82.6,1.9,20.5,2,6.8,0.9
Florida,Berkshire County,MA,Florida,2014-2018,571,69,90.4,3.9,19.4,4.9,5.6,3.5
Florida,Berkshire County,MA,Florida,2011-2015,554,64,87.9,6.8,19.1,6.8,6.7,4.7
Florida,Berkshire County,MA,Florida,2009-2013,550,83,87.3,8.7,18.7,5.7,6.4,3.5
Florida,Berkshire County,MA,Florida,2012-2016,569,62,89.3,4.9,20.6,5.4,5.6,4.2
Florida,Berkshire County,MA,Florida,2013-2017,593,75,90.9,4.5,20.4,6.1,5.4,3.6
Florida,Berkshire County,MA,Florida,2008-2012,524,81,87.8,9,19.8,5.9,6.5,3.6
Florida,Berkshire County,MA,Florida,2007-2011,497,86,91.3,5,18.7,6.7,6.2,4.1
Florida,Berkshire County,MA,Florida,2010-2014,593,76,88.2,6.7,18.7,5,8.9,3.9
Florida,Berkshire County,MA,Florida,2006-2010,509,70,95.7,3.1,20.2,6,3.7,2.5
Foxborough,Norfolk County,MA,Foxborough,2010-2014,11920,415,96.4,1.4,47.1,4,14.3,1.9
Foxborough,Norfolk County,MA,Foxborough,2009-2013,11614,404,96.5,1.1,44.4,3.7,15.1,2.2
Foxborough,Norfolk County,MA,Foxborough,2012-2016,12313,345,94.9,2.2,46.1,3.9,15.6,2.3
Foxborough,Norfolk County,MA,Foxborough,2011-2015,12227,363,94.7,2.3,47.4,3.8,14.1,2.2
Foxborough,Norfolk County,MA,Foxborough,2014-2018,12456,352,93.7,3.1,51.2,3.4,20.9,2.7
Foxborough,Norfolk County,MA,Foxborough,2013-2017,12442,403,94.6,2.5,48.8,3.4,18.2,2.3
Foxborough,Norfolk County,MA,Foxborough,2006-2010,11203,289,94.6,1.1,40.6,3.3,16.4,2.2
Foxborough,Norfolk County,MA,Foxborough,2008-2012,11497,366,94.4,1.5,41.4,3.8,14.6,2.1
Foxborough,Norfolk County,MA,Foxborough,2007-2011,11362,324,93.7,1.6,42.7,3.9,15.3,2.4
Framingham,Middlesex County,MA,Framingham,2007-2011,46948,604,89.9,1.2,43.8,2,18.4,1.6
Framingham,Middlesex County,MA,Framingham,2008-2012,47909,620,90.1,1.2,45.1,1.9,19.3,1.5
Framingham,Middlesex County,MA,Framingham,2014-2018,51413,810,90.4,1,47.4,1.9,19.9,1.5
Framingham,Middlesex County,MA,Framingham,2011-2015,48477,869,89,1.2,47,1.9,18.7,1.5
Framingham,Middlesex County,MA,Framingham,2012-2016,49366,755,89.3,1.2,48.2,1.9,20.1,1.6
Framingham,Middlesex County,MA,Framingham,2013-2017,49651,866,89.7,1.2,47.1,2,19.7,1.4
Framingham,Middlesex County,MA,Framingham,2006-2010,46652,846,90.2,1.1,43.8,1.8,18.2,1.4
Framingham,Middlesex County,MA,Framingham,2010-2014,48321,725,89.2,1.4,46.1,1.7,18.7,1.2
Framingham,Middlesex County,MA,Framingham,2009-2013,48077,670,89.4,1.2,45.8,1.9,19.1,1.4
Franklin,Norfolk County,MA,Franklin,2006-2010,19494,483,96.3,0.9,46.9,2.1,16.4,1.8
Franklin,Norfolk County,MA,Franklin,2007-2011,19626,357,97.1,0.9,48,2.5,17.4,1.9
Franklin,Norfolk County,MA,Franklin,2008-2012,19995,375,97.3,0.7,50.2,2.6,18.7,1.9
Franklin,Norfolk County,MA,Franklin,2010-2014,20471,371,95.8,1.1,51.5,2.6,20.2,1.9
Franklin,Norfolk County,MA,Franklin,2013-2017,21103,433,96.1,1,56,2.3,22.5,2
Franklin,Norfolk County,MA,Franklin,2012-2016,21154,459,96,1.2,54.4,2.4,21.1,1.7
Franklin,Norfolk County,MA,Franklin,2009-2013,20276,376,96.5,0.8,50.5,2.5,18.9,1.9
Franklin,Norfolk County,MA,Franklin,2011-2015,21127,400,96.2,1.2,54.2,2.4,20.8,1.8
