Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
Colrain,Franklin County,MA,Colrain,2012-2016,1682,205,12.2,5.1
Colrain,Franklin County,MA,Colrain,2013-2017,1631,221,13.5,5.7
Colrain,Franklin County,MA,Colrain,2014-2018,1800,257,14.3,5.5
Concord,Middlesex County,MA,Concord,2006-2010,15631,678,4.3,1.7
Concord,Middlesex County,MA,Concord,2007-2011,15841,638,4,1.6
Concord,Middlesex County,MA,Concord,2008-2012,16408,740,4.5,1.7
Concord,Middlesex County,MA,Concord,2009-2013,16609,734,4.4,2
Concord,Middlesex County,MA,Concord,2010-2014,16873,837,5,1.7
Concord,Middlesex County,MA,Concord,2011-2015,17328,971,5.6,1.9
Concord,Middlesex County,MA,Concord,2012-2016,17450,919,5.3,2
Concord,Middlesex County,MA,Concord,2013-2017,17408,1088,6.3,1.8
Concord,Middlesex County,MA,Concord,2014-2018,17575,843,4.8,1.9
Conway,Franklin County,MA,Conway,2006-2010,1911,132,6.9,2.7
Conway,Franklin County,MA,Conway,2007-2011,1790,108,6,2.4
Conway,Franklin County,MA,Conway,2008-2012,1825,108,5.9,2.4
Conway,Franklin County,MA,Conway,2009-2013,1671,91,5.4,2.4
Conway,Franklin County,MA,Conway,2010-2014,1644,78,4.7,1.8
Conway,Franklin County,MA,Conway,2011-2015,1757,63,3.6,1.5
Conway,Franklin County,MA,Conway,2012-2016,1754,48,2.7,1.2
Conway,Franklin County,MA,Conway,2013-2017,1772,40,2.3,1.1
Conway,Franklin County,MA,Conway,2014-2018,1852,39,2.1,1.2
Cummington,Hampshire County,MA,Cummington,2006-2010,917,124,13.5,5.5
Cummington,Hampshire County,MA,Cummington,2007-2011,974,153,15.7,5.7
Cummington,Hampshire County,MA,Cummington,2008-2012,945,118,12.5,4.8
Cummington,Hampshire County,MA,Cummington,2009-2013,934,84,9,4.1
Cummington,Hampshire County,MA,Cummington,2010-2014,911,58,6.4,2.5
Cummington,Hampshire County,MA,Cummington,2011-2015,904,58,6.4,3
Cummington,Hampshire County,MA,Cummington,2012-2016,880,45,5.1,2.2
Cummington,Hampshire County,MA,Cummington,2013-2017,856,45,5.3,2.1
Cummington,Hampshire County,MA,Cummington,2014-2018,872,86,9.9,3.9
Dalton,Berkshire County,MA,Dalton,2006-2010,6608,438,6.6,2.9
Dalton,Berkshire County,MA,Dalton,2007-2011,6650,476,7.2,3.6
Dalton,Berkshire County,MA,Dalton,2008-2012,6647,596,9,3.3
Dalton,Berkshire County,MA,Dalton,2009-2013,6641,756,11.4,4.4
Dalton,Berkshire County,MA,Dalton,2010-2014,6632,1132,17.1,5.7
Dalton,Berkshire County,MA,Dalton,2011-2015,6604,985,14.9,5.2
Dalton,Berkshire County,MA,Dalton,2012-2016,6577,732,11.1,4
Dalton,Berkshire County,MA,Dalton,2013-2017,6551,678,10.3,4.1
Dalton,Berkshire County,MA,Dalton,2014-2018,6520,625,9.6,3.7
Danvers,Essex County,MA,Danvers,2006-2010,25816,1475,5.7,1.8
Danvers,Essex County,MA,Danvers,2007-2011,25859,1478,5.7,1.8
Danvers,Essex County,MA,Danvers,2008-2012,26095,1390,5.3,1.3
Danvers,Essex County,MA,Danvers,2009-2013,26333,1421,5.4,1.6
Danvers,Essex County,MA,Danvers,2010-2014,26473,1310,4.9,1.4
Danvers,Essex County,MA,Danvers,2011-2015,26798,1268,4.7,1.5
Danvers,Essex County,MA,Danvers,2012-2016,26921,1421,5.3,1.2
Danvers,Essex County,MA,Danvers,2013-2017,26912,1692,6.3,1.5
Danvers,Essex County,MA,Danvers,2014-2018,27155,1637,6,1.4
Dartmouth,Bristol County,MA,Dartmouth,2006-2010,30102,1394,4.6,0.9
Dartmouth,Bristol County,MA,Dartmouth,2007-2011,31011,1454,4.7,1.1
Dartmouth,Bristol County,MA,Dartmouth,2008-2012,30249,1595,5.3,1.3
Dartmouth,Bristol County,MA,Dartmouth,2009-2013,29459,1776,6,1.3
Dartmouth,Bristol County,MA,Dartmouth,2010-2014,28771,1884,6.5,1.4
Dartmouth,Bristol County,MA,Dartmouth,2011-2015,28327,2158,7.6,1.6
Dartmouth,Bristol County,MA,Dartmouth,2012-2016,28576,2252,7.9,1.6
Dartmouth,Bristol County,MA,Dartmouth,2013-2017,28583,2354,8.2,1.8
Dartmouth,Bristol County,MA,Dartmouth,2014-2018,28923,2187,7.6,1.5
Dedham,Norfolk County,MA,Dedham,2006-2010,23323,1140,4.9,1.3
Dedham,Norfolk County,MA,Dedham,2007-2011,23588,1102,4.7,1.2
Dedham,Norfolk County,MA,Dedham,2008-2012,23720,1183,5,1.3
Dedham,Norfolk County,MA,Dedham,2009-2013,23898,1029,4.3,1.5
Dedham,Norfolk County,MA,Dedham,2010-2014,24076,1059,4.4,1.5
Dedham,Norfolk County,MA,Dedham,2011-2015,24139,1168,4.8,1.5
Dedham,Norfolk County,MA,Dedham,2012-2016,24202,1144,4.7,1.1
Dedham,Norfolk County,MA,Dedham,2013-2017,24352,1221,5,1.6
Dedham,Norfolk County,MA,Dedham,2014-2018,24381,1173,4.8,1.2
Deerfield,Franklin County,MA,Deerfield,2006-2010,5032,354,7,4.5
Deerfield,Franklin County,MA,Deerfield,2007-2011,5050,432,8.6,4.8
Deerfield,Franklin County,MA,Deerfield,2008-2012,5044,264,5.2,3.3
Deerfield,Franklin County,MA,Deerfield,2009-2013,5043,232,4.6,2.8
Deerfield,Franklin County,MA,Deerfield,2010-2014,5016,311,6.2,3.5
Deerfield,Franklin County,MA,Deerfield,2011-2015,4950,370,7.5,3.5
Deerfield,Franklin County,MA,Deerfield,2012-2016,4943,348,7,3.6
Deerfield,Franklin County,MA,Deerfield,2013-2017,4932,409,8.3,4.3
Deerfield,Franklin County,MA,Deerfield,2014-2018,4893,448,9.2,5.2
Dennis,Barnstable County,MA,Dennis,2006-2010,14538,1730,11.9,3.5
Dennis,Barnstable County,MA,Dennis,2007-2011,14364,2053,14.3,3.6
Dennis,Barnstable County,MA,Dennis,2008-2012,14226,2095,14.7,3.7
Dennis,Barnstable County,MA,Dennis,2009-2013,14085,2379,16.9,4.2
Dennis,Barnstable County,MA,Dennis,2010-2014,14005,2170,15.5,4
Dennis,Barnstable County,MA,Dennis,2011-2015,13924,1554,11.2,3
Dennis,Barnstable County,MA,Dennis,2012-2016,13915,1407,10.1,2.1
Dennis,Barnstable County,MA,Dennis,2013-2017,13844,1508,10.9,2.9
Dennis,Barnstable County,MA,Dennis,2014-2018,13831,1540,11.1,2.8
Dighton,Bristol County,MA,Dighton,2006-2010,6917,244,3.5,2.7
Dighton,Bristol County,MA,Dighton,2007-2011,6971,247,3.5,1.8
Dighton,Bristol County,MA,Dighton,2008-2012,7008,232,3.3,1.9
Dighton,Bristol County,MA,Dighton,2009-2013,7051,297,4.2,2.6
Dighton,Bristol County,MA,Dighton,2010-2014,7111,333,4.7,2.4
Dighton,Bristol County,MA,Dighton,2011-2015,7156,390,5.4,2.6
Dighton,Bristol County,MA,Dighton,2012-2016,7258,281,3.9,2.2
Dighton,Bristol County,MA,Dighton,2013-2017,7372,286,3.9,2.6
Dighton,Bristol County,MA,Dighton,2014-2018,7513,245,3.3,1.7
Douglas,Worcester County,MA,Douglas,2006-2010,8239,175,2.1,1.4
Douglas,Worcester County,MA,Douglas,2007-2011,8342,285,3.4,2.1
Douglas,Worcester County,MA,Douglas,2008-2012,8418,289,3.4,2.1
Douglas,Worcester County,MA,Douglas,2009-2013,8501,361,4.2,2.1
Douglas,Worcester County,MA,Douglas,2010-2014,8544,359,4.2,2.3
Douglas,Worcester County,MA,Douglas,2011-2015,8594,286,3.3,1.9
Douglas,Worcester County,MA,Douglas,2012-2016,8627,268,3.1,1.6
Douglas,Worcester County,MA,Douglas,2013-2017,8701,361,4.1,2.1
Douglas,Worcester County,MA,Douglas,2014-2018,8773,252,2.9,1.9
Dover,Norfolk County,MA,Dover,2006-2010,5528,109,2,1.9
Dover,Norfolk County,MA,Dover,2007-2011,5564,64,1.2,1.5
Dover,Norfolk County,MA,Dover,2008-2012,5608,79,1.4,1.8
Dover,Norfolk County,MA,Dover,2009-2013,5677,18,0.3,0.4
Dover,Norfolk County,MA,Dover,2010-2014,5727,17,0.3,0.4
Dover,Norfolk County,MA,Dover,2011-2015,5814,33,0.6,0.5
Dover,Norfolk County,MA,Dover,2012-2016,5864,36,0.6,0.6
Dover,Norfolk County,MA,Dover,2013-2017,5922,45,0.8,0.7
Dover,Norfolk County,MA,Dover,2014-2018,5987,56,0.9,0.7
Dracut,Middlesex County,MA,Dracut,2006-2010,28908,1035,3.6,1.1
Dracut,Middlesex County,MA,Dracut,2007-2011,29162,1212,4.2,1.2
Dracut,Middlesex County,MA,Dracut,2008-2012,29482,1303,4.4,1.3
Dracut,Middlesex County,MA,Dracut,2009-2013,29869,1288,4.3,1.4
Dracut,Middlesex County,MA,Dracut,2010-2014,30302,1522,5,1.5
Dracut,Middlesex County,MA,Dracut,2011-2015,30584,1396,4.6,1.2
Dracut,Middlesex County,MA,Dracut,2012-2016,30877,1759,5.7,1.3
Dracut,Middlesex County,MA,Dracut,2013-2017,31043,2221,7.2,2.3
Dracut,Middlesex County,MA,Dracut,2014-2018,31127,2320,7.5,2.2
Dudley,Worcester County,MA,Dudley,2006-2010,10674,812,7.6,2.9
Dudley,Worcester County,MA,Dudley,2007-2011,10494,812,7.7,3.1
Dudley,Worcester County,MA,Dudley,2008-2012,10537,740,7,2.7
Dudley,Worcester County,MA,Dudley,2009-2013,10561,837,7.9,2.8
Dudley,Worcester County,MA,Dudley,2010-2014,10662,972,9.1,3.4
Dudley,Worcester County,MA,Dudley,2011-2015,10516,1044,9.9,3.2
Dudley,Worcester County,MA,Dudley,2012-2016,10579,948,9,3
Dudley,Worcester County,MA,Dudley,2013-2017,10580,820,7.8,2.6
Dudley,Worcester County,MA,Dudley,2014-2018,10556,678,6.4,2.4
Dunstable,Middlesex County,MA,Dunstable,2006-2010,3076,140,4.6,4.1
Dunstable,Middlesex County,MA,Dunstable,2007-2011,3128,104,3.3,3.4
Dunstable,Middlesex County,MA,Dunstable,2008-2012,3190,93,2.9,2.8
Dunstable,Middlesex County,MA,Dunstable,2009-2013,3255,40,1.2,1.3
Dunstable,Middlesex County,MA,Dunstable,2010-2014,3299,44,1.3,1.1
Dunstable,Middlesex County,MA,Dunstable,2011-2015,3343,72,2.2,1.6
Dunstable,Middlesex County,MA,Dunstable,2012-2016,3310,78,2.4,1.7
Dunstable,Middlesex County,MA,Dunstable,2013-2017,3337,70,2.1,1.6
Dunstable,Middlesex County,MA,Dunstable,2014-2018,3345,83,2.5,1.7
Duxbury,Plymouth County,MA,Duxbury,2006-2010,14784,385,2.6,1.6
Duxbury,Plymouth County,MA,Duxbury,2007-2011,14829,510,3.4,1.7
Duxbury,Plymouth County,MA,Duxbury,2008-2012,14893,539,3.6,1.8
Duxbury,Plymouth County,MA,Duxbury,2009-2013,15014,431,2.9,1
Duxbury,Plymouth County,MA,Duxbury,2010-2014,15107,486,3.2,1.1
Duxbury,Plymouth County,MA,Duxbury,2011-2015,15208,591,3.9,1.2
Duxbury,Plymouth County,MA,Duxbury,2012-2016,15366,611,4,1.5
Duxbury,Plymouth County,MA,Duxbury,2013-2017,15462,617,4,1.4
Duxbury,Plymouth County,MA,Duxbury,2014-2018,15580,634,4.1,1.4
East Bridgewater,Plymouth County,MA,East Bridgewater,2006-2010,13279,820,6.2,3.8
East Bridgewater,Plymouth County,MA,East Bridgewater,2007-2011,13517,1009,7.5,3.7
East Bridgewater,Plymouth County,MA,East Bridgewater,2008-2012,13616,963,7.1,4.1
East Bridgewater,Plymouth County,MA,East Bridgewater,2009-2013,13729,456,3.3,1.3
East Bridgewater,Plymouth County,MA,East Bridgewater,2010-2014,13867,456,3.3,1.3
East Bridgewater,Plymouth County,MA,East Bridgewater,2011-2015,13991,535,3.8,1.4
East Bridgewater,Plymouth County,MA,East Bridgewater,2012-2016,14092,426,3,1.2
East Bridgewater,Plymouth County,MA,East Bridgewater,2013-2017,14176,942,6.6,3.9
East Bridgewater,Plymouth County,MA,East Bridgewater,2014-2018,14272,961,6.7,3.8
East Brookfield,Worcester County,MA,East Brookfield,2006-2010,2019,143,7.1,4.9
East Brookfield,Worcester County,MA,East Brookfield,2007-2011,2043,174,8.5,5
East Brookfield,Worcester County,MA,East Brookfield,2008-2012,2137,144,6.7,3.8
East Brookfield,Worcester County,MA,East Brookfield,2009-2013,2253,119,5.3,3.4
East Brookfield,Worcester County,MA,East Brookfield,2010-2014,2263,110,4.9,2.8
East Brookfield,Worcester County,MA,East Brookfield,2011-2015,2198,129,5.9,3.2
East Brookfield,Worcester County,MA,East Brookfield,2012-2016,2238,106,4.7,2.8
East Brookfield,Worcester County,MA,East Brookfield,2013-2017,2105,100,4.8,2.6
East Brookfield,Worcester County,MA,East Brookfield,2014-2018,2119,143,6.7,3.2
East Longmeadow,Hampden County,MA,East Longmeadow,2006-2010,15094,446,3,1.3
East Longmeadow,Hampden County,MA,East Longmeadow,2007-2011,15284,683,4.5,2.2
East Longmeadow,Hampden County,MA,East Longmeadow,2008-2012,15392,594,3.9,1.3
East Longmeadow,Hampden County,MA,East Longmeadow,2009-2013,15462,675,4.4,1.8
East Longmeadow,Hampden County,MA,East Longmeadow,2010-2014,15516,790,5.1,2.3
East Longmeadow,Hampden County,MA,East Longmeadow,2011-2015,15585,874,5.6,2
East Longmeadow,Hampden County,MA,East Longmeadow,2012-2016,15634,677,4.3,1.3
East Longmeadow,Hampden County,MA,East Longmeadow,2013-2017,15731,708,4.5,1.2
East Longmeadow,Hampden County,MA,East Longmeadow,2014-2018,15770,651,4.1,1.7
Eastham,Barnstable County,MA,Eastham,2006-2010,5060,291,5.8,2.4
Eastham,Barnstable County,MA,Eastham,2007-2011,5011,347,6.9,3.5
Eastham,Barnstable County,MA,Eastham,2008-2012,4983,297,6,3.2
Eastham,Barnstable County,MA,Eastham,2009-2013,4938,333,6.7,3.7
Eastham,Barnstable County,MA,Eastham,2010-2014,4926,250,5.1,3.8
Eastham,Barnstable County,MA,Eastham,2011-2015,4893,275,5.6,4.2
Eastham,Barnstable County,MA,Eastham,2012-2016,4899,284,5.8,3
Eastham,Barnstable County,MA,Eastham,2013-2017,4870,321,6.6,3.2
Eastham,Barnstable County,MA,Eastham,2014-2018,4876,350,7.2,3.7
Easthampton,Hampshire County,MA,Easthampton,2006-2010,15959,987,6.2,1.9
Easthampton,Hampshire County,MA,Easthampton,2007-2011,16013,915,5.7,1.6
Easthampton,Hampshire County,MA,Easthampton,2008-2012,16018,933,5.8,1.5
Easthampton,Hampshire County,MA,Easthampton,2009-2013,16023,1129,7,1.9
Easthampton,Hampshire County,MA,Easthampton,2010-2014,16058,1338,8.3,2.1
Easthampton,Hampshire County,MA,Easthampton,2011-2015,15997,1474,9.2,2.1
Easthampton,Hampshire County,MA,Easthampton,2012-2016,15973,1697,10.6,2.2
Easthampton,Hampshire County,MA,Easthampton,2013-2017,15989,1705,10.7,2.6
Easthampton,Hampshire County,MA,Easthampton,2014-2018,15957,1528,9.6,2.3
Easton,Bristol County,MA,Easton,2006-2010,20101,561,2.8,0.8
Easton,Bristol County,MA,Easton,2007-2011,20664,591,2.9,0.9
Easton,Bristol County,MA,Easton,2008-2012,20820,504,2.4,0.6
Easton,Bristol County,MA,Easton,2009-2013,21102,670,3.2,1
Easton,Bristol County,MA,Easton,2010-2014,21310,746,3.5,1.1
Easton,Bristol County,MA,Easton,2011-2015,21472,825,3.8,1
Easton,Bristol County,MA,Easton,2012-2016,21740,852,3.9,1.1
Easton,Bristol County,MA,Easton,2013-2017,22066,1047,4.7,1.3
Easton,Bristol County,MA,Easton,2014-2018,22416,903,4,1.2
Edgartown,Dukes County,MA,Edgartown,2006-2010,3984,468,11.7,6.3
Edgartown,Dukes County,MA,Edgartown,2007-2011,3994,243,6.1,4.3
Edgartown,Dukes County,MA,Edgartown,2008-2012,4044,318,7.9,5.1
Edgartown,Dukes County,MA,Edgartown,2009-2013,4094,302,7.4,4.3
Edgartown,Dukes County,MA,Edgartown,2010-2014,4161,239,5.7,3.9
Edgartown,Dukes County,MA,Edgartown,2011-2015,4176,259,6.2,4.1
Edgartown,Dukes County,MA,Edgartown,2012-2016,4205,231,5.5,3.9
Edgartown,Dukes County,MA,Edgartown,2013-2017,4250,217,5.1,3.7
Edgartown,Dukes County,MA,Edgartown,2014-2018,4262,159,3.7,3.6
Egremont,Berkshire County,MA,Egremont,2006-2010,1210,57,4.7,2.5
Egremont,Berkshire County,MA,Egremont,2007-2011,1043,63,6,3.3
Egremont,Berkshire County,MA,Egremont,2008-2012,1035,53,5.1,2.5
Egremont,Berkshire County,MA,Egremont,2009-2013,1097,52,4.7,2.7
Egremont,Berkshire County,MA,Egremont,2010-2014,1062,53,5,2.2
Egremont,Berkshire County,MA,Egremont,2011-2015,1123,45,4,2.3
Egremont,Berkshire County,MA,Egremont,2012-2016,1202,44,3.7,2.2
Egremont,Berkshire County,MA,Egremont,2013-2017,1255,54,4.3,2.7
Egremont,Berkshire County,MA,Egremont,2014-2018,1380,70,5.1,2.8
Erving,Franklin County,MA,Erving,2006-2010,1804,153,8.5,3.6
Erving,Franklin County,MA,Erving,2007-2011,1731,122,7,3.6
Erving,Franklin County,MA,Erving,2008-2012,1725,155,9,3.7
Erving,Franklin County,MA,Erving,2009-2013,1772,147,8.3,2.7
Erving,Franklin County,MA,Erving,2010-2014,1814,154,8.5,3
Erving,Franklin County,MA,Erving,2011-2015,1844,155,8.4,2.8
Erving,Franklin County,MA,Erving,2012-2016,1835,206,11.2,3.1
Erving,Franklin County,MA,Erving,2013-2017,1814,162,8.9,3.2
Erving,Franklin County,MA,Erving,2014-2018,1760,186,10.6,3.8
Essex,Essex County,MA,Essex,2006-2010,3445,19,0.6,0.7
Essex,Essex County,MA,Essex,2007-2011,3470,93,2.7,2.9
Essex,Essex County,MA,Essex,2008-2012,3520,98,2.8,2.6
Essex,Essex County,MA,Essex,2009-2013,3546,124,3.5,2.9
Essex,Essex County,MA,Essex,2010-2014,3580,134,3.7,2.9
Essex,Essex County,MA,Essex,2011-2015,3608,236,6.5,4.8
Essex,Essex County,MA,Essex,2012-2016,3632,205,5.6,4.5
Essex,Essex County,MA,Essex,2013-2017,3675,228,6.2,4.3
Essex,Essex County,MA,Essex,2014-2018,3700,228,6.2,4.1
Everett,Middlesex County,MA,Everett,2006-2010,40261,4774,11.9,2.3
Everett,Middlesex County,MA,Everett,2007-2011,40843,4745,11.6,2.2
Everett,Middlesex County,MA,Everett,2008-2012,41386,5288,12.8,2
Everett,Middlesex County,MA,Everett,2009-2013,41840,5532,13.2,2.2
Everett,Middlesex County,MA,Everett,2010-2014,42538,5849,13.8,2.2
Everett,Middlesex County,MA,Everett,2011-2015,43634,6492,14.9,2.3
Everett,Middlesex County,MA,Everett,2012-2016,44361,6487,14.6,2.4
Everett,Middlesex County,MA,Everett,2013-2017,44958,6255,13.9,2.4
Everett,Middlesex County,MA,Everett,2014-2018,45614,6055,13.3,2.7
Fairhaven,Bristol County,MA,Fairhaven,2006-2010,15499,1576,10.2,2.9
Fairhaven,Bristol County,MA,Fairhaven,2007-2011,15542,1776,11.4,3.4
Fairhaven,Bristol County,MA,Fairhaven,2008-2012,15532,1559,10,2.4
Fairhaven,Bristol County,MA,Fairhaven,2009-2013,15609,1620,10.4,2.9
Fairhaven,Bristol County,MA,Fairhaven,2010-2014,15619,1687,10.8,2.5
Fairhaven,Bristol County,MA,Fairhaven,2011-2015,15668,1610,10.3,2.7
Fairhaven,Bristol County,MA,Fairhaven,2012-2016,15695,1469,9.4,2.5
Fairhaven,Bristol County,MA,Fairhaven,2013-2017,15641,1430,9.1,2.2
Fairhaven,Bristol County,MA,Fairhaven,2014-2018,15634,1182,7.6,2
Fall River,Bristol County,MA,Fall River,2006-2010,87796,17750,20.2,1.8
Fall River,Bristol County,MA,Fall River,2007-2011,87773,18796,21.4,2
Fall River,Bristol County,MA,Fall River,2008-2012,87631,20319,23.2,1.7
Fall River,Bristol County,MA,Fall River,2009-2013,87403,20397,23.3,1.7
Fall River,Bristol County,MA,Fall River,2010-2014,87370,20344,23.3,1.8
Fall River,Bristol County,MA,Fall River,2011-2015,87281,20246,23.2,1.7
Fall River,Bristol County,MA,Fall River,2012-2016,87512,19282,22,1.7
Fall River,Bristol County,MA,Fall River,2013-2017,87781,17693,20.2,1.3
Fall River,Bristol County,MA,Fall River,2014-2018,87877,17060,19.4,1.5
Falmouth,Barnstable County,MA,Falmouth,2006-2010,31175,2011,6.5,1.3
Falmouth,Barnstable County,MA,Falmouth,2007-2011,30988,2428,7.8,1.7
Falmouth,Barnstable County,MA,Falmouth,2008-2012,31060,2271,7.3,1.5
Falmouth,Barnstable County,MA,Falmouth,2009-2013,31100,2334,7.5,1.8
Falmouth,Barnstable County,MA,Falmouth,2010-2014,31104,2573,8.3,1.9
Falmouth,Barnstable County,MA,Falmouth,2011-2015,31023,2442,7.9,2.1
Falmouth,Barnstable County,MA,Falmouth,2012-2016,30953,2064,6.7,1.6
Falmouth,Barnstable County,MA,Falmouth,2013-2017,30672,1961,6.4,1.8
Falmouth,Barnstable County,MA,Falmouth,2014-2018,30533,1828,6,1.6
Fitchburg,Worcester County,MA,Fitchburg,2006-2010,37541,7277,19.4,2.9
Fitchburg,Worcester County,MA,Fitchburg,2007-2011,37981,7198,19,2.4
Fitchburg,Worcester County,MA,Fitchburg,2008-2012,38024,7274,19.1,3
Fitchburg,Worcester County,MA,Fitchburg,2009-2013,38222,7864,20.6,2.9
Fitchburg,Worcester County,MA,Fitchburg,2010-2014,38286,7563,19.8,2.8
Fitchburg,Worcester County,MA,Fitchburg,2011-2015,38443,7450,19.4,2.6
Fitchburg,Worcester County,MA,Fitchburg,2012-2016,38482,7368,19.1,2.6
Fitchburg,Worcester County,MA,Fitchburg,2013-2017,38780,6961,17.9,2.5
Fitchburg,Worcester County,MA,Fitchburg,2014-2018,38874,6363,16.4,2.2
Florida,Berkshire County,MA,Florida,2006-2010,763,39,5.1,2.9
Florida,Berkshire County,MA,Florida,2007-2011,716,45,6.3,3.9
Florida,Berkshire County,MA,Florida,2008-2012,715,29,4.1,3.4
Florida,Berkshire County,MA,Florida,2009-2013,774,38,4.9,3.5
Florida,Berkshire County,MA,Florida,2010-2014,788,48,6.1,3.4
Florida,Berkshire County,MA,Florida,2011-2015,718,39,5.4,4
Florida,Berkshire County,MA,Florida,2012-2016,793,103,13,9.3
Florida,Berkshire County,MA,Florida,2013-2017,816,106,13,9
Florida,Berkshire County,MA,Florida,2014-2018,785,107,13.6,8.4
Foxborough,Norfolk County,MA,Foxborough,2006-2010,16621,288,1.7,0.9
Foxborough,Norfolk County,MA,Foxborough,2007-2011,16682,488,2.9,1.2
Foxborough,Norfolk County,MA,Foxborough,2008-2012,16819,670,4,1.6
Foxborough,Norfolk County,MA,Foxborough,2009-2013,16952,683,4,1.7
Foxborough,Norfolk County,MA,Foxborough,2010-2014,17098,722,4.2,1.6
Foxborough,Norfolk County,MA,Foxborough,2011-2015,17219,856,5,1.9
Foxborough,Norfolk County,MA,Foxborough,2012-2016,17306,963,5.6,2.4
Foxborough,Norfolk County,MA,Foxborough,2013-2017,17406,849,4.9,2.3
Foxborough,Norfolk County,MA,Foxborough,2014-2018,17480,971,5.6,2.3
Framingham,Middlesex County,MA,Framingham,2006-2010,63568,5569,8.8,1.3
Framingham,Middlesex County,MA,Framingham,2007-2011,64058,5824,9.1,1.4
Framingham,Middlesex County,MA,Framingham,2008-2012,65034,6223,9.6,1.4
Framingham,Middlesex County,MA,Framingham,2009-2013,65813,7352,11.2,1.6
Framingham,Middlesex County,MA,Framingham,2010-2014,66584,7508,11.3,1.7
Framingham,Middlesex County,MA,Framingham,2011-2015,67350,7733,11.5,1.3
Framingham,Middlesex County,MA,Framingham,2012-2016,67666,7610,11.2,1.4
Framingham,Middlesex County,MA,Framingham,2013-2017,68246,7865,11.5,1.4
Framingham,Middlesex County,MA,Framingham,2014-2018,68800,6682,9.7,1.5
Franklin,Norfolk County,MA,Franklin,2006-2010,30339,1326,4.4,1.3
Franklin,Norfolk County,MA,Franklin,2007-2011,30464,1086,3.6,1.1
Franklin,Norfolk County,MA,Franklin,2008-2012,30831,1104,3.6,1.2
Franklin,Norfolk County,MA,Franklin,2009-2013,31080,1330,4.3,1.3
Franklin,Norfolk County,MA,Franklin,2010-2014,31365,1183,3.8,1.2
Franklin,Norfolk County,MA,Franklin,2011-2015,31679,1032,3.3,1.1
Franklin,Norfolk County,MA,Franklin,2012-2016,31810,1322,4.2,1.1
Franklin,Norfolk County,MA,Franklin,2013-2017,31780,1380,4.3,1.5
Franklin,Norfolk County,MA,Franklin,2014-2018,31935,1271,4,1.6
Freetown,Bristol County,MA,Freetown,2006-2010,8750,423,4.8,2.4
Freetown,Bristol County,MA,Freetown,2007-2011,8778,468,5.3,2.3
Freetown,Bristol County,MA,Freetown,2008-2012,8813,381,4.3,1.6
Freetown,Bristol County,MA,Freetown,2009-2013,8817,475,5.4,1.8
Freetown,Bristol County,MA,Freetown,2010-2014,8848,427,4.8,1.7
Freetown,Bristol County,MA,Freetown,2011-2015,8866,352,4,1.5
Freetown,Bristol County,MA,Freetown,2012-2016,8959,369,4.1,1.8
Freetown,Bristol County,MA,Freetown,2013-2017,8996,531,5.9,2.8
Freetown,Bristol County,MA,Freetown,2014-2018,9110,501,5.5,3
Gardner,Worcester County,MA,Gardner,2006-2010,19002,2166,11.4,2.3
Gardner,Worcester County,MA,Gardner,2007-2011,19166,2217,11.6,2.2
Gardner,Worcester County,MA,Gardner,2008-2012,19113,2490,13,2.8
Gardner,Worcester County,MA,Gardner,2009-2013,19117,2754,14.4,2.8
Gardner,Worcester County,MA,Gardner,2010-2014,19168,3379,17.6,2.9
Gardner,Worcester County,MA,Gardner,2011-2015,19188,3665,19.1,3.1
Gardner,Worcester County,MA,Gardner,2012-2016,19179,3637,19,3.1
Gardner,Worcester County,MA,Gardner,2013-2017,19349,3222,16.7,3.3
Gardner,Worcester County,MA,Gardner,2014-2018,19369,2896,15,2.9
Georgetown,Essex County,MA,Georgetown,2006-2010,7949,124,1.6,1.1
Georgetown,Essex County,MA,Georgetown,2007-2011,8045,169,2.1,1
Georgetown,Essex County,MA,Georgetown,2008-2012,8163,133,1.6,0.9
Georgetown,Essex County,MA,Georgetown,2009-2013,8253,191,2.3,1.2
Georgetown,Essex County,MA,Georgetown,2010-2014,8379,221,2.6,1.4
Georgetown,Essex County,MA,Georgetown,2011-2015,8441,227,2.7,1.3
Georgetown,Essex County,MA,Georgetown,2012-2016,8504,175,2.1,1.5
Georgetown,Essex County,MA,Georgetown,2013-2017,8561,292,3.4,2.1
Georgetown,Essex County,MA,Georgetown,2014-2018,8638,205,2.4,1.3
Gill,Franklin County,MA,Gill,2006-2010,1413,83,5.9,2.9
Gill,Franklin County,MA,Gill,2007-2011,1428,82,5.7,2.4
Gill,Franklin County,MA,Gill,2008-2012,1564,140,9,8.5
Gill,Franklin County,MA,Gill,2009-2013,1530,130,8.5,8
Gill,Franklin County,MA,Gill,2010-2014,1570,114,7.3,6.4
Gill,Franklin County,MA,Gill,2011-2015,1637,168,10.3,6
Gill,Franklin County,MA,Gill,2012-2016,1651,132,8,8.8
Gill,Franklin County,MA,Gill,2013-2017,1599,92,5.8,6.9
Gill,Franklin County,MA,Gill,2014-2018,1603,109,6.8,7.2
Gloucester,Essex County,MA,Gloucester,2006-2010,28638,2246,7.8,1.9
Gloucester,Essex County,MA,Gloucester,2007-2011,28532,2473,8.7,1.9
Gloucester,Essex County,MA,Gloucester,2008-2012,28680,2376,8.3,1.6
