Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
Belchertown,Hampshire County,MA,Belchertown,2010-2014,14653,1137,7.8,3.3
Belchertown,Hampshire County,MA,Belchertown,2011-2015,14778,1355,9.2,3.5
Belchertown,Hampshire County,MA,Belchertown,2012-2016,14769,1410,9.5,3.2
Belchertown,Hampshire County,MA,Belchertown,2013-2017,14821,855,5.8,2.2
Belchertown,Hampshire County,MA,Belchertown,2014-2018,14854,784,5.3,2.3
Bellingham,Norfolk County,MA,Bellingham,2006-2010,15977,780,4.9,1.9
Bellingham,Norfolk County,MA,Bellingham,2007-2011,16136,631,3.9,1.9
Bellingham,Norfolk County,MA,Bellingham,2008-2012,16283,520,3.2,1.5
Bellingham,Norfolk County,MA,Bellingham,2009-2013,16433,379,2.3,1
Bellingham,Norfolk County,MA,Bellingham,2010-2014,16527,494,3,1.5
Bellingham,Norfolk County,MA,Bellingham,2011-2015,16544,504,3,1.6
Bellingham,Norfolk County,MA,Bellingham,2012-2016,16677,584,3.5,1.8
Bellingham,Norfolk County,MA,Bellingham,2013-2017,16764,701,4.2,1.7
Bellingham,Norfolk County,MA,Bellingham,2014-2018,16812,580,3.4,1.3
Belmont,Middlesex County,MA,Belmont,2006-2010,24106,1174,4.9,1.5
Belmont,Middlesex County,MA,Belmont,2007-2011,24315,1272,5.2,1.8
Belmont,Middlesex County,MA,Belmont,2008-2012,24524,1333,5.4,1.5
Belmont,Middlesex County,MA,Belmont,2009-2013,24694,1380,5.6,1.6
Belmont,Middlesex County,MA,Belmont,2010-2014,24891,1446,5.8,1.6
Belmont,Middlesex County,MA,Belmont,2011-2015,25047,1131,4.5,1.2
Belmont,Middlesex County,MA,Belmont,2012-2016,25275,1259,5,1.2
Belmont,Middlesex County,MA,Belmont,2013-2017,25692,1420,5.5,1.2
Belmont,Middlesex County,MA,Belmont,2014-2018,25775,1439,5.6,1.4
Berkley,Bristol County,MA,Berkley,2006-2010,6301,392,6.2,3.4
Berkley,Bristol County,MA,Berkley,2007-2011,6334,322,5.1,3.5
Berkley,Bristol County,MA,Berkley,2008-2012,6407,428,6.7,3.9
Berkley,Bristol County,MA,Berkley,2009-2013,6445,383,5.9,2.9
Berkley,Bristol County,MA,Berkley,2010-2014,6483,381,5.9,3.5
Berkley,Bristol County,MA,Berkley,2011-2015,6537,233,3.6,2.3
Berkley,Bristol County,MA,Berkley,2012-2016,6578,301,4.6,2.8
Berkley,Bristol County,MA,Berkley,2013-2017,6619,260,3.9,2.8
Berkley,Bristol County,MA,Berkley,2014-2018,6657,125,1.9,1.6
Berlin,Worcester County,MA,Berlin,2006-2010,2786,50,1.8,1
Berlin,Worcester County,MA,Berlin,2007-2011,2819,44,1.6,1
Berlin,Worcester County,MA,Berlin,2008-2012,2856,66,2.3,1.1
Berlin,Worcester County,MA,Berlin,2009-2013,2886,71,2.5,1.2
Berlin,Worcester County,MA,Berlin,2010-2014,2917,78,2.7,1.4
Berlin,Worcester County,MA,Berlin,2011-2015,2947,79,2.7,1.3
Berlin,Worcester County,MA,Berlin,2012-2016,3048,102,3.3,1.3
Berlin,Worcester County,MA,Berlin,2013-2017,3082,89,2.9,1.4
Berlin,Worcester County,MA,Berlin,2014-2018,3116,131,4.2,1.6
Bernardston,Franklin County,MA,Bernardston,2006-2010,2235,91,4.1,2.3
Bernardston,Franklin County,MA,Bernardston,2007-2011,2187,122,5.6,2.7
Bernardston,Franklin County,MA,Bernardston,2008-2012,2116,131,6.2,3.4
Bernardston,Franklin County,MA,Bernardston,2009-2013,2199,105,4.8,1.9
Bernardston,Franklin County,MA,Bernardston,2010-2014,2166,135,6.2,2
Bernardston,Franklin County,MA,Bernardston,2011-2015,2181,154,7.1,2.6
Bernardston,Franklin County,MA,Bernardston,2012-2016,2146,153,7.1,3
Bernardston,Franklin County,MA,Bernardston,2013-2017,2178,207,9.5,4.4
Bernardston,Franklin County,MA,Bernardston,2014-2018,2037,174,8.5,5.5
Beverly,Essex County,MA,Beverly,2006-2010,37010,3345,9,1.7
Beverly,Essex County,MA,Beverly,2007-2011,36483,3227,8.8,1.6
Beverly,Essex County,MA,Beverly,2008-2012,36679,3169,8.6,1.7
Beverly,Essex County,MA,Beverly,2009-2013,37084,3185,8.6,1.9
Beverly,Essex County,MA,Beverly,2010-2014,37476,3209,8.6,1.8
Beverly,Essex County,MA,Beverly,2011-2015,37804,3021,8,1.8
Beverly,Essex County,MA,Beverly,2012-2016,38085,2946,7.7,1.7
Beverly,Essex County,MA,Beverly,2013-2017,38406,3173,8.3,1.8
Beverly,Essex County,MA,Beverly,2014-2018,38529,3171,8.2,1.9
Billerica,Middlesex County,MA,Billerica,2006-2010,38797,1284,3.3,1.1
Billerica,Middlesex County,MA,Billerica,2007-2011,39192,1848,4.7,1.7
Billerica,Middlesex County,MA,Billerica,2008-2012,39554,2512,6.4,2.3
Billerica,Middlesex County,MA,Billerica,2009-2013,39934,2525,6.3,1.9
Billerica,Middlesex County,MA,Billerica,2010-2014,40403,2264,5.6,1.7
Billerica,Middlesex County,MA,Billerica,2011-2015,40721,2207,5.4,1.9
Billerica,Middlesex County,MA,Billerica,2012-2016,40901,1719,4.2,1.3
Billerica,Middlesex County,MA,Billerica,2013-2017,41485,1779,4.3,1
Billerica,Middlesex County,MA,Billerica,2014-2018,41751,1581,3.8,0.9
Blackstone,Worcester County,MA,Blackstone,2006-2010,8884,334,3.8,2.2
Blackstone,Worcester County,MA,Blackstone,2007-2011,8997,260,2.9,1.7
Blackstone,Worcester County,MA,Blackstone,2008-2012,8972,353,3.9,1.8
Blackstone,Worcester County,MA,Blackstone,2009-2013,8971,427,4.8,2.1
Blackstone,Worcester County,MA,Blackstone,2010-2014,8996,458,5.1,2.4
Blackstone,Worcester County,MA,Blackstone,2011-2015,9029,518,5.7,2.4
Blackstone,Worcester County,MA,Blackstone,2012-2016,9026,501,5.6,2.4
Blackstone,Worcester County,MA,Blackstone,2013-2017,9165,365,4,2.1
Blackstone,Worcester County,MA,Blackstone,2014-2018,9213,342,3.7,1.7
Blandford,Hampden County,MA,Blandford,2006-2010,1184,65,5.5,2.5
Blandford,Hampden County,MA,Blandford,2007-2011,1174,44,3.7,2.5
Blandford,Hampden County,MA,Blandford,2008-2012,1129,35,3.1,1.9
Blandford,Hampden County,MA,Blandford,2009-2013,1110,53,4.8,2.9
Blandford,Hampden County,MA,Blandford,2010-2014,1186,66,5.6,3.4
Blandford,Hampden County,MA,Blandford,2011-2015,1144,45,3.9,2.9
Blandford,Hampden County,MA,Blandford,2012-2016,1164,49,4.2,2.6
Blandford,Hampden County,MA,Blandford,2013-2017,1259,89,7.1,4.9
Blandford,Hampden County,MA,Blandford,2014-2018,1177,60,5.1,4.3
Bolton,Worcester County,MA,Bolton,2006-2010,4779,112,2.3,1.8
Bolton,Worcester County,MA,Bolton,2007-2011,4814,131,2.7,1.8
Bolton,Worcester County,MA,Bolton,2008-2012,4893,137,2.8,1.6
Bolton,Worcester County,MA,Bolton,2009-2013,4954,138,2.8,1.7
Bolton,Worcester County,MA,Bolton,2010-2014,5008,134,2.7,1.4
Bolton,Worcester County,MA,Bolton,2011-2015,5055,92,1.8,1.1
Bolton,Worcester County,MA,Bolton,2012-2016,5113,79,1.5,1.1
Bolton,Worcester County,MA,Bolton,2013-2017,5167,72,1.4,0.8
Bolton,Worcester County,MA,Bolton,2014-2018,5236,75,1.4,1
Boston,Suffolk County,MA,Boston,2006-2010,566783,120413,21.2,0.7
Boston,Suffolk County,MA,Boston,2007-2011,571827,122358,21.4,0.6
Boston,Suffolk County,MA,Boston,2008-2012,580337,123132,21.2,0.6
Boston,Suffolk County,MA,Boston,2009-2013,588574,126226,21.4,0.6
Boston,Suffolk County,MA,Boston,2010-2014,597942,131241,21.9,0.6
Boston,Suffolk County,MA,Boston,2011-2015,607322,130775,21.5,0.7
Boston,Suffolk County,MA,Boston,2012-2016,614857,129846,21.1,0.5
Boston,Suffolk County,MA,Boston,2013-2017,626118,128618,20.5,0.5
Boston,Suffolk County,MA,Boston,2014-2018,636316,128415,20.2,0.6
Bourne,Barnstable County,MA,Bourne,2006-2010,17994,1479,8.2,2.3
Bourne,Barnstable County,MA,Bourne,2007-2011,18424,1644,8.9,2.1
Bourne,Barnstable County,MA,Bourne,2008-2012,18686,2057,11,2.7
Bourne,Barnstable County,MA,Bourne,2009-2013,18900,2331,12.3,2.7
Bourne,Barnstable County,MA,Bourne,2010-2014,19060,2214,11.6,2.5
Bourne,Barnstable County,MA,Bourne,2011-2015,19225,1746,9.1,1.7
Bourne,Barnstable County,MA,Bourne,2012-2016,19369,1881,9.7,2.4
Bourne,Barnstable County,MA,Bourne,2013-2017,19283,1321,6.9,2
Bourne,Barnstable County,MA,Bourne,2014-2018,19313,1006,5.2,1.3
Boxborough,Middlesex County,MA,Boxborough,2006-2010,4908,312,6.4,3.5
Boxborough,Middlesex County,MA,Boxborough,2007-2011,4957,239,4.8,3.1
Boxborough,Middlesex County,MA,Boxborough,2008-2012,5017,163,3.2,2.2
Boxborough,Middlesex County,MA,Boxborough,2009-2013,5048,135,2.7,2.3
Boxborough,Middlesex County,MA,Boxborough,2010-2014,5102,224,4.4,2.4
Boxborough,Middlesex County,MA,Boxborough,2011-2015,5137,243,4.7,2.9
Boxborough,Middlesex County,MA,Boxborough,2012-2016,5287,247,4.7,2.6
Boxborough,Middlesex County,MA,Boxborough,2013-2017,5546,295,5.3,2.9
Boxborough,Middlesex County,MA,Boxborough,2014-2018,5794,314,5.4,2.7
Boxford,Essex County,MA,Boxford,2006-2010,7917,167,2.1,2
Boxford,Essex County,MA,Boxford,2007-2011,7950,181,2.3,2.3
Boxford,Essex County,MA,Boxford,2008-2012,7990,207,2.6,2.9
Boxford,Essex County,MA,Boxford,2009-2013,8040,70,0.9,0.7
Boxford,Essex County,MA,Boxford,2010-2014,8105,227,2.8,3.1
Boxford,Essex County,MA,Boxford,2011-2015,8138,216,2.7,3.5
Boxford,Essex County,MA,Boxford,2012-2016,8198,171,2.1,2.6
Boxford,Essex County,MA,Boxford,2013-2017,8228,228,2.8,3.4
Boxford,Essex County,MA,Boxford,2014-2018,8270,169,2,2.4
Boylston,Worcester County,MA,Boylston,2006-2010,4294,47,1.1,0.9
Boylston,Worcester County,MA,Boylston,2007-2011,4315,48,1.1,0.9
Boylston,Worcester County,MA,Boylston,2008-2012,4336,57,1.3,0.9
Boylston,Worcester County,MA,Boylston,2009-2013,4361,106,2.4,1.4
Boylston,Worcester County,MA,Boylston,2010-2014,4393,134,3.1,1.6
Boylston,Worcester County,MA,Boylston,2011-2015,4426,148,3.3,1.4
Boylston,Worcester County,MA,Boylston,2012-2016,4477,151,3.4,1.7
Boylston,Worcester County,MA,Boylston,2013-2017,4510,184,4.1,2.2
Boylston,Worcester County,MA,Boylston,2014-2018,4563,171,3.7,1.7
Braintree,Norfolk County,MA,Braintree,2006-2010,34720,1822,5.2,1.5
Braintree,Norfolk County,MA,Braintree,2007-2011,34869,1911,5.5,1.3
Braintree,Norfolk County,MA,Braintree,2008-2012,35202,1797,5.1,1
Braintree,Norfolk County,MA,Braintree,2009-2013,35518,1805,5.1,0.8
Braintree,Norfolk County,MA,Braintree,2010-2014,35993,1902,5.3,1.3
Braintree,Norfolk County,MA,Braintree,2011-2015,36317,2130,5.9,1.1
Braintree,Norfolk County,MA,Braintree,2012-2016,36455,2131,5.8,1.1
Braintree,Norfolk County,MA,Braintree,2013-2017,36510,1822,5,1.3
Braintree,Norfolk County,MA,Braintree,2014-2018,36628,1720,4.7,1.1
Brewster,Barnstable County,MA,Brewster,2006-2010,9602,938,9.8,2.8
Brewster,Barnstable County,MA,Brewster,2007-2011,9464,1036,10.9,3
Brewster,Barnstable County,MA,Brewster,2008-2012,9461,966,10.2,3.4
Brewster,Barnstable County,MA,Brewster,2009-2013,9419,685,7.3,3.4
Brewster,Barnstable County,MA,Brewster,2010-2014,9496,660,7,2.3
Brewster,Barnstable County,MA,Brewster,2011-2015,9514,515,5.4,2.5
Brewster,Barnstable County,MA,Brewster,2012-2016,9534,465,4.9,2.1
Brewster,Barnstable County,MA,Brewster,2013-2017,9517,457,4.8,2.6
Brewster,Barnstable County,MA,Brewster,2014-2018,9507,484,5.1,2.3
Bridgewater,Plymouth County,MA,Bridgewater,2006-2010,21169,1265,6,2.2
Bridgewater,Plymouth County,MA,Bridgewater,2007-2011,21767,1261,5.8,2
Bridgewater,Plymouth County,MA,Bridgewater,2008-2012,21996,1228,5.6,2.2
Bridgewater,Plymouth County,MA,Bridgewater,2009-2013,21720,1523,7,2.4
Bridgewater,Plymouth County,MA,Bridgewater,2010-2014,21945,1594,7.3,2.6
Bridgewater,Plymouth County,MA,Bridgewater,2011-2015,22432,1898,8.5,3.2
Bridgewater,Plymouth County,MA,Bridgewater,2012-2016,22571,1890,8.4,2.6
Bridgewater,Plymouth County,MA,Bridgewater,2013-2017,22735,2159,9.5,3.2
Bridgewater,Plymouth County,MA,Bridgewater,2014-2018,22589,2103,9.3,3.6
Brimfield,Hampden County,MA,Brimfield,2006-2010,3544,124,3.5,2.8
Brimfield,Hampden County,MA,Brimfield,2007-2011,3554,130,3.7,2.9
Brimfield,Hampden County,MA,Brimfield,2008-2012,3593,159,4.4,3.6
Brimfield,Hampden County,MA,Brimfield,2009-2013,3625,222,6.1,4.2
Brimfield,Hampden County,MA,Brimfield,2010-2014,3654,110,3,2.7
Brimfield,Hampden County,MA,Brimfield,2011-2015,3631,118,3.2,2.7
Brimfield,Hampden County,MA,Brimfield,2012-2016,3676,95,2.6,2.5
Brimfield,Hampden County,MA,Brimfield,2013-2017,3694,156,4.2,3.6
Brimfield,Hampden County,MA,Brimfield,2014-2018,3709,107,2.9,2.4
Brockton,Plymouth County,MA,Brockton,2006-2010,92468,13513,14.6,1.2
Brockton,Plymouth County,MA,Brockton,2007-2011,92333,14376,15.6,1.6
Brockton,Plymouth County,MA,Brockton,2008-2012,92495,15790,17.1,1.4
Brockton,Plymouth County,MA,Brockton,2009-2013,92264,16559,17.9,1.6
Brockton,Plymouth County,MA,Brockton,2010-2014,92550,16612,17.9,1.6
Brockton,Plymouth County,MA,Brockton,2011-2015,92838,17253,18.6,1.6
Brockton,Plymouth County,MA,Brockton,2012-2016,93070,16945,18.2,1.6
Brockton,Plymouth County,MA,Brockton,2013-2017,93309,15703,16.8,1.4
Brockton,Plymouth County,MA,Brockton,2014-2018,93928,14663,15.6,1.7
Brookfield,Worcester County,MA,Brookfield,2006-2010,3334,70,2.1,1.7
Brookfield,Worcester County,MA,Brookfield,2007-2011,3355,44,1.3,1.1
Brookfield,Worcester County,MA,Brookfield,2008-2012,3361,87,2.6,1.9
Brookfield,Worcester County,MA,Brookfield,2009-2013,3376,190,5.6,3.3
Brookfield,Worcester County,MA,Brookfield,2010-2014,3366,252,7.5,4.1
Brookfield,Worcester County,MA,Brookfield,2011-2015,3368,301,8.9,4.2
Brookfield,Worcester County,MA,Brookfield,2012-2016,3349,363,10.8,5.1
Brookfield,Worcester County,MA,Brookfield,2013-2017,3383,311,9.2,5
Brookfield,Worcester County,MA,Brookfield,2014-2018,3407,254,7.5,5.1
Brookline,Norfolk County,MA,Brookline,2006-2010,56440,7405,13.1,1.9
Brookline,Norfolk County,MA,Brookline,2007-2011,56947,6557,11.5,1.5
Brookline,Norfolk County,MA,Brookline,2008-2012,57088,6990,12.2,1.5
Brookline,Norfolk County,MA,Brookline,2009-2013,57267,6573,11.5,1.3
Brookline,Norfolk County,MA,Brookline,2010-2014,57493,6786,11.8,1.2
Brookline,Norfolk County,MA,Brookline,2011-2015,57604,6996,12.1,1.6
Brookline,Norfolk County,MA,Brookline,2012-2016,57640,7134,12.4,1.3
Brookline,Norfolk County,MA,Brookline,2013-2017,57672,6555,11.4,1.3
Brookline,Norfolk County,MA,Brookline,2014-2018,57703,6861,11.9,1.5
Buckland,Franklin County,MA,Buckland,2006-2010,2068,214,10.3,5.8
Buckland,Franklin County,MA,Buckland,2007-2011,2297,227,9.9,5.9
Buckland,Franklin County,MA,Buckland,2008-2012,2110,237,11.2,5.9
Buckland,Franklin County,MA,Buckland,2009-2013,2093,197,9.4,5.5
Buckland,Franklin County,MA,Buckland,2010-2014,1961,185,9.4,5.9
Buckland,Franklin County,MA,Buckland,2011-2015,1797,130,7.2,4
Buckland,Franklin County,MA,Buckland,2012-2016,1796,193,10.7,5.9
Buckland,Franklin County,MA,Buckland,2013-2017,1923,207,10.8,4.8
Buckland,Franklin County,MA,Buckland,2014-2018,1903,194,10.2,4.9
Burlington,Middlesex County,MA,Burlington,2006-2010,23899,662,2.8,0.9
Burlington,Middlesex County,MA,Burlington,2007-2011,24142,777,3.2,0.9
Burlington,Middlesex County,MA,Burlington,2008-2012,24516,970,4,1.2
Burlington,Middlesex County,MA,Burlington,2009-2013,24812,1102,4.4,1.5
Burlington,Middlesex County,MA,Burlington,2010-2014,25129,1183,4.7,1.6
Burlington,Middlesex County,MA,Burlington,2011-2015,25451,1335,5.2,1.6
Burlington,Middlesex County,MA,Burlington,2012-2016,25698,1330,5.2,1.7
Burlington,Middlesex County,MA,Burlington,2013-2017,26086,1041,4,1.1
Burlington,Middlesex County,MA,Burlington,2014-2018,27026,1049,3.9,1.1
Cambridge,Middlesex County,MA,Cambridge,2006-2010,94746,14202,15,1.3
Cambridge,Middlesex County,MA,Cambridge,2007-2011,93399,14111,15.1,1.2
Cambridge,Middlesex County,MA,Cambridge,2008-2012,92157,12841,13.9,1.1
Cambridge,Middlesex County,MA,Cambridge,2009-2013,91369,13430,14.7,1.3
Cambridge,Middlesex County,MA,Cambridge,2010-2014,90989,13656,15,1.2
Cambridge,Middlesex County,MA,Cambridge,2011-2015,91383,12781,14,1.3
Cambridge,Middlesex County,MA,Cambridge,2012-2016,92146,12925,14,0.9
Cambridge,Middlesex County,MA,Cambridge,2013-2017,94300,12738,13.5,1.1
Cambridge,Middlesex County,MA,Cambridge,2014-2018,99178,13070,13.2,0.9
Canton,Norfolk County,MA,Canton,2006-2010,20411,885,4.3,1.4
Canton,Norfolk County,MA,Canton,2007-2011,21018,883,4.2,1.2
Canton,Norfolk County,MA,Canton,2008-2012,21264,1173,5.5,1.7
Canton,Norfolk County,MA,Canton,2009-2013,21449,1265,5.9,1.6
Canton,Norfolk County,MA,Canton,2010-2014,21699,1350,6.2,2.1
Canton,Norfolk County,MA,Canton,2011-2015,21941,1404,6.4,2.1
Canton,Norfolk County,MA,Canton,2012-2016,22228,1417,6.4,2.3
Canton,Norfolk County,MA,Canton,2013-2017,22503,1348,6,1.8
Canton,Norfolk County,MA,Canton,2014-2018,22840,1156,5.1,1.5
Carlisle,Middlesex County,MA,Carlisle,2006-2010,4766,287,6,3.9
Carlisle,Middlesex County,MA,Carlisle,2007-2011,4814,337,7,4.1
Carlisle,Middlesex County,MA,Carlisle,2008-2012,4870,293,6,3.7
Carlisle,Middlesex County,MA,Carlisle,2009-2013,4918,275,5.6,3.2
Carlisle,Middlesex County,MA,Carlisle,2010-2014,4967,273,5.5,3.6
Carlisle,Middlesex County,MA,Carlisle,2011-2015,5074,124,2.4,1.4
Carlisle,Middlesex County,MA,Carlisle,2012-2016,5125,113,2.2,1.3
Carlisle,Middlesex County,MA,Carlisle,2013-2017,5160,83,1.6,1
Carlisle,Middlesex County,MA,Carlisle,2014-2018,5186,153,3,1.7
Carver,Plymouth County,MA,Carver,2006-2010,11411,643,5.6,2.7
Carver,Plymouth County,MA,Carver,2007-2011,11435,602,5.3,3
Carver,Plymouth County,MA,Carver,2008-2012,11476,770,6.7,3.1
Carver,Plymouth County,MA,Carver,2009-2013,11470,718,6.3,3.3
Carver,Plymouth County,MA,Carver,2010-2014,11533,625,5.4,2.4
Carver,Plymouth County,MA,Carver,2011-2015,11549,411,3.6,1.3
Carver,Plymouth County,MA,Carver,2012-2016,11557,389,3.4,1.6
Carver,Plymouth County,MA,Carver,2013-2017,11594,530,4.6,2.4
Carver,Plymouth County,MA,Carver,2014-2018,11640,656,5.6,2.5
Charlemont,Franklin County,MA,Charlemont,2006-2010,1199,122,10.2,4.4
Charlemont,Franklin County,MA,Charlemont,2007-2011,1160,127,10.9,6.3
Charlemont,Franklin County,MA,Charlemont,2008-2012,1292,121,9.4,5.3
Charlemont,Franklin County,MA,Charlemont,2009-2013,1256,152,12.1,4.9
Charlemont,Franklin County,MA,Charlemont,2010-2014,1215,159,13.1,4.3
Charlemont,Franklin County,MA,Charlemont,2011-2015,1098,135,12.3,4.5
Charlemont,Franklin County,MA,Charlemont,2012-2016,1165,139,11.9,4.2
Charlemont,Franklin County,MA,Charlemont,2013-2017,1102,177,16.1,4.9
Charlemont,Franklin County,MA,Charlemont,2014-2018,1121,155,13.8,4.6
Charlton,Worcester County,MA,Charlton,2006-2010,12535,440,3.5,1.9
Charlton,Worcester County,MA,Charlton,2007-2011,12662,502,4,1.8
Charlton,Worcester County,MA,Charlton,2008-2012,12777,610,4.8,2.3
Charlton,Worcester County,MA,Charlton,2009-2013,12879,553,4.3,1.7
Charlton,Worcester County,MA,Charlton,2010-2014,12980,637,4.9,1.6
Charlton,Worcester County,MA,Charlton,2011-2015,13043,610,4.7,1.6
Charlton,Worcester County,MA,Charlton,2012-2016,13126,605,4.6,1.8
Charlton,Worcester County,MA,Charlton,2013-2017,13220,618,4.7,1.5
Charlton,Worcester County,MA,Charlton,2014-2018,13336,503,3.8,1.4
Chatham,Barnstable County,MA,Chatham,2006-2010,5905,416,7,2.6
Chatham,Barnstable County,MA,Chatham,2007-2011,5949,475,8,2.3
Chatham,Barnstable County,MA,Chatham,2008-2012,6004,568,9.5,3.2
Chatham,Barnstable County,MA,Chatham,2009-2013,6000,464,7.7,3.1
Chatham,Barnstable County,MA,Chatham,2010-2014,5989,535,8.9,3.1
Chatham,Barnstable County,MA,Chatham,2011-2015,5982,547,9.1,3
Chatham,Barnstable County,MA,Chatham,2012-2016,6002,760,12.7,4.4
Chatham,Barnstable County,MA,Chatham,2013-2017,6007,571,9.5,4.1
Chatham,Barnstable County,MA,Chatham,2014-2018,6010,542,9,3.8
Chelmsford,Middlesex County,MA,Chelmsford,2006-2010,33212,1281,3.9,1.7
Chelmsford,Middlesex County,MA,Chelmsford,2007-2011,33445,1310,3.9,1.8
Chelmsford,Middlesex County,MA,Chelmsford,2008-2012,33779,1366,4,2.1
Chelmsford,Middlesex County,MA,Chelmsford,2009-2013,34060,1461,4.3,2.2
Chelmsford,Middlesex County,MA,Chelmsford,2010-2014,34360,1197,3.5,1
Chelmsford,Middlesex County,MA,Chelmsford,2011-2015,34637,1182,3.4,0.8
Chelmsford,Middlesex County,MA,Chelmsford,2012-2016,34776,1175,3.4,0.9
Chelmsford,Middlesex County,MA,Chelmsford,2013-2017,34945,1260,3.6,0.9
Chelmsford,Middlesex County,MA,Chelmsford,2014-2018,34966,1331,3.8,0.8
Chelsea,Suffolk County,MA,Chelsea,2006-2010,33988,8236,24.2,3.7
Chelsea,Suffolk County,MA,Chelsea,2007-2011,34380,8006,23.3,3.5
Chelsea,Suffolk County,MA,Chelsea,2008-2012,35038,8753,25,3.8
Chelsea,Suffolk County,MA,Chelsea,2009-2013,35716,8468,23.7,2.8
Chelsea,Suffolk County,MA,Chelsea,2010-2014,36556,8257,22.6,3.1
Chelsea,Suffolk County,MA,Chelsea,2011-2015,37074,7748,20.9,3.4
Chelsea,Suffolk County,MA,Chelsea,2012-2016,37742,7272,19.3,3
Chelsea,Suffolk County,MA,Chelsea,2013-2017,38847,7586,19.5,2.7
Chelsea,Suffolk County,MA,Chelsea,2014-2018,39453,7402,18.8,2.6
Cheshire,Berkshire County,MA,Cheshire,2006-2010,3255,394,12.1,6.2
Cheshire,Berkshire County,MA,Cheshire,2007-2011,3245,405,12.5,7.9
Cheshire,Berkshire County,MA,Cheshire,2008-2012,3212,408,12.7,8.2
Cheshire,Berkshire County,MA,Cheshire,2009-2013,3208,377,11.8,7.2
Cheshire,Berkshire County,MA,Cheshire,2010-2014,3195,245,7.7,5.3
Cheshire,Berkshire County,MA,Cheshire,2011-2015,3174,170,5.4,2.5
Cheshire,Berkshire County,MA,Cheshire,2012-2016,3169,154,4.9,2.8
Cheshire,Berkshire County,MA,Cheshire,2013-2017,3169,126,4,2.3
Cheshire,Berkshire County,MA,Cheshire,2014-2018,3172,139,4.4,2.6
Chester,Hampden County,MA,Chester,2006-2010,1275,91,7.1,3.6
Chester,Hampden County,MA,Chester,2007-2011,1320,105,8,3.1
Chester,Hampden County,MA,Chester,2008-2012,1383,117,8.5,3.6
Chester,Hampden County,MA,Chester,2009-2013,1465,142,9.7,4.8
Chester,Hampden County,MA,Chester,2010-2014,1528,141,9.2,4.9
Chester,Hampden County,MA,Chester,2011-2015,1546,128,8.3,4
Chester,Hampden County,MA,Chester,2012-2016,1546,123,8,4.9
Chester,Hampden County,MA,Chester,2013-2017,1511,97,6.4,4.6
Chester,Hampden County,MA,Chester,2014-2018,1467,140,9.5,6.1
Chesterfield,Hampshire County,MA,Chesterfield,2006-2010,1013,44,4.3,2.4
Chesterfield,Hampshire County,MA,Chesterfield,2007-2011,1043,70,6.7,2.9
Chesterfield,Hampshire County,MA,Chesterfield,2008-2012,1112,59,5.3,2.7
Chesterfield,Hampshire County,MA,Chesterfield,2009-2013,1162,69,5.9,2.8
Chesterfield,Hampshire County,MA,Chesterfield,2010-2014,1221,89,7.3,3
Chesterfield,Hampshire County,MA,Chesterfield,2011-2015,1256,104,8.3,3.1
Chesterfield,Hampshire County,MA,Chesterfield,2012-2016,1243,77,6.2,2.6
