"Municipal","County","State","Year","","","","","operty","","of_Total",""
"Taunton","Bristol","MA",2017,3662334340,0,651128339,210252920,168115520,4691831119,78.06,21.94
"Westport","Bristol","MA",2003,1597646275,0,132488305,5738700,26530190,1762403470,90.65,9.35
"Westport","Bristol","MA",2004,1707087990,0,137657540,6328600,28970570,1880044700,90.8,9.2
"Westport","Bristol","MA",2005,2359984150,0,186509720,6825800,31474380,2584794050,91.3,8.7
"Westport","Bristol","MA",2006,2838302688,0,234446112,8416600,33148210,3114313610,91.14,8.86
"Westport","Bristol","MA",2007,3015892232,0,242102058,8520600,33846730,3300361620,91.38,8.62
"Westport","Bristol","MA",2008,2993101378,0,245188492,8428700,37998040,3284716610,91.12,8.88
"Westport","Bristol","MA",2009,3067817148,0,248761522,8636200,49555180,3374770050,90.9,9.1
"Westport","Bristol","MA",2010,2823173785,0,232689045,8619500,51180140,3115662470,90.61,9.39
"Westport","Bristol","MA",2011,2709210825,0,234300365,8563600,51952480,3004027270,90.19,9.81
"Westport","Bristol","MA",2012,2767343443,0,162101677,8458900,49365690,2987269710,92.64,7.36
"Westport","Bristol","MA",2013,2723333667,0,164611113,8143600,48781000,2944869380,92.48,7.52
"Westport","Bristol","MA",2014,2709814290,0,162970840,8131200,48526200,2929442530,92.5,7.5
"Westport","Bristol","MA",2015,2721766503,0,163674307,8042000,48191040,2941673850,92.52,7.48
"Westport","Bristol","MA",2016,2847447717,0,166817043,8684100,53187700,3076136560,92.57,7.43
"Westport","Bristol","MA",2017,2933166248,0,169187892,8688200,55112620,3166154960,92.64,7.36
"Aquinnah","Dukes","MA",2003,406134300,0,1828800,0,4976083,412939183,98.35,1.65
"Aquinnah","Dukes","MA",2004,404059700,0,1802500,0,5193999,411056199,98.3,1.7
"Aquinnah","Dukes","MA",2005,548930700,0,2342500,0,4447926,555721126,98.78,1.22
"Aquinnah","Dukes","MA",2006,554446600,0,2827200,0,4641216,561915016,98.67,1.33
"Aquinnah","Dukes","MA",2007,557825900,0,2817700,0,5043896,565687496,98.61,1.39
"Aquinnah","Dukes","MA",2008,719061625,0,7007275,0,6539999,732608899,98.15,1.85
"Aquinnah","Dukes","MA",2009,704203360,0,6922840,0,6722201,717848401,98.1,1.9
"Aquinnah","Dukes","MA",2010,696049084,0,6807115,0,7121450,709977649,98.04,1.96
"Aquinnah","Dukes","MA",2011,702889834,0,6808815,0,6895983,716594632,98.09,1.91
"Aquinnah","Dukes","MA",2012,701540179,0,8561570,0,7452982,717554731,97.77,2.23
"Aquinnah","Dukes","MA",2013,704700525,0,10366182,0,7938341,723005048,97.47,2.53
"Aquinnah","Dukes","MA",2014,713008265,0,10676682,0,8659925,732344872,97.36,2.64
"Aquinnah","Dukes","MA",2015,683660034,0,9989351,84400,8482337,702216122,97.36,2.64
"Aquinnah","Dukes","MA",2016,680760076,0,10169121,80400,8043699,699053296,97.38,2.62
"Aquinnah","Dukes","MA",2017,689288916,0,10198921,80400,8201484,707769721,97.39,2.61
"Chilmark","Dukes","MA",2003,2470886840,0,24824960,884700,19664192,2516260692,98.2,1.8
"Chilmark","Dukes","MA",2004,2431981600,0,24702800,882200,20441692,2478008292,98.14,1.86
"Chilmark","Dukes","MA",2005,2490055580,0,25364320,875700,24301450,2540597050,98.01,1.99
"Chilmark","Dukes","MA",2006,2738601079,0,31244421,964600,23507400,2794317500,98.01,1.99
"Chilmark","Dukes","MA",2007,2847928682,0,30711918,1131900,24843700,2904616200,98.05,1.95
"Chilmark","Dukes","MA",2008,2861818570,0,30669430,1134500,27119950,2920742450,97.98,2.02
"Chilmark","Dukes","MA",2009,3045723716,0,29268184,1139600,30864900,3106996400,98.03,1.97
"Chilmark","Dukes","MA",2010,2993327596,0,28388504,1133800,37734026,3060583926,97.8,2.2
"Chilmark","Dukes","MA",2011,3006763156,0,28913544,1133800,39731600,3076542100,97.73,2.27
"Chilmark","Dukes","MA",2012,3128476092,0,31416808,1165600,35234970,3196293470,97.88,2.12
"Chilmark","Dukes","MA",2013,3076661482,0,29399618,1100400,37139290,3144300790,97.85,2.15
"Chilmark","Dukes","MA",2014,3071562410,0,25160960,881200,41129206,3138733776,97.86,2.14
"Chilmark","Dukes","MA",2015,3044487440,0,24999550,833000,44175700,3114495690,97.75,2.25
"Chilmark","Dukes","MA",2016,3056622348,0,24871522,830000,44632970,3126956840,97.75,2.25
"Chilmark","Dukes","MA",2017,3085345622,0,26240278,830000,47043000,3159458900,97.65,2.35
"Edgartown","Dukes","MA",2003,3348230932,3539000,215798818,2299400,57076590,3626944740,92.41,7.59
"Edgartown","Dukes","MA",2004,4039730238,3275400,239524112,2655000,60334180,4345518930,93.04,6.96
"Edgartown","Dukes","MA",2005,5053342983,5846200,289316287,3359600,64267360,5416132430,93.41,6.59
"Edgartown","Dukes","MA",2006,5539651760,4242000,331343010,3759100,70109270,5949105140,93.19,6.81
"Edgartown","Dukes","MA",2007,5880922481,4506100,360028854,4281600,74070940,6323809975,93.07,6.93
"Edgartown","Dukes","MA",2008,6529634432,0,390373533,4068800,85243350,7009320115,93.16,6.84
"Edgartown","Dukes","MA",2009,6388081949,0,397293461,4027800,89099895,6878503105,92.87,7.13
"Edgartown","Dukes","MA",2010,6252150137,0,397987193,3887800,94430335,6748455465,92.65,7.35
"Edgartown","Dukes","MA",2011,6063889789,0,398314931,3882200,97872820,6563959740,92.38,7.62
"Edgartown","Dukes","MA",2012,6184712544,0,376546866,3776600,101501985,6666537995,92.77,7.23
"Edgartown","Dukes","MA",2013,6117331730,0,372908780,3682900,104066828,6597990238,92.72,7.28
"Edgartown","Dukes","MA",2014,6120742215,0,383182445,3749800,106161978,6613836438,92.54,7.46
"Edgartown","Dukes","MA",2015,6538298751,0,367147369,3632300,119114208,7028192628,93.03,6.97
"Edgartown","Dukes","MA",2016,6769201206,0,366904494,11984900,128610478,7276701078,93.03,6.97
"Edgartown","Dukes","MA",2017,7290071201,0,368265269,10445500,135936167,7804718137,93.41,6.59
"Gosnold","Dukes","MA",2003,129495300,0,2666900,331600,423414,132917214,97.43,2.57
"Gosnold","Dukes","MA",2004,130942400,0,2666900,331600,331600,134272500,97.52,2.48
"Gosnold","Dukes","MA",2005,144280800,0,2929000,373000,259489,147842289,97.59,2.41
"Gosnold","Dukes","MA",2006,239279000,0,3251300,594900,268185,243393385,98.31,1.69
"Gosnold","Dukes","MA",2007,239279000,0,3251300,594900,268185,243393385,98.31,1.69
"Gosnold","Dukes","MA",2008,273035700,0,3184200,716800,981722,277918422,98.24,1.76
"Gosnold","Dukes","MA",2009,275824700,0,3178300,716800,987355,280707155,98.26,1.74
"Gosnold","Dukes","MA",2010,277762500,0,3178300,716800,986855,282644455,98.27,1.73
"Gosnold","Dukes","MA",2011,268819970,0,3107900,702700,1028781,273659351,98.23,1.77
"Gosnold","Dukes","MA",2012,268820770,0,3107900,702700,1023881,273655251,98.23,1.77
"Gosnold","Dukes","MA",2013,268820770,0,3107900,702700,1023781,273655151,98.23,1.77
"Gosnold","Dukes","MA",2014,226759370,0,3106900,573800,1003843,231443913,97.98,2.02
"Gosnold","Dukes","MA",2015,227624670,0,3106900,573800,1014892,232320262,97.98,2.02
"Gosnold","Dukes","MA",2016,227799470,0,3106900,573800,853731,232333901,98.05,1.95
"Gosnold","Dukes","MA",2017,226467270,0,3106900,572800,808715,230955685,98.06,1.94
"Oak Bluffs","Dukes","MA",2003,1605252522,1344900,92063778,3950000,29689686,1732300886,92.74,7.26
"Oak Bluffs","Dukes","MA",2004,1909805377,1324100,100801823,4127200,30811102,2046869602,93.37,6.63
"Oak Bluffs","Dukes","MA",2005,2209197831,1632100,118057269,4627800,38719985,2372234985,93.2,6.8
"Oak Bluffs","Dukes","MA",2006,2463504918,1749500,130169782,5401700,38657739,2639483639,93.4,6.6
"Oak Bluffs","Dukes","MA",2007,2638062650,1821400,129796850,5604700,41187695,2816473295,93.73,6.27
"Oak Bluffs","Dukes","MA",2008,2684252415,2028400,161399585,4923700,46655138,2899259238,92.65,7.35
"Oak Bluffs","Dukes","MA",2009,2698019562,2028300,159091238,4923700,53583089,2917645889,92.54,7.46
"Oak Bluffs","Dukes","MA",2010,2656393324,1997400,155179816,4512300,55626226,2873709066,92.51,7.49
"Oak Bluffs","Dukes","MA",2011,2435217301,1894500,152795839,4381000,53323264,2647611904,92.05,7.95
"Oak Bluffs","Dukes","MA",2012,2395343697,1828500,127872343,3951900,52137679,2581134119,92.87,7.13
"Oak Bluffs","Dukes","MA",2013,2330490011,1701300,125972529,3951900,50534717,2512650457,92.82,7.18
"Oak Bluffs","Dukes","MA",2014,2339925454,1717300,124934286,3951900,51905350,2522434290,92.83,7.17
"Oak Bluffs","Dukes","MA",2015,2362620565,1449100,126940535,4257500,55037740,2550305440,92.7,7.3
"Oak Bluffs","Dukes","MA",2016,2473310551,2072300,128604449,4269700,63578130,2671835130,92.65,7.35
"Oak Bluffs","Dukes","MA",2017,2624461918,2052400,138542682,4744800,68111660,2837913460,92.55,7.45
"Tisbury","Dukes","MA",2003,1394112061,0,134424439,3190300,37239446,1568966246,88.86,11.14
"Tisbury","Dukes","MA",2004,1412976400,0,133428200,3215400,39176942,1588796942,88.93,11.07
"Tisbury","Dukes","MA",2005,1974896851,0,175139649,3566300,38103713,2191706513,90.11,9.89
"Tisbury","Dukes","MA",2006,2292061806,0,235691894,4311100,40798516,2572863316,89.09,10.91
"Tisbury","Dukes","MA",2007,2377584785,0,233760615,4568800,44678081,2660592281,89.36,10.64
"Tisbury","Dukes","MA",2008,2589409226,0,263141674,4921400,49145749,2906618049,89.09,10.91
"Tisbury","Dukes","MA",2009,2509021908,0,259951092,4695700,50967063,2824635763,88.83,11.17
"Tisbury","Dukes","MA",2010,2402939893,0,261986607,4695700,47837331,2717459531,88.43,11.57
"Tisbury","Dukes","MA",2011,2250878176,0,258837624,4040100,45210937,2558966837,87.96,12.04
"Tisbury","Dukes","MA",2012,2281507189,0,234320792,4005000,39408164,2559241145,89.15,10.85
"Tisbury","Dukes","MA",2013,2196677965,0,233030335,4007200,38345969,2472061469,88.86,11.14
"Tisbury","Dukes","MA",2014,2225110491,0,239427709,4008800,38085233,2506632233,88.77,11.23
"Tisbury","Dukes","MA",2015,2299904169,0,242077873,4053300,42983649,2589018991,88.83,11.17
"Tisbury","Dukes","MA",2016,2291624882,0,242187460,5831300,45474875,2585118517,88.65,11.35
"Tisbury","Dukes","MA",2017,2418792851,0,245529784,5918400,47367130,2717608165,89,11
"West Tisbury","Dukes","MA",2003,1582450375,0,41145425,2595000,20810107,1647000907,96.08,3.92
"West Tisbury","Dukes","MA",2004,1588744950,0,41386450,2666100,23266552,1656064052,95.93,4.07
"West Tisbury","Dukes","MA",2005,2125960870,0,52681830,3259300,21517069,2203419069,96.48,3.52
"West Tisbury","Dukes","MA",2006,2154446820,0,53818780,3446700,22389861,2234102161,96.43,3.57
"West Tisbury","Dukes","MA",2007,2387533453,0,59966247,4295800,23237526,2475033026,96.46,3.54
"West Tisbury","Dukes","MA",2008,2622810068,0,59881732,4334100,27116004,2714141904,96.63,3.37
"West Tisbury","Dukes","MA",2009,2519426031,0,58877969,4139100,29622558,2612065658,96.45,3.55
"West Tisbury","Dukes","MA",2010,2443116150,0,65375950,4130500,29931001,2542553601,96.09,3.91
"West Tisbury","Dukes","MA",2011,2333907233,0,64037167,3592400,31621647,2433158447,95.92,4.08
"West Tisbury","Dukes","MA",2012,2307610409,0,66412391,4403700,33259267,2411685767,95.68,4.32
"West Tisbury","Dukes","MA",2013,2276409772,0,66397028,4542200,33169271,2380518271,95.63,4.37
"West Tisbury","Dukes","MA",2014,2283193672,0,66319728,4542200,31886104,2385941704,95.69,4.31
"West Tisbury","Dukes","MA",2015,2282304149,0,69063951,6289800,35317960,2392975860,95.38,4.62
"West Tisbury","Dukes","MA",2016,2285784749,0,69139545,8396900,39409253,2402730447,95.13,4.87
"West Tisbury","Dukes","MA",2017,2413720715,0,69238788,8583600,40327780,2531870883,95.33,4.67
"Amesbury","Essex","MA",2003,1148620000,0,113354880,83431300,35101450,1380507630,83.2,16.8
"Amesbury","Essex","MA",2004,1358910775,0,125312975,85852600,35289450,1605365800,84.65,15.35
"Amesbury","Essex","MA",2005,1572893438,0,127858842,86454600,32004230,1819211110,86.46,13.54
"Amesbury","Essex","MA",2006,1763846361,0,134672079,91579760,32427870,2022526070,87.21,12.79
"Amesbury","Essex","MA",2007,1844922210,0,133863040,98836500,31076840,2108698590,87.49,12.51
"Amesbury","Essex","MA",2008,1762887693,0,149523527,101570180,31977433,2045958833,86.16,13.84
"Amesbury","Essex","MA",2009,1697130620,0,145912320,96999630,37177775,1977220345,85.83,14.17
"Amesbury","Essex","MA",2010,1632389706,0,143902844,95158230,36141665,1907592445,85.57,14.43
"Amesbury","Essex","MA",2011,1553273302,0,138088178,97656060,61948533,1850966073,83.92,16.08
"Amesbury","Essex","MA",2012,1543369026,0,136957354,94304060,67269603,1841900043,83.79,16.21
"Amesbury","Essex","MA",2013,1478695853,0,138642632,95180185,62402765,1774921435,83.31,16.69
"Amesbury","Essex","MA",2014,1464593499,0,138203916,95089225,61127705,1759014345,83.26,16.74
"Amesbury","Essex","MA",2015,1548406689,0,139143921,95923650,60608567,1844082827,83.97,16.03
"Amesbury","Essex","MA",2016,1611367672,0,142710063,97637475,65469939,1917185149,84.05,15.95
"Amesbury","Essex","MA",2017,1675943007,0,151397953,100863000,65878297,1994082257,84.05,15.95
"Andover","Essex","MA",2003,4467789501,8931200,641178403,685192600,110559980,5913651684,75.7,24.3
"Andover","Essex","MA",2004,4747196486,8756400,586983115,663066600,107565301,6113567902,77.79,22.21
"Andover","Essex","MA",2005,5020174746,9404900,575889705,635749200,109324908,6350543459,79.2,20.8
"Andover","Essex","MA",2006,5505185901,13976900,556557746,635623100,94200625,6805544272,81.1,18.9
"Andover","Essex","MA",2007,5856115241,12584400,582821925,640188000,99325718,7191035284,81.61,18.39
"Andover","Essex","MA",2008,5804052251,11936700,585151793,642310600,136301731,7179753075,81.01,18.99
"Andover","Essex","MA",2009,5754718281,11195300,583679742,649552900,161324140,7160470363,80.52,19.48
"Andover","Essex","MA",2010,5462980161,10866600,566418366,624853500,172538617,6837657244,80.05,19.95
"Andover","Essex","MA",2011,5259023861,10694100,552946894,592561900,201324807,6616551562,79.64,20.36
"Andover","Essex","MA",2012,5440621421,8010900,547695778,578692200,223484947,6798505246,80.14,19.86
"Andover","Essex","MA",2013,5441912945,8391900,544010554,574064300,234340227,6802719926,80.12,19.88
"Andover","Essex","MA",2014,5474892385,8409800,541616314,578490500,237117137,6840526136,80.16,19.84
"Andover","Essex","MA",2015,5793267930,7958400,580548306,601623300,246548798,7229946734,80.24,19.76
"Andover","Essex","MA",2016,6110208385,7256700,573623228,603476100,247911769,7542476182,81.11,18.89
"Andover","Essex","MA",2017,6184310780,7244800,577433480,601695200,294625929,7665310189,80.77,19.23
"Beverly","Essex","MA",2003,3676487220,612450,341040138,131726891,67720490,4217587189,87.18,12.82
"Beverly","Essex","MA",2004,4066124286,662925,367339162,131176493,70702370,4636005236,87.72,12.28
"Beverly","Essex","MA",2005,4680573646,688425,421026521,133896568,109515410,5345700570,87.57,12.43
"Beverly","Essex","MA",2006,4980108088,719100,432325319,145688109,116409511,5675250127,87.76,12.24
"Beverly","Essex","MA",2007,5067545620,719100,479387586,148841720,117185650,5813679676,87.18,12.82
"Beverly","Essex","MA",2008,5126551337,735300,508106490,153911215,124735380,5914039722,86.7,13.3
"Beverly","Essex","MA",2009,5019562747,712875,529181543,154531450,134030070,5838018685,85.99,14.01
"Beverly","Essex","MA",2010,4820965219,712875,529349630,160128580,138945390,5650101694,85.34,14.66
"Beverly","Essex","MA",2011,4694585306,704250,497260404,152865235,130273060,5475688255,85.75,14.25
"Beverly","Essex","MA",2012,4672586650,704250,484818847,154629160,128951460,5441690367,85.88,14.12
"Beverly","Essex","MA",2013,4580816733,704250,486290841,151729935,128984340,5348526099,85.66,14.34
"Beverly","Essex","MA",2014,4586999156,704250,493013665,144775235,125558520,5351050826,85.73,14.27
"Beverly","Essex","MA",2015,4789918258,698100,519567140,152274105,128635610,5591093213,85.68,14.32
"Beverly","Essex","MA",2016,4857668837,698100,520510410,151322805,135255500,5665455652,85.75,14.25
"Beverly","Essex","MA",2017,5086534146,698100,532599180,142777430,150009540,5912618396,86.04,13.96
"Boxford","Essex","MA",2003,1368876300,2455800,13522500,596500,15730568,1401181668,97.87,2.13
"Boxford","Essex","MA",2004,1381153400,2129900,11936200,572100,17356479,1413148079,97.89,2.11
"Boxford","Essex","MA",2005,1643083800,2368600,12857600,648100,32094717,1691052817,97.3,2.7
"Boxford","Essex","MA",2006,1828642700,0,14300900,616200,31676038,1875235838,97.52,2.48
"Boxford","Essex","MA",2007,1831450300,0,13444700,611000,34134181,1879640181,97.44,2.56
"Boxford","Essex","MA",2008,1839702500,0,13466800,630000,36389628,1890188928,97.33,2.67
"Boxford","Essex","MA",2009,1763664900,0,13464900,1226500,41963201,1820319501,96.89,3.11
"Boxford","Essex","MA",2010,1686610900,0,13348500,1121700,45075377,1746156477,96.59,3.41
"Boxford","Essex","MA",2011,1566557900,0,13033500,1066500,41873079,1622530979,96.55,3.45
"Boxford","Essex","MA",2012,1554923800,0,13187900,1060200,43049231,1612221131,96.45,3.55
"Boxford","Essex","MA",2013,1522724200,0,12695900,1065500,42133021,1578618621,96.46,3.54
"Boxford","Essex","MA",2014,1501249000,0,12803900,1065500,41268595,1556386995,96.46,3.54
"Boxford","Essex","MA",2015,1572013300,0,12823800,1065500,39395651,1625298251,96.72,3.28
"Boxford","Essex","MA",2016,1615343000,0,12985700,1065500,39223541,1668617741,96.81,3.19
"Boxford","Essex","MA",2017,1664441900,0,12819600,1065500,38964712,1717291712,96.92,3.08
"Danvers","Essex","MA",2003,2120738027,0,655795532,180672900,40090770,2997297229,70.76,29.24
"Danvers","Essex","MA",2004,2703232840,0,699990448,193884075,47016094,3644123457,74.18,25.82
"Danvers","Essex","MA",2005,2859761612,0,727690551,191137375,65560937,3844150475,74.39,25.61
"Danvers","Essex","MA",2006,3133415989,0,732564175,193653125,66456445,4126089734,75.94,24.06
"Danvers","Essex","MA",2007,3476491992,0,797855154,206187950,76406016,4556941112,76.29,23.71
"Danvers","Essex","MA",2008,3301085963,0,790008714,196733550,75762356,4363590583,75.65,24.35
"Danvers","Essex","MA",2009,3204639559,0,800006373,202996450,84984123,4292626505,74.65,25.35
"Danvers","Essex","MA",2010,3050092607,0,755881445,199003850,91981022,4096958924,74.45,25.55
"Danvers","Essex","MA",2011,2871951997,0,766910550,196986575,94433764,3930282886,73.07,26.93
"Danvers","Essex","MA",2012,2875693392,0,760897150,199377475,86613448,3922581465,73.31,26.69
"Danvers","Essex","MA",2013,2858553560,0,749530305,198297875,88425460,3894807200,73.39,26.61
"Danvers","Essex","MA",2014,2887313241,0,759197158,198658175,89041993,3934210567,73.39,26.61
"Danvers","Essex","MA",2015,3002828568,0,763713497,202842775,87495142,4056879982,74.02,25.98
"Danvers","Essex","MA",2016,3286484018,0,800243184,210291975,94681236,4391700413,74.83,25.17
"Danvers","Essex","MA",2017,3424189783,0,800875033,206596775,94909073,4526570664,75.65,24.35
"Essex","Essex","MA",2003,434538300,0,41189800,9934400,7363430,493025930,88.14,11.86
"Essex","Essex","MA",2004,546636000,0,48701500,12345100,7020970,614703570,88.93,11.07
"Essex","Essex","MA",2005,593990900,0,49634400,13466900,7578990,664671190,89.37,10.63
"Essex","Essex","MA",2006,677638100,0,58932300,14511500,8862550,759944450,89.17,10.83
"Essex","Essex","MA",2007,723345061,0,65157977,17705062,8982900,815191000,88.73,11.27
"Essex","Essex","MA",2008,720650896,0,64477346,17220398,8967630,811316270,88.82,11.18
"Essex","Essex","MA",2009,729183392,0,62391413,17546198,10506807,819627810,88.97,11.03
"Essex","Essex","MA",2010,745199020,0,57807831,15784656,11065066,829856573,89.8,10.2
"Essex","Essex","MA",2011,694525489,0,56068922,15205376,11338935,777138722,89.37,10.63
"Essex","Essex","MA",2012,669846741,0,54933335,14896850,11647200,751324126,89.16,10.84
"Essex","Essex","MA",2013,674205564,0,54185048,14825650,12565422,755781684,89.21,10.79
"Essex","Essex","MA",2014,665318802,0,52762129,14816250,11781164,744678345,89.34,10.66
"Essex","Essex","MA",2015,666863912,0,53825590,14817050,12087804,747594356,89.2,10.8
"Essex","Essex","MA",2016,685644108,0,53784347,14495400,11641822,765565677,89.56,10.44
"Essex","Essex","MA",2017,738090448,0,53254397,14374100,11593157,817312102,90.31,9.69
"Georgetown","Essex","MA",2003,644820705,0,33309795,34972800,10922751,724026051,89.06,10.94
"Georgetown","Essex","MA",2004,883738522,0,43218873,44489605,14137866,985584866,89.67,10.33
"Georgetown","Essex","MA",2005,1006281347,0,44121063,45381690,13821950,1109606050,90.69,9.31
"Georgetown","Essex","MA",2006,1105817702,0,44493308,46534590,15592247,1212437847,91.21,8.79
"Georgetown","Essex","MA",2007,1171869911,0,48535964,50010325,16197130,1286613330,91.08,8.92
"Georgetown","Essex","MA",2008,1191666502,0,48512313,51801785,16415803,1308396403,91.08,8.92
"Georgetown","Essex","MA",2009,1137567545,0,46964280,50154175,19966019,1254652019,90.67,9.33
"Georgetown","Essex","MA",2010,1113363629,0,44438321,50428750,21573825,1229804525,90.53,9.47
"Georgetown","Essex","MA",2011,1027491719,0,43257431,49495850,21189764,1141434764,90.02,9.98
"Georgetown","Essex","MA",2012,1030965792,0,43549098,45418510,22002024,1141935424,90.28,9.72
"Georgetown","Essex","MA",2013,1028191487,0,42490013,42117500,20493513,1133292513,90.73,9.27
"Georgetown","Essex","MA",2014,1024875388,0,42198392,41979700,19650155,1128703635,90.8,9.2
"Georgetown","Essex","MA",2015,1032741488,0,41996892,42166500,18699104,1135603984,90.94,9.06
"Georgetown","Essex","MA",2016,1072029559,0,42952921,44167500,18368502,1177518482,91.04,8.96
"Georgetown","Essex","MA",2017,1103402988,0,41192292,44166300,19730971,1208492551,91.3,8.7
"Gloucester","Essex","MA",2003,3420253244,0,195970190,129035400,52820800,3798079634,90.05,9.95
"Gloucester","Essex","MA",2004,4097688565,0,219532010,138916700,54911494,4511048769,90.84,9.16
"Gloucester","Essex","MA",2005,4653335965,0,242127035,157304700,64973380,5117741080,90.93,9.07
"Gloucester","Essex","MA",2006,5083284811,0,253395349,159360940,71434230,5567475330,91.3,8.7
"Gloucester","Essex","MA",2007,5360688724,0,269207212,161639368,72983480,5864518784,91.41,8.59
"Gloucester","Essex","MA",2008,5242429165,0,280893305,168669130,74752690,5766744290,90.91,9.09
"Gloucester","Essex","MA",2009,5131715937,0,291565933,167680030,83931100,5674893000,90.43,9.57
"Gloucester","Essex","MA",2010,4823470706,0,300127372,167286322,90546600,5381431000,89.63,10.37
"Gloucester","Essex","MA",2011,4722167330,0,301355658,162664112,101892820,5288079920,89.3,10.7
"Gloucester","Essex","MA",2012,4568213394,0,298555412,160182394,108995390,5135946590,88.95,11.05
"Gloucester","Essex","MA",2013,4547193970,0,295165012,159699918,111716260,5113775160,88.92,11.08
"Gloucester","Essex","MA",2014,4586013382,0,306863592,162999426,108314630,5164191030,88.8,11.2
"Gloucester","Essex","MA",2015,4742958563,0,309327365,165566272,110008000,5327860200,89.02,10.98
"Gloucester","Essex","MA",2016,4952400301,0,312996766,161739833,109622320,5536759220,89.45,10.55
"Gloucester","Essex","MA",2017,5325464096,0,328422330,164154274,112471660,5930512360,89.8,10.2
"Groveland","Essex","MA",2003,550925255,0,17641571,19512250,11708980,599788056,91.85,8.15
"Groveland","Essex","MA",2004,661562040,0,22833086,25718400,11678170,721791696,91.66,8.34
"Groveland","Essex","MA",2005,779944105,0,24468025,26738150,12252450,843402730,92.48,7.52
"Groveland","Essex","MA",2006,825029410,0,24781419,27040200,16392670,893243699,92.36,7.64
"Groveland","Essex","MA",2007,862135430,0,26426244,28057300,17287940,933906914,92.31,7.69
"Groveland","Essex","MA",2008,873983610,0,26768064,28541000,19570740,948863414,92.11,7.89
"Groveland","Essex","MA",2009,807774450,0,26590574,28489350,22304890,885159264,91.26,8.74
"Groveland","Essex","MA",2010,785338925,0,24763701,25840500,21698500,857641626,91.57,8.43
"Groveland","Essex","MA",2011,768188320,0,23421306,23290900,23865970,838766496,91.59,8.41
"Groveland","Essex","MA",2012,765066060,0,22946730,23476000,21337700,832826490,91.86,8.14
"Groveland","Essex","MA",2013,722665025,0,23054873,21860300,28200260,795780458,90.81,9.19
"Groveland","Essex","MA",2014,718263965,0,22162506,20826900,25449540,786702911,91.3,8.7
"Groveland","Essex","MA",2015,771442585,0,22567532,21811500,24148880,839970497,91.84,8.16
"Groveland","Essex","MA",2016,798445860,0,24481951,20356600,24044670,867329081,92.06,7.94
"Groveland","Essex","MA",2017,851897525,0,24623054,22106100,24124090,922750769,92.32,7.68
"Hamilton","Essex","MA",2003,1040461600,0,40679300,547800,9321370,1091010070,95.37,4.63
"Hamilton","Essex","MA",2004,1156166000,0,45309100,602500,9644690,1211722290,95.42,4.58
"Hamilton","Essex","MA",2005,1262268700,0,51058200,678700,9905820,1323911420,95.34,4.66
"Hamilton","Essex","MA",2006,1412703500,0,54773500,697000,9756760,1477930760,95.59,4.41
"Hamilton","Essex","MA",2007,1424341800,0,55110100,760400,9134403,1489346703,95.64,4.36
"Hamilton","Essex","MA",2008,1408580100,0,59491800,823700,10376280,1479271880,95.22,4.78
"Hamilton","Essex","MA",2009,1363501400,0,57758600,823600,15162801,1437246401,94.87,5.13
"Hamilton","Essex","MA",2010,1304500000,0,56885000,823600,15769258,1377977858,94.67,5.33
"Hamilton","Essex","MA",2011,1259232400,0,57257100,823600,15435154,1332748254,94.48,5.52
"Hamilton","Essex","MA",2012,1220611900,0,54970400,711500,15505378,1291799178,94.49,5.51
"Hamilton","Essex","MA",2013,1222152600,0,53065500,711500,16022404,1291952004,94.6,5.4
"Hamilton","Essex","MA",2014,1233986900,0,54238100,715000,14772292,1303712292,94.65,5.35
"Hamilton","Essex","MA",2015,1297319000,0,54307400,703300,13166953,1365496653,95.01,4.99
"Hamilton","Essex","MA",2016,1364735100,0,55964300,703300,13508706,1434911406,95.11,4.89
"Hamilton","Essex","MA",2017,1424219400,0,58109700,703300,13831988,1496864388,95.15,4.85
"Haverhill","Essex","MA",2003,3220506865,1369600,292247801,184851634,104142250,3803118150,84.72,15.28
"Haverhill","Essex","MA",2004,3510229822,1369600,300310679,198973020,108907980,4119791101,85.24,14.76
"Haverhill","Essex","MA",2005,4577877951,0,351864923,228469765,122159060,5280371699,86.7,13.3
"Haverhill","Essex","MA",2006,4907629856,0,359478090,233575475,123383120,5624066541,87.26,12.74
"Haverhill","Essex","MA",2007,5260602296,0,386490663,248759273,130989620,6026841852,87.29,12.71
"Haverhill","Essex","MA",2008,5365270748,0,466451597,264449604,184626890,6280798839,85.42,14.58
"Haverhill","Essex","MA",2009,5006448420,0,480898097,259982030,210082710,5957411257,84.04,15.96
"Haverhill","Essex","MA",2010,4566386602,0,464942316,256517636,210677440,5498523994,83.05,16.95
"Haverhill","Essex","MA",2011,4333559336,0,430108595,236681726,216143540,5216493197,83.07,16.93
"Haverhill","Essex","MA",2012,4218907194,0,420115685,228162349,220816930,5088002158,82.92,17.08
"Haverhill","Essex","MA",2013,4056936646,0,418963765,224100765,213699180,4913700356,82.56,17.44
"Haverhill","Essex","MA",2014,4095376076,0,417593077,220579765,207607460,4941156378,82.88,17.12
"Haverhill","Essex","MA",2015,4456251240,0,421070177,225423434,200918330,5303663181,84.02,15.98
"Haverhill","Essex","MA",2016,4573628445,0,411471004,237112495,209827290,5432039234,84.2,15.8
"Haverhill","Essex","MA",2017,4878245216,0,418951009,240599613,212785520,5750581358,84.83,15.17
