"Municipal","County","State","Year","","","","","operty","","of_Total",""
"Ipswich","Essex","MA",2003,1554733524,0,77854899,42775020,14962151,1690325594,91.98,8.02
"Ipswich","Essex","MA",2004,1944771352,0,95173941,54795700,15728362,2110469355,92.15,7.85
"Ipswich","Essex","MA",2005,2054018227,0,94850750,88195900,15189993,2252254870,91.2,8.8
"Ipswich","Essex","MA",2006,2222622757,0,98073256,130662800,15333960,2466692773,90.11,9.89
"Ipswich","Essex","MA",2007,2548052063,0,119312265,141201620,15062040,2823627988,90.24,9.76
"Ipswich","Essex","MA",2008,2419300373,0,121632250,135307030,17929530,2694169183,89.8,10.2
"Ipswich","Essex","MA",2009,2357738535,0,120123748,134995230,29876630,2642734143,89.22,10.78
"Ipswich","Essex","MA",2010,2175491225,0,113798094,128337360,28523870,2446150549,88.94,11.06
"Ipswich","Essex","MA",2011,2148036788,0,113345698,129168630,30806720,2421357836,88.71,11.29
"Ipswich","Essex","MA",2012,2092274733,0,114491986,129424630,27323710,2363515059,88.52,11.48
"Ipswich","Essex","MA",2013,2061294583,0,112687522,127722130,31288260,2332992495,88.35,11.65
"Ipswich","Essex","MA",2014,2107866235,0,119847403,129288610,31611170,2388613418,88.25,11.75
"Ipswich","Essex","MA",2015,2195057665,0,120449939,128536910,27874230,2471918744,88.8,11.2
"Ipswich","Essex","MA",2016,2240049841,0,120510415,129686410,29199240,2519445906,88.91,11.09
"Ipswich","Essex","MA",2017,2431981915,0,128084432,135987470,30702130,2726755947,89.19,10.81
"Lawrence","Essex","MA",2003,1651965652,0,215088948,134510800,97074890,2098640290,78.72,21.28
"Lawrence","Essex","MA",2004,1661731335,0,217029165,137437300,99838820,2116036620,78.53,21.47
"Lawrence","Essex","MA",2005,2408226951,0,233824249,142670600,89626780,2874348580,83.78,16.22
"Lawrence","Essex","MA",2006,2845514908,0,283547492,160974600,95731450,3385768450,84.04,15.96
"Lawrence","Essex","MA",2007,3024915221,0,289187279,170492400,96765040,3581359940,84.46,15.54
"Lawrence","Essex","MA",2008,3054331722,0,296824878,185317600,116703220,3653177420,83.61,16.39
"Lawrence","Essex","MA",2009,2831666497,0,324058403,200200100,126229660,3482154660,81.32,18.68
"Lawrence","Essex","MA",2010,2331181389,0,309899311,194877900,143970790,2979929390,78.23,21.77
"Lawrence","Essex","MA",2011,2193228846,0,308416654,203376700,149199370,2854221570,76.84,23.16
"Lawrence","Essex","MA",2012,2177269713,0,313166987,202150600,149378760,2841966060,76.61,23.39
"Lawrence","Essex","MA",2013,2151293326,0,313582474,199752400,154725420,2819353620,76.3,23.7
"Lawrence","Essex","MA",2014,2255448267,0,297169133,204663100,158440430,2915720930,77.35,22.65
"Lawrence","Essex","MA",2015,2423331973,0,315604947,214706000,161705640,3115348560,77.79,22.21
"Lawrence","Essex","MA",2016,2492054181,0,312789439,216927700,170163010,3191934330,78.07,21.93
"Lawrence","Essex","MA",2017,2683174883,0,316439761,221164776,180736940,3401516360,78.88,21.12
"Lynn","Essex","MA",2003,4093578929,0,330581516,135561840,96555010,4656277295,87.92,12.08
"Lynn","Essex","MA",2004,4912621591,0,352109922,137504900,106347020,5508583433,89.18,10.82
"Lynn","Essex","MA",2005,5550211903,0,440961667,156419200,101672150,6249264920,88.81,11.19
"Lynn","Essex","MA",2006,6024427959,0,460329322,153730600,136281750,6774769631,88.92,11.08
"Lynn","Essex","MA",2007,6243699566,0,489356651,158718150,138399080,7030173447,88.81,11.19
"Lynn","Essex","MA",2008,6185013513,0,529546785,160064200,167799270,7042423768,87.83,12.17
"Lynn","Essex","MA",2009,5348742422,0,507754589,145147500,206444890,6208089401,86.16,13.84
"Lynn","Essex","MA",2010,4499428024,0,464501216,134135400,148766860,5246831500,85.76,14.24
"Lynn","Essex","MA",2011,4513683025,0,433672455,125340400,188368430,5261064310,85.79,14.21
"Lynn","Essex","MA",2012,4582741252,0,460650260,147390500,197393370,5388175382,85.05,14.95
"Lynn","Essex","MA",2013,4442400727,0,450801701,148469400,244031500,5285703328,84.05,15.95
"Lynn","Essex","MA",2014,4582619640,0,450348575,147695200,250473670,5431137085,84.38,15.62
"Lynn","Essex","MA",2015,4991868659,0,458931055,150076500,236716510,5837592724,85.51,14.49
"Lynn","Essex","MA",2016,5535103791,0,470749296,141914900,248793190,6396561177,86.53,13.47
"Lynn","Essex","MA",2017,6046758193,0,490123659,143513000,252108880,6932503732,87.22,12.78
"Lynnfield","Essex","MA",2003,1492565284,0,110227242,15827400,11674790,1630294716,91.55,8.45
"Lynnfield","Essex","MA",2004,1595656826,0,111375192,15873000,12838702,1735743720,91.93,8.07
"Lynnfield","Essex","MA",2005,2061747924,0,132481162,18119400,12967745,2225316231,92.65,7.35
"Lynnfield","Essex","MA",2006,2176373505,0,133683392,18198500,13507295,2341762692,92.94,7.06
"Lynnfield","Essex","MA",2007,2353614685,0,134206508,18309000,16275915,2522406108,93.31,6.69
"Lynnfield","Essex","MA",2008,2312126265,0,152880486,18996300,17452074,2501455125,92.43,7.57
"Lynnfield","Essex","MA",2009,2279078095,0,145809481,20203500,24537609,2469628685,92.28,7.72
"Lynnfield","Essex","MA",2010,2181845401,0,143990369,19806300,27836560,2373478630,91.93,8.07
"Lynnfield","Essex","MA",2011,2134855004,0,141360708,18723800,28471946,2323411458,91.88,8.12
"Lynnfield","Essex","MA",2012,2096637630,0,140078519,18724100,26573218,2282013467,91.88,8.12
"Lynnfield","Essex","MA",2013,2082581167,0,146443644,18733700,27280229,2275038740,91.54,8.46
"Lynnfield","Essex","MA",2014,2166450901,0,175292510,18780800,25677455,2386201666,90.79,9.21
"Lynnfield","Essex","MA",2015,2288137880,0,287271431,18780800,29035704,2623225815,87.23,12.77
"Lynnfield","Essex","MA",2016,2360823073,0,326484138,18782000,32228477,2738317688,86.21,13.79
"Lynnfield","Essex","MA",2017,2582557718,0,353115470,20333300,32621122,2988627610,86.41,13.59
"Manchester By The Sea","Essex","MA",2003,1419275674,0,70664709,4888150,18690438,1513518971,93.77,6.23
"Manchester By The Sea","Essex","MA",2004,1725994993,0,84821242,5758000,19132295,1835706530,94.02,5.98
"Manchester By The Sea","Essex","MA",2005,1765146830,0,82814905,5785700,18685080,1872432515,94.27,5.73
"Manchester By The Sea","Essex","MA",2006,1854304395,0,84186640,5683700,24763130,1968937865,94.18,5.82
"Manchester By The Sea","Essex","MA",2007,2019465720,0,89420596,6062550,26351140,2141300006,94.31,5.69
"Manchester By The Sea","Essex","MA",2008,2030991345,0,88568648,6342050,27124570,2153026613,94.33,5.67
"Manchester By The Sea","Essex","MA",2009,2059975505,0,91046836,6306000,39517900,2196846241,93.77,6.23
"Manchester By The Sea","Essex","MA",2010,2161387030,0,88761973,6595750,49653670,2306398423,93.71,6.29
"Manchester By The Sea","Essex","MA",2011,2016626930,0,85892569,6528400,52259680,2161307579,93.31,6.69
"Manchester By The Sea","Essex","MA",2012,1949895980,0,84497921,6677800,47687130,2088758831,93.35,6.65
"Manchester By The Sea","Essex","MA",2013,1951832430,0,84294302,6689600,46798640,2089614972,93.41,6.59
"Manchester By The Sea","Essex","MA",2014,2012976160,0,95458145,6717750,46811320,2161963375,93.11,6.89
"Manchester By The Sea","Essex","MA",2015,2027420125,0,95509329,6717150,48748980,2178395584,93.07,6.93
"Manchester By The Sea","Essex","MA",2016,2095470865,0,94052039,6705900,49426790,2245655594,93.31,6.69
"Manchester By The Sea","Essex","MA",2017,2198932890,0,95909875,6980800,52428880,2354252445,93.4,6.6
"Marblehead","Essex","MA",2003,3901694030,0,155455505,18408805,21508430,4097066770,95.23,4.77
"Marblehead","Essex","MA",2004,4262454683,0,162486031,17785900,23082370,4465808984,95.45,4.55
"Marblehead","Essex","MA",2005,4596303034,0,175052553,19390500,36175490,4826921577,95.22,4.78
"Marblehead","Essex","MA",2006,5007339729,0,184593258,17596200,33605700,5243134887,95.5,4.5
"Marblehead","Essex","MA",2007,5579215064,0,210417304,18720900,35424740,5843778008,95.47,4.53
"Marblehead","Essex","MA",2008,5350189480,0,205592484,18573700,34195980,5608551644,95.39,4.61
"Marblehead","Essex","MA",2009,5088265598,0,198014716,20145800,43723950,5350150064,95.11,4.89
"Marblehead","Essex","MA",2010,4993336363,0,192606528,20090100,43380290,5249413281,95.12,4.88
"Marblehead","Essex","MA",2011,4764628638,0,192325493,18290900,56716040,5031961071,94.69,5.31
"Marblehead","Essex","MA",2012,4822272753,0,203536923,17934700,56201470,5099945846,94.56,5.44
"Marblehead","Essex","MA",2013,4773366165,0,203018401,17367700,55583590,5049335856,94.53,5.47
"Marblehead","Essex","MA",2014,4840763845,0,206220721,16553800,54689590,5118227956,94.58,5.42
"Marblehead","Essex","MA",2015,5048269078,0,207099668,16058600,54855310,5326282656,94.78,5.22
"Marblehead","Essex","MA",2016,5233392658,0,218833428,16094900,57617730,5525938716,94.71,5.29
"Marblehead","Essex","MA",2017,5499968414,0,225864473,16577200,65849510,5808259597,94.69,5.31
"Merrimac","Essex","MA",2003,382672840,0,13209833,6394450,3965690,406242813,94.2,5.8
"Merrimac","Essex","MA",2004,579298558,0,16315181,7869150,4890817,608373706,95.22,4.78
"Merrimac","Essex","MA",2005,591033678,0,16545124,7819250,4511674,619909726,95.34,4.66
"Merrimac","Essex","MA",2006,700285148,0,16524308,7819250,4706292,729334998,96.02,3.98
"Merrimac","Essex","MA",2007,776463942,0,19369805,8753760,4672305,809259812,95.95,4.05
"Merrimac","Essex","MA",2008,757205042,0,19267772,8755140,5644140,790872094,95.74,4.26
"Merrimac","Essex","MA",2009,711891465,0,19330504,8652040,6991718,746865727,95.32,4.68
"Merrimac","Essex","MA",2010,686583334,0,19464189,7954140,6719905,720721568,95.26,4.74
"Merrimac","Essex","MA",2011,656479871,0,19386344,7882240,8060819,691809274,94.89,5.11
"Merrimac","Essex","MA",2012,619590427,0,19698088,7854140,7801007,654943662,94.6,5.4
"Merrimac","Essex","MA",2013,627689583,0,19674490,7426740,8483960,663274773,94.63,5.37
"Merrimac","Essex","MA",2014,632241183,0,19596808,7233640,7750801,666822432,94.81,5.19
"Merrimac","Essex","MA",2015,641757853,0,19555201,7063240,7255509,675631803,94.99,5.01
"Merrimac","Essex","MA",2016,672967662,0,20623139,7354310,8201934,709147045,94.9,5.1
"Merrimac","Essex","MA",2017,700971527,0,20179255,7311110,8184019,736645911,95.16,4.84
"Methuen","Essex","MA",2003,2887566345,0,275059918,130484010,72741360,3365851633,85.79,14.21
"Methuen","Essex","MA",2004,2924524851,0,272434197,136737760,74811500,3408508308,85.8,14.2
"Methuen","Essex","MA",2005,3703116105,0,300728636,145846390,97764480,4247455611,87.18,12.82
"Methuen","Essex","MA",2006,4267426852,0,353520884,153055220,100709550,4874712506,87.54,12.46
"Methuen","Essex","MA",2007,4351545812,0,353761242,158401520,110242660,4973951234,87.49,12.51
"Methuen","Essex","MA",2008,4405836612,0,378239624,165348420,114297950,5063722606,87.01,12.99
"Methuen","Essex","MA",2009,4205607245,0,393188571,164063580,133673970,4896533366,85.89,14.11
"Methuen","Essex","MA",2010,3901280196,0,379345556,156093950,150471281,4587190983,85.05,14.95
"Methuen","Essex","MA",2011,3692061206,0,370635973,150992150,147772200,4361461529,84.65,15.35
"Methuen","Essex","MA",2012,3730583169,0,397420235,143782010,149835790,4421621204,84.37,15.63
"Methuen","Essex","MA",2013,3564106933,0,398673755,144843710,153031900,4260656298,83.65,16.35
"Methuen","Essex","MA",2014,3605019586,0,404752390,146594110,155082320,4311448406,83.62,16.38
"Methuen","Essex","MA",2015,3900027882,0,423670724,148473310,156801980,4628973896,84.25,15.75
"Methuen","Essex","MA",2016,4052869269,0,439378255,151982090,160429740,4804659354,84.35,15.65
"Methuen","Essex","MA",2017,4279398912,0,438901995,153708470,162709120,5034718497,85,15
"Middleton","Essex","MA",2003,928028503,0,139563942,41544570,16728580,1125865595,82.43,17.57
"Middleton","Essex","MA",2004,1048574320,0,141225273,41732670,19310250,1250842513,83.83,16.17
"Middleton","Essex","MA",2005,1158469389,0,150731878,45050570,32140330,1386392167,83.56,16.44
"Middleton","Essex","MA",2006,1302816103,0,145008136,45491130,32681560,1525996929,85.37,14.63
"Middleton","Essex","MA",2007,1395799970,0,159954858,46547070,34882740,1637184638,85.26,14.74
"Middleton","Essex","MA",2008,1466783487,0,191497302,54237400,37901380,1750419569,83.8,16.2
"Middleton","Essex","MA",2009,1372474315,0,198205068,53933700,44584640,1669197723,82.22,17.78
"Middleton","Essex","MA",2010,1268424640,0,196849217,59579100,50591580,1575444537,80.51,19.49
"Middleton","Essex","MA",2011,1293728667,0,192903411,57095800,46150348,1589878226,81.37,18.63
"Middleton","Essex","MA",2012,1296726278,0,177190183,58113600,46347793,1578377854,82.16,17.84
"Middleton","Essex","MA",2013,1298546821,0,169439889,57347800,44049599,1569384109,82.74,17.26
"Middleton","Essex","MA",2014,1339427196,0,177093210,57348600,46806572,1620675578,82.65,17.35
"Middleton","Essex","MA",2015,1415175272,0,181829713,57600100,47042134,1701647219,83.17,16.83
"Middleton","Essex","MA",2016,1483941972,0,187537809,60162200,47930656,1779572637,83.39,16.61
"Middleton","Essex","MA",2017,1559356526,0,202236252,62273200,47768045,1871634023,83.32,16.68
"Nahant","Essex","MA",2003,552747600,0,11678242,263500,4299710,568989052,97.15,2.85
"Nahant","Essex","MA",2004,617231040,0,12288885,307100,4178360,634005385,97.35,2.65
"Nahant","Essex","MA",2005,684523535,0,13365660,342300,12003030,710234525,96.38,3.62
"Nahant","Essex","MA",2006,764764670,0,14508950,383800,12227350,791884770,96.58,3.42
"Nahant","Essex","MA",2007,817090635,0,15035300,415600,13272720,845814255,96.6,3.4
"Nahant","Essex","MA",2008,837158930,0,16056115,357200,12594430,866166675,96.65,3.35
"Nahant","Essex","MA",2009,813348235,0,15327174,339900,16515930,845531239,96.19,3.81
"Nahant","Essex","MA",2010,747105295,0,14550340,274300,16589250,778519185,95.96,4.04
"Nahant","Essex","MA",2011,719725860,0,12924640,260800,17964940,750876240,95.85,4.15
"Nahant","Essex","MA",2012,700717305,0,12676693,260800,17557760,731212558,95.83,4.17
"Nahant","Essex","MA",2013,703078585,0,12827813,260800,18885780,735052978,95.65,4.35
"Nahant","Essex","MA",2014,702477885,0,12832913,260800,18953570,734525168,95.64,4.36
"Nahant","Essex","MA",2015,725379105,0,13454493,285000,19597170,758715768,95.61,4.39
"Nahant","Essex","MA",2016,774819465,0,13959345,314800,20330960,809424570,95.72,4.28
"Nahant","Essex","MA",2017,796755840,0,14272825,356200,22371180,833756045,95.56,4.44
"Newbury","Essex","MA",2003,857511932,0,27514107,2653860,12699020,900378919,95.24,4.76
"Newbury","Essex","MA",2004,1044663190,0,32890388,2706840,13978475,1094238893,95.47,4.53
"Newbury","Essex","MA",2005,1121453163,0,33867539,2732740,12695242,1170748684,95.79,4.21
"Newbury","Essex","MA",2006,1220157312,0,35823850,2969715,13133078,1272083955,95.92,4.08
"Newbury","Essex","MA",2007,1379779416,0,41108696,3389175,13697920,1437975207,95.95,4.05
"Newbury","Essex","MA",2008,1358771866,0,40526297,3461875,14681908,1417441946,95.86,4.14
"Newbury","Essex","MA",2009,1299277530,0,39575992,3300000,16503365,1358656887,95.63,4.37
"Newbury","Essex","MA",2010,1307266786,0,39725215,3040775,17509779,1367542555,95.59,4.41
"Newbury","Essex","MA",2011,1230100118,0,38692763,2997075,16975875,1288765831,95.45,4.55
"Newbury","Essex","MA",2012,1145292774,0,37007085,2964900,18041690,1203306449,95.18,4.82
"Newbury","Essex","MA",2013,1140835871,0,36569062,2831700,17779037,1198015670,95.23,4.77
"Newbury","Essex","MA",2014,1176812815,0,36366569,2682300,18114114,1233975798,95.37,4.63
"Newbury","Essex","MA",2015,1198778991,0,35976380,2738900,16875074,1254369345,95.57,4.43
"Newbury","Essex","MA",2016,1258765516,0,36913000,2948600,17335961,1315963077,95.65,4.35
"Newbury","Essex","MA",2017,1364127901,0,39346549,3092100,18812296,1425378846,95.7,4.3
"Newburyport","Essex","MA",2003,1781399291,366200,173411509,121628400,33225465,2110030865,84.44,15.56
"Newburyport","Essex","MA",2004,1806312175,408300,176064825,123228900,35355596,2141369796,84.37,15.63
"Newburyport","Essex","MA",2005,2650337337,490100,232967763,141874000,39707825,3065377025,86.48,13.52
"Newburyport","Essex","MA",2006,2856982460,518800,237934340,146943400,40383337,3282762337,87.05,12.95
"Newburyport","Essex","MA",2007,3065649603,481600,251613597,153640600,38944280,3510329680,87.35,12.65
"Newburyport","Essex","MA",2008,3122440639,335400,274977961,179810800,46638532,3624203332,86.16,13.84
"Newburyport","Essex","MA",2009,2982381107,335400,270908893,169211900,54611381,3477448681,85.77,14.23
"Newburyport","Essex","MA",2010,2868495595,335400,277150605,165911200,57798685,3369691485,85.14,14.86
"Newburyport","Essex","MA",2011,2874944363,227300,266129137,160478500,59885868,3361665168,85.53,14.47
"Newburyport","Essex","MA",2012,2806857334,219600,263399466,159790800,59342359,3289609559,85.33,14.67
"Newburyport","Essex","MA",2013,2783697944,211500,260663356,154911100,55355972,3254839872,85.53,14.47
"Newburyport","Essex","MA",2014,2828070383,190300,260738817,156614500,46603611,3292217611,85.91,14.09
"Newburyport","Essex","MA",2015,3124598499,208800,274982601,161643000,46635242,3608068142,86.61,13.39
"Newburyport","Essex","MA",2016,3272705589,220000,281157111,162529400,48518345,3765130445,86.93,13.07
"Newburyport","Essex","MA",2017,3426931473,233800,297216327,167223600,50737329,3942342529,86.93,13.07
"North Andover","Essex","MA",2003,2664778762,0,194027412,157745200,51697870,3068249244,86.85,13.15
"North Andover","Essex","MA",2004,3244746811,0,240998289,184695300,56331150,3726771550,87.07,12.93
"North Andover","Essex","MA",2005,3437798500,0,239818629,176063300,77626380,3931306809,87.45,12.55
"North Andover","Essex","MA",2006,3743701112,0,240357988,175698300,81016630,4240774030,88.28,11.72
"North Andover","Essex","MA",2007,4113245116,0,286085303,174371400,77931290,4651633109,88.43,11.57
"North Andover","Essex","MA",2008,4001584703,0,283789944,167088600,82002220,4534465467,88.25,11.75
"North Andover","Essex","MA",2009,3910976509,0,280591491,163741100,99814430,4455123530,87.79,12.21
"North Andover","Essex","MA",2010,3670178348,0,286494949,168247500,108138260,4233059057,86.7,13.3
"North Andover","Essex","MA",2011,3563558199,0,283140851,162024800,112827760,4121551610,86.46,13.54
"North Andover","Essex","MA",2012,3586332274,0,278839111,158456800,121400010,4145028195,86.52,13.48
"North Andover","Essex","MA",2013,3713065744,0,278124243,161446600,116997715,4269634302,86.96,13.04
"North Andover","Essex","MA",2014,3652658906,0,276804384,155524200,123301890,4208289380,86.8,13.2
"North Andover","Essex","MA",2015,3745570341,0,277858269,147834600,123012880,4294276090,87.22,12.78
"North Andover","Essex","MA",2016,3897630578,0,292994947,147568900,120842040,4459036465,87.41,12.59
"North Andover","Essex","MA",2017,4068321236,0,295696622,148013100,126535920,4638566878,87.71,12.29
"Peabody","Essex","MA",2003,3798234624,0,906856276,277822000,65289350,5048202250,75.24,24.76
"Peabody","Essex","MA",2004,4875050594,0,1023257906,351118400,65001710,6314428610,77.2,22.8
"Peabody","Essex","MA",2005,4940333949,0,1007345251,348439300,79467960,6375586460,77.49,22.51
"Peabody","Essex","MA",2006,5706690587,0,1092948113,360469000,85015550,7245123250,78.77,21.23
"Peabody","Essex","MA",2007,5998719826,0,1096624374,365127900,88951660,7549423760,79.46,20.54
