"","Region","Year","Number_of_Months_Reported","Single_Family_Buildings","Single_Family_Units","Single_Family_Valuation","I2_Family_Buildings","I2_Family_Units","I2_Family_Valuation","I3-4_Family_Buildings","I3-4_Family_Units","I3-4_Family_Valuation","I5_Family_Buildings","I5_Family_Units","I5_Family_Valuation","Total_Buildings","Total_Units","Total_Valuation","Average_Valuation_PerUnits","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Permits_Per_1000_Population"
"58","Adams",2003,12,8,8,1253575,0,0,0,0,0,0,0,0,0,8,8,1253575,156696.875,33.33,0.142857142857143,14.29,100,0,0,0,1669979.91304348,0,0,0,1669979.91304348,208747.489130435,0.921128382268279
"59","Adams",2004,12,9,9,1368277,0,0,0,1,4,254000,1,12,860000,11,25,2482277,99291.08,316.67,2.125,212.5,36,0,16,48,1775500.57300159,0,329594.917946003,1115951.29698253,3221046.78793012,128841.871517205,1.27167630057803
"60","Adams",2005,12,10,10,2421068,0,0,0,0,0,0,0,0,0,10,10,2421068,242106.8,66.67,-0.6,-60,100,0,0,0,3038669.67823861,0,0,0,3038669.67823861,303866.967823861,1.16184500987568
"61","Adams",2006,0,9,9,2178961,0,0,0,0,0,0,0,0,0,9,9,2178961,242106.777777778,50,-0.1,-10,100,0,0,0,2649339.88253968,0,0,0,2649339.88253968,294371.098059965,1.05066542143357
"62","Adams",2007,12,6,6,845321,0,0,0,0,0,0,0,0,0,6,6,845321,140886.833333333,0,-0.333333333333333,-33.33,100,0,0,0,999339.658728092,0,0,0,999339.658728092,166556.609788015,0.702329392485076
"63","Adams",2008,12,3,3,820000,0,0,0,0,0,0,0,0,0,3,3,820000,273333.333333333,-50,-0.5,-50,100,0,0,0,933560.60993112,0,0,0,933560.60993112,311186.86997704,0.352733686067019
"64","Adams",2009,12,6,6,1722500,0,0,0,0,0,0,0,0,0,6,6,1722500,287083.333333333,0,1,100,100,0,0,0,1968048.40190736,0,0,0,1968048.40190736,328008.06698456,0.706630549994111
"65","Adams",2010,12,1,1,4e+05,0,0,0,0,0,0,0,0,0,1,1,4e+05,4e+05,-83.33,-0.833333333333333,-83.33,100,0,0,0,449645.962505045,0,0,0,449645.962505045,449645.962505045,0.0137345657817028
"66","Adams",2011,12,4,4,489900,0,0,0,0,0,0,0,0,0,4,4,489900,122475,-33.33,3,300,100,0,0,0,533852.680059927,0,0,0,533852.680059927,133463.170014982,0.0552043942697839
"67","Adams",2012,12,5,5,1214000,0,0,0,0,0,0,0,0,0,5,5,1214000,242800,-16.6666666666667,0.25,25,100,0,0,0,1296095.19412528,0,0,0,1296095.19412528,259219.038825056,0.0692319408482297
"68","Adams",2013,12,2,2,520000,0,0,0,0,0,0,0,0,0,2,2,520000,260000,-66.6666666666667,-0.6,-60,100,0,0,0,547149.90320102,0,0,0,547149.90320102,273574.95160051,0.0278392561350761
"69","Adams",2014,12,2,2,405200,0,0,0,0,0,0,0,0,0,2,2,405200,202600,-66.6666666666667,0,0,100,0,0,0,419550.148688835,0,0,0,419550.148688835,209775.074344417,0.0279446695542825
"70","Adams",2015,12,2,2,590600,0,0,0,0,0,0,0,0,0,2,2,590600,295300,-66.6666666666667,0,0,100,0,0,0,610791.090934406,0,0,0,610791.090934406,305395.545467203,0.0281001489307893
"71","Adams",2016,0,2,2,590600,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,603181.873862012,0,0,0,0,NA,0
"72","Adams",2017,0,2,2,590600,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,590600,0,0,0,0,NA,0
"73","Agawam",2000,12,51,51,6955390,0,0,0,1,4,150000,0,0,0,52,55,7105390,129188.909090909,0,NA,NA,92.73,0,7.27,0,9900727.04297329,0,213519.163763066,0,10114246.2067364,183895.385577025,1.84665648638091
"74","Agawam",2001,12,50,50,6943500,0,0,0,0,0,0,0,0,0,50,50,6943500,138870,-9.09,-0.0909090909090909,-9.09,100,0,0,0,9610337.21061547,0,0,0,9610337.21061547,192206.744212309,1.77607274793976
"75","Agawam",2002,12,50,50,7888000,1,2,1e+05,1,4,185000,0,0,0,52,56,8173000,145946.428571429,1.82,0.12,12,89.29,3.57,7.14,0,10747674.041134,136253.474152307,252068.927181768,0,11135996.442468,198857.079329787,1.83934066711471
"76","Agawam",2003,12,69,69,15836500,1,2,150000,0,0,0,0,0,0,70,71,15986500,225161.971830986,29.09,0.267857142857143,26.79,97.18,2.82,0,0,21096972.173913,199826.086956522,0,0,21296798.2608696,299954.90508267,2.46739513570673
"77","Agawam",2004,12,48,48,10386500,0,0,0,0,0,0,1,5,425000,49,53,10811500,203990.566037736,-3.64,-0.253521126760563,-25.35,90.57,0,0,9.43,13477707.1466384,0,0,551487.55955532,14029194.7061938,264701.786909316,1.72748105059052
"78","Agawam",2005,12,29,29,5675400,3,6,525000,0,0,0,1,5,680000,33,40,6880400,172010,-27.27,-0.245283018867925,-24.53,72.5,15,0,12.5,7123164.60829493,658924.731182796,0,853464.413722478,8635553.7532002,215888.843830005,1.16348764235095
"79","Agawam",2006,12,58,58,9695600,1,2,195000,0,0,0,0,0,0,59,60,9890600,164843.333333333,9.09,0.5,50,96.67,3.33,0,0,11788618.4126984,237095.238095238,0,0,12025713.6507937,200428.56084656,2.08076177041086
"80","Agawam",2007,12,33,33,5536000,1,2,125000,0,0,0,0,0,0,34,35,5661000,161742.857142857,-36.36,-0.416666666666667,-41.67,94.29,5.71,0,0,6544666.87887645,147775.173385035,0,0,6692442.05226148,191212.630064614,1.1997600479904
"81","Agawam",2008,12,20,20,5172500,0,0,0,0,0,0,0,0,0,20,20,5172500,258625,-63.64,-0.428571428571429,-42.86,100,0,0,0,5888832.01813259,0,0,0,5888832.01813259,294441.600906629,0.705094306363476
"82","Agawam",2009,12,30,30,6976600,2,4,2e+05,0,0,0,0,0,0,32,34,7176600,211076.470588235,-38.18,0.7,70,88.24,11.76,0,0,7971138.74063681,228510.699786051,0,0,8199649.44042286,241166.160012437,1.12664155194874
"83","Agawam",2010,12,29,29,5778414,6,12,1021000,0,0,0,0,0,0,35,41,6799414,165839.365853659,-25.45,0.205882352941176,20.59,70.73,29.27,0,0,6495601.31195656,1147721.31929413,0,0,7643322.63125069,186422.503201237,1.23040146242002
"84","Agawam",2011,12,19,19,5345000,0,0,0,0,0,0,0,0,0,19,19,5345000,281315.789473684,-65.45,-0.536585365853659,-53.66,100,0,0,0,5824540.87552625,0,0,0,5824540.87552625,306554.782922434,0.66480055983205
"85","Agawam",2012,12,16,16,3019000,0,0,0,0,0,0,0,0,0,16,16,3019000,188687.5,-70.9090909090909,-0.157894736842105,-15.7894736842105,100,0,0,0,3223156.00581897,0,0,0,3223156.00581897,201447.250363685,0.558991021206722
"86","Agawam",2013,12,18,18,4151507,0,0,0,0,0,0,0,0,0,18,18,4151507,230639.277777778,-67.2727272727273,0.125,12.5,100,0,0,0,4368262.79459299,0,0,0,4368262.79459299,242681.266366278,0.627177700348432
"87","Agawam",2014,12,11,11,2138000,3,6,579000,0,0,0,3,20,2560000,17,37,5277000,142621.621621622,-32.7272727272727,1.05555555555556,105.555555555556,29.7297297297297,16.2162162162162,0,54.0540540540541,2213717.22087051,599505.271695053,0,2650662.34117329,5463884.83373885,147672.563074023,0.591922005571031
"88","Agawam",2015,12,12,12,2850050,10,20,1880000,0,0,0,0,0,0,22,32,4730050,147814.0625,-41.8181818181818,-0.135135135135135,-13.5135135135135,37.5,62.5,0,0,2947485.85966407,1944272.35177224,0,0,4891758.21143631,152867.444107385,0.764313507504169
"89","Agawam",2016,12,16,16,3476330,4,8,1711800,1,3,5e+05,2,16,1150000,23,43,6838130,159026.279069767,-21.8181818181818,0.34375,34.375,37.2093023255814,18.6046511627907,6.97674418604651,37.2093023255814,3550388.15367885,1748267.40886724,510651.772656631,1174499.07711025,6983806.41231297,162414.102611929,0.8
"90","Agawam",2017,12,31,31,4594803,1,2,150000,0,0,0,0,0,0,32,33,4744803,143781.909090909,-40,-0.232558139534884,-23.2558139534884,93.9393939393939,6.06060606060606,0,0,4594803,150000,0,0,4744803,143781.909090909,1.10922388990953
"91","Alford",2000,0,1,1,71524,0,0,0,0,0,0,0,0,0,1,1,71524,71524,0,NA,NA,100,0,0,0,101811.631126597,0,0,0,101811.631126597,101811.631126597,2.46913580246914
"92","Alford",2001,0,1,1,71524,0,0,0,0,0,0,0,0,0,1,1,71524,71524,0,0,0,100,0,0,0,98994.7085262564,0,0,0,98994.7085262564,98994.7085262564,2.42130750605327
"93","Alford",2002,0,2,2,143048,0,0,0,0,0,0,0,0,0,2,2,143048,71524,100,1,100,100,0,0,0,194907.869705392,0,0,0,194907.869705392,97453.934852696,4.75059382422803
"94","Alford",2003,0,2,2,143048,0,0,0,0,0,0,0,0,0,2,2,143048,71524,100,0,0,100,0,0,0,190564.813913043,0,0,0,190564.813913043,95282.4069565217,4.64037122969838
"95","Alford",2004,12,8,8,2526000,0,0,0,0,0,0,0,0,0,8,8,2526000,315750,700,3,300,100,0,0,0,3277782.53043939,0,0,0,3277782.53043939,409722.816304923,18.1818181818182
"96","Alford",2005,12,2,2,1760000,0,0,0,0,0,0,0,0,0,2,2,1760000,880000,100,-0.75,-75,100,0,0,0,2208966.71786994,0,0,0,2208966.71786994,1104483.35893497,4.4543429844098
"97","Alford",2006,12,2,2,2182285,0,0,0,0,0,0,0,0,0,2,2,2182285,1091142.5,100,0,0,100,0,0,0,2653381.44444444,0,0,0,2653381.44444444,1326690.72222222,4.36681222707424
"98","Alford",2007,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"99","Alford",2008,12,3,3,3165000,0,0,0,0,0,0,0,0,0,3,3,3165000,1055000,200,NA,NA,100,0,0,0,3603316.25662439,0,0,0,3603316.25662439,1201105.4188748,6.30252100840336
"100","Alford",2009,12,2,2,1274000,0,0,0,0,0,0,0,0,0,2,2,1274000,637000,100,-0.333333333333333,-33.33,100,0,0,0,1455613.15763714,0,0,0,1455613.15763714,727806.578818572,4.11522633744856
"101","Alford",2010,12,3,3,4287899,0,0,0,0,0,0,0,0,0,3,3,4287899,1429299.66666667,200,0.5,50,100,0,0,0,4820091.18244855,0,0,0,4820091.18244855,1606697.06081619,0.353857041755131
"102","Alford",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"103","Alford",2012,12,1,1,737000,0,0,0,0,0,0,0,0,0,1,1,737000,737000,0,NA,NA,100,0,0,0,786838.680453322,0,0,0,786838.680453322,786838.680453322,0.118976799524093
"104","Alford",2013,12,3,3,2042000,0,0,0,0,0,0,0,0,0,3,3,2042000,680666.666666667,200,2,200,100,0,0,0,2148615.58141631,0,0,0,2148615.58141631,716205.193805438,0.358894604617777
"105","Alford",2014,12,2,2,2334471,0,0,0,0,0,0,0,0,0,2,2,2334471,1167235.5,100,-0.333333333333333,-33.3333333333333,100,0,0,0,2417146.23682076,0,0,0,2417146.23682076,1208573.11841038,0.241138172172655
"106","Alford",2015,12,1,1,1146000,0,0,0,0,0,0,0,0,0,1,1,1146000,1146000,0,-0.5,-50,100,0,0,0,1185178.78464414,0,0,0,1185178.78464414,1185178.78464414,0.121654501216545
"107","Alford",2016,2,1,1,1167236,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,1192102.26501727,0,0,0,0,NA,0
"108","Alford",2017,0,1,1,1167236,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,1167236,0,0,0,0,NA,0
"109","Amesbury",2000,12,46,46,2785970,0,0,0,0,0,0,0,0,0,46,46,2785970,60564.5652173913,0,NA,NA,100,0,0,0,3965719.89779326,0,0,0,3965719.89779326,86211.3021259405,2.79160092244204
"110","Amesbury",2001,12,30,30,2036418,0,0,0,0,0,0,0,0,0,30,30,2036418,67880.6,-34.78,-0.347826086956522,-34.78,100,0,0,0,2818558.89418408,0,0,0,2818558.89418408,93951.9631394692,1.81444296600943
"111","Amesbury",2002,11,36,36,5070920,0,0,0,0,0,0,0,0,0,36,36,5070920,140858.888888889,-21.74,0.2,20,100,0,0,0,6909304.67148416,0,0,0,6909304.67148416,191925.129763449,2.1795725616032
"112","Amesbury",2003,12,32,32,2747140,0,0,0,0,0,0,0,0,0,32,32,2747140,85848.125,-30.43,-0.111111111111111,-11.11,100,0,0,0,3659668.24347826,0,0,0,3659668.24347826,114364.632608696,1.94647201946472
"113","Amesbury",2004,11,32,32,2551424,0,0,0,0,0,0,0,0,0,32,32,2551424,79732,-30.43,0,0,100,0,0,0,3310773.16506088,0,0,0,3310773.16506088,103461.661408152,1.95862406659322
"114","Amesbury",2005,12,38,38,3045032,0,0,0,0,0,0,0,0,0,38,38,3045032,80132.4210526316,-17.39,0.1875,18.75,100,0,0,0,3821803.60389145,0,0,0,3821803.60389145,100573.779049775,2.33745463492649
"115","Amesbury",2006,0,29,29,2321436,0,0,0,0,0,0,0,0,0,29,29,2321436,80049.5172413793,-36.96,-0.236842105263158,-23.68,100,0,0,0,2822571.39047619,0,0,0,2822571.39047619,97330.0479474548,1.78923988153998
"116","Amesbury",2007,3,23,23,1797291,0,0,0,0,0,0,0,0,0,23,23,1797291,78143.0869565217,-50,-0.206896551724138,-20.69,100,0,0,0,2124759.91318691,0,0,0,2124759.91318691,92380.8657907351,1.42203536540126
"117","Amesbury",2008,1,17,17,1334151,0,0,0,0,0,0,0,0,0,17,17,1334151,78479.4705882353,-63.04,-0.260869565217391,-26.09,100,0,0,0,1518915.63573197,0,0,0,1518915.63573197,89347.9785724687,1.04970669959864
"118","Amesbury",2009,11,9,9,1282884,0,0,0,0,0,0,0,0,0,9,9,1282884,142542.666666667,-80.43,-0.470588235294118,-47.06,100,0,0,0,1465763.60292164,0,0,0,1465763.60292164,162862.622546849,0.554255450178593
"119","Amesbury",2010,12,22,22,2916810,0,0,0,0,0,0,0,0,0,22,22,2916810,132582.272727273,-52.17,1.44444444444444,144.44,100,0,0,0,3278829.59973585,0,0,0,3278829.59973585,149037.709078902,1.34820443681824
