"","Region","Five_Year_Range","Population","Never_Married","Never_Married_Pct","Now_Married","Now_Married_Pct","Separated","Separated_Pct","Widowed","Widowed_Pct","Divorced","Divorced_Pct","Gender"
"1401","Scituate",2010,7664,1402,18.3,4163,54.3,158,2.1,964,12.6,977,12.7,"Female"
"1402","Wareham",2010,9467,2340,24.7,4492,47.4,153,1.6,1074,11.3,1408,14.9,"Female"
"1403","West Bridgewater",2010,3025,747,24.7,1522,50.3,34,1.1,400,13.2,322,10.6,"Female"
"1404","Whitman",2010,5823,1481,25.4,3210,55.1,111,1.9,448,7.7,573,9.8,"Female"
"1405","Boston",2010,272006,147422,54.2,73362,27,9487,3.5,18812,6.9,22923,8.4,"Female"
"1406","Chelsea",2010,13475,5461,40.5,4434,32.9,813,6,1475,10.9,1292,9.6,"Female"
"1407","Revere",2010,20640,5978,29,9003,43.6,838,4.1,2228,10.8,2593,12.6,"Female"
"1408","Winthrop",2010,7942,2569,32.3,3365,42.4,214,2.7,772,9.7,1022,12.9,"Female"
"1409","Ashburnham",2010,2484,609,24.5,1369,55.1,90,3.6,131,5.3,285,11.5,"Female"
"1410","Athol",2010,4937,1162,23.5,2372,48,81,1.6,648,13.1,674,13.7,"Female"
"1411","Auburn",2010,7157,1623,22.7,3724,52,39,0.5,867,12.1,904,12.6,"Female"
"1412","Barre",2010,2411,696,28.9,1220,50.6,0,0,222,9.2,273,11.3,"Female"
"1413","Berlin",2010,1177,257,21.8,725,61.6,13,1.1,59,5,123,10.5,"Female"
"1414","Blackstone",2010,3552,892,25.1,1960,55.2,108,3,411,11.6,181,5.1,"Female"
"1415","Bolton",2010,1863,354,19,1250,67.1,14,0.8,150,8.1,95,5.1,"Female"
"1416","Boylston",2010,1768,472,26.7,1023,57.9,0,0,124,7,149,8.4,"Female"
"1417","Brookfield",2010,1497,294,19.6,889,59.4,50,3.3,142,9.5,122,8.1,"Female"
"1418","Charlton",2010,4875,818,16.8,3116,63.9,61,1.3,398,8.2,482,9.9,"Female"
"1419","Clinton",2010,5734,1463,25.5,2491,43.4,187,3.3,808,14.1,785,13.7,"Female"
"1420","Douglas",2010,3284,651,19.8,2183,66.5,44,1.3,136,4.1,270,8.2,"Female"
"1421","Dudley",2010,4295,910,21.2,2427,56.5,55,1.3,335,7.8,568,13.2,"Female"
"1422","East Brookfield",2010,842,174,20.7,457,54.3,27,3.2,92,10.9,92,10.9,"Female"
"1423","Fitchburg",2010,16816,5670,33.7,6807,40.5,502,3,1652,9.8,2185,13,"Female"
"1424","Gardner",2010,8046,2002,24.9,3803,47.3,179,2.2,982,12.2,1080,13.4,"Female"
"1425","Grafton",2010,7141,2157,30.2,3547,49.7,168,2.4,573,8,696,9.7,"Female"
"1426","Hardwick",2010,1225,274,22.4,557,45.5,10,0.8,142,11.6,242,19.8,"Female"
"1427","Harvard",2010,2377,689,29,1415,59.5,12,0.5,81,3.4,180,7.6,"Female"
"1428","Holden",2010,7135,1408,19.7,4090,57.3,123,1.7,777,10.9,737,10.3,"Female"
"1429","Hopedale",2010,2596,818,31.5,1336,51.5,41,1.6,163,6.3,238,9.2,"Female"
"1430","Hubbardston",2010,1532,226,14.8,1116,72.8,8,0.5,65,4.2,117,7.6,"Female"
"1431","Lancaster",2010,2792,755,27,1578,56.5,60,2.1,216,7.7,183,6.6,"Female"
"1432","Leicester",2010,4835,1330,27.5,2314,47.9,32,0.7,497,10.3,662,13.7,"Female"
"1433","Leominster",2010,17133,4566,26.7,8227,48,449,2.6,1752,10.2,2139,12.5,"Female"
"1434","Lunenburg",2010,3988,651,16.3,2464,61.8,14,0.4,276,6.9,583,14.6,"Female"
"1435","Mendon",2010,2423,642,26.5,1431,59.1,74,3.1,186,7.7,90,3.7,"Female"
"1436","Milford",2010,11187,2587,23.1,6197,55.4,148,1.3,1079,9.6,1176,10.5,"Female"
"1437","Millbury",2010,5968,1431,24,2973,49.8,213,3.6,691,11.6,660,11.1,"Female"
"1438","Millville",2010,1251,358,28.6,643,51.4,7,0.6,73,5.8,170,13.6,"Female"
"1439","New Braintree",2010,409,97,23.7,248,60.6,3,0.7,32,7.8,29,7.1,"Female"
"1440","Northborough",2010,5716,1192,20.9,3454,60.4,93,1.6,399,7,578,10.1,"Female"
"1441","Northbridge",2010,6072,1389,22.9,3174,52.3,284,4.7,534,8.8,691,11.4,"Female"
"1442","North Brookfield",2010,1920,490,25.5,1065,55.5,16,0.8,199,10.4,150,7.8,"Female"
"1443","Oakham",2010,764,158,20.7,455,59.6,14,1.8,51,6.7,86,11.3,"Female"
"1444","Oxford",2010,5548,1393,25.1,2926,52.7,93,1.7,457,8.2,679,12.2,"Female"
"1445","Paxton",2010,2005,639,31.9,1106,55.2,0,0,148,7.4,112,5.6,"Female"
"1446","Petersham",2010,683,291,42.6,302,44.2,10,1.5,48,7,32,4.7,"Female"
"1447","Phillipston",2010,740,222,30,436,58.9,6,0.8,30,4.1,46,6.2,"Female"
"1448","Princeton",2010,1381,261,18.9,941,68.1,6,0.4,55,4,118,8.5,"Female"
"1449","Royalston",2010,465,97,20.9,279,60,10,2.2,41,8.8,38,8.2,"Female"
"1450","Rutland",2010,2718,543,20,1738,63.9,25,0.9,115,4.2,297,10.9,"Female"
"1451","Shrewsbury",2010,14065,2797,19.9,8470,60.2,65,0.5,1428,10.2,1305,9.3,"Female"
"1452","Southborough",2010,3641,595,16.3,2534,69.6,62,1.7,168,4.6,282,7.7,"Female"
"1453","Southbridge",2010,6754,2227,33,2893,42.8,225,3.3,633,9.4,776,11.5,"Female"
"1454","Spencer",2010,5117,1465,28.6,2551,49.9,109,2.1,550,10.7,442,8.6,"Female"
"1455","Sterling",2010,3153,524,16.6,2077,65.9,14,0.4,251,8,287,9.1,"Female"
"1456","Sturbridge",2010,3983,980,24.6,2098,52.7,26,0.7,431,10.8,448,11.2,"Female"
"1457","Sutton",2010,3513,731,20.8,2318,66,0,0,203,5.8,261,7.4,"Female"
"1458","Templeton",2010,3330,934,28,1734,52.1,27,0.8,218,6.5,417,12.5,"Female"
"1459","Upton",2010,2729,468,17.1,1784,65.4,37,1.4,117,4.3,323,11.8,"Female"
"1460","Uxbridge",2010,5105,1100,21.5,3136,61.4,48,0.9,328,6.4,493,9.7,"Female"
"1461","Warren",2010,2177,604,27.7,1015,46.6,42,1.9,251,11.5,265,12.2,"Female"
"1462","Webster",2010,7380,1821,24.7,3211,43.5,171,2.3,1045,14.2,1132,15.3,"Female"
"1463","Westborough",2010,7145,1516,21.2,4293,60.1,71,1,681,9.5,584,8.2,"Female"
"1464","West Boylston",2010,2485,544,21.9,1341,54,50,2,306,12.3,244,9.8,"Female"
"1465","West Brookfield",2010,1640,312,19,814,49.6,21,1.3,222,13.5,271,16.5,"Female"
"1466","Westminster",2010,3053,742,24.3,1635,53.6,65,2.1,229,7.5,382,12.5,"Female"
"1467","Winchendon",2010,3839,842,21.9,2288,59.6,58,1.5,312,8.1,339,8.8,"Female"
"1468","Worcester",2010,77354,30367,39.3,27626,35.7,2291,3,7692,9.9,9378,12.1,"Female"
"1469","United States",2011,126044280,35707687,28.3,60433856,47.9,3144890,2.5,11896896,9.4,14860951,11.8,"Female"
"1470","MA",2011,2794685,905341,32.4,1269044,45.4,63125,2.3,260493,9.3,296682,10.6,"Female"
"1471","Barnstable County",2011,98479,20431,20.7,51383,52.2,1621,1.6,12265,12.5,12779,13,"Female"
"1472","Berkshire County",2011,58044,16435,28.3,24905,42.9,1383,2.4,7249,12.5,8072,13.9,"Female"
"1473","Bristol County",2011,233244,68394,29.3,106746,45.8,6089,2.6,25097,10.8,26918,11.5,"Female"
"1474","Dukes County",2011,6817,1808,26.5,3394,49.8,140,2.1,708,10.4,767,11.3,"Female"
"1475","Essex County",2011,315937,93030,29.4,147153,46.6,8519,2.7,31051,9.8,36184,11.5,"Female"
"1476","Franklin County",2011,31137,8469,27.2,14387,46.2,709,2.3,2915,9.4,4657,15,"Female"
"1477","Hampden County",2011,196734,64789,32.9,81136,41.2,6292,3.2,20481,10.4,24036,12.2,"Female"
"1478","Hampshire County",2011,73305,30750,41.9,28245,38.5,1044,1.4,6104,8.3,7162,9.8,"Female"
"1479","Middlesex County",2011,637642,200113,31.4,312314,49,11199,1.8,54611,8.6,59405,9.3,"Female"
"1480","Nantucket County",2011,4053,1188,29.3,1988,49.1,37,0.9,407,10,433,10.7,"Female"
"1481","Norfolk County",2011,286537,85023,29.7,144465,50.4,4030,1.4,26359,9.2,26660,9.3,"Female"
"1482","Plymouth County",2011,205454,56176,27.3,101577,49.4,3996,1.9,19493,9.5,24212,11.8,"Female"
"1483","Suffolk County",2011,318164,164751,51.8,90980,28.6,11330,3.6,22685,7.1,28418,8.9,"Female"
"1484","Worcester County",2011,329138,93984,28.6,160371,48.7,6736,2,31068,9.4,36979,11.2,"Female"
"1485","Barnstable",2011,20221,4350,21.5,10438,51.6,565,2.8,2189,10.8,2679,13.2,"Female"
"1486","Bourne",2011,8601,2263,26.3,4453,51.8,72,0.8,1032,12,781,9.1,"Female"
"1487","Brewster",2011,4504,844,18.7,2327,51.7,106,2.4,615,13.7,612,13.6,"Female"
"1488","Chatham",2011,2884,398,13.8,1675,58.1,20,0.7,418,14.5,373,12.9,"Female"
"1489","Dennis",2011,6831,1385,20.3,3366,49.3,182,2.7,988,14.5,910,13.3,"Female"
"1490","Eastham",2011,2419,394,16.3,1321,54.6,16,0.7,271,11.2,417,17.2,"Female"
"1491","Falmouth",2011,14773,3049,20.6,7587,51.4,203,1.4,1897,12.8,2037,13.8,"Female"
"1492","Harwich",2011,5792,1036,17.9,3019,52.1,67,1.2,952,16.4,718,12.4,"Female"
"1493","Mashpee",2011,6159,1296,21,3415,55.4,51,0.8,670,10.9,727,11.8,"Female"
"1494","Orleans",2011,2953,553,18.7,1593,53.9,22,0.7,484,16.4,301,10.2,"Female"
"1495","Provincetown",2011,1166,520,44.6,285,24.4,3,0.3,179,15.4,179,15.4,"Female"
"1496","Sandwich",2011,8636,1676,19.4,5346,61.9,79,0.9,563,6.5,972,11.3,"Female"
"1497","Truro",2011,854,299,35,389,45.6,29,3.4,62,7.3,75,8.8,"Female"
"1498","Wellfleet",2011,1504,315,20.9,652,43.4,27,1.8,192,12.8,318,21.1,"Female"
"1499","Yarmouth",2011,11182,2053,18.4,5517,49.3,179,1.6,1753,15.7,1680,15,"Female"
"1500","Adams",2011,3787,1083,28.6,1469,38.8,119,3.1,463,12.2,653,17.2,"Female"
"1501","Alford",2011,234,41,17.5,141,60.3,3,1.3,26,11.1,23,9.8,"Female"
"1502","Becket",2011,802,140,17.5,386,48.1,44,5.5,76,9.5,156,19.5,"Female"
"1503","Cheshire",2011,1432,272,19,783,54.7,12,0.8,132,9.2,233,16.3,"Female"
"1504","Clarksburg",2011,745,140,18.8,445,59.7,19,2.6,103,13.8,38,5.1,"Female"
"1505","Dalton",2011,2908,674,23.2,1454,50,68,2.3,361,12.4,351,12.1,"Female"
"1506","Egremont",2011,518,97,18.7,238,45.9,16,3.1,59,11.4,108,20.8,"Female"
"1507","Florida",2011,309,82,26.5,151,48.9,0,0,37,12,39,12.6,"Female"
"1508","Great Barrington",2011,3245,1003,30.9,1204,37.1,156,4.8,474,14.6,408,12.6,"Female"
"1509","Hancock",2011,284,56,19.7,174,61.3,2,0.7,22,7.7,30,10.6,"Female"
"1510","Hinsdale",2011,867,157,18.1,540,62.3,9,1,76,8.8,85,9.8,"Female"
"1511","Lanesborough",2011,1184,230,19.4,671,56.7,0,0,112,9.5,171,14.4,"Female"
"1512","Lee",2011,2631,717,27.3,1216,46.2,25,1,259,9.8,414,15.7,"Female"
"1513","Lenox",2011,2185,683,31.3,889,40.7,0,0,435,19.9,178,8.1,"Female"
"1514","Monterey",2011,288,44,15.3,188,65.3,7,2.4,6,2.1,43,14.9,"Female"
"1515","Mount Washington",2011,74,16,21.6,44,59.5,2,2.7,8,10.8,4,5.4,"Female"
"1516","New Ashford",2011,89,5,5.6,47,52.8,0,0,23,25.8,14,15.7,"Female"
"1517","New Marlborough",2011,626,144,23,345,55.1,24,3.8,52,8.3,61,9.7,"Female"
"1518","North Adams",2011,6191,2469,39.9,2018,32.6,176,2.8,747,12.1,781,12.6,"Female"
"1519","Otis",2011,519,86,16.6,350,67.4,18,3.5,28,5.4,37,7.1,"Female"
"1520","Peru",2011,328,62,18.9,228,69.5,0,0,10,3,28,8.5,"Female"
"1521","Pittsfield",2011,19865,5556,28,7791,39.2,551,2.8,2694,13.6,3273,16.5,"Female"
"1522","Richmond",2011,732,142,19.4,433,59.2,20,2.7,75,10.2,62,8.5,"Female"
"1523","Sandisfield",2011,405,83,20.5,250,61.7,5,1.2,39,9.6,28,6.9,"Female"
"1524","Savoy",2011,257,47,18.3,152,59.1,0,0,20,7.8,38,14.8,"Female"
"1525","Sheffield",2011,1371,334,24.4,723,52.7,0,0,126,9.2,188,13.7,"Female"
"1526","Stockbridge",2011,846,281,33.2,295,34.9,21,2.5,107,12.6,142,16.8,"Female"
"1527","Tyringham",2011,175,40,22.9,102,58.3,10,5.7,9,5.1,14,8,"Female"
"1528","Washington",2011,237,42,17.7,157,66.2,2,0.8,17,7.2,19,8,"Female"
"1529","West Stockbridge",2011,783,222,28.4,327,41.8,38,4.9,94,12,102,13,"Female"
"1530","Williamstown",2011,3718,1381,37.1,1457,39.2,36,1,520,14,324,8.7,"Female"
"1531","Windsor",2011,409,106,25.9,237,57.9,0,0,39,9.5,27,6.6,"Female"
"1532","Acushnet",2011,4522,1046,23.1,2357,52.1,130,2.9,520,11.5,469,10.4,"Female"
"1533","Attleboro",2011,18059,4974,27.5,8834,48.9,308,1.7,1755,9.7,2188,12.1,"Female"
"1534","Berkley",2011,2460,568,23.1,1497,60.9,111,4.5,54,2.2,230,9.3,"Female"
"1535","Dartmouth",2011,14648,3951,27,7263,49.6,249,1.7,1755,12,1430,9.8,"Female"
"1536","Dighton",2011,3019,781,25.9,1647,54.6,51,1.7,353,11.7,187,6.2,"Female"
"1537","Easton",2011,9822,3156,32.1,4921,50.1,155,1.6,622,6.3,968,9.9,"Female"
"1538","Fairhaven",2011,7256,2142,29.5,3121,43,130,1.8,924,12.7,939,12.9,"Female"
"1539","Fall River",2011,38957,12645,32.5,14555,37.4,1325,3.4,5176,13.3,5256,13.5,"Female"
"1540","Freetown",2011,3583,838,23.4,2240,62.5,58,1.6,132,3.7,315,8.8,"Female"
"1541","Mansfield",2011,8511,2002,23.5,4870,57.2,140,1.6,636,7.5,863,10.1,"Female"
"1542","New Bedford",2011,41226,14961,36.3,14410,35,1826,4.4,5128,12.4,4901,11.9,"Female"
"1543","North Attleborough",2011,11039,2607,23.6,6112,55.4,207,1.9,821,7.4,1292,11.7,"Female"
"1544","Norton",2011,8262,2609,31.6,3656,44.3,171,2.1,727,8.8,1099,13.3,"Female"
"1545","Raynham",2011,5502,1505,27.4,2805,51,100,1.8,466,8.5,626,11.4,"Female"
"1546","Rehoboth",2011,4706,956,20.3,2838,60.3,80,1.7,349,7.4,483,10.3,"Female"
"1547","Seekonk",2011,5902,1521,25.8,3197,54.2,126,2.1,500,8.5,558,9.5,"Female"
"1548","Somerset",2011,8211,1860,22.7,4004,48.8,83,1,1397,17,867,10.6,"Female"
"1549","Swansea",2011,7073,1359,19.2,4003,56.6,48,0.7,816,11.5,847,12,"Female"
"1550","Taunton",2011,23624,7379,31.2,10589,44.8,641,2.7,2208,9.3,2807,11.9,"Female"
"1551","Westport",2011,6862,1534,22.4,3827,55.8,150,2.2,758,11,593,8.6,"Female"
"1552","Aquinnah",2011,156,56,35.9,88,56.4,0,0,4,2.6,8,5.1,"Female"
"1553","Chilmark",2011,304,36,11.8,207,68.1,0,0,20,6.6,41,13.5,"Female"
"1554","Edgartown",2011,1534,334,21.8,782,51,82,5.3,194,12.6,142,9.3,"Female"
"1555","Gosnold",2011,100,9,9,43,43,0,0,40,40,8,8,"Female"
"1556","Oak Bluffs",2011,1756,408,23.2,932,53.1,16,0.9,248,14.1,152,8.7,"Female"
"1557","Tisbury",2011,1794,603,33.6,737,41.1,18,1,144,8,292,16.3,"Female"
"1558","West Tisbury",2011,1173,362,30.9,605,51.6,24,2,58,4.9,124,10.6,"Female"
"1559","Amesbury",2011,6935,1870,27,3530,50.9,85,1.2,604,8.7,846,12.2,"Female"
"1560","Andover",2011,13657,2835,20.8,8091,59.2,157,1.1,1254,9.2,1320,9.7,"Female"
"1561","Beverly",2011,17847,6123,34.3,8095,45.4,323,1.8,1469,8.2,1837,10.3,"Female"
"1562","Boxford",2011,3135,698,22.3,2026,64.6,17,0.5,180,5.7,214,6.8,"Female"
"1563","Danvers",2011,11535,2701,23.4,5935,51.5,167,1.4,1307,11.3,1425,12.4,"Female"
"1564","Essex",2011,1543,404,26.2,891,57.7,20,1.3,66,4.3,162,10.5,"Female"
"1565","Georgetown",2011,3093,664,21.5,1965,63.5,22,0.7,186,6,256,8.3,"Female"
"1566","Gloucester",2011,13274,3231,24.3,6686,50.4,420,3.2,1370,10.3,1567,11.8,"Female"
"1567","Groveland",2011,2737,526,19.2,1610,58.8,25,0.9,349,12.8,227,8.3,"Female"
"1568","Hamilton",2011,3133,720,23,1892,60.4,75,2.4,290,9.3,156,5,"Female"
"1569","Haverhill",2011,25332,7645,30.2,11358,44.8,445,1.8,2305,9.1,3579,14.1,"Female"
"1570","Ipswich",2011,5512,1191,21.6,2998,54.4,89,1.6,478,8.7,756,13.7,"Female"
"1571","Lawrence",2011,30271,12845,42.4,9272,30.6,2211,7.3,2402,7.9,3541,11.7,"Female"
"1572","Lynn",2011,37917,14771,39,13431,35.4,1958,5.2,3630,9.6,4127,10.9,"Female"
"1573","Lynnfield",2011,4869,1191,24.5,2898,59.5,134,2.8,465,9.6,181,3.7,"Female"
"1574","Manchester-by-the-Sea",2011,2090,357,17.1,1304,62.4,35,1.7,148,7.1,246,11.8,"Female"
"1575","Marblehead",2011,8262,1646,19.9,4955,60,45,0.5,625,7.6,991,12,"Female"
"1576","Merrimac",2011,2636,598,22.7,1350,51.2,79,3,242,9.2,367,13.9,"Female"
"1577","Methuen",2011,19739,5315,26.9,9658,48.9,326,1.7,2261,11.5,2179,11,"Female"
"1578","Middleton",2011,3104,561,18.1,1898,61.1,69,2.2,325,10.5,251,8.1,"Female"
"1579","Nahant",2011,1555,433,27.8,730,46.9,28,1.8,179,11.5,185,11.9,"Female"
"1580","Newbury",2011,2640,515,19.5,1650,62.5,14,0.5,174,6.6,287,10.9,"Female"
"1581","Newburyport",2011,7721,1899,24.6,3994,51.7,71,0.9,725,9.4,1032,13.4,"Female"
"1582","North Andover",2011,11625,3110,26.8,6103,52.5,172,1.5,1062,9.1,1178,10.1,"Female"
"1583","Peabody",2011,23177,5680,24.5,11066,47.7,553,2.4,3268,14.1,2610,11.3,"Female"
"1584","Rockport",2011,3321,535,16.1,1846,55.6,43,1.3,381,11.5,516,15.5,"Female"
"1585","Rowley",2011,2438,454,18.6,1478,60.6,45,1.8,188,7.7,273,11.2,"Female"
"1586","Salem",2011,18542,7125,38.4,6171,33.3,463,2.5,2036,11,2747,14.8,"Female"
"1587","Salisbury",2011,3738,1033,27.6,1674,44.8,40,1.1,420,11.2,571,15.3,"Female"
"1588","Saugus",2011,11790,2897,24.6,5822,49.4,207,1.8,1445,12.3,1419,12,"Female"
"1589","Swampscott",2011,6458,1626,25.2,3268,50.6,93,1.4,735,11.4,736,11.4,"Female"
"1590","Topsfield",2011,2371,349,14.7,1671,70.5,17,0.7,243,10.2,91,3.8,"Female"
"1591","Wenham",2011,2268,1098,48.4,856,37.7,16,0.7,145,6.4,153,6.7,"Female"
"1592","West Newbury",2011,1672,384,23,981,58.7,55,3.3,94,5.6,158,9.4,"Female"
"1593","Ashfield",2011,847,248,29.3,391,46.2,16,1.9,69,8.1,123,14.5,"Female"
"1594","Bernardston",2011,930,173,18.6,477,51.3,7,0.8,151,16.2,122,13.1,"Female"
"1595","Buckland",2011,953,193,20.3,576,60.4,0,0,81,8.5,103,10.8,"Female"
"1596","Charlemont",2011,524,95,18.1,279,53.2,30,5.7,55,10.5,65,12.4,"Female"
"1597","Colrain",2011,633,132,20.9,379,59.9,16,2.5,61,9.6,45,7.1,"Female"
"1598","Conway",2011,776,198,25.5,440,56.7,20,2.6,29,3.7,89,11.5,"Female"
"1599","Deerfield",2011,2218,529,23.9,1124,50.7,14,0.6,288,13,263,11.9,"Female"
"1600","Erving",2011,712,176,24.7,328,46.1,22,3.1,85,11.9,101,14.2,"Female"
"1601","Gill",2011,619,91,14.7,394,63.7,15,2.4,54,8.7,65,10.5,"Female"
"1602","Greenfield",2011,7835,2568,32.8,2816,35.9,318,4.1,852,10.9,1281,16.3,"Female"
"1603","Hawley",2011,154,42,27.3,78,50.6,5,3.2,9,5.8,20,13,"Female"
"1604","Heath",2011,221,33,14.9,133,60.2,3,1.4,23,10.4,29,13.1,"Female"
"1605","Leverett",2011,755,181,24,416,55.1,22,2.9,21,2.8,115,15.2,"Female"
"1606","Leyden",2011,282,69,24.5,152,53.9,2,0.7,14,5,45,16,"Female"
"1607","Monroe",2011,58,17,29.3,18,31,0,0,20,34.5,3,5.2,"Female"
"1608","Montague",2011,3753,1066,28.4,1560,41.6,110,2.9,322,8.6,695,18.5,"Female"
"1609","New Salem",2011,406,73,18,211,52,11,2.7,48,11.8,63,15.5,"Female"
"1610","Northfield",2011,1252,207,16.5,837,66.9,0,0,122,9.7,86,6.9,"Female"
"1611","Orange",2011,3219,729,22.6,1470,45.7,60,1.9,267,8.3,693,21.5,"Female"
"1612","Rowe",2011,185,43,23.2,91,49.2,0,0,22,11.9,29,15.7,"Female"
"1613","Shelburne",2011,958,231,24.1,496,51.8,9,0.9,74,7.7,148,15.4,"Female"
"1614","Shutesbury",2011,785,189,24.1,385,49,13,1.7,46,5.9,152,19.4,"Female"
"1615","Sunderland",2011,1687,811,48.1,610,36.2,13,0.8,115,6.8,138,8.2,"Female"
"1616","Warwick",2011,274,63,23,155,56.6,3,1.1,20,7.3,33,12,"Female"
"1617","Wendell",2011,480,178,37.1,224,46.7,0,0,4,0.8,74,15.4,"Female"
"1618","Whately",2011,621,134,21.6,347,55.9,0,0,63,10.1,77,12.4,"Female"
"1619","Agawam",2011,12579,3177,25.3,5889,46.8,238,1.9,1550,12.3,1725,13.7,"Female"
"1620","Blandford",2011,503,105,20.9,307,61,17,3.4,11,2.2,63,12.5,"Female"
"1621","Brimfield",2011,1506,275,18.3,810,53.8,21,1.4,180,12,220,14.6,"Female"
"1622","Chester",2011,577,149,25.8,295,51.1,5,0.9,67,11.6,61,10.6,"Female"
"1623","Chicopee",2011,23722,7027,29.6,10052,42.4,456,1.9,2915,12.3,3272,13.8,"Female"
"1624","East Longmeadow",2011,6505,1103,17,3692,56.8,175,2.7,986,15.2,549,8.4,"Female"
"1625","Granville",2011,612,104,17,349,57,4,0.7,60,9.8,95,15.5,"Female"
"1626","Hampden",2011,2148,351,16.3,1263,58.8,15,0.7,242,11.3,277,12.9,"Female"
"1627","Holland",2011,956,170,17.8,596,62.3,0,0,43,4.5,147,15.4,"Female"
"1628","Holyoke",2011,16944,7006,41.3,5383,31.8,782,4.6,1759,10.4,2014,11.9,"Female"
"1629","Longmeadow",2011,6726,1377,20.5,3941,58.6,89,1.3,739,11,580,8.6,"Female"
"1630","Ludlow",2011,8834,1980,22.4,4542,51.4,203,2.3,1001,11.3,1108,12.5,"Female"
"1631","Monson",2011,3550,962,27.1,1821,51.3,68,1.9,168,4.7,531,15,"Female"
"1632","Montgomery",2011,287,39,13.6,207,72.1,0,0,7,2.4,34,11.8,"Female"
"1633","Palmer",2011,5143,1229,23.9,2615,50.8,157,3.1,643,12.5,499,9.7,"Female"
"1634","Russell",2011,740,180,24.3,396,53.5,7,0.9,75,10.1,82,11.1,"Female"
"1635","Southwick",2011,3964,1004,25.3,2213,55.8,118,3,375,9.5,254,6.4,"Female"
"1636","Springfield",2011,64177,27485,42.8,19791,30.8,3144,4.9,5488,8.6,8269,12.9,"Female"
"1637","Tolland",2011,152,15,9.9,118,77.6,0,0,11,7.2,8,5.3,"Female"
"1638","Wales",2011,745,129,17.3,442,59.3,3,0.4,49,6.6,122,16.4,"Female"
"1639","Westfield",2011,18168,6238,34.3,7645,42.1,405,2.2,2015,11.1,1865,10.3,"Female"
"1640","West Springfield",2011,12016,3472,28.9,5247,43.7,372,3.1,1344,11.2,1581,13.2,"Female"
"1641","Wilbraham",2011,6180,1212,19.6,3522,57,13,0.2,753,12.2,680,11,"Female"
"1642","Amherst",2011,18390,13100,71.2,3833,20.8,105,0.6,523,2.8,829,4.5,"Female"
"1643","Belchertown",2011,5972,1360,22.8,3474,58.2,40,0.7,593,9.9,505,8.5,"Female"
"1644","Chesterfield",2011,446,74,16.6,253,56.7,6,1.3,29,6.5,84,18.8,"Female"
"1645","Cummington",2011,449,133,29.6,217,48.3,3,0.7,29,6.5,67,14.9,"Female"
"1646","Easthampton",2011,7075,1860,26.3,3312,46.8,132,1.9,858,12.1,913,12.9,"Female"
"1647","Goshen",2011,500,96,19.2,276,55.2,7,1.4,28,5.6,93,18.6,"Female"
"1648","Granby",2011,2824,562,19.9,1487,52.7,35,1.2,386,13.7,354,12.5,"Female"
"1649","Hadley",2011,2215,464,20.9,1191,53.8,7,0.3,326,14.7,227,10.2,"Female"
"1650","Hatfield",2011,1464,252,17.2,746,51,92,6.3,208,14.2,166,11.3,"Female"
"1651","Huntington",2011,913,175,19.2,521,57.1,7,0.8,100,11,110,12,"Female"
"1652","Middlefield",2011,182,24,13.2,127,69.8,0,0,14,7.7,17,9.3,"Female"
"1653","Northampton",2011,14391,7098,49.3,4134,28.7,301,2.1,1104,7.7,1754,12.2,"Female"
"1654","Pelham",2011,603,155,25.7,328,54.4,5,0.8,47,7.8,68,11.3,"Female"
"1655","Plainfield",2011,260,46,17.7,148,56.9,0,0,46,17.7,20,7.7,"Female"
"1656","Southampton",2011,2278,329,14.4,1518,66.6,69,3,195,8.6,167,7.3,"Female"
"1657","South Hadley",2011,8733,3541,40.5,3335,38.2,108,1.2,832,9.5,917,10.5,"Female"
"1658","Ware",2011,4268,1009,23.6,1985,46.5,84,2,622,14.6,568,13.3,"Female"
"1659","Westhampton",2011,714,141,19.7,428,59.9,9,1.3,30,4.2,106,14.8,"Female"
"1660","Williamsburg",2011,1118,275,24.6,615,55,25,2.2,80,7.2,123,11,"Female"
"1661","Worthington",2011,510,56,11,317,62.2,9,1.8,54,10.6,74,14.5,"Female"
"1662","Acton",2011,8384,1774,21.2,5229,62.4,120,1.4,545,6.5,716,8.5,"Female"
"1663","Arlington",2011,18533,5920,31.9,8898,48,165,0.9,1525,8.2,2025,10.9,"Female"
"1664","Ashby",2011,1261,265,21,714,56.6,0,0,104,8.2,178,14.1,"Female"
"1665","Ashland",2011,6648,1271,19.1,3870,58.2,75,1.1,645,9.7,787,11.8,"Female"
"1666","Ayer",2011,3143,802,25.5,1456,46.3,101,3.2,449,14.3,335,10.7,"Female"
"1667","Bedford",2011,5528,1004,18.2,3172,57.4,38,0.7,569,10.3,745,13.5,"Female"
"1668","Belmont",2011,10769,2885,26.8,5949,55.2,122,1.1,942,8.7,871,8.1,"Female"
"1669","Billerica",2011,16328,4135,25.3,9449,57.9,205,1.3,1113,6.8,1426,8.7,"Female"
"1670","Boxborough",2011,2055,487,23.7,1179,57.4,31,1.5,122,5.9,236,11.5,"Female"
"1671","Burlington",2011,10238,2323,22.7,5835,57,216,2.1,1117,10.9,747,7.3,"Female"
"1672","Cambridge",2011,47800,23952,50.1,15558,32.5,1113,2.3,2675,5.6,4502,9.4,"Female"
"1673","Carlisle",2011,1800,307,17.1,1339,74.4,21,1.2,52,2.9,81,4.5,"Female"
