"","Region","Year","Number_of_Months_Reported","Single_Family_Buildings","Single_Family_Units","Single_Family_Valuation","I2_Family_Buildings","I2_Family_Units","I2_Family_Valuation","I3-4_Family_Buildings","I3-4_Family_Units","I3-4_Family_Valuation","I5_Family_Buildings","I5_Family_Units","I5_Family_Valuation","Total_Buildings","Total_Units","Total_Valuation","Average_Valuation_PerUnits","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Permits_Per_1000_Population"
"5827","Westfield",2012,11,18,18,3937927,1,2,307500,0,0,0,1,5,150000,18,19,4021694,211668.105263158,-75.9493670886076,-0.0952380952380952,-9.52380952380952,94.7368421052632,10.5263157894737,0,26.3157894736842,4116527.63351394,321446.346594423,0,156803.095899719,4204093.79974215,221268.094723271,0.436638851154667
"5828","Westfield",2013,5,25,25,5513842,2,4,687500,0,0,0,0,0,0,13,14,3049786,217841.857142857,-82.2784810126582,-0.263157894736842,-26.3157894736842,178.571428571429,28.5714285714286,0,0,5680707.92847607,708305.878338062,0,0,3142081.96577909,224434.426127078,0.313343617431546
"5829","Westfield",2014,0,22,22,4846839,2,4,651250,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,Inf,NA,NA,4913808.1570737,660248.372659841,0,0,0,NA,0
"5830","Westfield",2015,0,20,20,4406217,1,2,325625,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,Inf,NA,NA,4461801.9952957,329732.801339144,0,0,0,NA,0
"5831","Westfield",2016,0,21,21,4626528,1,2,325625,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,Inf,NA,NA,4626528,325625,0,0,0,NA,0
"5832","Westford",2000,12,93,93,11808104,0,0,0,0,0,0,0,0,0,93,93,11808104,126968.860215054,0,NA,NA,100,0,0,0,16457767.8091057,0,0,0,16457767.8091057,176965.245259201,4.46793177996637
"5833","Westford",2001,12,89,89,12388206,0,0,0,0,0,0,0,0,0,89,89,12388206,139193.325842697,-4.3,-0.043010752688172,-4.3,100,0,0,0,16788572.317572,0,0,0,16788572.317572,188635.644017663,4.24699370108799
"5834","Westford",2002,12,68,68,9896653,2,4,307862,2,7,520705,0,0,0,72,79,10725220,135762.278481013,-15.05,-0.112359550561798,-11.24,86.08,5.06,8.86,0,13203257.3461423,410722.818421345,694679.516036687,0,14308659.6806003,181122.274437979,3.43691822998711
"5835","Westford",2003,12,119,119,18096229,0,0,0,0,0,0,0,0,0,119,119,18096229,152069.151260504,27.96,0.506329113924051,50.63,100,0,0,0,23604465.4000163,0,0,0,23604465.4000163,198356.852100977,5.67910661448888
"5836","Westford",2004,12,69,69,9097749,0,0,0,0,0,0,0,0,0,69,69,9097749,131851.434782609,-25.81,-0.420168067226891,-42.02,100,0,0,0,11559150.0489307,0,0,0,11559150.0489307,167523.913752619,3.29434232513726
"5837","Westford",2005,12,60,60,8683690,0,0,0,0,0,0,0,0,0,60,60,8683690,144728.166666667,-35.48,-0.130434782608696,-13.04,100,0,0,0,10671512.4722478,0,0,0,10671512.4722478,177858.541204131,2.86519268420801
"5838","Westford",2006,12,105,105,9280640,0,0,0,0,0,0,0,0,0,105,105,9280640,88387.0476190476,12.9,0.75,75,100,0,0,0,11048703.1968254,0,0,0,11048703.1968254,105225.74473167,4.99643112062812
"5839","Westford",2007,12,99,99,15339011,0,0,0,1,4,357444,1,37,3182625,101,140,18879080,134850.571428571,50.54,0.333333333333333,33.33,70.71,0,2.86,26.43,17755544.0435464,0,413756.316173279,3684020.98163903,21853321.3413587,156095.152438276,4.76842453141967
"5840","Westford",2008,12,50,50,9875777,0,0,0,0,0,0,0,0,0,50,50,9875777,197515.54,-46.24,-0.642857142857143,-64.29,100,0,0,0,11008929.789362,0,0,0,11008929.789362,220178.595787239,2.33078500839083
"5841","Westford",2009,12,55,55,12356437,0,0,0,0,0,0,0,0,0,55,55,12356437,224662.490909091,-40.86,0.1,10,100,0,0,0,13823402.8398784,0,0,0,13823402.8398784,251334.597088699,2.5261804152122
"5842","Westford",2010,12,80,80,17114886,0,0,0,1,4,438847,1,6,700278,82,90,18254011,202822.344444444,-3.23,0.636363636363636,63.64,88.89,0,4.44,6.67,18837786.826329,0,483024.323701251,770772.74620281,20091583.8962331,223239.821069256,6.29510210348534
"5843","Westford",2011,12,81,81,16514490,0,0,0,0,0,0,0,0,0,81,81,16514490,203882.592592593,-12.9,-0.1,-10,100,0,0,0,17620746.9644215,0,0,0,17620746.9644215,217540.085980512,6.15829088420893
"5844","Westford",2012,12,103,103,24080578,0,0,0,0,0,0,0,0,0,103,103,24080578,233792.019417476,10.752688172043,0.271604938271605,27.1604938271605,100,0,0,0,25172727.8763644,0,0,0,25172727.8763644,244395.416275382,7.74552564295383
"5845","Westford",2013,12,108,108,25306687,0,0,0,0,0,0,0,0,0,108,108,25306687,234321.175925926,16.1290322580645,0.0485436893203883,4.85436893203883,100,0,0,0,26072545.6921621,0,0,0,26072545.6921621,241412.460112612,8.02079465280356
"5846","Westford",2014,12,25,25,5768610,0,0,0,0,0,0,0,0,0,25,25,5768610,230744.4,-73.1182795698925,-0.768518518518518,-76.8518518518518,100,0,0,0,5848315.33974554,0,0,0,5848315.33974554,233932.613589822,1.84883892915249
"5847","Westford",2015,12,45,45,11901551,0,0,0,0,0,0,0,0,0,45,45,11901551,264478.911111111,-51.6129032258064,0.8,80,100,0,0,0,12051690.599649,0,0,0,12051690.599649,267815.346658866,3.29815303430079
"5848","Westford",2016,12,30,30,8052799,0,0,0,0,0,0,0,0,0,30,30,8052799,268426.633333333,-67.741935483871,-0.333333333333333,-33.3333333333333,100,0,0,0,8052799,0,0,0,8052799,268426.633333333,2.16966804078976
"5849","Westhampton",2000,12,11,11,1611000,0,0,0,0,0,0,0,0,0,11,11,1611000,146454.545454545,0,NA,NA,100,0,0,0,2245361.65505226,0,0,0,2245361.65505226,204123.786822933,7.52393980848153
"5850","Westhampton",2001,12,9,9,1518000,0,0,0,0,0,0,0,0,0,9,9,1518000,168666.666666667,-18.18,-0.181818181818182,-18.18,100,0,0,0,2057202.85714286,0,0,0,2057202.85714286,228578.095238096,6.10997963340122
"5851","Westhampton",2002,12,12,12,2124000,0,0,0,0,0,0,0,0,0,12,12,2124000,177000,9.09,0.333333333333333,33.33,100,0,0,0,2833656.85380767,0,0,0,2833656.85380767,236138.071150639,8.02675585284281
"5852","Westhampton",2003,12,17,17,2919000,0,0,0,0,0,0,0,0,0,17,17,2919000,171705.882352941,54.55,0.416666666666667,41.67,100,0,0,0,3807502.35326087,0,0,0,3807502.35326087,223970.726662404,11.206328279499
"5853","Westhampton",2004,12,11,11,1631000,0,0,0,0,0,0,0,0,0,11,11,1631000,148272.727272727,0,-0.352941176470588,-35.29,100,0,0,0,2072267.95659079,0,0,0,2072267.95659079,188387.996053708,7.19895287958115
"5854","Westhampton",2005,12,13,13,2694286,0,0,0,0,0,0,0,0,0,13,13,2694286,207252.769230769,18.18,0.181818181818182,18.18,100,0,0,0,3311047.10702509,0,0,0,3311047.10702509,254695.931309622,8.44704353476283
"5855","Westhampton",2006,12,7,7,1305000,0,0,0,0,0,0,0,0,0,7,7,1305000,186428.571428571,-36.36,-0.461538461538462,-46.15,100,0,0,0,1553616.74107143,0,0,0,1553616.74107143,221945.248724489,4.5045045045045
"5856","Westhampton",2007,12,6,6,1376500,0,0,0,0,0,0,0,0,0,6,6,1376500,229416.666666667,-45.45,-0.142857142857143,-14.29,100,0,0,0,1593356.07595181,0,0,0,1593356.07595181,265559.345991969,3.8265306122449
"5857","Westhampton",2008,12,5,5,1282000,0,0,0,0,0,0,0,0,0,5,5,1282000,256400,-54.55,-0.166666666666667,-16.67,100,0,0,0,1429097.47657952,0,0,0,1429097.47657952,285819.495315904,3.15656565656566
"5858","Westhampton",2009,12,1,1,1e+05,0,0,0,0,0,0,0,0,0,1,1,1e+05,1e+05,-90.91,-0.8,-80,100,0,0,0,111872.078009854,0,0,0,111872.078009854,111872.078009854,0.626174076393237
"5859","Westhampton",2010,12,1,1,1e+05,0,0,0,0,0,0,0,0,0,1,1,1e+05,1e+05,-90.91,0,0,100,0,0,0,110066.680118869,0,0,0,110066.680118869,110066.680118869,0.10128633647321
"5860","Westhampton",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"5861","Westhampton",2012,12,2,2,650000,0,0,0,0,0,0,0,0,0,2,2,650000,325000,-81.8181818181818,Inf,NA,100,0,0,0,679480.082232114,0,0,0,679480.082232114,339740.041116057,0.201755270856451
"5862","Westhampton",2013,12,3,3,2485000,4,8,1056074,0,0,0,0,0,0,7,11,3541074,321915.818181818,0,4.5,450,27.2727272727273,72.7272727272727,0,0,2560203.79297467,1088034.06859635,0,0,3648237.86157102,331657.987415547,0.706713780918728
"5863","Westhampton",2014,12,2,2,409000,0,0,0,0,0,0,0,0,0,2,2,409000,204500,-81.8181818181818,-0.818181818181818,-81.8181818181818,100,0,0,0,414651.185286564,0,0,0,414651.185286564,207325.592643282,0.202347227842979
"5864","Westhampton",2015,12,2,2,658473,0,0,0,0,0,0,0,0,0,2,2,658473,329236.5,-81.8181818181818,0,0,100,0,0,0,666779.721754136,0,0,0,666779.721754136,333389.860877068,0.202552157180474
"5865","Westhampton",2016,12,4,4,715056,0,0,0,0,0,0,0,0,0,4,4,715056,178764,-63.6363636363636,1,100,100,0,0,0,715056,0,0,0,715056,178764,0.403958796202787
"5866","Westminster",2000,12,34,34,6991890,1,2,251500,0,0,0,0,0,0,35,36,7243390,201205.277777778,0,NA,NA,94.44,5.56,0,0,9745078.64825784,350532.871660859,0,0,10095611.5199187,280433.653331075,5.06439010273477
"5867","Westminster",2001,12,35,35,8081500,0,0,0,0,0,0,0,0,0,35,35,8081500,230900,-2.78,-0.0277777777777778,-2.78,100,0,0,0,10952098.083004,0,0,0,10952098.083004,312917.088085827,5.00500500500501
"5868","Westminster",2002,12,48,48,9827040,0,0,0,0,0,0,0,0,0,48,48,9827040,204730,33.33,0.371428571428571,37.14,100,0,0,0,13110385.7102835,0,0,0,13110385.7102835,273133.035630906,6.80368532955351
"5869","Westminster",2003,12,31,31,7523467,3,6,1032000,0,0,0,0,0,0,34,37,8555467,231228.837837838,2.78,-0.229166666666667,-22.92,83.78,16.22,0,0,9813504.04494022,1346126.2173913,0,0,11159630.2623315,301611.628711663,4.78805801999718
"5870","Westminster",2004,12,41,41,10691080,3,6,1013250,0,0,0,0,0,0,44,47,11704330,249028.29787234,30.56,0.27027027027027,27.03,87.23,12.77,0,0,13583557.6366331,1287385.35071466,0,0,14870942.9873478,316403.042283995,6.17717253966026
"5871","Westminster",2005,12,41,41,10691080,3,6,1013250,0,0,0,0,0,0,44,47,11704330,249028.29787234,30.56,0,0,87.23,12.77,0,0,13138423.1313876,1245197.60752688,0,0,14383620.7389145,306034.483806691,6.15470695202126
"5872","Westminster",2006,12,21,21,5341500,2,4,746250,0,0,0,0,0,0,23,25,6087750,243510,-30.56,-0.468085106382979,-46.81,84,16,0,0,6359114.04017857,888418.768601191,0,0,7247532.80877976,289901.31235119,3.2051282051282
"5873","Westminster",2007,12,20,20,6742250,0,0,0,0,0,0,0,0,0,20,20,6742250,337112.5,-44.44,-0.2,-20,100,0,0,0,7804435.16388382,0,0,0,7804435.16388382,390221.758194191,2.77854959711031
"5874","Westminster",2008,12,10,10,3667250,0,0,0,0,0,0,0,0,0,10,10,3667250,366725,-72.22,-0.5,-50,100,0,0,0,4088032.54367101,0,0,0,4088032.54367101,408803.254367101,1.38561729250381
"5875","Westminster",2009,12,10,10,3325250,0,0,0,0,0,0,0,0,0,10,10,3325250,332525,-72.22,0,0,100,0,0,0,3720026.27402266,0,0,0,3720026.27402266,372002.627402266,1.37950062077528
"5876","Westminster",2010,12,9,9,2419500,0,0,0,0,0,0,0,0,0,9,9,2419500,268833.333333333,-75,-0.1,-10,100,0,0,0,2663063.32547602,0,0,0,2663063.32547602,295895.925052891,2.42980561555076
"5877","Westminster",2011,12,10,10,2506082,1,2,385112,0,0,0,0,0,0,11,12,2891194,240932.833333333,-66.67,0.333333333333333,33.33,83.33,16.67,0,0,2673957.03979301,410909.516731203,0,0,3084866.55652421,257072.213043684,2.96096904441454
"5878","Westminster",2012,12,22,22,5009280,0,0,0,0,0,0,0,0,0,22,22,5009280,227694.545454545,-38.8888888888889,0.833333333333333,83.3333333333333,100,0,0,0,5236470.74819028,0,0,0,5236470.74819028,238021.397645013,5.88078053996258
"5879","Westminster",2013,12,19,19,6254944,1,2,114460,0,0,0,0,0,0,20,21,6369404,303304.952380952,-41.6666666666667,-0.0454545454545455,-4.54545454545455,90.4761904761905,9.52380952380952,0,0,6444237.9692733,117923.913941199,0,0,6562161.8832145,312483.89920069,5.32907007727152
"5880","Westminster",2014,12,40,40,9461868,1,2,418960,0,0,0,0,0,0,41,42,9880828,235257.80952381,16.6666666666667,1,100,95.2380952380952,4.76190476190476,0,0,9592603.37707826,424748.803392809,0,0,10017352.1804711,238508.385249311,10.8897742363878
"5881","Westminster",2015,12,33,33,7860843,2,4,815100,0,0,0,0,0,0,35,37,8675943,234484.945945946,2.77777777777778,-0.119047619047619,-11.9047619047619,89.1891891891892,10.8108108108108,0,0,7960008.54749237,825382.591544067,0,0,8785391.13903644,237443.003757742,9.28874734607219
"5882","Westminster",2016,0,36,36,8575465,3,6,1222650,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,Inf,NA,NA,8575465,1222650,0,0,0,NA,0
"5883","Weston",2000,12,37,37,25067522,0,0,0,0,0,0,0,0,0,37,37,25067522,677500.594594595,0,NA,NA,100,0,0,0,34938331.8969454,0,0,0,34938331.8969454,944279.240457985,3.21375836011465
"5884","Weston",2001,12,43,43,30531975,0,0,0,0,0,0,0,0,0,43,43,30531975,710045.930232558,16.22,0.162162162162162,16.22,100,0,0,0,41377118.7116036,0,0,0,41377118.7116036,962258.574688456,3.73685582688798
"5885","Weston",2002,12,26,26,18849072,0,0,0,0,0,0,0,0,0,26,26,18849072,724964.307692308,-29.73,-0.395348837209302,-39.53,100,0,0,0,25146799.4636131,0,0,0,25146799.4636131,967184.594754351,2.27650818667367
"5886","Weston",2003,12,27,27,22508125,0,0,0,0,0,0,0,0,0,27,27,22508125,833634.259259259,-27.03,0.0384615384615385,3.85,100,0,0,0,29359280.2004076,0,0,0,29359280.2004076,1087380.74816324,2.38305383936452
"5887","Weston",2004,12,37,37,29907395,0,0,0,0,0,0,0,0,0,37,37,29907395,808307.972972973,0,0.37037037037037,37.04,100,0,0,0,37998857.3412652,0,0,0,37998857.3412652,1026996.14435852,3.29181494661922
"5888","Weston",2005,12,51,51,42683808,0,0,0,0,0,0,0,0,0,51,51,42683808,836937.411764706,37.84,0.378378378378378,37.84,100,0,0,0,52454750.1620891,0,0,0,52454750.1620891,1028524.51298214,4.57194083370686
"5889","Weston",2006,12,24,24,17946700,0,0,0,0,0,0,0,0,0,24,24,17946700,747779.166666667,-35.14,-0.529411764705882,-52.94,100,0,0,0,21365742.1969246,0,0,0,21365742.1969246,890239.258205192,2.15846748808346
"5890","Weston",2007,12,39,39,29212748,0,0,0,0,0,0,0,0,0,39,39,29212748,749044.820512821,5.41,0.625,62.5,100,0,0,0,33814972.409044,0,0,0,33814972.409044,867050.574590872,3.5097192224622
"5891","Weston",2008,12,33,33,27521465,0,0,0,0,0,0,0,0,0,33,33,27521465,833983.787878788,-10.81,-0.153846153846154,-15.38,100,0,0,0,30679294.9947516,0,0,0,30679294.9947516,929675.605901563,2.95645941587529
"5892","Weston",2009,12,35,35,17444175,0,0,0,0,0,0,0,0,0,35,35,17444175,498405,-5.41,0.0606060606060606,6.06,100,0,0,0,19515161.0641754,0,0,0,19515161.0641754,557576.030405012,3.11360199270528
"5893","Weston",2010,12,26,26,27237501,0,0,0,0,0,0,0,0,0,26,26,27237501,1047596.19230769,-29.73,-0.257142857142857,-25.71,100,0,0,0,29979413.0980436,0,0,0,29979413.0980436,1153054.34992475,1.17999455387129
"5894","Weston",2011,12,32,32,49030472,0,0,0,0,0,0,0,0,0,32,32,49030472,1532202.25,-13.51,0.230769230769231,23.08,100,0,0,0,52314878.6706796,0,0,0,52314878.6706796,1634839.95845874,1.42545324958795
"5895","Weston",2012,12,29,29,30416076,0,0,0,0,0,0,0,0,0,29,29,30416076,1048830.20689655,-21.6216216216216,-0.09375,-9.375,100,0,0,0,31795565.8794742,0,0,0,31795565.8794742,1096398.82343014,1.24822450824259
"5896","Weston",2013,12,25,25,31264552,0,0,0,0,0,0,0,0,0,25,25,31264552,1250582.08,-32.4324324324324,-0.137931034482759,-13.7931034482759,100,0,0,0,32210714.1312088,0,0,0,32210714.1312088,1288428.56524835,1.05632315037816
"5897","Weston",2014,12,31,31,35191823,0,0,0,0,0,0,0,0,0,31,31,35191823,1135220.09677419,-16.2162162162162,0.24,24,100,0,0,0,35678071.1964424,0,0,0,35678071.1964424,1150905.52246589,1.29102115608862
"5898","Weston",2015,12,25,25,31355695,0,0,0,0,0,0,0,0,0,25,25,31355695,1254227.8,-32.4324324324324,-0.193548387096774,-19.3548387096774,100,0,0,0,31751251.1333153,0,0,0,31751251.1333153,1270050.04533261,1.0360117690937
"5899","Weston",2016,12,19,19,25143474,0,0,0,0,0,0,0,0,0,19,19,25143474,1323340.73684211,-48.6486486486487,-0.24,-24,100,0,0,0,25143474,0,0,0,25143474,1323340.73684211,0.784087157477715
"5900","Westport",2000,12,73,73,12760249,0,0,0,0,0,0,0,0,0,73,73,12760249,174797.931506849,0,NA,NA,100,0,0,0,17784837.873072,0,0,0,17784837.873072,243627.916069479,5.12640449438202
"5901","Westport",2001,12,67,67,13599094,0,0,0,0,0,0,0,0,0,67,67,13599094,202971.552238806,-8.22,-0.0821917808219178,-8.22,100,0,0,0,18429575.1194692,0,0,0,18429575.1194692,275068.285365212,4.64503605102607
"5902","Westport",2002,11,38,38,7860641,0,0,0,0,0,0,0,0,0,38,38,7860641,206858.973684211,-47.95,-0.432835820895522,-43.28,100,0,0,0,10486986.461851,0,0,0,10486986.461851,275973.327943449,2.59545113038727
"5903","Westport",2003,12,49,49,11248449,0,0,0,0,0,0,1,36,1700000,50,85,12948449,152334.694117647,16.44,1.23684210526316,123.68,57.65,0,0,42.35,14672317.930125,0,0,2217455.97826087,16889773.9083859,198703.222451598,3.37495781302734
"5904","Westport",2004,12,111,111,25421448,15,30,3993600,0,0,0,2,84,5208000,128,225,34623048,153880.213333333,208.22,1.64705882352941,164.71,49.33,13.33,0,37.33,32299234.8869031,5074070.69984119,0,6617027.29486501,43990332.8816093,195512.59058493,8.58138911236256
"5905","Westport",2005,12,95,95,14272068,0,0,0,0,0,0,0,0,0,95,95,14272068,150232.294736842,30.14,-0.577777777777778,-57.78,100,0,0,0,17539151.1749923,0,0,0,17539151.1749923,184622.643947287,6.34009610250934
"5906","Westport",2006,2,67,67,10085562,0,0,0,0,0,0,0,0,0,67,67,10085562,150530.776119403,-8.22,-0.294736842105263,-29.47,100,0,0,0,12006971.6216964,0,0,0,12006971.6216964,179208.531667111,4.4494620799575
"5907","Westport",2007,0,53,53,7974250,0,0,0,0,0,0,0,0,0,53,53,7974250,150457.547169811,-27.4,-0.208955223880597,-20.9,100,0,0,0,9230526.4719642,0,0,0,9230526.4719642,174160.876829513,3.49419831223629
"5908","Westport",2008,0,34,34,5116216,0,0,0,0,0,0,0,0,0,34,34,5116216,150476.941176471,-53.42,-0.358490566037736,-35.85,100,0,0,0,5703253.802836,0,0,0,5703253.802836,167742.758906942,2.22280334728034
"5909","Westport",2009,0,27,27,4062802,0,0,0,0,0,0,0,0,0,27,27,4062802,150474.148148148,-63.01,-0.205882352941176,-20.59,100,0,0,0,4545141.0228259,0,0,0,4545141.0228259,168338.556400959,1.75017825889674
"5910","Westport",2010,0,28,28,4213290,0,0,0,0,0,0,0,0,0,28,28,4213290,150474.642857143,-61.64,0.037037037037037,3.7,100,0,0,0,4637428.42678028,0,0,0,4637428.42678028,165622.443813581,1.7631131540835
"5911","Westport",2011,0,22,22,3310437,0,0,0,0,0,0,0,0,0,22,22,3310437,150474.409090909,-69.86,-0.214285714285714,-21.43,100,0,0,0,3532193.4082529,0,0,0,3532193.4082529,160554.245829677,1.38026224982747
"5912","Westport",2012,0,24,24,3611388,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,3775178.79263395,0,0,0,0,NA,0
"5913","Westport",2013,0,29,29,4363763,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,4495823.97756238,0,0,0,0,NA,0
"5914","Westport",2014,0,26,26,3912339,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,3966396.09680403,0,0,0,0,NA,0
"5915","Westport",2015,0,27,27,4062813,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,4114065.90958033,0,0,0,0,NA,0
"5916","Westport",2016,0,25,25,3761865,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,3761865,0,0,0,0,NA,0
"5917","Westwood",2000,12,21,21,7507100,0,0,0,0,0,0,0,0,0,21,21,7507100,357480.952380952,0,NA,NA,100,0,0,0,10463162.3095238,0,0,0,10463162.3095238,498245.824263038,1.48577897268997
"5918","Westwood",2001,12,16,16,7539050,0,0,0,0,0,0,0,0,0,16,16,7539050,471190.625,-23.81,-0.238095238095238,-23.81,100,0,0,0,10216966.5350085,0,0,0,10216966.5350085,638560.408438029,1.12723686064534
"5919","Westwood",2002,12,12,12,6116000,0,0,0,0,0,0,0,0,0,12,12,6116000,509666.666666667,-42.86,-0.25,-25,100,0,0,0,8159437.5319622,0,0,0,8159437.5319622,679953.127663517,0.844416297234537
"5920","Westwood",2003,12,12,12,6581000,0,0,0,0,0,0,0,0,0,12,12,6581000,548416.666666667,-42.86,0,0,100,0,0,0,8584163.4076087,0,0,0,8584163.4076087,715346.950634058,0.845368087354702
"5921","Westwood",2004,11,12,12,4850000,0,0,0,0,0,0,0,0,0,12,12,4850000,404166.666666667,-42.86,0,0,100,0,0,0,6162170.19587083,0,0,0,6162170.19587083,513514.182989236,0.84554678692221
"5922","Westwood",2005,12,11,11,5955200,0,0,0,0,0,0,0,0,0,11,11,5955200,541381.818181818,-47.62,-0.0833333333333333,-8.33,100,0,0,0,7318431.57398873,0,0,0,7318431.57398873,665311.961271703,0.77645231876897
"5923","Westwood",2006,5,12,12,5268528,0,0,0,0,0,0,2,102,9979500,14,114,15248028,133754.631578947,442.86,9.36363636363636,936.36,10.53,0,0,89.47,6272240.07785714,0,0,11880703.6532738,18152943.731131,159236.348518692,0.985568461809222
"5924","Westwood",2007,0,9,9,4156072,0,0,0,0,0,0,9,79,7729220,18,88,11885292,135060.136363636,319.05,-0.228070175438596,-22.81,10.23,0,0,89.77,4810826.42447743,0,0,8946894.04240337,13757720.4668808,156337.732578191,1.26103404791929
"5925","Westwood",2008,12,13,13,10756633,0,0,0,0,0,0,0,0,0,13,13,10756633,827433.307692308,-38.1,-0.852272727272727,-85.23,100,0,0,0,11990855.7541279,0,0,0,11990855.7541279,922373.519548301,0.903091351163599
"5926","Westwood",2009,12,11,11,4509500,0,0,0,0,0,0,0,0,0,11,11,4509500,409954.545454545,-47.62,-0.153846153846154,-15.38,100,0,0,0,5044871.35785436,0,0,0,5044871.35785436,458624.66889585,0.757993384785006
"5927","Westwood",2010,12,12,12,8000675,1,2,260000,0,0,0,0,0,0,13,14,8260675,590048.214285714,-33.33,0.272727272727273,27.27,85.71,14.29,0,0,8806077.35960029,286173.368309058,0,0,9092250.72790935,649446.480564953,0.463144394171506
"5928","Westwood",2011,0,9,9,5486971,0,0,0,0,0,0,0,0,0,9,9,5486971,609663.444444444,-57.14,-0.357142857142857,-35.71,100,0,0,0,5854526.99975104,0,0,0,5854526.99975104,650502.999972338,0.314575323313527
"5929","Westwood",2012,0,12,12,7564654,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,7907741.1107346,0,0,0,0,NA,0
"5930","Westwood",2013,11,23,23,14649993,1,2,335000,0,0,0,0,0,0,22,22,14115193,641599.681818182,4.76190476190476,Inf,NA,104.545454545455,9.09090909090909,0,0,15093347.1411076,345138.137081092,0,0,14542362.4374928,661016.474431489,0.763411756541051
"5931","Westwood",2014,12,31,31,22796723,3,6,368000,0,0,0,1,350,57032264,35,387,80196987,207227.356589147,1742.85714285714,16.5909090909091,1659.09090909091,8.01033591731266,1.55038759689922,0,90.4392764857881,23111707.1212701,373084.685050013,0,57820283.2938294,81305075.1001495,210090.63333372,1.21624908781318
"5932","Westwood",2015,12,23,23,12837966,0,0,0,0,0,0,0,0,0,23,23,12837966,558172.434782609,9.52380952380952,-0.940568475452196,-94.0568475452196,100,0,0,0,12999918.5955522,0,0,0,12999918.5955522,565213.851980531,0.792474933673294
"5933","Westwood",2016,12,20,20,7925125,0,0,0,0,0,0,0,0,0,20,20,7925125,396256.25,-4.76190476190476,-0.130434782608696,-13.0434782608696,100,0,0,0,7925125,0,0,0,7925125,396256.25,0.684579839123738
"5934","Weymouth",2000,12,42,42,7891311,4,8,460000,0,0,0,1,8,627000,47,58,8978311,154798.465517241,0,NA,NA,72.41,13.79,0,13.79,10998663.6421429,641133.681765389,0,873893.083623693,12513690.4075319,215753.282888481,0.870450967682193
"5935","Weymouth",2001,12,41,41,7952752,2,4,366000,0,0,0,10,304,10921000,53,349,19239752,55128.229226361,501.72,5.01724137931035,501.72,11.75,1.15,0,87.11,10777618.0082665,496005.431959345,0,14800205.7989836,26073829.2392095,74710.112433265,0.981372440099248
"5936","Weymouth",2002,12,59,59,11209850,8,16,1903000,0,0,0,0,0,0,67,75,13112850,174838,29.31,-0.785100286532951,-78.51,78.67,21.33,0,0,14955211.0558644,2538817.79321845,0,0,17494028.8490828,233253.717987771,1.24396583735611
"5937","Weymouth",2003,12,58,58,11596192,2,4,358000,0,0,0,1,6,4e+05,61,68,12354192,181679.294117647,17.24,-0.0933333333333333,-9.33,85.29,5.88,0,8.82,15125908.9855652,466970.141304348,0,521754.347826087,16114633.4746957,236979.904039642,1.1382720656839
"5938","Weymouth",2004,12,70,70,11686100,0,0,0,0,0,0,1,10,391000,71,80,12077100,150963.75,37.93,0.176470588235294,17.65,87.5,0,0,12.5,14847780.8507147,0,0,496785.267337215,15344566.1180519,191807.076475649,1.33048497114159
"5939","Weymouth",2005,12,50,50,10652000,2,4,445000,3,11,1050000,2,23,2362000,57,88,14509000,164875,51.72,0.1,10,56.82,4.55,12.5,26.14,13090397.1530978,546866.94828469,1290360.21505376,2902696.0266257,17830320.343062,202617.276625704,1.07411385606874
"5940","Weymouth",2006,12,23,23,5197000,0,0,0,0,0,0,4,25,3481000,27,48,8678000,180791.666666667,-17.24,-0.454545454545455,-45.45,47.92,0,0,52.08,6187085.21329365,0,0,4144168.48710317,10331253.7003968,215234.452091601,0.509366687418643
"5941","Weymouth",2007,12,23,23,5729382,0,0,0,1,4,508500,3,36,4031000,27,63,10268882,162998.126984127,8.62,0.3125,31.25,36.51,0,6.35,57.14,6631998.27181179,0,588609.927077003,4666050.37570777,11886658.5745966,188677.120231691,0.508848306665913
