"Municipal","County","State","Region","Year","Unemployment_Rate_Avg","No_Unemployed_Avg","No_Employed_Avg","No_Labor_Avg","Unemployment_Rate_Change","Labor_Pct_Change"
"North Reading","Middlesex County","MA","North Reading",2002,4.5,358,7593,7951,-1.2,13.4
"North Reading","Middlesex County","MA","North Reading",2003,5,397,7499,7896,-0.7,12.6
"North Reading","Middlesex County","MA","North Reading",2004,4.3,337,7501,7838,-1.4,11.8
"North Reading","Middlesex County","MA","North Reading",2005,3.9,309,7563,7872,-1.8,12.3
"North Reading","Middlesex County","MA","North Reading",2006,4.2,292,6720,7012,-1.5,0
"North Reading","Middlesex County","MA","North Reading",2007,3.8,260,6630,6890,-1.9,-1.7
"North Reading","Middlesex County","MA","North Reading",2008,4.5,365,7758,8123,-1.2,15.9
"North Reading","Middlesex County","MA","North Reading",2009,7.3,587,7491,8078,1.6,15.2
"North Reading","Middlesex County","MA","North Reading",2010,7.1,596,7821,8417,1.4,20.1
"North Reading","Middlesex County","MA","North Reading",2011,5.9,502,7937,8439,0.2,20.4
"North Reading","Middlesex County","MA","North Reading",2012,5.5,467,8025,8492,-0.2,21.1
"Northampton","Hampshire County","MA","Northampton",1990,5,825,15580,16405,0,0
"Northampton","Hampshire County","MA","Northampton",1991,6.9,1113,15025,16138,1.9,-1.6
"Northampton","Hampshire County","MA","Northampton",1992,7.1,1142,14848,15990,2.1,-2.5
"Northampton","Hampshire County","MA","Northampton",1993,5.4,842,14834,15676,0.4,-4.4
"Northampton","Hampshire County","MA","Northampton",1994,4.7,739,14904,15643,-0.3,-4.6
"Northampton","Hampshire County","MA","Northampton",1995,3.9,602,14964,15566,-1.1,-5.1
"Northampton","Hampshire County","MA","Northampton",1996,3.3,523,15167,15690,-1.7,-4.4
"Northampton","Hampshire County","MA","Northampton",1997,2.7,423,15532,15955,-2.3,-2.7
"Northampton","Hampshire County","MA","Northampton",1998,2.6,407,15421,15828,-2.4,-3.5
"Northampton","Hampshire County","MA","Northampton",1999,2.3,372,15480,15852,-2.7,-3.4
"Northampton","Hampshire County","MA","Northampton",2000,2.1,353,16734,17087,-2.9,4.2
"Northampton","Hampshire County","MA","Northampton",2001,2.5,427,16663,17090,-2.5,4.2
"Northampton","Hampshire County","MA","Northampton",2002,3.2,557,16613,17170,-1.8,4.7
"Northampton","Hampshire County","MA","Northampton",2003,3.9,666,16442,17108,-1.1,4.3
"Northampton","Hampshire County","MA","Northampton",2004,3.8,650,16356,17006,-1.2,3.7
"Northampton","Hampshire County","MA","Northampton",2005,3.6,603,16322,16925,-1.4,3.2
"Northampton","Hampshire County","MA","Northampton",2006,3.7,625,16363,16988,-1.3,3.6
"Northampton","Hampshire County","MA","Northampton",2007,3.5,594,16305,16899,-1.5,3
"Northampton","Hampshire County","MA","Northampton",2008,4,668,16141,16809,-1,2.5
"Northampton","Hampshire County","MA","Northampton",2009,5.9,967,15486,16453,0.9,0.3
"Northampton","Hampshire County","MA","Northampton",2010,5.8,957,15537,16494,0.8,0.5
"Northampton","Hampshire County","MA","Northampton",2011,5.3,866,15346,16212,0.3,-1.2
"Northampton","Hampshire County","MA","Northampton",2012,5,814,15356,16170,0,-1.4
"Northborough","Worcester County","MA","Northborough",1990,4.7,323,6615,6938,0,0
"Northborough","Worcester County","MA","Northborough",1991,7.1,489,6432,6921,2.4,-0.2
"Northborough","Worcester County","MA","Northborough",1992,6.7,473,6542,7015,2,1.1
"Northborough","Worcester County","MA","Northborough",1993,5.7,410,6831,7241,1,4.4
"Northborough","Worcester County","MA","Northborough",1994,4.7,348,7064,7412,0,6.8
"Northborough","Worcester County","MA","Northborough",1995,4,287,6946,7233,-0.7,4.3
"Northborough","Worcester County","MA","Northborough",1996,3.1,226,7169,7395,-1.6,6.6
"Northborough","Worcester County","MA","Northborough",1997,2.9,224,7448,7672,-1.8,10.6
"Northborough","Worcester County","MA","Northborough",1998,2.3,179,7651,7830,-2.4,12.9
"Northborough","Worcester County","MA","Northborough",1999,2.6,208,7747,7955,-2.1,14.7
"Northborough","Worcester County","MA","Northborough",2000,2,161,7732,7893,-2.7,13.8
"Northborough","Worcester County","MA","Northborough",2001,3.1,249,7728,7977,-1.6,15
"Northborough","Worcester County","MA","Northborough",2002,4.9,394,7668,8062,0.2,16.2
"Northborough","Worcester County","MA","Northborough",2003,5,401,7618,8019,0.3,15.6
"Northborough","Worcester County","MA","Northborough",2004,4.3,340,7622,7962,-0.4,14.8
"Northborough","Worcester County","MA","Northborough",2005,3.6,290,7787,8077,-1.1,16.4
"Northborough","Worcester County","MA","Northborough",2006,3.5,283,7784,8067,-1.2,16.3
"Northborough","Worcester County","MA","Northborough",2007,3.6,291,7813,8104,-1.1,16.8
"Northborough","Worcester County","MA","Northborough",2008,4.1,330,7691,8021,-0.6,15.6
"Northborough","Worcester County","MA","Northborough",2009,7.1,575,7525,8100,2.4,16.7
"Northborough","Worcester County","MA","Northborough",2010,6.8,525,7189,7714,2.1,11.2
"Northborough","Worcester County","MA","Northborough",2011,6.2,479,7253,7732,1.5,11.4
"Northborough","Worcester County","MA","Northborough",2012,5.6,431,7250,7681,0.9,10.7
"Northbridge","Worcester County","MA","Northbridge",1990,7.2,496,6360,6856,0,0
"Northbridge","Worcester County","MA","Northbridge",1991,10.3,689,6018,6707,3.1,-2.2
"Northbridge","Worcester County","MA","Northbridge",1992,9.4,620,5954,6574,2.2,-4.1
"Northbridge","Worcester County","MA","Northbridge",1993,8.1,543,6122,6665,0.9,-2.8
"Northbridge","Worcester County","MA","Northbridge",1994,5.5,367,6266,6633,-1.7,-3.3
"Northbridge","Worcester County","MA","Northbridge",1995,5.2,355,6416,6771,-2,-1.2
"Northbridge","Worcester County","MA","Northbridge",1996,4.8,330,6568,6898,-2.4,0.6
"Northbridge","Worcester County","MA","Northbridge",1997,4.1,292,6788,7080,-3.1,3.3
"Northbridge","Worcester County","MA","Northbridge",1998,3.6,260,7022,7282,-3.6,6.2
"Northbridge","Worcester County","MA","Northbridge",1999,3.1,228,7041,7269,-4.1,6
"Northbridge","Worcester County","MA","Northbridge",2000,2.8,191,6669,6860,-4.4,0.1
"Northbridge","Worcester County","MA","Northbridge",2001,3.9,272,6679,6951,-3.3,1.4
"Northbridge","Worcester County","MA","Northbridge",2002,6.4,453,6680,7133,-0.8,4
"Northbridge","Worcester County","MA","Northbridge",2003,6.7,484,6710,7194,-0.5,4.9
"Northbridge","Worcester County","MA","Northbridge",2004,6,429,6772,7201,-1.2,5
"Northbridge","Worcester County","MA","Northbridge",2005,5.1,373,6913,7286,-2.1,6.3
"Northbridge","Worcester County","MA","Northbridge",2006,5,376,7088,7464,-2.2,8.9
"Northbridge","Worcester County","MA","Northbridge",2007,5.5,418,7126,7544,-1.7,10
"Northbridge","Worcester County","MA","Northbridge",2008,6.4,481,7009,7490,-0.8,9.2
"Northbridge","Worcester County","MA","Northbridge",2009,9.3,704,6828,7532,2.1,9.9
"Northbridge","Worcester County","MA","Northbridge",2010,9.1,731,7312,8043,1.9,17.3
"Northbridge","Worcester County","MA","Northbridge",2011,8.1,650,7377,8027,0.9,17.1
"Northbridge","Worcester County","MA","Northbridge",2012,7.8,626,7374,8000,0.6,16.7
"Northfield","Franklin County","MA","Northfield",1990,5.5,87,1497,1584,0,0
"Northfield","Franklin County","MA","Northfield",1991,5.8,95,1531,1626,0.3,2.7
"Northfield","Franklin County","MA","Northfield",1992,6.5,104,1501,1605,1,1.3
"Northfield","Franklin County","MA","Northfield",1993,3.9,62,1529,1591,-1.6,0.4
"Northfield","Franklin County","MA","Northfield",1994,3.4,57,1631,1688,-2.1,6.6
"Northfield","Franklin County","MA","Northfield",1995,3.3,52,1533,1585,-2.2,0.1
"Northfield","Franklin County","MA","Northfield",1996,3.4,54,1553,1607,-2.1,1.5
"Northfield","Franklin County","MA","Northfield",1997,2.9,48,1600,1648,-2.6,4
"Northfield","Franklin County","MA","Northfield",1998,2.7,46,1645,1691,-2.8,6.8
"Northfield","Franklin County","MA","Northfield",1999,2.1,36,1690,1726,-3.4,9
"Northfield","Franklin County","MA","Northfield",2000,2.1,36,1687,1723,-3.4,8.8
"Northfield","Franklin County","MA","Northfield",2001,2.5,43,1704,1747,-3,10.3
"Northfield","Franklin County","MA","Northfield",2002,3.3,59,1754,1813,-2.2,14.5
"Northfield","Franklin County","MA","Northfield",2003,4.2,78,1786,1864,-1.3,17.7
"Northfield","Franklin County","MA","Northfield",2004,3.7,69,1787,1856,-1.8,17.2
"Northfield","Franklin County","MA","Northfield",2005,3.7,69,1816,1885,-1.8,19
"Northfield","Franklin County","MA","Northfield",2006,3.5,68,1853,1921,-2,21.3
"Northfield","Franklin County","MA","Northfield",2007,3.4,59,1677,1736,-2.1,9.6
"Northfield","Franklin County","MA","Northfield",2008,4.3,75,1673,1748,-1.2,10.4
"Northfield","Franklin County","MA","Northfield",2009,6.5,113,1629,1742,1,10
"Northfield","Franklin County","MA","Northfield",2010,6.6,117,1659,1776,1.1,12.1
"Northfield","Franklin County","MA","Northfield",2011,5.2,92,1661,1753,-0.3,10.7
"Northfield","Franklin County","MA","Northfield",2012,4.4,76,1666,1742,-1.1,10
"Norton","Bristol County","MA","Norton",1990,7.1,588,7742,8330,0,0
"Norton","Bristol County","MA","Norton",1991,8.3,697,7741,8438,1.2,1.3
"Norton","Bristol County","MA","Norton",1992,8.1,699,7878,8577,1,3
"Norton","Bristol County","MA","Norton",1993,6.2,536,8068,8604,-0.9,3.3
"Norton","Bristol County","MA","Norton",1994,5.8,511,8356,8867,-1.3,6.4
"Norton","Bristol County","MA","Norton",1995,4.8,415,8276,8691,-2.3,4.3
"Norton","Bristol County","MA","Norton",1996,4.5,398,8512,8910,-2.6,7
"Norton","Bristol County","MA","Norton",1997,4,365,8814,9179,-3.1,10.2
"Norton","Bristol County","MA","Norton",1998,3,278,9024,9302,-4.1,11.7
"Norton","Bristol County","MA","Norton",1999,3,289,9225,9514,-4.1,14.2
"Norton","Bristol County","MA","Norton",2000,2.5,244,9412,9656,-4.6,15.9
"Norton","Bristol County","MA","Norton",2001,3.4,336,9468,9804,-3.7,17.7
"Norton","Bristol County","MA","Norton",2002,5,501,9516,10017,-2.1,20.3
"Norton","Bristol County","MA","Norton",2003,5.3,541,9665,10206,-1.8,22.5
"Norton","Bristol County","MA","Norton",2004,5.1,516,9679,10195,-2,22.4
"Norton","Bristol County","MA","Norton",2005,5,521,9858,10379,-2.1,24.6
"Norton","Bristol County","MA","Norton",2006,5,529,10018,10547,-2.1,26.6
"Norton","Bristol County","MA","Norton",2007,4.8,504,10095,10599,-2.3,27.2
"Norton","Bristol County","MA","Norton",2008,5.7,604,10062,10666,-1.4,28
"Norton","Bristol County","MA","Norton",2009,8.6,915,9742,10657,1.5,27.9
"Norton","Bristol County","MA","Norton",2010,8.9,938,9562,10500,1.8,26.1
"Norton","Bristol County","MA","Norton",2011,7.3,763,9660,10423,0.2,25.1
"Norton","Bristol County","MA","Norton",2012,7,725,9631,10356,-0.1,24.3
"Norwell","Plymouth County","MA","Norwell",1990,5,260,4918,5178,0,0
"Norwell","Plymouth County","MA","Norwell",1991,6.3,323,4782,5105,1.3,-1.4
"Norwell","Plymouth County","MA","Norwell",1992,6.7,347,4835,5182,1.7,0.1
"Norwell","Plymouth County","MA","Norwell",1993,4.6,236,4905,5141,-0.4,-0.7
"Norwell","Plymouth County","MA","Norwell",1994,3.7,191,4978,5169,-1.3,-0.2
"Norwell","Plymouth County","MA","Norwell",1995,3.8,197,5010,5207,-1.2,0.6
"Norwell","Plymouth County","MA","Norwell",1996,3.2,168,5141,5309,-1.8,2.5
"Norwell","Plymouth County","MA","Norwell",1997,2.5,135,5326,5461,-2.5,5.5
"Norwell","Plymouth County","MA","Norwell",1998,2.1,119,5493,5612,-2.9,8.4
"Norwell","Plymouth County","MA","Norwell",1999,1.9,111,5606,5717,-3.1,10.4
"Norwell","Plymouth County","MA","Norwell",2000,1.8,95,5054,5149,-3.2,-0.6
"Norwell","Plymouth County","MA","Norwell",2001,2.7,141,5129,5270,-2.3,1.8
"Norwell","Plymouth County","MA","Norwell",2002,3.7,197,5107,5304,-1.3,2.4
"Norwell","Plymouth County","MA","Norwell",2003,4.2,223,5102,5325,-0.8,2.8
"Norwell","Plymouth County","MA","Norwell",2004,3.7,196,5150,5346,-1.3,3.2
"Norwell","Plymouth County","MA","Norwell",2005,3.7,201,5208,5409,-1.3,4.5
"Norwell","Plymouth County","MA","Norwell",2006,3.7,197,5080,5277,-1.3,1.9
"Norwell","Plymouth County","MA","Norwell",2007,3.7,194,5111,5305,-1.3,2.5
"Norwell","Plymouth County","MA","Norwell",2008,4.3,232,5106,5338,-0.7,3.1
"Norwell","Plymouth County","MA","Norwell",2009,6.7,356,4941,5297,1.7,2.3
"Norwell","Plymouth County","MA","Norwell",2010,6,324,5097,5421,1,4.7
"Norwell","Plymouth County","MA","Norwell",2011,5.8,316,5146,5462,0.8,5.5
"Norwell","Plymouth County","MA","Norwell",2012,4.4,242,5202,5444,-0.6,5.1
"Norwood","Norfolk County","MA","Norwood",1990,5.9,971,15464,16435,0,0
"Norwood","Norfolk County","MA","Norwood",1991,7.8,1283,15104,16387,1.9,-0.3
"Norwood","Norfolk County","MA","Norwood",1992,8,1294,14888,16182,2.1,-1.5
"Norwood","Norfolk County","MA","Norwood",1993,6.3,1002,14971,15973,0.4,-2.8
"Norwood","Norfolk County","MA","Norwood",1994,5.4,869,15152,16021,-0.5,-2.5
"Norwood","Norfolk County","MA","Norwood",1995,4.8,784,15448,16232,-1.1,-1.2
"Norwood","Norfolk County","MA","Norwood",1996,3.5,565,15708,16273,-2.4,-1
"Norwood","Norfolk County","MA","Norwood",1997,3.3,548,16046,16594,-2.6,1
"Norwood","Norfolk County","MA","Norwood",1998,2.6,431,16221,16652,-3.3,1.3
"Norwood","Norfolk County","MA","Norwood",1999,2.6,431,16290,16721,-3.3,1.7
"Norwood","Norfolk County","MA","Norwood",2000,2.3,372,15583,15955,-3.6,-2.9
"Norwood","Norfolk County","MA","Norwood",2001,3,481,15520,16001,-2.9,-2.6
"Norwood","Norfolk County","MA","Norwood",2002,4.7,759,15334,16093,-1.2,-2.1
"Norwood","Norfolk County","MA","Norwood",2003,5,790,15067,15857,-0.9,-3.5
"Norwood","Norfolk County","MA","Norwood",2004,4.6,720,14989,15709,-1.3,-4.4
"Norwood","Norfolk County","MA","Norwood",2005,4.2,655,15105,15760,-1.7,-4.1
"Norwood","Norfolk County","MA","Norwood",2006,4.1,627,14840,15467,-1.8,-5.9
"Norwood","Norfolk County","MA","Norwood",2007,3.9,609,14956,15565,-2,-5.3
"Norwood","Norfolk County","MA","Norwood",2008,4.8,746,14927,15673,-1.1,-4.6
"Norwood","Norfolk County","MA","Norwood",2009,7.3,1126,14396,15522,1.4,-5.6
"Norwood","Norfolk County","MA","Norwood",2010,7.2,1135,14695,15830,1.3,-3.7
"Norwood","Norfolk County","MA","Norwood",2011,6.2,978,14861,15839,0.3,-3.6
"Norwood","Norfolk County","MA","Norwood",2012,5.6,893,15024,15917,-0.3,-3.2
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1990,4.7,83,1674,1757,0,0
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1991,6.1,111,1695,1806,1.4,2.8
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1992,6.8,121,1646,1767,2.1,0.6
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1993,7.1,129,1680,1809,2.4,3
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1994,5.5,105,1821,1926,0.8,9.6
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1995,5.1,102,1886,1988,0.4,13.1
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1996,4.5,93,1965,2058,-0.2,17.1
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1997,4.7,100,2014,2114,0,20.3
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1998,3.5,74,2041,2115,-1.2,20.4
"Oak Bluffs","Dukes County","MA","Oak Bluffs",1999,3.1,66,2070,2136,-1.6,21.6
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2000,2.5,60,2336,2396,-2.2,36.4
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2001,2.5,61,2347,2408,-2.2,37.1
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2002,3.2,81,2430,2511,-1.5,42.9
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2003,4.3,113,2507,2620,-0.4,49.1
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2004,4.2,109,2512,2621,-0.5,49.2
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2005,3.7,95,2464,2559,-1,45.6
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2006,3.9,100,2481,2581,-0.8,46.9
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2007,3.5,90,2493,2583,-1.2,47
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2008,4.2,108,2490,2598,-0.5,47.9
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2009,6.8,184,2535,2719,2.1,54.8
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2010,6.9,210,2814,3024,2.2,72.1
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2011,7.2,221,2835,3056,2.5,73.9
"Oak Bluffs","Dukes County","MA","Oak Bluffs",2012,6.7,205,2863,3068,2,74.6
"Oakham","Worcester County","MA","Oakham",1990,6,46,727,773,0,0
"Oakham","Worcester County","MA","Oakham",1991,11.4,95,735,830,5.4,7.4
"Oakham","Worcester County","MA","Oakham",1992,8.7,70,737,807,2.7,4.4
"Oakham","Worcester County","MA","Oakham",1993,8,68,777,845,2,9.3
"Oakham","Worcester County","MA","Oakham",1994,5.7,48,787,835,-0.3,8
"Oakham","Worcester County","MA","Oakham",1995,5.2,43,781,824,-0.8,6.6
"Oakham","Worcester County","MA","Oakham",1996,4.8,40,798,838,-1.2,8.4
"Oakham","Worcester County","MA","Oakham",1997,4.2,36,822,858,-1.8,11
"Oakham","Worcester County","MA","Oakham",1998,4.2,37,845,882,-1.8,14.1
"Oakham","Worcester County","MA","Oakham",1999,3.4,30,848,878,-2.6,13.6
"Oakham","Worcester County","MA","Oakham",2000,2.4,23,923,946,-3.6,22.4
"Oakham","Worcester County","MA","Oakham",2001,3.5,34,937,971,-2.5,25.6
"Oakham","Worcester County","MA","Oakham",2002,4.7,47,948,995,-1.3,28.7
"Oakham","Worcester County","MA","Oakham",2003,6.2,64,972,1036,0.2,34
"Oakham","Worcester County","MA","Oakham",2004,6.5,69,997,1066,0.5,37.9
"Oakham","Worcester County","MA","Oakham",2005,5.2,55,1004,1059,-0.8,37
"Oakham","Worcester County","MA","Oakham",2006,4.9,52,1016,1068,-1.1,38.2
"Oakham","Worcester County","MA","Oakham",2007,4.6,49,1022,1071,-1.4,38.6
"Oakham","Worcester County","MA","Oakham",2008,5.1,54,1008,1062,-0.9,37.4
"Oakham","Worcester County","MA","Oakham",2009,8.7,94,982,1076,2.7,39.2
"Oakham","Worcester County","MA","Oakham",2010,9.5,101,964,1065,3.5,37.8
"Oakham","Worcester County","MA","Oakham",2011,7.5,79,972,1051,1.5,36
"Oakham","Worcester County","MA","Oakham",2012,6.6,69,972,1041,0.6,34.7
"Orange","Franklin County","MA","Orange",1990,9.3,332,3223,3555,0,0
"Orange","Franklin County","MA","Orange",1991,13.6,478,3042,3520,4.3,-1
"Orange","Franklin County","MA","Orange",1992,12.7,449,3088,3537,3.4,-0.5
"Orange","Franklin County","MA","Orange",1993,10.1,351,3124,3475,0.8,-2.3
"Orange","Franklin County","MA","Orange",1994,8.1,273,3110,3383,-1.2,-4.8
"Orange","Franklin County","MA","Orange",1995,6.9,228,3069,3297,-2.4,-7.3
"Orange","Franklin County","MA","Orange",1996,6,194,3052,3246,-3.3,-8.7
"Orange","Franklin County","MA","Orange",1997,6.5,213,3088,3301,-2.8,-7.1
"Orange","Franklin County","MA","Orange",1998,5.3,173,3110,3283,-4,-7.7
"Orange","Franklin County","MA","Orange",1999,4.5,144,3088,3232,-4.8,-9.1
"Orange","Franklin County","MA","Orange",2000,2.9,112,3710,3822,-6.4,7.5
"Orange","Franklin County","MA","Orange",2001,4,151,3623,3774,-5.3,6.2
"Orange","Franklin County","MA","Orange",2002,5.1,195,3627,3822,-4.2,7.5
"Orange","Franklin County","MA","Orange",2003,6,227,3565,3792,-3.3,6.7
"Orange","Franklin County","MA","Orange",2004,5.8,215,3503,3718,-3.5,4.6
"Orange","Franklin County","MA","Orange",2005,5.4,200,3513,3713,-3.9,4.4
"Orange","Franklin County","MA","Orange",2006,5,186,3528,3714,-4.3,4.5
"Orange","Franklin County","MA","Orange",2007,5.2,193,3537,3730,-4.1,4.9
"Orange","Franklin County","MA","Orange",2008,6.8,256,3527,3783,-2.5,6.4
"Orange","Franklin County","MA","Orange",2009,10.7,404,3375,3779,1.4,6.3
"Orange","Franklin County","MA","Orange",2010,10.8,411,3409,3820,1.5,7.5
"Orange","Franklin County","MA","Orange",2011,9.2,344,3402,3746,-0.1,5.4
"Orange","Franklin County","MA","Orange",2012,9,339,3413,3752,-0.3,5.5
"Orleans","Barnstable County","MA","Orleans",1990,5.1,146,2703,2849,0,0
"Orleans","Barnstable County","MA","Orleans",1991,10.3,294,2568,2862,5.2,0.5
"Orleans","Barnstable County","MA","Orleans",1992,8.5,235,2525,2760,3.4,-3.1
"Orleans","Barnstable County","MA","Orleans",1993,8.4,236,2565,2801,3.3,-1.7
"Orleans","Barnstable County","MA","Orleans",1994,7.9,226,2623,2849,2.8,0
"Orleans","Barnstable County","MA","Orleans",1995,5.7,169,2788,2957,0.6,3.8
"Orleans","Barnstable County","MA","Orleans",1996,5.4,162,2855,3017,0.3,5.9
"Orleans","Barnstable County","MA","Orleans",1997,5.5,169,2895,3064,0.4,7.5
"Orleans","Barnstable County","MA","Orleans",1998,4.4,137,2942,3079,-0.7,8.1
"Orleans","Barnstable County","MA","Orleans",1999,3.5,110,3052,3162,-1.6,11
"Orleans","Barnstable County","MA","Orleans",2000,3.6,103,2775,2878,-1.5,1
"Orleans","Barnstable County","MA","Orleans",2001,4.1,119,2799,2918,-1,2.4
"Orleans","Barnstable County","MA","Orleans",2002,4.6,138,2845,2983,-0.5,4.7
"Orleans","Barnstable County","MA","Orleans",2003,5.3,164,2902,3066,0.2,7.6
"Orleans","Barnstable County","MA","Orleans",2004,4.8,148,2931,3079,-0.3,8.1
"Orleans","Barnstable County","MA","Orleans",2005,4.5,137,2940,3077,-0.6,8
"Orleans","Barnstable County","MA","Orleans",2006,5,154,2941,3095,-0.1,8.6
"Orleans","Barnstable County","MA","Orleans",2007,4.5,137,2920,3057,-0.6,7.3
"Orleans","Barnstable County","MA","Orleans",2008,5.2,160,2895,3055,0.1,7.2
"Orleans","Barnstable County","MA","Orleans",2009,7.4,223,2808,3031,2.3,6.4
"Orleans","Barnstable County","MA","Orleans",2010,8.3,244,2681,2925,3.2,2.7
"Orleans","Barnstable County","MA","Orleans",2011,8.1,237,2677,2914,3,2.3
"Orleans","Barnstable County","MA","Orleans",2012,6.6,193,2722,2915,1.5,2.3
"Otis","Berkshire County","MA","Otis",1990,7.8,46,546,592,0,0
"Otis","Berkshire County","MA","Otis",1991,9,54,544,598,1.2,1
"Otis","Berkshire County","MA","Otis",1992,9.3,58,567,625,1.5,5.6
"Otis","Berkshire County","MA","Otis",1993,9.3,59,575,634,1.5,7.1
"Otis","Berkshire County","MA","Otis",1994,6.8,44,600,644,-1,8.8
"Otis","Berkshire County","MA","Otis",1995,6.5,41,588,629,-1.3,6.2
"Otis","Berkshire County","MA","Otis",1996,5.8,37,600,637,-2,7.6
"Otis","Berkshire County","MA","Otis",1997,4.5,29,614,643,-3.3,8.6
"Otis","Berkshire County","MA","Otis",1998,3.6,23,609,632,-4.2,6.8
"Otis","Berkshire County","MA","Otis",1999,3.8,24,607,631,-4,6.6
"Otis","Berkshire County","MA","Otis",2000,3.3,25,743,768,-4.5,29.7
"Otis","Berkshire County","MA","Otis",2001,2.8,22,768,790,-5,33.4
"Otis","Berkshire County","MA","Otis",2002,4.2,35,796,831,-3.6,40.4
"Otis","Berkshire County","MA","Otis",2003,4.9,41,801,842,-2.9,42.2
"Otis","Berkshire County","MA","Otis",2004,5.2,44,802,846,-2.6,42.9
"Otis","Berkshire County","MA","Otis",2005,3.6,31,823,854,-4.2,44.3
"Otis","Berkshire County","MA","Otis",2006,4.5,39,829,868,-3.3,46.6
"Otis","Berkshire County","MA","Otis",2007,4.3,37,820,857,-3.5,44.8
"Otis","Berkshire County","MA","Otis",2008,4.7,41,823,864,-3.1,45.9
"Otis","Berkshire County","MA","Otis",2009,7.1,61,800,861,-0.7,45.4
"Otis","Berkshire County","MA","Otis",2010,6.7,67,931,998,-1.1,68.6
"Otis","Berkshire County","MA","Otis",2011,5.7,57,936,993,-2.1,67.7
"Otis","Berkshire County","MA","Otis",2012,5.7,56,929,985,-2.1,66.4
"Oxford","Worcester County","MA","Oxford",1990,7.4,495,6221,6716,0,0
"Oxford","Worcester County","MA","Oxford",1991,10.5,711,6061,6772,3.1,0.8
"Oxford","Worcester County","MA","Oxford",1992,9.7,668,6198,6866,2.3,2.2
"Oxford","Worcester County","MA","Oxford",1993,7.1,486,6371,6857,-0.3,2.1
"Oxford","Worcester County","MA","Oxford",1994,5.9,409,6529,6938,-1.5,3.3
"Oxford","Worcester County","MA","Oxford",1995,5.8,392,6339,6731,-1.6,0.2
"Oxford","Worcester County","MA","Oxford",1996,4.6,315,6469,6784,-2.8,1
"Oxford","Worcester County","MA","Oxford",1997,4.1,285,6678,6963,-3.3,3.7
"Oxford","Worcester County","MA","Oxford",1998,3.8,267,6836,7103,-3.6,5.8
"Oxford","Worcester County","MA","Oxford",1999,3.1,221,6839,7060,-4.3,5.1
"Oxford","Worcester County","MA","Oxford",2000,2.7,205,7377,7582,-4.7,12.9
"Oxford","Worcester County","MA","Oxford",2001,3.3,255,7413,7668,-4.1,14.2
"Oxford","Worcester County","MA","Oxford",2002,5.1,394,7375,7769,-2.3,15.7
"Oxford","Worcester County","MA","Oxford",2003,5.8,450,7336,7786,-1.6,15.9
"Oxford","Worcester County","MA","Oxford",2004,5.2,401,7311,7712,-2.2,14.8
"Oxford","Worcester County","MA","Oxford",2005,4.9,378,7279,7657,-2.5,14
"Oxford","Worcester County","MA","Oxford",2006,4.8,370,7332,7702,-2.6,14.7
"Oxford","Worcester County","MA","Oxford",2007,4.5,347,7349,7696,-2.9,14.6
"Oxford","Worcester County","MA","Oxford",2008,5.7,435,7198,7633,-1.7,13.7
"Oxford","Worcester County","MA","Oxford",2009,8.9,685,6992,7677,1.5,14.3
"Oxford","Worcester County","MA","Oxford",2010,8.6,657,6964,7621,1.2,13.5
"Oxford","Worcester County","MA","Oxford",2011,7.6,574,7026,7600,0.2,13.2
"Oxford","Worcester County","MA","Oxford",2012,6.9,522,7024,7546,-0.5,12.4
"Palmer","Hampden County","MA","Palmer",1990,6.6,409,5785,6194,0,0
"Palmer","Hampden County","MA","Palmer",1991,9.5,590,5591,6181,2.9,-0.2
"Palmer","Hampden County","MA","Palmer",1992,8.9,555,5665,6220,2.3,0.4
"Palmer","Hampden County","MA","Palmer",1993,9.3,580,5627,6207,2.7,0.2
"Palmer","Hampden County","MA","Palmer",1994,8.9,554,5647,6201,2.3,0.1
"Palmer","Hampden County","MA","Palmer",1995,6.4,378,5561,5939,-0.2,-4.1
"Palmer","Hampden County","MA","Palmer",1996,5.4,320,5623,5943,-1.2,-4.1
"Palmer","Hampden County","MA","Palmer",1997,5.1,308,5747,6055,-1.5,-2.2
"Palmer","Hampden County","MA","Palmer",1998,4.8,294,5769,6063,-1.8,-2.1
