"Municipal","County","State","Region","Year","Unemployment_Rate_Avg","No_Unemployed_Avg","No_Employed_Avg","No_Labor_Avg","Unemployment_Rate_Change","Labor_Pct_Change"
"Ashfield","Franklin County","MA","Ashfield",1990,5.1,52,963,1015,0,0
"Ashfield","Franklin County","MA","Ashfield",1991,7,72,955,1027,1.9,1.2
"Ashfield","Franklin County","MA","Ashfield",1992,6,58,911,969,0.9,-4.5
"Ashfield","Franklin County","MA","Ashfield",1993,4.8,47,938,985,-0.3,-3
"Ashfield","Franklin County","MA","Ashfield",1994,4.3,43,965,1008,-0.8,-0.7
"Ashfield","Franklin County","MA","Ashfield",1995,3.4,34,979,1013,-1.7,-0.2
"Ashfield","Franklin County","MA","Ashfield",1996,3.8,39,984,1023,-1.3,0.8
"Ashfield","Franklin County","MA","Ashfield",1997,3.3,34,1004,1038,-1.8,2.3
"Ashfield","Franklin County","MA","Ashfield",1998,2.4,25,1024,1049,-2.7,3.3
"Ashfield","Franklin County","MA","Ashfield",1999,2.2,23,1042,1065,-2.9,4.9
"Ashfield","Franklin County","MA","Ashfield",2000,2,22,1080,1102,-3.1,8.6
"Ashfield","Franklin County","MA","Ashfield",2001,2.4,26,1080,1106,-2.7,9
"Ashfield","Franklin County","MA","Ashfield",2002,3.3,37,1079,1116,-1.8,10
"Ashfield","Franklin County","MA","Ashfield",2003,3.9,43,1070,1113,-1.2,9.7
"Ashfield","Franklin County","MA","Ashfield",2004,3.6,40,1072,1112,-1.5,9.6
"Ashfield","Franklin County","MA","Ashfield",2005,3.1,35,1079,1114,-2,9.8
"Ashfield","Franklin County","MA","Ashfield",2006,3.7,42,1084,1126,-1.4,10.9
"Ashfield","Franklin County","MA","Ashfield",2007,3.6,41,1083,1124,-1.5,10.7
"Ashfield","Franklin County","MA","Ashfield",2008,3.8,43,1077,1120,-1.3,10.3
"Ashfield","Franklin County","MA","Ashfield",2009,5.6,61,1029,1090,0.5,7.4
"Ashfield","Franklin County","MA","Ashfield",2010,6.2,65,983,1048,1.1,3.3
"Ashfield","Franklin County","MA","Ashfield",2011,4.8,49,975,1024,-0.3,0.9
"Ashfield","Franklin County","MA","Ashfield",2012,4.6,47,976,1023,-0.5,0.8
"Ashland","Middlesex County","MA","Ashland",1990,5.3,399,7188,7587,0,0
"Ashland","Middlesex County","MA","Ashland",1991,7.5,572,7011,7583,2.2,-0.1
"Ashland","Middlesex County","MA","Ashland",1992,7.6,575,7029,7604,2.3,0.2
"Ashland","Middlesex County","MA","Ashland",1993,6.1,468,7232,7700,0.8,1.5
"Ashland","Middlesex County","MA","Ashland",1994,4.9,385,7505,7890,-0.4,4
"Ashland","Middlesex County","MA","Ashland",1995,4.2,324,7477,7801,-1.1,2.8
"Ashland","Middlesex County","MA","Ashland",1996,3.5,280,7734,8014,-1.8,5.6
"Ashland","Middlesex County","MA","Ashland",1997,2.9,240,8051,8291,-2.4,9.3
"Ashland","Middlesex County","MA","Ashland",1998,2.4,204,8371,8575,-2.9,13
"Ashland","Middlesex County","MA","Ashland",1999,2.4,215,8630,8845,-2.9,16.6
"Ashland","Middlesex County","MA","Ashland",2000,2.2,193,8659,8852,-3.1,16.7
"Ashland","Middlesex County","MA","Ashland",2001,3.1,281,8864,9145,-2.2,20.5
"Ashland","Middlesex County","MA","Ashland",2002,4.9,454,8763,9217,-0.4,21.5
"Ashland","Middlesex County","MA","Ashland",2003,5,455,8659,9114,-0.3,20.1
"Ashland","Middlesex County","MA","Ashland",2004,4.2,382,8762,9144,-1.1,20.5
"Ashland","Middlesex County","MA","Ashland",2005,3.7,343,8914,9257,-1.6,22
"Ashland","Middlesex County","MA","Ashland",2006,3.6,341,9039,9380,-1.7,23.6
"Ashland","Middlesex County","MA","Ashland",2007,3.4,325,9218,9543,-1.9,25.8
"Ashland","Middlesex County","MA","Ashland",2008,4.1,396,9309,9705,-1.2,27.9
"Ashland","Middlesex County","MA","Ashland",2009,6.9,638,8638,9276,1.6,22.3
"Ashland","Middlesex County","MA","Ashland",2010,6,587,9223,9810,0.7,29.3
"Ashland","Middlesex County","MA","Ashland",2011,5,491,9315,9806,-0.3,29.2
"Ashland","Middlesex County","MA","Ashland",2012,4.8,471,9400,9871,-0.5,30.1
"Athol","Worcester County","MA","Athol",1990,10.1,531,4734,5265,0,0
"Athol","Worcester County","MA","Athol",1991,14.6,765,4475,5240,4.5,-0.5
"Athol","Worcester County","MA","Athol",1992,14,723,4441,5164,3.9,-1.9
"Athol","Worcester County","MA","Athol",1993,10.5,542,4610,5152,0.4,-2.1
"Athol","Worcester County","MA","Athol",1994,8.9,445,4544,4989,-1.2,-5.2
"Athol","Worcester County","MA","Athol",1995,7.9,372,4331,4703,-2.2,-10.7
"Athol","Worcester County","MA","Athol",1996,7.1,326,4271,4597,-3,-12.7
"Athol","Worcester County","MA","Athol",1997,7,328,4345,4673,-3.1,-11.2
"Athol","Worcester County","MA","Athol",1998,5.7,265,4387,4652,-4.4,-11.6
"Athol","Worcester County","MA","Athol",1999,5.4,251,4368,4619,-4.7,-12.3
"Athol","Worcester County","MA","Athol",2000,3.1,170,5239,5409,-7,2.7
"Athol","Worcester County","MA","Athol",2001,4.6,248,5150,5398,-5.5,2.5
"Athol","Worcester County","MA","Athol",2002,6,331,5165,5496,-4.1,4.4
"Athol","Worcester County","MA","Athol",2003,7.1,391,5125,5516,-3,4.8
"Athol","Worcester County","MA","Athol",2004,6.6,360,5061,5421,-3.5,3
"Athol","Worcester County","MA","Athol",2005,6.1,326,5022,5348,-4,1.6
"Athol","Worcester County","MA","Athol",2006,6.2,327,4982,5309,-3.9,0.8
"Athol","Worcester County","MA","Athol",2007,6.6,349,4931,5280,-3.5,0.3
"Athol","Worcester County","MA","Athol",2008,7.2,386,4973,5359,-2.9,1.8
"Athol","Worcester County","MA","Athol",2009,11,605,4880,5485,0.9,4.2
"Athol","Worcester County","MA","Athol",2010,11.5,614,4720,5334,1.4,1.3
"Athol","Worcester County","MA","Athol",2011,10.1,528,4711,5239,0,-0.5
"Athol","Worcester County","MA","Athol",2012,9.2,478,4727,5205,-0.9,-1.1
"Attleboro","Bristol County","MA","Attleboro",1990,7.7,1656,19919,21575,0,0
"Attleboro","Bristol County","MA","Attleboro",1991,11.5,2485,19164,21649,3.8,0.3
"Attleboro","Bristol County","MA","Attleboro",1992,10.9,2365,19259,21624,3.2,0.2
"Attleboro","Bristol County","MA","Attleboro",1993,8.3,1788,19685,21473,0.6,-0.5
"Attleboro","Bristol County","MA","Attleboro",1994,7.5,1616,20056,21672,-0.2,0.4
"Attleboro","Bristol County","MA","Attleboro",1995,6.9,1509,20279,21788,-0.8,1
"Attleboro","Bristol County","MA","Attleboro",1996,5.8,1255,20441,21696,-1.9,0.6
"Attleboro","Bristol County","MA","Attleboro",1997,5.2,1146,20910,22056,-2.5,2.2
"Attleboro","Bristol County","MA","Attleboro",1998,3.9,868,21292,22160,-3.8,2.7
"Attleboro","Bristol County","MA","Attleboro",1999,3.5,781,21560,22341,-4.2,3.6
"Attleboro","Bristol County","MA","Attleboro",2000,3.3,773,22870,23643,-4.4,9.6
"Attleboro","Bristol County","MA","Attleboro",2001,4.6,1099,22824,23923,-3.1,10.9
"Attleboro","Bristol County","MA","Attleboro",2002,6,1468,23113,24581,-1.7,13.9
"Attleboro","Bristol County","MA","Attleboro",2003,5.9,1454,23339,24793,-1.8,14.9
"Attleboro","Bristol County","MA","Attleboro",2004,5.7,1406,23394,24800,-2,14.9
"Attleboro","Bristol County","MA","Attleboro",2005,5.4,1328,23491,24819,-2.3,15
"Attleboro","Bristol County","MA","Attleboro",2006,5.2,1290,23682,24972,-2.5,15.7
"Attleboro","Bristol County","MA","Attleboro",2007,4.9,1220,23649,24869,-2.8,15.3
"Attleboro","Bristol County","MA","Attleboro",2008,6.4,1588,23145,24733,-1.3,14.6
"Attleboro","Bristol County","MA","Attleboro",2009,10.4,2605,22453,25058,2.7,16.1
"Attleboro","Bristol County","MA","Attleboro",2010,10.1,2515,22387,24902,2.4,15.4
"Attleboro","Bristol County","MA","Attleboro",2011,9.3,2309,22551,24860,1.6,15.2
"Attleboro","Bristol County","MA","Attleboro",2012,8.9,2220,22586,24806,1.2,15
"Auburn","Worcester County","MA","Auburn",1990,6.9,591,7929,8520,0,0
"Auburn","Worcester County","MA","Auburn",1991,8.7,737,7718,8455,1.8,-0.8
"Auburn","Worcester County","MA","Auburn",1992,7.8,655,7696,8351,0.9,-2
"Auburn","Worcester County","MA","Auburn",1993,6,497,7848,8345,-0.9,-2.1
"Auburn","Worcester County","MA","Auburn",1994,4.7,395,8017,8412,-2.2,-1.3
"Auburn","Worcester County","MA","Auburn",1995,4.4,359,7879,8238,-2.5,-3.3
"Auburn","Worcester County","MA","Auburn",1996,3.6,294,7986,8280,-3.3,-2.8
"Auburn","Worcester County","MA","Auburn",1997,3.1,262,8258,8520,-3.8,0
"Auburn","Worcester County","MA","Auburn",1998,2.6,227,8558,8785,-4.3,3.1
"Auburn","Worcester County","MA","Auburn",1999,2.5,220,8628,8848,-4.4,3.8
"Auburn","Worcester County","MA","Auburn",2000,2.5,220,8484,8704,-4.4,2.2
"Auburn","Worcester County","MA","Auburn",2001,3,260,8497,8757,-3.9,2.8
"Auburn","Worcester County","MA","Auburn",2002,4.8,429,8459,8888,-2.1,4.3
"Auburn","Worcester County","MA","Auburn",2003,5.4,481,8443,8924,-1.5,4.7
"Auburn","Worcester County","MA","Auburn",2004,4.7,413,8427,8840,-2.2,3.8
"Auburn","Worcester County","MA","Auburn",2005,4.3,381,8411,8792,-2.6,3.2
"Auburn","Worcester County","MA","Auburn",2006,4.1,363,8454,8817,-2.8,3.5
"Auburn","Worcester County","MA","Auburn",2007,4.3,384,8456,8840,-2.6,3.8
"Auburn","Worcester County","MA","Auburn",2008,4.9,428,8289,8717,-2,2.3
"Auburn","Worcester County","MA","Auburn",2009,8,698,8058,8756,1.1,2.8
"Auburn","Worcester County","MA","Auburn",2010,8.2,713,7947,8660,1.3,1.6
"Auburn","Worcester County","MA","Auburn",2011,7,602,8017,8619,0.1,1.2
"Auburn","Worcester County","MA","Auburn",2012,6.9,593,8015,8608,0,1
"Avon","Norfolk County","MA","Avon",1990,7.4,187,2344,2531,0,0
"Avon","Norfolk County","MA","Avon",1991,12.2,311,2247,2558,4.8,1.1
"Avon","Norfolk County","MA","Avon",1992,11.2,280,2220,2500,3.8,-1.2
"Avon","Norfolk County","MA","Avon",1993,8.2,202,2271,2473,0.8,-2.3
"Avon","Norfolk County","MA","Avon",1994,7.6,194,2343,2537,0.2,0.2
"Avon","Norfolk County","MA","Avon",1995,6.3,163,2425,2588,-1.1,2.3
"Avon","Norfolk County","MA","Avon",1996,6,154,2433,2587,-1.4,2.2
"Avon","Norfolk County","MA","Avon",1997,4.8,126,2491,2617,-2.6,3.4
"Avon","Norfolk County","MA","Avon",1998,3.8,98,2497,2595,-3.6,2.5
"Avon","Norfolk County","MA","Avon",1999,3.4,88,2509,2597,-4,2.6
"Avon","Norfolk County","MA","Avon",2000,2.9,68,2302,2370,-4.5,-6.4
"Avon","Norfolk County","MA","Avon",2001,3.5,82,2281,2363,-3.9,-6.6
"Avon","Norfolk County","MA","Avon",2002,5.3,126,2232,2358,-2.1,-6.8
"Avon","Norfolk County","MA","Avon",2003,6.3,146,2165,2311,-1.1,-8.7
"Avon","Norfolk County","MA","Avon",2004,5.9,134,2148,2282,-1.5,-9.8
"Avon","Norfolk County","MA","Avon",2005,5.6,126,2133,2259,-1.8,-10.7
"Avon","Norfolk County","MA","Avon",2006,5.4,124,2154,2278,-2,-10
"Avon","Norfolk County","MA","Avon",2007,5.2,118,2172,2290,-2.2,-9.5
"Avon","Norfolk County","MA","Avon",2008,6.1,139,2155,2294,-1.3,-9.4
"Avon","Norfolk County","MA","Avon",2009,9.8,229,2119,2348,2.4,-7.2
"Avon","Norfolk County","MA","Avon",2010,9.1,212,2107,2319,1.7,-8.4
"Avon","Norfolk County","MA","Avon",2011,7.8,180,2131,2311,0.4,-8.7
"Avon","Norfolk County","MA","Avon",2012,7,162,2149,2311,-0.4,-8.7
"Ayer","Middlesex County","MA","Ayer",1990,6.8,241,3325,3566,0,0
"Ayer","Middlesex County","MA","Ayer",1991,9.4,338,3249,3587,2.6,0.6
"Ayer","Middlesex County","MA","Ayer",1992,9.1,325,3243,3568,2.3,0.1
"Ayer","Middlesex County","MA","Ayer",1993,8.3,300,3295,3595,1.5,0.8
"Ayer","Middlesex County","MA","Ayer",1994,7.5,273,3367,3640,0.7,2.1
"Ayer","Middlesex County","MA","Ayer",1995,6.1,227,3480,3707,-0.7,4
"Ayer","Middlesex County","MA","Ayer",1996,4.6,174,3587,3761,-2.2,5.5
"Ayer","Middlesex County","MA","Ayer",1997,3.5,133,3706,3839,-3.3,7.7
"Ayer","Middlesex County","MA","Ayer",1998,3.2,126,3761,3887,-3.6,9
"Ayer","Middlesex County","MA","Ayer",1999,3.3,133,3856,3989,-3.5,11.9
"Ayer","Middlesex County","MA","Ayer",2000,2.4,99,4090,4189,-4.4,17.5
"Ayer","Middlesex County","MA","Ayer",2001,3.8,163,4083,4246,-3,19.1
"Ayer","Middlesex County","MA","Ayer",2002,5.6,237,3993,4230,-1.2,18.6
"Ayer","Middlesex County","MA","Ayer",2003,6.2,260,3913,4173,-0.6,17
"Ayer","Middlesex County","MA","Ayer",2004,5.3,216,3895,4111,-1.5,15.3
"Ayer","Middlesex County","MA","Ayer",2005,5.1,213,3945,4158,-1.7,16.6
"Ayer","Middlesex County","MA","Ayer",2006,4.5,190,4018,4208,-2.3,18
"Ayer","Middlesex County","MA","Ayer",2007,4.3,188,4140,4328,-2.5,21.4
"Ayer","Middlesex County","MA","Ayer",2008,5.2,227,4174,4401,-1.6,23.4
"Ayer","Middlesex County","MA","Ayer",2009,7.9,349,4091,4440,1.1,24.5
"Ayer","Middlesex County","MA","Ayer",2010,8.2,352,3926,4278,1.4,20
"Ayer","Middlesex County","MA","Ayer",2011,7.3,312,3982,4294,0.5,20.4
"Ayer","Middlesex County","MA","Ayer",2012,6.4,277,4026,4303,-0.4,20.7
"Barnstable","Barnstable County","MA","Barnstable",1990,9,2023,20340,22363,0,0
"Barnstable","Barnstable County","MA","Barnstable",1991,10.9,2390,19553,21943,1.9,-1.9
"Barnstable","Barnstable County","MA","Barnstable",1992,10.5,2268,19351,21619,1.5,-3.3
"Barnstable","Barnstable County","MA","Barnstable",1993,9,1965,19866,21831,0,-2.4
"Barnstable","Barnstable County","MA","Barnstable",1994,8,1761,20265,22026,-1,-1.5
"Barnstable","Barnstable County","MA","Barnstable",1995,6.2,1378,20986,22364,-2.8,0
"Barnstable","Barnstable County","MA","Barnstable",1996,5.5,1255,21461,22716,-3.5,1.6
"Barnstable","Barnstable County","MA","Barnstable",1997,5,1164,21887,23051,-4,3.1
"Barnstable","Barnstable County","MA","Barnstable",1998,4,942,22396,23338,-5,4.4
"Barnstable","Barnstable County","MA","Barnstable",1999,3.6,857,23212,24069,-5.4,7.6
"Barnstable","Barnstable County","MA","Barnstable",2000,3,762,24628,25390,-6,13.5
"Barnstable","Barnstable County","MA","Barnstable",2001,3.4,873,24817,25690,-5.6,14.9
"Barnstable","Barnstable County","MA","Barnstable",2002,4.2,1115,25248,26363,-4.8,17.9
"Barnstable","Barnstable County","MA","Barnstable",2003,4.7,1265,25677,26942,-4.3,20.5
"Barnstable","Barnstable County","MA","Barnstable",2004,4.5,1217,25854,27071,-4.5,21.1
"Barnstable","Barnstable County","MA","Barnstable",2005,4.5,1204,25626,26830,-4.5,20
"Barnstable","Barnstable County","MA","Barnstable",2006,4.4,1190,25631,26821,-4.6,19.9
"Barnstable","Barnstable County","MA","Barnstable",2007,4.2,1125,25430,26555,-4.8,18.7
"Barnstable","Barnstable County","MA","Barnstable",2008,5.2,1370,25098,26468,-3.8,18.4
"Barnstable","Barnstable County","MA","Barnstable",2009,7.8,2070,24449,26519,-1.2,18.6
"Barnstable","Barnstable County","MA","Barnstable",2010,8.1,2126,24215,26341,-0.9,17.8
"Barnstable","Barnstable County","MA","Barnstable",2011,7.3,1907,24174,26081,-1.7,16.6
"Barnstable","Barnstable County","MA","Barnstable",2012,6.6,1748,24579,26327,-2.4,17.7
NA,"Barnstable County","MA","Barnstable County",1990,7.4,7220,90285,97505,1.1,-97
NA,"Barnstable County","MA","Barnstable County",1991,10.3,10034,87680,97714,4,-97
NA,"Barnstable County","MA","Barnstable County",1992,10.8,10512,87131,97643,4.5,-97
NA,"Barnstable County","MA","Barnstable County",1993,9.5,9481,90495,99976,3.2,-96.9
NA,"Barnstable County","MA","Barnstable County",1994,8.6,8667,92498,101165,2.3,-96.9
NA,"Barnstable County","MA","Barnstable County",1995,7.2,7378,95070,102448,0.9,-96.8
NA,"Barnstable County","MA","Barnstable County",1996,6.2,6432,97295,103727,-0.1,-96.8
NA,"Barnstable County","MA","Barnstable County",1997,5.9,6220,99207,105427,-0.4,-96.7
NA,"Barnstable County","MA","Barnstable County",1998,5,5347,101312,106659,-1.3,-96.7
NA,"Barnstable County","MA","Barnstable County",1999,4.3,4754,104664,109418,-2,-96.6
NA,"Barnstable County","MA","Barnstable County",2000,3.5,3919,109564,113483,-2.8,-96.5
NA,"Barnstable County","MA","Barnstable County",2001,3.9,4454,110854,115308,-2.4,-96.4
NA,"Barnstable County","MA","Barnstable County",2002,4.7,5592,113093,118685,-1.6,-96.3
NA,"Barnstable County","MA","Barnstable County",2003,5.3,6414,115428,121842,-1,-96.2
NA,"Barnstable County","MA","Barnstable County",2004,5.1,6199,116532,122731,-1.2,-96.2
NA,"Barnstable County","MA","Barnstable County",2005,4.9,6005,116107,122112,-1.4,-96.2
NA,"Barnstable County","MA","Barnstable County",2006,5,6079,116354,122433,-1.3,-96.2
NA,"Barnstable County","MA","Barnstable County",2007,4.8,5822,115658,121480,-1.5,-96.2
NA,"Barnstable County","MA","Barnstable County",2008,5.8,7114,114928,122042,-0.5,-96.2
NA,"Barnstable County","MA","Barnstable County",2009,8.4,10284,111792,122076,2.1,-96.2
NA,"Barnstable County","MA","Barnstable County",2010,9,10896,110726,121622,2.7,-96.2
NA,"Barnstable County","MA","Barnstable County",2011,8.2,9843,110543,120386,1.9,-96.3
NA,"Barnstable County","MA","Barnstable County",2012,7.4,8953,112398,121351,1.1,-96.2
"Barre","Worcester County","MA","Barre",1990,8.4,197,2137,2334,0,0
"Barre","Worcester County","MA","Barre",1991,11.3,267,2086,2353,2.9,0.8
"Barre","Worcester County","MA","Barre",1992,11.6,277,2121,2398,3.2,2.7
"Barre","Worcester County","MA","Barre",1993,8.8,213,2202,2415,0.4,3.5
"Barre","Worcester County","MA","Barre",1994,6.9,164,2229,2393,-1.5,2.5
"Barre","Worcester County","MA","Barre",1995,5.5,129,2203,2332,-2.9,-0.1
"Barre","Worcester County","MA","Barre",1996,4.3,100,2251,2351,-4.1,0.7
"Barre","Worcester County","MA","Barre",1997,4.8,117,2325,2442,-3.6,4.6
"Barre","Worcester County","MA","Barre",1998,4.3,107,2389,2496,-4.1,6.9
"Barre","Worcester County","MA","Barre",1999,3.6,90,2388,2478,-4.8,6.2
"Barre","Worcester County","MA","Barre",2000,3.1,81,2566,2647,-5.3,13.4
"Barre","Worcester County","MA","Barre",2001,4,109,2588,2697,-4.4,15.6
"Barre","Worcester County","MA","Barre",2002,5.8,160,2585,2745,-2.6,17.6
"Barre","Worcester County","MA","Barre",2003,6.3,174,2587,2761,-2.1,18.3
"Barre","Worcester County","MA","Barre",2004,6.2,171,2587,2758,-2.2,18.2
"Barre","Worcester County","MA","Barre",2005,5.5,152,2590,2742,-2.9,17.5
"Barre","Worcester County","MA","Barre",2006,5.3,150,2694,2844,-3.1,21.9
"Barre","Worcester County","MA","Barre",2007,5.4,154,2708,2862,-3,22.6
"Barre","Worcester County","MA","Barre",2008,6.5,184,2649,2833,-1.9,21.4
"Barre","Worcester County","MA","Barre",2009,9.5,271,2578,2849,1.1,22.1
"Barre","Worcester County","MA","Barre",2010,10.1,279,2487,2766,1.7,18.5
"Barre","Worcester County","MA","Barre",2011,8.7,240,2509,2749,0.3,17.8
"Barre","Worcester County","MA","Barre",2012,8.3,227,2508,2735,-0.1,17.2
"Becket","Berkshire County","MA","Becket",1990,5.7,43,715,758,0,0
"Becket","Berkshire County","MA","Becket",1991,9.5,73,696,769,3.8,1.5
"Becket","Berkshire County","MA","Becket",1992,7.3,60,764,824,1.6,8.7
"Becket","Berkshire County","MA","Becket",1993,5.4,45,784,829,-0.3,9.4
"Becket","Berkshire County","MA","Becket",1994,5.2,47,863,910,-0.5,20.1
"Becket","Berkshire County","MA","Becket",1995,5.3,47,848,895,-0.4,18.1
"Becket","Berkshire County","MA","Becket",1996,4.1,35,825,860,-1.6,13.5
"Becket","Berkshire County","MA","Becket",1997,5.7,50,832,882,0,16.4
"Becket","Berkshire County","MA","Becket",1998,3.9,36,878,914,-1.8,20.6
"Becket","Berkshire County","MA","Becket",1999,2.8,27,949,976,-2.9,28.8
"Becket","Berkshire County","MA","Becket",2000,2.4,22,907,929,-3.3,22.6
"Becket","Berkshire County","MA","Becket",2001,2.7,25,906,931,-3,22.8
"Becket","Berkshire County","MA","Becket",2002,3.1,30,923,953,-2.6,25.7
"Becket","Berkshire County","MA","Becket",2003,4.2,41,928,969,-1.5,27.8
"Becket","Berkshire County","MA","Becket",2004,3.9,38,937,975,-1.8,28.6
"Becket","Berkshire County","MA","Becket",2005,4.1,41,959,1000,-1.6,31.9
"Becket","Berkshire County","MA","Becket",2006,4.4,46,988,1034,-1.3,36.4
"Becket","Berkshire County","MA","Becket",2007,4.7,49,990,1039,-1,37.1
"Becket","Berkshire County","MA","Becket",2008,5.8,61,985,1046,0.1,38
"Becket","Berkshire County","MA","Becket",2009,9.1,96,958,1054,3.4,39.1
"Becket","Berkshire County","MA","Becket",2010,9.3,94,912,1006,3.6,32.7
"Becket","Berkshire County","MA","Becket",2011,7.8,78,920,998,2.1,31.7
"Becket","Berkshire County","MA","Becket",2012,7.5,74,915,989,1.8,30.5
"Bedford","Middlesex County","MA","Bedford",1990,4.3,302,6643,6945,0,0
"Bedford","Middlesex County","MA","Bedford",1991,5.7,397,6555,6952,1.4,0.1
"Bedford","Middlesex County","MA","Bedford",1992,6.3,428,6401,6829,2,-1.7
"Bedford","Middlesex County","MA","Bedford",1993,5.2,345,6290,6635,0.9,-4.5
"Bedford","Middlesex County","MA","Bedford",1994,4.2,284,6405,6689,-0.1,-3.7
"Bedford","Middlesex County","MA","Bedford",1995,3.5,246,6834,7080,-0.8,1.9
"Bedford","Middlesex County","MA","Bedford",1996,2.9,214,7043,7257,-1.4,4.5
"Bedford","Middlesex County","MA","Bedford",1997,2.2,162,7270,7432,-2.1,7
"Bedford","Middlesex County","MA","Bedford",1998,2,146,7328,7474,-2.3,7.6
"Bedford","Middlesex County","MA","Bedford",1999,1.9,145,7412,7557,-2.4,8.8
"Bedford","Middlesex County","MA","Bedford",2000,2.4,158,6548,6706,-1.9,-3.4
"Bedford","Middlesex County","MA","Bedford",2001,3.5,237,6532,6769,-0.8,-2.5
"Bedford","Middlesex County","MA","Bedford",2002,5.2,351,6366,6717,0.9,-3.3
"Bedford","Middlesex County","MA","Bedford",2003,5.4,358,6274,6632,1.1,-4.5
"Bedford","Middlesex County","MA","Bedford",2004,4.2,274,6258,6532,-0.1,-5.9
"Bedford","Middlesex County","MA","Bedford",2005,3.7,241,6300,6541,-0.6,-5.8
"Bedford","Middlesex County","MA","Bedford",2006,3.9,257,6403,6660,-0.4,-4.1
"Bedford","Middlesex County","MA","Bedford",2007,3.3,221,6571,6792,-1,-2.2
"Bedford","Middlesex County","MA","Bedford",2008,4,287,6809,7096,-0.3,2.2
"Bedford","Middlesex County","MA","Bedford",2009,6.3,446,6663,7109,2,2.4
"Bedford","Middlesex County","MA","Bedford",2010,6,417,6522,6939,1.7,-0.1
"Bedford","Middlesex County","MA","Bedford",2011,5.7,398,6616,7014,1.4,1
"Bedford","Middlesex County","MA","Bedford",2012,5,350,6689,7039,0.7,1.4
"Belchertown","Hampshire County","MA","Belchertown",1990,5,298,5711,6009,0,0
"Belchertown","Hampshire County","MA","Belchertown",1991,7,425,5647,6072,2,1
"Belchertown","Hampshire County","MA","Belchertown",1992,7.5,460,5706,6166,2.5,2.6
"Belchertown","Hampshire County","MA","Belchertown",1993,6.6,406,5777,6183,1.6,2.9
