City,Region,Municipal,Population,Violent_crime,Violent_crime_Rate,Murder_and_nonnegligent_manslaughter,Murder_and_nonnegligent_manslaughter_Rate,Rape,Rape_Rate,Robbery,Robbery_Rate,Aggravated_assault,Aggravated_assault_Rate,Property_crime,Property_crime_Rate,Burglary,Burglary_Rate,Larceny_theft,Larceny_theft_Rate,Motor_vehicle_theft,Motor_vehicle_theft_Rate,Arson,Arson_Rate,Year
Lincoln,Lincoln,Lincoln,"8,622",7,81.19,0,0,0,0,0,0,7,81.19,57,661.1,11,127.58,46,533.52,0,0,0,0,2010
Lincoln,Lincoln,Lincoln,"6,401",8,124.98,0,0,0,0,0,0,8,124.98,57,890.49,16,249.96,41,640.52,0,0,0,0,2011
Lincoln,Lincoln,Lincoln,"6,487",8,123.32,0,0,0,0,0,0,8,123.32,45,693.7,17,262.06,28,431.63,0,0,0,0,2012
Lincoln,Lincoln,Lincoln,"6,563",6,91.42,1,15.24,1,15.24,1,15.24,3,45.71,37,563.77,8,121.9,29,441.87,0,0,1,15.24,2013
Lincoln,Lincoln,Lincoln,"6,632",6,90.47,0,0,3,45.24,0,0,3,45.24,41,618.21,7,105.55,34,512.67,0,0,0,0,2014
Lincoln,Lincoln,Lincoln,"7,355",4,54.38,0,0,0,0,0,0,4,54.38,33,448.67,6,81.58,27,367.1,0,0,0,0,2015
Lincoln,Lincoln,Lincoln,"7,550",2,26.49,0,0,1,13.25,0,0,1,13.25,45,596.03,6,79.47,39,516.56,0,0,0,0,2016
Lincoln,Lincoln,Lincoln,"6,860",2,29.15,0,0,0,0,0,0,2,29.15,40,583.09,5,72.89,35,510.2,0,0,0,0,2017
Littleton,Littleton,Littleton,"8,959",5,55.81,0,0,1,11.16,0,0,4,44.65,94,1049.22,29,323.7,60,669.72,5,55.81,2,22.32,2010
Littleton,Littleton,Littleton,"8,978",10,111.38,0,0,1,11.14,0,0,9,100.25,93,1035.87,27,300.74,64,712.85,2,22.28,0,0,2011
Littleton,Littleton,Littleton,"9,097",11,120.92,0,0,0,0,1,10.99,10,109.93,113,1242.17,35,384.74,73,802.46,5,54.96,1,10.99,2012
Littleton,Littleton,Littleton,"9,219",9,97.62,0,0,4,43.39,0,0,5,54.24,92,997.94,15,162.71,75,813.54,2,21.69,1,10.85,2013
Littleton,Littleton,Littleton,"9,350",9,96.26,0,0,0,0,1,10.7,8,85.56,68,727.27,23,245.99,42,449.2,3,32.09,2,21.39,2014
Littleton,Littleton,Littleton,"9,516",16,168.14,0,0,5,52.54,0,0,11,115.59,66,693.57,14,147.12,47,493.91,5,52.54,0,0,2015
Littleton,Littleton,Littleton,"10,074",11,109.19,0,0,4,39.71,0,0,7,69.49,78,774.27,10,99.27,63,625.37,5,49.63,0,0,2016
Littleton,Littleton,Littleton,"10,196",11,107.89,0,0,2,19.62,0,0,9,88.27,75,735.58,21,205.96,50,490.39,4,39.23,0,0,2017
Longmeadow,Longmeadow,Longmeadow,"15,324",5,32.63,0,0,0,0,3,19.58,2,13.05,271,1768.47,45,293.66,220,1435.66,6,39.15,0,0,2010
Longmeadow,Longmeadow,Longmeadow,"15,880",11,69.27,0,0,0,0,3,18.89,8,50.38,189,1190.18,41,258.19,146,919.4,2,12.59,5,31.49,2011
Longmeadow,Longmeadow,Longmeadow,"15,936",11,69.03,0,0,1,6.28,6,37.65,4,25.1,194,1217.37,26,163.15,163,1022.84,5,31.38,1,6.28,2012
Longmeadow,Longmeadow,Longmeadow,"15,844",14,88.36,0,0,2,12.62,3,18.93,9,56.8,156,984.6,27,170.41,121,763.7,8,50.49,1,6.31,2013
Longmeadow,Longmeadow,Longmeadow,"15,901",9,56.6,0,0,1,6.29,1,6.29,7,44.02,137,861.58,25,157.22,111,698.07,1,6.29,0,0,2014
Longmeadow,Longmeadow,Longmeadow,"15,901",18,113.2,0,0,1,6.29,1,6.29,16,100.62,114,716.94,16,100.62,95,597.45,3,18.87,0,0,2015
Longmeadow,Longmeadow,Longmeadow,"15,876",11,69.29,0,0,3,18.9,2,12.6,6,37.79,141,888.13,39,245.65,89,560.59,13,81.88,0,0,2016
Longmeadow,Longmeadow,Longmeadow,"15,848",6,37.86,0,0,2,12.62,2,12.62,2,12.62,147,927.56,33,208.23,109,687.78,5,31.55,0,0,2017
Lowell,Lowell,Lowell,"103,065",1191,1155.58,1,0.97,51,49.48,190,184.35,949,920.78,3584,3477.42,893,866.44,2285,2217.05,406,393.93,27,26.2,2010
Lowell,Lowell,Lowell,"107,167",795,741.83,3,2.8,36,33.59,168,156.76,588,548.68,3101,2893.61,914,852.87,1941,1811.19,246,229.55,33,30.79,2011
Lowell,Lowell,Lowell,"108,539",585,538.98,0,0,37,34.09,174,160.31,374,344.58,3125,2879.15,849,782.21,1981,1825.15,295,271.79,27,24.88,2012
Lowell,Lowell,Lowell,"109,449",625,571.04,4,3.65,40,36.55,192,175.42,389,355.42,3379,3087.28,759,693.47,2300,2101.44,320,292.37,18,16.45,2013
Lowell,Lowell,Lowell,"109,729",598,544.98,6,5.47,40,36.45,181,164.95,371,338.11,2792,2544.45,638,581.43,1832,1669.57,322,293.45,17,15.49,2014
Lowell,Lowell,Lowell,"110,819",482,434.94,0,0,32,28.88,141,127.23,309,278.83,2374,2142.23,489,441.26,1685,1520.5,200,180.47,12,10.83,2015
Lowell,Lowell,Lowell,"111,027",380,342.26,0,0,21,18.91,127,114.39,232,208.96,2199,1980.6,407,366.58,1391,1252.85,401,361.17,13,11.71,2016
Lowell,Lowell,Lowell,"111,294",322,289.32,1,0.9,13,11.68,144,129.39,164,147.36,2198,1974.95,474,425.9,1370,1230.97,354,318.08,10,8.99,2017
Ludlow,Ludlow,Ludlow,"22,028",28,127.11,0,0,2,9.08,9,40.86,17,77.17,324,1470.86,66,299.62,230,1044.13,28,127.11,0,0,2010
Ludlow,Ludlow,Ludlow,"21,232",11,51.81,0,0,0,0,9,42.39,2,9.42,317,1493.03,76,357.95,219,1031.46,22,103.62,0,0,2011
Ludlow,Ludlow,Ludlow,"21,304",28,131.43,0,0,2,9.39,12,56.33,14,65.72,361,1694.52,115,539.8,233,1093.69,13,61.02,3,14.08,2012
Ludlow,Ludlow,Ludlow,"21,214",32,150.84,0,0,7,33,8,37.71,17,80.14,320,1508.44,78,367.68,232,1093.62,10,47.14,0,0,2013
Ludlow,Ludlow,Ludlow,"21,528",46,213.68,0,0,6,27.87,5,23.23,35,162.58,297,1379.6,65,301.93,218,1012.63,14,65.03,0,0,2014
Ludlow,Ludlow,Ludlow,"21,510",30,139.47,0,0,2,9.3,6,27.89,22,102.28,251,1166.9,51,237.1,184,855.42,16,74.38,0,0,2015
Ludlow,Ludlow,Ludlow,"21,484",52,242.04,0,0,8,37.24,5,23.27,39,181.53,287,1335.88,65,302.55,195,907.65,27,125.67,2,9.31,2016
Ludlow,Ludlow,Ludlow,"21,529",52,241.53,0,0,2,9.29,4,18.58,46,213.67,213,989.36,44,204.38,145,673.51,24,111.48,1,4.64,2017
Lunenburg,Lunenburg,Lunenburg,"10,111",17,168.13,0,0,0,0,2,19.78,15,148.35,255,2522.01,86,850.56,161,1592.33,8,79.12,0,0,2010
Lunenburg,Lunenburg,Lunenburg,"10,147",29,285.8,0,0,0,0,2,19.71,27,266.09,272,2680.6,59,581.45,207,2040.01,6,59.13,0,0,2011
Lunenburg,Lunenburg,Lunenburg,"10,212",27,264.39,0,0,1,9.79,1,9.79,25,244.81,227,2222.88,51,499.41,167,1635.33,9,88.13,0,0,2012
Lunenburg,Lunenburg,Lunenburg,"11,149",22,197.33,0,0,5,44.85,1,8.97,16,143.51,210,1883.58,62,556.1,145,1300.57,3,26.91,0,0,2013
Lunenburg,Lunenburg,Lunenburg,"11,238",20,177.97,0,0,2,17.8,4,35.59,14,124.58,293,2607.23,59,525,228,2028.83,6,53.39,0,0,2014
Lunenburg,Lunenburg,Lunenburg,"11,384",22,193.25,0,0,3,26.35,2,17.57,17,149.33,340,2986.65,59,518.27,274,2406.89,7,61.49,0,0,2015
Lunenburg,Lunenburg,Lunenburg,"11,438",31,271.03,0,0,5,43.71,4,34.97,22,192.34,210,1835.99,31,271.03,172,1503.76,7,61.2,1,8.74,2016
Lunenburg,Lunenburg,Lunenburg,"11,477",25,217.83,0,0,5,43.57,0,0,20,174.26,158,1376.67,35,304.96,115,1002,8,69.7,1,8.71,2017
Lynn,Lynn,Lynn,"86,340",764,884.87,3,3.47,41,47.49,208,240.91,512,593,2496,2890.9,595,689.14,1595,1847.35,306,354.41,3,3.47,2010
Lynn,Lynn,Lynn,"90,880",804,884.68,3,3.3,29,31.91,181,199.16,591,650.31,2620,2882.92,718,790.05,1559,1715.45,343,377.42,7,7.7,2011
Lynn,Lynn,Lynn,"91,846",754,820.94,2,2.18,48,52.26,170,185.09,534,581.41,2589,2818.85,698,759.97,1614,1757.29,277,301.59,8,8.71,2012
Lynn,Lynn,Lynn,"91,769",814,887.01,2,2.18,39,42.5,189,205.95,584,636.38,2398,2613.08,510,555.74,1635,1781.65,253,275.69,7,7.63,2013
Lynn,Lynn,Lynn,"92,131",716,777.15,5,5.43,24,26.05,162,175.84,525,569.84,2283,2477.99,445,483.01,1605,1742.08,233,252.9,13,14.11,2014
Lynn,Lynn,Lynn,"92,584",719,776.59,2,2.16,37,39.96,179,193.34,501,541.13,2191,2366.5,434,468.76,1431,1545.62,326,352.11,6,6.48,2015
Lynn,Lynn,Lynn,"92,443",714,772.37,4,4.33,43,46.52,175,189.31,492,532.22,1922,2079.12,365,394.84,1336,1445.21,221,239.07,4,4.33,2016
Lynn,Lynn,Lynn,"93,140",666,715.05,12,12.88,28,30.06,164,176.08,462,496.03,1631,1751.13,299,321.02,1101,1182.09,231,248.01,8,8.59,2017
Lynnfield,Lynnfield,Lynnfield,"11,954",11,92.02,2,16.73,0,0,3,25.1,6,50.19,185,1547.6,36,301.15,142,1187.89,7,58.56,0,0,2010
Lynnfield,Lynnfield,Lynnfield,"11,667",11,94.28,0,0,0,0,2,17.14,9,77.14,228,1954.23,63,539.98,159,1362.82,6,51.43,0,0,2011
Lynnfield,Lynnfield,Lynnfield,"11,791",7,59.37,0,0,0,0,1,8.48,6,50.89,106,898.99,30,254.43,70,593.67,6,50.89,1,8.48,2012
Lynnfield,Lynnfield,Lynnfield,"11,900",2,16.81,0,0,0,0,1,8.4,1,8.4,133,1117.65,14,117.65,111,932.77,8,67.23,0,0,2013
Lynnfield,Lynnfield,Lynnfield,"12,635",8,63.32,0,0,0,0,0,0,8,63.32,93,736.05,18,142.46,72,569.85,3,23.74,0,0,2014
Lynnfield,Lynnfield,Lynnfield,"12,950",7,54.05,0,0,0,0,0,0,7,54.05,103,795.37,20,154.44,77,594.59,6,46.33,1,7.72,2015
Lynnfield,Lynnfield,Lynnfield,"12,946",9,69.52,1,7.72,0,0,4,30.9,4,30.9,90,695.2,14,108.14,71,548.43,5,38.62,0,0,2016
Lynnfield,Lynnfield,Lynnfield,"13,042",7,53.67,0,0,0,0,2,15.34,5,38.34,104,797.42,5,38.34,93,713.08,6,46.01,0,0,2017
Malden,Malden,Malden,"55,540",282,507.74,2,3.6,11,19.81,85,153.04,184,331.29,1487,2677.35,405,729.2,961,1730.28,121,217.86,1,1.8,2010
Malden,Malden,Malden,"59,812",250,417.98,2,3.34,14,23.41,80,133.75,154,257.47,1307,2185.18,317,529.99,872,1457.9,118,197.28,2,3.34,2011
Malden,Malden,Malden,"60,605",280,462.01,1,1.65,19,31.35,75,123.75,185,305.26,1203,1984.98,281,463.66,794,1310.12,128,211.2,7,11.55,2012
Malden,Malden,Malden,"60,816",205,337.08,1,1.64,3,4.93,79,129.9,122,200.61,945,1553.87,240,394.63,618,1016.18,87,143.05,3,4.93,2013
Malden,Malden,Malden,"60,925",219,359.46,1,1.64,7,11.49,63,103.41,148,242.92,1108,1818.63,186,305.29,813,1334.43,109,178.91,1,1.64,2014
Malden,Malden,Malden,"61,211",237,387.19,1,1.63,10,16.34,55,89.85,171,279.36,929,1517.7,140,228.72,687,1122.35,102,166.64,0,0,2015
Malden,Malden,Malden,"61,102",169,276.59,1,1.64,10,16.37,41,67.1,117,191.48,717,1173.45,96,157.11,520,851.04,101,165.3,0,0,2016
Malden,Malden,Malden,"61,098",207,338.8,1,1.64,7,11.46,35,57.29,164,268.42,780,1276.64,119,194.77,588,962.39,73,119.48,0,0,2017
Manchester-by-the-Sea,Manchester-by-the-Sea,Manchester-by-the-Sea,"5,144",4,77.76,0,0,0,0,0,0,4,77.76,16,311.04,6,116.64,9,174.96,1,19.44,0,0,2010
Manchester-by-the-Sea,Manchester-by-the-Sea,Manchester-by-the-Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Manchester-by-the-Sea,Manchester-by-the-Sea,Manchester-by-the-Sea,"5,222",4,76.6,0,0,0,0,0,0,4,76.6,26,497.89,2,38.3,24,459.59,0,0,0,0,2012
Manchester-by-the-Sea,Manchester-by-the-Sea,Manchester-by-the-Sea,"5,255",9,171.27,0,0,1,19.03,0,0,8,152.24,28,532.83,5,95.15,23,437.68,0,0,0,0,2013
Manchester-by-the-Sea,Manchester-by-the-Sea,Manchester-by-the-Sea,"5,290",3,56.71,0,0,0,0,0,0,3,56.71,15,283.55,1,18.9,14,264.65,0,0,0,0,2014
Manchester-by-the-Sea,Manchester-by-the-Sea,Manchester-by-the-Sea,"5,387",5,92.82,0,0,0,0,0,0,5,92.82,21,389.83,6,111.38,14,259.88,1,18.56,0,0,2015
Manchester-by-the-Sea,Manchester-by-the-Sea,Manchester-by-the-Sea,"5,387",5,92.82,0,0,2,37.13,0,0,3,55.69,15,278.45,2,37.13,12,222.76,1,18.56,0,0,2016
Manchester-by-the-Sea,Manchester-by-the-Sea,Manchester-by-the-Sea,"5,435",2,36.8,0,0,1,18.4,0,0,1,18.4,14,257.59,0,0,14,257.59,0,0,0,0,2017
Mansfield,Mansfield,Mansfield,"23,749",47,197.9,0,0,6,25.26,5,21.05,36,151.59,389,1637.96,126,530.55,246,1035.83,17,71.58,3,12.63,2010
Mansfield,Mansfield,Mansfield,"23,325",47,201.5,2,8.57,9,38.59,3,12.86,33,141.48,395,1693.46,149,638.8,224,960.34,22,94.32,1,4.29,2011
Mansfield,Mansfield,Mansfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Mansfield,Mansfield,Mansfield,"23,552",47,199.56,0,0,8,33.97,3,12.74,36,152.85,352,1494.57,144,611.41,196,832.2,12,50.95,2,8.49,2013
Mansfield,Mansfield,Mansfield,"23,727",42,177.01,0,0,11,46.36,4,16.86,27,113.79,245,1032.58,64,269.73,174,733.34,7,29.5,2,8.43,2014
Mansfield,Mansfield,Mansfield,"23,705",60,253.11,0,0,5,21.09,1,4.22,54,227.8,244,1029.32,55,232.02,178,750.9,11,46.4,2,8.44,2015
Mansfield,Mansfield,Mansfield,"23,681",39,164.69,0,0,9,38.01,3,12.67,27,114.02,206,869.9,42,177.36,148,624.97,16,67.56,3,12.67,2016
Mansfield,Mansfield,Mansfield,"23,847",39,163.54,0,0,7,29.35,3,12.58,29,121.61,249,1044.16,31,130,209,876.42,9,37.74,0,0,2017
Marblehead,Marblehead,Marblehead,"19,705",26,131.95,0,0,2,10.15,2,10.15,22,111.65,186,943.92,42,213.14,131,664.81,13,65.97,0,0,2010
Marblehead,Marblehead,Marblehead,"19,929",31,155.55,0,0,0,0,1,5.02,30,150.53,211,1058.76,34,170.61,164,822.92,13,65.23,1,5.02,2011
Marblehead,Marblehead,Marblehead,"20,142",27,134.05,0,0,2,9.93,2,9.93,23,114.19,222,1102.17,43,213.48,171,848.97,8,39.72,1,4.96,2012
Marblehead,Marblehead,Marblehead,"20,209",17,84.12,0,0,1,4.95,0,0,16,79.17,159,786.78,21,103.91,134,663.07,4,19.79,0,0,2013
Marblehead,Marblehead,Marblehead,"20,332",23,113.12,1,4.92,3,14.76,0,0,19,93.45,224,1101.71,37,181.98,177,870.55,10,49.18,2,9.84,2014
Marblehead,Marblehead,Marblehead,"20,616",20,97.01,0,0,1,4.85,1,4.85,18,87.31,172,834.3,27,130.97,142,688.79,3,14.55,1,4.85,2015
Marblehead,Marblehead,Marblehead,"20,563",22,106.99,0,0,2,9.73,1,4.86,19,92.4,148,719.74,20,97.26,121,588.44,7,34.04,0,0,2016
Marblehead,Marblehead,Marblehead,"20,618",36,174.6,0,0,4,19.4,0,0,32,155.2,155,751.77,25,121.25,128,620.82,2,9.7,0,0,2017
Marion,Marion,Marion,"5,131",10,194.89,0,0,0,0,1,19.49,9,175.4,78,1520.17,18,350.81,56,1091.41,4,77.96,0,0,2010
Marion,Marion,Marion,"4,937",5,101.28,0,0,1,20.26,0,0,4,81.02,59,1195.06,13,263.32,44,891.23,2,40.51,0,0,2011
Marion,Marion,Marion,"4,976",6,120.58,0,0,1,20.1,0,0,5,100.48,69,1386.66,21,422.03,46,924.44,2,40.19,0,0,2012
Marion,Marion,Marion,"4,923",7,142.19,0,0,1,20.31,1,20.31,5,101.56,69,1401.58,9,182.82,60,1218.77,0,0,0,0,2013
Marion,Marion,Marion,"4,935",2,40.53,0,0,0,0,0,0,2,40.53,70,1418.44,19,385.01,49,992.91,2,40.53,0,0,2014
Marion,Marion,Marion,"5,084",5,98.35,0,0,1,19.67,0,0,4,78.68,56,1101.49,12,236.03,41,806.45,3,59.01,0,0,2015
Marion,Marion,Marion,"5,098",6,117.69,0,0,1,19.62,0,0,5,98.08,40,784.62,7,137.31,31,608.08,2,39.23,0,0,2016
Marion,Marion,Marion,"5,124",8,156.13,0,0,0,0,0,0,8,156.13,54,1053.86,15,292.74,35,683.06,4,78.06,0,0,2017
Marlborough,Marlborough,Marlborough,"38,250",162,423.53,0,0,14,36.6,8,20.92,140,366.01,745,1947.71,111,290.2,599,1566.01,35,91.5,3,7.84,2010
Marlborough,Marlborough,Marlborough,"38,734",183,472.45,0,0,10,25.82,11,28.4,162,418.24,773,1995.66,129,333.04,609,1572.26,35,90.36,2,5.16,2011
Marlborough,Marlborough,Marlborough,"39,241",117,298.16,0,0,12,30.58,6,15.29,99,252.29,698,1778.75,112,285.42,547,1393.95,39,99.39,4,10.19,2012
Marlborough,Marlborough,Marlborough,"39,531",156,394.63,0,0,18,45.53,17,43,121,306.09,756,1912.42,119,301.03,605,1530.44,32,80.95,2,5.06,2013
Marlborough,Marlborough,Marlborough,"39,748",134,337.12,0,0,18,45.29,7,17.61,109,274.23,691,1738.45,99,249.07,563,1416.42,29,72.96,3,7.55,2014
Marlborough,Marlborough,Marlborough,"39,897",141,353.41,0,0,13,32.58,14,35.09,114,285.74,567,1421.16,62,155.4,485,1215.63,20,50.13,0,0,2015
Marlborough,Marlborough,Marlborough,"39,899",160,401.01,0,0,15,37.59,8,20.05,137,343.37,561,1406.05,85,213.04,453,1135.37,23,57.65,2,5.01,2016
Marlborough,Marlborough,Marlborough,"39,919",152,380.77,0,0,15,37.58,8,20.04,129,323.15,610,1528.09,67,167.84,514,1287.61,29,72.65,4,10.02,2017
Marshfield,Marshfield,Marshfield,"24,675",38,154,0,0,4,16.21,1,4.05,33,133.74,307,1244.17,73,295.85,226,915.91,8,32.42,6,24.32,2010
Marshfield,Marshfield,Marshfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Marshfield,Marshfield,Marshfield,"25,496",38,149.04,0,0,4,15.69,1,3.92,33,129.43,294,1153.12,56,219.64,224,878.57,14,54.91,0,0,2012
Marshfield,Marshfield,Marshfield,"25,581",54,211.09,0,0,5,19.55,3,11.73,46,179.82,229,895.2,29,113.37,186,727.1,14,54.73,2,7.82,2013
Marshfield,Marshfield,Marshfield,"25,657",42,163.7,0,0,7,27.28,1,3.9,34,132.52,178,693.77,37,144.21,135,526.17,6,23.39,1,3.9,2014
Marshfield,Marshfield,Marshfield,"25,751",45,174.75,0,0,2,7.77,2,7.77,41,159.22,111,431.05,11,42.72,95,368.92,5,19.42,0,0,2015
Marshfield,Marshfield,Marshfield,"25,696",31,120.64,0,0,5,19.46,3,11.67,23,89.51,128,498.13,18,70.05,100,389.17,10,38.92,0,0,2016
Marshfield,Marshfield,Marshfield,"25,929",31,119.56,0,0,5,19.28,2,7.71,24,92.56,85,327.82,15,57.85,67,258.4,3,11.57,2,7.71,2017
Mashpee,Mashpee,Mashpee,"14,347",71,494.88,0,0,5,34.85,8,55.76,58,404.27,367,2558.03,92,641.25,265,1847.08,10,69.7,0,0,2010
Mashpee,Mashpee,Mashpee,"14,091",36,255.48,1,7.1,6,42.58,7,49.68,22,156.13,331,2349.02,61,432.9,254,1802.57,16,113.55,2,14.19,2011
Mashpee,Mashpee,Mashpee,"14,123",47,332.79,0,0,4,28.32,7,49.56,36,254.9,293,2074.63,60,424.84,226,1600.23,7,49.56,3,21.24,2012
Mashpee,Mashpee,Mashpee,"14,041",45,320.49,0,0,4,28.49,3,21.37,38,270.64,284,2022.65,61,434.44,214,1524.11,9,64.1,2,14.24,2013
Mashpee,Mashpee,Mashpee,"14,123",45,318.63,0,0,3,21.24,4,28.32,38,269.06,236,1671.03,34,240.74,193,1366.57,9,63.73,2,14.16,2014
Mashpee,Mashpee,Mashpee,"14,066",50,355.47,0,0,5,35.55,0,0,45,319.92,221,1571.16,33,234.61,176,1251.24,12,85.31,0,0,2015
Mashpee,Mashpee,Mashpee,"14,122",33,233.68,0,0,6,42.49,2,14.16,25,177.03,140,991.36,26,184.11,110,778.93,4,28.32,4,28.32,2016
Mashpee,Mashpee,Mashpee,"14,272",40,280.27,1,7.01,3,21.02,2,14.01,34,238.23,185,1296.24,18,126.12,157,1100.06,10,70.07,0,0,2017
Mattapoisett,Mattapoisett,Mattapoisett,"6,474",9,139.02,0,0,0,0,1,15.45,8,123.57,88,1359.28,17,262.59,65,1004.02,6,92.68,1,15.45,2010
Mattapoisett,Mattapoisett,Mattapoisett,"6,082",7,115.09,0,0,0,0,0,0,7,115.09,100,1644.2,22,361.72,76,1249.59,2,32.88,0,0,2011
Mattapoisett,Mattapoisett,Mattapoisett,"6,133",7,114.14,0,0,1,16.31,1,16.31,5,81.53,104,1695.74,32,521.77,70,1141.37,2,32.61,0,0,2012
Mattapoisett,Mattapoisett,Mattapoisett,"6,149",6,97.58,0,0,1,16.26,1,16.26,4,65.05,66,1073.35,16,260.2,45,731.83,5,81.31,0,0,2013
Mattapoisett,Mattapoisett,Mattapoisett,"6,219",9,144.72,0,0,0,0,0,0,9,144.72,109,1752.69,23,369.83,84,1350.7,2,32.16,0,0,2014
Mattapoisett,Mattapoisett,Mattapoisett,"6,265",10,159.62,0,0,0,0,0,0,10,159.62,64,1021.55,13,207.5,48,766.16,3,47.89,0,0,2015
Mattapoisett,Mattapoisett,Mattapoisett,"6,282",17,270.61,0,0,0,0,0,0,17,270.61,53,843.68,11,175.1,39,620.82,3,47.76,0,0,2016
Mattapoisett,Mattapoisett,Mattapoisett,"6,354",11,173.12,0,0,2,31.48,0,0,9,141.64,46,723.95,13,204.6,31,487.88,2,31.48,0,0,2017
Maynard,Maynard,Maynard,"10,534",36,341.75,0,0,3,28.48,2,18.99,31,294.29,83,787.92,11,104.42,71,674.01,1,9.49,0,0,2010
Maynard,Maynard,Maynard,"10,168",25,245.87,1,9.83,1,9.83,0,0,23,226.2,93,914.63,18,177.03,67,658.93,8,78.68,1,9.83,2011
Maynard,Maynard,Maynard,"10,303",24,232.94,0,0,3,29.12,1,9.71,20,194.12,139,1349.12,13,126.18,119,1155,7,67.94,0,0,2012
Maynard,Maynard,Maynard,"10,393",13,125.08,0,0,0,0,0,0,13,125.08,99,952.56,14,134.71,79,760.13,6,57.73,0,0,2013
Maynard,Maynard,Maynard,"10,463",20,191.15,0,0,2,19.11,1,9.56,17,162.48,89,850.62,13,124.25,75,716.81,1,9.56,0,0,2014
Maynard,Maynard,Maynard,"10,567",34,321.76,0,0,2,18.93,2,18.93,30,283.9,59,558.34,7,66.24,47,444.78,5,47.32,4,37.85,2015
Maynard,Maynard,Maynard,"10,745",28,260.59,0,0,6,55.84,1,9.31,21,195.44,61,567.71,11,102.37,49,456.03,1,9.31,2,18.61,2016
Maynard,Maynard,Maynard,"10,756",21,195.24,0,0,3,27.89,0,0,18,167.35,54,502.05,8,74.38,43,399.78,3,27.89,0,0,2017
Medfield,Medfield,Medfield,"12,134",5,41.21,0,0,0,0,0,0,5,41.21,64,527.44,16,131.86,45,370.86,3,24.72,2,16.48,2010
Medfield,Medfield,Medfield,"12,097",7,57.87,0,0,0,0,1,8.27,6,49.6,57,471.19,16,132.26,41,338.93,0,0,0,0,2011
Medfield,Medfield,Medfield,"12,216",16,130.98,0,0,2,16.37,1,8.19,13,106.42,69,564.83,13,106.42,56,458.42,0,0,0,0,2012
Medfield,Medfield,Medfield,"12,309",12,97.49,0,0,2,16.25,0,0,10,81.24,58,471.2,16,129.99,42,341.21,0,0,0,0,2013
Medfield,Medfield,Medfield,"12,415",4,32.22,0,0,0,0,0,0,4,32.22,61,491.34,15,120.82,43,346.36,3,24.16,0,0,2014
Medfield,Medfield,Medfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Medfield,Medfield,Medfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
Medfield,Medfield,Medfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017
Medford,Medford,Medford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Medford,Medford,Medford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Medford,Medford,Medford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Medford,Medford,Medford,"57,428",112,195.03,0,0,10,17.41,29,50.5,73,127.12,898,1563.7,160,278.61,672,1170.16,66,114.93,2,3.48,2013
Medford,Medford,Medford,"57,551",106,184.18,0,0,5,8.69,24,41.7,77,133.79,851,1478.69,98,170.28,674,1171.14,79,137.27,2,3.48,2014
Medford,Medford,Medford,"57,742",107,185.31,0,0,10,17.32,25,43.3,72,124.69,761,1317.93,114,197.43,563,975.03,84,145.47,0,0,2015
Medford,Medford,Medford,"57,367",89,155.14,0,0,4,6.97,22,38.35,63,109.82,670,1167.92,87,151.66,535,932.59,48,83.67,0,0,2016
Medford,Medford,Medford,"57,418",88,153.26,0,0,5,8.71,14,24.38,69,120.17,663,1154.69,115,200.29,485,844.68,63,109.72,1,1.74,2017
Medway,Medway,Medway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Medway,Medway,Medway,"12,830",6,46.77,1,7.79,0,0,0,0,5,38.97,99,771.63,20,155.88,78,607.95,1,7.79,0,0,2011
Medway,Medway,Medway,"12,956",12,92.62,2,15.44,1,7.72,0,0,9,69.47,118,910.77,23,177.52,94,725.53,1,7.72,0,0,2012
Medway,Medway,Medway,"12,929",1,7.73,0,0,0,0,0,0,1,7.73,111,858.54,20,154.69,89,688.37,2,15.47,0,0,2013
Medway,Medway,Medway,"13,159",3,22.8,0,0,1,7.6,0,0,2,15.2,58,440.76,19,144.39,38,288.78,1,7.6,0,0,2014
