JURISDICTIONCODE,NAME,Year,Total_Taxable_Property_Values,Total_Tax_Exempt_Values,Total,Taxable_as_a___of_Total,Tax_Exempt_as_a___of_Total
185,Milford,2009,3325864671,199379100,3525243771,94.34,5.66
185,Milford,2010,3074937774,199875700,3274813474,93.9,6.1
185,Milford,2011,2908429512,196104000,3104533512,93.68,6.32
185,Milford,2012,2818193496,194110000,3012303496,93.56,6.44
185,Milford,2013,2777528854,191328000,2968856854,93.56,6.44
185,Milford,2014,2742732915,192444700,2935177615,93.44,6.56
185,Milford,2015,2872648718,201906645,3074555363,93.43,6.57
185,Milford,2016,3007636160,206820859,3214457019,93.57,6.43
186,Millbury,2003,846332975,99954700,946287675,89.44,10.56
186,Millbury,2004,860776218,100950800,961727018,89.5,10.5
186,Millbury,2005,1167484864,114984700,1282469564,91.03,8.97
186,Millbury,2006,1394742767,128871100,1523613867,91.54,8.46
186,Millbury,2007,1534375532,132570300,1666945832,92.05,7.95
186,Millbury,2008,1481596357,134911000,1616507357,91.65,8.35
186,Millbury,2009,1498761215,140175800,1638937015,91.45,8.55
186,Millbury,2010,1384923642,138659800,1523583442,90.9,9.1
186,Millbury,2011,1311635723,137506300,1449142023,90.51,9.49
186,Millbury,2012,1274360579,130480200,1404840779,90.71,9.29
186,Millbury,2013,1240728108,132887400,1373615508,90.33,9.67
186,Millbury,2014,1246458831,134337100,1380795931,90.27,9.73
186,Millbury,2015,1357047951,142567800,1499615751,90.49,9.51
186,Millbury,2016,1395657448,142140900,1537798348,90.76,9.24
187,Millis,2003,694450960,37160400,731611360,94.92,5.08
187,Millis,2004,700836130,37507700,738343830,94.92,5.08
187,Millis,2005,989149160,48683900,1037833060,95.31,4.69
187,Millis,2006,1022603410,52863600,1075467010,95.08,4.92
187,Millis,2007,1079205010,53698700,1132903710,95.26,4.74
187,Millis,2008,1130281080,61403000,1191684080,94.85,5.15
187,Millis,2009,1103294700,62279600,1165574300,94.66,5.34
187,Millis,2010,1066155430,60264300,1126419730,94.65,5.35
187,Millis,2011,995629980,64919400,1060549380,93.88,6.12
187,Millis,2012,995425000,65948000,1061373000,93.79,6.21
187,Millis,2013,999286250,64860300,1064146550,93.9,6.1
187,Millis,2014,1009031070,66434500,1075465570,93.82,6.18
187,Millis,2015,1049514290,73659900,1123174190,93.44,6.56
187,Millis,2016,1065964880,73346600,1139311480,93.56,6.44
188,Millville,2003,172388476,13241600,185630076,92.87,7.13
188,Millville,2004,195242516,14274800,209517316,93.19,6.81
188,Millville,2005,277475997,16677600,294153597,94.33,5.67
188,Millville,2006,280827720,16892200,297719920,94.33,5.67
188,Millville,2007,326355629,18168500,344524129,94.73,5.27
188,Millville,2008,335525124,19395900,354921024,94.54,5.46
188,Millville,2009,321007032,18243000,339250032,94.62,5.38
188,Millville,2010,320694823,18331500,339026323,94.59,5.41
188,Millville,2011,295737825,19524400,315262225,93.81,6.19
188,Millville,2012,292257300,18783100,311040400,93.96,6.04
188,Millville,2013,268524895,17944200,286469095,93.74,6.26
188,Millville,2014,244231653,16369500,260601153,93.72,6.28
188,Millville,2015,252290638,16424900,268715538,93.89,6.11
188,Millville,2016,269791233,16935300,286726533,94.09,5.91
189,Milton,2003,3361125391,313430150,3674555541,91.47,8.53
189,Milton,2004,3383837226,313486000,3697323226,91.52,8.48
189,Milton,2005,4044975101,326886700,4371861801,92.52,7.48
189,Milton,2006,4565959340,442280400,5008239740,91.17,8.83
189,Milton,2007,4616180467,519394100,5135574567,89.89,10.11
189,Milton,2008,4662892057,560059860,5222951917,89.28,10.72
189,Milton,2009,4497791088,557842360,5055633448,88.97,11.03
189,Milton,2010,4411820926,555230892,4967051818,88.82,11.18
189,Milton,2011,4299353433,548246292,4847599725,88.69,11.31
189,Milton,2012,4333363901,540386252,4873750153,88.91,11.09
189,Milton,2013,4323171659,575574392,4898746051,88.25,11.75
189,Milton,2014,4385385588,582299392,4967684980,88.28,11.72
189,Milton,2015,4774696769,621910240,5396607009,88.48,11.52
189,Milton,2016,5148564163,728257980,5876822143,87.61,12.39
190,Monroe,2003,14865777,2070940,16936717,87.77,12.23
190,Monroe,2004,14922469,2070940,16993409,87.81,12.19
190,Monroe,2005,15626062,2030600,17656662,88.5,11.5
190,Monroe,2006,17911310,2687964,20599274,86.95,13.05
190,Monroe,2007,19004549,2687964,21692513,87.61,12.39
190,Monroe,2008,19154764,2687964,21842728,87.69,12.31
190,Monroe,2009,23533707,2319234,25852941,91.03,8.97
190,Monroe,2010,21392581,2322934,23715515,90.21,9.79
190,Monroe,2011,21417203,2322934,23740137,90.22,9.78
190,Monroe,2012,22472074,2471830,24943904,90.09,9.91
190,Monroe,2013,22352142,2471830,24823972,90.04,9.96
190,Monroe,2014,22473806,2471830,24945636,90.09,9.91
190,Monroe,2015,25910011,2475130,28385141,91.28,8.72
190,Monroe,2016,25848017,2502930,28350947,91.17,8.83
191,Monson,2003,441123600,95981638,537105238,82.13,17.87
191,Monson,2004,523875450,88837898,612713348,85.5,14.5
191,Monson,2005,604814900,104055108,708870008,85.32,14.68
191,Monson,2006,658112650,105052488,763165138,86.23,13.77
191,Monson,2007,734702733,109728200,844430933,87.01,12.99
191,Monson,2008,787745192,91877100,879622292,89.55,10.45
191,Monson,2009,797207780,88263400,885471180,90.03,9.97
191,Monson,2010,771116435,85217400,856333835,90.05,9.95
191,Monson,2011,742770280,82890000,825660280,89.96,10.04
191,Monson,2012,729293150,81945600,811238750,89.9,10.1
191,Monson,2013,746707595,82859500,829567095,90.01,9.99
191,Monson,2014,721830276,80607100,802437376,89.95,10.05
191,Monson,2015,727236401,81043400,808279801,89.97,10.03
191,Monson,2016,733225391,76976600,810201991,90.5,9.5
192,Montague,2003,456297636,81084440,537382076,84.91,15.09
192,Montague,2004,520268096,95520505,615788601,84.49,15.51
192,Montague,2005,569717741,92622045,662339786,86.02,13.98
192,Montague,2006,605081324,94393485,699474809,86.51,13.49
192,Montague,2007,689914610,112329000,802243610,86,14
192,Montague,2008,701522786,113433843,814956629,86.08,13.92
192,Montague,2009,710859781,110275690,821135471,86.57,13.43
192,Montague,2010,744807996,125148994,869956990,85.61,14.39
192,Montague,2011,739686403,124908094,864594497,85.55,14.45
192,Montague,2012,731566784,125438454,857005238,85.36,14.64
192,Montague,2013,710033369,122717550,832750919,85.26,14.74
192,Montague,2014,760048413,130528881,890577294,85.34,14.66
192,Montague,2015,757183042,129041761,886224803,85.44,14.56
192,Montague,2016,756413618,124895157,881308775,85.83,14.17
193,Monterey,2003,243627546,33079900,276707446,88.05,11.95
193,Monterey,2004,245214863,35653700,280868563,87.31,12.69
193,Monterey,2005,310972829,37585400,348558229,89.22,10.78
193,Monterey,2006,428496924,46899700,475396624,90.13,9.87
193,Monterey,2007,429628874,46899700,476528574,90.16,9.84
193,Monterey,2008,467032526,51640200,518672726,90.04,9.96
193,Monterey,2009,486315962,57646500,543962462,89.4,10.6
193,Monterey,2010,492442255,58195200,550637455,89.43,10.57
193,Monterey,2011,494331333,59217600,553548933,89.3,10.7
193,Monterey,2012,500191828,56294700,556486528,89.88,10.12
193,Monterey,2013,501501762,55993800,557495562,89.96,10.04
193,Monterey,2014,502472639,56203300,558675939,89.94,10.06
193,Monterey,2015,502419840,56136700,558556540,89.95,10.05
193,Monterey,2016,504273397,56544900,560818297,89.92,10.08
194,Montgomery,2003,55078766,3010900,58089666,94.82,5.18
194,Montgomery,2004,68742151,4467105,73209256,93.9,6.1
194,Montgomery,2005,73804227,4558105,78362332,94.18,5.82
194,Montgomery,2006,91932694,5826600,97759294,94.04,5.96
194,Montgomery,2007,96131633,4753000,100884633,95.29,4.71
194,Montgomery,2008,97096397,4753000,101849397,95.33,4.67
194,Montgomery,2009,95953986,4868800,100822786,95.17,4.83
194,Montgomery,2010,97515955,4819000,102334955,95.29,4.71
194,Montgomery,2011,98897087,4819000,103716087,95.35,4.65
194,Montgomery,2012,98410742,4848700,103259442,95.3,4.7
194,Montgomery,2013,103740990,4872700,108613690,95.51,4.49
194,Montgomery,2014,105014969,4932900,109947869,95.51,4.49
194,Montgomery,2015,106186887,4930500,111117387,95.56,4.44
194,Montgomery,2016,105899992,4955300,110855292,95.53,4.47
195,Mount Washington,2003,52163357,26400700,78564057,66.4,33.6
195,Mount Washington,2004,58767824,32408500,91176324,64.46,35.54
195,Mount Washington,2005,60325454,31017300,91342754,66.04,33.96
195,Mount Washington,2006,65904813,34678700,100583513,65.52,34.48
195,Mount Washington,2007,75029624,36977400,112007024,66.99,33.01
195,Mount Washington,2008,76108970,37378800,113487770,67.06,32.94
195,Mount Washington,2009,76342880,37550900,113893780,67.03,32.97
195,Mount Washington,2010,67584570,32873900,100458470,67.28,32.72
195,Mount Washington,2011,83510118,36753400,120263518,69.44,30.56
195,Mount Washington,2012,83762298,37125100,120887398,69.29,30.71
195,Mount Washington,2013,84329128,37358600,121687728,69.3,30.7
195,Mount Washington,2014,83819178,37259300,121078478,69.23,30.77
195,Mount Washington,2015,84288303,37259300,121547603,69.35,30.65
195,Mount Washington,2016,83231659,36915500,120147159,69.27,30.73
196,Nahant,2003,568989052,56723500,625712552,90.93,9.07
196,Nahant,2004,634005385,62692400,696697785,91,9
196,Nahant,2005,710234525,66795900,777030425,91.4,8.6
196,Nahant,2006,791884770,74256400,866141170,91.43,8.57
196,Nahant,2007,845814255,78008400,923822655,91.56,8.44
196,Nahant,2008,866166675,84204200,950370875,91.14,8.86
196,Nahant,2009,845531239,81554500,927085739,91.2,8.8
196,Nahant,2010,778519185,75658900,854178085,91.14,8.86
196,Nahant,2011,750876240,73300000,824176240,91.11,8.89
196,Nahant,2012,731212558,71202300,802414858,91.13,8.87
196,Nahant,2013,735052978,71500100,806553078,91.14,8.86
196,Nahant,2014,734525168,74425300,808950468,90.8,9.2
196,Nahant,2015,758715768,74216400,832932168,91.09,8.91
196,Nahant,2016,809424570,74994000,884418570,91.52,8.48
197,Nantucket,2003,10807646647,1876587600,12684234247,85.21,14.79
197,Nantucket,2004,12800439935,2306762500,15107202435,84.73,15.27
197,Nantucket,2005,13047557670,2350426500,15397984170,84.74,15.26
197,Nantucket,2006,16474976197,4086651800,20561627997,80.12,19.88
197,Nantucket,2007,20383711813,5037509500,25421221313,80.18,19.82
197,Nantucket,2008,20623608960,5045186000,25668794960,80.35,19.65
197,Nantucket,2009,20819085012,5054350800,25873435812,80.47,19.53
197,Nantucket,2010,20063008015,3740515200,23803523215,84.29,15.71
197,Nantucket,2011,17208429905,3134384400,20342814305,84.59,15.41
197,Nantucket,2012,16844170191,3093784500,19937954691,84.48,15.52
197,Nantucket,2013,17101129679,3153871000,20255000679,84.43,15.57
197,Nantucket,2014,16939727455,3140035300,20079762755,84.36,15.64
197,Nantucket,2015,18181425169,3254053700,21435478869,84.82,15.18
197,Nantucket,2016,20544013596,3597048800,24141062396,85.1,14.9
198,Natick,2003,4394385885,437708900,4832094785,90.94,9.06
198,Natick,2004,5498901660,512454200,6011355860,91.48,8.52
198,Natick,2005,5551953330,539531360,6091484690,91.14,8.86
198,Natick,2006,6104716810,581741000,6686457810,91.3,8.7
198,Natick,2007,6559448230,505903000,7065351230,92.84,7.16
198,Natick,2008,6512153870,522967200,7035121070,92.57,7.43
198,Natick,2009,6585028440,523878950,7108907390,92.63,7.37
198,Natick,2010,6595636170,563234890,7158871060,92.13,7.87
198,Natick,2011,6321047327,552507131,6873554458,91.96,8.04
198,Natick,2012,6215335586,546990431,6762326017,91.91,8.09
198,Natick,2013,6228971060,525462931,6754433991,92.22,7.78
198,Natick,2014,6589327610,560049600,7149377210,92.17,7.83
198,Natick,2015,6984848900,608130300,7592979200,91.99,8.01
198,Natick,2016,7355714270,641107400,7996821670,91.98,8.02
199,Needham,2003,5457973540,351186900,5809160440,93.95,6.05
199,Needham,2004,5795628004,440411700,6236039704,92.94,7.06
199,Needham,2005,5990150560,462310600,6452461160,92.84,7.16
199,Needham,2006,7041870201,485717867,7527588068,93.55,6.45
199,Needham,2007,7120813393,506242767,7627056160,93.36,6.64
199,Needham,2008,7209038765,567445777,7776484542,92.7,7.3
199,Needham,2009,7331302203,584666047,7915968250,92.61,7.39
199,Needham,2010,7431763903,559356747,7991120650,93,7
199,Needham,2011,7576258088,584872462,8161130550,92.83,7.17
199,Needham,2012,7833149550,610967320,8444116870,92.76,7.24
199,Needham,2013,7923989930,620330520,8544320450,92.74,7.26
199,Needham,2014,8068732995,628641295,8697374290,92.77,7.23
199,Needham,2015,8838727746,672212595,9510940341,92.93,7.07
199,Needham,2016,9068188822,684071695,9752260517,92.99,7.01
200,New Ashford,2003,22437700,2502100,24939800,89.97,10.03
200,New Ashford,2004,23072700,2502100,25574800,90.22,9.78
200,New Ashford,2005,29242700,2735000,31977700,91.45,8.55
200,New Ashford,2006,30183000,1566500,31749500,95.07,4.93
200,New Ashford,2007,31473900,2786500,34260400,91.87,8.13
200,New Ashford,2008,31380700,2957700,34338400,91.39,8.61
200,New Ashford,2009,43207100,6168600,49375700,87.51,12.49
200,New Ashford,2010,45535300,12102300,57637600,79,21
200,New Ashford,2011,45435300,12202300,57637600,78.83,21.17
200,New Ashford,2012,39934900,8210700,48145600,82.95,17.05
200,New Ashford,2013,39912100,8210700,48122800,82.94,17.06
200,New Ashford,2014,39925600,8210700,48136300,82.94,17.06
200,New Ashford,2015,40798100,8210700,49008800,83.25,16.75
200,New Ashford,2016,40934800,8210700,49145500,83.29,16.71
201,New Bedford,2003,3604932440,866499200,4471431640,80.62,19.38
201,New Bedford,2004,4534708400,989850500,5524558900,82.08,17.92
201,New Bedford,2005,5180267390,1016120200,6196387590,83.6,16.4
201,New Bedford,2006,5833490830,1047595300,6881086130,84.78,15.22
201,New Bedford,2007,6677538560,1116400300,7793938860,85.68,14.32
201,New Bedford,2008,6726209860,1162771500,7888981360,85.26,14.74
201,New Bedford,2009,6594831510,1155990500,7750822010,85.09,14.91
201,New Bedford,2010,6484764550,1146308700,7631073250,84.98,15.02
201,New Bedford,2011,6007643530,1131160800,7138804330,84.15,15.85
201,New Bedford,2012,5675527230,1135960500,6811487730,83.32,16.68
201,New Bedford,2013,5479569620,1153530804,6633100424,82.61,17.39
201,New Bedford,2014,5226433760,1128056700,6354490460,82.25,17.75
201,New Bedford,2015,5237212490,1133039900,6370252390,82.21,17.79
201,New Bedford,2016,5334989630,1272834400,6607824030,80.74,19.26
202,New Braintree,2003,58820693,17158900,75979593,77.42,22.58
202,New Braintree,2004,83983174,19434600,103417774,81.21,18.79
202,New Braintree,2005,86103723,21109700,107213423,80.31,19.69
202,New Braintree,2006,97045085,22178400,119223485,81.4,18.6
202,New Braintree,2007,113029238,23803000,136832238,82.6,17.4
202,New Braintree,2008,115289704,25642100,140931804,81.81,18.19
202,New Braintree,2009,117445625,26503900,143949525,81.59,18.41
202,New Braintree,2010,113918130,28973400,142891530,79.72,20.28
202,New Braintree,2011,107094945,26262300,133357245,80.31,19.69
202,New Braintree,2012,104652557,25540800,130193357,80.38,19.62
202,New Braintree,2013,110568026,28819900,139387926,79.32,20.68
202,New Braintree,2014,110292928,28823200,139116128,79.28,20.72
202,New Braintree,2015,110734543,29497300,140231843,78.97,21.03
202,New Braintree,2016,105051471,27058600,132110071,79.52,20.48
203,New Marlborough,2003,209782669,9379300,219161969,95.72,4.28
203,New Marlborough,2004,354830960,21595400,376426360,94.26,5.74
203,New Marlborough,2005,360013000,21514500,381527500,94.36,5.64
203,New Marlborough,2006,422301780,23921900,446223680,94.64,5.36
203,New Marlborough,2007,508522570,20610700,529133270,96.1,3.9
203,New Marlborough,2008,496376060,19990200,516366260,96.13,3.87
203,New Marlborough,2009,496614680,20506300,517120980,96.03,3.97
203,New Marlborough,2010,483703640,20165400,503869040,96,4
203,New Marlborough,2011,453958790,19754900,473713690,95.83,4.17
203,New Marlborough,2012,455984600,20107800,476092400,95.78,4.22
203,New Marlborough,2013,471279140,21162400,492441540,95.7,4.3
203,New Marlborough,2014,477310290,22337800,499648090,95.53,4.47
203,New Marlborough,2015,476848240,21913000,498761240,95.61,4.39
203,New Marlborough,2016,485264620,22292800,507557420,95.61,4.39
204,New Salem,2003,74176400,9085700,83262100,89.09,10.91
204,New Salem,2004,76314621,9190300,85504921,89.25,10.75
204,New Salem,2005,84023618,25276649,109300267,76.87,23.13
204,New Salem,2006,104764431,45463600,150228031,69.74,30.26
204,New Salem,2007,107459898,28683722,136143620,78.93,21.07
204,New Salem,2008,108322289,28939322,137261611,78.92,21.08
204,New Salem,2009,119140009,40817899,159957908,74.48,25.52
204,New Salem,2010,119678521,40756699,160435220,74.6,25.4
204,New Salem,2011,116794003,40080499,156874502,74.45,25.55
204,New Salem,2012,118709970,42821499,161531469,73.49,26.51
204,New Salem,2013,106886415,44108593,150995008,70.79,29.21
204,New Salem,2014,107742486,43967942,151710428,71.02,28.98
204,New Salem,2015,107964663,44229817,152194480,70.94,29.06
204,New Salem,2016,105213647,43358017,148571664,70.82,29.18
205,Newbury,2003,900378919,111332100,1011711019,89,11
205,Newbury,2004,1094238893,127200200,1221439093,89.59,10.41
205,Newbury,2005,1170748684,130349500,1301098184,89.98,10.02
205,Newbury,2006,1272083955,145218300,1417302255,89.75,10.25
205,Newbury,2007,1437975207,186317300,1624292507,88.53,11.47
205,Newbury,2008,1417441946,189233400,1606675346,88.22,11.78
205,Newbury,2009,1358656887,190378900,1549035787,87.71,12.29
205,Newbury,2010,1367542555,183959000,1551501555,88.14,11.86
205,Newbury,2011,1288765831,181319300,1470085131,87.67,12.33
205,Newbury,2012,1203306449,178939800,1382246249,87.05,12.95
205,Newbury,2013,1198015670,175561600,1373577270,87.22,12.78
205,Newbury,2014,1233975798,184475100,1418450898,86.99,13.01
205,Newbury,2015,1254369345,183581300,1437950645,87.23,12.77
205,Newbury,2016,1315963077,187800800,1503763877,87.51,12.49
206,Newburyport,2003,2110030865,224927000,2334957865,90.37,9.63
206,Newburyport,2004,2141369796,223711500,2365081296,90.54,9.46
206,Newburyport,2005,3065377025,282135800,3347512825,91.57,8.43
206,Newburyport,2006,3282762337,284153900,3566916237,92.03,7.97
206,Newburyport,2007,3510329680,294624800,3804954480,92.26,7.74
206,Newburyport,2008,3624203332,293399600,3917602932,92.51,7.49
206,Newburyport,2009,3477448681,283290300,3760738981,92.47,7.53
206,Newburyport,2010,3369691485,278903500,3648594985,92.36,7.64
206,Newburyport,2011,3361665168,263374500,3625039668,92.73,7.27
206,Newburyport,2012,3289609559,282282000,3571891559,92.1,7.9
206,Newburyport,2013,3254839872,280133500,3534973372,92.08,7.92
206,Newburyport,2014,3292217611,333243100,3625460711,90.81,9.19
206,Newburyport,2015,3608068142,369976600,3978044742,90.7,9.3
206,Newburyport,2016,3765130445,377377600,4142508045,90.89,9.11
207,Newton,2003,15017075200,1438661600,16455736800,91.26,8.74
207,Newton,2004,16825041600,1442531500,18267573100,92.1,7.9
207,Newton,2005,18854982400,1949126300,20804108700,90.63,9.37
207,Newton,2006,19866823700,2310710700,22177534400,89.58,10.42
207,Newton,2007,20667221900,2245600200,22912822100,90.2,9.8
207,Newton,2008,20457629500,2194850700,22652480200,90.31,9.69
207,Newton,2009,20714549200,2398440400,23112989600,89.62,10.38
207,Newton,2010,20487831700,2881861000,23369692700,87.67,12.33
207,Newton,2011,20232810000,2882861200,23115671200,87.53,12.47
207,Newton,2012,20463999400,3322897700,23786897100,86.03,13.97
207,Newton,2013,20645306200,3272069000,23917375200,86.32,13.68
207,Newton,2014,20962189800,3350242400,24312432200,86.22,13.78
207,Newton,2015,22665105200,3507987000,26173092200,86.6,13.4
207,Newton,2016,24321818000,3661899100,27983717100,86.91,13.09
208,Norfolk,2003,1046235082,70687800,1116922882,93.67,6.33
208,Norfolk,2004,1201670905,92932300,1294603205,92.82,7.18
208,Norfolk,2005,1239305940,98971400,1338277340,92.6,7.4
208,Norfolk,2006,1430985027,107159300,1538144327,93.03,6.97
208,Norfolk,2007,1553492859,95228250,1648721109,94.22,5.78
208,Norfolk,2008,1512449163,88420650,1600869813,94.48,5.52
208,Norfolk,2009,1467942722,87668950,1555611672,94.36,5.64
208,Norfolk,2010,1501202458,95060925,1596263383,94.04,5.96
208,Norfolk,2011,1448598429,94577925,1543176354,93.87,6.13
208,Norfolk,2012,1455660228,95423825,1551084053,93.85,6.15
208,Norfolk,2013,1465419800,93848700,1559268500,93.98,6.02
208,Norfolk,2014,1490683450,93097600,1583781050,94.12,5.88
208,Norfolk,2015,1537948480,92777000,1630725480,94.31,5.69
208,Norfolk,2016,1590992453,137933000,1728925453,92.02,7.98
209,North Adams,2003,445769750,119890300,565660050,78.81,21.19
209,North Adams,2004,507115772,129332800,636448572,79.68,20.32
209,North Adams,2005,553363255,133470400,686833655,80.57,19.43
209,North Adams,2006,598703101,136571800,735274901,81.43,18.57
209,North Adams,2007,659151904,176728150,835880054,78.86,21.14
209,North Adams,2008,722842694,176988350,899831044,80.33,19.67
209,North Adams,2009,731941734,179638150,911579884,80.29,19.71
209,North Adams,2010,727183465,183092800,910276265,79.89,20.11
209,North Adams,2011,714355943,180661750,895017693,79.81,20.19
209,North Adams,2012,705835314,185318950,891154264,79.2,20.8
209,North Adams,2013,710245944,186556550,896802494,79.2,20.8
209,North Adams,2014,714340528,186724350,901064878,79.28,20.72
209,North Adams,2015,712068051,196750450,908818501,78.35,21.65
209,North Adams,2016,709233263,203219800,912453063,77.73,22.27
210,North Andover,2003,3068249244,155259100,3223508344,95.18,4.82
210,North Andover,2004,3726771550,192225600,3918997150,95.1,4.9
210,North Andover,2005,3931306809,195635200,4126942009,95.26,4.74
210,North Andover,2006,4240774030,338185900,4578959930,92.61,7.39
210,North Andover,2007,4651633109,384614400,5036247509,92.36,7.64
210,North Andover,2008,4534465467,387412300,4921877767,92.13,7.87
210,North Andover,2009,4455123530,391958100,4847081630,91.91,8.09
210,North Andover,2010,4233059057,422961000,4656020057,90.92,9.08
210,North Andover,2011,4121551610,416386500,4537938110,90.82,9.18
210,North Andover,2012,4145028195,416922600,4561950795,90.86,9.14
210,North Andover,2013,4269634302,419518600,4689152902,91.05,8.95
210,North Andover,2014,4208289380,425433000,4633722380,90.82,9.18
210,North Andover,2015,4294276090,426874700,4721150790,90.96,9.04
210,North Andover,2016,4459036465,429172800,4888209265,91.22,8.78
211,North Attleborough,2003,2290697517,115839100,2406536617,95.19,4.81
211,North Attleborough,2004,2361297354,116495700,2477793054,95.3,4.7
211,North Attleborough,2005,3413482090,190643300,3604125390,94.71,5.29
211,North Attleborough,2006,3701017030,204067500,3905084530,94.77,5.23
211,North Attleborough,2007,4131853820,218075300,4349929120,94.99,5.01
211,North Attleborough,2008,4065770580,228037500,4293808080,94.69,5.31
211,North Attleborough,2009,3878405640,226422700,4104828340,94.48,5.52
211,North Attleborough,2010,3749081100,229543100,3978624200,94.23,5.77
211,North Attleborough,2011,3447059590,213088600,3660148190,94.18,5.82
211,North Attleborough,2012,3377129350,210649000,3587778350,94.13,5.87
211,North Attleborough,2013,3355237890,215198000,3570435890,93.97,6.03
211,North Attleborough,2014,3344985160,234369100,3579354260,93.45,6.55
211,North Attleborough,2015,3486909730,236825700,3723735430,93.64,6.36
211,North Attleborough,2016,3575099940,238980000,3814079940,93.73,6.27
212,North Brookfield,2003,224337315,29102686,253440001,88.52,11.48
212,North Brookfield,2004,325151926,39489494,364641420,89.17,10.83
212,North Brookfield,2005,331797365,39417494,371214859,89.38,10.62
212,North Brookfield,2006,384286300,55537530,439823830,87.37,12.63
212,North Brookfield,2007,441009485,52711656,493721141,89.32,10.68
212,North Brookfield,2008,447940123,52599524,500539647,89.49,10.51
212,North Brookfield,2009,441148873,54037324,495186197,89.09,10.91
212,North Brookfield,2010,393045412,50414226,443459638,88.63,11.37
212,North Brookfield,2011,394051021,50663600,444714621,88.61,11.39
212,North Brookfield,2012,393895875,51124300,445020175,88.51,11.49
212,North Brookfield,2013,379287101,50362800,429649901,88.28,11.72
212,North Brookfield,2014,378662601,50325100,428987701,88.27,11.73
212,North Brookfield,2015,381991427,50629400,432620827,88.3,11.7
212,North Brookfield,2016,379845736,50310900,430156636,88.3,11.7
213,North Reading,2003,1844112300,129801700,1973914000,93.42,6.58
213,North Reading,2004,1987040180,135799400,2122839580,93.6,6.4
213,North Reading,2005,2322009625,153758800,2475768425,93.79,6.21
213,North Reading,2006,2531891796,171810900,2703702696,93.65,6.35
213,North Reading,2007,2697393714,204859100,2902252814,92.94,7.06
213,North Reading,2008,2682545958,202756200,2885302158,92.97,7.03
213,North Reading,2009,2692926342,201646100,2894572442,93.03,6.97
213,North Reading,2010,2504171881,192595300,2696767181,92.86,7.14
213,North Reading,2011,2492221503,183620200,2675841703,93.14,6.86
213,North Reading,2012,2506423743,184133600,2690557343,93.16,6.84
213,North Reading,2013,2522395996,183516400,2705912396,93.22,6.78
213,North Reading,2014,2545050909,206744000,2751794909,92.49,7.51
213,North Reading,2015,2670407016,279640500,2950047516,90.52,9.48
213,North Reading,2016,2792045352,337903000,3129948352,89.2,10.8
214,Northampton,2003,1769407280,727353220,2496760500,70.87,29.13
214,Northampton,2004,2280558792,745113551,3025672343,75.37,24.63
214,Northampton,2005,2472900492,745409510,3218310002,76.84,23.16
214,Northampton,2006,2782907866,751565950,3534473816,78.74,21.26
214,Northampton,2007,3160088517,807597263,3967685780,79.65,20.35
214,Northampton,2008,3193586550,817438300,4011024850,79.62,20.38
214,Northampton,2009,3240189100,830582230,4070771330,79.6,20.4
214,Northampton,2010,3193555130,939324420,4132879550,77.27,22.73
214,Northampton,2011,3212731690,940056740,4152788430,77.36,22.64
214,Northampton,2012,3237899790,935743800,4173643590,77.58,22.42
214,Northampton,2013,3182919482,952816547,4135736029,76.96,23.04
214,Northampton,2014,3214023380,942893870,4156917250,77.32,22.68
214,Northampton,2015,3259044078,939342100,4198386178,77.63,22.37
214,Northampton,2016,3288386760,926885287,4215272047,78.01,21.99
215,Northborough,2003,1504004730,68354600,1572359330,95.65,4.35
215,Northborough,2004,1973677990,84605000,2058282990,95.89,4.11
215,Northborough,2005,2070312410,94254700,2164567110,95.65,4.35
215,Northborough,2006,2339091220,97107900,2436199120,96.01,3.99
215,Northborough,2007,2481010960,129891300,2610902260,95.03,4.97
215,Northborough,2008,2454835590,130236400,2585071990,94.96,5.04
215,Northborough,2009,2488343970,136280500,2624624470,94.81,5.19
215,Northborough,2010,2478455470,134374600,2612830070,94.86,5.14
215,Northborough,2011,2428566150,131568800,2560134950,94.86,5.14
215,Northborough,2012,2479195500,135828200,2615023700,94.81,5.19
215,Northborough,2013,2491837878,146216467,2638054345,94.46,5.54
215,Northborough,2014,2491498419,149319600,2640818019,94.35,5.65
215,Northborough,2015,2568865746,195205500,2764071246,92.94,7.06
215,Northborough,2016,2624863105,190144900,2815008005,93.25,6.75
216,Northbridge,2003,864758878,45050700,909809578,95.05,4.95
216,Northbridge,2004,896839255,45630800,942470055,95.16,4.84
216,Northbridge,2005,1383429595,84384900,1467814495,94.25,5.75
216,Northbridge,2006,1562768157,91295700,1654063857,94.48,5.52
216,Northbridge,2007,1636710426,91643600,1728354026,94.7,5.3
216,Northbridge,2008,1716974557,154512100,1871486657,91.74,8.26
216,Northbridge,2009,1615415401,155498100,1770913501,91.22,8.78
216,Northbridge,2010,1535937499,153543700,1689481199,90.91,9.09
216,Northbridge,2011,1420932164,146402000,1567334164,90.66,9.34
216,Northbridge,2012,1401738620,147040500,1548779120,90.51,9.49
216,Northbridge,2013,1405028550,146685000,1551713550,90.55,9.45
216,Northbridge,2014,1410998190,144839600,1555837790,90.69,9.31
216,Northbridge,2015,1424744520,144621800,1569366320,90.78,9.22
216,Northbridge,2016,1448080087,145134700,1593214787,90.89,9.11
217,Northfield,2003,255619615,52616400,308236015,82.93,17.07
217,Northfield,2004,289986871,67069000,357055871,81.22,18.78
