"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Total_Buildings_Reported","Total_Units_Reported","Total_Valuation_Reported","Average_Valuation_PerUnits_Reported","Region","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family"
"Upton","Worcester","MA","2011"," 12","Upton town",10,10,2267300,0,0,0,0,0,0,0,0,0,10,10,2267300,0,0,0,0,0,0,0,0,0,10,10,2267300,226730,10,10,2267300,226730,"Upton",2267300,0,0,0,2267300,226730,-81.48,-0.473684210526316,-47.37,100,0,0,0
"Uxbridge","Worcester","MA","2000"," 12","Uxbridge town",106,106,21890600,0,0,0,0,0,0,0,0,0,106,106,21890600,0,0,0,0,0,0,0,0,0,106,106,21890600,206515.094339623,106,106,21890600,206515.094339623,"Uxbridge",28594946,0,0,0,28594946,269763.641509434,0,NA,NA,100,0,0,0
"Uxbridge","Worcester","MA","2001"," 12","Uxbridge town",73,73,17662637,0,0,0,0,0,0,0,0,0,73,73,17662637,0,0,0,0,0,0,0,0,0,73,73,17662637,241953.931506849,73,73,17662637,241953.931506849,"Uxbridge",22433743,0,0,0,22433743,307311.547945205,-31.13,-0.311320754716981,-31.13,100,0,0,0
"Uxbridge","Worcester","MA","2002"," 12","Uxbridge town",108,108,19696875,0,0,0,0,0,0,0,0,0,108,108,19696875,0,0,0,0,0,0,0,0,0,108,108,19696875,182378.472222222,108,108,19696875,182378.472222222,"Uxbridge",24628101,0,0,0,24628101,228037.972222222,1.89,0.479452054794521,47.95,100,0,0,0
"Uxbridge","Worcester","MA","2003"," 12","Uxbridge town",88,88,15319341,8,16,2890088,0,0,0,0,0,0,88,88,15319341,8,16,2890088,0,0,0,0,0,0,96,104,18209429,175090.663461538,96,104,18209429,175090.663461538,"Uxbridge",18727811,3533117,0,0,22260928,214047.384615385,-1.89,-0.037037037037037,-3.7,84.62,15.38,0,0
"Uxbridge","Worcester","MA","2004"," 12","Uxbridge town",93,93,21618815,0,0,0,0,0,0,0,0,0,93,93,21618815,0,0,0,0,0,0,0,0,0,93,93,21618815,232460.376344086,93,93,21618815,232460.376344086,"Uxbridge",25743328,0,0,0,25743328,276809.978494624,-12.26,-0.105769230769231,-10.58,100,0,0,0
"Uxbridge","Worcester","MA","2005"," 12","Uxbridge town",103,103,18737940,1,2,186281,4,13,1175911,0,0,0,103,103,18737940,1,2,186281,4,13,1175911,0,0,0,108,118,20100132,170340.101694915,108,118,20100132,170340.101694915,"Uxbridge",21581636,214551,1354369,0,23150556,196191.152542373,11.32,0.268817204301075,26.88,87.29,1.69,11.02,0
"Uxbridge","Worcester","MA","2006"," 12","Uxbridge town",70,70,12345324,0,0,0,0,0,0,0,0,0,70,70,12345324,0,0,0,0,0,0,0,0,0,70,70,12345324,176361.771428571,70,70,12345324,176361.771428571,"Uxbridge",13774528,0,0,0,13774528,196778.971428571,-33.96,-0.406779661016949,-40.68,100,0,0,0
"Uxbridge","Worcester","MA","2007"," 12","Uxbridge town",45,45,6330700,0,0,0,0,0,0,0,0,0,45,45,6330700,0,0,0,0,0,0,0,0,0,45,45,6330700,140682.222222222,45,45,6330700,140682.222222222,"Uxbridge",6867983,0,0,0,6867983,152621.844444444,-57.55,-0.357142857142857,-35.71,100,0,0,0
"Uxbridge","Worcester","MA","2008"," 12","Uxbridge town",28,28,3399500,0,0,0,0,0,0,0,0,0,28,28,3399500,0,0,0,0,0,0,0,0,0,28,28,3399500,121410.714285714,28,28,3399500,121410.714285714,"Uxbridge",3551646,0,0,0,3551646,126844.5,-73.58,-0.377777777777778,-37.78,100,0,0,0
"Uxbridge","Worcester","MA","2009"," 12","Uxbridge town",13,13,2616275,0,0,0,0,0,0,0,0,0,13,13,2616275,0,0,0,0,0,0,0,0,0,13,13,2616275,201251.923076923,13,13,2616275,201251.923076923,"Uxbridge",2743127,0,0,0,2743127,211009.769230769,-87.74,-0.535714285714286,-53.57,100,0,0,0
"Uxbridge","Worcester","MA","2010"," 12","Uxbridge town",16,16,3878386,0,0,0,0,0,0,0,0,0,16,16,3878386,0,0,0,0,0,0,0,0,0,16,16,3878386,242399.125,16,16,3878386,242399.125,"Uxbridge",4000808,0,0,0,4000808,250050.5,-84.91,0.230769230769231,23.08,100,0,0,0
"Uxbridge","Worcester","MA","2011"," 12","Uxbridge town",16,16,3820924,0,0,0,0,0,0,0,0,0,16,16,3820924,0,0,0,0,0,0,0,0,0,16,16,3820924,238807.75,16,16,3820924,238807.75,"Uxbridge",3820924,0,0,0,3820924,238807.75,-84.91,0,0,100,0,0,0
"Wakefield","Middlesex","MA","2000"," 12","Wakefield town",33,33,6184630,0,0,0,0,0,0,0,0,0,33,33,6184630,0,0,0,0,0,0,0,0,0,33,33,6184630,187413.03030303,33,33,6184630,187413.03030303,"Wakefield",8078772,0,0,0,8078772,244811.272727273,0,NA,NA,100,0,0,0
"Wakefield","Middlesex","MA","2001"," 12","Wakefield town",28,28,4790400,2,4,360000,0,0,0,0,0,0,28,28,4790400,2,4,360000,0,0,0,0,0,0,30,32,5150400,160950,30,32,5150400,160950,"Wakefield",6084403,457245,0,0,6541648,204426.5,-3.03,-0.0303030303030303,-3.03,87.5,12.5,0,0
"Wakefield","Middlesex","MA","2002"," 12","Wakefield town",60,60,6606400,0,0,0,1,3,250000,0,0,0,60,60,6606400,0,0,0,1,3,250000,0,0,0,61,63,6856400,108831.746031746,61,63,6856400,108831.746031746,"Wakefield",8260350,0,312589,0,8572939,136078.396825397,90.91,0.96875,96.88,95.24,0,4.76,0
"Wakefield","Middlesex","MA","2003"," 12","Wakefield town",25,25,4305360,1,2,3e+05,0,0,0,0,0,0,25,25,4305360,1,2,3e+05,0,0,0,0,0,0,26,27,4605360,170568.888888889,26,27,4605360,170568.888888889,"Wakefield",5263279,366748,0,0,5630027,208519.518518519,-18.18,-0.571428571428571,-57.14,92.59,7.41,0,0
"Wakefield","Middlesex","MA","2004"," 12","Wakefield town",26,26,5284000,1,2,230000,0,0,0,3,90,7600400,26,26,5284000,1,2,230000,0,0,0,3,90,7600400,30,118,13114400,111138.983050847,30,118,13114400,111138.983050847,"Wakefield",6292100,273880,0,9050431,15616411,132342.466101695,257.58,3.37037037037037,337.04,22.03,1.69,0,76.27
"Wakefield","Middlesex","MA","2005"," 12","Wakefield town",77,77,12107580,0,0,0,0,0,0,0,0,0,77,77,12107580,0,0,0,0,0,0,0,0,0,77,77,12107580,157241.298701299,77,77,12107580,157241.298701299,"Wakefield",13945043,0,0,0,13945043,181104.454545455,133.33,-0.347457627118644,-34.75,100,0,0,0
"Wakefield","Middlesex","MA","2006"," 12","Wakefield town",66,66,8386000,0,0,0,0,0,0,0,0,0,66,66,8386000,0,0,0,0,0,0,0,0,0,66,66,8386000,127060.606060606,66,66,8386000,127060.606060606,"Wakefield",9356838,0,0,0,9356838,141770.272727273,100,-0.142857142857143,-14.29,100,0,0,0
"Wakefield","Middlesex","MA","2007"," 12","Wakefield town",57,57,7685600,0,0,0,0,0,0,0,0,0,57,57,7685600,0,0,0,0,0,0,0,0,0,57,57,7685600,134835.087719298,57,57,7685600,134835.087719298,"Wakefield",8337873,0,0,0,8337873,146278.473684211,72.73,-0.136363636363636,-13.64,100,0,0,0
"Wakefield","Middlesex","MA","2008"," 12","Wakefield town",39,39,7250000,1,2,250000,0,0,0,1,28,2240000,39,39,7250000,1,2,250000,0,0,0,1,28,2240000,41,69,9740000,141159.420289855,41,69,9740000,141159.420289855,"Wakefield",7574478,261189,0,2340252,10175919,147477.086956522,109.09,0.210526315789474,21.05,56.52,2.9,0,40.58
"Wakefield","Middlesex","MA","2009"," 12","Wakefield town",35,35,9572500,0,0,0,0,0,0,0,0,0,35,35,9572500,0,0,0,0,0,0,0,0,0,35,35,9572500,273500,35,35,9572500,273500,"Wakefield",10036630,0,0,0,10036630,286760.857142857,6.06,-0.492753623188406,-49.28,100,0,0,0
"Wakefield","Middlesex","MA","2010"," 12","Wakefield town",33,33,8288000,1,2,316000,0,0,0,0,0,0,33,33,8288000,1,2,316000,0,0,0,0,0,0,34,35,8604000,245828.571428571,34,35,8604000,245828.571428571,"Wakefield",8549613,325975,0,0,8875588,253588.228571429,6.06,0,0,94.29,5.71,0,0
"Wakefield","Middlesex","MA","2011"," 12","Wakefield town",20,20,5918000,0,0,0,0,0,0,0,0,0,20,20,5918000,0,0,0,0,0,0,0,0,0,20,20,5918000,295900,20,20,5918000,295900,"Wakefield",5918000,0,0,0,5918000,295900,-39.39,-0.428571428571429,-42.86,100,0,0,0
"Wales","Hampden","MA","2000"," 12","Wales town",6,6,509280,0,0,0,0,0,0,0,0,0,6,6,509280,0,0,0,0,0,0,0,0,0,6,6,509280,84880,6,6,509280,84880,"Wales",665255,0,0,0,665255,110875.833333333,0,NA,NA,100,0,0,0
"Wales","Hampden","MA","2001","  0","Wales town",7,7,594160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,594160,84880,0,0,0,NA,"Wales",754657,0,0,0,754657,107808.142857143,16.67,0.166666666666667,16.67,100,0,0,0
"Wales","Hampden","MA","2002","  0","Wales town",8,8,679040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,679040,84880,0,0,0,NA,"Wales",849042,0,0,0,849042,106130.25,33.33,0.142857142857143,14.29,100,0,0,0
"Wales","Hampden","MA","2003","  0","Wales town",9,9,763920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,763920,84880,0,0,0,NA,"Wales",933888,0,0,0,933888,103765.333333333,50,0.125,12.5,100,0,0,0
"Wales","Hampden","MA","2004"," 12","Wales town",15,15,1752311,0,0,0,0,0,0,0,0,0,15,15,1752311,0,0,0,0,0,0,0,0,0,15,15,1752311,116820.733333333,15,15,1752311,116820.733333333,"Wales",2086623,0,0,0,2086623,139108.2,150,0.666666666666667,66.67,100,0,0,0
"Wales","Hampden","MA","2005","  0","Wales town",14,14,1635490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,1635490,116820.714285714,0,0,0,NA,"Wales",1883694,0,0,0,1883694,134549.571428571,133.33,-0.0666666666666667,-6.67,100,0,0,0
"Wales","Hampden","MA","2006","  0","Wales town",13,13,1518669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1518669,116820.692307692,0,0,0,NA,"Wales",1694484,0,0,0,1694484,130344.923076923,116.67,-0.0714285714285714,-7.14,100,0,0,0
"Wales","Hampden","MA","2007"," 12","Wales town",9,9,1741162,0,0,0,0,0,0,0,0,0,9,9,1741162,0,0,0,0,0,0,0,0,0,9,9,1741162,193462.444444444,9,9,1741162,193462.444444444,"Wales",1888933,0,0,0,1888933,209881.444444444,50,-0.307692307692308,-30.77,100,0,0,0
"Wales","Hampden","MA","2008","  0","Wales town",7,7,1354237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1354237,193462.428571429,0,0,0,NA,"Wales",1414847,0,0,0,1414847,202121,16.67,-0.222222222222222,-22.22,100,0,0,0
"Wales","Hampden","MA","2009"," 12","Wales town",7,7,844520,0,0,0,0,0,0,0,0,0,7,7,844520,0,0,0,0,0,0,0,0,0,7,7,844520,120645.714285714,7,7,844520,120645.714285714,"Wales",885467,0,0,0,885467,126495.285714286,16.67,0,0,100,0,0,0
"Wales","Hampden","MA","2010","  0","Wales town",7,7,844520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,844520,120645.714285714,0,0,0,NA,"Wales",871178,0,0,0,871178,124454,16.67,0,0,100,0,0,0
"Wales","Hampden","MA","2011","  0","Wales town",5,5,603229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,603229,120645.8,0,0,0,NA,"Wales",603229,0,0,0,603229,120645.8,-16.67,-0.285714285714286,-28.57,100,0,0,0
"Walpole","Norfolk","MA","2000"," 12","Walpole town",72,72,13128100,0,0,0,0,0,0,0,0,0,72,72,13128100,0,0,0,0,0,0,0,0,0,72,72,13128100,182334.722222222,72,72,13128100,182334.722222222,"Walpole",17148790,0,0,0,17148790,238177.638888889,0,NA,NA,100,0,0,0
"Walpole","Norfolk","MA","2001"," 12","Walpole town",81,81,17043000,0,0,0,0,0,0,0,0,0,81,81,17043000,0,0,0,0,0,0,0,0,0,81,81,17043000,210407.407407407,81,81,17043000,210407.407407407,"Walpole",21646727,0,0,0,21646727,267243.543209877,12.5,0.125,12.5,100,0,0,0
"Walpole","Norfolk","MA","2002"," 12","Walpole town",71,71,13561190,0,0,0,0,0,0,0,0,0,71,71,13561190,0,0,0,0,0,0,0,0,0,71,71,13561190,191002.676056338,71,71,13561190,191002.676056338,"Walpole",16956312,0,0,0,16956312,238821.295774648,-1.39,-0.123456790123457,-12.35,100,0,0,0
"Walpole","Norfolk","MA","2003"," 12","Walpole town",61,61,11675675,0,0,0,0,0,0,0,0,0,61,61,11675675,0,0,0,0,0,0,0,0,0,61,61,11675675,191404.508196721,61,61,11675675,191404.508196721,"Walpole",14273449,0,0,0,14273449,233990.967213115,-15.28,-0.140845070422535,-14.08,100,0,0,0
"Walpole","Norfolk","MA","2004"," 12","Walpole town",57,57,14748075,0,0,0,0,0,0,0,0,0,57,57,14748075,0,0,0,0,0,0,0,0,0,57,57,14748075,258738.157894737,57,57,14748075,258738.157894737,"Walpole",17561764,0,0,0,17561764,308101.122807018,-20.83,-0.0655737704918033,-6.56,100,0,0,0
"Walpole","Norfolk","MA","2005"," 12","Walpole town",79,79,24982069,0,0,0,0,0,0,0,0,0,79,79,24982069,0,0,0,0,0,0,0,0,0,79,79,24982069,316228.721518987,79,79,24982069,316228.721518987,"Walpole",28773383,0,0,0,28773383,364220.037974684,9.72,0.385964912280702,38.6,100,0,0,0
"Walpole","Norfolk","MA","2006"," 12","Walpole town",38,38,10739895,0,0,0,0,0,0,0,0,0,38,38,10739895,0,0,0,0,0,0,0,0,0,38,38,10739895,282628.815789474,38,38,10739895,282628.815789474,"Walpole",11983240,0,0,0,11983240,315348.421052632,-47.22,-0.518987341772152,-51.9,100,0,0,0
"Walpole","Norfolk","MA","2007"," 12","Walpole town",22,22,6844070,1,2,3e+05,0,0,0,0,0,0,22,22,6844070,1,2,3e+05,0,0,0,0,0,0,23,24,7144070,297669.583333333,23,24,7144070,297669.583333333,"Walpole",7424922,325461,0,0,7750383,322932.625,-66.67,-0.368421052631579,-36.84,91.67,8.33,0,0
"Walpole","Norfolk","MA","2008"," 12","Walpole town",34,34,10969465,1,2,3e+05,1,3,450000,0,0,0,34,34,10969465,1,2,3e+05,1,3,450000,0,0,0,36,39,11719465,300499.102564103,36,39,11719465,300499.102564103,"Walpole",11460409,313427,470140,0,12243976,313948.102564103,-45.83,0.625,62.5,87.18,5.13,7.69,0
"Walpole","Norfolk","MA","2009"," 12","Walpole town",46,46,12569500,1,2,210000,0,0,0,0,0,0,46,46,12569500,1,2,210000,0,0,0,0,0,0,47,48,12779500,266239.583333333,47,48,12779500,266239.583333333,"Walpole",13178942,220182,0,0,13399124,279148.416666667,-33.33,0.230769230769231,23.08,95.83,4.17,0,0
"Walpole","Norfolk","MA","2010"," 12","Walpole town",38,38,11593586,1,2,215000,0,0,0,0,0,0,38,38,11593586,1,2,215000,0,0,0,0,0,0,39,40,11808586,295214.65,39,40,11808586,295214.65,"Walpole",11959541,221787,0,0,12181328,304533.2,-44.44,-0.166666666666667,-16.67,95,5,0,0
"Walpole","Norfolk","MA","2011"," 12","Walpole town",40,40,12080970,0,0,0,0,0,0,0,0,0,40,40,12080970,0,0,0,0,0,0,0,0,0,40,40,12080970,302024.25,40,40,12080970,302024.25,"Walpole",12080970,0,0,0,12080970,302024.25,-44.44,0,0,100,0,0,0
"Waltham","Middlesex","MA","2000"," 12","Waltham",42,42,4028782,2,4,280000,0,0,0,0,0,0,42,42,4028782,2,4,280000,0,0,0,0,0,0,44,46,4308782,93669.1739130435,44,46,4308782,93669.1739130435,"Waltham",5262661,365754,0,0,5628415,122356.847826087,0,NA,NA,91.3,8.7,0,0
"Waltham","Middlesex","MA","2001"," 12","Waltham",17,17,2083440,5,10,948000,2,7,542000,0,0,0,17,17,2083440,5,10,948000,2,7,542000,0,0,0,24,34,3573440,105101.176470588,24,34,3573440,105101.176470588,"Waltham",2646228,1204078,688407,0,4538713,133491.558823529,-26.09,-0.260869565217391,-26.09,50,29.41,20.59,0
"Waltham","Middlesex","MA","2002"," 12","Waltham",78,78,8729618,3,6,440000,0,0,0,1,7,560000,78,78,8729618,3,6,440000,0,0,0,1,7,560000,82,91,9729618,106918.879120879,82,91,9729618,106918.879120879,"Waltham",10915128,550157,0,700199,12165484,133686.637362637,97.83,1.67647058823529,167.65,85.71,6.59,0,7.69
"Waltham","Middlesex","MA","2003"," 12","Waltham",72,72,8786563,5,10,956000,0,0,0,3,347,31067106,72,72,8786563,5,10,956000,0,0,0,3,347,31067106,80,429,40809669,95127.4335664336,80,429,40809669,95127.4335664336,"Waltham",10741526,1168705,0,37979368,49889599,116292.771561772,832.61,3.71428571428571,371.43,16.78,2.33,0,80.89
"Waltham","Middlesex","MA","2004"," 12","Waltham",145,145,17262969,3,6,720000,0,0,0,17,264,26075470,145,145,17262969,3,6,720000,0,0,0,17,264,26075470,165,415,44058439,106164.913253012,165,415,44058439,106164.913253012,"Waltham",20556458,857364,0,31050239,52464061,126419.424096386,802.17,-0.0326340326340326,-3.26,34.94,1.45,0,63.61
"Waltham","Middlesex","MA","2005"," 12","Waltham",43,43,7914983,10,20,2298539,0,0,0,0,0,0,43,43,7914983,10,20,2298539,0,0,0,0,0,0,53,63,10213522,162119.396825397,53,63,10213522,162119.396825397,"Waltham",9116172,2647368,0,0,11763540,186722.857142857,36.96,-0.848192771084337,-84.82,68.25,31.75,0,0
"Waltham","Middlesex","MA","2006"," 11","Waltham",57,57,10964005,13,26,3990354,3,11,1512570,5,125,11990488,45,45,9535345,12,24,3750354,3,11,1512570,3,96,9126137,78,219,28457417,129942.543378995,63,176,23924406,135934.125,"Waltham",12233295,4452313,1687678,13378613,31751899,144985.840182648,376.09,2.47619047619048,247.62,26.03,11.87,5.02,57.08
"Waltham","Middlesex","MA","2007"," 12","Waltham",21,21,4873276,9,18,2547477,0,0,0,2,74,8649000,21,21,4873276,9,18,2547477,0,0,0,2,74,8649000,32,113,16069753,142210.203539823,32,113,16069753,142210.203539823,"Waltham",5286868,2763680,0,9383036,17433584,154279.504424779,145.65,-0.484018264840183,-48.4,18.58,15.93,0,65.49
"Waltham","Middlesex","MA","2008"," 11","Waltham",22,22,5518366,2,4,653330,0,0,0,1,50,4729000,22,22,5518366,2,4,653330,0,0,0,1,50,4729000,25,76,10900696,143430.210526316,25,76,10900696,143430.210526316,"Waltham",5765343,682570,0,4940649,11388562,149849.5,65.22,-0.327433628318584,-32.74,28.95,5.26,0,65.79
"Waltham","Middlesex","MA","2009"," 12","Waltham",19,19,4866001,2,4,721058,0,0,0,1,8,1441026,19,19,4866001,2,4,721058,0,0,0,1,8,1441026,22,31,7028085,226712.419354839,22,31,7028085,226712.419354839,"Waltham",5101933,756019,0,1510895,7368847,237704.741935484,-32.61,-0.592105263157895,-59.21,61.29,12.9,0,25.81
"Waltham","Middlesex","MA","2010"," 12","Waltham",20,20,5146650,5,10,1662210,0,0,0,1,34,5308248,20,20,5146650,5,10,1662210,0,0,0,1,34,5308248,26,64,12117108,189329.8125,26,64,12117108,189329.8125,"Waltham",5309105,1714678,0,5475804,12499587,195306.046875,39.13,1.06451612903226,106.45,31.25,15.62,0,53.12
"Waltham","Middlesex","MA","2011"," 12","Waltham",41,41,11915538,4,8,1605700,0,0,0,0,0,0,41,41,11915538,4,8,1605700,0,0,0,0,0,0,45,49,13521238,275943.632653061,45,49,13521238,275943.632653061,"Waltham",11915538,1605700,0,0,13521238,275943.632653061,6.52,-0.234375,-23.44,83.67,16.33,0,0
"Ware","Hampshire","MA","2000"," 12","Ware town",24,24,2415504,0,0,0,0,0,0,0,0,0,24,24,2415504,0,0,0,0,0,0,0,0,0,24,24,2415504,100646,24,24,2415504,100646,"Ware",3155291,0,0,0,3155291,131470.458333333,0,NA,NA,100,0,0,0
"Ware","Hampshire","MA","2001","  0","Ware town",26,26,2616796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,2616796,100646,0,0,0,NA,"Ware",3323656,0,0,0,3323656,127832.923076923,8.33,0.0833333333333333,8.33,100,0,0,0
"Ware","Hampshire","MA","2002"," 12","Ware town",47,47,5987462,0,0,0,0,0,0,0,0,0,47,47,5987462,0,0,0,0,0,0,0,0,0,47,47,5987462,127392.808510638,47,47,5987462,127392.808510638,"Ware",7486458,0,0,0,7486458,159286.340425532,95.83,0.807692307692308,80.77,100,0,0,0
"Ware","Hampshire","MA","2003"," 12","Ware town",40,40,3837017,0,0,0,0,0,0,3,80,1081983,40,40,3837017,0,0,0,0,0,0,3,80,1081983,43,120,4919000,40991.6666666667,43,120,4919000,40991.6666666667,"Ware",4690732,0,0,1322718,6013450,50112.0833333333,400,1.5531914893617,155.32,33.33,0,0,66.67
"Ware","Hampshire","MA","2004"," 12","Ware town",52,52,2014508,0,0,0,0,0,0,0,0,0,52,52,2014508,0,0,0,0,0,0,0,0,0,52,52,2014508,38740.5384615385,52,52,2014508,38740.5384615385,"Ware",2398843,0,0,0,2398843,46131.5961538462,116.67,-0.566666666666667,-56.67,100,0,0,0
"Ware","Hampshire","MA","2005"," 12","Ware town",28,28,5043244,0,0,0,0,0,0,0,0,0,28,28,5043244,0,0,0,0,0,0,0,0,0,28,28,5043244,180115.857142857,28,28,5043244,180115.857142857,"Ware",5808614,0,0,0,5808614,207450.5,16.67,-0.461538461538462,-46.15,100,0,0,0
"Ware","Hampshire","MA","2006","  0","Ware town",25,25,4502896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,4502896,180115.84,0,0,0,NA,"Ware",5024191,0,0,0,5024191,200967.64,4.17,-0.107142857142857,-10.71,100,0,0,0
"Ware","Hampshire","MA","2007","  0","Ware town",21,21,3782433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,3782433,180115.857142857,0,0,0,NA,"Ware",4103446,0,0,0,4103446,195402.19047619,-12.5,-0.16,-16,100,0,0,0
"Ware","Hampshire","MA","2008"," 12","Ware town",11,11,4190909,0,0,0,0,0,0,0,0,0,11,11,4190909,0,0,0,0,0,0,0,0,0,11,11,4190909,380991.727272727,11,11,4190909,380991.727272727,"Ware",4378475,0,0,0,4378475,398043.181818182,-54.17,-0.476190476190476,-47.62,100,0,0,0
"Ware","Hampshire","MA","2009","  0","Ware town",17,17,6476859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,6476859,380991.705882353,0,0,0,NA,"Ware",6790895,0,0,0,6790895,399464.411764706,-29.17,0.545454545454545,54.55,100,0,0,0
"Ware","Hampshire","MA","2010","  0","Ware town",16,16,6095868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,6095868,380991.75,0,0,0,NA,"Ware",6288286,0,0,0,6288286,393017.875,-33.33,-0.0588235294117647,-5.88,100,0,0,0
"Ware","Hampshire","MA","2011"," 12","Ware town",2,2,210000,0,0,0,0,0,0,0,0,0,2,2,210000,0,0,0,0,0,0,0,0,0,2,2,210000,105000,2,2,210000,105000,"Ware",210000,0,0,0,210000,105000,-91.67,-0.875,-87.5,100,0,0,0
"Wareham","Plymouth","MA","2000"," 12","Wareham town",112,112,11144017,0,0,0,0,0,0,0,0,0,112,112,11144017,0,0,0,0,0,0,0,0,0,112,112,11144017,99500.1517857143,112,112,11144017,99500.1517857143,"Wareham",14557050,0,0,0,14557050,129973.660714286,0,NA,NA,100,0,0,0
"Wareham","Plymouth","MA","2001"," 12","Wareham town",101,101,10606119,3,6,377000,0,0,0,0,0,0,101,101,10606119,3,6,377000,0,0,0,0,0,0,104,107,10983119,102645.971962617,104,107,10983119,102645.971962617,"Wareham",13471089,478837,0,0,13949926,130373.140186916,-4.46,-0.0446428571428571,-4.46,94.39,5.61,0,0
"Wareham","Plymouth","MA","2002"," 12","Wareham town",114,114,11438687,5,10,965900,4,15,975000,0,0,0,114,114,11438687,5,10,965900,4,15,975000,0,0,0,123,139,13379587,96256.0215827338,123,139,13379587,96256.0215827338,"Wareham",14302428,1207719,1219097,0,16729244,120354.273381295,24.11,0.299065420560748,29.91,82.01,7.19,10.79,0
"Wareham","Plymouth","MA","2003"," 12","Wareham town",117,117,15766462,9,18,2062000,0,0,0,0,0,0,117,117,15766462,9,18,2062000,0,0,0,0,0,0,126,135,17828462,132062.681481481,126,135,17828462,132062.681481481,"Wareham",19274414,2520784,0,0,21795198,161445.911111111,20.54,-0.0287769784172662,-2.88,86.67,13.33,0,0
"Wareham","Plymouth","MA","2004"," 12","Wareham town",116,116,17998994,4,8,1168400,0,0,0,0,0,0,116,116,17998994,4,8,1168400,0,0,0,0,0,0,120,124,19167394,154575.758064516,120,124,19167394,154575.758064516,"Wareham",21432905,1391311,0,0,22824216,184066.258064516,10.71,-0.0814814814814815,-8.15,93.55,6.45,0,0
"Wareham","Plymouth","MA","2005"," 12","Wareham town",112,112,16187379,11,22,2566481,2,8,652088,0,0,0,112,112,16187379,11,22,2566481,2,8,652088,0,0,0,125,142,19405948,136661.605633803,125,142,19405948,136661.605633803,"Wareham",18643998,2955974,751050,0,22351022,157401.563380282,26.79,0.145161290322581,14.52,78.87,15.49,5.63,0
"Wareham","Plymouth","MA","2006"," 12","Wareham town",87,87,15585434,3,6,707500,1,4,456100,0,0,0,87,87,15585434,3,6,707500,1,4,456100,0,0,0,91,97,16749034,172670.453608247,91,97,16749034,172670.453608247,"Wareham",17389742,789406,508902,0,18688050,192660.309278351,-13.39,-0.316901408450704,-31.69,89.69,6.19,4.12,0
