"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"817","Egremont","Berkshire County","MA","Egremont","2011-2015",2013,64044,8961
"818","Egremont","Berkshire County","MA","Egremont","2012-2016",2014,66081,4805
"819","Egremont","Berkshire County","MA","Egremont","2013-2017",2015,61927,12387
"820","Erving","Franklin County","MA","Erving","2005-2009",2009,49076,5731
"821","Erving","Franklin County","MA","Erving","2006-2010",2010,51458,4919
"822","Erving","Franklin County","MA","Erving","2007-2011",2011,53661,6387
"823","Erving","Franklin County","MA","Erving","2008-2012",2012,52875,8241
"824","Erving","Franklin County","MA","Erving","2009-2013",2011,54735,9924
"825","Erving","Franklin County","MA","Erving","2010-2014",2012,61083,8096
"826","Erving","Franklin County","MA","Erving","2011-2015",2013,60769,9414
"827","Erving","Franklin County","MA","Erving","2012-2016",2014,62171,12416
"828","Erving","Franklin County","MA","Erving","2013-2017",2015,70870,8641
"829","Essex","Essex County","MA","Essex","2005-2009",2009,76594,12299
"830","Essex","Essex County","MA","Essex","2006-2010",2010,76989,10722
"831","Essex","Essex County","MA","Essex","2007-2011",2011,79492,17642
"832","Essex","Essex County","MA","Essex","2008-2012",2012,82009,14442
"833","Essex","Essex County","MA","Essex","2009-2013",2011,74211,19177
"834","Essex","Essex County","MA","Essex","2010-2014",2012,89185,12494
"835","Essex","Essex County","MA","Essex","2011-2015",2013,92396,16098
"836","Essex","Essex County","MA","Essex","2012-2016",2014,103750,14701
"837","Essex","Essex County","MA","Essex","2013-2017",2015,109327,14276
"838","Everett","Middlesex County","MA","Everett","2005-2009",2009,49830,5579
"839","Everett","Middlesex County","MA","Everett","2006-2010",2010,49737,3697
"840","Everett","Middlesex County","MA","Everett","2007-2011",2011,48319,4217
"841","Everett","Middlesex County","MA","Everett","2008-2012",2012,49702,3111
"842","Everett","Middlesex County","MA","Everett","2009-2013",2011,49368,3116
"843","Everett","Middlesex County","MA","Everett","2010-2014",2012,51056,3707
"844","Everett","Middlesex County","MA","Everett","2011-2015",2013,50762,2629
"845","Everett","Middlesex County","MA","Everett","2012-2016",2014,52457,3167
"846","Everett","Middlesex County","MA","Everett","2013-2017",2015,57254,3644
"847","Fairhaven","Bristol County","MA","Fairhaven","2005-2009",2009,55309,4992
"848","Fairhaven","Bristol County","MA","Fairhaven","2006-2010",2010,54144,5281
"849","Fairhaven","Bristol County","MA","Fairhaven","2007-2011",2011,60179,7876
"850","Fairhaven","Bristol County","MA","Fairhaven","2008-2012",2012,59933,4297
"851","Fairhaven","Bristol County","MA","Fairhaven","2009-2013",2011,60326,3673
"852","Fairhaven","Bristol County","MA","Fairhaven","2010-2014",2012,60445,3305
"853","Fairhaven","Bristol County","MA","Fairhaven","2011-2015",2013,61274,2912
"854","Fairhaven","Bristol County","MA","Fairhaven","2012-2016",2014,60407,3196
"855","Fairhaven","Bristol County","MA","Fairhaven","2013-2017",2015,62090,3405
"856","Fall River","Bristol County","MA","Fall River","2005-2009",2009,35814,1739
"857","Fall River","Bristol County","MA","Fall River","2006-2010",2010,34236,1564
"858","Fall River","Bristol County","MA","Fall River","2007-2011",2011,34789,1647
"859","Fall River","Bristol County","MA","Fall River","2008-2012",2012,34437,1635
"860","Fall River","Bristol County","MA","Fall River","2009-2013",2011,33211,1330
"861","Fall River","Bristol County","MA","Fall River","2010-2014",2012,33763,1433
"862","Fall River","Bristol County","MA","Fall River","2011-2015",2013,35213,1365
"863","Fall River","Bristol County","MA","Fall River","2012-2016",2014,36798,1307
"864","Fall River","Bristol County","MA","Fall River","2013-2017",2015,39328,1951
"865","Falmouth","Barnstable County","MA","Falmouth","2005-2009",2009,62686,3346
"866","Falmouth","Barnstable County","MA","Falmouth","2006-2010",2010,62392,3499
"867","Falmouth","Barnstable County","MA","Falmouth","2007-2011",2011,61244,4007
"868","Falmouth","Barnstable County","MA","Falmouth","2008-2012",2012,61173,4284
"869","Falmouth","Barnstable County","MA","Falmouth","2009-2013",2011,61685,2467
"870","Falmouth","Barnstable County","MA","Falmouth","2010-2014",2012,64070,3897
"871","Falmouth","Barnstable County","MA","Falmouth","2011-2015",2013,66670,4648
"872","Falmouth","Barnstable County","MA","Falmouth","2012-2016",2014,68444,4546
"873","Falmouth","Barnstable County","MA","Falmouth","2013-2017",2015,70918,5531
"874","Fitchburg","Worcester County","MA","Fitchburg","2005-2009",2009,47369,2395
"875","Fitchburg","Worcester County","MA","Fitchburg","2006-2010",2010,47019,2796
"876","Fitchburg","Worcester County","MA","Fitchburg","2007-2011",2011,48064,3056
"877","Fitchburg","Worcester County","MA","Fitchburg","2008-2012",2012,47442,2889
"878","Fitchburg","Worcester County","MA","Fitchburg","2009-2013",2011,45363,3360
"879","Fitchburg","Worcester County","MA","Fitchburg","2010-2014",2012,46628,3236
"880","Fitchburg","Worcester County","MA","Fitchburg","2011-2015",2013,48724,3864
"881","Fitchburg","Worcester County","MA","Fitchburg","2012-2016",2014,50617,3746
"882","Fitchburg","Worcester County","MA","Fitchburg","2013-2017",2015,51412,3541
"883","Florida","Berkshire County","MA","Florida","2005-2009",2009,53850,10279
"884","Florida","Berkshire County","MA","Florida","2006-2010",2010,53333,16194
"885","Florida","Berkshire County","MA","Florida","2007-2011",2011,46458,10555
"886","Florida","Berkshire County","MA","Florida","2008-2012",2012,49191,12224
"887","Florida","Berkshire County","MA","Florida","2009-2013",2011,54375,13698
"888","Florida","Berkshire County","MA","Florida","2010-2014",2012,52313,12267
"889","Florida","Berkshire County","MA","Florida","2011-2015",2013,53438,10783
"890","Florida","Berkshire County","MA","Florida","2012-2016",2014,61000,9380
"891","Florida","Berkshire County","MA","Florida","2013-2017",2015,58125,11802
"892","Foxborough","Norfolk County","MA","Foxborough","2005-2009",2009,90601,6835
"893","Foxborough","Norfolk County","MA","Foxborough","2006-2010",2010,93397,5496
"894","Foxborough","Norfolk County","MA","Foxborough","2007-2011",2011,92370,6973
"895","Foxborough","Norfolk County","MA","Foxborough","2008-2012",2012,90914,9866
"896","Foxborough","Norfolk County","MA","Foxborough","2009-2013",2011,91601,11926
"897","Foxborough","Norfolk County","MA","Foxborough","2010-2014",2012,94538,6434
"898","Foxborough","Norfolk County","MA","Foxborough","2011-2015",2013,88766,7821
"899","Foxborough","Norfolk County","MA","Foxborough","2012-2016",2014,95665,4635
"900","Foxborough","Norfolk County","MA","Foxborough","2013-2017",2015,98199,5945
"901","Framingham","Middlesex County","MA","Framingham","2005-2009",2009,64708,2600
"902","Framingham","Middlesex County","MA","Framingham","2006-2010",2010,64061,2526
"903","Framingham","Middlesex County","MA","Framingham","2007-2011",2011,66047,3120
"904","Framingham","Middlesex County","MA","Framingham","2008-2012",2012,68906,3469
"905","Framingham","Middlesex County","MA","Framingham","2009-2013",2011,67915,3894
"906","Framingham","Middlesex County","MA","Framingham","2010-2014",2012,68881,5171
"907","Framingham","Middlesex County","MA","Framingham","2011-2015",2013,68219,4368
"908","Framingham","Middlesex County","MA","Framingham","2012-2016",2014,70706,2788
"909","Framingham","Middlesex County","MA","Framingham","2013-2017",2015,73182,3165
"910","Franklin","Norfolk County","MA","Franklin","2006-2010",2010,89330,6169
"911","Franklin","Norfolk County","MA","Franklin","2007-2011",2011,92066,4838
"912","Franklin","Norfolk County","MA","Franklin","2008-2012",2012,97267,6585
"913","Franklin","Norfolk County","MA","Franklin","2005-2009",2009,89115,6816
"914","Franklin","Norfolk County","MA","Franklin","2009-2013",2011,99194,5791
"915","Franklin","Norfolk County","MA","Franklin","2010-2014",2012,101980,6900
"916","Franklin","Norfolk County","MA","Franklin","2011-2015",2013,108272,6881
"917","Franklin","Norfolk County","MA","Franklin","2012-2016",2014,108815,6951
"918","Franklin","Norfolk County","MA","Franklin","2013-2017",2015,111935,6527
"919","Freetown","Bristol County","MA","Freetown","2005-2009",2009,87700,14015
"920","Freetown","Bristol County","MA","Freetown","2006-2010",2010,82308,11734
"921","Freetown","Bristol County","MA","Freetown","2007-2011",2011,82208,10335
"922","Freetown","Bristol County","MA","Freetown","2008-2012",2012,88036,9168
"923","Freetown","Bristol County","MA","Freetown","2009-2013",2011,85393,7884
"924","Freetown","Bristol County","MA","Freetown","2010-2014",2012,87830,9005
"925","Freetown","Bristol County","MA","Freetown","2011-2015",2013,87921,8855
"926","Freetown","Bristol County","MA","Freetown","2012-2016",2014,91618,8269
"927","Freetown","Bristol County","MA","Freetown","2013-2017",2015,85040,9055
"928","Gardner","Worcester County","MA","Gardner","2005-2009",2009,47638,4388
"929","Gardner","Worcester County","MA","Gardner","2006-2010",2010,48333,4912
"930","Gardner","Worcester County","MA","Gardner","2007-2011",2011,48108,5209
"931","Gardner","Worcester County","MA","Gardner","2008-2012",2012,48934,4513
"932","Gardner","Worcester County","MA","Gardner","2009-2013",2011,48843,5011
"933","Gardner","Worcester County","MA","Gardner","2010-2014",2012,46589,5123
"934","Gardner","Worcester County","MA","Gardner","2011-2015",2013,43905,3010
"935","Gardner","Worcester County","MA","Gardner","2012-2016",2014,46410,2348
"936","Gardner","Worcester County","MA","Gardner","2013-2017",2015,48915,4311
"937","Georgetown","Essex County","MA","Georgetown","2005-2009",2009,98884,5562
"938","Georgetown","Essex County","MA","Georgetown","2006-2010",2010,101875,9552
"939","Georgetown","Essex County","MA","Georgetown","2007-2011",2011,106765,7921
"940","Georgetown","Essex County","MA","Georgetown","2008-2012",2012,104902,7353
"941","Georgetown","Essex County","MA","Georgetown","2009-2013",2011,107775,6249
"942","Georgetown","Essex County","MA","Georgetown","2010-2014",2012,106898,8804
"943","Georgetown","Essex County","MA","Georgetown","2011-2015",2013,107683,7184
"944","Georgetown","Essex County","MA","Georgetown","2012-2016",2014,106016,11766
"945","Georgetown","Essex County","MA","Georgetown","2013-2017",2015,113417,10118
"946","Gill","Franklin County","MA","Gill","2005-2009",2009,56066,4809
"947","Gill","Franklin County","MA","Gill","2006-2010",2010,58487,6748
"948","Gill","Franklin County","MA","Gill","2007-2011",2011,59800,7448
"949","Gill","Franklin County","MA","Gill","2008-2012",2012,67375,6609
"950","Gill","Franklin County","MA","Gill","2009-2013",2011,74583,6315
"951","Gill","Franklin County","MA","Gill","2010-2014",2012,75776,5024
"952","Gill","Franklin County","MA","Gill","2011-2015",2013,73750,7296
"953","Gill","Franklin County","MA","Gill","2012-2016",2014,74167,10952
"954","Gill","Franklin County","MA","Gill","2013-2017",2015,69226,6186
"955","Gloucester","Essex County","MA","Gloucester","2005-2009",2009,63158,3054
"956","Gloucester","Essex County","MA","Gloucester","2006-2010",2010,60506,3662
"957","Gloucester","Essex County","MA","Gloucester","2007-2011",2011,59061,4914
"958","Gloucester","Essex County","MA","Gloucester","2008-2012",2012,62059,3968
"959","Gloucester","Essex County","MA","Gloucester","2009-2013",2011,61449,4050
"960","Gloucester","Essex County","MA","Gloucester","2010-2014",2012,60229,3072
"961","Gloucester","Essex County","MA","Gloucester","2011-2015",2013,61505,2793
"962","Gloucester","Essex County","MA","Gloucester","2012-2016",2014,63917,4457
"963","Gloucester","Essex County","MA","Gloucester","2013-2017",2015,65348,5296
"964","Goshen","Hampshire County","MA","Goshen","2005-2009",2009,83333,19811
"965","Goshen","Hampshire County","MA","Goshen","2006-2010",2010,70625,15681
"966","Goshen","Hampshire County","MA","Goshen","2007-2011",2011,77917,17085
"967","Goshen","Hampshire County","MA","Goshen","2008-2012",2012,69881,6679
"968","Goshen","Hampshire County","MA","Goshen","2009-2013",2011,68750,5938
"969","Goshen","Hampshire County","MA","Goshen","2010-2014",2012,69219,7334
"970","Goshen","Hampshire County","MA","Goshen","2011-2015",2013,71118,8421
"971","Goshen","Hampshire County","MA","Goshen","2012-2016",2014,74432,6917
"972","Goshen","Hampshire County","MA","Goshen","2013-2017",2015,79519,6816
"973","Gosnold","Dukes County","MA","Gosnold","2005-2009",2009,52500,21166
"974","Gosnold","Dukes County","MA","Gosnold","2006-2010",2010,46250,25313
"975","Gosnold","Dukes County","MA","Gosnold","2007-2011",2011,52813,34444
"976","Gosnold","Dukes County","MA","Gosnold","2008-2012",2012,28750,5248
"977","Gosnold","Dukes County","MA","Gosnold","2009-2013",2011,30833,6019
"978","Gosnold","Dukes County","MA","Gosnold","2010-2014",2012,31406,6376
"979","Gosnold","Dukes County","MA","Gosnold","2011-2015",2013,32292,14717
"980","Grafton","Worcester County","MA","Grafton","2005-2009",2009,89649,5656
"981","Grafton","Worcester County","MA","Grafton","2006-2010",2010,91743,6462
"982","Grafton","Worcester County","MA","Grafton","2007-2011",2011,89950,6837
"983","Grafton","Worcester County","MA","Grafton","2008-2012",2012,90269,6648
"984","Grafton","Worcester County","MA","Grafton","2009-2013",2011,87077,6801
"985","Grafton","Worcester County","MA","Grafton","2010-2014",2012,81250,8320
"986","Grafton","Worcester County","MA","Grafton","2011-2015",2013,88712,8248
"987","Grafton","Worcester County","MA","Grafton","2012-2016",2014,96277,5067
"988","Grafton","Worcester County","MA","Grafton","2013-2017",2015,100605,6424
"989","Granby","Hampshire County","MA","Granby","2005-2009",2009,68412,12539
"990","Granby","Hampshire County","MA","Granby","2006-2010",2010,66726,6281
"991","Granby","Hampshire County","MA","Granby","2007-2011",2011,70362,4894
"992","Granby","Hampshire County","MA","Granby","2008-2012",2012,72431,5616
"993","Granby","Hampshire County","MA","Granby","2009-2013",2011,73231,5658
"994","Granby","Hampshire County","MA","Granby","2010-2014",2012,78261,7827
"995","Granby","Hampshire County","MA","Granby","2011-2015",2013,86910,6203
"996","Granby","Hampshire County","MA","Granby","2012-2016",2014,86692,5770
"997","Granby","Hampshire County","MA","Granby","2013-2017",2015,89752,9013
"998","Granville","Hampden County","MA","Granville","2005-2009",2009,73571,7642
"999","Granville","Hampden County","MA","Granville","2006-2010",2010,69125,4481
"1000","Granville","Hampden County","MA","Granville","2007-2011",2011,71667,6746
"1001","Granville","Hampden County","MA","Granville","2008-2012",2012,65455,9716
"1002","Granville","Hampden County","MA","Granville","2009-2013",2011,73795,6157
"1003","Granville","Hampden County","MA","Granville","2010-2014",2012,75208,7065
"1004","Granville","Hampden County","MA","Granville","2011-2015",2013,79464,6378
"1005","Granville","Hampden County","MA","Granville","2012-2016",2014,78958,8715
"1006","Granville","Hampden County","MA","Granville","2013-2017",2015,86000,8833
"1007","Great Barrington","Berkshire County","MA","Great Barrington","2005-2009",2009,54489,6285
"1008","Great Barrington","Berkshire County","MA","Great Barrington","2006-2010",2010,52843,11169
"1009","Great Barrington","Berkshire County","MA","Great Barrington","2007-2011",2011,48561,8359
"1010","Great Barrington","Berkshire County","MA","Great Barrington","2008-2012",2012,50882,9580
"1011","Great Barrington","Berkshire County","MA","Great Barrington","2009-2013",2011,50137,6016
"1012","Great Barrington","Berkshire County","MA","Great Barrington","2010-2014",2012,52026,4337
"1013","Great Barrington","Berkshire County","MA","Great Barrington","2011-2015",2013,55588,5847
"1014","Great Barrington","Berkshire County","MA","Great Barrington","2012-2016",2014,56431,6780
"1015","Great Barrington","Berkshire County","MA","Great Barrington","2013-2017",2015,56124,6294
"1016","Greenfield","Franklin County","MA","Greenfield","2006-2010",2010,45261,2731
"1017","Greenfield","Franklin County","MA","Greenfield","2007-2011",2011,46018,2571
"1018","Greenfield","Franklin County","MA","Greenfield","2008-2012",2012,48370,2747
"1019","Greenfield","Franklin County","MA","Greenfield","2005-2009",2009,45188,2794
"1020","Greenfield","Franklin County","MA","Greenfield","2009-2013",2011,48230,2577
"1021","Greenfield","Franklin County","MA","Greenfield","2010-2014",2012,48493,2750
"1022","Greenfield","Franklin County","MA","Greenfield","2011-2015",2013,49612,2562
"1023","Greenfield","Franklin County","MA","Greenfield","2012-2016",2014,48724,3501
"1024","Greenfield","Franklin County","MA","Greenfield","2013-2017",2015,47821,4027
"1025","Groton","Middlesex County","MA","Groton","2005-2009",2009,118041,14825
"1026","Groton","Middlesex County","MA","Groton","2006-2010",2010,123853,7895
"1027","Groton","Middlesex County","MA","Groton","2007-2011",2011,117903,13954
"1028","Groton","Middlesex County","MA","Groton","2008-2012",2012,117037,12421
"1029","Groton","Middlesex County","MA","Groton","2009-2013",2011,117127,9235
"1030","Groton","Middlesex County","MA","Groton","2010-2014",2012,116686,6766
"1031","Groton","Middlesex County","MA","Groton","2011-2015",2013,116642,7621
"1032","Groton","Middlesex County","MA","Groton","2012-2016",2014,117500,7614
"1033","Groton","Middlesex County","MA","Groton","2013-2017",2015,123918,7787
"1034","Groveland","Essex County","MA","Groveland","2005-2009",2009,84274,5856
"1035","Groveland","Essex County","MA","Groveland","2006-2010",2010,84232,6083
"1036","Groveland","Essex County","MA","Groveland","2007-2011",2011,91080,9399
"1037","Groveland","Essex County","MA","Groveland","2008-2012",2012,94517,7071
"1038","Groveland","Essex County","MA","Groveland","2009-2013",2011,97463,11210
"1039","Groveland","Essex County","MA","Groveland","2010-2014",2012,92898,6384
"1040","Groveland","Essex County","MA","Groveland","2011-2015",2013,95208,10524
"1041","Groveland","Essex County","MA","Groveland","2012-2016",2014,96512,5329
"1042","Groveland","Essex County","MA","Groveland","2013-2017",2015,95031,27408
"1043","Hadley","Hampshire County","MA","Hadley","2005-2009",2009,62731,14180
"1044","Hadley","Hampshire County","MA","Hadley","2006-2010",2010,69911,14615
"1045","Hadley","Hampshire County","MA","Hadley","2007-2011",2011,75313,7859
"1046","Hadley","Hampshire County","MA","Hadley","2008-2012",2012,77891,9092
"1047","Hadley","Hampshire County","MA","Hadley","2009-2013",2011,73250,14433
"1048","Hadley","Hampshire County","MA","Hadley","2010-2014",2012,74737,9919
"1049","Hadley","Hampshire County","MA","Hadley","2011-2015",2013,65625,9359
"1050","Hadley","Hampshire County","MA","Hadley","2012-2016",2014,62634,8903
"1051","Hadley","Hampshire County","MA","Hadley","2013-2017",2015,58953,5771
"1052","Halifax","Plymouth County","MA","Halifax","2005-2009",2009,74679,7981
"1053","Halifax","Plymouth County","MA","Halifax","2006-2010",2010,81855,5892
"1054","Halifax","Plymouth County","MA","Halifax","2007-2011",2011,83522,5460
"1055","Halifax","Plymouth County","MA","Halifax","2008-2012",2012,77905,11520
"1056","Halifax","Plymouth County","MA","Halifax","2009-2013",2011,67760,12566
"1057","Halifax","Plymouth County","MA","Halifax","2010-2014",2012,69917,15869
"1058","Halifax","Plymouth County","MA","Halifax","2011-2015",2013,64013,7517
"1059","Halifax","Plymouth County","MA","Halifax","2012-2016",2014,73119,13146
"1060","Halifax","Plymouth County","MA","Halifax","2013-2017",2015,77993,16487
"1061","Hamilton","Essex County","MA","Hamilton","2005-2009",2009,98525,16590
"1062","Hamilton","Essex County","MA","Hamilton","2006-2010",2010,99732,20831
"1063","Hamilton","Essex County","MA","Hamilton","2007-2011",2011,103774,17995
"1064","Hamilton","Essex County","MA","Hamilton","2008-2012",2012,105100,17878
"1065","Hamilton","Essex County","MA","Hamilton","2009-2013",2011,105865,15818
"1066","Hamilton","Essex County","MA","Hamilton","2010-2014",2012,108558,17023
"1067","Hamilton","Essex County","MA","Hamilton","2011-2015",2013,109500,20596
"1068","Hamilton","Essex County","MA","Hamilton","2012-2016",2014,114907,15957
"1069","Hamilton","Essex County","MA","Hamilton","2013-2017",2015,112250,23465
"1070","Hampden","Hampden County","MA","Hampden","2005-2009",2009,78659,6536
"1071","Hampden","Hampden County","MA","Hampden","2006-2010",2010,78869,9873
"1072","Hampden","Hampden County","MA","Hampden","2007-2011",2011,79773,9669
"1073","Hampden","Hampden County","MA","Hampden","2008-2012",2012,80917,6587
"1074","Hampden","Hampden County","MA","Hampden","2009-2013",2011,80582,5309
"1075","Hampden","Hampden County","MA","Hampden","2010-2014",2012,78722,6611
"1076","Hampden","Hampden County","MA","Hampden","2011-2015",2013,81018,6660
"1077","Hampden","Hampden County","MA","Hampden","2012-2016",2014,80375,11277
"1078","Hampden","Hampden County","MA","Hampden","2013-2017",2015,81304,9699
"1079","Hancock","Berkshire County","MA","Hancock","2005-2009",2009,67386,7785
"1080","Hancock","Berkshire County","MA","Hancock","2006-2010",2010,74205,9298
"1081","Hancock","Berkshire County","MA","Hancock","2007-2011",2011,78571,5650
"1082","Hancock","Berkshire County","MA","Hancock","2008-2012",2012,75536,6323
"1083","Hancock","Berkshire County","MA","Hancock","2009-2013",2011,79438,4138
"1084","Hancock","Berkshire County","MA","Hancock","2010-2014",2012,80395,10298
"1085","Hancock","Berkshire County","MA","Hancock","2011-2015",2013,74554,12094
"1086","Hancock","Berkshire County","MA","Hancock","2012-2016",2014,72778,13162
"1087","Hancock","Berkshire County","MA","Hancock","2013-2017",2015,71875,13047
"1088","Hanover","Plymouth County","MA","Hanover","2005-2009",2009,99261,7359
"1089","Hanover","Plymouth County","MA","Hanover","2006-2010",2010,100233,6897
"1090","Hanover","Plymouth County","MA","Hanover","2007-2011",2011,100982,10513
"1091","Hanover","Plymouth County","MA","Hanover","2008-2012",2012,99856,11603
"1092","Hanover","Plymouth County","MA","Hanover","2009-2013",2011,99250,10460
"1093","Hanover","Plymouth County","MA","Hanover","2010-2014",2012,98750,8927
"1094","Hanover","Plymouth County","MA","Hanover","2011-2015",2013,101823,10397
"1095","Hanover","Plymouth County","MA","Hanover","2012-2016",2014,105635,9240
"1096","Hanover","Plymouth County","MA","Hanover","2013-2017",2015,111311,7985
"1097","Hanson","Plymouth County","MA","Hanson","2005-2009",2009,83667,6870
"1098","Hanson","Plymouth County","MA","Hanson","2006-2010",2010,81964,2997
"1099","Hanson","Plymouth County","MA","Hanson","2007-2011",2011,89000,8661
"1100","Hanson","Plymouth County","MA","Hanson","2008-2012",2012,92736,8639
"1101","Hanson","Plymouth County","MA","Hanson","2009-2013",2011,92560,5824
"1102","Hanson","Plymouth County","MA","Hanson","2010-2014",2012,93771,6684
"1103","Hanson","Plymouth County","MA","Hanson","2011-2015",2013,91384,6591
"1104","Hanson","Plymouth County","MA","Hanson","2012-2016",2014,93517,6569
"1105","Hanson","Plymouth County","MA","Hanson","2013-2017",2015,96389,6718
"1106","Hardwick","Worcester County","MA","Hardwick","2005-2009",2009,58359,9268
"1107","Hardwick","Worcester County","MA","Hardwick","2006-2010",2010,57866,7505
"1108","Hardwick","Worcester County","MA","Hardwick","2007-2011",2011,61298,10761
"1109","Hardwick","Worcester County","MA","Hardwick","2008-2012",2012,59432,8971
"1110","Hardwick","Worcester County","MA","Hardwick","2009-2013",2011,58073,11672
"1111","Hardwick","Worcester County","MA","Hardwick","2010-2014",2012,59148,7926
"1112","Hardwick","Worcester County","MA","Hardwick","2011-2015",2013,56278,5091
"1113","Hardwick","Worcester County","MA","Hardwick","2012-2016",2014,56216,6282
"1114","Hardwick","Worcester County","MA","Hardwick","2013-2017",2015,57813,10997
"1115","Harvard","Worcester County","MA","Harvard","2005-2009",2009,138893,8413
"1116","Harvard","Worcester County","MA","Harvard","2006-2010",2010,141274,11505
"1117","Harvard","Worcester County","MA","Harvard","2007-2011",2011,142411,13506
"1118","Harvard","Worcester County","MA","Harvard","2008-2012",2012,144143,11910
"1119","Harvard","Worcester County","MA","Harvard","2009-2013",2011,137500,19146
"1120","Harvard","Worcester County","MA","Harvard","2010-2014",2012,131563,15697
"1121","Harvard","Worcester County","MA","Harvard","2011-2015",2013,126061,8457
"1122","Harvard","Worcester County","MA","Harvard","2012-2016",2014,131719,16261
"1123","Harvard","Worcester County","MA","Harvard","2013-2017",2015,134355,15338
"1124","Harwich","Barnstable County","MA","Harwich","2005-2009",2009,53607,4004
"1125","Harwich","Barnstable County","MA","Harwich","2006-2010",2010,54958,4290
"1126","Harwich","Barnstable County","MA","Harwich","2007-2011",2011,57455,5135
"1127","Harwich","Barnstable County","MA","Harwich","2008-2012",2012,60651,4896
"1128","Harwich","Barnstable County","MA","Harwich","2009-2013",2011,62927,5010
"1129","Harwich","Barnstable County","MA","Harwich","2010-2014",2012,67332,3716
"1130","Harwich","Barnstable County","MA","Harwich","2011-2015",2013,68267,4746
"1131","Harwich","Barnstable County","MA","Harwich","2012-2016",2014,69730,5608
"1132","Harwich","Barnstable County","MA","Harwich","2013-2017",2015,73468,7849
"1133","Hatfield","Hampshire County","MA","Hatfield","2005-2009",2009,53684,6715
"1134","Hatfield","Hampshire County","MA","Hatfield","2006-2010",2010,53939,8409
"1135","Hatfield","Hampshire County","MA","Hatfield","2007-2011",2011,53485,13763
"1136","Hatfield","Hampshire County","MA","Hatfield","2008-2012",2012,53750,17930
"1137","Hatfield","Hampshire County","MA","Hatfield","2009-2013",2011,58839,8496
"1138","Hatfield","Hampshire County","MA","Hatfield","2010-2014",2012,60033,8405
"1139","Hatfield","Hampshire County","MA","Hatfield","2011-2015",2013,65451,6621
"1140","Hatfield","Hampshire County","MA","Hatfield","2012-2016",2014,64427,6209
"1141","Hatfield","Hampshire County","MA","Hatfield","2013-2017",2015,65087,4882
"1142","Haverhill","Essex County","MA","Haverhill","2005-2009",2009,60535,2332
"1143","Haverhill","Essex County","MA","Haverhill","2006-2010",2010,61956,2237
"1144","Haverhill","Essex County","MA","Haverhill","2007-2011",2011,60611,2253
"1145","Haverhill","Essex County","MA","Haverhill","2008-2012",2012,60271,2228
"1146","Haverhill","Essex County","MA","Haverhill","2009-2013",2011,60429,2411
"1147","Haverhill","Essex County","MA","Haverhill","2010-2014",2012,61208,1970
"1148","Haverhill","Essex County","MA","Haverhill","2011-2015",2013,60888,2418
"1149","Haverhill","Essex County","MA","Haverhill","2012-2016",2014,62751,2535
"1150","Haverhill","Essex County","MA","Haverhill","2013-2017",2015,65926,2726
"1151","Hawley","Franklin County","MA","Hawley","2005-2009",2009,76406,11724
"1152","Hawley","Franklin County","MA","Hawley","2006-2010",2010,65313,15177
"1153","Hawley","Franklin County","MA","Hawley","2007-2011",2011,63750,10167
"1154","Hawley","Franklin County","MA","Hawley","2008-2012",2012,65833,13398
"1155","Hawley","Franklin County","MA","Hawley","2009-2013",2011,63750,13679
"1156","Hawley","Franklin County","MA","Hawley","2010-2014",2012,68000,18744
"1157","Hawley","Franklin County","MA","Hawley","2011-2015",2013,68750,17169
"1158","Hawley","Franklin County","MA","Hawley","2012-2016",2014,65417,16797
"1159","Hawley","Franklin County","MA","Hawley","2013-2017",2015,66250,19782
"1160","Heath","Franklin County","MA","Heath","2005-2009",2009,64531,18346
"1161","Heath","Franklin County","MA","Heath","2006-2010",2010,68875,10075
"1162","Heath","Franklin County","MA","Heath","2007-2011",2011,63333,27097
"1163","Heath","Franklin County","MA","Heath","2008-2012",2012,54286,23950
"1164","Heath","Franklin County","MA","Heath","2009-2013",2011,53750,16679
"1165","Heath","Franklin County","MA","Heath","2010-2014",2012,56458,8589
"1166","Heath","Franklin County","MA","Heath","2011-2015",2013,51625,5212
"1167","Heath","Franklin County","MA","Heath","2012-2016",2014,52875,5803
"1168","Heath","Franklin County","MA","Heath","2013-2017",2015,57386,8069
"1169","Hingham","Plymouth County","MA","Hingham","2005-2009",2009,105870,7499
"1170","Hingham","Plymouth County","MA","Hingham","2006-2010",2010,98890,5797
"1171","Hingham","Plymouth County","MA","Hingham","2007-2011",2011,99318,8155
"1172","Hingham","Plymouth County","MA","Hingham","2008-2012",2012,101268,7678
"1173","Hingham","Plymouth County","MA","Hingham","2009-2013",2011,106854,7847
"1174","Hingham","Plymouth County","MA","Hingham","2010-2014",2012,103350,8323
"1175","Hingham","Plymouth County","MA","Hingham","2011-2015",2013,116187,11901
"1176","Hingham","Plymouth County","MA","Hingham","2012-2016",2014,118148,13567
"1177","Hingham","Plymouth County","MA","Hingham","2013-2017",2015,125144,10876
"1178","Hinsdale","Berkshire County","MA","Hinsdale","2005-2009",2009,62917,4650
"1179","Hinsdale","Berkshire County","MA","Hinsdale","2006-2010",2010,60766,6857
"1180","Hinsdale","Berkshire County","MA","Hinsdale","2007-2011",2011,62596,4792
"1181","Hinsdale","Berkshire County","MA","Hinsdale","2008-2012",2012,63158,5036
