"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"1182","Hinsdale","Berkshire County","MA","Hinsdale","2009-2013",2011,64766,3142
"1183","Hinsdale","Berkshire County","MA","Hinsdale","2010-2014",2012,63953,4954
"1184","Hinsdale","Berkshire County","MA","Hinsdale","2011-2015",2013,63555,6259
"1185","Hinsdale","Berkshire County","MA","Hinsdale","2012-2016",2014,60511,6519
"1186","Hinsdale","Berkshire County","MA","Hinsdale","2013-2017",2015,62250,5374
"1187","Holbrook","Norfolk County","MA","Holbrook","2005-2009",2009,67429,7031
"1188","Holbrook","Norfolk County","MA","Holbrook","2006-2010",2010,62623,6284
"1189","Holbrook","Norfolk County","MA","Holbrook","2007-2011",2011,63790,5936
"1190","Holbrook","Norfolk County","MA","Holbrook","2008-2012",2012,62299,8706
"1191","Holbrook","Norfolk County","MA","Holbrook","2009-2013",2011,62897,7980
"1192","Holbrook","Norfolk County","MA","Holbrook","2010-2014",2012,63297,7166
"1193","Holbrook","Norfolk County","MA","Holbrook","2011-2015",2013,66370,3607
"1194","Holbrook","Norfolk County","MA","Holbrook","2012-2016",2014,67508,6237
"1195","Holbrook","Norfolk County","MA","Holbrook","2013-2017",2015,68023,7225
"1196","Holden","Worcester County","MA","Holden","2005-2009",2009,84745,4983
"1197","Holden","Worcester County","MA","Holden","2006-2010",2010,88405,6216
"1198","Holden","Worcester County","MA","Holden","2007-2011",2011,89660,4535
"1199","Holden","Worcester County","MA","Holden","2008-2012",2012,93860,5744
"1200","Holden","Worcester County","MA","Holden","2009-2013",2011,95244,4654
"1201","Holden","Worcester County","MA","Holden","2010-2014",2012,97972,4429
"1202","Holden","Worcester County","MA","Holden","2011-2015",2013,98630,3727
"1203","Holden","Worcester County","MA","Holden","2012-2016",2014,100599,3607
"1204","Holden","Worcester County","MA","Holden","2013-2017",2015,101827,5736
"1205","Holland","Hampden County","MA","Holland","2005-2009",2009,73125,10593
"1206","Holland","Hampden County","MA","Holland","2006-2010",2010,67596,9901
"1207","Holland","Hampden County","MA","Holland","2007-2011",2011,69565,9100
"1208","Holland","Hampden County","MA","Holland","2008-2012",2012,69097,10817
"1209","Holland","Hampden County","MA","Holland","2009-2013",2011,67684,15621
"1210","Holland","Hampden County","MA","Holland","2010-2014",2012,64868,11740
"1211","Holland","Hampden County","MA","Holland","2011-2015",2013,75000,10506
"1212","Holland","Hampden County","MA","Holland","2012-2016",2014,75658,6557
"1213","Holland","Hampden County","MA","Holland","2013-2017",2015,78348,6164
"1214","Holliston","Middlesex County","MA","Holliston","2005-2009",2009,100444,5990
"1215","Holliston","Middlesex County","MA","Holliston","2006-2010",2010,103600,8913
"1216","Holliston","Middlesex County","MA","Holliston","2007-2011",2011,107374,7583
"1217","Holliston","Middlesex County","MA","Holliston","2008-2012",2012,107192,7298
"1218","Holliston","Middlesex County","MA","Holliston","2009-2013",2011,110323,5824
"1219","Holliston","Middlesex County","MA","Holliston","2010-2014",2012,108350,4871
"1220","Holliston","Middlesex County","MA","Holliston","2011-2015",2013,108869,3655
"1221","Holliston","Middlesex County","MA","Holliston","2012-2016",2014,110295,5398
"1222","Holliston","Middlesex County","MA","Holliston","2013-2017",2015,118933,8218
"1223","Holyoke","Hampden County","MA","Holyoke","2005-2009",2009,34496,4269
"1224","Holyoke","Hampden County","MA","Holyoke","2006-2010",2010,31948,3594
"1225","Holyoke","Hampden County","MA","Holyoke","2007-2011",2011,33915,3024
"1226","Holyoke","Hampden County","MA","Holyoke","2008-2012",2012,34961,2621
"1227","Holyoke","Hampden County","MA","Holyoke","2009-2013",2011,31628,2074
"1228","Holyoke","Hampden County","MA","Holyoke","2010-2014",2012,35550,2700
"1229","Holyoke","Hampden County","MA","Holyoke","2011-2015",2013,36608,2486
"1230","Holyoke","Hampden County","MA","Holyoke","2012-2016",2014,38829,2888
"1231","Holyoke","Hampden County","MA","Holyoke","2013-2017",2015,37954,3616
"1232","Hopedale","Worcester County","MA","Hopedale","2005-2009",2009,91949,8441
"1233","Hopedale","Worcester County","MA","Hopedale","2006-2010",2010,97227,8863
"1234","Hopedale","Worcester County","MA","Hopedale","2007-2011",2011,98220,9710
"1235","Hopedale","Worcester County","MA","Hopedale","2008-2012",2012,98902,7943
"1236","Hopedale","Worcester County","MA","Hopedale","2009-2013",2011,89408,14986
"1237","Hopedale","Worcester County","MA","Hopedale","2010-2014",2012,99886,15378
"1238","Hopedale","Worcester County","MA","Hopedale","2011-2015",2013,95268,17418
"1239","Hopedale","Worcester County","MA","Hopedale","2012-2016",2014,99792,16478
"1240","Hopedale","Worcester County","MA","Hopedale","2013-2017",2015,101761,6983
"1241","Hopkinton","Middlesex County","MA","Hopkinton","2005-2009",2009,126779,15314
"1242","Hopkinton","Middlesex County","MA","Hopkinton","2006-2010",2010,120240,12200
"1243","Hopkinton","Middlesex County","MA","Hopkinton","2007-2011",2011,126350,7554
"1244","Hopkinton","Middlesex County","MA","Hopkinton","2008-2012",2012,127821,7792
"1245","Hopkinton","Middlesex County","MA","Hopkinton","2009-2013",2011,129578,6714
"1246","Hopkinton","Middlesex County","MA","Hopkinton","2010-2014",2012,128267,10288
"1247","Hopkinton","Middlesex County","MA","Hopkinton","2011-2015",2013,138551,8418
"1248","Hopkinton","Middlesex County","MA","Hopkinton","2012-2016",2014,143190,8920
"1249","Hopkinton","Middlesex County","MA","Hopkinton","2013-2017",2015,151357,15525
"1250","Hubbardston","Worcester County","MA","Hubbardston","2005-2009",2009,76440,10441
"1251","Hubbardston","Worcester County","MA","Hubbardston","2006-2010",2010,82443,10333
"1252","Hubbardston","Worcester County","MA","Hubbardston","2007-2011",2011,83333,14679
"1253","Hubbardston","Worcester County","MA","Hubbardston","2008-2012",2012,77694,6675
"1254","Hubbardston","Worcester County","MA","Hubbardston","2009-2013",2011,86979,13257
"1255","Hubbardston","Worcester County","MA","Hubbardston","2010-2014",2012,83438,13867
"1256","Hubbardston","Worcester County","MA","Hubbardston","2011-2015",2013,81757,8834
"1257","Hubbardston","Worcester County","MA","Hubbardston","2012-2016",2014,84803,7281
"1258","Hubbardston","Worcester County","MA","Hubbardston","2013-2017",2015,93387,10593
"1259","Hudson","Middlesex County","MA","Hudson","2005-2009",2009,73724,5338
"1260","Hudson","Middlesex County","MA","Hudson","2006-2010",2010,74983,6055
"1261","Hudson","Middlesex County","MA","Hudson","2007-2011",2011,76714,6891
"1262","Hudson","Middlesex County","MA","Hudson","2008-2012",2012,70192,4050
"1263","Hudson","Middlesex County","MA","Hudson","2009-2013",2011,71971,4661
"1264","Hudson","Middlesex County","MA","Hudson","2010-2014",2012,74082,4900
"1265","Hudson","Middlesex County","MA","Hudson","2011-2015",2013,75985,5171
"1266","Hudson","Middlesex County","MA","Hudson","2012-2016",2014,80574,6345
"1267","Hudson","Middlesex County","MA","Hudson","2013-2017",2015,83765,7053
"1268","Hull","Plymouth County","MA","Hull","2005-2009",2009,72261,9082
"1269","Hull","Plymouth County","MA","Hull","2006-2010",2010,72166,7274
"1270","Hull","Plymouth County","MA","Hull","2007-2011",2011,72036,7340
"1271","Hull","Plymouth County","MA","Hull","2008-2012",2012,73396,7161
"1272","Hull","Plymouth County","MA","Hull","2009-2013",2011,75551,6164
"1273","Hull","Plymouth County","MA","Hull","2010-2014",2012,77440,6951
"1274","Hull","Plymouth County","MA","Hull","2011-2015",2013,74391,6550
"1275","Hull","Plymouth County","MA","Hull","2012-2016",2014,78114,7514
"1276","Hull","Plymouth County","MA","Hull","2013-2017",2015,80584,5928
"1277","Huntington","Hampshire County","MA","Huntington","2005-2009",2009,69539,7236
"1278","Huntington","Hampshire County","MA","Huntington","2006-2010",2010,61912,16482
"1279","Huntington","Hampshire County","MA","Huntington","2007-2011",2011,55917,16782
"1280","Huntington","Hampshire County","MA","Huntington","2008-2012",2012,62500,15584
"1281","Huntington","Hampshire County","MA","Huntington","2009-2013",2011,55526,12842
"1282","Huntington","Hampshire County","MA","Huntington","2010-2014",2012,52275,12272
"1283","Huntington","Hampshire County","MA","Huntington","2011-2015",2013,62976,7476
"1284","Huntington","Hampshire County","MA","Huntington","2012-2016",2014,68958,13504
"1285","Huntington","Hampshire County","MA","Huntington","2013-2017",2015,66713,10190
"1286","Ipswich","Essex County","MA","Ipswich","2005-2009",2009,81651,8392
"1287","Ipswich","Essex County","MA","Ipswich","2006-2010",2010,80816,8665
"1288","Ipswich","Essex County","MA","Ipswich","2007-2011",2011,84609,6305
"1289","Ipswich","Essex County","MA","Ipswich","2008-2012",2012,82847,8415
"1290","Ipswich","Essex County","MA","Ipswich","2009-2013",2011,77087,9519
"1291","Ipswich","Essex County","MA","Ipswich","2010-2014",2012,77901,5769
"1292","Ipswich","Essex County","MA","Ipswich","2011-2015",2013,76458,7232
"1293","Ipswich","Essex County","MA","Ipswich","2012-2016",2014,77788,6831
"1294","Ipswich","Essex County","MA","Ipswich","2013-2017",2015,80829,7831
"1295","Kingston","Plymouth County","MA","Kingston","2005-2009",2009,79045,5545
"1296","Kingston","Plymouth County","MA","Kingston","2006-2010",2010,77656,6286
"1297","Kingston","Plymouth County","MA","Kingston","2007-2011",2011,77288,8366
"1298","Kingston","Plymouth County","MA","Kingston","2008-2012",2012,80172,13401
"1299","Kingston","Plymouth County","MA","Kingston","2009-2013",2011,82661,10229
"1300","Kingston","Plymouth County","MA","Kingston","2010-2014",2012,86339,6312
"1301","Kingston","Plymouth County","MA","Kingston","2011-2015",2013,85384,8864
"1302","Kingston","Plymouth County","MA","Kingston","2012-2016",2014,88694,11510
"1303","Kingston","Plymouth County","MA","Kingston","2013-2017",2015,89796,9027
"1304","Lakeville","Plymouth County","MA","Lakeville","2005-2009",2009,93929,7575
"1305","Lakeville","Plymouth County","MA","Lakeville","2006-2010",2010,92033,5876
"1306","Lakeville","Plymouth County","MA","Lakeville","2007-2011",2011,93260,5883
"1307","Lakeville","Plymouth County","MA","Lakeville","2008-2012",2012,91782,7464
"1308","Lakeville","Plymouth County","MA","Lakeville","2009-2013",2011,87900,6491
"1309","Lakeville","Plymouth County","MA","Lakeville","2010-2014",2012,82418,9615
"1310","Lakeville","Plymouth County","MA","Lakeville","2011-2015",2013,90876,6363
"1311","Lakeville","Plymouth County","MA","Lakeville","2012-2016",2014,93691,4922
"1312","Lakeville","Plymouth County","MA","Lakeville","2013-2017",2015,98015,7025
"1313","Lancaster","Worcester County","MA","Lancaster","2005-2009",2009,80956,10191
"1314","Lancaster","Worcester County","MA","Lancaster","2006-2010",2010,80938,8790
"1315","Lancaster","Worcester County","MA","Lancaster","2007-2011",2011,87962,6651
"1316","Lancaster","Worcester County","MA","Lancaster","2008-2012",2012,77321,10391
"1317","Lancaster","Worcester County","MA","Lancaster","2009-2013",2011,77575,9723
"1318","Lancaster","Worcester County","MA","Lancaster","2010-2014",2012,81833,20582
"1319","Lancaster","Worcester County","MA","Lancaster","2011-2015",2013,96813,16557
"1320","Lancaster","Worcester County","MA","Lancaster","2012-2016",2014,93750,17838
"1321","Lancaster","Worcester County","MA","Lancaster","2013-2017",2015,104331,5333
"1322","Lanesborough","Berkshire County","MA","Lanesborough","2005-2009",2009,64054,5742
"1323","Lanesborough","Berkshire County","MA","Lanesborough","2006-2010",2010,66458,12184
"1324","Lanesborough","Berkshire County","MA","Lanesborough","2007-2011",2011,66071,6805
"1325","Lanesborough","Berkshire County","MA","Lanesborough","2008-2012",2012,65509,5658
"1326","Lanesborough","Berkshire County","MA","Lanesborough","2009-2013",2011,69651,10134
"1327","Lanesborough","Berkshire County","MA","Lanesborough","2010-2014",2012,72708,11457
"1328","Lanesborough","Berkshire County","MA","Lanesborough","2011-2015",2013,68036,7187
"1329","Lanesborough","Berkshire County","MA","Lanesborough","2012-2016",2014,74519,7600
"1330","Lanesborough","Berkshire County","MA","Lanesborough","2013-2017",2015,76016,8291
"1331","Lawrence","Essex County","MA","Lawrence","2005-2009",2009,32337,3177
"1332","Lawrence","Essex County","MA","Lawrence","2006-2010",2010,31631,1943
"1333","Lawrence","Essex County","MA","Lawrence","2007-2011",2011,31478,1281
"1334","Lawrence","Essex County","MA","Lawrence","2008-2012",2012,31931,1080
"1335","Lawrence","Essex County","MA","Lawrence","2009-2013",2011,32851,1835
"1336","Lawrence","Essex County","MA","Lawrence","2010-2014",2012,34496,1481
"1337","Lawrence","Essex County","MA","Lawrence","2011-2015",2013,34852,2136
"1338","Lawrence","Essex County","MA","Lawrence","2012-2016",2014,36754,2416
"1339","Lawrence","Essex County","MA","Lawrence","2013-2017",2015,39627,1674
"1340","Lee","Berkshire County","MA","Lee","2005-2009",2009,48860,9811
"1341","Lee","Berkshire County","MA","Lee","2006-2010",2010,50599,5487
"1342","Lee","Berkshire County","MA","Lee","2007-2011",2011,51835,8662
"1343","Lee","Berkshire County","MA","Lee","2008-2012",2012,53467,8231
"1344","Lee","Berkshire County","MA","Lee","2009-2013",2011,57683,10490
"1345","Lee","Berkshire County","MA","Lee","2010-2014",2012,59019,9594
"1346","Lee","Berkshire County","MA","Lee","2011-2015",2013,58790,8049
"1347","Lee","Berkshire County","MA","Lee","2012-2016",2014,61507,8372
"1348","Lee","Berkshire County","MA","Lee","2013-2017",2015,66599,12133
"1349","Leicester","Worcester County","MA","Leicester","2005-2009",2009,72074,5421
"1350","Leicester","Worcester County","MA","Leicester","2006-2010",2010,70362,2811
"1351","Leicester","Worcester County","MA","Leicester","2007-2011",2011,72471,3435
"1352","Leicester","Worcester County","MA","Leicester","2008-2012",2012,72000,3563
"1353","Leicester","Worcester County","MA","Leicester","2009-2013",2011,71062,4264
"1354","Leicester","Worcester County","MA","Leicester","2010-2014",2012,68790,7537
"1355","Leicester","Worcester County","MA","Leicester","2011-2015",2013,69099,8177
"1356","Leicester","Worcester County","MA","Leicester","2012-2016",2014,72637,11214
"1357","Leicester","Worcester County","MA","Leicester","2013-2017",2015,76738,14924
"1358","Lenox","Berkshire County","MA","Lenox","2005-2009",2009,59522,12078
"1359","Lenox","Berkshire County","MA","Lenox","2006-2010",2010,60604,7836
"1360","Lenox","Berkshire County","MA","Lenox","2007-2011",2011,54622,5368
"1361","Lenox","Berkshire County","MA","Lenox","2008-2012",2012,51266,6665
"1362","Lenox","Berkshire County","MA","Lenox","2009-2013",2011,51089,7485
"1363","Lenox","Berkshire County","MA","Lenox","2010-2014",2012,51201,11749
"1364","Lenox","Berkshire County","MA","Lenox","2011-2015",2013,49634,5105
"1365","Lenox","Berkshire County","MA","Lenox","2012-2016",2014,55777,8372
"1366","Lenox","Berkshire County","MA","Lenox","2013-2017",2015,68492,10058
"1367","Leominster","Worcester County","MA","Leominster","2005-2009",2009,56582,2882
"1368","Leominster","Worcester County","MA","Leominster","2006-2010",2010,55695,2949
"1369","Leominster","Worcester County","MA","Leominster","2007-2011",2011,58585,3765
"1370","Leominster","Worcester County","MA","Leominster","2008-2012",2012,59604,2396
"1371","Leominster","Worcester County","MA","Leominster","2009-2013",2011,58846,1953
"1372","Leominster","Worcester County","MA","Leominster","2010-2014",2012,59263,2748
"1373","Leominster","Worcester County","MA","Leominster","2011-2015",2013,58955,3381
"1374","Leominster","Worcester County","MA","Leominster","2012-2016",2014,56510,4143
"1375","Leominster","Worcester County","MA","Leominster","2013-2017",2015,57610,3408
